step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-426.560481098313403	-435.611324478764743	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996169830065340	-5	3	13	8	25	8	14	11	14	23	16	17	18	22	18	19	22	29	28	32	26	23	30	41	35	37	45	40	50	51	49	48	60	51	61	57	63	53	57	67	63	51	58	54	53	67	65	61	64	66	64	56	69	59	59	75	66	58	73	83	70	77	72	87	70	66	76	79	74	75	95	84	88	81	79	90	87	97	95	0	1	4	1	16	1	3	2	6	7	4	6	3	7	6	7	9	17	22	14	15	12	9	25	18	20	20	25	28	31	27	28	39	24	43	30	44	24	45	44	29	28	31	32	28	37	35	45	43	54	48	42	35	34	29	53	43	30	54	65	37	58	49	62	51	43	47	62	57	47	67	61	77	70	37	68	72	64	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-420.775240784173093	-429.826084164624433	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990594013774668	-2	5	14	14	18	18	16	9	5	21	14	16	23	20	25	24	20	31	25	35	31	30	27	43	38	38	48	42	51	48	32	47	57	54	64	54	55	48	55	63	65	51	42	57	45	60	60	61	60	70	61	68	70	66	60	69	71	51	65	74	69	74	73	88	66	77	74	77	78	82	97	83	85	80	84	80	92	96	93	0	1	2	8	11	3	8	9	1	7	9	8	17	4	14	12	4	10	11	12	15	14	14	20	5	31	20	23	30	43	13	45	30	32	47	29	32	28	38	48	48	45	25	34	19	42	38	37	33	35	42	51	59	33	27	46	59	28	39	56	48	61	65	70	47	60	41	61	56	66	64	66	70	63	66	67	75	64	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-421.176901192376647	-430.227744572827987	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988272938267319	-2	4	7	12	20	17	17	11	11	24	15	15	20	19	22	18	20	29	31	31	37	30	28	39	26	29	47	40	54	49	48	39	56	44	47	58	61	57	63	62	56	53	56	59	53	62	64	64	57	62	67	67	73	61	54	75	62	52	65	80	71	69	75	82	69	71	80	82	77	77	93	70	80	85	81	88	99	100	96	0	1	1	3	4	12	8	3	3	6	4	8	16	8	5	4	9	13	25	23	15	14	14	20	11	14	24	19	31	27	21	25	27	22	21	31	29	42	38	41	42	27	35	38	27	43	33	49	45	29	45	48	48	55	24	48	49	27	49	66	39	47	47	69	39	57	53	56	51	72	64	39	61	67	63	63	63	79	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-419.650574297934270	-428.701417678385610	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999441136255145	-4	2	9	7	18	15	13	10	8	18	15	10	11	23	22	23	16	22	25	32	32	29	35	41	29	41	47	40	53	48	42	54	59	51	54	59	61	55	61	61	63	54	54	55	65	65	60	64	55	60	68	61	69	62	63	73	65	62	68	78	73	68	75	89	71	80	80	78	73	80	93	73	85	83	80	88	90	105	101	0	1	2	2	17	13	8	4	2	4	12	9	4	6	4	6	3	7	5	14	10	19	20	23	10	21	20	21	30	31	23	30	44	30	24	24	42	42	43	29	43	31	27	27	40	33	49	52	27	29	41	27	39	38	49	33	33	34	58	47	41	37	45	66	57	60	51	53	58	59	70	41	75	33	59	70	60	79	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-417.865849382245585	-426.916692762696925	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985832969216239	-4	2	10	7	22	15	8	12	12	23	13	11	17	22	2	15	21	19	23	33	29	25	29	38	36	39	45	41	51	50	37	51	60	44	62	55	52	58	64	67	60	51	50	59	61	62	57	58	61	67	69	71	62	62	53	72	67	65	66	85	58	75	67	85	69	78	77	84	78	82	100	76	81	86	87	91	95	99	102	0	1	1	2	11	12	2	4	4	11	7	7	3	3	1	12	6	11	6	16	22	6	8	22	21	23	28	20	27	24	20	27	32	31	48	42	27	32	38	48	29	27	26	32	61	38	34	55	36	45	49	39	43	36	34	59	35	36	53	66	34	57	46	70	45	44	52	50	40	51	76	54	62	66	53	60	70	77	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-418.950580123799853	-428.001423504251193	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986300672233234	-3	3	8	11	24	10	14	11	13	17	15	7	21	22	20	19	20	30	20	30	36	29	32	38	38	36	44	43	51	40	47	46	55	48	54	58	61	56	64	66	63	63	55	60	64	54	66	65	62	67	68	68	70	57	61	75	69	66	70	78	63	68	70	82	73	80	83	83	80	82	98	64	85	78	87	88	86	101	90	0	1	1	12	17	12	12	12	4	3	3	1	3	7	9	6	11	5	4	14	22	5	5	22	20	16	5	18	28	22	30	25	34	26	27	46	36	31	33	55	34	33	32	33	33	34	36	49	43	39	36	45	55	46	36	42	33	55	44	40	46	49	61	53	51	48	57	66	62	56	68	32	41	65	67	70	67	79	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-421.107507812149947	-430.158351192601287	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983960834212664	-10	2	11	10	19	13	12	16	9	21	16	6	19	20	24	17	16	32	26	29	33	28	30	39	29	42	48	42	51	47	38	54	55	50	64	48	57	56	56	58	57	61	59	53	50	65	60	62	66	70	63	63	73	59	46	69	66	60	59	82	73	72	73	79	72	86	81	83	73	77	94	74	87	84	87	74	94	95	94	0	1	12	12	8	4	12	9	12	13	7	2	7	4	17	6	7	8	5	15	19	17	5	21	15	31	24	25	27	28	25	26	55	27	32	31	26	29	55	44	36	41	29	27	31	41	38	27	52	58	37	45	57	33	26	48	40	29	44	64	51	35	50	65	50	61	50	63	38	52	73	62	74	76	64	56	73	64	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-420.441034179946314	-429.491877560397654	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986641098005155	-2	1	12	12	19	17	15	9	14	24	15	8	18	13	21	23	18	30	25	34	29	30	32	40	28	42	48	41	40	48	43	50	57	50	53	60	53	60	59	65	54	57	58	59	61	57	62	62	64	70	66	67	69	61	60	76	59	64	67	76	63	80	78	86	68	88	82	78	81	82	91	79	81	87	85	90	87	86	99	0	1	1	2	14	14	8	2	4	6	2	2	8	2	7	5	7	6	7	18	17	19	10	21	6	22	31	16	20	20	18	29	27	26	26	37	30	32	46	39	34	27	26	34	46	34	35	41	29	58	43	44	49	43	34	58	37	41	55	52	34	56	52	68	36	75	63	52	68	60	74	45	61	69	63	62	62	72	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-422.576493242639401	-431.627336623090741	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997130913558768	-1	3	6	14	17	14	11	12	10	23	13	16	17	20	21	17	23	30	29	32	30	25	30	36	30	38	45	41	51	51	45	44	59	48	56	56	49	57	59	67	61	55	60	62	57	52	65	57	61	70	63	61	69	58	56	77	61	63	64	83	72	69	67	75	73	82	73	82	69	82	98	76	85	82	72	92	87	96	93	0	1	1	3	11	7	1	2	3	14	3	9	7	9	12	7	3	22	4	15	17	17	6	21	17	24	28	25	31	27	26	26	35	32	31	24	25	29	45	57	45	30	55	42	30	29	38	37	42	51	55	36	58	34	29	69	42	55	45	56	40	51	48	47	40	56	53	56	36	53	68	40	72	50	42	77	64	76	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-422.708384163300877	-431.759227543752218	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995720602247185	-2	0	10	12	23	17	16	12	7	22	17	14	20	21	25	19	14	29	28	34	30	26	32	42	34	41	49	39	53	45	45	51	59	54	59	56	57	54	61	68	62	60	54	64	61	58	66	62	60	63	67	66	64	57	51	69	68	62	72	73	73	68	67	76	64	70	80	83	75	82	88	77	85	87	72	86	95	84	94	0	1	1	2	6	4	3	9	1	17	9	4	9	12	6	8	3	12	17	5	22	13	15	28	13	20	30	23	31	26	24	31	32	26	55	30	55	30	36	38	32	34	27	54	55	30	39	32	37	49	35	44	37	43	31	48	35	36	33	40	56	39	50	44	34	37	75	59	57	63	70	56	68	73	46	67	71	59	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
