step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
5000	-227.024713774069880	-236.075557154521221	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990048297331426	1	3	3	2	8	5	5	6	4	4	4	6	9	6	5	5	7	6	9	8	12	8	7	9	9	8	8	8	13	7	5	15	6	10	7	9	11	11	10	11	7	11	16	13	12	10	9	11	13	13	11	10	14	13	12	11	12	14	12	13	12	13	13	14	13	14	17	17	15	17	19	15	15	18	16	0	1	1	1	17	4	10	31	4	4	2	31	18	6	2	10	6	4	17	17	52	23	31	18	31	31	33	30	51	18	10	63	31	24	7	7	19	47	35	14	9	52	58	56	26	28	30	47	51	59	28	27	29	2	34	36	34	55	26	59	34	52	61	48	55	44	21	32	60	75	51	66	42	72	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-219.188850583637986	-228.239693964089327	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991047526159004	1	2	4	3	7	3	4	6	6	6	7	5	9	5	5	6	7	7	9	8	11	7	9	9	9	5	8	8	13	8	9	14	10	11	8	10	10	10	12	11	11	12	17	10	12	11	10	11	14	10	9	12	13	8	12	11	12	14	13	14	12	9	13	15	15	13	19	18	15	16	15	18	17	19	21	0	1	6	1	3	1	4	14	4	26	7	4	12	6	6	3	12	14	18	3	38	10	27	30	22	4	12	22	47	4	14	61	51	13	22	27	7	54	36	51	12	50	56	20	44	28	62	35	19	19	27	28	21	8	20	20	36	66	24	48	48	5	34	32	66	40	43	39	55	49	57	63	45	68	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-221.064068104774577	-230.114911485225917	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996397762668117	1	3	2	3	7	5	5	6	5	5	6	5	9	4	3	5	5	7	6	9	12	9	9	7	6	6	8	8	13	6	8	13	8	11	10	10	9	8	12	8	10	12	16	11	11	12	13	11	9	12	12	11	14	13	14	12	13	10	9	14	11	11	14	13	14	14	19	16	12	15	14	18	19	17	21	0	3	1	1	4	2	15	9	4	4	9	4	24	3	3	2	2	10	7	28	62	27	40	25	6	10	17	26	22	12	30	39	25	20	49	28	33	10	13	30	31	36	66	40	18	31	35	41	27	11	36	37	34	50	42	58	45	17	26	32	59	23	57	34	37	47	60	71	20	56	34	68	53	68	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-222.126212652952006	-231.177056033403346	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999384684200573	2	4	4	3	5	5	4	6	5	5	7	6	9	8	6	6	6	4	11	8	9	9	9	9	7	7	8	8	13	8	8	12	9	10	7	11	10	10	11	9	8	10	17	12	12	11	12	7	12	10	11	8	15	13	10	11	11	14	12	15	12	13	3	13	14	13	18	17	16	17	18	18	20	20	17	0	63	1	1	4	3	63	2	3	4	18	6	41	11	2	9	6	4	33	6	15	16	25	35	7	5	10	17	42	12	63	23	6	23	8	40	21	27	22	30	11	21	60	57	55	12	56	15	52	31	13	8	65	32	22	23	33	62	39	58	55	32	1	21	39	44	75	29	29	65	44	70	68	75	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-224.325328485252641	-233.376171865703981	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996899067199527	2	4	4	4	7	3	4	5	6	6	5	5	8	7	6	4	7	6	10	9	11	7	7	8	9	8	7	9	13	6	7	14	10	9	8	10	9	10	12	6	11	11	15	13	12	11	12	10	12	13	11	10	12	11	10	10	11	14	9	12	9	12	12	14	14	14	17	14	16	16	19	17	16	19	19	0	1	6	1	15	1	6	4	8	6	6	16	1	15	16	1	7	11	35	22	13	15	8	11	35	3	4	35	57	4	6	53	24	26	10	17	10	24	38	11	22	28	39	26	57	28	54	8	37	48	24	59	21	26	17	22	25	55	35	37	31	52	25	52	47	39	43	54	68	68	67	70	64	53	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-240.458247301332165	-249.509090681783505	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999267083604260	0	3	1	3	8	4	2	7	5	6	2	6	9	7	5	5	6	7	6	8	11	6	9	8	8	7	8	9	9	9	3	13	6	9	10	10	10	10	11	9	11	8	17	8	9	12	10	11	12	8	9	12	14	12	15	11	11	14	13	13	13	12	13	11	14	14	19	17	11	16	17	14	20	22	22	0	3	1	7	19	2	3	19	4	6	3	9	9	15	4	11	7	4	9	14	29	9	33	14	8	12	12	50	25	9	11	35	9	26	45	17	22	17	30	22	40	16	66	12	25	24	50	27	37	9	24	21	61	7	58	47	20	39	39	41	10	45	25	30	41	28	43	59	51	53	55	21	67	73	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-224.656014499530841	-233.706857879982181	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990655529456307	2	4	3	4	7	5	5	6	5	6	5	6	10	5	6	5	7	6	10	8	11	9	7	8	6	7	8	8	14	9	9	10	11	9	10	11	9	10	11	9	12	11	9	11	12	10	13	10	13	12	11	12	12	10	14	11	13	13	12	14	11	11	13	13	14	13	18	12	12	17	19	16	17	19	20	0	1	1	1	6	2	4	7	2	2	4	11	22	2	9	4	4	7	37	15	43	2	10	12	16	7	10	25	36	24	25	37	30	15	37	31	6	23	10	20	36	30	5	40	42	9	68	27	69	31	38	48	61	25	51	22	40	36	56	68	22	27	50	54	12	59	49	56	39	50	72	65	72	73	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-239.840429534254241	-248.891272914705581	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994921835026533	2	4	3	3	7	5	3	6	5	4	3	6	8	5	5	5	7	7	11	9	10	8	7	8	9	7	9	6	9	8	8	14	10	10	10	10	10	10	13	9	8	12	17	12	10	11	11	11	12	12	7	11	13	11	14	11	13	14	13	11	13	9	14	15	13	14	18	16	13	16	16	15	17	22	23	0	4	1	1	2	3	1	1	11	1	1	14	5	4	2	3	16	3	34	22	5	23	6	2	23	14	24	6	30	12	5	28	30	26	23	13	62	10	6	3	14	38	32	36	25	28	12	24	21	36	8	18	19	27	38	25	52	57	42	23	29	18	45	19	56	46	68	59	36	64	59	50	42	69	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-231.648524426260536	-240.699367806711876	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982396830326519	0	3	4	3	7	4	2	6	5	6	7	5	9	8	5	3	5	6	10	8	11	8	5	5	10	7	8	8	13	9	8	15	10	11	10	8	11	10	11	10	8	10	16	5	12	9	12	10	13	12	11	12	14	10	14	13	13	13	12	11	11	12	13	15	15	14	17	15	13	16	15	19	19	21	21	0	1	2	7	12	4	1	2	4	4	23	1	10	15	6	1	7	17	14	26	40	24	16	2	14	9	17	11	19	14	6	21	31	33	9	10	40	28	44	31	16	26	63	6	48	14	39	24	22	38	28	25	46	8	47	34	62	42	19	46	14	42	19	53	62	52	35	49	54	54	58	53	65	72	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-221.392650703207465	-230.443494083658805	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991983260439852	0	4	2	3	5	3	4	2	6	6	6	5	8	7	5	5	7	6	8	7	10	9	8	9	9	7	9	8	14	7	7	9	11	10	9	11	9	10	11	11	12	11	16	11	12	12	12	10	13	13	11	12	14	10	11	11	11	14	12	14	12	11	14	8	9	12	18	15	14	13	17	18	19	20	22	0	6	1	3	2	3	3	1	5	12	5	7	30	16	3	7	2	12	31	10	25	30	18	14	10	9	17	31	41	5	18	30	65	23	31	37	23	20	28	27	55	13	53	24	22	40	25	64	56	62	24	33	57	14	20	26	32	25	51	52	30	65	49	17	26	37	47	49	41	55	69	49	43	72	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-239.396736281563022	-248.447579662014363	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997210851719575	1	4	2	3	8	4	4	6	6	6	6	5	7	7	3	4	7	5	10	7	12	8	9	7	5	6	8	9	12	7	5	15	7	11	10	11	8	10	12	10	9	11	16	9	11	12	12	11	12	12	10	12	14	12	14	9	10	14	11	14	11	13	14	16	14	14	17	18	14	14	13	15	15	19	15	0	3	1	1	11	4	4	2	15	7	2	6	6	1	3	3	26	2	6	11	34	25	17	8	7	6	8	14	35	6	4	34	11	28	13	20	12	41	36	33	5	41	50	22	8	35	30	17	27	57	27	14	22	40	59	12	23	49	28	61	37	45	50	39	39	45	35	32	23	71	34	58	58	67	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
