step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14
5000	-57.250979159910983	-64.106467110870355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788255194384063	0	1	4	3	4	3	3	5	4	5	6	6	6	7	0	1	6	2	4	1	2	6	6	6	3	9	6	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1
5500	-46.122568886235982	-52.978056837195354	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.925858356418438	0	1	3	3	4	2	4	5	4	5	6	6	6	7	0	1	6	2	4	1	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-49.767109243749054	-56.622597194708426	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.983110468025562	0	1	4	2	3	2	4	4	4	4	6	6	5	7	0	1	6	2	4	1	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-66.352458548832786	-73.207946499792158	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660878184416680	-1	2	4	3	4	3	4	5	4	6	6	7	6	8	0	1	1	2	2	1	2	3	6	9	7	6	6	11	1	1	2	1	1	2	2	1	1	1	1	2	3	1
7000	-59.155426907156226	-66.010914858115598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700445223632266	0	1	3	3	4	2	4	6	4	5	5	6	6	8	0	1	6	2	2	1	4	6	6	6	5	9	6	11	1	1	1	1	2	1	1	2	1	2	1	1	2	2
7500	-55.274506589773019	-62.129994540732390	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885793823800853	0	2	3	3	4	2	4	5	4	5	6	6	6	8	0	1	6	2	4	1	4	6	6	6	5	9	6	11	1	1	1	1	1	1	1	1	1	2	1	1	2	1
8000	-48.347650935368115	-55.203138886327487	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.908963564421991	0	2	4	3	5	3	4	5	4	6	6	6	5	7	0	1	6	2	4	1	4	6	6	13	7	9	6	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-49.790460770219710	-56.645948721179082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.871302128881453	1	2	4	3	4	2	4	5	4	4	6	6	6	7	0	1	6	2	4	1	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1
9000	-46.729353676655421	-53.584841627614793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.977509957794930	0	2	3	3	4	2	5	4	4	5	7	6	7	8	0	1	6	2	2	1	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-47.080659108903539	-53.936147059862911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.904634341147489	0	1	4	3	4	3	3	5	5	5	5	7	7	7	0	1	6	2	2	1	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-61.250623524803117	-68.106111475762489	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665333929546107	0	1	3	3	3	2	4	5	4	4	5	6	4	8	0	1	6	2	2	1	5	6	6	6	7	9	6	11	1	1	1	1	1	1	1	1	1	1	1	1	2	2
10500	-58.347063479999065	-65.202551430958437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875180040642161	1	2	3	4	3	3	3	6	4	5	6	6	7	7	0	1	1	2	2	1	1	6	6	6	7	9	10	11	1	1	1	1	1	1	1	2	1	1	1	1	2	1
11000	-49.732796754487815	-56.588284705447187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.889662968963181	0	2	4	3	5	3	5	5	4	5	6	5	5	8	0	1	6	2	4	1	4	6	6	6	7	9	6	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-59.224473621087412	-66.079961572046784	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642650917774108	0	2	4	3	4	2	4	4	4	5	6	7	6	7	0	1	6	2	2	1	2	6	6	6	7	13	10	11	1	1	1	1	1	1	1	2	1	2	1	1	1	1
12000	-60.537138693360134	-67.392626644319506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808274929308511	-1	1	4	2	4	2	5	5	4	4	6	7	6	7	0	1	4	2	2	1	5	3	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	2	1	1
12500	-52.737658269921646	-59.593146220881017	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.991007626799836	0	2	3	3	4	2	5	3	5	4	6	6	5	8	0	1	6	2	2	1	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-52.924763757080356	-59.780251708039728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915461049502766	0	2	3	4	4	2	4	6	4	5	6	6	7	5	0	1	6	2	2	1	2	6	6	6	14	9	10	7	1	1	1	1	1	1	1	2	1	1	1	1	1	1
13500	-51.010585309215216	-57.866073260174588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.907728283389044	0	1	2	3	4	3	4	5	5	4	6	7	7	8	0	1	1	2	4	3	2	6	6	6	7	6	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-50.889654261262564	-57.745142212221936	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.848259177769923	0	2	2	3	5	3	4	6	4	5	6	7	7	8	0	1	1	2	4	3	2	6	6	6	7	8	10	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1
14500	-46.161019134419270	-53.016507085378642	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.969686579712290	-1	1	1	3	4	3	4	4	4	5	6	6	6	8	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-45.174673240274899	-52.030161191234271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.925491585406764	0	2	3	4	4	4	4	5	5	5	5	7	6	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-56.621978989558599	-63.477466940517971	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690115487394484	0	2	1	3	4	3	3	4	5	5	7	6	6	8	0	1	1	2	2	3	2	6	6	6	7	6	10	11	1	1	1	1	1	1	1	1	1	1	2	1	1	1
16000	-45.536747784164341	-52.392235735123712	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.929107409393018	1	2	3	4	5	4	4	5	5	5	6	7	7	7	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-44.195890088564383	-51.051378039523755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.871353014944705	0	2	2	3	4	4	4	6	5	5	6	6	6	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-60.810154425104201	-67.665642376063573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.835641927514013	0	2	1	4	5	3	4	5	4	5	6	6	6	8	0	1	1	2	4	3	1	6	6	6	7	9	10	7	1	1	1	1	1	1	1	1	1	1	2	1	1	2
17500	-52.802851298557243	-59.658339249516615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824902060237700	0	2	2	4	5	3	4	6	4	4	5	6	5	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1
18000	-55.633808739293443	-62.489296690252814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.981839267746435	1	2	2	3	5	5	4	4	4	5	6	7	6	8	0	1	1	2	2	3	2	3	3	3	7	9	6	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1
18500	-57.839425255365597	-64.694913206324969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649651678481985	-1	1	1	3	5	3	3	5	4	4	5	7	6	8	0	1	1	2	4	3	2	6	3	6	7	6	10	11	1	1	1	1	1	1	1	1	2	1	1	2	1	1
19000	-50.577816279180681	-57.433304230140052	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829908487703548	0	1	2	2	4	3	4	5	5	4	6	6	6	7	0	1	1	2	4	3	4	6	6	6	7	9	10	11	1	1	1	1	2	1	1	1	1	1	1	1	1	1
19500	-53.097190379103878	-59.952678330063250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739426745891771	-1	1	1	2	4	3	4	5	5	5	6	7	6	6	0	1	1	2	2	3	2	6	6	6	7	9	10	7	1	1	1	1	1	1	2	1	1	1	1	1	1	1
20000	-46.954195734147348	-53.809683685106720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.950745528613271	0	2	2	3	4	3	5	5	5	5	6	7	7	7	0	1	1	2	2	3	4	6	6	6	5	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-56.558092364288399	-63.413580315247771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.857693239027658	0	1	2	3	4	3	4	6	4	5	5	6	6	7	0	1	1	2	2	3	2	10	6	6	7	9	6	11	1	1	1	1	1	1	1	1	1	2	1	2	1	1
21000	-48.460542561487010	-55.316030512446382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.978613557305766	0	1	1	3	4	3	4	6	4	5	6	7	6	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-58.824975219534579	-65.680463170493951	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711163218435246	0	2	2	4	4	3	4	5	5	3	6	7	5	6	0	1	1	2	2	3	2	6	6	3	7	9	10	7	1	1	1	1	1	1	1	1	1	1	2	1	1	1
22000	-53.355803467392853	-60.211291418352225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.821811789624283	0	1	2	4	5	4	3	5	5	6	6	6	6	8	0	1	1	2	4	3	2	6	6	3	4	9	6	11	1	1	1	1	1	1	1	1	1	2	1	1	1	1
22500	-45.105121711367310	-51.960609662326682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915801427021034	0	1	2	3	5	4	3	6	5	5	5	7	6	7	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-56.217743460758513	-63.073231411717884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.997577674780972	0	2	3	3	4	5	5	4	4	5	5	6	7	6	0	1	1	2	1	3	4	3	3	3	5	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-44.472734300472084	-51.328222251431455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.980877089266791	0	1	3	3	5	4	3	5	4	5	5	6	7	7	0	1	1	2	4	3	2	6	3	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-45.881398724094083	-52.736886675053455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.890548121904514	0	2	3	3	4	4	4	5	5	6	6	7	7	7	0	1	1	2	2	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-42.451009925782607	-49.306497876741979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.980824108158479	0	2	2	3	4	3	4	5	4	5	6	6	6	7	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-44.877490812558456	-51.732978763517828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.998766882936321	0	1	2	3	4	3	3	5	4	4	6	6	6	7	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-44.855134097061494	-51.710622048020866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.979121922438446	1	2	3	4	5	4	4	6	5	5	6	7	6	8	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-51.884800275962448	-58.740288226921820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.972082683539785	-1	1	1	3	3	2	5	5	4	5	6	6	6	7	0	1	1	2	2	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1
26500	-46.603328770444655	-53.458816721404027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.903962577016399	0	2	2	3	5	4	4	6	5	5	6	6	7	7	0	1	1	2	7	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-46.351450383990468	-53.206938334949839	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.903395829152532	0	2	3	3	5	4	4	6	5	6	6	6	7	7	0	1	1	2	4	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-50.116399634265825	-56.971887585225197	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.961766591961532	0	2	3	3	4	4	4	5	5	6	6	6	7	8	0	1	1	2	2	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	2
28000	-48.308388009405476	-55.163875960364848	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915837911091035	0	2	3	3	4	3	4	5	4	5	6	6	6	7	0	1	1	2	4	1	2	6	6	6	7	9	10	11	1	1	2	1	1	1	1	1	1	1	1	1	1	1
28500	-47.528072600615573	-54.383560551574945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.919284713744359	0	1	4	3	3	3	4	5	4	5	6	7	7	7	0	1	6	2	2	1	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-46.648814517544089	-53.504302468503461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.999351650223438	0	2	4	3	3	3	4	6	4	5	6	6	6	7	0	1	6	2	2	1	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-49.062204187092689	-55.917692138052061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.807656317684491	0	1	4	3	4	2	4	5	4	5	6	6	7	8	0	1	6	2	4	1	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1
30000	-59.795102916495026	-66.650590867454397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.906417907804154	1	2	4	3	5	2	5	5	3	4	6	5	7	7	0	1	6	1	4	1	2	3	6	6	2	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-62.475646439620945	-69.331134390580317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831592943159769	0	1	3	2	3	2	4	5	5	5	7	7	7	8	0	1	6	2	2	1	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	2	2	2	2	1	1
31000	-48.882485613112742	-55.737973564072114	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834094988186350	0	1	4	3	4	2	5	4	4	4	5	6	6	7	0	1	6	2	4	1	4	6	6	6	4	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-54.013675316623626	-60.869163267582998	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885830090320320	0	1	4	3	2	3	3	5	4	5	6	6	7	7	0	1	6	2	2	1	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	2	1	1	1	1
32000	-51.184656380801108	-58.040144331760480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816130304729343	0	2	4	4	4	3	5	5	4	5	6	6	7	8	0	1	6	2	2	1	2	6	6	9	7	9	10	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1
32500	-58.202838098278008	-65.058326049237380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.883764811870013	-1	1	3	4	3	2	3	5	4	5	6	6	7	8	0	1	6	2	2	1	2	6	6	6	7	9	10	11	1	1	1	1	1	2	1	1	1	2	2	1	1	1
33000	-52.750343869684741	-59.605831820644113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732784121072491	-1	1	2	3	4	4	4	3	5	5	6	6	6	8	0	1	1	2	2	3	4	3	6	6	7	9	10	11	1	1	2	1	1	1	1	1	1	1	1	1	1	1
33500	-48.016412378126859	-54.871900329086230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.996675353536792	-1	1	1	3	3	3	4	6	4	5	6	7	7	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34000	-76.944791661806505	-83.800279612765877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.861939149677862	-1	1	3	3	5	4	4	6	3	6	5	7	6	7	0	1	1	2	3	3	3	9	1	3	7	9	3	11	1	1	1	1	1	1	1	1	1	1	1	3	1	1
34500	-48.368900284907220	-55.224388235866591	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.974400239943905	0	2	2	3	5	3	5	5	5	5	7	7	7	8	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	2	1	1	1	1	1	1	1
35000	-47.730886467481220	-54.586374418440592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.954594371902973	0	2	1	4	4	3	4	5	5	5	7	6	7	6	0	1	1	2	2	3	2	6	6	6	14	9	10	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35500	-45.613737143244478	-52.469225094203850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.977006157602313	-1	1	2	2	4	3	4	5	4	5	5	6	7	7	0	1	1	2	4	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36000	-44.004509612970040	-50.859997563929412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.978217208577204	0	1	2	3	4	4	5	6	5	5	6	6	6	7	0	1	1	2	4	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36500	-47.413173754478116	-54.268661705437488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649504111097007	0	2	2	4	4	3	4	5	4	5	6	6	7	8	0	1	1	2	2	3	2	6	3	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37000	-50.608763994417785	-57.464251945377157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833251526803412	0	1	3	3	4	4	4	6	5	5	6	6	7	7	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	2	1	1	1
37500	-44.946900097664624	-51.802388048623996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.975014105145473	0	1	3	3	4	4	3	5	5	5	5	7	7	7	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-50.374266905003850	-57.229754855963222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.993737461690266	-1	1	2	2	4	3	4	5	4	5	6	6	7	8	0	1	2	2	2	3	2	6	6	6	7	6	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38500	-48.419584726754202	-55.275072677713574	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911357163576275	0	2	2	3	4	4	4	5	5	5	5	7	7	8	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	2
39000	-48.766196758170715	-55.621684709130086	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.990790378763542	0	1	2	3	4	3	4	6	5	5	5	7	7	7	0	1	1	2	2	3	4	3	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39500	-51.403371977352862	-58.258859928312233	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773067027988747	-1	1	1	3	5	3	3	5	4	5	5	5	7	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	2	1	1	1	1	1	1	1	1	1
40000	-45.007401289894730	-51.862889240854102	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.861008813323546	0	1	2	3	4	4	4	6	5	5	6	6	6	7	0	1	1	2	4	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-54.684694697165895	-61.540182648125267	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799388379194978	0	2	2	3	3	3	3	6	5	5	6	6	6	8	0	1	1	2	1	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1
41000	-44.821179340989893	-51.676667291949265	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.904186272244288	0	2	2	3	4	3	5	5	5	5	6	6	6	8	0	1	1	2	2	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41500	-51.721483779880643	-58.576971730840015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.874319480304096	0	1	1	3	4	3	4	4	4	5	7	6	7	8	0	1	1	2	2	3	4	6	6	6	7	9	10	11	1	1	1	1	2	1	1	1	1	1	1	1	1	1
42000	-51.032490550727381	-57.887978501686753	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.871525621090914	0	2	2	3	5	3	4	5	5	5	6	7	6	8	0	1	1	1	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1
42500	-44.051858778097518	-50.907346729056890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.993088500139450	0	1	2	3	5	4	3	5	5	5	5	6	7	7	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43000	-47.243657496574059	-54.099145447533431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875670663254645	0	1	2	2	4	3	4	4	4	5	6	6	6	8	0	1	1	2	2	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43500	-46.447501730844998	-53.302989681804370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.916312274017139	0	1	2	3	3	3	3	5	4	4	6	6	6	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-50.038256882032762	-56.893744832992134	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911503533543890	0	1	1	3	4	2	4	4	4	5	6	6	7	7	0	1	1	2	4	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	2	1	1	1	1	1	1	1
44500	-44.646003989399112	-51.501491940358484	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.995000364873707	1	2	3	3	4	4	5	6	5	5	6	7	6	7	0	1	1	2	2	3	4	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-45.591105466729751	-52.446593417689122	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868302879625556	0	1	2	3	3	3	4	5	5	5	6	7	7	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-48.661557162499058	-55.517045113458430	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911873526478934	0	1	2	3	4	3	4	4	5	5	6	7	7	7	0	1	1	2	2	3	2	6	6	6	7	9	10	11	1	1	1	1	2	1	1	1	1	1	1	1	1	1
