step	p_accept_mu1	p_accept_gamma	p_accept_pi	p_accept_Tinf	p_accept_spa1	p_accept_spa2	sigma_mu1	sigma_gamma	sigma_pi	sigma_spa1	sigma_spa2	n_like_zero
91500	0.45616	0.33711	0.38209	0.66515	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
92000	0.45619	0.33700	0.38198	0.66521	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
92500	0.45604	0.33713	0.38195	0.66526	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
93000	0.45598	0.33718	0.38188	0.66531	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
93500	0.45587	0.33712	0.38173	0.66535	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
94000	0.45607	0.33715	0.38170	0.66542	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
94500	0.45634	0.33707	0.38158	0.66547	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
95000	0.45636	0.33694	0.38141	0.66551	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
95500	0.45621	0.33688	0.38144	0.66555	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
96000	0.45641	0.33671	0.38157	0.66561	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
96500	0.45649	0.33686	0.38152	0.66566	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
97000	0.45645	0.33675	0.38158	0.66570	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
97500	0.45654	0.33681	0.38179	0.66575	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
98000	0.45648	0.33703	0.38170	0.66581	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
98500	0.45648	0.33692	0.38184	0.66585	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
99000	0.45642	0.33701	0.38187	0.66589	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
99500	0.45660	0.33681	0.38172	0.66593	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
100000	0.45660	0.33661	0.38184	0.66598	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
