step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
37500	-375.176118054114170	-373.785775088762989	-1.390342965351204	0.000091883794917	0.000038642192346	0.420555032374115	0.733150432832227	-1	1	4	3	4	5	5	5	5	6	6	9	8	7	7	8	8	10	8	7	7	9	10	10	9	9	11	10	11	12	10	12	11	12	11	10	10	11	12	11	14	12	13	16	14	12	15	13	15	14	16	14	14	16	16	15	18	17	19	18	19	19	19	19	18	20	22	21	24	23	0	1	1	2	2	3	5	3	4	5	6	3	21	7	9	14	9	11	11	11	0	13	13	10	20	8	15	20	20	40	13	18	22	23	13	13	0	19	12	22	42	28	33	35	34	37	12	38	30	43	35	46	46	48	52	50	53	55	54	52	55	57	56	53	53	64	57	61	67	55	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	2	2	2	1	2	1	1	2	1	1	1	2	2	1	2	1	1	4
38000	-395.543019004976827	-393.928202826662130	-1.614816178314676	0.000110108753915	0.000025740611582	0.233774433614222	0.684969752656081	0	1	4	3	4	4	5	5	6	6	7	9	8	4	9	7	8	10	8	10	6	9	9	9	10	9	10	9	10	13	9	12	11	12	11	11	10	12	11	12	14	12	12	15	13	12	14	13	15	14	15	15	13	17	16	17	17	18	18	18	19	20	19	19	17	20	22	22	24	23	0	1	1	2	2	1	3	14	4	5	6	6	21	4	16	8	9	11	1	28	0	13	21	8	12	8	4	11	11	40	13	11	22	13	31	31	0	19	28	22	28	28	33	35	13	37	38	19	30	43	13	46	46	48	52	50	53	52	54	55	55	55	56	53	53	64	64	61	67	55	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	3	1	1	1	2	2	1	2	2	1	1	1	1	3	1	2	2	1	1	3	1	1	2	1	1	2	3	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	2	2	1	2	2	1	1	2	2	2
38500	-391.657031549597150	-390.219630569034052	-1.437400980563091	0.000067752660273	0.000023669881660	0.349357229145883	0.663245178677251	0	2	3	3	6	5	4	5	7	7	6	10	8	7	9	7	8	10	9	9	6	9	9	8	8	10	9	9	11	14	10	10	10	12	10	11	10	11	12	10	13	12	12	15	14	11	14	13	14	14	16	14	15	15	16	15	18	18	18	18	20	19	19	19	17	19	20	20	23	23	0	1	2	2	7	3	2	4	8	5	6	25	21	8	16	8	9	19	6	11	0	13	13	16	11	14	14	6	6	40	23	20	22	36	13	31	0	25	20	22	28	12	33	35	13	37	39	38	40	43	23	46	46	38	52	50	53	52	48	52	55	53	56	65	53	53	57	58	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	1	1	1	2	1	3	1	2	2	1	1	2	2	2	2	4	3	2	1	2	2	1	1	2	1
39000	-394.841448733745949	-393.421856188106119	-1.419592545639806	0.000108217359638	0.000040170192288	0.371199153464583	0.611878569621439	0	2	4	4	5	5	6	6	6	7	7	6	8	7	8	8	8	9	9	10	7	9	9	8	8	10	9	8	10	12	11	13	12	12	11	11	10	12	12	13	14	12	12	16	14	13	14	14	17	14	13	15	14	16	13	16	17	18	16	17	19	19	20	19	19	20	22	22	24	24	0	1	1	2	2	3	5	4	4	5	6	3	21	8	8	14	9	11	11	18	0	13	13	8	12	16	14	12	12	22	13	19	22	23	13	13	0	28	12	22	42	29	22	45	31	37	32	38	30	30	13	55	46	18	37	50	53	52	20	55	58	52	56	53	57	57	64	62	67	68	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	1	1	3	2	1	1	1	1	1	2	1	1	2	2	2	2	1	3	1	1	2	2	3	2	1	2	2	2	1	1	2	2	1	1
39500	-393.548347067989312	-392.110789138984899	-1.437557929004436	0.000088226941318	0.000030807279104	0.349182218534739	0.712719042642167	-1	1	3	3	3	4	5	5	6	6	7	10	8	7	10	9	9	9	9	9	7	9	9	9	9	8	10	7	11	13	10	12	11	13	10	12	9	11	13	14	15	12	12	14	13	12	13	13	17	13	16	14	15	16	13	17	17	18	17	18	19	19	16	20	18	20	22	21	23	21	0	1	1	2	2	3	5	4	4	5	3	25	21	8	8	14	9	28	6	28	0	13	13	14	28	14	14	3	20	22	13	18	22	13	23	23	0	11	20	34	29	12	33	35	13	37	29	20	40	33	44	46	55	48	37	63	46	55	48	52	58	58	50	53	53	57	64	52	67	62	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	3	1	2	1	2	2	1	2	1	1	2	2	2	1	2	1	2	2	1	1	2	2	1	3	2	2	2	1	1	2	2	1	2	1	5	1	1
40000	-406.407841810514640	-404.644303832791138	-1.763537977723482	0.000131708233512	0.000024441436480	0.185572578327392	0.616169262735202	0	2	3	4	4	4	5	6	6	6	6	10	8	5	9	9	8	7	8	6	6	10	9	9	9	10	10	9	8	13	10	12	11	12	11	12	9	11	11	13	13	9	13	16	14	12	14	13	17	14	16	15	15	17	16	16	17	18	18	18	18	19	20	20	18	21	23	21	23	22	0	1	2	2	2	3	2	14	4	7	6	20	21	4	8	14	4	6	11	6	0	23	21	14	20	14	15	20	18	22	13	18	22	13	13	21	0	11	29	22	12	6	33	35	31	37	12	29	40	43	35	46	46	48	46	50	52	46	48	55	52	55	50	57	53	57	66	55	64	62	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	2	2	2	2	1	2	1	2	2	2	1	2	1	3	1	2	1	2	1	3	1	2	2	1	2	2	2	1	3	2	2	3	2	1	1	2	2	1	2	1	3	2	2	2	1	3	2	1
40500	-380.694849105764035	-379.069426465860772	-1.625422639903244	0.000101639015452	0.000023327129202	0.229509594305072	0.795417737135088	-1	1	4	4	5	5	5	5	6	6	7	9	9	6	8	9	8	9	8	10	7	9	8	8	10	8	10	8	10	13	10	12	11	13	11	12	10	12	11	14	14	13	13	14	13	12	14	13	16	14	16	14	14	16	16	17	17	18	17	18	19	18	20	19	19	20	23	20	23	21	0	1	1	2	2	3	3	4	4	3	1	28	23	8	8	4	5	19	6	12	0	23	21	14	18	9	16	3	11	22	13	28	22	21	23	23	0	11	20	30	29	29	33	35	13	37	39	38	30	43	44	46	46	48	52	50	53	52	54	52	52	55	56	53	57	57	57	58	64	61	1	1	3	2	2	1	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	2	1	2	2	1	1	2	1	1	3	1	2	1
41000	-375.510208768903340	-373.952535469000964	-1.557673299902367	0.000097277288938	0.000025298979976	0.260070775533101	0.758430269597010	-1	2	4	3	4	5	4	5	6	6	7	8	9	7	8	8	5	9	9	10	6	10	9	9	9	9	10	9	11	14	11	12	11	12	10	10	11	11	13	12	14	12	12	13	14	12	15	13	16	15	15	14	14	14	16	17	17	18	19	17	19	19	20	19	19	21	22	21	23	23	0	1	1	2	2	3	2	4	17	5	6	3	21	8	14	14	4	11	11	25	0	23	21	14	6	14	8	12	28	33	21	18	22	23	23	13	0	12	29	22	25	12	33	35	31	37	39	38	30	43	45	46	46	48	37	50	53	55	48	52	57	55	56	53	53	64	66	61	67	62	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	1	3	2	1	2	1	1	1	1	1	1	3	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	1	1	3
41500	-395.833539890330314	-394.242352367968408	-1.591187522361882	0.000116965291712	0.000028529286699	0.243912414368835	0.671740107542792	-1	2	2	3	5	4	5	6	6	6	6	8	8	7	7	8	8	10	8	9	7	9	10	9	10	9	10	10	11	13	10	12	11	13	11	11	10	11	12	12	12	13	12	15	12	12	15	13	15	13	16	15	14	15	15	15	17	17	17	18	18	19	17	19	19	19	23	20	24	23	0	1	1	2	2	1	4	2	4	2	6	11	21	4	5	4	9	11	11	12	0	13	13	16	12	4	16	12	28	40	13	18	22	21	23	13	0	19	29	22	28	12	33	35	13	37	28	19	30	33	35	46	46	38	46	50	53	55	38	52	58	61	56	53	52	57	66	55	67	61	1	1	2	1	2	1	1	3	1	2	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	3	1	2	1	2	1	1	2	2	1	2	2	1	3	2	1	1	3	2	1	1	2	1	2	1	3	1	1	1	1	2	1	2	2	2	1	3
42000	-379.150684531430898	-377.762124631750851	-1.388559899680049	0.000069594158589	0.000029542145241	0.424491736668809	0.649891433952520	-1	1	2	3	4	4	5	6	6	6	7	7	8	6	8	8	8	9	8	8	7	9	9	10	10	10	10	10	10	13	9	13	11	13	10	11	9	10	12	13	13	12	12	14	14	12	14	14	15	15	15	14	14	17	16	17	17	18	19	19	18	19	19	19	17	21	22	22	24	22	0	1	1	2	1	3	2	4	4	5	6	3	21	5	4	14	9	6	6	12	0	13	13	16	12	16	15	20	20	22	13	18	22	23	23	23	0	19	28	22	20	12	33	35	23	37	39	38	30	43	35	46	46	48	52	50	46	55	54	55	55	52	56	53	53	57	66	61	67	61	1	1	1	1	2	1	2	2	1	1	2	2	1	2	2	1	1	2	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	2	3	1	2	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	3	2	3	1	2	1	2
42500	-403.066405071422878	-401.610898617244061	-1.455506454178840	0.000102305234120	0.000033836262376	0.330738330903708	0.658082980182142	-1	1	2	3	4	4	5	6	6	6	7	8	8	4	8	9	5	9	8	10	7	9	9	10	10	8	9	9	10	12	10	12	11	12	10	11	9	11	11	13	14	13	12	15	12	11	14	12	17	14	16	13	14	16	17	15	18	17	18	19	18	19	17	18	18	20	21	21	23	22	0	1	1	2	2	3	5	14	4	5	6	3	21	4	8	14	4	11	6	28	0	13	13	26	28	14	15	11	12	22	13	11	22	13	13	13	0	19	20	34	6	25	33	35	21	37	29	18	45	43	44	46	46	48	46	50	53	52	41	55	55	52	56	53	53	57	57	55	67	55	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	2	2	2	3	1	1	1	2	1	2	1	1	5	2	1	2	3	1	2	1	3	1	1	1	1	2	2	1	2	2	2	1	1	2	1	3	2	1	2	2	2	2
43000	-360.398339420022864	-358.903577694550108	-1.494761725472732	0.000104341246717	0.000031131734507	0.298364601602356	0.714903597500539	0	2	3	3	4	5	6	5	6	6	7	7	8	7	10	9	8	9	9	10	6	9	7	9	9	9	9	8	10	14	11	12	10	12	9	11	11	11	12	12	15	11	13	13	13	13	14	14	16	14	15	15	15	16	16	16	17	19	19	18	18	20	18	20	19	19	23	21	24	23	0	1	1	2	2	3	5	5	5	5	3	6	23	8	24	14	9	11	6	28	0	13	21	8	12	14	14	11	28	40	13	18	22	13	23	23	0	19	29	36	29	12	33	35	13	37	39	38	30	40	44	46	46	48	46	50	53	52	54	52	55	52	56	57	57	53	66	61	67	62	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	3	2	1	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	2	2	1	2	1	2	1	2	2	2	1	2
43500	-377.454862691056974	-375.960421281869628	-1.494441409187323	0.000103210243771	0.000030818130266	0.298595654271011	0.761231307779987	-1	1	1	3	5	2	6	5	5	7	6	10	9	7	10	7	8	10	9	10	7	10	8	9	8	8	11	9	10	13	10	12	11	12	10	11	11	11	12	14	14	12	12	13	13	12	13	14	15	15	16	15	14	16	17	16	17	19	18	17	19	19	19	20	19	20	22	22	24	22	0	1	1	2	2	3	2	4	4	7	6	28	23	8	16	8	7	19	11	28	0	23	21	16	6	8	15	11	25	22	23	28	22	13	13	31	0	19	12	30	29	12	33	35	23	37	28	38	30	43	44	46	46	48	52	50	53	55	54	52	55	55	56	52	57	53	52	61	67	66	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	2	3	1	3	3	2	1	2
44000	-385.576585474281956	-384.139995727393682	-1.436589746888289	0.000069768782831	0.000024437639694	0.350266103298463	0.609640952570766	-1	1	4	3	5	5	4	5	6	6	7	7	9	8	9	7	8	10	8	10	5	9	7	9	10	9	10	7	10	12	11	9	11	12	11	12	10	12	13	13	12	12	13	14	12	12	13	13	16	14	13	14	13	15	16	17	16	17	18	18	19	18	19	19	15	20	22	21	24	23	0	1	1	2	2	3	2	4	7	7	6	6	23	8	14	8	9	32	11	28	0	23	21	8	12	8	15	6	28	22	23	11	22	13	13	13	0	19	25	30	29	29	33	35	13	37	12	20	30	30	35	46	46	38	46	50	53	46	48	46	58	55	56	53	53	57	64	58	67	61	1	1	2	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	3	2	2	1	1	1	1	2	2	2	2	3	2	3	1	1	1	3	1	2	1	2	1	2
44500	-390.767788606217891	-389.338750719879101	-1.429037886338791	0.000086879027521	0.000031197638216	0.359092857111328	0.601232981696875	-1	1	2	3	4	5	2	5	5	6	7	9	8	7	8	9	8	10	9	9	7	9	9	10	10	10	10	10	9	12	11	13	11	12	10	11	9	10	12	14	15	11	12	13	13	11	15	13	16	14	15	14	15	16	17	17	17	19	19	17	18	18	19	19	18	21	23	22	24	23	0	1	1	7	2	3	2	4	4	5	6	11	21	8	8	8	9	11	6	6	0	13	13	8	12	16	15	29	11	22	23	11	22	13	23	13	0	11	12	22	12	12	33	35	23	37	48	38	40	43	31	46	46	48	52	50	53	52	54	52	52	52	56	53	57	57	64	61	67	64	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	4	1	2	1	2	1	2	1	3	2	1	1	2	2	1	1	2	1	1	2	1	2	1	2	2	2	2	2	2	1	1	1	2	1	2	1	2	1	1
45000	-362.124664534436022	-360.742459338806100	-1.382205195629915	0.000063672643412	0.000028017113397	0.440018065782836	0.714964315328100	0	2	3	3	4	4	5	5	5	6	7	8	8	7	7	8	8	9	6	9	6	10	9	10	9	9	9	10	11	13	10	12	11	12	11	11	10	12	12	12	14	13	13	16	13	12	14	13	16	15	15	15	14	14	16	17	17	19	19	18	18	19	19	19	19	21	23	21	24	23	0	1	1	2	2	3	5	4	4	5	6	3	21	8	8	8	9	11	6	12	0	23	13	14	11	14	8	20	28	22	23	18	22	31	13	23	0	19	20	22	28	25	33	35	31	37	29	12	30	43	45	46	46	48	46	50	53	52	48	55	55	55	56	53	57	64	57	52	67	62	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	3	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	3	1	1	2	3	1	2
45500	-379.188136979288515	-377.445163445270794	-1.742973534017700	0.000097406493657	0.000018608192532	0.191036468244221	0.719920237457965	0	2	2	3	4	4	5	5	4	6	6	7	8	6	9	9	8	9	8	8	7	9	9	8	9	8	10	10	11	13	11	12	11	12	10	11	10	10	11	13	14	12	12	16	13	11	14	13	17	14	15	14	14	16	16	16	17	18	19	19	20	20	20	19	18	20	21	21	23	24	0	1	1	1	2	3	5	4	4	5	6	6	21	4	14	8	14	11	11	12	0	13	13	8	12	8	24	25	28	33	21	18	22	23	13	23	0	19	20	33	39	25	33	35	23	37	29	19	30	43	35	46	46	48	52	50	53	55	54	52	58	55	56	53	57	53	64	58	67	68	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	2	1	2	1	1	1	2	3	2	2	1	1	2	1	1	2	2	2	2	1	3	1	1	1	2	2	1	2	2	1	2	1	1	2	2	2	2	1	1	2	2	1	3	2	1	1	2
46000	-390.619901618548170	-389.254955031914164	-1.364946586634019	0.000060602672133	0.000038676466356	0.638197376362313	0.717221399043428	-1	1	3	2	3	5	5	5	5	5	7	9	8	7	7	8	9	9	8	9	5	9	9	9	9	10	10	10	10	11	10	11	12	12	11	12	10	12	12	14	15	12	11	15	13	12	13	14	16	14	16	14	14	17	17	17	18	18	17	17	19	19	20	18	18	19	23	21	24	23	0	1	1	2	2	3	5	4	4	5	3	11	21	8	8	8	9	6	11	6	0	13	13	8	6	16	15	20	12	31	13	19	43	23	31	13	0	19	28	30	20	12	22	35	13	37	39	38	40	43	31	46	46	38	52	50	53	52	48	52	52	58	56	46	53	53	57	62	67	68	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2	2	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	3	1	1	2	2	1	1	1	1	1	2	1	2	1	1	2	2	2	2	1	2	1	2	3	2	2	3	1	1	1
46500	-418.460500976613616	-417.098719940030890	-1.361781036582728	0.000063942150536	0.000034502183084	0.539584339835451	0.634191142626873	-1	1	2	3	5	5	5	4	6	7	6	7	8	8	9	5	8	8	8	8	7	9	10	9	9	7	11	9	11	12	11	13	12	12	11	9	10	11	13	11	13	12	10	14	12	12	15	13	16	13	16	15	14	16	16	16	17	17	19	19	18	19	19	19	18	20	22	21	24	23	0	1	1	2	2	3	2	4	4	5	6	6	21	8	4	8	9	11	6	12	0	13	13	16	6	5	15	20	20	22	36	18	43	36	23	13	0	11	29	22	29	38	22	35	13	37	39	25	30	43	44	46	46	48	46	50	53	37	48	58	46	52	56	55	53	57	57	52	67	68	1	1	1	1	2	3	2	1	1	2	1	1	1	2	3	1	2	2	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	2	1	1	1	3	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	2	2	2	3	3	2	2	3	1	2	2	2	2	2	1	2
47000	-389.149884229493296	-387.729686186141123	-1.420198043352188	0.000079270639769	0.000029360466456	0.370382610022452	0.691683181116411	0	2	5	4	5	4	6	5	6	6	7	8	8	4	9	8	9	9	7	9	6	9	9	8	9	9	11	10	10	12	11	11	12	12	10	11	10	9	11	13	14	12	11	16	13	12	14	13	17	13	15	13	14	16	16	16	17	19	18	17	18	19	18	18	18	20	23	21	24	21	0	1	6	2	2	1	5	14	4	2	3	19	21	2	24	9	9	12	6	12	0	13	21	14	12	8	15	20	20	31	13	18	43	13	21	13	0	19	6	22	28	25	23	35	31	37	42	38	40	43	23	46	46	48	52	50	53	61	48	55	55	55	56	53	57	53	66	61	67	55	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	3	2	1	2	1	1	1	1	2	1	1	2	3	2	1	1	2	1	2	2	1	2	2	1	1	2	2	1	2	1	1	2	2	2	2	1	3	1	1	1	1	2	1	3	1	2	1	2
47500	-368.751520297205616	-367.241893542285254	-1.509626754920341	0.000091609535328	0.000026394046966	0.288114625533462	0.819262440917208	-1	1	4	3	4	5	6	6	6	7	7	10	8	7	9	9	8	9	8	10	7	9	9	9	8	8	10	9	10	12	10	12	12	13	10	10	10	11	13	14	14	12	11	15	13	12	13	12	16	13	15	15	14	16	16	16	17	19	18	18	20	19	18	19	19	19	22	21	23	24	0	1	1	2	4	3	5	4	5	5	6	25	21	8	14	8	9	6	6	28	0	13	13	14	3	8	16	19	28	22	13	25	43	23	13	13	0	11	20	30	20	12	22	35	31	37	28	38	30	43	36	46	46	48	52	50	53	55	54	55	52	55	56	53	53	57	64	58	67	52	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	1	4
48000	-383.907345349128775	-382.426992354299955	-1.480352994828809	0.000069938696267	0.000021627600496	0.309236540720951	0.713240125297196	-1	1	4	3	5	5	6	5	6	6	7	9	8	8	9	8	8	9	8	8	5	10	10	10	10	9	10	10	9	13	9	13	12	12	10	11	10	12	12	14	15	11	12	15	13	12	13	14	17	14	14	15	14	16	17	17	18	19	18	17	20	19	20	18	19	21	23	21	24	22	0	1	1	2	4	3	5	4	4	2	6	11	21	8	14	8	9	20	11	3	0	13	13	8	12	16	15	19	19	22	13	18	22	31	13	31	0	6	29	30	28	12	22	35	36	37	25	38	40	43	35	46	46	38	52	50	53	55	38	52	55	55	56	53	53	57	57	61	67	61	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	1	1	2	1	1	3	1	2	2	2	2	1	2	1	1	2	1	2	1	2	1	1	2	3	2	2	1	1	1
48500	-359.094469450199426	-357.673173649928628	-1.421295800270800	0.000082873573737	0.000030573495307	0.368917302926476	0.722550266656898	0	1	4	3	3	5	6	5	7	6	7	10	7	7	9	8	9	8	9	9	6	10	8	9	8	9	10	9	10	13	11	12	11	12	10	10	9	11	12	14	14	12	13	15	14	12	14	12	15	15	15	14	13	16	16	16	16	17	19	18	19	20	20	19	18	21	23	22	24	24	0	1	1	2	2	3	5	4	4	5	6	25	21	8	16	8	16	11	6	3	0	13	13	9	6	14	15	25	28	22	23	18	22	23	23	13	0	19	29	30	29	19	33	35	23	37	39	38	40	43	35	46	46	48	52	50	53	46	48	55	52	58	56	53	57	57	64	55	67	64	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	1	1	1	2	1	1	2	1	1	2	3	4	1	2	1	2	3	1	2	1	2	1	2
49000	-373.871301762897474	-372.385327204894111	-1.485974558003367	0.000079565361063	0.000024257424933	0.304874189085563	0.571101402031216	-2	2	3	3	5	5	5	5	7	5	7	8	8	7	9	8	8	9	9	6	7	9	9	9	10	9	10	9	10	13	10	12	11	12	10	11	9	11	12	12	14	12	12	13	13	12	14	13	17	14	14	13	14	16	16	16	17	17	18	17	19	17	20	20	19	20	23	21	24	23	0	1	1	2	2	3	2	2	5	4	6	20	21	8	16	4	9	6	6	3	0	13	13	14	12	8	14	12	28	40	13	19	22	23	23	23	0	11	29	22	29	29	33	35	31	37	28	38	40	43	34	46	46	48	52	50	53	52	48	52	46	55	56	53	57	57	64	57	67	68	1	2	3	1	2	1	2	1	1	1	1	1	1	1	1	3	1	2	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	2	2	1	2	1	3	1	1	1	1	2	2	1	2	2	2	2	4	1	2	2	2	2	2	2	1	1
49500	-382.727894616800825	-381.180524149554230	-1.547370467246592	0.000075885599855	0.000020150453872	0.265537254899472	0.703208524986336	0	2	3	3	4	5	4	5	6	6	7	8	7	6	9	7	8	9	7	9	6	9	9	10	9	9	11	10	11	13	10	12	10	12	11	10	9	11	11	13	14	13	12	16	13	12	13	13	16	14	16	14	14	15	17	16	17	18	18	18	19	20	18	19	18	19	21	20	23	21	0	1	1	2	2	3	2	4	8	5	6	3	21	4	8	14	9	11	6	6	0	13	13	14	19	8	15	25	28	22	13	18	22	36	23	13	0	19	11	22	29	12	33	35	34	37	25	19	40	43	34	46	46	48	52	50	53	53	48	52	55	55	56	57	53	53	57	58	67	61	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	2	2	1	1	1	2	1	3	1	2	1	2	1	2	1	2	1	3	1	1	2	1	2	1	2	1	2	2	2	2	2	1	1	1	2	2	2	1	2	1
50000	-398.390324518397279	-396.883757328883576	-1.506567189513724	0.000121481532105	0.000035248130371	0.290152171776283	0.661559869201045	-2	1	2	2	3	4	6	6	6	7	8	9	8	6	9	7	8	10	9	7	7	9	9	10	10	9	10	9	10	13	11	13	11	11	11	11	9	11	11	14	12	12	12	14	12	12	15	14	15	15	15	15	14	16	17	16	18	19	19	18	19	16	19	19	18	19	22	22	24	22	0	1	1	2	2	3	5	4	4	5	6	20	21	4	14	4	9	6	11	6	0	13	13	9	12	8	15	11	28	22	23	18	22	13	23	23	0	19	28	33	29	25	33	35	13	37	39	19	40	30	44	46	46	48	52	43	53	62	54	52	52	53	56	53	53	53	57	61	67	57	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	3	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2
