step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15
89000	-49.259794944680998	-56.115282895640370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.955134487973837	0	1	3	3	5	3	5	3	5	5	6	8	7	10	9	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89500	-63.176376784777460	-70.031864735736832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.962569725128926	-2	1	2	3	4	4	5	3	5	5	3	10	7	9	8	0	1	2	2	8	11	4	3	8	6	3	15	9	15	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
90000	-64.694044249628092	-71.549532200587464	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747623762058554	0	3	1	2	5	4	5	3	5	5	3	9	7	8	8	0	3	1	3	8	11	4	3	8	6	3	5	9	8	5	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2
90500	-55.919302456947833	-62.774790407907204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.964161420869831	0	2	1	3	4	4	4	3	5	5	3	8	7	9	10	0	3	1	3	8	11	4	3	8	11	2	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
91000	-62.905335833619958	-69.760823784579330	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.840068349801666	0	3	1	3	4	2	5	3	5	5	6	8	7	10	10	0	3	1	3	8	3	4	3	5	6	6	11	9	13	12	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1
91500	-64.826595040318139	-71.682082991277511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.813602083754537	-1	2	1	3	3	3	5	4	5	4	6	10	7	9	8	0	3	1	3	2	3	4	5	8	6	6	8	9	8	8	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2
92000	-48.195915165574114	-55.051403116533486	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.983352746802734	0	1	3	2	5	3	4	3	5	5	6	8	7	9	9	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
92500	-61.091737298272719	-67.947225249232091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.925551508668400	-1	1	2	2	5	3	5	4	5	6	5	8	7	7	9	0	1	2	2	8	3	4	3	8	6	6	9	9	8	12	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
93000	-67.597888900587023	-74.453376851546395	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754807999931171	-1	2	1	3	5	3	4	3	5	6	5	10	7	10	8	0	3	1	3	8	3	4	3	8	6	6	5	9	8	5	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2
93500	-63.371406648526914	-70.226894599486286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768150754712472	-1	3	1	2	4	3	4	2	5	4	6	7	8	8	9	0	3	1	3	8	3	4	3	8	6	6	5	9	9	12	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1
94000	-56.656094901605030	-63.511582852564402	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.850734347884150	-1	2	1	2	5	3	4	3	5	5	7	6	7	9	8	0	3	1	3	8	3	4	3	8	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
94500	-64.421027876359162	-71.276515827318534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679545464784891	-1	3	1	2	4	2	4	3	5	5	5	8	7	9	9	0	3	1	3	8	3	4	3	8	6	6	5	9	12	8	1	1	1	1	1	1	1	1	1	2	2	2	2	1	3
95000	-61.516921433962665	-68.372409384922037	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.883185424811294	0	2	1	3	5	3	4	3	4	6	5	7	7	9	8	0	3	1	3	8	3	4	3	8	11	6	8	9	5	13	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1
95500	-58.122659667778308	-64.978147618737680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.862714281922612	-1	2	1	3	5	3	5	3	4	5	6	8	6	9	9	0	3	1	3	8	3	4	3	8	6	6	5	9	13	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
96000	-64.768481811076214	-71.623969762035586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631383552283508	0	2	1	3	4	3	4	3	5	5	7	9	7	7	9	0	3	1	3	8	3	4	3	5	6	6	5	9	8	5	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3
96500	-55.974585151062463	-62.830073102021835	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.937278871205210	0	3	2	3	5	3	5	3	4	5	5	7	7	9	8	0	3	1	3	8	3	4	3	8	6	6	5	9	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
97000	-61.381046896464582	-68.236534847423954	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770575790266271	0	3	1	2	5	3	4	3	4	6	6	8	5	9	10	0	3	1	3	8	3	3	3	8	6	6	5	9	12	12	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
97500	-59.955209547629565	-66.810697498588937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844927702679109	-1	2	1	3	5	4	4	2	5	5	5	7	6	9	9	0	3	1	3	8	2	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
98000	-56.350855242558268	-63.206343193517640	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863179032111841	-1	2	1	2	4	3	5	3	5	5	7	9	7	10	9	0	3	1	3	8	3	4	3	8	6	10	5	9	12	8	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
98500	-68.238812418043395	-75.094300369002767	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771610679282386	-1	2	0	3	4	4	5	2	4	5	6	6	7	9	9	0	3	1	2	8	2	5	3	8	6	6	5	9	12	12	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2
99000	-60.776849372639020	-67.632337323598392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.874257534357646	-1	3	1	2	4	3	4	2	4	6	5	9	7	9	10	0	3	1	3	8	3	4	3	8	6	6	5	9	8	12	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1
99500	-58.438993422610693	-65.294481373570065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.963932151824522	0	2	1	2	5	3	4	3	5	5	6	10	7	10	9	0	3	1	3	8	3	4	3	8	6	6	8	9	15	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
100000	-64.160502185531541	-71.015990136490913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657428051238994	-2	1	3	2	5	4	4	3	4	5	6	8	7	9	9	0	1	1	2	8	3	4	2	3	6	6	5	5	12	5	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2
