step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
5000	-466.944245638472410	-473.799733589431810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633112973240774	1	0	3	4	3	5	3	5	5	5	2	6	5	5	5	4	8	7	7	7	10	10	8	10	10	12	10	9	12	12	11	13	15	13	14	14	15	13	15	15	14	17	16	15	17	16	17	17	15	17	17	19	20	15	16	18	20	18	20	21	21	19	21	20	21	20	22	23	23	23	21	22	22	24	26	25	27	2	0	1	3	11	5	1	3	5	16	2	5	5	3	16	11	7	7	6	9	13	3	3	6	16	19	20	23	17	14	12	31	21	28	30	25	36	27	28	34	26	29	28	0	55	28	46	44	0	26	55	24	47	41	31	28	48	51	39	45	33	49	62	56	57	41	64	59	64	65	0	50	55	69	59	71	47	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	3	1	1	2	3	2	3	3	3	2	1	1	3	2	1	3	2	2	2	1	2	3	1	2	2	2	1	1	2	1	1	1	3	1	4	2	1	3	4	1	1	3	1	3	2	1	1	1	2	1	2	2	1	1	4	4	1	3	2	4
5500	-445.327738903855618	-452.183226854815018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593244732527809	2	0	4	5	2	7	4	2	5	6	4	5	6	6	7	3	9	7	8	7	9	7	7	9	9	11	10	10	11	11	12	13	15	14	13	12	15	13	14	13	14	16	14	15	16	17	17	17	15	15	17	19	19	17	17	18	19	18	20	19	21	19	20	19	21	20	20	24	23	22	23	22	21	23	24	24	26	2	0	8	2	2	12	5	2	11	5	5	11	16	3	16	5	7	7	12	9	13	14	8	13	6	19	20	23	17	22	26	26	24	28	22	19	36	20	28	28	26	29	28	0	33	28	34	44	0	26	31	33	47	32	26	47	48	50	56	45	52	49	62	46	57	55	64	59	64	65	0	55	54	64	59	71	74	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	2	1	1	2	2	2	1	2	1	1	2	1	1	2	3	2	2	2	3	2	2	2	3	2	1	1	3	1	1	1	2	2	2	1	2	3	1	1	1	2	2	1	3	1	1	1	1	1	2	2	1	1	2	2	3	2	1	1
6000	-438.740024832259564	-445.595512783218965	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607551692142331	2	1	4	4	3	6	5	3	5	6	6	7	6	6	7	5	7	6	8	8	9	9	6	8	10	11	10	9	12	12	12	13	15	13	14	13	16	12	14	13	15	15	14	15	16	17	17	17	15	18	16	19	19	18	17	18	19	17	21	20	21	21	20	20	20	20	21	23	24	22	24	22	22	24	26	26	27	2	0	8	2	2	5	1	1	5	16	5	5	5	3	5	5	7	7	11	9	15	14	1	13	15	19	20	23	7	22	19	26	21	28	30	15	36	27	28	28	31	29	28	0	33	28	43	44	0	51	26	45	43	41	31	46	48	51	43	45	52	49	49	47	57	41	64	53	67	65	0	55	66	67	59	71	69	1	1	1	1	1	2	2	1	1	1	2	1	2	1	3	1	1	1	1	2	1	2	2	1	2	2	1	2	4	2	1	1	4	2	2	3	2	1	2	2	2	1	3	1	1	4	1	1	1	1	2	1	3	2	2	1	1	1	3	2	1	3	2	1	1	2	1	1	2	1	1	3	1	1	2	1	1
6500	-414.460596531212445	-421.316084482171846	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605947939358537	2	0	3	4	3	6	5	6	5	4	3	5	6	7	6	6	8	7	7	7	9	9	8	10	11	10	11	10	11	10	11	13	15	13	14	13	15	13	14	15	15	17	16	16	17	15	17	17	16	17	17	20	18	16	17	18	19	18	21	21	19	19	19	20	21	21	21	22	23	23	23	23	22	23	27	25	27	2	0	2	11	1	12	1	3	11	5	2	3	5	3	10	10	7	7	12	9	13	3	8	13	13	19	20	23	7	22	26	31	21	28	30	25	36	27	28	34	32	29	28	0	24	28	34	44	0	41	31	33	46	41	31	43	48	51	46	61	45	49	49	53	57	31	64	59	67	65	0	66	51	64	59	71	67	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	2	1	2	3	2	3	1	3	1	1	1	3	2	2	1	1	1	2	1	1	2	2	1	3	2	2	1	1	1	3	2	2	1	3	1	1	1	3	1	1	1	1	1	1	6	1	1	1	1	1	1	2	2	3	1	3
7000	-457.600354509202987	-464.455842460162387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640144943933463	2	0	3	4	3	7	5	5	5	5	4	6	7	6	6	4	8	7	6	8	6	9	8	10	11	11	11	9	10	11	10	14	15	12	13	13	15	13	14	14	15	16	16	15	16	16	16	18	15	18	16	19	20	16	18	18	20	19	20	20	19	17	21	20	20	22	22	23	24	23	23	22	22	23	26	24	25	2	0	1	2	1	11	4	3	5	16	5	11	21	3	16	5	7	7	11	9	5	3	3	13	15	31	20	23	18	22	2	31	25	28	14	25	36	27	28	34	26	17	39	0	13	34	35	44	0	41	26	33	43	26	32	43	48	45	56	61	33	49	62	47	48	55	47	59	64	65	0	55	41	64	59	71	74	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	1	4	2	2	2	3	1	2	2	2	1	2	3	1	1	4	2	1	2	1	1	2	2	2	3	3	2	1	2	1	1	2	1	2	2	2	2	3	1	2	1	1	2	3	1	4	1	1
7500	-457.177622238828633	-464.033110189788033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617022665273774	2	1	3	4	2	7	4	5	4	4	4	6	6	6	6	6	9	6	7	7	10	10	7	9	11	11	9	9	12	9	12	14	15	13	13	14	16	13	14	14	15	16	15	15	16	17	15	16	13	16	15	19	17	17	18	17	19	18	20	21	20	19	21	20	18	22	21	22	23	21	23	22	23	24	26	25	28	2	0	1	2	2	1	1	3	5	5	5	11	5	8	10	10	7	7	2	9	13	30	3	13	6	17	20	23	18	14	26	31	24	28	30	6	36	20	28	28	26	29	28	0	19	43	28	44	0	26	31	33	43	50	41	43	65	51	34	52	45	49	62	47	48	50	64	59	67	65	0	41	55	67	59	71	74	1	1	1	1	1	2	1	1	2	1	1	2	3	1	1	1	3	1	3	2	2	1	2	1	1	1	2	1	2	2	1	1	2	2	2	2	2	3	3	2	2	2	2	1	5	1	2	1	1	3	2	3	1	1	2	1	1	2	4	1	2	3	1	3	1	3	1	1	2	2	1	3	2	2	3	1	2
8000	-468.078261966892001	-474.933749917851401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615141714777506	1	-1	4	4	1	7	5	5	3	4	6	7	6	6	6	5	9	7	7	6	9	8	7	9	10	11	11	9	11	11	10	14	14	13	12	13	15	13	13	15	15	16	17	15	17	17	17	18	16	17	16	19	19	17	18	15	19	17	20	21	20	20	21	21	21	21	19	22	24	23	23	23	23	22	26	25	28	2	0	1	5	2	16	4	3	1	5	16	10	5	8	10	10	7	7	16	9	13	14	3	13	12	19	20	23	7	22	19	26	24	28	22	25	36	27	28	28	6	29	56	0	24	28	34	44	0	32	26	33	39	51	51	39	48	32	46	52	45	49	62	34	57	55	47	59	67	65	0	51	50	67	59	71	67	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1	2	1	3	2	3	2	3	2	3	2	1	1	2	3	4	3	1	1	4	2	4	1	1	1	2	2	3	1	1	1	1	2	1	1	2	2	1	4	1	1	1	1	1	1	1	3	3	2	2	1	5
8500	-464.306056788408284	-471.161544739367685	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557240429661789	2	-1	4	4	3	6	4	4	4	5	5	6	7	6	6	6	9	6	8	9	10	9	6	9	8	11	10	9	10	11	11	12	16	13	13	13	16	13	14	14	14	17	15	15	15	14	17	17	15	16	17	19	19	18	18	18	19	19	19	21	20	18	21	20	21	22	22	22	23	23	22	22	22	23	26	25	25	2	0	1	1	2	11	1	1	1	1	3	5	5	8	10	10	7	7	12	9	24	14	3	13	15	12	20	23	7	17	5	19	21	28	22	29	36	27	28	28	25	17	23	0	13	28	46	44	0	26	50	33	39	41	50	43	48	51	34	33	33	49	62	47	57	54	64	43	64	65	0	55	41	47	68	71	74	2	1	2	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	1	5	3	3	2	2	2	2	2	2	2	2	4	4	1	3	2	1	1	1	2	1	1	2	2	2	2	1	1	3	2	2	2	1	1	1	2	1	2	2	1	1	2	3	2	2	1	2
9000	-457.932641347352387	-464.788129298311787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601054017430805	2	0	3	5	3	6	5	5	4	6	5	6	5	6	7	5	8	7	6	8	8	9	7	10	9	12	11	9	11	11	10	13	16	13	13	12	15	12	14	15	14	15	16	15	15	15	15	17	15	16	18	18	19	18	17	18	19	18	19	21	20	20	21	19	20	22	22	22	24	23	23	23	20	23	26	25	26	2	0	1	5	2	5	1	3	5	16	5	5	5	3	16	5	18	7	11	9	13	14	8	13	11	31	20	23	18	8	25	26	21	28	22	15	36	27	23	34	31	29	34	0	24	28	28	44	0	41	24	33	43	41	26	46	48	41	43	52	33	49	62	47	57	73	47	59	67	65	0	41	58	67	59	71	64	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	3	1	1	2	2	2	3	1	1	3	3	2	2	2	1	2	1	1	2	2	1	4	2	2	1	1	2	4	1	1	2	2	1	2	2	2	2	2	3	1	2	1	2	3	1	1	1	1	5	1	1	4	2	2
9500	-460.045310735918122	-466.900798686877522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561036056805497	2	1	3	5	4	6	5	6	5	5	2	6	6	6	7	4	8	7	8	8	9	9	6	10	9	11	10	9	11	11	12	14	16	12	14	13	15	13	13	14	14	16	17	15	16	17	18	17	14	18	15	18	19	17	15	19	19	18	20	22	20	19	20	19	20	21	21	23	22	22	23	22	22	22	26	25	26	2	0	1	2	11	5	1	3	5	16	2	5	11	3	10	11	18	7	12	9	13	14	3	13	16	25	20	23	7	22	19	31	24	28	22	2	36	27	28	39	25	17	39	0	21	34	43	44	0	55	41	24	28	51	26	46	48	51	53	52	33	49	62	47	57	54	47	59	46	65	0	32	66	67	43	71	69	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	3	1	1	1	3	1	2	1	3	2	2	6	2	1	3	1	2	3	2	1	2	2	1	1	1	1	1	4	4	1	2	2	1	2	1	2	2	2	1	1	1	3	2	1	3	2	1	4	1	1	4	1	1
10000	-470.479677532419203	-477.335165483378603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603211896650260	2	0	4	5	4	7	4	5	5	4	3	6	6	6	6	6	9	6	7	7	9	9	7	10	9	11	9	10	10	11	12	13	14	14	14	12	15	12	15	14	14	17	14	15	16	17	18	17	15	17	17	19	19	16	16	18	19	18	20	21	20	21	18	20	20	21	22	24	24	22	22	22	20	24	27	24	28	2	0	1	2	11	11	1	1	11	11	2	1	11	8	11	10	7	7	12	9	13	4	8	6	12	19	20	23	18	2	6	26	24	28	22	12	36	20	34	28	26	7	28	0	24	39	46	44	0	26	41	33	46	31	31	43	48	51	46	52	52	63	49	56	57	54	47	46	34	65	0	54	55	64	69	71	74	1	1	2	3	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	4	2	1	2	2	2	2	2	2	1	2	2	6	2	1	3	1	1	2	1	2	1	2	1	3	2	2	1	1	1	1	1	1	1	1	1	2	3	2	5	2	1	4	2	2	2	1	2
