step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32
48500	-223.803259314384917	-220.717735923964312	-3.085523390420611	0.000234388119476	0.000013103956040	0.055907082958287	0.503768282613037	2	3	7	9	8	7	6	9	9	8	9	11	11	10	11	11	11	10	10	13	14	16	14	14	14	15	19	17	16	20	21	26	0	1	7	10	7	1	1	10	10	1	7	5	6	5	19	11	5	5	5	5	10	13	13	18	17	13	28	12	9	23	20	28	1	1	1	1	2	3	1	1	1	2	1	2	2	1	1	1	2	1	1	2	2	3	2	2	2	2	1	3	3	3	5	3
49000	-204.688168339400136	-202.476177483497679	-2.211990855902445	0.000168116610193	0.000018750992843	0.111535634825797	0.540926541759523	2	3	6	8	9	7	7	9	9	8	9	11	11	11	13	11	11	12	10	13	15	15	13	14	14	15	18	17	19	18	21	26	0	1	1	3	6	1	1	10	10	2	6	11	10	3	7	19	8	6	10	9	5	23	13	18	23	25	18	20	11	22	20	31	1	1	2	1	1	3	2	1	1	2	2	1	2	3	2	1	1	4	1	2	3	1	1	1	1	1	3	2	5	1	3	3
49500	-210.817569004140296	-208.587730986529380	-2.229838017610905	0.000242342647055	0.000026573956210	0.109654476968690	0.678607478887679	2	4	5	8	5	7	8	9	9	7	8	10	12	10	11	9	11	10	11	11	15	16	14	14	14	17	19	19	16	18	21	26	0	1	1	1	2	2	1	10	5	5	5	7	4	11	9	11	6	4	10	9	12	25	13	4	13	25	18	20	19	21	28	31	1	1	1	5	1	1	2	1	3	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	4	3	1	1	1	2
50000	-213.610926498529068	-211.499539229798387	-2.111387268730670	0.000176357794652	0.000021726163786	0.123193669032065	0.562621094787346	1	4	7	8	8	6	8	10	9	9	9	10	11	10	12	10	10	12	10	12	15	14	13	14	12	15	19	17	18	20	21	26	0	1	2	6	1	1	6	3	2	5	2	10	9	10	9	9	9	9	3	10	6	13	11	18	13	25	18	9	14	26	28	31	1	2	2	1	3	2	1	1	3	1	3	1	1	1	2	1	1	2	1	2	3	2	2	2	1	1	5	5	4	3	1	3
50500	-215.573018088584945	-213.263213704434918	-2.309804384150035	0.000189545643054	0.000019299052075	0.101817439660670	0.638449018831298	3	4	4	8	7	6	8	9	10	6	8	7	11	11	13	11	10	12	11	11	15	15	14	13	13	16	20	17	18	19	20	27	0	1	1	2	2	1	3	6	4	3	10	1	7	1	19	11	5	8	5	4	5	23	13	18	13	25	18	14	21	22	20	31	1	1	1	3	2	1	2	2	1	1	1	2	2	3	1	1	1	2	2	1	4	1	2	1	1	1	4	3	2	2	6	3
51000	-207.242719611093406	-204.476619140562661	-2.766100470530742	0.000215247949514	0.000015085117592	0.070082514728621	0.478203144451326	2	3	5	8	7	7	8	9	9	6	8	11	11	9	12	10	9	11	10	12	12	14	14	13	14	16	18	18	18	19	21	26	0	1	1	10	10	1	3	10	6	1	1	10	17	6	6	11	6	6	9	9	9	13	13	18	13	23	24	20	4	23	28	31	1	1	1	1	1	2	2	2	1	2	3	3	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	3	6	3	2	3
51500	-195.724785957991401	-192.537765803460019	-3.187020154531393	0.000214730502029	0.000011223220739	0.052266541699938	0.502669558961941	2	3	6	8	8	5	8	10	9	7	8	9	11	10	12	10	9	11	12	12	13	15	13	15	14	16	19	18	19	19	22	26	0	1	6	10	2	1	6	7	2	6	2	10	5	7	11	10	1	14	9	5	7	13	13	18	13	25	18	20	21	26	28	28	1	1	1	1	3	1	1	1	3	1	2	1	2	2	2	2	3	1	1	2	2	1	2	2	1	2	3	3	3	2	2	4
52000	-180.828851198359075	-178.189311112380949	-2.639540085978124	0.000219795031031	0.000016965893492	0.077189613488860	0.765830219464936	2	4	7	8	7	6	8	9	9	8	9	9	11	10	12	10	9	12	11	12	15	15	13	14	15	16	19	18	18	19	20	25	0	1	1	6	6	2	2	3	7	5	3	6	3	7	19	11	3	6	12	9	19	23	13	18	23	25	18	20	20	26	28	31	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	1	1	3	3	2	1	1	2
52500	-222.917615563854355	-220.212983521234122	-2.704632042620227	0.000272537363652	0.000020006117221	0.073406878796040	0.481170128480395	1	3	7	8	8	4	8	9	9	8	10	10	11	9	12	10	11	12	11	12	11	14	13	15	15	17	18	16	17	19	20	27	0	1	6	6	2	1	3	10	10	3	14	10	5	4	10	10	5	19	2	4	4	13	3	18	13	25	18	20	23	26	19	29	1	1	1	3	2	1	1	1	1	1	1	1	2	1	2	1	1	1	3	2	1	2	3	2	2	1	2	1	2	1	3	5
53000	-216.019135892705179	-213.690159780685633	-2.328976112019537	0.000193279261299	0.000019341518325	0.100070324126215	0.487767574151306	2	3	7	8	8	5	6	9	9	7	10	10	11	11	12	10	11	11	10	12	12	15	13	13	15	15	19	18	19	19	20	25	0	1	7	2	2	2	1	10	5	6	1	10	7	19	10	7	11	4	7	10	19	11	5	18	13	23	18	11	16	25	20	29	1	1	1	3	2	1	2	1	1	1	4	2	4	1	3	2	1	3	2	1	1	2	2	1	2	1	4	4	5	2	3	3
53500	-205.635485939779386	-203.040999020103925	-2.594486919675464	0.000212731266654	0.000017014580976	0.079981571321049	0.412765295087523	3	4	7	9	9	6	7	10	9	8	8	10	12	9	12	10	10	11	11	13	14	14	14	14	14	16	20	16	19	19	20	25	0	1	2	7	7	2	1	10	1	1	6	3	19	7	6	10	10	7	1	6	6	13	13	9	13	25	18	9	16	13	20	31	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	2	4	3	3	1	1	2	1	1	4	3	4	3	3	3
54000	-200.869249198748378	-198.466276287300275	-2.402972911448101	0.000255905306525	0.000023990964981	0.093749384514537	0.576499867900593	3	4	5	8	6	7	9	9	9	8	9	11	12	11	13	11	11	12	12	12	14	14	13	13	15	16	18	18	18	18	22	27	0	1	1	3	2	1	1	10	10	5	1	7	7	7	16	5	7	16	6	7	15	13	7	18	22	13	24	9	21	25	20	28	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	3	3	2	2	4	4
54500	-199.153975989446849	-196.687471501883266	-2.466504487563596	0.000208980424873	0.000018558291962	0.088803972779750	0.574381356916455	3	4	4	9	9	7	8	9	9	6	8	11	12	10	12	10	10	11	12	12	14	15	14	14	14	16	20	19	19	19	22	26	0	1	1	2	7	1	10	6	2	3	10	14	4	3	9	3	9	9	5	14	5	23	13	18	5	25	18	20	14	13	28	31	1	1	1	3	1	2	1	1	3	1	1	1	2	3	1	3	1	1	1	1	3	1	1	2	2	1	4	2	4	4	1	2
55000	-208.277730488243805	-206.305839860123001	-1.971890628120813	0.000210413399052	0.000030105461613	0.143077683019090	0.696165483614331	3	4	6	9	7	5	8	9	9	8	9	10	10	10	10	10	11	11	10	12	14	16	12	14	14	16	19	18	19	17	21	26	0	1	1	10	2	1	5	7	7	1	10	5	5	11	7	11	7	10	6	10	8	13	13	18	23	25	24	16	21	25	28	31	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	3	3	1	2	2	1	2	3	2	1	2	2
55500	-212.674837165268855	-210.228466167171462	-2.446370998097398	0.000210272024513	0.000018993177263	0.090326696131357	0.516974786908137	1	3	5	9	7	7	8	10	9	8	9	11	10	10	10	10	11	10	11	13	15	14	14	15	15	16	18	18	16	19	20	27	0	1	2	5	1	2	3	10	5	5	5	1	6	7	5	11	6	7	4	9	5	13	13	18	13	22	21	12	5	26	20	29	1	1	1	1	2	2	2	1	1	1	1	4	1	1	2	1	2	1	1	2	3	2	2	3	4	1	2	3	4	2	2	5
56000	-183.342692526280956	-180.678351836465737	-2.664340689815224	0.000222703228189	0.000016861915104	0.075714731398357	0.682255981050033	1	3	5	7	7	6	8	9	10	9	9	10	11	11	12	10	10	11	10	12	13	15	13	14	14	17	19	17	18	19	22	27	0	1	2	6	3	3	6	3	4	5	4	10	8	4	19	11	8	4	3	9	19	13	14	18	13	22	18	20	28	25	28	31	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	2	1	4	3	1	2	2	2
56500	-224.407150519131875	-221.632373550355709	-2.774776968776179	0.000260394512270	0.000018131604189	0.069631283820769	0.577272027675980	2	4	6	9	8	6	8	9	9	7	10	11	12	11	12	9	9	11	10	12	13	14	12	15	15	17	19	18	18	19	21	26	0	1	2	10	10	2	3	10	2	3	16	10	6	8	9	5	5	6	8	6	4	13	8	18	13	21	18	4	9	22	28	31	1	1	1	1	1	1	1	2	2	1	1	2	3	1	1	1	1	2	1	5	4	1	1	2	2	2	5	4	5	2	2	2
57000	-231.196891352027507	-229.030072447253417	-2.166818904774100	0.000275160783006	0.000032066489478	0.116537280957777	0.589683634470068	2	3	5	8	9	6	7	9	8	8	9	9	11	11	12	8	10	11	11	11	13	16	14	14	15	13	19	17	19	18	21	27	0	1	2	6	10	1	1	7	6	6	16	6	7	11	7	6	6	12	12	9	13	13	13	10	10	10	18	11	19	23	29	31	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	2	1	2	2	2	3	3	3	5	3	2	1	3
57500	-217.781549098231466	-215.112267122298050	-2.669281975933405	0.000221877010753	0.000016735277146	0.075425917670729	0.610827920475710	3	4	6	8	8	6	9	9	9	8	7	10	11	10	12	11	10	11	10	13	13	15	14	12	13	17	19	19	17	19	20	25	0	1	2	11	1	1	10	5	10	6	1	10	5	5	19	14	2	5	10	16	14	7	17	8	13	25	18	29	21	26	20	31	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	3	1	2	1	2	4	2	2	1	2	3	1	2	1	2	2
58000	-210.051132619337949	-207.736056559060529	-2.315076060277432	0.000238412310272	0.000024158858781	0.101332262389742	0.627434054513217	2	4	6	8	9	6	6	9	9	8	9	9	12	11	11	10	11	11	12	12	13	15	14	15	14	16	19	18	18	19	19	26	0	1	2	7	2	1	2	6	10	3	7	4	7	5	10	10	7	11	10	5	10	23	13	18	17	13	18	20	8	25	28	28	1	1	1	1	2	1	1	1	1	1	2	1	4	1	1	1	3	1	2	2	2	1	1	3	2	2	3	2	5	3	1	4
58500	-193.589920227800775	-191.302733067661336	-2.287187160139446	0.000300755921583	0.000031260969761	0.103941327561566	0.563226750362409	2	4	5	8	8	5	7	9	9	9	9	10	10	11	12	10	8	11	12	12	14	15	13	14	14	16	19	18	18	19	21	26	0	1	2	6	7	1	3	5	4	7	4	6	5	12	12	11	2	12	12	9	10	23	13	18	13	23	18	21	25	26	28	31	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	3	2	1	2	2	2	5	1	3	2	2	3
59000	-232.653589528233368	-229.978534374758453	-2.675055153474911	0.000240886161484	0.000018088277095	0.075090561380740	0.503416763235224	3	4	6	8	8	5	8	9	7	9	8	10	12	9	11	11	10	12	11	12	13	15	12	14	14	16	19	18	18	18	19	27	0	1	1	2	6	1	3	11	1	7	6	4	4	7	8	14	4	9	4	11	11	25	9	18	23	22	18	18	10	26	20	29	1	1	2	4	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	1	2	1	3	1	2	1	2	2	4	1	3	5
59500	-212.282554666458935	-209.592910140494695	-2.689644525964242	0.000171632068828	0.000012744185444	0.074252938454453	0.478346608093903	2	3	6	7	8	6	9	8	9	8	8	10	10	10	12	9	11	12	12	12	13	15	14	14	14	17	19	19	18	19	20	25	0	1	1	3	3	1	8	3	5	1	1	7	3	8	6	11	6	4	1	9	8	25	13	18	13	25	24	20	21	26	20	31	1	1	2	1	1	2	1	1	1	2	2	1	2	1	4	1	2	4	4	2	2	1	3	1	2	2	4	3	3	1	5	3
60000	-221.651948855944454	-219.344523824208665	-2.307425031735789	0.000245437537685	0.000025043863736	0.102037626240271	0.491222220871721	2	4	5	8	8	6	8	9	10	8	9	10	10	10	9	11	11	12	12	12	14	15	14	14	14	15	20	17	18	19	21	27	0	1	2	6	2	2	2	2	3	2	5	5	2	8	6	11	10	5	7	8	8	23	7	18	5	13	24	8	13	22	28	20	1	1	1	1	2	1	2	2	3	1	1	1	4	1	1	1	2	1	2	2	2	1	2	1	3	2	3	4	4	2	4	7
60500	-222.641112215917190	-219.644725213440751	-2.996387002476438	0.000312924034050	0.000018591123544	0.059410980049615	0.583126483530660	1	4	7	8	9	7	6	10	9	8	10	10	11	11	13	9	10	11	11	12	15	14	12	13	14	17	19	17	17	19	18	26	0	1	1	7	7	7	2	10	1	6	16	10	9	11	8	3	9	9	9	6	10	23	9	18	20	22	31	21	11	21	15	20	1	1	2	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	4	3	2	2	1	1	1	1	1	4	2	3	6
61000	-207.238485217696649	-204.876131334217206	-2.362353883479453	0.000167007151579	0.000016222920707	0.097139077902309	0.455450857832219	2	4	6	9	7	7	8	9	10	8	9	11	11	10	12	9	10	11	12	13	14	15	13	14	13	16	18	17	19	19	21	25	0	1	2	5	2	3	3	1	3	3	10	8	5	2	14	5	4	5	6	4	11	13	4	18	13	13	18	9	5	23	29	29	1	1	1	2	2	1	1	2	2	1	1	1	2	4	1	1	1	2	2	2	3	3	2	2	2	4	3	3	6	2	1	3
61500	-203.349554856434452	-199.699867981758729	-3.649686874675720	0.000218971447301	0.000008601989461	0.039283612395643	0.588518647818318	3	4	6	8	9	6	8	10	10	8	7	10	11	9	11	10	9	11	11	12	13	15	13	15	14	17	19	18	17	19	21	26	0	1	2	2	1	1	6	5	11	1	1	10	5	11	7	7	4	10	5	12	7	23	13	18	13	25	24	7	12	26	20	31	1	1	1	3	3	1	2	1	3	3	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	3	6	4	1	3	3
62000	-219.949238425635230	-216.721240674329721	-3.227997751305520	0.000213080573108	0.000010844067044	0.050891861635158	0.493918208549445	2	4	4	9	8	6	9	8	9	8	10	8	11	10	12	7	11	11	12	12	14	15	13	13	14	17	17	19	18	19	22	27	0	1	1	10	16	3	2	16	6	2	6	3	12	12	16	6	1	7	4	11	8	13	12	18	13	13	24	20	16	29	10	31	1	1	1	1	1	1	3	1	1	2	3	2	2	1	2	1	4	1	1	1	4	2	2	1	2	4	2	4	5	1	6	2
62500	-192.356217124119581	-189.455163313948958	-2.901053810170610	0.000177589803900	0.000011280520655	0.063520091849030	0.556619893897572	2	3	6	8	8	5	8	9	10	8	9	11	10	10	12	10	10	10	11	13	14	15	14	13	14	16	19	17	18	20	22	26	0	1	6	3	1	1	3	10	6	6	5	10	5	5	11	7	2	5	16	11	12	25	13	18	13	13	24	20	21	23	28	20	1	1	1	1	3	1	1	1	2	1	1	2	1	1	2	1	3	1	1	2	1	1	2	2	2	2	3	2	2	3	3	6
63000	-222.957254428352002	-219.510588442591427	-3.446665985760565	0.000246076651361	0.000010914153610	0.044352658204857	0.694064911216983	2	4	6	8	7	7	9	9	9	8	6	9	11	10	12	9	9	12	12	12	13	15	13	14	15	15	20	18	18	19	21	25	0	1	2	5	2	1	2	3	6	11	1	10	17	4	7	11	11	17	8	7	12	23	13	18	13	13	29	21	16	25	28	29	1	1	1	1	2	2	3	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2	1	1	2	2	1	2	3	2	1	2
63500	-199.185712006197889	-195.883897266446240	-3.301814739751642	0.000284952941813	0.000013832018615	0.048541413634782	0.617672413961092	2	4	6	8	8	5	8	10	9	8	9	11	10	11	12	10	10	12	11	12	14	14	12	14	14	16	18	17	17	20	21	24	0	1	2	3	3	2	1	10	10	6	4	8	7	11	19	11	7	7	11	9	10	23	13	18	19	22	24	22	14	26	28	31	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	2	3	2	1
64000	-223.529035351221609	-220.655030906679031	-2.874004444542579	0.000141362176294	0.000009154780124	0.064761171370446	0.465381604124643	1	4	6	9	8	7	9	9	8	6	9	10	10	10	13	11	11	12	11	12	15	16	12	14	15	17	19	18	17	20	20	27	0	1	1	10	10	10	6	6	10	1	1	10	2	9	10	12	12	11	10	7	6	23	13	18	15	13	24	11	21	26	20	28	1	2	1	2	1	1	2	1	1	3	6	2	3	1	4	1	1	3	2	1	3	2	1	1	1	3	2	4	1	1	4	5
64500	-214.561285567746467	-211.929146205617712	-2.632139362128750	0.000191508782327	0.000014868374301	0.077638080718689	0.589905763995920	2	4	6	9	9	7	8	9	9	6	9	9	11	7	12	8	10	12	11	13	14	15	13	14	14	17	20	18	17	20	21	26	0	1	1	10	10	3	10	10	6	1	16	14	10	2	12	14	10	3	6	7	20	23	13	18	13	25	24	10	21	28	28	31	1	1	2	1	2	1	2	1	1	2	1	1	3	1	1	1	1	3	2	4	1	1	1	1	1	1	3	7	2	2	2	2
65000	-204.146550859647903	-200.956257113408441	-3.190293746239449	0.000203562130880	0.000010616742427	0.052154800998846	0.590860978096606	2	4	6	8	8	6	7	10	9	7	9	11	11	10	12	10	10	11	11	12	14	15	13	13	15	14	18	18	17	20	21	26	0	1	1	10	3	2	6	10	7	1	10	3	2	1	6	11	3	10	10	14	9	23	13	18	23	13	18	7	21	28	20	31	1	2	2	1	1	1	1	2	1	2	1	2	2	4	3	1	2	1	2	1	3	1	1	1	1	1	3	6	2	1	3	2
65500	-248.613293809438801	-246.056180940784685	-2.557112868654121	0.000264838272261	0.000021826633220	0.082414950957519	0.397705722193855	3	4	5	8	8	7	7	10	9	7	8	10	9	11	13	10	11	10	11	13	13	13	14	13	15	16	17	18	17	20	21	25	0	1	1	3	1	1	3	10	10	3	10	4	6	6	5	11	6	6	10	5	9	13	2	18	19	23	19	8	9	29	19	31	1	1	1	1	3	2	1	2	1	1	1	1	1	2	2	1	2	3	2	3	2	1	6	2	1	1	4	6	4	2	4	2
66000	-202.145244579395637	-199.605633108711913	-2.539611470683713	0.000209640942228	0.000017524559172	0.083593209348562	0.429673360500710	2	4	5	7	9	7	7	9	9	8	8	10	11	9	13	11	9	11	10	11	14	15	12	15	15	16	20	17	17	20	20	27	0	1	2	3	6	3	1	10	10	3	6	14	7	7	10	11	7	7	6	8	5	23	13	18	23	23	18	20	16	26	28	28	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	2	1	1	3	1	1	2	1	2	5	3	2	1	2	5
66500	-218.421891179322586	-215.376090217178756	-3.045800962143836	0.000231213679741	0.000013278796654	0.057430843490110	0.482416917593534	1	3	7	7	8	6	8	9	9	9	9	9	11	10	12	11	10	11	11	11	14	14	12	15	14	16	18	18	18	18	21	26	0	1	6	1	1	2	6	7	3	2	5	1	12	11	14	3	4	12	12	9	9	4	10	18	23	22	24	21	15	25	28	28	1	2	1	3	4	2	1	1	2	5	1	4	1	1	1	2	1	1	1	1	3	3	3	2	1	1	1	2	3	2	1	4
67000	-246.908647516564741	-244.377021450782024	-2.531626065782729	0.000193419003054	0.000016274147832	0.084139342955012	0.490619842518729	2	4	6	9	8	7	8	10	9	7	9	10	10	10	11	11	10	12	10	12	14	13	13	14	14	15	17	17	18	19	22	25	0	1	1	10	3	1	10	4	2	3	10	5	5	5	7	11	6	10	3	6	3	7	7	18	13	25	5	7	1	25	9	20	1	1	2	1	2	2	1	1	3	1	1	1	1	1	2	1	1	3	1	2	3	2	3	1	1	1	3	5	7	3	5	7
67500	-200.204131877377449	-197.157352504711127	-3.046779372666331	0.000221127574048	0.000012691086403	0.057392599983059	0.514104766168042	2	4	6	9	8	6	8	10	10	8	9	9	11	10	11	11	10	12	12	12	14	14	13	15	14	16	19	17	19	19	21	26	0	1	2	10	6	1	6	7	3	1	5	10	8	11	5	11	5	9	9	9	11	23	13	18	23	13	18	20	21	22	20	28	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	3	2	3	2	5	6
68000	-240.871807408942118	-238.953812379379656	-1.917995029562470	0.000169860458134	0.000025866710188	0.152282117169755	0.464125371329313	2	4	5	8	7	6	8	9	9	7	10	9	10	10	11	10	10	11	12	11	14	16	13	15	15	15	18	18	19	18	21	27	0	1	1	1	3	1	6	6	1	3	9	5	2	9	10	12	9	16	9	10	12	2	19	18	13	9	24	20	28	23	20	20	1	2	1	3	1	2	1	1	2	2	1	1	3	1	2	1	1	1	2	2	3	5	1	2	3	2	2	4	1	2	4	12
68500	-232.658052190496335	-229.484764285238072	-3.173287905258268	0.000276007497335	0.000014556358949	0.052738998358609	0.455076533591041	1	3	6	9	8	7	7	10	10	8	10	10	10	9	12	10	9	11	11	12	15	15	11	15	15	17	18	17	17	18	19	27	0	1	1	10	2	1	2	7	10	6	5	14	1	10	13	5	6	13	14	13	4	13	14	18	23	21	18	11	6	22	28	29	1	1	3	1	2	2	2	1	2	1	1	1	4	1	1	1	2	1	1	1	2	2	1	2	2	2	3	3	5	1	1	4
69000	-220.688462620310702	-217.759966390693023	-2.928496229617666	0.000227227821275	0.000014155395391	0.062296048571577	0.507307872673450	2	4	6	7	7	6	9	8	10	8	10	10	12	8	10	7	10	10	11	13	14	16	12	14	14	16	20	18	18	19	21	26	0	1	1	2	3	1	3	3	14	1	7	5	16	1	7	1	2	10	7	19	4	23	17	18	23	13	24	20	12	22	29	21	1	1	2	1	1	2	1	1	1	3	1	1	3	2	1	3	3	1	2	1	3	2	1	2	1	2	4	2	3	2	1	8
69500	-210.303342562733803	-207.597437884610770	-2.705904678123035	0.000254026963575	0.000018629245008	0.073335699274252	0.558041079638214	1	3	5	7	8	7	9	10	9	7	9	11	10	10	12	11	9	12	10	13	14	15	12	15	15	16	19	18	19	19	22	26	0	1	1	3	10	1	4	10	10	3	10	9	2	11	19	11	4	9	10	10	4	13	13	18	23	22	18	16	4	25	29	28	1	1	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	3	3	2	1	2	2	1	3	4	5	2	1	3
70000	-223.015120840206009	-220.742103104623624	-2.273017735582398	0.000190035640035	0.000020012268538	0.105307975569900	0.615175199094316	3	4	6	9	9	7	9	9	8	7	10	10	11	10	11	11	9	12	12	12	15	15	12	14	13	17	19	18	16	18	22	25	0	1	2	3	6	1	1	3	10	2	9	10	7	7	6	11	2	5	12	9	7	25	12	18	7	22	18	20	20	22	28	31	1	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	2	1	1	3	3	1	1	2	1	1	2	2	2	2	3	1
70500	-202.333291932043096	-199.877659893769163	-2.455632038273937	0.000187009306495	0.000016760020039	0.089621315396459	0.651878830670283	2	4	7	9	9	7	9	9	10	7	8	9	10	10	10	10	10	11	11	12	14	14	13	14	14	17	18	19	19	19	22	27	0	1	2	10	3	1	6	3	10	1	3	10	11	3	6	11	6	6	14	8	19	13	13	18	13	23	24	20	6	26	28	31	1	1	1	1	1	3	1	1	1	2	1	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	4	5	1	2	2
71000	-197.706740789335186	-194.821862974881753	-2.884877814453420	0.000212369227837	0.000013646435809	0.064258065765731	0.667292785570702	1	3	5	7	8	7	9	10	9	8	9	10	11	9	11	10	10	12	11	12	14	15	14	15	15	15	18	19	19	19	22	26	0	1	2	3	2	3	4	14	3	2	6	5	7	3	6	11	10	10	9	10	5	13	13	18	13	23	24	20	4	25	28	31	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	2	1	2	3	2	2	2	2	1	2	3	7	3	2	3
71500	-208.305608648954319	-205.245347842706622	-3.060260806247686	0.000200366403185	0.000011394706421	0.056869346556592	0.506485322049838	3	4	6	5	8	6	8	10	9	8	8	9	11	10	13	11	10	12	10	12	14	15	14	14	15	17	19	17	18	17	21	26	0	1	2	1	3	1	3	5	11	6	2	11	5	2	19	4	11	5	1	11	16	23	16	18	23	25	18	20	21	23	28	28	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	4	2	3	3	2	2	1	1	1	1	1	3	4	2	1	3	4
72000	-229.195166881022971	-226.704645118598421	-2.490521762424538	0.000273452191683	0.000023800885934	0.087038563440907	0.619614314638007	2	3	6	7	8	6	7	9	10	8	9	10	11	9	12	11	10	10	10	11	15	13	12	14	14	17	19	19	17	18	21	27	0	1	1	6	6	1	3	3	10	4	7	10	2	10	8	11	2	6	6	7	11	17	8	23	22	21	21	29	9	26	20	20	1	1	1	1	1	2	1	1	1	1	1	1	4	1	2	1	3	2	2	3	4	1	3	1	1	1	2	1	3	1	5	9
72500	-216.713532850133646	-213.289228477123601	-3.424304373010035	0.000245798115016	0.000011052428695	0.044965473775036	0.497707318574716	2	4	7	7	8	6	8	10	8	8	9	10	11	10	10	10	11	10	12	13	13	14	13	15	15	16	19	18	16	19	20	26	0	1	1	1	4	2	1	9	4	6	10	7	5	1	7	10	4	10	3	9	7	13	13	21	13	13	24	20	10	26	28	28	1	1	3	2	1	1	3	2	1	1	1	1	1	3	2	1	2	2	2	2	4	1	2	1	2	3	2	2	3	2	1	5
73000	-234.818739142123519	-231.971300084776090	-2.847439057347430	0.000205997723127	0.000013598899405	0.066014804430415	0.534243062060969	2	3	6	9	9	5	8	9	9	9	10	10	10	11	13	7	11	12	12	12	14	14	13	14	14	17	20	19	19	19	22	26	0	1	1	6	6	1	3	7	1	3	10	5	4	8	4	1	9	10	10	9	5	9	6	18	5	23	24	11	4	26	28	10	1	1	1	3	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	3	1	2	2	3	4	4	2	2	8
73500	-192.732919601892831	-190.225097568408785	-2.507822033484057	0.000162845762012	0.000013972166355	0.085799999840225	0.647818424235720	2	3	6	8	7	6	9	8	8	9	8	9	11	11	11	10	10	11	11	12	14	15	12	15	13	16	19	17	17	18	20	25	0	1	1	5	2	1	2	6	3	8	5	9	5	11	7	11	7	7	10	12	10	13	13	18	23	22	24	20	7	22	20	31	1	1	2	1	2	2	4	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	4	2	5	2
74000	-195.443642673558372	-192.936094915286446	-2.507547758271912	0.000212098688611	0.000018202187496	0.085819424981161	0.630599824910840	2	4	6	7	9	6	7	10	9	8	9	10	12	10	9	10	11	12	12	13	15	15	14	15	15	16	19	18	18	19	22	26	0	1	1	1	6	2	3	9	2	6	6	10	8	4	6	11	4	9	10	10	16	23	13	18	23	23	18	20	21	23	29	31	1	1	2	3	1	1	1	1	3	1	1	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	3	3	2	2	2	2
