step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22
7000	-137.586085055136067	-144.441573006095439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497778515277652	3	9	10	7	15	14	15	13	13	16	17	17	18	16	19	18	21	21	23	23	23	24	0	4	2	1	3	3	4	2	3	8	5	10	6	6	5	12	5	15	16	5	10	17	1	1	1	1	3	3	4	1	2	1	1	1	2	1	2	1	3	1	3	5	3	1
7500	-139.697430153447868	-146.552918104407240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.479279037391639	4	9	11	8	15	13	13	15	14	15	16	17	18	16	18	17	20	21	23	24	24	23	0	4	2	1	6	2	4	2	3	6	9	8	8	6	8	10	11	15	12	11	10	17	1	1	1	2	1	2	2	3	1	1	2	1	2	1	1	1	2	1	2	5	5	1
8000	-145.063060211194227	-151.918548162153598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527904038455016	3	9	11	10	15	13	15	14	14	15	16	16	18	16	17	17	21	20	22	23	21	24	0	1	2	2	3	3	4	6	2	8	3	2	3	8	2	12	5	15	12	17	10	17	1	3	1	1	2	1	2	1	2	1	3	3	3	2	3	1	5	2	2	1	2	1
8500	-135.926969981271014	-142.782457932230386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671516335525808	4	8	11	10	15	13	15	15	13	15	16	17	16	16	18	18	21	21	22	23	20	24	0	1	2	2	9	2	4	6	2	6	5	8	9	6	6	10	5	15	12	17	8	17	1	2	1	1	1	2	3	1	2	1	1	1	1	1	3	2	3	1	2	1	2	2
9000	-149.101965217053959	-155.957453168013330	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482677163256465	3	9	11	11	13	13	15	14	13	15	16	17	17	16	18	17	21	22	23	23	20	23	0	1	2	2	2	3	6	3	3	6	9	10	6	8	6	8	2	17	12	17	10	17	1	2	1	2	2	1	1	2	1	1	2	1	2	1	2	2	4	1	2	1	2	1
9500	-144.140121427179082	-150.995609378138454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654724351683229	3	9	10	11	15	12	15	14	13	16	16	18	19	16	18	17	21	21	22	23	23	23	0	1	2	2	9	3	3	6	3	6	2	10	14	6	6	10	5	15	16	17	10	17	1	2	1	1	1	1	4	1	2	2	3	1	1	1	3	1	2	2	1	1	3	1
10000	-146.269069917070681	-153.124557868030053	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526950154011362	4	10	11	9	13	12	15	14	14	15	16	17	19	17	17	16	22	21	22	23	22	24	0	4	4	1	3	4	4	6	6	8	3	3	14	6	6	8	5	15	16	17	10	17	1	1	1	2	1	2	3	1	1	1	2	3	2	3	2	1	4	2	4	1	2	1
10500	-147.716743327442629	-154.572231278402000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659221831821318	3	10	11	9	14	13	15	13	13	16	17	16	18	16	18	15	21	21	22	23	23	23	0	4	2	1	3	2	8	3	3	6	5	8	14	4	12	6	11	15	12	17	10	17	1	1	1	3	1	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	4	1
11000	-137.230347984021790	-144.085835934981162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522812235970675	3	9	10	10	13	13	15	14	12	15	15	17	17	15	18	17	21	20	21	23	24	24	0	1	2	2	2	2	4	9	3	8	9	8	14	2	6	14	14	15	12	17	10	17	1	3	1	1	2	2	3	1	1	1	2	2	1	3	2	1	3	1	2	1	5	1
11500	-143.945310502100313	-150.800798453059684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615379033700258	3	9	10	10	14	13	15	14	13	15	16	18	16	17	19	17	20	20	20	22	22	24	0	1	2	2	2	2	4	6	3	6	5	10	2	8	6	10	6	15	12	17	12	17	1	3	1	1	3	2	2	1	2	2	1	1	2	1	2	1	4	1	1	1	2	2
12000	-137.721906975742939	-144.577394926702311	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553754731391489	3	9	10	8	15	13	15	14	13	15	15	18	18	16	18	17	21	22	22	23	22	24	0	4	2	1	3	2	4	6	3	6	9	8	7	6	5	8	5	15	12	5	6	17	1	1	1	2	4	2	4	1	1	1	1	2	2	1	1	1	3	2	3	3	4	2
12500	-148.732482516052158	-155.587970467011530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547786013266010	3	9	11	7	14	13	13	14	13	15	15	16	18	15	18	18	20	19	22	24	23	22	0	4	2	1	3	3	4	2	2	9	8	8	8	8	6	12	9	15	12	17	10	17	1	1	1	1	2	1	3	3	3	2	1	1	2	1	2	1	3	1	2	2	6	1
13000	-136.933644835001331	-143.789132785960703	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658613881436137	4	10	11	9	13	13	13	15	13	15	16	17	17	14	19	18	21	21	21	24	24	23	0	4	2	1	3	3	4	6	3	6	9	10	6	6	6	12	5	15	12	17	17	17	1	1	1	2	1	1	3	1	1	1	2	1	2	1	2	1	5	1	2	1	1	1
13500	-134.085193749696629	-140.940681700656000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477567890186840	3	9	11	10	14	14	14	14	13	15	16	18	18	16	17	17	21	21	22	23	24	24	0	1	2	2	3	3	4	3	3	6	9	16	6	2	6	8	11	15	12	17	12	17	1	4	1	1	1	2	2	1	1	1	2	1	2	3	2	1	3	2	1	1	2	1
14000	-142.372649519319424	-149.228137470278796	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533428917869543	3	9	10	11	15	13	15	14	13	15	17	17	18	16	18	17	22	22	22	23	23	23	0	1	2	2	3	3	4	2	2	2	5	2	6	6	12	10	5	12	12	17	8	17	1	2	1	1	2	1	1	3	2	2	2	5	2	2	1	1	2	3	2	1	4	1
14500	-142.513626587382930	-149.369114538342302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517991574421091	4	10	11	9	15	13	15	15	12	16	15	17	18	16	17	18	20	21	19	22	24	24	0	4	2	1	9	2	4	6	3	8	9	10	8	2	6	12	5	15	6	17	10	17	1	1	1	2	2	2	3	1	1	1	2	1	1	3	2	1	2	2	3	1	3	2
15000	-140.147162336579157	-147.002650287538529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648420327938053	3	9	10	8	14	13	15	15	14	16	14	16	17	16	17	17	20	21	22	23	22	22	0	4	2	1	3	2	4	6	3	8	3	8	14	6	6	12	7	15	12	17	10	17	1	1	1	2	2	2	3	1	2	1	2	1	1	1	2	1	2	4	3	1	3	1
15500	-156.956639085301020	-163.812127036260392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519415540518761	3	10	10	8	15	12	15	13	12	15	16	18	18	17	18	16	20	21	22	21	21	24	0	4	4	1	3	2	4	6	3	6	9	10	6	8	11	8	11	15	12	2	10	17	1	1	1	3	2	1	3	1	1	1	2	1	3	2	2	2	2	2	2	4	2	2
16000	-139.929328454726743	-146.784816405686115	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.315156502744977	2	9	10	10	14	13	15	14	13	15	16	17	17	16	18	17	21	21	22	23	24	24	0	1	2	2	3	2	4	6	2	6	5	6	14	2	6	8	5	15	12	9	10	20	1	4	1	1	2	2	2	1	2	1	1	3	1	3	4	2	2	1	2	5	3	1
16500	-147.557407074288790	-154.412895025248162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704266781408287	4	9	11	10	13	13	15	15	14	14	16	17	18	16	18	18	21	22	21	23	20	23	0	1	2	2	2	2	4	6	5	6	3	10	14	2	6	12	7	15	11	17	12	17	1	1	1	1	2	2	2	1	1	1	2	1	1	3	2	1	3	2	2	1	1	1
17000	-142.386436399791393	-149.241924350750764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418052929952113	4	7	10	9	13	14	16	13	13	15	16	17	19	17	17	17	21	20	22	23	23	23	0	1	2	2	3	2	4	2	3	8	3	8	8	8	6	10	5	7	12	17	10	17	1	1	2	1	2	3	4	2	2	1	3	2	3	2	1	1	3	2	3	1	3	1
17500	-139.910877466544179	-146.766365417503550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695881872869745	4	8	10	11	13	14	15	14	13	14	17	18	18	16	17	17	21	21	21	24	23	23	0	1	2	1	3	2	5	5	4	4	9	8	14	6	6	6	11	15	12	17	12	17	1	2	1	5	2	3	1	1	1	2	2	2	1	1	2	2	2	2	1	2	2	1
18000	-133.994824291510128	-140.850312242469499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523176213146707	3	9	11	10	14	12	15	13	13	14	15	17	18	15	18	16	21	21	21	23	24	23	0	1	2	2	3	3	4	2	3	8	3	16	11	6	11	10	5	15	12	17	10	17	1	3	1	1	1	1	2	2	1	1	3	1	2	2	2	1	3	1	2	1	5	1
18500	-133.037690658269781	-139.893178609229153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570983627773174	4	9	11	11	14	13	16	15	13	16	17	17	18	17	18	17	20	20	21	22	21	23	0	1	2	2	3	4	4	6	3	8	3	8	14	2	6	10	5	15	12	17	10	17	1	3	1	2	1	1	2	1	1	1	3	1	1	4	3	1	3	1	2	1	3	1
19000	-134.284955935379827	-141.140443886339199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669769420798685	3	9	11	11	14	13	15	15	12	15	15	18	18	16	17	18	21	22	22	23	22	23	0	1	2	2	3	3	4	6	3	2	9	8	6	2	6	10	5	15	12	17	16	17	1	3	1	1	2	1	2	1	1	2	2	1	3	3	2	1	3	2	2	1	2	1
19500	-139.413298709900374	-146.268786660859746	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605362539412968	4	9	11	10	13	14	15	15	14	16	17	17	17	16	17	18	21	22	22	24	23	23	0	1	2	2	3	3	4	2	3	6	9	10	14	2	8	12	3	15	16	17	10	17	1	2	1	1	1	2	3	2	2	1	1	1	1	3	1	1	4	2	2	2	2	1
20000	-143.095290560192808	-149.950778511152180	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473992228173682	4	9	10	10	15	12	15	14	13	16	15	16	19	17	17	17	20	20	23	24	22	22	0	1	2	2	3	3	4	6	3	8	9	8	2	5	5	12	9	15	21	17	10	17	1	3	1	1	3	1	2	1	1	1	1	1	4	1	1	1	4	2	1	2	2	2
20500	-136.503462123752200	-143.358950074711572	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766532152994019	4	10	11	9	14	13	14	15	13	16	16	17	16	16	18	16	21	20	22	23	22	23	0	4	2	1	3	3	2	6	3	8	9	8	8	8	8	8	5	15	12	17	8	17	1	1	1	2	1	1	3	2	1	1	2	2	1	1	1	1	3	1	2	1	2	1
21000	-145.743890433770162	-152.599378384729533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507863631356665	2	10	11	9	14	13	13	15	13	15	16	17	17	16	18	17	21	21	20	23	23	23	0	4	4	1	3	4	4	6	3	2	9	10	14	2	14	8	5	15	12	17	10	17	1	1	1	4	2	2	2	1	1	2	2	1	1	3	2	1	4	2	2	2	4	2
21500	-155.790939654330799	-162.646427605290171	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534471450459449	3	9	11	9	15	13	15	14	14	15	17	15	18	17	18	18	21	20	21	23	23	23	0	1	2	1	3	3	4	6	3	2	5	2	2	2	14	12	5	14	12	9	10	17	1	2	2	2	2	1	3	1	1	3	1	3	4	5	1	2	2	2	3	5	4	1
22000	-148.174689479900678	-155.030177430860050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561713071783564	4	9	11	10	14	13	16	15	12	16	17	18	18	16	18	16	21	22	21	24	23	23	0	1	2	2	3	2	2	6	3	8	9	10	6	2	11	8	5	15	16	17	10	17	1	2	1	1	2	2	3	1	1	1	2	1	2	3	1	1	5	3	2	3	3	1
22500	-165.717060528249903	-172.572548479209274	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523409601406122	3	8	11	10	15	12	14	14	13	16	14	17	18	16	18	18	21	20	22	22	23	23	0	1	2	2	3	3	4	6	3	7	9	5	6	2	2	12	9	10	10	17	10	17	1	2	1	1	2	1	2	1	1	1	1	1	3	4	3	1	4	2	3	1	3	1
23000	-142.351659624435229	-149.207147575394600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476983930878101	3	8	10	10	15	12	14	14	13	15	17	17	18	16	18	18	21	22	22	23	23	23	0	1	2	2	9	2	4	2	3	8	8	8	14	6	2	10	9	15	12	5	10	9	1	2	1	1	1	2	2	3	2	1	1	2	1	2	4	1	4	3	3	5	4	6
23500	-145.034396756019163	-151.889884706978535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.251893738707935	4	9	11	11	14	13	16	13	12	14	15	16	18	16	17	17	20	20	21	23	23	22	0	1	2	2	3	3	4	2	3	2	9	10	14	6	2	12	3	15	12	5	10	17	1	3	1	1	2	1	2	2	1	2	1	1	1	2	4	1	4	2	2	4	6	1
24000	-151.313065727523451	-158.168553678482823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732780335068567	2	9	10	11	15	12	15	14	14	15	16	17	18	16	19	18	21	21	21	24	22	23	0	1	2	2	3	2	4	6	2	8	5	9	6	5	16	10	13	15	16	17	10	17	1	3	1	1	2	2	2	1	3	1	1	1	3	1	1	2	2	1	1	2	3	2
24500	-144.949633110353744	-151.805121061313116	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381770598527229	3	9	11	10	14	12	15	14	13	15	16	17	19	16	18	18	21	22	22	23	22	23	0	1	2	2	9	2	4	2	2	8	3	6	14	2	11	12	2	15	12	17	8	17	1	2	1	1	1	2	2	3	3	1	2	2	2	4	1	1	5	2	1	1	5	2
25000	-144.859240950149399	-151.714728901108771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513565956332990	3	9	11	11	15	12	16	15	13	14	16	17	18	17	19	17	21	21	22	22	21	24	0	1	2	2	9	2	4	10	3	2	9	8	2	11	16	10	5	15	12	17	13	17	1	3	1	1	1	2	2	1	1	3	2	1	4	1	1	2	3	1	2	1	2	2
25500	-141.727908357141416	-148.583396308100788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.389597376689847	1	8	10	10	14	13	15	13	13	14	16	16	18	16	18	18	21	20	22	24	23	23	0	1	2	2	2	3	4	2	3	8	9	8	14	6	8	8	5	15	8	17	8	17	1	3	1	1	3	2	3	2	1	1	2	1	1	2	4	3	4	2	5	2	6	1
26000	-153.130670575762963	-159.986158526722335	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369327371459215	3	9	11	10	14	12	16	13	13	16	16	17	19	17	16	16	21	22	22	23	23	23	0	1	2	2	9	2	4	6	3	8	9	15	14	2	2	8	6	15	16	5	10	17	1	4	1	1	1	1	3	1	2	2	2	1	1	4	4	1	3	3	3	5	4	1
26500	-133.625748441420399	-140.481236392379770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463028974512155	4	9	10	10	15	13	14	15	13	16	14	17	19	16	19	17	21	22	23	23	23	22	0	1	2	2	2	2	4	6	3	8	9	10	14	2	5	8	5	15	12	17	10	17	1	3	1	1	4	2	2	1	2	1	1	1	1	3	2	1	3	2	3	1	3	1
27000	-161.457163396423738	-168.312651347383110	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531657977641693	3	7	10	10	15	13	15	14	14	15	15	16	18	15	18	18	22	20	21	23	24	22	0	1	2	2	6	3	4	6	3	8	3	10	2	6	2	12	13	2	12	13	12	13	1	2	2	2	1	1	2	1	2	1	3	1	5	1	6	1	2	6	2	2	4	2
27500	-138.926300000053004	-145.781787951012376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679345198266550	4	10	10	9	15	13	15	14	13	15	15	17	17	15	18	18	20	20	21	24	23	22	0	4	4	1	3	2	4	6	3	8	9	8	7	6	8	12	5	15	12	17	10	17	1	1	1	2	2	2	4	1	1	1	2	1	1	1	2	1	2	1	1	3	3	1
28000	-144.463607089718266	-151.319095040677638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545785527744922	3	9	11	8	14	13	16	14	13	16	16	17	17	15	17	16	20	21	22	23	22	23	0	4	4	1	3	3	3	6	2	8	5	16	14	3	3	8	5	15	12	17	16	17	1	1	2	2	1	1	2	1	2	1	1	1	1	2	2	1	3	2	3	2	4	2
28500	-148.773024072484077	-155.628512023443449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432584585680045	4	10	11	9	15	12	15	13	12	15	16	17	17	16	19	15	20	21	23	23	23	23	0	4	2	1	3	2	1	2	3	8	2	16	14	5	8	8	7	15	12	17	10	17	1	1	1	2	3	1	5	1	1	1	4	2	1	1	4	1	2	1	3	2	4	1
29000	-147.948607431141994	-154.804095382101366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596093454428624	3	10	11	9	14	13	15	13	13	15	14	18	19	17	18	16	21	20	22	24	22	23	0	4	2	1	9	3	2	4	2	8	3	16	6	8	6	10	7	15	12	17	10	17	1	1	1	3	1	1	3	2	1	1	2	1	2	3	2	1	4	1	2	1	2	1
29500	-149.925715675958827	-156.781203626918199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555708023815201	3	9	10	8	14	13	15	14	11	15	16	17	19	15	19	17	21	22	20	23	21	24	0	4	2	1	3	2	4	6	3	8	9	10	14	6	6	7	5	15	16	17	10	17	1	1	1	3	2	1	3	1	1	1	2	2	2	1	2	2	3	2	3	1	3	2
30000	-137.518937007095872	-144.374424958055243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.459757718219877	4	10	11	9	15	14	15	14	13	15	16	17	18	16	19	18	21	21	22	23	24	23	0	4	2	1	3	3	4	2	3	6	2	8	8	6	6	6	5	15	8	11	16	17	1	1	1	3	2	1	3	3	1	1	3	1	2	1	3	2	2	1	4	4	2	1
30500	-148.421346072516542	-155.276834023475914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606842840635705	4	8	10	10	14	12	13	14	13	15	16	17	19	16	18	16	21	21	23	22	23	24	0	1	2	2	3	3	4	6	2	6	6	6	6	6	11	10	3	15	12	17	12	17	1	2	1	1	2	1	1	1	2	1	2	3	3	2	1	1	6	2	4	1	3	1
31000	-132.407851317509454	-139.263339268468826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666223995552767	3	8	10	9	13	13	14	15	14	15	16	17	18	15	18	18	21	22	19	23	23	24	0	1	2	1	3	3	4	6	6	6	9	8	6	6	6	12	11	15	12	17	10	17	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	1	2	2	1	1	3	1
31500	-139.275627933511913	-146.131115884471285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572331627267357	3	10	11	9	13	13	15	15	12	15	15	16	19	16	18	18	21	21	22	22	22	23	0	4	2	1	3	2	6	6	3	6	9	10	11	6	6	12	6	15	6	17	10	17	1	1	1	3	1	2	1	1	1	1	2	1	2	2	2	1	2	2	5	1	2	1
32000	-139.726849332378379	-146.582337283337750	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618777833558474	4	9	10	11	13	12	14	15	13	16	16	18	18	16	18	18	20	20	21	22	23	23	0	1	2	2	6	2	6	2	2	8	9	10	14	6	6	10	8	15	8	17	10	17	1	3	1	1	1	2	1	3	2	1	1	1	1	2	2	1	1	1	3	1	3	1
32500	-141.568440537278889	-148.423928488238261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485553604227942	4	9	11	10	14	13	15	15	14	15	16	17	18	16	17	17	21	19	20	23	23	23	0	1	2	2	3	3	4	3	2	6	3	8	6	8	7	8	11	8	12	17	10	17	1	2	1	1	1	1	3	2	2	1	3	1	2	1	1	1	2	1	1	1	4	1
33000	-138.163534793865296	-145.019022744824667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661898143275660	4	9	10	10	14	13	14	13	13	14	16	18	18	16	17	17	21	22	22	23	23	23	0	1	2	2	9	3	4	3	3	2	9	16	9	2	6	10	5	15	12	17	12	17	1	2	1	1	1	2	2	2	2	2	1	1	3	3	2	1	3	2	2	1	2	1
