step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
5000	-384.835704190390231	-393.886547570841572	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986101412314997	-10	3	11	19	14	17	15	25	23	18	22	19	26	28	22	29	29	29	37	32	33	30	34	36	36	27	29	32	28	35	22	40	35	37	34	37	39	28	38	48	41	34	39	36	39	42	42	38	47	46	44	40	34	41	41	50	46	47	43	46	53	53	41	44	63	50	50	49	53	52	52	55	72	0	1	2	7	3	3	3	12	5	2	6	3	15	31	4	11	15	11	10	13	26	13	13	9	14	9	26	27	15	14	10	26	8	27	38	23	20	6	8	54	20	11	29	8	30	36	25	21	41	47	36	53	8	23	29	40	54	52	19	47	25	54	33	19	71	46	54	64	40	57	55	67	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-382.642192376772584	-391.693035757223925	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993586327736922	-3	1	15	16	8	15	19	27	16	21	21	23	27	29	24	22	23	21	29	34	36	35	38	38	30	33	30	33	37	31	42	41	34	44	36	46	39	34	41	49	46	31	41	40	41	42	41	44	33	42	30	37	39	43	35	45	41	36	42	50	54	54	47	48	50	50	44	54	51	38	49	61	59	0	1	5	5	1	5	4	17	5	5	3	18	12	11	3	4	4	3	15	18	51	8	28	30	10	30	13	30	19	7	20	35	42	57	17	29	30	8	29	24	57	13	23	14	29	52	38	22	17	35	16	13	58	21	27	53	25	38	24	56	34	57	21	21	37	45	33	46	63	49	70	62	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-370.441613871481877	-379.492457251933217	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996546008313567	-1	4	9	15	9	19	14	26	18	21	22	27	22	30	27	23	31	32	38	32	32	36	37	38	33	37	31	32	32	26	43	36	32	39	32	49	40	26	35	48	43	36	33	44	41	42	44	48	46	45	43	49	34	41	44	49	43	46	46	49	52	43	54	38	63	56	57	50	57	49	52	61	47	0	1	1	3	1	4	3	4	7	9	4	9	2	8	16	4	12	14	18	38	10	14	29	14	13	21	16	30	14	10	39	18	8	53	38	54	42	13	13	55	19	17	14	19	39	53	19	26	64	34	64	58	14	42	45	57	24	22	23	34	44	19	48	29	70	60	57	40	60	54	54	63	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-385.689523657659493	-394.740367038110833	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996925789917810	-4	2	10	6	11	8	15	29	22	20	14	23	26	16	20	25	27	28	30	33	34	37	38	33	35	37	28	32	12	32	38	40	33	37	40	50	40	32	39	41	38	36	41	45	44	43	39	45	45	48	41	33	35	44	43	52	41	47	45	50	55	50	53	47	55	58	55	49	53	49	45	63	55	0	1	1	1	2	2	6	13	11	14	4	3	3	11	7	14	15	15	12	15	17	16	17	27	13	19	9	8	4	12	20	26	16	30	25	37	30	10	17	38	25	24	27	22	41	53	33	37	34	59	41	9	17	24	23	37	22	52	25	64	68	47	58	25	68	59	60	49	39	37	25	63	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-381.139616535493758	-390.190459915945098	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986020160187100	-6	2	14	19	10	13	6	29	20	21	17	27	21	27	23	27	25	33	36	32	36	36	38	30	31	38	32	32	36	40	40	40	38	45	29	46	32	32	29	49	40	38	38	41	37	45	39	43	44	36	41	49	37	48	35	45	42	47	46	49	54	45	49	46	59	55	55	50	55	54	48	60	69	0	1	5	6	7	7	1	11	3	11	3	4	4	15	13	13	9	35	39	8	8	18	29	6	14	38	14	17	37	33	50	38	18	32	5	57	9	12	12	43	25	24	17	29	37	44	55	19	18	35	24	47	17	57	35	53	50	26	57	46	33	26	41	28	34	54	59	30	34	30	41	60	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-372.140791224150234	-381.191634604601575	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999610543116286	-3	1	11	16	8	15	17	25	20	17	22	25	28	28	23	22	29	28	34	33	39	38	34	30	29	41	32	34	36	30	38	37	37	41	34	49	42	36	34	53	40	30	41	34	45	36	42	36	37	44	45	42	41	46	36	49	46	48	42	55	56	45	39	47	59	50	53	52	57	54	42	57	68	0	1	1	3	2	5	3	9	6	5	4	16	15	9	10	10	9	7	18	25	28	35	8	15	6	30	18	11	8	8	17	8	19	38	8	55	14	13	17	64	29	15	46	14	31	19	39	30	14	22	47	46	18	26	8	47	71	39	44	62	54	26	42	32	34	54	56	58	36	34	31	45	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-373.050461669463743	-382.101305049915084	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973995872190373	-3	4	15	16	11	9	9	24	21	16	18	28	19	24	19	23	28	29	38	23	38	39	41	41	30	42	33	33	31	36	38	33	35	44	41	44	36	32	31	50	42	37	39	47	35	40	37	41	39	44	30	45	37	45	43	45	45	36	42	48	51	44	51	47	62	50	54	49	58	51	51	57	65	0	1	7	5	2	2	2	10	4	7	7	20	7	15	3	3	4	8	51	4	29	33	31	58	20	19	51	14	18	12	27	8	17	48	19	42	39	8	14	52	22	51	17	35	25	39	29	39	42	38	16	43	29	21	38	38	12	18	31	35	26	30	24	21	40	41	61	31	64	44	55	66	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-365.616303616424830	-374.667146996876170	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996293447500918	-1	3	13	17	9	20	12	23	22	19	16	27	25	31	25	25	29	29	34	33	37	39	37	29	33	41	28	37	32	31	38	34	38	37	30	44	27	35	36	47	46	36	38	41	42	42	35	43	43	49	37	43	38	46	40	37	44	49	48	50	54	53	50	44	61	56	53	51	60	45	47	51	66	0	1	2	5	2	3	2	11	10	7	3	3	6	15	8	9	6	16	12	8	35	32	18	16	16	51	16	20	8	15	14	12	42	24	8	45	10	18	20	44	45	35	18	47	42	28	18	21	34	32	29	14	24	44	47	20	47	52	56	70	52	70	40	23	48	71	40	45	67	51	44	53	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-378.173356355550538	-387.224199736001879	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978960429813830	-4	2	12	8	4	16	17	27	22	23	21	21	25	31	21	21	32	28	33	35	41	33	40	36	31	31	27	36	36	34	37	42	37	42	32	49	39	31	33	46	38	38	36	46	44	30	35	44	46	48	44	41	39	43	42	46	46	47	38	54	56	42	45	41	60	53	55	46	61	53	52	47	67	0	1	5	2	1	2	4	15	7	6	7	6	15	13	4	3	8	9	8	9	8	27	25	12	13	18	11	16	26	11	27	35	22	37	13	62	47	27	8	34	17	47	17	25	29	6	25	17	59	20	17	59	39	35	59	42	33	62	30	40	49	24	29	26	36	40	36	45	60	63	58	42	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-371.941563981065030	-380.992407361516371	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.946157856100409	-1	4	7	11	10	17	14	30	23	20	19	24	24	27	15	26	29	28	38	33	37	37	41	37	36	39	33	39	29	30	34	40	29	38	20	43	34	33	35	51	44	40	36	41	41	43	38	45	45	40	41	50	38	49	40	44	43	43	43	46	57	49	51	47	63	55	51	51	56	47	50	66	69	0	1	1	2	3	3	5	11	35	15	3	10	10	6	5	11	13	11	12	29	37	37	29	39	37	18	13	27	10	10	9	22	13	38	4	53	16	16	33	45	45	25	30	20	20	29	30	51	22	27	20	59	14	57	30	19	28	34	39	34	63	60	51	45	69	71	41	51	63	36	23	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-387.914359366597239	-396.965202747048579	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989887331333247	-7	1	8	11	10	18	6	28	21	21	18	25	23	29	25	25	24	25	23	30	37	39	35	34	33	42	29	35	36	32	39	38	31	31	41	45	36	33	37	49	39	38	39	45	42	43	35	40	30	33	37	40	38	45	42	46	38	39	41	42	54	41	49	50	57	59	45	50	60	49	52	65	57	0	1	2	7	2	7	2	11	4	5	5	11	4	13	10	10	6	4	9	10	25	13	8	11	16	39	10	27	12	16	33	34	9	12	20	25	20	19	50	36	34	38	23	42	47	29	8	28	15	8	34	23	50	48	39	51	30	14	22	13	64	31	53	56	39	68	33	41	54	45	70	61	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-381.150698759847785	-390.201542140299125	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978400346646349	-2	3	14	14	10	15	10	21	19	20	19	25	26	28	20	25	24	32	36	33	39	29	39	38	28	44	31	28	33	37	40	34	38	39	33	45	43	30	34	51	44	32	39	45	40	43	40	32	41	42	44	35	39	43	34	50	47	43	42	52	52	47	50	49	64	56	44	47	58	58	49	57	67	0	1	7	5	1	5	1	7	3	6	6	11	11	10	4	6	11	17	25	22	27	13	19	39	10	32	15	5	17	10	35	17	13	39	17	30	28	16	15	52	19	28	39	43	35	45	18	15	42	48	27	14	55	33	25	31	49	18	23	54	43	34	41	58	72	62	25	49	44	60	29	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
