step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
5000	-572.173649168091060	-570.216527308220407	-1.957121859870688	0.000021542993695	0.000048068004964	2.231259296837751	0.746985907185935	1	-1	2	1	2	0	3	3	2	4	4	3	4	5	4	4	7	6	4	6	6	8	8	7	8	8	8	9	11	9	10	10	9	9	12	10	11	10	13	12	13	13	12	12	12	14	13	13	10	14	14	14	13	16	15	16	16	18	16	18	17	18	20	20	22	24	6	0	1	0	1	2	1	2	2	3	5	5	7	11	7	12	8	11	5	13	15	17	18	19	11	14	21	24	18	23	24	27	25	25	28	30	28	18	33	49	34	35	36	38	31	35	36	37	33	37	41	41	44	40	38	48	40	51	52	57	59	59	62	62	64	65	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1
5500	-509.423414147830215	-507.761628621759769	-1.661785526070428	0.000040442451587	0.000060774071404	1.502729657054189	0.796021032003305	1	-1	3	2	2	0	3	2	5	3	4	4	5	5	4	5	6	6	4	7	6	8	8	6	7	8	7	9	10	10	10	9	9	9	11	10	10	11	13	12	12	13	13	12	12	14	13	13	11	12	13	14	13	14	14	16	16	16	16	18	18	17	20	20	22	24	6	0	1	0	1	2	1	2	8	1	5	5	7	5	7	12	8	5	5	13	15	17	18	19	11	14	21	24	18	23	24	27	25	25	28	23	28	18	33	49	25	35	36	38	31	35	36	37	33	37	41	41	44	40	53	48	54	41	52	57	59	59	62	62	64	65	1	1	1	1	1	1	2	2	3	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
6000	-419.609759081582126	-418.222840395246749	-1.386918686335396	0.000117047187620	0.000050126960007	0.428262831649032	0.723442338489581	1	-1	2	1	2	0	2	3	4	5	5	4	4	4	5	4	6	6	4	6	6	7	8	7	6	8	8	9	12	9	10	10	9	10	11	10	10	9	11	13	12	13	11	11	12	14	13	13	12	13	13	14	13	17	15	15	16	16	15	18	17	18	21	19	21	24	6	0	1	0	1	2	1	2	2	1	5	5	7	5	7	5	8	5	5	13	15	17	18	19	11	14	21	24	18	23	24	27	25	25	28	30	28	18	33	49	34	35	36	38	31	35	43	37	33	37	41	41	38	40	53	48	49	51	41	57	59	61	59	62	64	65	1	1	1	1	1	1	1	2	3	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	1	3	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1
6500	-444.103059324856417	-442.469276481293832	-1.633782843562564	0.000249255370669	0.000056396866512	0.226261389516290	0.583660958089231	1	-2	3	0	3	0	3	2	4	4	5	4	5	5	4	5	7	6	6	6	6	6	8	7	7	9	8	8	11	9	9	10	10	8	12	11	10	10	11	12	12	13	12	12	13	13	13	13	14	13	13	14	14	16	15	16	15	17	15	19	17	17	20	20	23	25	2	0	8	0	1	2	1	2	8	2	1	5	7	5	7	12	8	5	5	10	10	8	19	11	11	14	21	19	18	23	24	27	25	11	28	30	19	5	11	33	34	35	36	18	24	35	36	37	39	37	34	41	29	40	53	50	39	51	52	54	59	59	62	62	64	65	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	4	2	2	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	3	1	1	3	3	1	2	1	1	2	2	1	1	2	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1
7000	-480.599736097414223	-478.696225261899940	-1.903510835514263	0.000291651047822	0.000045186659051	0.154933984941025	0.626484357351793	1	-1	3	2	2	3	2	2	5	4	5	4	5	4	4	4	6	7	4	7	6	8	8	6	6	8	7	9	11	9	12	10	9	8	10	11	10	10	11	13	14	13	13	13	11	13	14	14	14	12	11	15	14	16	14	15	16	18	17	18	18	17	21	20	22	24	2	0	1	0	1	8	1	2	6	3	5	5	7	5	8	5	8	11	5	13	15	8	18	19	5	14	15	24	34	23	24	15	18	11	28	23	28	18	34	34	29	35	29	38	18	28	43	37	33	37	25	39	29	34	38	50	40	54	52	40	59	52	62	62	64	65	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	2	3	1	1	2	2	2	2	2	1	3	3	1	3	1	2	1	2	2	3	1	2	1	2	3	1	1	2	3	2	2	3	2	4	1	1	1	1	1	3	1	1	1	2	1	1
7500	-480.360505338406085	-478.822064460475531	-1.538440877930580	0.000336303935588	0.000090968533159	0.270495000303509	0.572341108365647	0	-1	2	-1	1	3	2	3	3	5	4	3	5	5	4	5	7	7	6	6	6	7	8	6	8	7	8	8	10	9	12	10	9	10	11	10	10	10	12	12	14	14	12	11	11	13	13	14	13	13	14	14	13	16	15	17	16	18	17	19	18	18	20	20	21	24	2	0	1	0	1	3	1	3	2	3	3	5	7	5	7	11	8	11	5	7	15	8	18	14	19	11	7	24	14	18	19	21	14	5	28	30	28	18	18	29	29	35	36	18	19	35	29	37	25	37	45	11	18	29	53	37	52	54	34	40	51	41	59	51	61	62	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	3	1	3	1	3	2	2	5	1	1	1	2	3	1	2	1	1	2	2	1	1	2	3	2	2	5	2	3	1	3	1	1	2	3	2	3	1	3	2	3
8000	-473.648068947653428	-471.739465047314411	-1.908603900338989	0.000365402780647	0.000056269210427	0.153992288531205	0.611688762268409	1	0	2	-1	3	2	2	3	4	5	4	5	6	5	4	5	8	7	4	5	6	7	8	6	7	8	7	9	11	7	11	9	9	9	12	9	10	10	12	12	13	13	11	12	11	14	14	13	13	12	14	15	14	16	15	15	17	16	16	19	18	19	20	20	22	23	2	0	1	0	1	1	1	2	8	7	5	11	7	11	7	11	2	11	5	7	15	8	18	19	11	14	15	24	25	5	19	21	25	25	28	18	28	18	18	18	45	45	36	30	19	45	18	37	33	37	49	34	44	34	53	45	40	45	45	49	52	41	52	61	63	62	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	2	1	2	1	2	1	1	1	2	2	1	1	2	4	2	1	1	2	1	1	1	2	2	1	1	1	3	4	2	3	2	2	1	1	3	2	3	1	2	2	2	3	3	2	2	2	1	1	2
8500	-543.571097703520195	-541.886590144054821	-1.684507559465396	0.000494189683809	0.000102996281516	0.208414470983383	0.621960469406485	2	0	1	1	2	3	3	4	2	5	4	5	5	5	4	4	6	7	5	5	6	7	7	6	7	8	7	8	10	10	11	9	9	9	10	9	10	10	11	12	14	12	11	12	12	13	12	14	14	13	13	15	15	16	14	16	15	14	16	16	18	17	21	20	21	24	3	0	2	0	3	3	3	1	2	11	5	11	9	11	7	5	9	19	11	7	15	13	5	11	5	11	15	24	34	24	24	10	25	12	24	18	24	18	33	39	33	11	23	34	35	28	31	46	40	42	31	46	30	41	44	37	49	29	42	41	59	44	59	59	62	59	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	2	3	2	1	2	2	1	1	1	1	1	2	3	2	2	2	3	1	1	1	1	1	1	2	1	1	3	1	2	2	1	2	3	2	2	2	3
9000	-596.635145161481773	-594.478898958161835	-2.156246203319922	0.000813461874108	0.000095793857401	0.117760721737788	0.532604633792680	2	-1	1	0	2	1	3	3	4	4	3	3	6	4	5	4	6	6	5	7	6	8	9	5	8	8	7	6	12	8	11	9	10	9	9	10	10	10	13	13	13	14	11	12	12	13	14	14	14	13	14	14	14	15	16	17	17	17	16	17	16	18	21	21	21	25	3	0	2	0	3	2	3	5	5	5	3	5	15	6	7	12	9	19	5	7	14	8	18	11	11	11	15	19	35	24	34	30	20	14	24	14	28	30	30	35	18	43	35	34	37	36	35	23	43	24	16	7	50	33	50	37	44	54	26	50	25	39	47	26	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	1	2	3	4	2	1	2	2	3	2	2	2	1	1	5	2	2	5	4	5	1	2	1	4	3	2	4	2	3	2	5	8	3	4
9500	-585.278359903112118	-583.352201554943690	-1.926158348168434	0.000703569640990	0.000106114111517	0.150822470633744	0.438482261139568	2	-1	1	1	2	3	3	4	4	4	5	4	6	5	4	3	5	7	4	6	6	8	8	7	8	8	7	10	12	9	10	10	8	9	10	10	10	11	12	11	14	14	13	13	12	12	13	13	14	13	12	14	14	16	16	15	16	15	15	17	16	17	19	18	22	23	3	0	2	0	3	5	3	7	5	5	15	3	2	1	7	5	8	5	5	7	15	17	11	11	11	12	7	11	28	13	5	15	5	27	24	3	26	14	11	11	19	36	39	34	12	34	40	35	14	24	19	25	28	28	40	46	52	13	47	5	33	18	40	40	47	39	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	2	2	1	1	1	2	1	2	3	2	2	1	2	4	2	2	1	2	5	1	3	3	3	5	2	1	2	5	2	2	1	5	3	4	3	2	4	2	2	1	4	1	7	4	4	4	3	5	3
10000	-568.947605598787391	-566.650348098139943	-2.297257500647405	0.000745371685065	0.000076763651897	0.102987078037789	0.517315211366038	1	0	3	1	2	3	3	4	4	5	4	4	5	5	5	4	7	5	6	6	7	8	9	5	8	7	8	9	11	9	9	9	8	9	11	11	11	10	13	11	13	13	11	13	13	12	12	14	13	14	13	14	13	16	16	17	16	17	17	17	17	18	20	18	23	24	2	0	5	0	1	5	1	7	3	7	6	5	7	11	7	5	8	3	5	24	9	1	5	5	11	24	21	11	31	5	18	21	19	26	25	31	24	18	31	24	28	19	18	29	35	23	28	34	37	41	5	33	29	30	39	52	24	22	43	37	28	34	57	23	22	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	5	3	2	2	2	1	3	2	4	2	1	1	1	2	1	3	3	3	2	2	3	3	1	1	1	2	3	1	1	5	4	1	5	2	1	5	3	2	5	4	2	2	4	5	3
10500	-600.207246959836311	-598.184374554334227	-2.022872405502031	0.000757402292668	0.000102415263024	0.135219108808525	0.390881367456976	1	-1	3	2	2	3	3	3	5	4	5	4	5	4	4	4	8	6	5	6	7	8	8	7	7	6	7	10	11	10	12	10	9	9	11	9	10	10	12	10	14	14	10	10	10	11	13	14	13	14	14	12	13	16	16	14	15	17	14	18	17	17	20	21	22	24	2	0	5	0	1	5	1	1	7	1	6	7	7	5	7	5	25	16	5	10	3	8	27	11	14	14	1	27	3	27	24	22	11	16	19	25	24	27	16	12	38	29	11	1	21	25	11	25	43	22	30	14	52	11	34	33	41	3	26	59	55	33	39	51	35	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	2	2	1	2	2	4	2	2	1	2	3	4	2	2	2	3	3	2	2	2	5	1	2	4	3	2	4	2	4	1	6	4	2	1	7	4	3	1	5	2	3	4	4
11000	-573.877102495046529	-571.832270645200310	-2.044831849846255	0.000657440409569	0.000086819845228	0.132057360582176	0.541845906831596	1	0	1	1	2	3	3	3	5	4	5	5	5	5	4	5	7	8	6	6	6	7	8	6	8	8	7	9	9	8	10	8	8	10	10	9	11	9	13	12	14	14	13	11	9	13	14	14	13	12	14	14	14	15	15	15	15	18	17	18	16	15	20	21	21	25	2	0	2	0	1	5	1	2	6	2	6	5	7	5	7	5	8	11	5	15	7	8	19	11	6	16	13	24	11	19	15	21	11	33	18	5	19	17	17	29	14	36	5	25	18	50	29	12	34	24	40	18	36	34	39	36	18	19	33	47	53	39	57	61	53	61	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	3	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	4	3	2	4	2	3	2	3	2	1	1	3	3	2	2	1	2	3	3	1	3	3	7	4	2	1	1	3	3	2	5
11500	-562.357592535979961	-560.087165703189044	-2.270426832790957	0.000674349588036	0.000071184990611	0.105560961071678	0.455724803777071	1	-1	3	0	2	3	1	3	4	4	3	4	5	4	4	5	8	7	6	6	5	7	8	6	7	8	7	9	8	9	11	9	9	8	12	11	10	10	12	11	13	14	13	11	12	13	14	13	13	13	13	13	14	16	16	17	16	18	18	19	16	19	19	20	19	24	2	0	1	0	1	7	2	7	5	1	7	6	7	5	1	5	8	5	12	21	15	8	11	10	1	24	13	25	10	18	14	15	10	15	10	11	34	12	11	14	19	39	10	33	18	45	17	25	35	37	35	45	33	26	18	37	45	31	57	58	31	54	54	23	52	52	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	3	1	3	1	1	1	1	2	3	2	3	2	4	4	1	3	5	4	3	1	5	1	2	1	2	3	1	2	1	1	3	3	5	2	1	3	1	1	2	2	2	4	3	7
