step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
51000	-415.494839791716799	-414.126794238740274	-1.368045552976549	0.000132008185561	0.000064729930677	0.490347855340685	0.423745241252722	-1	1	1	2	4	8	6	6	6	7	9	9	9	10	9	9	11	8	10	11	11	11	8	12	13	12	12	12	11	12	13	14	12	13	13	15	16	16	15	15	17	17	19	15	17	18	18	18	18	20	19	20	20	21	20	22	20	23	22	22	23	24	24	24	23	24	29	32	0	1	1	1	3	3	4	2	5	3	5	1	3	7	10	8	14	4	11	10	6	11	8	12	10	20	10	12	7	16	21	19	7	6	3	16	35	36	22	5	35	16	42	34	44	27	38	38	14	25	41	41	49	49	51	39	0	51	23	35	46	56	49	43	60	0	62	56	1	1	1	1	1	3	2	3	1	2	2	5	5	2	1	2	1	2	1	2	2	1	1	2	2	1	3	2	3	1	1	2	2	2	6	2	1	1	3	6	2	4	1	1	1	3	1	1	4	3	1	2	1	2	1	4	1	1	7	6	2	1	3	2	1	1	2	6
51500	-437.604039221045696	-436.227367522963505	-1.376671698082207	0.000159042844616	0.000072543790632	0.456127346103774	0.424504250697124	-1	0	1	3	4	8	5	6	7	7	9	8	9	12	10	9	11	11	10	11	11	11	11	13	12	11	9	12	13	12	12	14	13	12	13	13	15	15	14	14	16	15	19	17	16	18	19	18	17	19	18	21	19	21	19	20	20	21	21	23	24	22	23	25	24	25	30	30	0	1	2	1	1	7	4	2	7	5	4	4	2	23	12	12	16	13	7	27	27	16	11	20	27	15	10	16	26	26	26	11	17	16	27	5	14	34	34	17	3	14	42	42	17	45	31	49	22	44	36	57	12	56	24	24	0	51	45	35	44	53	52	60	54	0	65	65	1	1	1	2	2	1	2	2	1	1	2	1	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	5	1	1	1	1	6	2	3	1	1	1	3	1	3	1	2	1	5	1	2	5	1	2	3	5	2	1	1	1	1	1	4	4
52000	-401.183371125109772	-399.820415978210349	-1.362955146899440	0.000149650600890	0.000078598324322	0.525212220032647	0.625528599281164	-1	0	2	2	4	6	4	6	7	6	8	8	8	11	9	9	10	10	10	11	11	10	10	12	13	13	13	12	12	12	13	14	13	13	13	14	15	17	14	17	15	16	18	17	17	15	17	19	17	20	18	20	21	22	22	21	20	22	21	20	24	23	23	24	24	24	29	31	0	1	1	1	1	3	2	4	6	2	9	8	3	15	8	12	12	10	13	13	18	11	5	11	24	20	10	15	22	3	29	31	16	16	21	17	12	33	14	29	26	34	34	14	39	12	22	47	24	43	30	49	48	57	60	60	0	41	34	44	63	47	60	63	63	0	64	63	1	1	2	1	4	2	3	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	3	2	1	4	1	1	2	2	1	1	2	2	1	2	1	2	2	3	2	3	2	1	3	1	2	2	1	1	1	1	1	3	4	1	1	2	2	1	1	1	2	3
52500	-464.363002309546630	-463.001436840633971	-1.361565468912664	0.000171673858198	0.000102613502304	0.597723517029711	0.488697141165137	-1	1	1	2	5	7	4	7	6	7	9	7	7	11	11	9	11	8	11	12	11	11	11	12	13	13	11	13	13	13	13	13	12	13	14	11	15	16	16	15	16	17	17	17	15	17	17	17	18	19	19	19	20	19	20	20	19	22	21	22	23	24	23	22	23	24	31	31	0	1	1	1	4	3	3	2	4	1	4	7	7	11	6	3	5	7	10	21	11	18	10	21	22	23	13	8	6	19	12	13	27	21	11	12	32	19	15	29	29	10	30	21	25	37	23	45	47	42	41	47	50	24	49	23	0	35	25	47	41	58	60	43	43	0	62	35	1	1	1	1	2	3	2	3	2	4	3	1	2	2	2	4	3	1	2	1	1	1	2	1	2	1	2	3	3	2	3	2	1	1	3	3	1	3	3	1	2	5	2	2	1	2	3	1	1	1	2	1	1	4	1	4	1	3	4	2	3	1	1	3	3	1	3	8
53000	-434.452821244975439	-433.091203421959506	-1.361617823015937	0.000158918323348	0.000095148868745	0.598728118572757	0.389643007398284	-2	1	1	2	4	6	4	6	6	7	8	8	8	11	11	10	10	10	11	11	10	9	11	12	13	12	12	11	11	13	12	12	13	13	13	15	16	16	16	16	17	17	17	17	17	17	19	18	18	21	19	19	20	22	20	19	19	20	22	23	23	24	22	23	25	25	30	31	0	1	1	2	3	2	3	1	3	3	8	6	6	21	21	12	12	2	18	13	13	8	10	23	18	19	18	17	16	28	20	14	14	20	14	12	33	17	24	36	40	4	12	25	30	35	16	38	43	58	41	22	23	21	52	35	0	41	38	56	37	56	45	50	47	0	65	8	1	1	1	1	2	3	2	4	2	3	1	1	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	1	3	1	3	2	1	1	8	4	1	2	3	5	1	1	1	1	5	3	4	1	2	1	2	4	2	3	4	2	2	2	1	3	10
53500	-431.958986039065451	-430.598150449040190	-1.360835590025247	0.000099578864899	0.000056550845433	0.567900080908385	0.580686225938668	-2	1	2	2	4	7	5	7	6	7	8	9	8	11	9	10	10	10	9	9	11	11	11	13	11	13	13	11	9	13	13	14	10	13	13	14	15	16	15	17	17	16	17	17	17	18	15	19	18	21	19	21	20	21	21	22	18	22	21	22	23	23	24	23	24	24	31	31	0	1	2	2	3	3	1	1	3	2	7	11	2	8	3	12	2	10	8	8	10	9	15	6	29	33	21	17	11	12	10	25	9	15	10	7	30	39	28	22	17	34	30	37	24	42	17	23	24	49	41	51	49	37	48	24	0	51	44	22	54	54	60	58	58	0	3	55	1	2	1	1	1	2	4	5	2	3	2	1	3	1	3	1	5	2	1	1	2	2	1	3	1	1	1	1	1	3	2	2	2	2	3	3	1	1	2	4	3	1	2	1	2	1	3	4	2	2	1	1	1	4	1	5	1	2	2	7	1	1	1	1	1	1	11	6
54000	-449.413866229857717	-448.052902019171654	-1.360964210686065	0.000140515129997	0.000078452658763	0.558321789007136	0.460221803917654	-1	0	2	3	4	8	6	7	7	7	7	9	9	12	11	10	10	10	9	10	11	10	12	12	11	12	13	11	13	14	13	13	13	14	13	15	15	17	14	16	16	16	19	17	17	18	16	18	19	21	20	19	21	22	20	21	21	22	20	19	23	23	23	24	22	24	28	31	0	1	2	2	1	1	1	7	4	5	7	7	11	16	10	12	19	8	7	13	8	19	16	22	22	16	13	16	18	16	11	7	16	32	28	17	16	30	18	5	6	17	34	30	34	44	12	42	36	49	41	21	38	43	31	5	0	40	30	22	54	52	51	48	44	0	15	62	1	1	1	2	2	4	2	1	2	2	1	1	1	2	2	1	1	1	2	1	3	1	2	1	1	1	3	1	2	2	2	4	1	1	1	3	2	2	2	4	3	2	2	2	1	1	2	1	2	1	3	3	2	2	3	7	1	3	3	2	1	3	1	3	2	1	5	3
54500	-429.793795873897352	-428.415451110338552	-1.378344763558779	0.000139915275000	0.000100733190938	0.719958495864077	0.472429284189457	-1	0	1	2	4	7	6	7	6	8	9	9	8	12	11	9	11	10	11	12	10	11	11	11	13	12	12	12	12	13	12	13	14	13	11	13	14	15	15	14	15	16	17	17	18	18	18	18	18	20	18	19	19	22	21	22	21	22	21	20	22	23	23	25	24	24	30	31	0	1	1	2	2	3	4	2	5	7	6	6	7	22	18	6	2	13	11	11	10	12	10	5	15	7	21	6	35	22	24	6	16	15	8	19	13	28	36	29	40	5	30	21	39	30	43	42	29	41	44	9	13	44	38	45	0	14	16	24	39	52	42	60	54	0	54	61	1	1	1	1	3	3	2	4	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	3	1	4	1	2	1	1	1	3	2	1	2	1	3	1	1	1	1	5	3	2	2	3	1	1	3	2	1	5	5	3	3	2	1	4	6	3	3	1	4	1	2	1	2	6
55000	-405.300269438466557	-403.906175064341141	-1.394094374125388	0.000146401370965	0.000115152398541	0.786552733642095	0.462414898139753	-1	0	1	2	3	6	5	4	6	7	9	8	8	9	9	8	10	8	10	11	11	11	10	13	12	11	13	12	10	14	14	14	13	14	11	14	15	16	15	16	16	16	18	16	18	17	19	19	18	21	19	20	20	22	21	21	21	23	22	23	24	23	23	24	24	23	30	31	0	1	1	2	3	8	2	2	8	7	7	6	10	8	7	2	16	3	18	11	13	6	13	29	13	15	10	5	16	23	29	23	12	12	11	27	33	6	28	21	14	34	33	32	37	35	33	46	9	48	27	45	47	35	37	45	0	51	26	56	50	33	53	32	59	0	65	55	1	1	1	2	1	1	2	2	1	1	2	1	1	2	2	3	1	3	1	1	1	2	1	1	2	1	3	3	1	3	3	3	3	3	1	1	1	5	2	2	3	1	2	1	1	3	4	1	4	1	2	1	1	5	3	2	1	3	5	1	2	4	1	4	1	1	4	4
55500	-429.844034656745691	-428.482906774699188	-1.361127882046480	0.000149181692034	0.000087625178427	0.587372198507297	0.407934124646470	-1	1	2	3	4	5	4	4	6	8	10	8	7	12	10	9	10	9	11	11	12	10	12	13	12	12	11	12	13	13	13	11	13	14	13	15	15	16	15	17	16	15	19	16	17	18	18	19	18	19	20	20	20	21	22	22	19	22	20	22	23	23	24	22	24	24	30	31	0	1	1	2	4	3	4	2	7	2	7	2	2	9	6	9	7	7	16	7	18	10	32	10	2	32	9	15	7	32	13	5	19	2	10	5	30	30	30	39	15	25	38	37	18	37	44	40	26	41	36	16	45	57	54	35	0	41	37	9	48	57	53	20	62	0	56	45	1	1	1	1	1	1	1	2	1	4	3	3	3	4	3	1	3	2	1	3	2	1	1	3	6	1	3	1	4	1	3	4	1	7	3	6	1	1	1	1	3	1	1	1	5	1	1	1	4	1	4	6	1	1	1	4	1	4	2	8	2	2	2	4	1	1	3	7
56000	-413.533244976965250	-412.155021086536181	-1.378223890429096	0.000167518026810	0.000120508529170	0.719376484217973	0.508358066054808	-1	0	1	3	4	6	5	6	7	7	9	9	7	11	11	9	10	10	10	12	11	9	10	12	12	12	13	12	12	14	13	13	13	13	13	14	15	16	15	17	17	17	18	17	17	19	18	17	18	19	19	20	18	21	20	20	19	21	21	23	24	23	21	24	24	25	29	31	0	1	2	3	3	2	2	1	5	4	7	7	5	16	11	13	11	7	13	9	22	8	4	22	21	11	15	23	21	29	17	24	15	18	15	3	34	16	25	26	5	30	41	38	39	35	22	37	15	48	47	39	39	57	48	31	0	51	30	45	51	63	56	54	54	0	23	50	1	1	1	1	1	3	2	2	1	2	2	2	2	1	1	1	1	3	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	5	1	3	1	2	6	1	1	1	1	2	4	1	3	1	1	3	2	1	1	3	1	1	3	3	2	1	1	1	1	1	9	5
56500	-430.716614116437370	-429.219792336527803	-1.496821779909555	0.000172462523914	0.000188590029419	1.093513101503927	0.565726028298455	-1	1	1	3	4	7	6	5	6	7	8	9	9	11	9	9	11	9	10	11	12	11	10	12	12	13	11	12	12	13	14	12	13	13	13	14	15	16	15	16	14	14	18	17	18	18	18	18	18	20	18	20	19	21	19	20	19	23	21	22	23	23	23	23	24	24	29	32	0	1	1	2	1	8	1	2	8	8	10	8	9	16	6	10	13	10	11	13	10	12	7	14	15	11	13	14	20	21	16	9	16	16	32	14	34	29	35	37	22	16	36	37	42	39	33	26	38	46	4	45	34	56	37	7	0	45	46	55	42	46	57	54	58	0	44	65	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	3	2	2	1	1	4	1	1	1	1	2	3	2	1	1	2	2	1	2	1	1	3	2	1	2	2	3	3	2	1	6	1	3	1	2	5	1	2	1	2	5	2	2	1	1	1	7	5
57000	-419.015327394371184	-417.632170771485050	-1.383156622886143	0.000143383610404	0.000062733432987	0.437521644282638	0.434176326558118	-1	0	2	2	5	8	5	7	7	7	8	8	8	11	10	10	10	9	11	11	11	10	11	13	12	12	12	10	12	13	13	12	13	13	13	14	15	16	14	16	15	16	19	16	16	17	18	18	17	20	19	20	21	21	20	21	19	22	19	23	24	22	23	24	25	24	30	31	0	1	1	1	1	4	1	2	4	5	4	7	2	16	6	12	8	11	12	9	15	4	16	17	20	17	15	3	5	11	16	15	14	23	19	28	31	28	18	35	22	16	42	27	39	12	44	38	30	47	26	37	36	46	49	37	0	51	46	44	51	56	53	25	63	0	56	61	1	1	1	1	2	3	3	3	2	1	3	1	3	1	1	1	2	1	2	3	1	3	1	2	1	1	1	3	3	3	2	1	1	1	1	2	1	3	2	2	3	3	2	1	1	4	1	1	1	1	3	2	4	2	2	5	1	1	1	3	2	1	1	7	1	1	4	3
57500	-414.406426678544506	-413.013873021572692	-1.392553656971808	0.000174759868052	0.000072679823533	0.415883946030137	0.562693889265704	-1	0	2	2	4	8	6	7	6	6	8	8	9	11	10	10	9	10	10	10	12	11	10	11	11	12	12	11	12	14	13	12	12	13	13	14	15	16	15	17	16	14	18	15	17	15	16	18	18	20	20	20	19	21	22	21	20	20	21	23	24	22	24	25	23	24	31	32	0	1	2	2	4	4	1	1	4	5	10	1	10	15	5	6	9	5	2	11	10	7	6	8	6	9	11	12	18	29	33	23	12	12	22	9	21	34	34	41	29	33	30	31	39	31	34	39	44	44	39	40	6	57	50	39	0	48	29	56	62	50	58	57	54	0	62	64	1	1	1	1	1	2	4	4	2	1	1	2	2	1	4	1	2	3	4	1	3	3	1	3	2	3	2	1	1	2	1	1	2	2	2	3	2	2	1	1	2	1	3	1	1	1	2	3	2	3	2	1	5	1	1	2	1	1	4	1	1	1	2	2	1	1	4	2
58000	-433.212683375666529	-431.849618646263821	-1.363064729402697	0.000133580596310	0.000082742513841	0.619420156267745	0.496448028356156	-1	1	1	2	4	8	5	6	6	7	8	9	9	11	10	9	10	11	9	11	11	10	9	12	12	13	12	12	12	13	12	13	13	14	13	15	16	16	14	17	17	16	18	17	17	16	18	18	18	20	19	20	20	21	22	21	19	19	22	21	23	23	23	23	23	24	31	31	0	1	1	1	4	4	2	5	4	7	5	4	6	10	9	11	12	3	7	8	12	11	8	10	17	22	10	19	17	19	18	27	12	30	21	18	35	34	27	9	26	17	34	33	38	30	37	37	31	13	29	45	39	40	34	14	0	41	15	14	22	55	40	55	31	0	56	63	1	1	1	1	1	3	2	1	1	1	2	4	1	2	2	1	1	5	3	2	1	1	2	3	1	1	3	1	1	2	1	1	2	1	1	2	2	1	1	5	3	3	2	2	1	1	1	2	3	6	4	1	2	2	3	4	1	1	7	4	6	1	2	1	5	1	6	4
58500	-472.564205368425746	-471.140383352233641	-1.423822016192128	0.000181190713031	0.000066246299901	0.365616420363382	0.537420870579085	-1	0	1	2	3	7	5	6	6	7	9	7	8	10	10	9	11	10	10	11	11	10	11	12	12	12	12	12	13	12	13	14	13	13	12	14	16	16	15	17	17	15	18	17	17	19	19	16	19	21	19	19	20	19	21	21	20	23	21	21	23	24	22	25	24	25	31	32	0	1	1	3	3	8	4	3	4	3	10	3	1	13	6	10	16	5	6	11	2	12	6	19	7	20	14	9	35	10	17	27	30	5	14	16	17	14	34	5	39	17	39	33	29	36	22	42	44	43	29	40	28	45	6	52	0	54	39	21	56	51	56	51	61	0	48	53	1	1	1	1	1	1	1	1	2	3	1	2	5	1	1	1	1	4	2	1	6	1	1	1	4	1	1	2	1	2	1	1	1	3	1	2	2	3	1	5	1	1	1	2	2	3	4	1	1	2	2	1	3	1	7	1	1	2	5	4	1	3	1	3	1	1	7	7
59000	-422.514689073115107	-421.145503559934355	-1.369185513180733	0.000170185309102	0.000082501719521	0.484775800896618	0.568092648609180	-1	1	1	3	4	6	5	6	6	7	9	6	8	12	10	9	10	9	11	11	12	9	11	12	13	13	11	13	13	14	12	13	14	12	13	13	15	17	15	17	16	15	18	15	17	17	19	17	18	20	19	21	20	22	21	21	20	22	20	21	23	22	23	24	25	24	29	30	0	1	1	1	3	3	5	4	4	2	13	1	12	23	7	2	12	9	10	11	23	10	11	10	21	18	13	9	14	14	19	21	14	6	27	8	35	28	26	37	23	30	37	34	21	16	49	29	15	40	41	46	28	55	53	19	0	51	46	45	62	57	56	40	56	0	53	14	1	1	1	2	1	3	1	1	1	4	1	4	1	1	2	4	1	2	2	1	1	1	1	2	1	2	1	4	1	1	1	1	1	3	1	3	1	3	1	1	2	1	2	1	2	3	1	2	4	1	2	2	3	1	1	4	1	1	1	2	1	1	1	2	2	1	7	9
59500	-445.336303295649657	-443.929456055420360	-1.406847240229316	0.000134905664870	0.000112312142462	0.832523545770939	0.481267337394043	-1	1	1	2	5	6	4	6	5	7	8	8	9	11	11	10	10	11	10	11	11	10	12	11	13	13	12	12	13	12	14	13	13	13	14	15	14	15	15	16	16	16	17	16	16	17	18	17	19	21	20	20	21	21	21	21	20	22	21	22	23	23	23	23	25	23	30	30	0	1	1	1	3	2	4	7	1	2	4	8	1	13	5	3	12	6	10	1	12	7	19	13	30	18	3	19	14	22	30	16	19	30	14	34	23	20	20	38	5	38	4	33	36	19	38	22	20	44	43	30	49	48	43	14	0	40	23	31	44	53	33	48	63	0	22	63	1	1	1	2	2	2	1	1	2	3	3	1	5	1	2	4	1	2	1	7	1	4	1	1	1	1	6	1	1	1	1	1	2	1	1	1	1	3	3	1	7	1	5	2	1	4	1	2	3	2	2	4	1	1	2	5	1	2	3	3	3	1	5	2	1	1	8	2
60000	-422.728467703502702	-421.319085902662493	-1.409381800840196	0.000168625351797	0.000065083406710	0.385964542204640	0.616649753623246	-1	0	2	2	5	6	5	6	7	7	10	8	8	10	10	7	10	9	10	11	12	8	12	12	11	12	12	11	13	14	14	13	12	13	14	14	14	16	15	15	16	15	18	17	17	18	18	19	15	20	19	20	19	21	22	21	20	22	21	23	24	23	24	23	23	25	30	31	0	1	2	2	3	3	3	7	5	7	5	6	10	22	12	2	22	10	9	11	10	8	15	14	22	22	25	22	24	15	20	9	13	28	24	33	15	34	17	32	37	36	19	42	49	11	38	10	34	40	19	43	45	51	57	48	0	40	48	56	60	44	65	48	54	0	62	52	1	1	1	2	3	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	4	2	1	1	2	2	1	1	1	2	1	2	2	1	1	2	2	2	3	1	1	1	2	1	1	5	1	5	1	2	4	1	1	1	1	1	1	4	1	1	1	2	1	1	2	1	2	5
60500	-387.324762201874876	-385.960974901214797	-1.363787300660055	0.000116323284045	0.000072964455825	0.627255810595667	0.633304163497117	-2	-1	1	3	5	6	5	7	7	8	9	9	7	11	10	10	10	10	11	11	10	10	12	12	12	13	11	12	13	13	13	13	12	14	13	13	14	16	16	16	16	16	18	17	17	18	18	19	18	20	19	19	20	21	20	22	20	21	19	23	23	21	23	23	24	24	29	32	0	1	1	3	4	4	4	6	1	13	5	3	7	18	11	8	13	5	17	9	13	9	18	22	15	24	10	19	15	33	19	25	18	17	15	12	22	30	34	31	22	36	38	37	40	38	16	47	39	49	45	42	49	53	52	48	0	35	38	56	62	46	29	29	40	0	24	44	1	1	1	1	1	1	1	1	5	1	2	3	1	1	1	2	2	3	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	3	2	1	2	1	1	4	1	1	1	1	2	1	1	1	1	1	5	2	1	1	2	4	5	3	1	6	6
61000	-444.512173048053569	-443.150605264078820	-1.361567783974768	0.000125290830543	0.000068046354503	0.543107218688045	0.450085015924349	-2	0	2	2	4	7	5	6	7	7	9	7	9	11	10	9	9	10	9	11	11	10	11	12	12	11	13	11	12	12	12	14	14	14	12	14	16	17	15	16	16	16	19	16	17	18	17	18	18	20	19	17	21	22	19	19	21	21	21	22	23	24	22	24	24	24	30	31	0	1	2	1	4	2	3	1	7	3	8	1	6	17	8	3	2	10	12	7	13	10	4	8	6	16	13	8	22	28	16	31	22	30	11	15	33	34	33	27	14	5	52	11	34	30	15	52	8	32	41	24	49	25	40	24	0	51	35	24	53	59	31	58	44	0	50	44	1	1	1	2	1	3	2	2	1	3	1	6	1	1	3	4	4	2	1	3	1	2	4	3	3	1	3	3	1	1	2	1	3	1	2	2	1	1	1	1	3	7	1	3	2	2	4	1	5	5	1	2	2	3	1	3	1	1	4	7	1	2	5	1	4	1	4	5
61500	-403.328703629168388	-401.944318230880583	-1.384385398287830	0.000157515191456	0.000117721618631	0.747366762170966	0.519111146881238	-1	0	2	2	4	7	5	5	6	7	10	8	8	12	11	9	10	10	10	12	10	10	10	11	10	12	10	13	12	12	13	13	14	14	14	15	16	16	16	16	17	16	18	18	17	18	19	19	16	20	19	19	20	21	21	20	19	22	20	22	23	22	23	25	23	23	30	31	0	1	2	1	4	8	2	2	4	7	10	7	5	21	16	12	9	4	16	24	6	6	13	19	10	19	1	24	21	23	24	25	12	31	10	34	29	35	31	24	31	35	38	42	24	29	34	44	34	46	39	49	48	41	50	37	0	51	39	26	50	56	55	65	58	0	39	45	1	1	1	2	1	1	3	3	2	1	1	1	3	1	1	1	2	3	1	1	1	1	1	1	1	1	5	1	1	1	1	1	3	1	3	1	2	1	1	3	1	1	1	1	3	3	1	1	1	1	1	2	1	2	1	2	1	2	2	5	1	1	1	1	1	1	9	8
62000	-432.101857650421607	-430.718441727009122	-1.383415923412494	0.000145880956192	0.000063728527996	0.436852963262059	0.568661456440824	-1	1	2	3	4	8	6	4	7	8	10	9	7	10	10	9	10	10	11	12	12	8	12	11	13	13	12	12	12	13	14	14	13	14	13	14	15	17	15	17	16	16	17	18	16	19	18	16	19	20	19	19	19	22	20	21	20	21	21	20	24	23	24	24	24	23	31	30	0	1	1	3	3	5	3	3	5	7	5	6	4	22	4	8	7	10	9	13	12	9	11	12	23	20	12	12	11	17	19	25	16	23	17	15	23	19	14	9	4	30	24	45	34	38	41	36	16	47	31	39	40	53	47	41	0	21	34	41	54	40	56	56	55	0	68	65	1	1	1	1	1	2	2	1	1	1	4	1	2	1	4	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	3	5	7	2	2	1	1	1	1	1	6	1	3	2	2	1	1	4	1	5	3	2	1	4	2	2	2	1	1	3
62500	-430.251770574308409	-428.887121969821749	-1.364648604486662	0.000140242190383	0.000071640587030	0.510834769722691	0.447492351983724	-1	0	1	2	5	8	5	6	7	7	8	9	8	10	11	9	10	9	10	11	10	10	12	13	13	12	13	13	12	13	14	13	11	12	13	15	14	15	16	15	16	17	18	18	17	19	17	18	18	18	19	19	20	22	21	21	18	20	22	22	22	22	23	25	24	23	31	30	0	1	1	1	2	4	2	2	4	3	8	7	1	13	21	1	11	10	10	10	18	5	20	18	21	14	18	14	19	13	34	17	12	12	20	29	14	12	30	8	35	12	12	41	21	34	33	24	17	28	24	19	40	49	44	48	0	44	10	56	58	55	54	27	39	0	52	65	1	1	1	1	2	3	2	3	3	3	1	2	4	1	1	6	1	1	1	2	1	3	1	2	2	1	1	2	1	2	1	1	1	2	1	2	3	4	1	3	2	4	4	1	4	3	2	2	4	2	2	5	3	3	1	2	1	1	6	1	1	1	1	5	4	1	5	3
63000	-438.341927526587938	-436.959601130993292	-1.382326395594649	0.000190342139006	0.000140540317655	0.738356300865222	0.578040557514340	-1	1	1	2	4	8	5	7	5	6	8	8	7	11	11	9	10	10	10	10	11	10	12	11	11	12	12	12	12	14	13	10	14	13	13	13	15	15	16	16	16	16	18	16	18	18	19	17	17	20	17	19	20	21	20	21	20	22	21	20	23	22	23	23	22	24	30	32	0	1	1	3	2	7	2	2	5	3	5	7	1	8	6	12	11	11	7	8	18	5	18	16	20	22	21	8	32	16	18	11	16	32	32	6	23	35	31	17	33	37	38	33	33	49	37	21	44	42	30	48	18	53	48	52	0	46	19	45	48	52	56	58	41	0	55	53	1	1	1	1	2	2	2	3	1	2	2	1	4	1	1	1	1	1	3	2	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	3	1	1	1	1	2	1	1	3	1	2	1	2	5	1	2	1	1	2	5	1	3	2	1	1	2	1	9	8
63500	-414.566174497424015	-413.195732354655775	-1.370442142768266	0.000223382970491	0.000107028147594	0.479124023460906	0.596115260571445	-1	1	1	3	4	4	6	6	6	6	10	7	8	12	9	9	10	8	10	10	10	10	11	12	12	13	13	12	13	14	14	13	14	12	14	14	15	15	15	16	16	15	18	17	18	18	18	17	19	20	19	21	19	21	21	21	21	21	21	21	23	23	23	24	24	24	31	30	0	1	1	1	2	3	2	1	3	6	13	2	10	11	5	10	4	4	18	5	7	13	11	19	11	19	23	16	23	24	18	23	12	20	25	19	23	28	23	27	27	22	27	39	16	36	21	25	38	45	4	49	40	44	53	31	0	44	38	39	50	39	57	59	48	0	62	65	1	1	1	2	2	1	2	3	3	1	1	2	1	1	3	1	4	3	1	2	2	1	1	1	1	1	1	2	1	1	3	1	4	2	1	2	2	1	3	1	1	2	2	1	4	2	4	2	2	1	7	1	2	2	1	2	1	2	2	2	2	4	1	1	4	1	4	2
