step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41
83000	-252.023214092979345	-250.659726486036533	-1.363487606942814	0.000068398002861	0.000035578712004	0.520171796192602	0.517737423913467	-1	1	3	1	3	6	5	7	5	6	7	8	9	9	10	11	10	11	13	13	13	12	13	14	12	15	15	13	17	15	17	17	17	17	19	19	19	20	21	19	21	0	1	2	1	2	3	5	10	0	5	10	9	12	9	12	11	0	9	18	10	10	14	14	20	10	20	16	8	16	21	30	22	21	27	34	29	31	27	40	32	36	1	1	1	1	1	3	1	1	1	2	1	2	1	2	2	2	1	3	1	2	3	2	2	1	3	1	2	2	4	2	1	2	2	1	1	1	2	2	1	1	2
83500	-219.998128668955161	-218.553122727620604	-1.445005941334570	0.000036676147227	0.000034900601977	0.951588555923109	0.626563348803229	0	3	2	3	1	5	4	7	6	7	8	8	9	8	9	10	11	12	12	13	14	14	12	15	12	15	16	15	17	15	16	17	16	17	19	18	18	19	21	20	21	0	1	1	3	1	3	5	7	0	7	10	9	9	9	12	7	0	14	14	8	11	14	14	20	11	20	21	20	24	25	30	19	30	25	34	29	31	33	40	32	36	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	2	2	4	2	2	2	1	3	1	1	1	1	2	1	2	1	3	1	1	1	1	1	2	2
84000	-215.873066429698611	-214.408417554700776	-1.464648874997846	0.000067660445649	0.000021811042986	0.322360321112514	0.831189643175385	0	4	3	2	4	5	5	8	6	7	8	8	9	9	10	11	11	12	13	13	14	14	14	12	13	15	15	16	17	14	16	18	17	18	19	16	18	19	22	20	20	0	3	1	1	3	3	5	10	0	7	10	9	9	9	12	8	0	14	18	11	25	18	18	8	10	16	21	24	20	25	30	23	27	30	30	20	31	33	40	32	29	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	2	1	2	2	1	1	2	1	2	2	1	2	1	1	1	2
84500	-241.072320445654526	-239.700939370224631	-1.371381075429889	0.000071845474375	0.000034139440168	0.475178714667811	0.533617768719600	1	4	3	2	3	6	5	6	6	8	7	7	10	8	8	11	11	11	12	13	12	14	13	15	13	15	14	15	17	16	16	16	17	16	19	18	18	19	21	19	22	0	1	1	1	1	3	5	7	0	6	8	9	9	9	12	8	0	14	9	16	10	18	18	20	16	20	21	25	24	27	21	23	16	21	25	29	33	25	23	23	29	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	2	4	1	2	2	1	2	2	1	1	1	1	1	2	2	4	2	3	1	1	2	3	4	3
85000	-217.827504140359849	-216.466382027152434	-1.361122113207422	0.000075002043550	0.000041467495735	0.552884878499397	0.726053985445534	0	3	2	2	2	6	4	7	6	6	8	9	9	9	10	11	10	10	13	13	13	14	13	15	14	15	15	15	17	15	15	17	17	18	17	18	18	18	20	20	20	0	3	1	1	1	2	5	10	0	7	10	9	9	9	12	11	0	14	18	10	11	14	18	20	16	21	25	20	24	8	25	23	21	27	25	29	21	25	23	23	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	3	2	1	1	2	1	1	1	1	3	1	2	2	1	2	1	3	2	3	3	1
85500	-202.213804283880563	-200.755758734613693	-1.458045549266862	0.000083971389980	0.000027572055590	0.328350591754587	0.580574996686479	1	3	4	3	3	5	4	8	7	8	8	8	10	9	10	11	9	11	13	13	14	13	12	14	13	16	16	15	18	15	16	18	17	17	19	18	18	19	21	20	21	0	1	2	1	1	2	5	7	0	7	7	9	9	9	12	7	0	14	14	8	8	14	18	16	16	24	30	20	24	25	21	23	30	30	34	24	31	33	40	32	29	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	3	1	2	2	3	3	2	1	1	1	1	1	1	2	2	1	3	1	1	1	3	1	1	1	1	1
86000	-210.140262227981452	-208.737604281040660	-1.402657946940791	0.000067874634240	0.000026940474677	0.396915209615164	0.746064531987596	1	4	3	2	4	6	5	8	6	7	6	8	8	8	10	12	10	10	12	11	14	13	14	12	13	15	15	15	18	15	17	16	18	17	19	17	18	19	21	21	20	0	1	1	1	3	2	5	10	0	11	7	9	9	9	12	8	0	14	14	8	25	19	18	20	16	24	21	20	36	25	25	18	30	21	34	24	31	33	32	22	29	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	3	1	2	1	2	1	1	2	3	1
86500	-233.097850366291055	-231.710632755380402	-1.387217610910667	0.000078018470007	0.000033357952759	0.427564815811751	0.644966481996976	0	3	2	1	4	6	3	7	6	5	8	8	8	8	10	11	10	11	12	12	12	14	13	15	13	15	15	15	17	15	15	18	17	17	19	18	18	19	20	20	21	0	3	1	1	2	1	3	10	0	7	7	9	9	9	12	8	0	14	14	11	16	19	18	20	16	20	10	20	27	16	25	23	25	25	34	26	31	33	32	32	36	1	1	1	1	1	2	1	1	1	1	4	1	2	1	1	3	1	2	2	2	1	2	1	2	1	2	5	1	2	3	1	3	1	2	1	2	2	1	1	1	2
87000	-221.469438854782965	-220.107746881963180	-1.361691972819780	0.000061061930297	0.000036643143728	0.600098024252036	0.766991612645360	0	3	3	1	3	6	4	8	6	6	8	9	9	9	8	11	9	12	12	12	13	14	13	12	13	14	15	16	16	15	17	17	18	17	19	18	18	17	22	19	20	0	1	1	1	1	2	5	10	0	7	10	15	9	9	9	11	0	14	14	10	8	18	18	16	16	20	21	24	24	25	30	23	38	27	34	29	21	25	32	23	36	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	1	1	2	3	1	1	3	1	1	1	1	2	1	2	3	2
87500	-231.574486217427335	-230.213141459835441	-1.361344757591894	0.000059837753954	0.000032756798080	0.547426932247754	0.610799894334464	1	4	2	3	2	6	4	6	6	7	7	7	9	10	9	11	10	11	13	12	13	14	13	14	11	13	16	16	16	15	14	18	17	18	19	19	19	20	21	20	21	0	3	1	1	1	3	5	7	0	8	8	9	12	13	12	10	0	14	14	11	16	14	18	11	10	16	21	24	20	25	25	23	30	27	30	29	31	33	18	23	29	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	1	4	3	2	2	1	2	2	2	2	1	2	2	1	2	2	4	4	2
88000	-229.483118335953890	-228.047437558384388	-1.435680777569500	0.000069644379102	0.000024465590581	0.351293110744489	0.613248733013049	1	4	3	3	3	7	4	7	5	8	7	8	8	9	10	11	11	11	13	13	14	14	13	13	13	15	16	15	16	16	17	18	17	15	19	18	19	19	21	21	22	0	3	1	1	1	2	5	7	0	11	7	9	9	9	12	11	0	14	14	10	25	14	18	11	8	24	21	24	25	21	34	18	30	21	30	29	25	33	18	23	36	1	1	1	1	1	2	1	2	1	1	2	1	2	3	1	2	1	1	2	2	1	3	1	4	3	1	1	1	1	1	2	3	1	1	2	1	2	1	4	3	2
88500	-205.795496194122450	-204.265938900286841	-1.529557293835608	0.000073567846169	0.000020278820640	0.275647877378918	0.729462947091595	0	2	3	2	3	6	4	6	7	7	8	9	9	9	10	9	9	11	10	13	15	13	13	12	14	16	17	15	17	16	17	17	17	17	19	18	19	19	21	21	22	0	1	2	1	1	2	5	7	0	8	10	9	9	9	12	8	0	19	14	24	25	14	14	8	16	24	21	24	24	25	30	23	30	21	27	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	3	1	1	2	1	1	1	1	2	1	2	2	2
89000	-234.643869180755843	-233.282012906364315	-1.361856274391515	0.000079690990025	0.000042909049339	0.538442919652693	0.697347278984033	0	4	4	1	3	6	4	7	6	8	6	7	9	10	9	10	9	11	13	11	14	13	13	14	13	16	17	15	17	15	16	17	17	18	19	18	17	19	20	21	20	0	1	5	1	1	2	5	11	0	11	7	9	9	15	12	8	0	14	18	10	25	14	14	25	8	24	21	25	24	21	25	18	30	31	37	29	30	30	32	23	26	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	4	1	2	1	2	1	2	2	2	1	1	1	1	1	2	3	3
89500	-239.949110095016721	-238.587899178508849	-1.361210916507874	0.000064520669300	0.000038049682789	0.589728581583258	0.466909682174960	0	3	3	2	2	6	4	7	6	7	7	9	8	8	7	11	10	12	11	12	13	14	13	14	13	15	16	15	17	15	16	15	18	16	19	18	18	20	21	21	20	0	5	1	1	1	3	5	7	0	7	7	15	9	9	9	8	0	14	14	8	10	18	14	10	11	10	8	24	24	11	30	14	34	11	34	26	31	33	18	19	36	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	3	3	1	4	3	3	4	3	1	1	4	1	4	1	4	1	2	1	1	5	4	1
90000	-238.589011531210843	-237.225511596913094	-1.363499934297749	0.000058905280113	0.000030634394801	0.520061949311748	0.609663118868721	-1	2	3	1	3	6	4	7	5	8	7	8	8	9	9	11	10	11	12	13	13	13	13	14	13	15	16	14	17	15	16	17	17	17	19	18	18	20	22	20	22	0	1	2	1	2	2	5	7	0	11	5	9	9	9	9	8	0	14	14	7	11	18	18	20	16	8	21	20	26	25	25	23	30	27	21	24	20	33	18	32	36	1	2	1	1	1	2	1	2	1	1	2	2	2	3	2	2	1	2	1	5	2	1	1	1	1	4	1	1	2	2	2	2	1	1	2	2	3	2	5	1	2
90500	-206.034446469043758	-204.535401751579883	-1.499044717463864	0.000058498978428	0.000017275810471	0.295318156568272	0.640828569369707	0	4	2	2	3	6	5	8	5	7	6	7	8	9	9	12	11	12	12	12	14	13	13	14	13	16	16	15	17	16	15	16	17	17	20	18	17	20	22	19	22	0	3	1	1	3	2	5	10	0	11	7	9	9	9	12	8	0	14	14	8	25	14	18	20	8	24	21	24	24	21	25	23	25	21	21	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	3	1	2	3	1	1	1	2	1	1	2	2	1	3	1	1	1	3	1	2
91000	-210.231701317938303	-208.710899991633028	-1.520801326305274	0.000053497810026	0.000015030807192	0.280961168039556	0.731046010279149	1	3	4	2	2	6	4	7	6	8	6	8	8	9	10	12	10	12	11	11	14	13	13	13	13	13	16	16	18	15	16	16	17	17	19	19	19	20	22	20	21	0	1	1	1	1	3	5	11	0	8	7	9	9	9	9	8	0	19	14	10	25	14	14	20	16	20	21	24	24	25	25	23	30	25	34	20	31	33	32	32	29	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	3	2	2	3	2	1
91500	-224.989561203295551	-223.563470267001861	-1.426090936293698	0.000071886698949	0.000026075621326	0.362732212043071	0.716376909204708	1	4	2	2	3	6	5	6	6	7	4	9	9	8	10	12	11	11	12	13	15	14	13	15	11	15	14	14	17	15	16	17	18	17	19	19	19	20	21	19	22	0	1	1	1	1	2	11	11	0	8	5	9	9	9	12	7	0	14	14	16	27	23	14	16	10	16	25	16	24	27	27	22	34	27	34	29	34	33	32	18	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	1	1	2	1	2	2	2	2	1	1	2	1	1	2	1	1	1	1	2	4	2
92000	-212.982573234671719	-211.621738639247155	-1.360834595424562	0.000056832829056	0.000032291788126	0.568188996779612	0.798618175875859	1	4	3	2	3	6	4	7	7	7	5	8	9	10	9	9	11	11	12	12	14	14	13	14	13	15	16	16	18	15	17	16	18	16	19	18	18	19	21	18	21	0	3	1	1	1	2	5	11	0	11	7	9	9	9	12	10	0	15	14	16	25	18	15	20	16	24	24	20	24	21	30	22	27	21	37	20	25	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	3	1	2	1	2
92500	-233.809209078255265	-232.424528696523112	-1.384680381732157	0.000048568133706	0.000021062058696	0.433660037740581	0.653063752698961	0	3	1	2	1	7	4	8	6	6	7	9	10	9	8	10	9	12	11	12	14	13	14	14	13	14	17	14	16	15	16	17	17	15	19	18	18	18	21	19	22	0	1	1	1	1	2	5	11	0	7	10	9	12	9	9	11	0	14	14	8	25	14	18	20	16	16	21	20	20	25	25	14	25	21	33	26	31	25	32	32	36	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	1	2	4	2	1	1	1	1	2	2	1	2
93000	-243.299089959666645	-241.938015284827429	-1.361074674839225	0.000070896981374	0.000041523576623	0.585688922400711	0.718352225053099	0	3	2	3	3	6	4	6	5	7	7	6	10	9	10	8	7	12	12	12	14	14	14	14	12	15	16	15	18	14	16	17	17	18	18	18	18	20	21	19	20	0	1	1	3	3	2	5	7	0	8	7	9	14	9	12	8	0	15	14	10	11	14	19	20	11	20	30	24	24	25	30	18	21	27	27	24	31	33	23	23	28	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	3	2	3	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	3	2	3
93500	-205.477145244387856	-204.037273299357196	-1.439871945030662	0.000072945752615	0.000025285359264	0.346632372097054	0.763512579992912	1	4	2	3	3	4	5	8	5	6	7	7	8	9	9	10	10	11	11	11	15	13	13	14	12	16	17	16	16	14	16	18	17	17	18	19	19	20	22	20	21	0	1	1	3	1	3	5	10	0	7	10	9	9	12	12	11	0	14	14	11	25	19	19	20	8	24	21	24	24	25	30	18	21	30	31	29	34	33	40	32	36	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	3	1	2	1	1	1	2	1	2	1
94000	-237.274937832799452	-235.913122636744305	-1.361815196055139	0.000072447487676	0.000039053572174	0.539060406739828	0.713207893369739	-1	2	2	3	3	6	4	8	6	8	6	8	10	7	9	11	9	11	13	11	15	12	14	13	13	14	17	14	17	15	14	17	17	17	19	18	18	20	21	20	22	0	1	1	1	2	3	5	11	0	11	7	9	9	9	12	8	0	14	18	10	20	18	18	16	16	16	25	16	24	25	16	23	30	20	27	24	31	25	40	32	36	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	2	1	2	2	2	3	1	3	2	3	1	1	2
94500	-212.278453934120506	-210.912629324037795	-1.365824610082714	0.000049571443535	0.000024928417011	0.502878577519486	0.672437665112746	0	4	2	2	4	6	5	8	6	7	6	8	9	8	10	12	10	11	12	10	14	14	13	14	13	14	16	16	16	16	16	17	17	18	18	19	18	19	22	20	21	0	1	1	1	1	3	5	10	0	11	5	9	9	9	12	10	0	14	14	8	25	18	18	20	16	20	21	24	26	25	25	23	27	30	31	24	25	33	32	22	29	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	1	2	2	2	1	1	1	2	3	1	2	2	2
95000	-218.322919528011653	-216.953487753899338	-1.369431774112305	0.000046227326789	0.000022356969516	0.483631026689648	0.694166508123662	0	4	3	2	3	6	4	6	6	7	8	8	10	8	10	10	11	11	13	13	14	14	13	14	14	14	16	16	17	16	16	18	17	17	18	18	18	19	20	20	21	0	1	1	1	1	3	5	7	0	8	10	9	9	9	12	8	0	14	18	16	20	14	14	20	16	20	21	20	24	21	25	23	31	21	30	29	30	33	32	32	36	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	3	1	2	2	2	1	2	2	1	2	1	2	2	2	1	2	3	1	1	1	1	1	1	1	2	2
95500	-216.261316470234533	-214.866948559966545	-1.394367910267990	0.000050331547322	0.000020747061533	0.412207902130175	0.565104886962886	-1	2	2	2	3	6	5	7	6	8	8	8	9	8	9	12	9	11	12	11	12	13	13	13	13	15	15	14	18	16	16	16	18	17	19	18	18	20	20	20	21	0	1	1	1	2	2	5	7	0	8	8	9	9	9	12	11	0	14	14	10	10	18	19	10	16	24	25	24	24	25	21	23	34	21	34	20	31	33	32	32	36	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	2	1	3	1	3	2	1	2	2	2
96000	-231.222492064390593	-229.854336283373016	-1.368155781017589	0.000039082189909	0.000025905359564	0.662843091027292	0.769333165674837	-1	0	1	2	2	6	3	6	5	8	8	8	9	8	10	10	10	12	13	13	15	11	14	14	13	16	17	16	16	15	16	17	18	17	19	18	18	19	21	21	22	0	1	2	3	2	2	5	7	0	8	8	9	9	9	12	11	0	14	18	11	25	14	19	16	11	20	16	20	20	25	30	19	30	21	30	29	31	33	32	32	36	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	1	3	1	2	2	1	2	2	1	2	1	2	1	2	2	2
96500	-224.712595307422987	-223.298233160352737	-1.414362147070258	0.000073767311121	0.000027922006746	0.378514633667032	0.585077205960987	1	4	3	2	3	6	5	8	5	6	7	8	10	9	10	10	10	12	10	13	13	13	14	14	14	15	16	16	17	15	16	16	16	18	19	18	19	19	20	20	22	0	1	1	1	1	2	5	10	0	7	10	9	12	9	9	10	0	19	12	10	8	18	19	21	16	20	30	20	24	25	25	18	25	27	27	29	31	33	32	32	36	1	2	1	1	2	2	1	2	1	1	1	2	1	2	3	2	1	1	1	3	3	1	3	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	3	2
97000	-238.482183238157461	-236.898580563607538	-1.583602674549934	0.000079030553774	0.000019549967908	0.247372275329652	0.550961990228720	0	4	2	1	3	5	4	7	7	6	8	8	10	10	9	9	10	12	13	10	14	14	14	14	13	12	16	16	18	15	15	18	16	16	20	18	18	19	20	21	20	0	3	1	1	1	3	5	10	0	7	8	9	12	12	9	7	0	14	18	11	10	18	14	20	11	16	25	24	24	25	21	23	21	25	21	24	31	33	32	32	29	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	5	1	1	1	2	1	2	2	1	2	1	2	1	1	3	2	2	2	1	1	1
97500	-240.887560702674818	-239.525648214796462	-1.361912487878344	0.000042656829275	0.000025759229308	0.603871167779218	0.558457459302788	0	3	3	2	3	6	4	7	6	6	5	8	9	9	9	12	10	12	12	12	14	13	13	14	13	14	14	16	17	14	17	16	17	17	19	18	19	19	22	19	20	0	1	1	1	1	2	3	11	0	11	7	9	9	9	12	11	0	14	14	11	16	14	13	20	8	20	20	20	25	25	30	14	25	21	31	29	31	33	32	32	36	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	4	1	2	2	1	3	1	1	3	2	1	2	3	2	2	1	1	2	2	3	2	2
98000	-210.040204723558560	-208.607668516176773	-1.432536207381790	0.000068102285317	0.000024170787021	0.354918882797796	0.724949422862401	0	2	4	3	3	6	4	7	6	7	6	8	10	9	10	11	11	12	11	11	14	13	13	13	13	15	16	14	16	16	17	17	18	17	19	17	19	20	21	18	21	0	1	2	2	2	3	5	11	0	11	7	9	9	12	12	11	0	19	14	8	16	19	14	16	16	24	11	20	24	21	25	23	30	21	27	29	31	33	32	32	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	2	1	2	1	1	1	4	1	1	1	2	2	1	1	1	1	2	1	2	1	2
98500	-225.015665781907728	-223.654832969215505	-1.360832812692231	0.000059470755141	0.000033936569232	0.570642984963623	0.628220237739426	-2	1	3	2	3	6	4	7	6	8	6	8	10	8	9	12	10	11	11	12	14	13	13	14	13	14	16	16	17	15	16	17	17	17	19	19	18	20	20	21	22	0	1	2	1	2	3	5	11	0	11	7	9	9	9	12	10	0	14	14	10	25	18	18	20	8	20	16	10	24	25	16	23	30	21	30	29	31	33	32	23	36	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	3	4	2	1	2	3	1	2	2	1	1	1	2	6	2
99000	-210.756841205422347	-209.217518201152046	-1.539323004270299	0.000072916944681	0.000019687257199	0.269995640726730	0.759238576406403	0	2	2	3	2	6	3	7	6	7	7	9	9	9	8	12	10	12	11	13	13	13	12	15	14	14	16	15	17	15	17	17	17	17	19	19	19	19	20	20	21	0	1	1	1	1	2	3	7	0	7	7	15	9	9	9	8	0	19	14	16	16	18	14	20	21	20	21	20	24	25	30	23	27	21	27	29	31	25	32	23	36	1	1	2	2	1	2	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	2	1
99500	-235.437873086875811	-234.065263141189774	-1.372609945686042	0.000069370437182	0.000032626093419	0.470316964175345	0.609317615982310	0	3	4	2	1	6	4	8	6	5	7	9	8	9	8	11	11	10	12	12	14	14	13	14	13	14	16	16	17	15	16	17	17	17	18	19	19	19	22	21	21	0	1	1	1	1	3	5	2	0	4	10	15	9	9	9	11	0	14	14	8	25	18	14	20	16	16	21	26	24	25	8	23	21	21	27	29	35	33	32	23	29	1	1	2	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	2	3	1	3	2	1	1	2	1	1	1	1	3	2	2	2	1	1	1	1	3	3	3
100000	-214.533739092967551	-213.161008014731266	-1.372731078236286	0.000077912149284	0.000036607364887	0.469854383730462	0.809270284310972	0	2	2	3	2	5	4	7	6	8	7	8	10	9	10	11	11	11	13	10	13	13	13	14	14	16	16	16	16	16	17	17	17	17	19	18	19	20	21	21	21	0	1	1	2	1	1	5	7	0	8	7	9	9	9	12	10	0	14	18	10	16	18	14	10	21	24	21	24	24	25	25	19	25	21	34	24	30	33	32	32	29	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	3
