step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29
53500	-162.004732530083459	-160.453121856105980	-1.551610673977475	0.000087122622767	0.000022935539449	0.263255842398809	0.678432883442402	-3	0	3	2	3	5	5	6	7	7	9	12	15	15	20	21	20	23	23	23	24	25	27	27	26	29	27	31	30	0	1	2	2	2	3	5	6	0	8	8	11	12	12	12	17	14	12	16	15	16	21	25	25	22	23	21	24	25	1	1	1	1	2	1	1	1	1	1	2	2	1	2	3	1	3	6	1	2	2	1	1	1	1	2	2	1	2
54000	-152.677041287708334	-151.303801281902537	-1.373240005805805	0.000080615975685	0.000037723520176	0.467940998735581	0.693061314561392	-1	0	2	1	4	5	6	6	6	8	9	12	14	16	18	19	20	23	22	24	23	25	27	25	26	28	28	30	31	0	1	1	2	2	1	5	3	0	5	8	11	12	13	14	14	15	16	14	16	17	21	21	21	21	25	25	27	28	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	1	1
54500	-160.640788740842311	-159.056643890419025	-1.584144850423297	0.000080506211301	0.000019894806947	0.247121391325794	0.663094522450668	-3	-1	2	2	3	6	6	5	6	7	8	11	14	16	20	22	22	21	21	23	23	26	26	27	25	28	26	29	31	0	1	1	1	4	8	5	3	0	8	8	10	12	12	14	18	15	14	14	17	18	21	25	22	21	23	21	24	28	1	1	2	3	1	1	2	2	1	2	2	2	1	2	2	1	1	2	2	1	1	2	1	1	1	2	2	1	1
55000	-154.538584073826911	-152.744898457027290	-1.793685616799610	0.000073250940968	0.000013044268451	0.178076462623111	0.647062742792368	-1	0	3	2	3	4	5	6	6	7	9	13	13	15	20	21	22	24	22	23	23	25	25	27	26	28	26	29	30	0	1	1	2	2	4	3	6	0	8	10	11	11	13	13	14	15	15	14	16	16	21	21	23	19	23	19	27	28	1	1	3	1	1	2	1	1	1	1	1	2	2	1	3	3	1	2	3	1	1	1	1	1	2	1	2	2	1
55500	-159.051755594601929	-157.219645982869878	-1.832109611732043	0.000085505491725	0.000014476326675	0.169302887831654	0.608957823848450	-2	-1	2	1	4	6	5	5	6	8	9	12	14	16	20	22	20	23	20	24	24	25	26	26	26	29	28	29	30	0	1	1	2	2	5	5	3	0	8	8	10	12	13	14	14	14	17	14	18	16	21	21	14	21	23	25	21	27	1	1	2	1	3	1	1	1	1	2	2	2	1	1	3	2	2	1	2	1	2	1	1	4	1	1	1	3	1
56000	-170.389436862119226	-168.993033762772541	-1.396403099346691	0.000080248929278	0.000032760634561	0.408237653210336	0.662696070122626	-1	0	1	2	2	7	5	7	6	7	9	11	14	16	21	22	21	24	22	23	24	26	26	27	25	28	27	31	29	0	1	1	2	2	3	2	1	0	3	10	11	11	13	14	14	14	20	14	17	17	16	17	23	15	21	22	29	27	1	1	1	1	1	2	3	4	1	3	1	1	2	1	2	3	3	1	3	1	2	2	3	1	1	2	1	1	1
56500	-172.714433752550860	-170.287350179776126	-2.427083572774735	0.000102033114676	0.000009369042536	0.091823547343693	0.530081327310220	-2	0	2	1	4	5	6	6	7	7	9	13	14	14	20	20	22	22	21	24	22	26	26	26	25	28	27	29	30	0	1	1	2	3	5	5	3	0	3	10	10	12	11	14	14	16	13	12	15	16	21	25	21	21	23	21	24	24	1	1	3	1	1	1	2	2	1	2	1	3	1	2	2	2	1	4	4	2	1	2	1	2	2	1	2	2	2
57000	-162.400082090276385	-160.165264347702049	-2.234817742574344	0.000066287775995	0.000007234560976	0.109138689104433	0.665832567354170	-1	0	2	2	3	5	5	6	6	8	9	12	15	14	19	22	21	23	20	22	23	25	26	26	27	29	28	30	30	0	1	1	2	4	3	5	6	0	8	8	10	14	11	14	15	19	16	14	19	15	16	21	22	24	23	24	24	27	1	1	2	1	1	1	1	1	1	1	2	2	1	4	2	2	1	1	2	1	2	2	2	1	1	2	1	2	1
57500	-150.610211560751708	-149.125718581042207	-1.484492979709500	0.000075452335018	0.000023089036836	0.306008247855028	0.631756449499995	-1	1	3	2	3	6	5	5	7	7	10	12	14	16	19	20	21	23	22	24	22	26	25	27	26	29	27	29	30	0	1	1	2	2	3	5	3	0	8	8	10	12	13	14	14	14	17	14	19	16	17	21	19	21	23	19	24	28	1	1	1	1	1	2	1	1	1	1	2	3	1	1	2	2	3	1	4	1	1	3	2	2	2	1	2	1	1
58000	-147.514092728924822	-145.717801957376707	-1.796290771548111	0.000108094815667	0.000019181990422	0.177455230428354	0.773351231827444	-1	0	2	1	3	6	5	6	4	7	9	12	13	16	20	22	20	24	22	24	24	26	27	26	26	29	27	29	30	0	1	1	2	2	7	5	3	0	6	10	11	12	13	14	14	14	19	17	15	19	21	21	21	21	23	18	24	28	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	3	2	1	1	2	1	1	2	1	2	1	1	2	1
58500	-146.457362218385384	-145.014538184059205	-1.442824034326168	0.000077732304091	0.000026697885180	0.343459331256863	0.701799900550309	-1	0	3	2	2	6	6	6	7	8	10	12	14	15	18	22	21	23	21	24	23	25	25	25	27	27	27	31	29	0	1	1	2	2	2	5	3	0	8	10	11	12	13	14	14	15	19	14	16	19	21	21	21	15	23	24	25	24	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	3	2	1	2	1	1	1	1	1	4	1	1	2	2
59000	-164.066432781418087	-162.244108591798607	-1.822324189619484	0.000122279982924	0.000020966218864	0.171460760486061	0.669938165556197	-1	0	0	1	4	7	4	6	6	8	8	11	15	15	20	22	21	23	21	23	24	24	26	26	26	29	28	30	31	0	1	1	2	2	5	2	7	0	5	8	10	11	12	14	19	15	15	14	19	15	18	22	22	21	23	25	27	28	1	1	1	1	2	1	2	1	1	2	1	1	4	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1
59500	-147.522558807475264	-145.759537621060787	-1.763021186414487	0.000076053547151	0.000014123618722	0.185706245816137	0.711284847378131	-2	0	2	2	4	5	5	7	7	7	9	12	14	16	20	21	20	24	21	24	23	26	27	26	25	29	27	30	27	0	1	1	2	2	3	5	6	0	3	10	11	12	13	14	14	14	19	14	16	19	21	25	25	21	23	25	29	24	1	1	2	1	2	2	1	2	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1
60000	-140.817435965550658	-139.419416496907104	-1.398019468643561	0.000095508298444	0.000038699102786	0.405190998233243	0.846263946543393	0	1	2	2	3	7	5	7	6	8	9	12	14	16	19	21	20	23	22	23	24	25	26	25	26	28	27	29	30	0	1	1	2	2	7	5	3	0	8	10	11	12	13	14	15	14	15	15	17	19	21	18	18	21	23	24	24	24	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2
60500	-146.717445955529655	-145.318547402752898	-1.398898552776751	0.000068238372319	0.000027539038541	0.403571152202108	0.806182219074030	-1	0	3	2	3	6	5	6	6	7	9	11	13	16	20	20	21	23	22	23	22	26	27	26	26	28	28	30	30	0	1	1	2	2	3	5	3	0	8	8	10	12	13	14	14	16	19	15	16	15	16	22	21	21	25	25	24	23	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	2	1	1	2	1
61000	-151.045957495088800	-149.096349834172969	-1.949607660915833	0.000070067095643	0.000010283240449	0.146762761531525	0.672358954877486	-1	0	2	1	4	5	6	5	5	6	10	13	14	15	18	21	20	23	21	24	23	24	26	26	26	28	28	30	31	0	1	1	2	2	2	5	3	0	8	8	11	12	12	14	15	15	19	14	16	16	21	21	21	21	23	24	24	24	1	1	2	1	2	2	2	1	1	1	3	2	1	1	2	2	1	1	3	2	1	1	2	2	2	1	1	2	2
61500	-159.359833726718421	-157.657518433101217	-1.702315293617215	0.000085918934183	0.000017424581640	0.202802581355519	0.673882579090883	-1	0	3	1	3	5	5	5	6	6	9	11	15	16	20	20	21	23	22	24	23	25	27	24	26	28	25	30	29	0	1	1	2	2	3	2	3	0	8	10	11	10	13	14	13	15	19	14	19	15	21	25	21	19	23	24	25	21	1	1	1	1	1	1	2	1	1	1	1	1	5	1	2	2	1	1	2	1	1	1	1	1	2	1	1	2	2
62000	-160.894590847117286	-159.378037411045455	-1.516553436071833	0.000108801952137	0.000030859391515	0.283629024194100	0.554732978016238	-1	0	3	2	3	6	6	6	5	8	9	12	14	15	20	22	22	23	23	24	22	26	26	26	25	28	27	29	29	0	1	2	2	2	5	5	3	0	8	10	11	12	13	12	14	15	16	14	16	15	19	16	19	21	24	25	25	24	1	1	1	1	2	1	2	1	1	1	1	2	1	1	3	3	1	1	3	2	1	1	2	2	2	1	1	2	2
62500	-172.454866561155427	-170.584516005566883	-1.870350555588548	0.000079123969167	0.000012764576287	0.161323760942924	0.769989615082794	-1	0	1	2	3	4	5	7	6	6	8	12	14	16	19	21	21	22	21	23	24	25	25	27	26	29	26	30	31	0	1	1	2	2	3	5	10	0	1	8	11	12	12	14	14	14	15	14	15	16	18	21	17	21	23	16	21	24	1	1	1	1	2	1	2	1	1	2	1	2	1	2	2	3	2	2	2	2	1	1	1	3	1	2	2	2	2
63000	-157.100451997992081	-155.034167080872948	-2.066284917119141	0.000081513968551	0.000010522386363	0.129086910500268	0.507871341558900	-2	0	2	2	3	6	6	6	5	8	9	12	15	16	20	22	21	24	22	24	23	25	26	26	25	28	27	29	30	0	1	1	2	2	2	2	3	0	8	8	8	12	12	14	14	15	15	14	17	19	21	21	25	21	23	25	22	28	1	1	2	1	2	3	4	1	1	1	2	3	2	2	2	3	1	2	2	2	1	1	2	1	1	2	1	2	1
63500	-174.463060511018028	-172.505979647265718	-1.957080863752323	0.000070637929253	0.000010278435245	0.145508728153154	0.611132356950360	0	1	2	2	3	5	5	7	6	7	9	12	12	15	20	21	20	22	23	24	24	26	27	26	27	28	28	30	30	0	1	1	2	2	3	5	1	0	3	8	10	11	12	14	12	14	16	14	18	15	21	21	21	21	23	15	24	27	1	1	1	1	2	2	1	3	1	2	1	2	1	1	2	4	3	1	3	1	3	1	2	1	2	1	3	2	1
64000	-174.846913906219044	-173.198459987806615	-1.648453918412432	0.000076824364027	0.000016961763134	0.220786248589007	0.466867827324199	-1	0	2	1	3	6	4	5	7	6	8	12	14	16	20	20	19	22	22	23	24	26	26	26	26	29	27	27	31	0	1	1	2	2	7	2	3	0	8	8	10	12	12	14	14	14	15	13	16	15	21	19	21	19	23	15	21	24	1	1	2	1	1	1	3	1	1	1	2	3	1	2	2	2	1	1	4	2	2	2	2	1	2	1	3	3	3
64500	-152.291332968736441	-150.814630767460841	-1.476702201275599	0.000072335929391	0.000022580312293	0.312159012586885	0.699033263153526	-2	0	2	2	4	5	5	5	7	6	9	12	14	16	20	20	21	23	22	21	23	25	25	25	27	28	26	30	29	0	1	1	2	2	3	5	3	0	8	8	8	12	13	14	13	14	16	15	15	19	21	21	21	21	23	21	24	27	1	1	2	1	2	2	1	2	1	1	2	2	1	1	2	3	2	1	1	1	1	1	1	1	2	1	2	2	1
65000	-185.799260458681260	-184.261299281458946	-1.537961177222328	0.000085305163592	0.000023097862593	0.270767461438350	0.442353868037422	-2	0	1	2	3	3	6	6	6	7	9	10	15	15	20	21	21	23	22	24	23	25	26	26	26	28	27	30	31	0	1	1	2	2	1	5	3	0	8	6	8	12	12	14	15	13	16	16	18	14	18	19	19	19	23	25	21	25	1	1	2	1	2	2	2	4	1	1	4	3	2	3	3	1	3	2	1	1	3	1	2	2	2	2	1	4	3
65500	-135.220502211879221	-133.809167151768065	-1.411335060111164	0.000085098750649	0.000032591269196	0.382981758808427	0.744805572003193	-1	0	3	2	2	5	5	6	7	8	10	13	14	16	18	20	21	23	21	23	23	25	26	27	26	28	28	29	30	0	1	1	2	2	3	5	1	0	6	10	11	12	13	14	15	14	19	16	17	19	21	22	22	21	23	24	24	28	1	1	2	1	1	1	1	3	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
66000	-152.890872662983128	-151.050801148606070	-1.840071514377059	0.000080826134536	0.000013545118049	0.167583395229536	0.611193986575738	-1	0	2	2	3	7	5	6	7	7	10	12	14	16	20	22	21	23	22	24	24	25	26	26	26	28	27	29	30	0	1	1	2	2	8	5	1	0	3	10	8	12	13	14	14	15	15	14	19	19	19	15	15	21	23	25	25	23	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	3	1	2	3	1	1	2	2	3	1	1	1	1	1
66500	-155.654756136685506	-154.168409307048989	-1.486346829636517	0.000087041953972	0.000026512191698	0.304590952849999	0.650426733792744	-2	0	2	2	3	6	5	6	6	7	8	10	14	15	20	19	22	23	21	23	22	24	27	27	26	28	28	29	31	0	1	1	2	2	4	5	1	0	8	10	10	11	13	14	14	16	19	14	19	15	21	25	25	21	23	25	24	28	1	1	2	1	3	2	1	4	1	1	1	2	3	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1
67000	-167.177595409220032	-165.144503471150813	-2.033091938069209	0.000077336048242	0.000010342300814	0.133731953586431	0.638995658222026	-2	-1	1	1	2	5	4	7	7	6	10	11	14	16	21	21	21	23	21	22	24	26	26	25	26	27	28	27	30	0	1	1	2	2	3	5	10	0	3	8	10	12	13	14	13	14	19	14	16	19	15	21	15	21	23	22	22	24	1	1	2	1	2	2	1	1	1	3	2	3	1	1	3	3	2	1	2	1	1	2	1	2	2	1	1	1	2
67500	-146.035645554830637	-143.871767882782734	-2.163877672047911	0.000074331796663	0.000008687569001	0.116875541701318	0.865177302769463	-1	0	2	2	3	6	4	5	7	7	9	11	14	16	20	20	21	24	20	23	22	25	26	25	24	29	27	28	30	0	1	1	2	2	3	5	3	0	8	8	11	12	13	14	14	16	15	14	15	19	25	25	25	21	23	24	24	28	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1
68000	-161.899915533053161	-159.908020115212054	-1.991895417841107	0.000078803935481	0.000011024915994	0.139903114310541	0.554003881567527	-1	1	3	2	4	7	6	7	6	7	9	12	14	14	20	21	22	22	23	23	22	26	26	27	26	28	26	29	30	0	1	1	2	2	3	5	1	0	3	6	8	12	12	13	14	15	15	18	15	15	21	21	21	21	23	21	24	28	1	1	1	1	2	2	2	3	1	2	1	2	1	1	3	5	1	1	1	2	1	1	2	2	2	1	4	1	1
68500	-164.954336396950310	-163.531385734277961	-1.422950662672357	0.000066317403880	0.000024321511851	0.366744028377698	0.604535786809005	-3	-1	2	0	3	4	5	5	6	7	9	12	14	16	20	21	22	23	21	24	24	25	26	25	26	28	27	30	31	0	1	1	2	2	3	5	3	0	8	3	10	12	13	14	13	19	15	13	15	19	16	21	16	24	23	22	25	27	1	1	2	1	1	1	2	1	1	1	3	2	2	1	2	3	1	1	4	2	2	2	2	2	1	1	1	2	2
69000	-148.649165533345638	-147.073724875579842	-1.575440657765799	0.000085287059458	0.000021425663048	0.251218217438652	0.741380693909039	-3	0	3	2	3	5	5	7	7	8	10	12	13	16	20	21	21	23	22	23	24	25	26	25	26	28	27	29	27	0	1	1	2	2	3	5	6	0	8	8	10	12	12	14	15	14	15	16	17	19	21	24	15	21	23	24	22	24	1	2	2	1	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1
69500	-149.696870845012029	-147.982744461680426	-1.714126383331610	0.000067241833692	0.000013397394835	0.199241961434221	0.749529277434292	-1	0	3	2	3	6	4	5	4	7	9	11	13	16	20	21	21	23	22	23	22	25	25	26	26	28	28	30	31	0	1	1	2	2	3	5	3	0	8	10	11	12	13	14	14	15	15	14	15	15	21	21	16	22	23	22	25	28	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	3	1	2	2	2	1	2	1	2	1	2	2	2	1
70000	-147.957067688346598	-146.346499472012624	-1.610568216333980	0.000082266092054	0.000019376134390	0.235530021015441	0.684465735361379	-1	0	1	1	2	6	6	3	6	6	9	11	15	16	20	21	22	23	22	24	24	24	26	26	26	29	28	30	31	0	1	1	2	2	3	5	1	0	8	10	11	12	13	14	14	15	15	14	19	15	15	22	22	22	23	22	24	28	1	1	1	1	1	3	2	2	1	2	1	1	2	1	2	2	1	1	3	1	2	2	1	1	1	1	2	1	1
70500	-140.102578546734435	-138.675829224975701	-1.426749321758731	0.000072742206712	0.000026326053035	0.361908914021824	0.784268164605708	-1	0	2	1	2	5	6	7	7	7	9	12	14	16	20	20	20	23	22	24	23	24	25	27	26	28	28	29	30	0	1	1	2	2	3	5	3	0	6	10	11	12	13	14	14	14	14	17	16	19	21	21	21	21	25	25	24	28	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	2	3	1	2	1	1	1	2	1	1	1	1	1
71000	-156.646694681361595	-154.778110926496680	-1.868583754864902	0.000096777235066	0.000015646691215	0.161677394527522	0.622508905825232	-1	0	3	2	3	5	5	5	5	7	8	13	14	16	19	21	21	24	22	24	23	25	26	24	26	28	27	29	31	0	1	1	1	2	2	5	3	0	8	10	11	12	13	13	14	14	13	14	19	17	21	22	21	18	23	18	27	28	1	1	2	1	2	2	1	2	1	1	1	2	1	1	2	2	2	4	3	1	1	1	1	1	1	2	2	1	1
71500	-157.681493832183349	-155.796182475118258	-1.885311357065103	0.000118768543291	0.000018811024717	0.158383896908091	0.678774310112897	-1	1	3	2	4	7	6	5	5	8	10	11	14	15	20	21	19	23	22	23	23	25	26	27	26	28	28	31	27	0	1	2	2	2	3	5	2	0	3	6	10	12	12	17	15	14	16	15	16	19	18	21	22	21	23	23	24	25	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	1	2	2	2	1	1	1	2	1	2	1	1	2	1
72000	-161.227367259911318	-159.717072029484569	-1.510295230426738	0.000074191072223	0.000021342852798	0.287674138657698	0.704928611481834	-1	0	2	2	3	5	4	6	6	7	9	12	14	16	19	22	22	23	21	23	22	25	26	26	25	28	27	30	31	0	1	1	2	2	3	5	1	0	6	10	8	12	13	14	14	14	16	14	19	15	16	17	21	21	25	22	25	28	1	1	2	1	2	2	1	4	1	1	1	3	2	1	2	3	3	1	2	1	1	2	3	3	1	1	1	2	1
72500	-154.850535789353415	-153.108271024918906	-1.742264764434517	0.000118669333710	0.000022693167047	0.191230255847019	0.609119411240390	-1	0	2	1	3	7	5	6	6	7	9	11	13	16	19	22	21	23	22	24	23	25	26	25	26	27	28	29	30	0	1	1	2	2	8	5	3	0	3	6	8	12	13	14	15	15	15	15	15	15	21	21	21	20	20	25	24	28	1	1	1	1	1	1	1	3	1	3	1	2	1	2	1	2	1	2	2	3	2	1	1	1	1	2	1	2	1
73000	-172.545938567089365	-170.486429554906351	-2.059509012183020	0.000088149430767	0.000011460563910	0.130012908876105	0.689782016632990	-1	0	3	1	3	6	5	4	6	8	10	10	14	16	19	22	20	22	21	23	22	24	25	27	25	28	28	31	30	0	1	2	2	2	8	5	3	0	8	6	10	12	13	14	14	14	15	14	16	17	19	22	25	21	23	22	24	21	1	1	3	1	2	2	1	1	1	2	3	1	2	2	2	3	2	1	2	1	1	2	1	1	1	1	1	2	4
73500	-141.396606959916852	-139.686791906854694	-1.709815053062149	0.000063892404772	0.000012812177000	0.200527387337357	0.679012340187232	-1	0	2	1	2	6	6	7	6	8	10	11	14	16	20	21	22	23	21	23	23	25	26	27	24	28	26	30	29	0	1	1	2	2	3	5	6	0	8	8	10	12	13	14	14	15	16	14	17	15	25	21	22	15	23	21	29	24	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1
74000	-161.738416150381738	-160.329813264705962	-1.408602885675766	0.000069703420108	0.000026987581817	0.387177297398108	0.537879157650653	-1	1	2	2	3	6	6	4	6	8	9	11	14	15	20	21	22	24	23	23	23	25	25	26	26	28	28	30	30	0	1	1	2	3	1	5	1	0	6	8	11	10	13	14	15	14	15	16	17	17	21	21	21	21	21	24	17	24	1	1	2	1	1	3	2	3	1	1	2	1	3	1	2	1	4	3	1	1	1	1	1	1	2	3	1	3	2
74500	-162.203290936249431	-160.656726216055091	-1.546564720194329	0.000122482329711	0.000032577354072	0.265975950565348	0.563890705993281	-2	0	2	2	2	6	3	6	6	8	9	12	13	16	19	21	21	23	22	23	24	26	26	26	26	28	27	31	30	0	1	1	2	2	3	5	3	0	1	6	11	12	13	13	13	15	17	17	17	19	19	19	21	21	23	21	24	24	1	2	1	1	1	2	1	2	1	6	1	1	1	1	2	5	1	1	1	1	1	1	1	1	1	1	2	3	2
75000	-151.688551335432180	-150.034714805896016	-1.653836529536172	0.000077903166402	0.000017048741358	0.218845294037370	0.564341714025511	-1	0	2	1	3	6	4	6	6	8	10	12	14	16	20	20	20	23	21	23	22	25	26	25	25	27	27	30	30	0	1	1	2	2	3	5	1	0	8	10	11	12	13	14	14	14	16	13	16	15	21	25	21	19	23	25	24	24	1	1	2	1	1	2	1	5	1	1	1	1	1	1	2	2	2	2	3	1	1	2	1	1	2	1	1	2	2
75500	-165.252628988357998	-163.800831342404706	-1.451797645953281	0.000059031878440	0.000019735327452	0.334316440096771	0.582232540955300	-1	1	3	2	3	7	5	6	6	8	9	12	13	15	20	22	22	21	21	23	24	25	26	26	26	28	27	29	31	0	1	2	2	2	3	5	3	0	6	10	10	10	13	14	19	15	14	14	14	16	21	21	21	14	23	24	22	28	1	2	1	1	1	1	1	2	1	1	1	2	3	1	3	1	2	4	3	4	1	1	1	1	5	1	1	2	1
76000	-161.966830772158630	-159.910534066629538	-2.056296705529105	0.000064152236022	0.000008369031405	0.130455802073546	0.614996885700985	0	1	2	2	3	6	4	6	7	7	10	12	14	16	20	21	21	24	22	24	24	25	26	26	26	28	28	29	31	0	1	1	2	2	3	5	3	0	6	10	10	12	13	13	14	14	15	14	17	14	16	22	21	21	23	18	22	25	1	1	1	1	1	2	1	2	1	1	2	2	2	1	3	2	3	2	2	1	3	2	1	1	1	1	2	3	2
76500	-147.507681563823297	-146.096282330688638	-1.411399233134673	0.000057952990953	0.000022189338890	0.382885137161319	0.783953988340514	-1	1	1	2	3	6	5	4	6	7	9	12	15	16	19	22	21	24	22	23	23	25	27	26	26	29	28	31	30	0	1	1	2	2	8	5	3	0	8	8	11	12	13	14	15	15	19	15	16	15	16	21	16	21	23	25	25	24	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	1	1	2	2	2	2	2	1	1	2	1
77000	-144.037468157606185	-142.661921588332405	-1.375546569273778	0.000073777388537	0.000033923784423	0.459812756937871	0.858310456544826	-2	0	2	2	3	5	6	7	3	6	9	12	14	15	20	21	22	23	22	22	24	25	26	27	26	28	27	29	30	0	1	2	2	2	3	5	10	0	6	8	11	12	12	14	15	15	19	16	15	15	21	21	21	21	23	25	24	28	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1
77500	-152.515282654835545	-150.926674111937700	-1.588608542897849	0.000077133399985	0.000018903614300	0.245076896695957	0.669883802342875	-2	0	2	2	3	5	5	6	5	8	10	13	15	15	20	20	22	24	23	24	23	24	26	26	25	29	27	29	30	0	1	1	2	2	3	5	3	0	8	10	11	12	12	13	14	15	15	14	15	17	21	25	25	21	23	25	24	28	1	1	1	1	2	1	1	2	1	1	1	2	1	2	3	2	1	2	4	2	1	1	1	1	1	2	1	2	1
78000	-172.341689782200490	-170.352666961460415	-1.989022820740084	0.000080078076941	0.000011239078132	0.140351498959841	0.743850795448836	-1	0	3	1	3	5	5	7	6	6	8	11	14	16	20	21	20	21	22	23	22	26	25	25	26	28	28	29	27	0	1	1	2	2	5	5	10	0	6	10	11	11	12	14	13	14	13	15	16	15	21	19	16	21	23	24	29	24	1	1	1	1	2	1	1	1	1	1	1	2	3	2	2	4	2	4	2	1	1	1	1	2	2	1	2	1	1
78500	-135.386230130100643	-133.783246724120460	-1.602983405980190	0.000083781900613	0.000020001730610	0.238735699047776	0.838553041654214	0	1	2	2	3	4	6	6	5	7	9	11	14	16	19	21	21	22	23	24	23	25	26	27	27	29	27	29	30	0	1	1	2	2	3	5	6	0	8	10	11	12	13	13	15	15	16	16	17	15	21	22	21	22	23	22	24	24	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2
79000	-165.796918539966157	-163.868163011378471	-1.928755528587697	0.000074844876960	0.000011253916396	0.150363215936688	0.677943026582515	-1	0	2	1	3	5	5	6	6	6	10	11	14	16	20	20	21	22	21	24	22	25	27	26	26	29	27	28	29	0	1	1	2	2	3	3	1	0	3	10	8	12	13	14	14	16	15	14	17	13	21	22	21	22	24	24	25	21	1	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	1	1	2	1	3	2	1	2	1	1	1	1	4
79500	-152.084532807418157	-149.568539190911906	-2.515993616506246	0.000068817031046	0.000005864885115	0.085224326392814	0.743542189383018	0	1	3	2	3	7	6	5	5	7	8	11	14	16	21	21	22	22	23	24	23	25	26	27	27	29	27	31	30	0	1	2	2	2	2	5	3	0	8	8	10	12	13	14	14	14	16	16	17	15	21	21	21	21	25	21	29	25	1	1	1	1	1	2	2	1	1	1	1	2	3	1	2	2	3	1	1	1	1	1	2	2	2	1	2	1	1
80000	-147.216562273805010	-145.787342125334220	-1.429220148470779	0.000078676155467	0.000028234635123	0.358871566049521	0.621575715483457	-1	0	2	2	3	6	6	4	5	7	8	12	14	15	20	21	21	24	22	24	24	25	25	26	26	28	28	30	31	0	1	1	2	2	3	5	3	0	8	6	11	12	13	14	14	15	19	14	15	19	21	19	21	22	25	24	24	25	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	3	1	1	3	2	1	1	1	1	1	1	1	2	2
80500	-145.319703920964571	-143.835470419994465	-1.484233500970109	0.000077673192095	0.000023784152519	0.306207996314971	0.601102938602044	-1	0	2	2	3	6	5	7	6	8	9	11	13	15	20	21	22	24	23	23	23	25	25	26	25	29	27	31	31	0	1	2	2	2	1	5	6	0	8	8	10	12	13	14	15	16	15	16	15	16	15	21	21	21	23	24	24	24	1	1	1	1	2	3	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	3	1	1	1	2	1	1	2
81000	-177.008112955128297	-175.241891176597107	-1.766221778531191	0.000098300976154	0.000018174015350	0.184881331411892	0.529888566496702	-1	0	2	1	3	3	5	6	6	8	8	12	14	15	21	20	21	22	22	23	23	25	24	25	25	26	28	31	29	0	1	1	2	2	1	5	4	0	3	5	11	12	13	14	13	14	16	14	17	15	21	16	21	21	23	15	24	24	1	1	1	1	1	1	2	1	1	2	2	2	1	1	4	3	3	1	3	1	1	1	1	1	1	1	3	3	2
