step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52
27000	-290.156007783323048	-288.722814432292353	-1.433193351030667	0.000067002239521	0.000023728950873	0.354151608102362	0.701122439438722	1	-1	0	1	3	2	5	5	6	3	4	5	6	6	8	10	9	10	9	13	11	11	10	10	16	13	13	14	12	13	14	15	15	15	16	15	16	17	20	20	19	19	22	21	21	25	23	25	30	34	33	34	3	0	2	2	4	2	5	5	11	6	10	5	8	5	8	15	9	15	15	15	8	19	19	0	27	21	23	23	24	24	19	30	24	26	24	30	21	36	33	41	37	38	41	0	40	47	40	40	47	49	49	49	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	3	2	2	1	1	1	1	1	2	2	2	3	1	2	1	2	1	3	1	2	1	2	1	2	1	1	1	2	2	4	3	1	2
27500	-308.709654722983828	-307.308880793086587	-1.400773929897232	0.000056223738060	0.000022500617776	0.400197826626682	0.568912863154161	1	-1	0	3	3	2	5	5	5	4	2	4	7	6	8	9	9	10	9	12	9	10	11	10	15	13	15	14	13	12	15	16	16	14	13	16	17	18	21	19	20	22	23	21	21	25	23	25	30	33	33	35	3	0	2	11	2	2	5	5	4	6	2	11	8	6	5	6	6	15	15	15	13	19	22	0	19	21	22	22	30	24	23	29	24	21	24	30	26	36	33	34	37	38	41	0	40	41	37	47	48	49	47	50	1	1	1	1	3	2	1	1	1	1	1	1	1	2	2	3	3	1	1	2	1	1	1	1	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	3	2	2	1	1	1	2	3	2	2	1	4	2
28000	-305.451730174864849	-303.995710762687054	-1.456019412177785	0.000059295051045	0.000019582308753	0.330251992501252	0.510552655026791	1	-2	0	1	3	3	4	6	5	4	5	5	7	6	8	10	8	10	11	13	12	10	12	10	14	13	15	13	13	12	14	16	15	15	15	16	18	18	20	19	21	21	21	21	23	23	23	25	32	33	32	34	3	0	2	2	2	4	6	4	6	5	4	7	8	6	8	13	6	15	22	18	11	8	19	0	28	21	22	22	24	24	23	35	24	26	24	29	26	36	30	37	34	38	26	0	40	37	40	47	48	49	48	50	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	4	2	1	1	1	1	2	2	2	2	1	1	2	1	2	1	3	1	4	1	3	2	3	1	2	3	2	2	3	1	4	1
28500	-287.933880314925659	-286.490593282510304	-1.443287032415336	0.000063143020017	0.000021656130306	0.342969504787920	0.651216841986757	1	-1	0	1	4	3	6	4	6	2	5	6	6	5	7	10	10	10	9	13	10	10	11	11	16	14	14	14	13	13	14	16	15	15	15	16	17	18	20	19	20	21	21	21	23	25	24	25	31	34	33	35	3	0	2	2	2	1	5	6	5	4	4	4	5	5	2	8	5	15	15	18	13	19	19	0	28	21	23	22	24	24	22	35	24	26	24	30	26	36	33	37	37	38	37	0	43	43	40	41	47	49	48	49	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	2	3	2	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	2	2	2	2	2	1	1	2	3	2	4	1	4	2
29000	-316.277424341920494	-314.633726987413581	-1.643697354506904	0.000082948333436	0.000018458586642	0.222531133265068	0.478973949305389	1	-2	0	2	2	3	4	5	6	4	5	5	6	7	8	10	11	9	9	12	9	11	10	10	15	13	14	14	12	12	14	14	15	16	14	15	18	19	18	19	20	21	22	22	22	24	23	24	31	33	33	35	3	0	2	2	2	5	5	10	4	5	6	7	8	11	13	13	5	8	8	11	5	19	19	0	19	21	22	23	24	24	19	29	30	26	24	30	26	36	35	26	37	38	37	0	41	40	45	43	46	49	46	51	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	3	3	2	2	2	3	2	1	1	3	2	2	2	1	2	3	1	2	2	2	1	2	2	2	3	2	2	2	1	1	2	1	1	4	1	5	1
29500	-290.518543702592126	-288.982299635882782	-1.536244066709361	0.000056786726396	0.000015431682107	0.271748048991653	0.514663852821277	1	-1	0	1	3	4	5	5	7	4	5	6	6	6	9	9	10	11	10	11	10	11	12	11	14	12	14	13	12	12	14	15	15	16	14	15	17	18	19	19	21	20	22	21	21	24	21	25	30	32	33	34	3	0	2	2	4	4	5	4	14	4	5	7	8	5	8	8	14	15	15	15	16	19	19	0	22	21	19	22	24	24	28	35	30	26	24	35	34	36	29	26	37	38	37	0	37	47	37	41	37	49	45	50	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	3	4	2	1	2	1	2	2	2	1	6	1	5	1
30000	-290.937786638879459	-289.423281687523456	-1.514504951355998	0.000060124659483	0.000017131783571	0.284937723034144	0.591188573885999	1	-1	0	1	2	2	3	4	7	4	6	5	7	5	7	11	11	9	11	12	11	9	10	11	14	13	13	14	12	13	15	16	15	15	15	15	17	17	20	19	20	19	22	20	23	24	23	25	30	33	32	35	3	0	2	2	2	2	6	6	6	5	14	7	8	5	4	8	9	15	22	18	13	15	22	0	23	21	22	19	24	24	25	29	24	26	24	24	26	36	33	37	40	38	41	0	41	43	41	43	48	51	48	50	1	1	1	1	1	1	1	2	3	2	1	1	2	1	3	3	2	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	1	4	2
30500	-285.162712254345138	-283.791172026632069	-1.371540227713084	0.000078829401395	0.000037406976970	0.474530775419031	0.606408329116914	1	-1	0	1	3	3	4	3	6	3	5	5	6	7	7	10	11	10	8	12	11	10	11	10	14	13	15	14	13	12	15	15	16	15	15	15	17	18	21	20	21	21	22	21	23	25	23	23	30	31	32	34	3	0	2	2	4	4	4	4	7	2	5	5	8	4	13	13	14	15	15	15	14	19	19	0	23	21	28	23	24	24	22	29	24	26	24	30	26	36	35	37	40	38	37	0	40	43	41	43	48	49	48	49	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	2	2	2	1	3	2	2	1	1	1	1	1	1	2	2	3	1	4	1	2	2	2	2	3	2	1	2	2	1	1	1	1	1	2	1	4	2
31000	-293.601537573753262	-292.219969797079216	-1.381567776674055	0.000074979400062	0.000033120646801	0.441729952134009	0.640849559229286	1	-1	0	2	3	3	5	5	6	4	5	6	7	5	7	10	12	10	9	12	12	11	10	11	15	13	15	13	13	12	13	15	15	15	15	15	16	19	19	18	20	21	22	21	21	23	23	25	32	33	33	34	3	0	2	2	2	4	5	6	6	6	10	7	8	6	5	13	9	15	8	18	9	23	19	0	18	21	23	23	30	24	23	29	30	21	29	30	26	36	33	37	26	38	37	0	34	43	40	47	48	49	49	50	1	1	1	2	2	1	1	1	2	1	1	1	1	1	3	2	2	2	2	2	2	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	3	1	3	1	2	1	2	1	2	1	3	1	1	1
31500	-279.136530807302222	-277.533523335264363	-1.603007472037859	0.000069776425204	0.000016657403599	0.238725379664678	0.765533358032245	1	-1	0	1	3	3	4	5	6	4	5	5	7	5	9	11	10	8	10	13	12	11	12	10	15	14	14	14	13	12	15	15	15	15	15	15	17	17	20	19	20	20	21	21	23	25	24	23	31	33	33	35	3	0	2	2	1	3	5	5	14	5	2	7	8	5	18	8	14	5	18	15	16	19	19	0	27	21	19	22	24	24	23	29	24	26	29	30	26	36	29	37	37	38	40	0	41	43	43	40	48	49	49	50	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	2	2	2	3	1	1	1
32000	-281.643537424266128	-280.199352413745373	-1.444185010520762	0.000068669908240	0.000023486851097	0.342025374712881	0.597741105248577	1	0	2	1	4	3	5	5	6	3	6	6	7	4	8	10	10	10	9	12	11	11	11	11	16	13	14	14	13	12	12	16	14	16	14	15	17	18	21	18	20	22	22	21	23	24	22	25	31	33	34	34	2	0	1	2	4	4	10	6	6	2	14	10	8	4	8	8	9	15	15	15	7	19	19	0	20	16	23	19	30	24	19	33	24	26	30	24	34	36	33	34	40	38	41	0	41	47	34	47	48	49	49	50	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	2	1	1	2	3	1	1	1	2	1	1	3	1	1	2	1	2	2	1	2	1	2	5	1	1	3	2	1	2	1	3	1	3	1	2	1
32500	-273.690065440123021	-272.329233290474065	-1.360832149648955	0.000050784401812	0.000028949137219	0.570039937185352	0.687909080261924	1	-1	3	1	3	3	4	5	6	3	3	6	6	5	7	10	11	10	9	13	11	10	11	11	14	14	14	14	14	12	14	15	15	15	14	16	17	17	19	18	21	21	22	20	22	24	23	24	29	32	33	34	2	0	1	2	2	4	2	11	4	4	4	5	8	11	7	13	16	15	15	16	9	19	19	0	19	21	23	23	30	24	19	24	35	26	30	29	26	36	29	37	40	38	40	0	37	45	40	47	48	49	49	50	1	1	1	1	2	1	2	1	3	1	1	2	1	1	2	2	1	1	1	1	3	1	1	1	2	1	2	2	2	1	2	2	1	1	1	2	2	1	2	1	2	2	2	1	2	1	2	1	3	2	2	1
33000	-280.343002958211002	-278.910141689222655	-1.432861268988371	0.000075461455717	0.000026754006331	0.354538698955352	0.724407929487221	1	-1	0	2	4	2	2	4	6	3	5	6	6	7	8	10	10	10	9	13	12	10	12	11	15	14	13	14	13	12	14	16	15	13	15	16	16	18	19	19	19	21	23	21	23	25	23	24	31	32	33	34	3	0	2	2	4	2	2	6	5	4	5	7	8	5	13	13	14	15	14	18	16	19	19	0	28	21	22	19	24	24	22	29	30	21	29	33	26	36	35	37	37	38	40	0	40	47	40	47	46	49	49	50	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	1	3	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	2	1	2	1	3	1	2	2
33500	-271.020984199770851	-269.602491254746951	-1.418492945023917	0.000052650677546	0.000019622776499	0.372697511483862	0.659751708566064	1	-1	0	1	4	4	5	6	6	3	5	6	6	7	8	10	12	11	10	13	12	11	12	11	15	13	13	14	14	13	14	16	15	15	15	15	17	19	20	19	21	21	22	21	22	25	22	24	30	32	33	34	3	0	2	2	4	4	6	5	6	2	6	7	6	2	8	8	16	15	15	15	16	19	22	0	23	21	23	19	24	24	23	29	24	26	30	24	26	36	35	37	37	38	37	0	37	41	37	45	48	49	50	50	1	1	1	1	2	1	1	2	1	2	1	1	1	4	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	2	2	2	3	1	2	1	2	1	3	2	3	1	3	1	1	2
34000	-295.289666957194811	-293.873209918173870	-1.416457039020931	0.000064200353198	0.000024108919620	0.375526277014322	0.573956819497354	1	-1	0	2	4	3	4	4	6	2	5	6	6	6	8	8	10	11	11	11	10	10	12	10	14	13	15	14	14	12	15	15	16	15	14	16	17	18	20	20	21	21	21	22	22	24	23	24	31	33	32	34	3	0	2	2	4	4	4	4	5	2	4	7	6	5	8	13	14	15	15	22	15	15	22	0	23	21	22	22	30	24	19	29	24	26	24	30	26	36	35	37	37	38	37	0	41	45	37	43	46	49	49	50	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	2	2	2	1	1	1	2	1	1	2	2	2	1	2	2	1	4	1	2	2	1	1	4	2	2	2	2	1	1	1	2	3	3	2	1	1
34500	-297.384643037006867	-295.976922259312857	-1.407720777694005	0.000073068132641	0.000028391893360	0.388567386814721	0.627281507347112	1	-3	0	2	3	2	3	6	6	3	5	6	5	7	8	10	11	11	10	12	12	8	11	11	16	13	15	13	13	12	15	15	15	16	16	15	17	17	21	19	20	21	22	21	22	25	23	24	31	32	34	35	3	0	2	2	2	2	2	13	11	6	7	7	5	11	5	8	11	19	22	22	8	5	19	0	28	21	23	19	24	24	28	29	24	26	30	24	26	36	33	34	34	38	40	0	40	47	41	45	47	49	49	50	1	1	1	4	3	3	3	1	1	1	1	1	1	1	3	2	3	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	1	4	1	1	1
35000	-289.870123180031044	-288.082864487185418	-1.787258692845653	0.000088549373838	0.000015905812981	0.179626487369052	0.732339938904406	0	-2	-1	2	4	3	5	5	5	4	4	6	7	7	8	9	11	9	11	12	11	10	11	10	15	14	14	13	14	12	13	16	14	15	14	16	17	18	20	19	20	21	21	22	21	25	22	24	30	32	33	35	3	0	2	2	6	4	6	6	1	6	4	11	8	1	9	13	9	15	22	15	13	15	22	0	28	21	22	22	24	24	22	29	24	21	30	33	21	36	33	26	26	38	37	0	40	47	37	47	46	49	49	50	1	1	1	1	1	1	1	1	3	1	1	1	1	3	2	1	2	1	1	2	2	1	1	1	1	1	3	1	2	1	1	1	2	2	1	1	3	1	2	2	3	1	2	1	1	1	2	2	2	1	1	2
35500	-271.654857976638482	-270.170896490316011	-1.483961486322492	0.000074537467671	0.000022839603941	0.306417760819685	0.700536339448938	1	-1	0	2	3	3	4	5	6	4	5	5	7	6	8	10	8	11	11	12	10	10	12	11	15	13	14	14	13	13	14	15	15	15	14	15	17	18	19	19	21	21	22	22	22	25	23	24	31	32	33	35	3	0	2	1	4	2	4	5	6	4	5	7	8	2	4	13	9	14	22	15	8	15	22	0	19	21	19	23	24	24	19	30	24	26	24	30	26	36	29	37	40	38	41	0	37	45	41	43	48	49	50	50	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	3	1	2	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	2	1	3	1	1	1	1	1	2	2	2	2	3	1	1	2
36000	-314.649580742077262	-313.087000585739190	-1.562580156338090	0.000076439143516	0.000019687385208	0.257556329152565	0.664003005310299	1	-2	0	1	3	3	5	6	6	4	6	6	7	5	8	10	11	11	10	12	12	11	12	10	13	14	15	13	13	13	13	15	14	15	13	14	18	17	20	20	21	21	22	20	22	23	23	23	31	33	34	35	3	0	2	2	4	2	5	5	5	4	5	7	10	5	8	13	5	15	15	18	16	19	19	0	22	21	23	19	24	24	19	30	24	26	24	35	26	35	35	37	34	38	37	0	37	45	37	45	46	49	49	50	1	1	1	2	1	2	1	2	2	2	2	1	2	1	1	2	4	2	1	1	2	1	2	1	1	1	2	2	3	3	1	1	2	1	2	1	2	2	2	2	3	1	3	1	1	1	2	1	3	1	2	1
36500	-282.194630362021428	-280.827886187330932	-1.366744174690516	0.000054493734680	0.000027103474400	0.497368634377072	0.556588141651559	1	-1	0	2	3	2	4	5	6	4	4	5	7	6	8	9	11	11	11	12	10	10	12	11	15	13	13	14	14	12	15	15	14	14	14	15	17	17	20	20	20	20	22	22	22	24	23	24	30	34	33	35	3	0	2	2	2	2	4	5	11	4	6	7	8	11	6	5	9	15	22	18	16	15	22	0	23	21	19	22	30	24	27	29	24	21	24	33	34	36	33	37	37	38	26	0	40	41	40	47	48	49	49	51	1	1	1	2	2	2	1	1	1	1	1	1	1	1	3	2	3	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	1	2	1	3	2	2	2	4	1	1	2	2	1	3	2	2	2
37000	-289.778777781029362	-288.106760905238900	-1.672016875790477	0.000070685359026	0.000015023391458	0.212538942499625	0.637124904831353	1	0	2	2	4	3	4	5	7	3	5	6	7	6	7	11	11	9	11	11	11	9	11	9	16	14	14	15	14	12	14	15	14	15	13	15	17	18	20	19	21	21	22	19	23	23	24	24	30	32	32	34	2	0	1	2	4	2	6	2	6	4	4	7	11	6	4	13	11	15	22	18	11	15	22	0	27	21	19	22	30	24	23	30	24	26	24	33	26	36	33	26	40	38	37	0	37	40	40	46	48	49	49	50	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	3	1	1	1	3	1	2	1	1	2	2	3	1	2	1	1	2	1	2	1	2	1	2	3	1	1	3	1	5	1	3	1	3	1	1	2
37500	-284.666648062882587	-283.186878818601087	-1.479769244281524	0.000056344002097	0.000017449679513	0.309698971733532	0.587384892751245	0	-1	3	2	4	3	5	5	6	4	5	6	7	6	8	10	10	11	11	12	12	9	11	9	16	13	14	13	14	13	14	15	14	15	15	15	17	18	20	19	20	21	22	21	22	24	23	25	31	32	33	34	2	0	1	2	4	4	6	5	5	4	4	7	8	6	5	8	4	15	22	15	13	15	22	0	19	13	19	19	30	24	19	29	24	26	24	33	26	36	30	37	37	38	40	0	41	41	40	47	48	48	48	51	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	3	2	1	2	2	1	1	1	3	2	2	1	1	2	1	1	2	1	2	1	2	1	4	1	2	2	1	1	1	2	2	1	5	2	4	1
38000	-277.926701959390357	-276.544512668368441	-1.382189291021916	0.000054011095760	0.000023768143693	0.440060386821873	0.765592491429658	1	0	3	2	2	4	5	4	6	2	3	5	6	7	8	10	9	10	11	12	11	10	12	11	15	13	14	14	13	13	14	15	15	16	16	14	18	18	18	19	20	19	23	21	22	25	22	24	28	33	32	34	2	0	1	2	2	11	8	11	2	2	2	6	8	3	8	13	14	15	22	18	13	15	22	0	19	21	23	22	24	24	19	29	24	26	24	24	26	33	35	37	40	38	41	0	41	43	41	43	48	49	49	51	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	3	2	4	2	1	1	1	1	1	1	1	1	1	1	2	4	2	1
38500	-288.732300657313374	-287.360278807848488	-1.372021849464880	0.000050945709464	0.000024077148072	0.472604039196094	0.638638861212796	1	0	2	3	3	3	5	5	5	4	4	6	6	7	8	10	11	11	10	12	11	11	9	10	14	12	12	14	14	12	14	16	15	15	14	15	17	18	19	19	20	22	22	21	21	23	24	25	31	34	33	34	2	0	1	2	2	1	6	5	1	5	4	7	8	4	8	13	14	23	23	18	7	19	15	0	27	21	22	22	24	24	22	35	24	26	24	35	34	33	33	37	37	38	37	0	41	41	37	43	47	49	49	49	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	3	2	2	1	2	2	1	2	2	2	3	1	1	2	2	1	4	2	1	1
39000	-281.587761645547459	-279.902927765819925	-1.684833879727555	0.000066843101849	0.000013924010614	0.208308864020006	0.663561395711108	1	0	2	2	3	3	6	4	6	3	5	5	7	7	6	10	11	11	10	10	11	8	11	10	16	14	14	15	12	13	14	15	13	15	14	16	16	18	20	20	20	21	21	21	22	25	24	24	31	32	33	35	2	0	1	2	2	2	11	4	5	4	5	4	8	11	4	13	9	15	22	15	8	15	19	0	28	6	23	27	24	24	23	33	24	21	24	33	26	36	30	37	37	38	37	0	43	43	45	41	47	49	49	50	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	2	4	1	1	1	1	4	1	1	1	1	2	1	2	2	2	1	1	1	3	2	2	1	2	1	1	2	1	2	3	1	1	2
39500	-269.081396392492593	-267.488093764811254	-1.593302627681329	0.000079789229653	0.000019386097225	0.242966341556574	0.724480770724640	1	0	3	2	4	4	4	5	5	4	6	5	6	6	8	10	12	10	11	12	11	10	12	11	16	13	14	14	13	12	14	15	16	15	16	15	17	17	18	19	20	21	22	22	21	25	24	25	31	33	33	34	2	0	1	2	4	4	4	3	5	4	5	7	8	5	8	9	6	15	22	18	14	15	22	0	28	21	22	22	24	24	23	29	30	26	24	30	21	36	35	26	37	38	37	0	37	41	41	43	48	49	49	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	3	1	1	3	2	2	4	1	2	3	2	1	2	1	1	1
40000	-290.537186044811676	-289.176353641320816	-1.360832403490888	0.000061153473305	0.000034879004319	0.570351975681611	0.641977840742845	0	-1	3	3	1	2	5	6	6	4	5	5	6	7	8	10	9	10	11	13	12	10	12	11	15	14	15	14	13	13	14	15	15	15	16	16	16	18	20	20	21	21	22	20	22	24	23	24	31	34	33	33	2	0	1	2	2	2	4	11	11	5	4	4	11	11	13	13	6	4	22	15	16	8	19	0	28	21	23	23	24	24	23	29	24	26	24	30	26	36	33	37	40	38	40	0	41	41	43	41	41	52	43	49	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	2	3	2	1	2	2	2	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	5	1	5	2
40500	-309.533636890760079	-307.928910525487993	-1.604726365272092	0.000067763483492	0.000016127085534	0.237990798337273	0.579750841739611	-1	-2	2	0	3	1	2	5	7	3	4	5	7	6	6	11	11	9	9	13	12	10	11	10	15	13	14	14	13	12	14	16	12	16	15	15	17	18	20	19	20	22	23	21	23	24	22	24	32	33	32	35	2	0	1	2	6	4	2	5	10	6	4	10	8	5	6	13	3	15	15	15	13	19	22	0	23	21	22	23	33	24	19	35	24	21	30	29	34	36	29	37	37	38	37	0	40	47	40	43	45	51	43	50	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	2	4	1	2	3	4	1	1	1	3	1	2	2	1	2	3	1	1	2	2	1	1	2	4	1	2	3	3	1	2	1	2	1	5	1	4	1
41000	-283.410922490844257	-281.800256321046504	-1.610666169797769	0.000077329943636	0.000018210368333	0.235489222891055	0.611499799134813	1	-1	3	3	3	2	5	5	7	4	4	5	6	6	7	10	11	11	9	12	12	11	12	11	15	14	14	13	14	12	14	15	15	15	14	16	16	18	19	18	20	21	22	21	23	24	23	24	32	34	32	35	2	0	1	2	2	2	11	4	14	6	2	5	8	5	13	13	9	15	15	15	13	19	19	0	23	21	22	19	30	24	18	29	24	26	30	24	26	36	33	26	40	38	37	0	41	41	40	43	43	49	48	51	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	2	2	2	1	2	4	1	2	1	2	1	2	2	1	1	1	1	2	1	1	3	1	1	3	2	2	1	3	1	1	2	2	1	6	1	4	2
41500	-282.218205063739219	-280.701297271758733	-1.516907791980515	0.000069906812741	0.000019811878941	0.283404122781437	0.646742177849837	1	0	2	1	3	3	5	5	4	4	6	5	7	6	8	10	10	11	11	11	12	9	11	11	15	13	15	14	13	12	14	14	16	15	16	15	17	18	20	18	20	20	21	20	21	23	23	24	30	33	33	34	2	0	1	2	4	4	6	9	6	2	4	5	8	2	11	13	11	15	22	15	14	15	22	0	23	21	22	19	24	24	22	24	30	26	30	29	26	36	35	37	40	38	40	0	37	37	37	43	48	49	49	51	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	3	1	2	1	1	1	4	1	1	1	2	2	3	1	2	2	2	1	2	1	2	1	2	1	2	3	3	2	3	2	1	1
42000	-305.042914234085629	-303.038637901757966	-2.004276332327638	0.000090370930242	0.000012471035545	0.137998308871792	0.508942194082506	0	-1	2	3	3	3	5	5	6	2	6	5	4	7	7	8	11	11	11	12	11	9	11	10	16	13	15	14	13	13	15	16	16	15	14	15	17	18	20	19	21	21	22	22	22	24	23	24	31	33	33	35	2	0	1	2	2	2	5	5	5	2	2	6	10	11	8	8	9	15	22	18	8	15	22	0	27	21	28	19	24	24	23	29	24	26	24	30	26	30	29	37	26	33	40	0	37	43	40	45	48	49	49	50	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	4	1	2	1	1	2	1	2	2	1	2	2	4	1	2	1	2	2	3	1	4	3	2	1	3	1	1	1	3	1	1	2
42500	-276.190305101276238	-274.526839362713304	-1.663465738562936	0.000071493366578	0.000015403859265	0.215458580321671	0.638291704783205	1	0	2	2	3	3	2	5	5	3	5	5	7	4	7	9	11	10	9	12	11	11	11	11	14	13	14	13	14	13	15	16	14	15	16	15	16	17	19	19	20	22	20	21	22	25	21	25	31	33	33	35	2	0	1	2	4	2	2	10	5	1	2	10	8	10	11	8	11	15	11	15	16	19	18	0	23	21	23	22	24	24	19	30	24	26	33	30	26	36	35	37	37	38	37	0	47	43	37	47	48	49	49	50	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	2	1	1	1
43000	-273.966181629689117	-272.364770420682646	-1.601411209006451	0.000088105768595	0.000021093572361	0.239411932924562	0.677669324062642	1	0	2	2	2	4	5	5	7	3	5	6	6	5	8	8	10	9	10	10	11	11	12	10	16	13	13	15	14	13	14	15	14	15	14	16	17	18	20	20	20	22	22	22	22	24	23	25	29	33	34	34	2	0	1	2	2	4	6	6	6	2	4	7	8	5	11	8	14	15	15	15	16	19	19	0	28	21	19	23	24	24	23	30	24	26	24	35	34	36	33	37	37	38	37	0	40	43	37	47	46	49	49	49	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	2	3	2	1	1	1	2	2	1	1	1	2	2	2	3	2	1	1	1	2	1	2	1	2	2
43500	-296.117156801288957	-294.753330037342437	-1.363826763946527	0.000056472679020	0.000029210209216	0.517244970891224	0.660469653082079	1	-1	3	2	3	4	5	5	5	4	5	6	7	6	9	11	11	8	10	13	9	9	12	11	15	12	13	12	13	13	14	16	15	15	16	16	17	18	18	20	20	21	22	20	22	25	24	24	30	31	31	34	2	0	1	2	2	1	4	2	5	4	2	7	8	9	18	13	13	8	22	15	11	18	22	0	19	21	22	22	24	24	23	33	24	26	30	30	26	36	30	37	37	38	41	0	40	41	45	41	48	49	46	51	1	1	1	2	2	1	1	2	1	1	4	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	2	2	1	2	1	3	2	1	2	1	1	1	2	1	2	2	1	3	2
