step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52
78000	-275.069727026179237	-273.367319286325994	-1.702407739853234	0.000102259763662	0.000020735644573	0.202774227423168	0.683767621806884	0	-1	2	1	2	3	5	5	7	4	4	6	7	7	8	11	11	9	10	13	11	10	11	11	16	13	14	14	13	13	15	15	15	15	15	15	15	18	19	19	20	22	22	21	21	24	24	24	31	33	33	34	2	0	1	2	4	5	4	11	6	5	6	7	8	6	13	13	5	15	15	22	9	15	22	0	27	16	22	22	24	24	19	29	24	26	24	24	26	36	33	37	37	38	45	0	40	43	43	40	47	49	48	49	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	4	1	2	2	3	1	1	1	1	1	2	2	1	1	3	1	2	2	2	2	1	1	2	2	2	2	1	1	2	1	1	2	2	1	4	2
78500	-300.047464392236350	-298.637888700976532	-1.409575691259832	0.000064272832131	0.000024787766471	0.385664761445276	0.597248532825511	1	0	3	2	3	3	4	3	6	3	5	5	6	7	8	9	11	9	11	13	11	8	12	10	15	14	14	14	13	13	15	15	14	16	14	16	17	18	21	20	20	21	22	21	22	24	24	24	28	32	34	34	2	0	1	2	2	4	4	4	4	4	5	7	8	6	6	2	18	7	22	15	18	13	22	0	19	16	19	22	24	24	27	33	24	26	24	24	26	36	29	37	37	38	37	0	37	43	37	41	47	49	49	50	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	4	1	2	2	2	1	1	2	1	2	2	1	2	1	2	1	1	2	1	2	2	1	1	3	2	2	2	2	1	2	1	3	2	2	2	4	1
79000	-283.660713929645340	-282.219493787434942	-1.441220142210424	0.000058359526284	0.000020144099027	0.345172421873869	0.678369103721379	1	0	3	2	3	3	5	5	7	2	4	6	7	6	7	9	11	11	11	12	11	11	9	10	15	13	13	15	13	13	14	15	16	15	15	16	15	18	21	18	20	22	21	20	22	23	23	25	31	34	32	35	2	0	1	2	4	4	11	6	7	2	2	7	8	11	8	13	14	15	23	15	16	23	15	0	23	21	23	23	24	24	19	29	24	26	24	30	26	33	30	37	37	38	34	0	41	40	45	46	48	49	48	49	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	2	1	1	3	1	2	2	2	2	1	1	3	1	3	2	1	1	3	2	2	2	3	1	1	3	1	1	3	2	3	1
79500	-272.645906140011505	-271.216497462758866	-1.429408677252653	0.000057748230379	0.000020711005498	0.358643119656775	0.652165312172202	1	0	2	2	3	2	5	6	7	3	4	6	4	5	7	10	12	9	11	13	12	9	12	11	14	13	14	12	13	12	14	16	14	15	15	15	17	18	21	19	21	22	23	20	22	24	23	25	30	34	33	35	2	0	1	2	4	2	4	13	5	6	4	7	6	5	13	8	9	15	18	15	8	15	22	0	23	21	28	22	24	24	28	33	30	26	24	29	26	36	33	37	40	38	40	0	41	43	40	43	41	51	49	50	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	3	1	2	1	2	1	1	1	2	1	4	1	2	1
80000	-275.500985970983606	-274.093725230718007	-1.407260740265581	0.000068622641972	0.000026714762551	0.389299534144458	0.760759200976158	0	-1	1	1	3	3	5	4	6	4	5	6	6	6	8	11	10	10	11	12	12	9	10	11	15	13	15	13	14	13	15	16	16	16	16	16	17	18	21	19	21	19	20	21	21	24	23	25	31	33	32	34	2	0	1	2	2	4	6	2	11	5	6	7	8	7	8	13	4	15	22	18	16	15	22	0	19	16	23	22	30	24	28	30	24	26	30	30	26	36	35	37	40	38	26	0	43	41	40	47	48	49	49	50	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	1	2	2	2	1	3	1	2	1	3	1	1	1	2	1	3	2	1	1
80500	-291.741205757669888	-290.298094203756307	-1.443111553913592	0.000062044777685	0.000021290969910	0.343154906903495	0.704381314997072	0	-1	2	2	3	2	5	4	6	3	4	5	5	4	8	8	11	10	11	12	10	7	12	11	15	12	13	12	13	13	14	15	15	15	15	16	17	17	18	19	20	21	21	21	22	24	23	25	30	33	32	34	2	0	1	2	6	2	5	6	11	6	6	14	8	4	14	13	16	16	22	18	16	13	22	0	27	21	28	22	24	24	19	29	30	26	30	30	26	35	33	34	37	38	41	0	41	45	43	41	40	49	49	49	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	2	1	2	2	2	2	1	1	1	1	1	2	5	2	1	2
81000	-258.565252673330235	-257.145423390073802	-1.419829283256433	0.000051191871804	0.000018985999864	0.370879188332472	0.630696990937324	1	0	2	2	3	4	5	6	5	3	5	6	5	6	8	9	11	10	10	11	11	11	12	11	15	13	14	15	14	13	13	16	15	15	16	15	17	18	20	19	19	21	21	22	23	24	23	24	31	33	32	34	2	0	1	2	2	5	5	13	5	2	5	7	5	4	13	13	6	15	15	16	16	19	22	0	19	21	22	27	30	24	22	29	24	26	30	24	26	36	33	37	37	38	37	0	43	40	43	43	48	51	48	50	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	4	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	1	1	2	1	1	3	1	3	1
81500	-294.394153349260478	-292.855223309106464	-1.538930040153992	0.000080019755419	0.000021622764313	0.270217825587693	0.594039377763403	0	-1	2	1	3	1	5	5	6	3	5	5	6	6	7	11	10	10	9	11	11	9	11	10	15	13	14	13	13	13	13	15	14	15	15	15	16	18	19	19	20	21	22	20	22	24	23	24	31	33	33	35	2	0	1	2	6	2	10	5	5	6	5	5	8	7	8	13	11	15	9	18	13	15	22	0	31	21	23	22	24	24	23	33	24	21	24	33	26	30	33	37	34	38	40	0	40	43	40	43	46	49	45	50	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	1	2	2	1	2	2	3	1	2	2	3	2	2	1	3	1	1	1	2	1	4	1	6	2
82000	-290.151467500448291	-288.342340358806609	-1.809127141641668	0.000057923856442	0.000010104933772	0.174452020167169	0.718175043899834	0	-2	2	2	2	2	5	4	5	3	4	4	6	7	8	10	11	10	11	12	12	9	12	11	16	12	14	14	13	12	15	15	16	14	15	16	16	18	20	20	20	20	22	22	23	25	23	25	31	33	31	35	2	0	1	2	2	2	12	5	6	4	4	4	8	11	8	13	16	15	22	18	16	15	22	0	28	16	23	23	30	24	27	29	24	26	24	35	26	36	33	26	37	38	40	0	43	43	40	47	48	49	46	50	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	3	3	2	1	2	1	1	2	2	1	4	1	4	2
82500	-301.365778136064989	-299.964874158297107	-1.400903977767865	0.000063780831043	0.000025510285330	0.399967904345066	0.615396207396709	0	-1	2	2	3	4	6	5	6	4	5	6	6	6	8	10	11	10	10	12	11	9	11	10	14	13	13	14	14	12	14	16	15	15	13	16	17	18	20	19	20	21	22	22	23	25	20	24	29	32	33	34	2	0	1	2	2	4	6	4	4	2	4	6	8	10	8	13	6	22	22	15	8	15	22	0	23	21	22	23	35	24	22	35	24	26	24	35	26	36	30	26	37	38	47	0	47	47	37	41	48	49	47	50	1	1	1	2	2	1	1	2	2	2	2	1	1	1	2	2	3	1	1	2	3	1	2	1	1	1	2	2	1	2	2	1	1	1	2	2	1	2	3	3	2	2	1	1	2	2	2	2	3	2	4	2
83000	-299.805473316369671	-298.419445830863083	-1.386027485506596	0.000065914184982	0.000028367807760	0.430374854326688	0.665519027197750	1	0	3	2	2	3	4	5	6	3	4	6	5	4	7	10	11	10	9	12	12	11	12	11	15	13	14	15	13	12	14	16	16	15	15	15	17	19	18	19	20	22	23	21	21	23	22	25	31	33	30	34	2	0	1	2	1	2	4	2	6	4	5	7	6	4	8	8	11	15	15	15	16	19	22	0	22	16	22	22	30	24	16	24	24	26	30	30	26	36	32	37	37	38	40	0	40	40	40	43	47	49	45	51	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	2	1	2	1	2	3	1	1	2	2	3	1	2	2	2	2	5	1	4	2
83500	-284.161800359390838	-282.777485389260391	-1.384314970130440	0.000060577834150	0.000026325398804	0.434571476077254	0.584894700774038	1	0	2	3	3	2	5	5	7	3	5	6	7	6	7	11	11	10	9	12	11	10	11	10	15	13	15	13	12	13	14	15	14	15	15	16	17	18	20	20	20	22	22	21	23	24	23	25	31	33	33	34	2	0	1	2	6	2	10	4	11	2	6	7	8	4	8	18	14	15	15	15	13	19	22	0	31	16	23	22	24	24	23	29	24	26	24	30	26	33	30	37	37	38	37	0	41	37	40	43	48	49	48	50	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	1	3	2	2	2	3	2	2	2	3	1	1	2	2	2	4	2	3	1
84000	-270.539463097035423	-268.841919539612718	-1.697543557422686	0.000078488290445	0.000016033336074	0.204276790625655	0.643594529140139	1	0	2	3	4	2	6	5	6	3	5	6	6	6	8	10	10	9	9	12	12	11	12	11	16	13	14	15	13	13	14	15	15	15	15	16	17	17	20	18	20	22	21	21	23	23	23	25	31	33	32	35	2	0	1	2	6	2	4	6	11	2	10	4	8	8	8	13	5	13	15	18	16	19	19	0	23	16	22	27	24	24	23	30	24	26	24	33	34	36	30	37	37	38	41	0	41	41	43	47	45	51	48	50	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	4	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	3	1	2	2	1	1	2	1	2	1	3	1	3	1
84500	-291.260853597892776	-289.735157351365388	-1.525696246527370	0.000058937965727	0.000016382452163	0.277960936745665	0.649519965572164	0	-1	2	2	3	3	6	5	6	3	4	5	6	5	7	10	12	10	8	12	9	10	10	10	14	13	12	15	14	12	14	15	14	15	15	16	17	18	20	19	21	21	22	21	23	25	23	25	30	32	32	34	2	0	1	1	4	4	11	5	5	2	10	4	11	6	13	13	5	19	15	18	13	19	19	0	19	21	19	22	24	24	23	33	30	26	30	29	26	36	33	37	40	38	40	0	40	41	37	41	48	49	49	47	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	3	1	1	1	1	1	2	1	2	1	3	2	2	1	2	1	2	1	2	1	2	1	3	1	1	1	2	1	1	3	4	2	3	1	1	4
85000	-302.437467007320549	-300.861974638860204	-1.575492368460360	0.000093031826846	0.000023368984089	0.251193434351697	0.552205992140707	1	-1	3	2	2	3	4	5	6	3	5	5	7	7	8	10	11	11	9	11	12	10	10	11	16	14	14	14	13	12	14	15	15	16	15	16	16	18	21	19	20	20	23	20	23	24	23	25	31	34	33	34	2	0	1	1	2	4	6	5	5	2	10	2	8	4	13	4	6	19	9	15	9	19	19	0	28	21	20	23	30	24	19	29	30	26	24	33	26	29	33	37	37	38	26	0	40	45	40	45	47	49	49	49	1	1	1	1	2	1	1	1	2	2	1	3	1	1	1	2	4	1	2	2	2	1	1	1	1	1	3	2	1	1	2	1	1	1	2	1	1	2	3	1	2	1	4	1	2	1	2	1	4	2	1	2
85500	-294.246886729462119	-292.636218676780743	-1.610668052681361	0.000089391564401	0.000021050679943	0.235488438807877	0.674523912301283	1	0	3	3	4	2	5	5	7	4	6	6	6	7	8	10	11	11	10	13	11	11	12	12	15	13	15	14	14	13	13	16	16	15	14	15	17	18	21	20	20	20	22	21	21	24	24	24	31	33	33	35	2	0	1	1	6	2	3	5	11	4	5	7	8	11	4	13	11	14	15	15	15	19	19	0	19	8	20	23	24	24	19	29	29	26	24	35	34	35	33	37	34	38	37	0	37	41	40	41	43	49	49	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	4	2	1	2	2	1	1	1	2	4	1	1	1	1	2	1	1	1	2	1	1	2	2	2	3	1	2	1	2	2	3	3	4	1	1	2
86000	-287.650249572604935	-286.232421040755469	-1.417828531849472	0.000048695263449	0.000018193171712	0.373612758677434	0.675390303682843	1	0	2	2	3	2	4	4	7	3	4	6	6	5	8	9	9	7	9	12	11	11	12	9	15	13	14	14	14	12	14	15	15	14	16	16	17	19	20	19	19	22	22	22	22	25	23	25	31	33	33	35	2	0	1	2	4	2	4	2	5	4	6	14	8	6	18	2	9	8	15	15	16	19	19	0	28	16	19	22	30	24	20	29	24	26	29	33	26	33	33	37	26	38	41	0	41	41	41	43	48	49	49	50	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	5	1	2	1	2	1	2	2	1	1	2	2	2	2	2	1	1	3	1	1	1	3	1	2	1	3	1	2	1	1	3	2	1	3	2	1	1
86500	-291.051048725025794	-289.443184942636890	-1.607863782388892	0.000090844994272	0.000021499596189	0.236662419999024	0.611189504073276	1	0	3	3	3	2	5	3	6	4	5	6	6	6	7	11	11	10	10	12	12	11	11	11	16	13	13	14	13	13	15	14	15	15	14	15	16	18	20	20	20	22	21	21	22	24	23	24	28	33	31	34	2	0	1	2	1	2	5	1	2	6	5	7	8	5	8	10	14	15	15	18	8	19	19	0	19	21	22	23	24	24	27	29	24	26	24	35	26	36	33	37	37	36	37	0	41	37	40	47	48	51	49	50	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	3	2	1	2	1	3	1	1	1	3	1	2	2	1	2	1	1	2	1	2	1	1	2	3	2	2	4	2	1	1	5	1	1	2	1	2	1
87000	-256.509184186517416	-254.991031407562815	-1.518152778954601	0.000073114133796	0.000020663325124	0.282617382601096	0.769522635878691	1	0	3	2	3	2	4	5	7	4	5	6	7	6	8	10	11	10	11	11	11	10	12	11	16	13	13	15	13	13	14	15	15	15	15	16	16	18	21	18	19	22	23	20	23	25	21	23	31	33	33	34	2	0	1	2	4	2	6	5	5	5	5	7	8	5	8	13	11	15	22	18	13	15	19	0	27	16	19	22	24	24	23	30	29	26	24	35	26	36	35	37	37	38	41	0	37	45	41	47	48	49	49	50	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	3	2	1	2	2	1	3	1	1	1	3	1	1	1
87500	-276.896646327678923	-275.284159700315968	-1.612486627362957	0.000086469703781	0.000020297355527	0.234733723371189	0.729728488133071	1	0	2	1	3	2	6	5	7	2	4	5	6	6	8	10	12	10	11	12	12	10	11	10	16	14	14	14	12	13	15	15	14	16	15	15	17	18	21	19	20	21	22	20	20	25	24	25	30	32	33	35	2	0	1	2	4	2	5	10	5	4	6	6	8	11	9	8	16	15	22	18	13	9	22	0	19	21	23	22	24	24	23	30	24	26	24	33	26	33	33	37	40	38	40	0	40	47	40	47	48	49	50	51	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	2	1	2	1	2	2	3	1	1	2	2	1	1	1	2	1	2	2	1	1
88000	-301.767136468851334	-300.323329313581041	-1.443807155270282	0.000052696951921	0.000018044580397	0.342421710154358	0.560934748376984	1	0	3	2	1	3	3	5	6	3	4	5	6	5	8	10	10	11	11	12	12	10	12	11	13	14	15	14	14	13	14	16	14	16	15	15	17	17	21	19	20	21	23	22	21	24	24	24	31	32	32	35	2	0	1	2	2	4	2	6	11	2	4	7	8	6	11	11	9	15	22	15	11	9	22	0	22	21	22	19	24	24	25	29	24	26	24	30	26	36	35	37	37	38	45	0	40	40	43	41	48	49	49	50	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	4	2	3	1	2	4	2	2	1	1	1	2	2	1	2	1	2	2	1	2	2	2	2	3	2	2	2	1	1	2	3	1	2	3	1	1	2
88500	-284.977251480343114	-283.453089435721893	-1.524162044621197	0.000079213264781	0.000022092024003	0.278892986724053	0.664496693851063	0	-1	2	1	4	3	6	6	7	3	5	5	7	6	8	11	9	11	11	11	11	10	12	11	16	14	14	14	13	12	14	15	14	16	16	15	17	17	20	19	20	20	22	21	20	22	24	24	30	32	34	35	2	0	1	2	6	4	5	5	6	4	6	6	2	6	5	13	14	15	22	15	13	9	19	0	28	21	19	23	30	24	22	29	24	26	30	24	26	36	30	21	37	38	41	0	37	41	43	37	47	49	49	50	1	1	1	1	1	1	2	1	2	1	1	1	4	1	2	2	1	2	1	2	2	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	4	4	1	2	1	1	1	1	1	2	2	1	2	2
89000	-280.584580426008870	-279.171621216044628	-1.412959209964258	0.000066661982716	0.000025369038668	0.380562318052869	0.701972062624104	1	0	2	2	3	2	3	5	6	4	4	6	7	6	8	10	9	11	10	12	11	9	12	11	16	11	14	14	13	12	15	15	15	15	15	16	17	18	20	19	20	21	21	21	22	25	23	25	31	33	33	34	2	0	1	2	2	2	3	6	6	4	4	7	8	11	8	13	10	15	22	15	13	15	19	0	23	17	19	23	24	24	27	29	29	26	24	35	26	36	35	37	37	38	37	0	37	43	37	40	43	49	49	50	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2	3	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	2	2	2	2	3	1	1	1
89500	-290.333942951954100	-288.678591057127676	-1.655351894826448	0.000073044104424	0.000015945903635	0.218305142633608	0.635467177761932	1	0	3	2	2	4	5	5	7	3	5	6	6	5	7	8	10	11	11	10	11	11	8	10	15	13	14	12	14	11	15	16	15	15	13	15	16	19	21	19	20	21	23	20	22	25	23	25	30	32	32	34	2	0	1	2	2	5	10	5	6	2	5	10	4	6	8	13	14	15	23	15	13	23	15	0	18	21	19	23	24	24	28	29	30	26	24	29	26	36	33	37	34	38	41	0	40	47	41	47	48	49	49	50	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	3	2	1	1	2	1	2	2	2	1	2	2	2	2	2	1	2	2	3	2	2	1	2	1	2	1	2	1	2	1	1	2
90000	-293.633844186696081	-292.140894421230769	-1.492949765465301	0.000052599600411	0.000015762924982	0.299677656465162	0.669644366942443	0	-1	2	2	3	3	5	4	6	3	6	5	3	5	6	10	12	11	10	11	11	8	12	11	14	13	14	13	13	13	12	15	15	15	15	16	17	19	20	20	20	21	22	21	22	24	23	25	30	34	32	32	2	0	1	2	2	2	5	13	6	4	14	5	2	6	6	8	14	15	22	11	8	15	22	0	22	21	19	19	24	24	22	29	24	21	30	30	34	36	35	34	37	38	37	0	40	45	41	41	48	52	49	49	1	1	1	2	1	3	1	1	1	1	1	1	2	1	2	3	4	2	1	2	4	2	2	1	3	1	2	2	1	1	2	1	2	2	1	2	1	2	2	3	2	1	2	1	1	1	2	3	2	1	1	1
90500	-252.219872079404439	-250.588294557529451	-1.631577521874984	0.000080619776114	0.000018309465863	0.227108865166153	0.762116253225044	1	0	3	2	4	2	5	6	5	3	6	6	7	6	8	10	11	10	11	13	11	10	12	11	16	13	14	14	13	13	15	15	16	15	16	15	18	18	20	20	20	21	22	21	20	23	23	25	32	33	34	35	2	0	1	2	6	2	6	4	4	2	5	7	11	9	8	8	9	15	22	15	8	15	22	0	19	21	19	22	24	24	20	29	30	26	30	30	34	36	35	37	37	38	41	0	37	40	41	40	48	49	49	50	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	3	1	1	1
91000	-276.988111284126944	-275.550156333599034	-1.437954950527887	0.000083318819626	0.000029056662975	0.348740693942187	0.731505216215769	1	0	2	1	3	3	5	5	7	3	2	6	6	5	8	10	12	11	11	12	10	10	12	11	14	13	13	13	13	12	15	16	16	14	14	16	18	19	19	19	21	21	23	21	22	25	23	24	30	32	33	35	2	0	1	2	4	2	5	4	5	11	2	7	4	11	13	15	21	16	22	18	13	15	22	0	22	16	19	22	24	24	28	29	30	26	30	30	34	33	33	37	37	38	40	0	40	47	41	37	47	49	49	50	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	3	2	1	2	2
91500	-282.506762895493353	-281.130818544860801	-1.375944350632531	0.000052630143571	0.000037266845798	0.708089381282316	0.574326250878576	1	0	2	2	3	3	5	5	7	4	4	5	6	7	7	10	11	10	9	12	9	10	12	10	15	12	14	14	14	12	14	15	15	16	14	15	17	19	18	19	21	22	21	21	22	24	23	25	31	33	34	32	2	0	1	2	2	4	6	5	11	5	4	10	8	11	5	13	9	15	15	15	14	19	22	0	19	21	19	22	30	24	19	29	30	26	30	30	26	36	35	37	40	38	40	0	40	45	41	41	48	52	49	49	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	3	1	2	2	1	1	2	1	2	2	1	1	2	3	2	1	2	2	2	1	2	1	1	3	4	1	1	1
92000	-270.987022143198487	-269.474868577384882	-1.512153565813581	0.000070808538450	0.000020283690809	0.286458261288305	0.679139406095250	1	0	3	2	2	4	5	5	6	3	3	4	6	6	8	9	11	10	9	11	12	11	12	11	15	13	13	14	13	13	14	14	15	15	15	14	17	16	19	20	20	20	22	19	22	25	22	25	31	33	32	35	2	0	1	2	2	5	11	6	6	2	2	5	8	5	14	13	14	15	15	15	8	19	22	0	22	21	19	22	24	24	23	30	24	26	24	24	34	36	33	37	37	38	37	0	40	43	40	40	45	49	49	50	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	3	1	1	2	3	1	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	1	2	2	2	2	2	1	1	2	1	2	4	1	1	2
92500	-289.830742056919348	-288.371894813515667	-1.458847243403690	0.000054752364326	0.000017937242937	0.327606728183756	0.630471194796139	0	-1	2	2	2	3	5	6	6	4	4	6	5	4	7	9	12	10	10	11	12	11	12	10	16	14	14	14	13	13	14	16	15	15	16	15	16	18	20	19	19	21	21	22	22	24	23	24	31	33	34	34	2	0	1	2	1	2	11	13	7	5	5	7	4	5	8	2	4	15	15	15	8	19	22	0	31	21	22	23	24	24	19	33	24	26	24	24	26	36	33	37	37	38	37	0	40	41	40	40	37	49	49	50	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	4	4	2	2	2	3	1	1	1	1	1	2	2	2	2	2	1	2	1	3	2	1	1	3	2	2	1	2	1	2	2	2	3	7	1	2	1
93000	-262.657516975565500	-261.098282368349373	-1.559234607216129	0.000050691417200	0.000013142494259	0.259264683948224	0.632877838810396	1	0	3	3	2	2	4	4	6	2	4	6	6	5	7	10	11	11	9	11	11	11	11	11	15	12	15	14	13	13	15	16	15	14	15	16	16	19	20	20	20	21	22	21	22	24	23	25	31	33	33	35	2	0	1	2	2	1	5	5	4	2	6	7	8	5	8	8	14	15	15	15	13	19	19	0	22	21	23	19	24	24	28	35	24	26	24	24	26	36	30	37	26	38	37	0	40	43	40	47	48	49	49	50	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	1	2	2	1	1	1	2	1	2	3	1	1	1	1	2	1	2	2	2	1	3	2	4	1	3	1	1	1	2	1	3	1	1	1
93500	-267.864685106461081	-266.397602115298525	-1.467082991162556	0.000054922701074	0.000017587752420	0.320227375503999	0.680977664969648	0	-1	2	2	2	3	5	5	5	3	4	6	6	7	7	10	11	9	9	13	10	10	11	9	15	14	14	14	13	12	13	15	15	16	16	15	16	19	21	20	21	21	22	21	23	24	23	25	30	32	32	35	2	0	1	2	2	2	2	11	5	5	5	7	8	9	7	13	16	15	15	18	13	19	19	0	31	21	22	22	24	24	19	29	30	26	33	30	26	36	35	37	37	38	40	0	41	43	41	47	48	49	49	50	1	1	1	2	1	2	3	1	2	1	1	1	1	1	1	2	1	1	2	2	3	1	2	1	1	2	3	2	2	2	2	1	1	1	1	2	1	2	2	2	3	2	1	1	1	1	1	1	2	1	1	2
94000	-297.032472862571638	-295.655811329474659	-1.376661533096960	0.000063753158908	0.000029081635537	0.456159914830844	0.562194445177361	0	-1	3	2	0	3	5	5	6	2	5	5	7	7	8	10	12	10	9	12	12	11	12	10	16	14	15	13	13	12	13	15	15	15	15	16	18	18	20	19	20	21	22	21	23	24	23	24	32	33	33	34	2	0	1	5	2	4	3	2	4	5	4	6	8	12	8	13	7	15	15	15	13	19	19	0	23	21	23	19	30	24	19	29	24	21	30	30	26	36	33	37	37	38	37	0	37	47	41	41	46	49	49	50	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	2	4	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	3	1	2	2	1	1	2	1	1	2	3	1	2	1	2	1	4	1	1	1
94500	-283.541059587205268	-282.098871988449332	-1.442187598755916	0.000060067360842	0.000020671344640	0.344136055759648	0.561955205393917	1	0	3	2	2	4	6	5	6	3	4	5	7	6	8	10	11	11	9	10	11	11	11	10	15	13	14	13	13	13	14	16	15	15	15	16	16	18	20	19	21	22	23	19	22	25	23	24	31	32	33	34	2	0	1	2	2	5	6	5	11	2	2	5	11	6	14	8	5	11	9	15	13	19	19	0	27	21	23	23	24	24	18	29	24	26	24	30	26	36	33	37	40	38	41	0	40	47	40	41	43	49	49	50	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	4	4	2	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	3	2	1	1	2	2	2	2	1	1	2	1	2	2	4	1	1	1
