step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
73500	-74.612866036635637	-81.468353987595009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.952365100605823	0	2	5	5	7	7	8	8	7	8	10	9	9	12	10	11	13	14	13	15	0	1	2	2	3	4	9	6	3	9	8	9	9	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1
74000	-72.442581951085472	-79.298069902044844	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833665026304390	1	2	4	6	6	7	7	8	8	9	9	9	10	12	11	11	13	15	13	15	0	1	2	3	3	4	3	6	7	9	8	7	9	10	12	11	8	17	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
74500	-71.718149471730015	-78.573637422689387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.942030521272985	1	2	4	6	6	7	6	8	8	9	9	9	8	10	11	10	12	13	13	15	0	1	2	3	3	4	3	6	7	13	8	9	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
75000	-85.330997196504555	-92.186485147463927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678420148237853	1	2	4	6	5	7	7	8	6	7	10	9	9	11	11	10	12	11	12	15	0	1	2	3	3	4	9	6	5	9	8	9	7	9	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2
75500	-71.995851359116244	-78.851339310075616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.901110313443121	1	2	4	5	6	7	7	8	8	9	10	9	9	11	10	10	12	13	12	15	0	1	2	3	3	4	3	6	7	9	8	7	7	10	12	8	16	16	0	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
76000	-79.506209112175497	-86.361697063134869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.879384244006050	1	3	4	6	6	7	7	8	8	7	10	9	9	11	11	11	13	14	11	16	0	1	2	3	3	4	5	4	7	3	8	10	9	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1
76500	-85.002694170643522	-91.858182121602894	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.980487729709833	1	2	4	5	5	7	5	8	7	9	10	7	8	11	10	10	11	14	12	16	0	1	2	3	3	4	3	6	7	13	8	7	7	10	12	8	16	17	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
77000	-75.517490244426995	-82.372978195386366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.921471682326788	2	3	5	6	7	7	6	8	8	9	9	10	9	11	11	11	13	14	13	16	0	1	2	3	3	4	3	6	7	7	8	9	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
77500	-81.675066872360460	-88.530554823319832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.925123658478061	0	2	4	5	6	7	6	8	8	8	10	9	10	11	10	10	13	14	12	14	0	1	2	3	3	4	3	6	7	7	8	9	9	7	10	8	8	17	0	17	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1
78000	-82.909611088302299	-89.765099039261671	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.820424200005405	1	2	4	5	7	8	6	7	9	8	9	9	10	10	10	11	13	14	11	15	0	1	2	3	3	8	3	4	7	5	8	7	9	12	12	8	16	16	0	17	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1
78500	-84.910447583610136	-91.765935534569508	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827243027276334	2	3	4	5	6	8	7	7	9	9	9	9	9	11	8	12	12	13	12	15	0	1	2	3	3	8	3	4	7	7	8	15	6	10	7	6	6	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
79000	-92.823058929606049	-99.678546880565420	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676127912927117	1	3	4	6	6	8	7	7	8	9	10	8	9	11	10	10	12	15	12	15	0	1	2	3	3	8	3	4	2	9	6	7	7	7	12	8	8	11	0	17	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	4	1	2
79500	-74.572191860838231	-81.427679811797603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803012110787946	1	2	4	5	6	7	7	8	9	8	9	9	8	10	10	11	12	14	11	15	0	1	2	3	3	4	3	6	7	7	8	7	7	10	12	8	16	8	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
80000	-82.548798116865100	-89.404286067824472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863352073850624	2	3	4	5	6	7	7	8	6	8	9	9	9	11	10	11	12	14	12	15	0	1	2	3	3	4	9	6	3	9	8	7	9	10	12	8	8	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	2	1	2
80500	-83.788064074977740	-90.643552025937112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561549169094297	1	2	4	5	5	7	7	8	8	9	10	9	10	11	11	11	12	14	13	15	0	1	2	3	3	4	5	6	7	9	8	7	7	10	12	8	6	16	0	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3
81000	-70.051011688784683	-76.906499639744055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.999492283851251	1	2	4	5	6	7	7	8	9	8	9	9	8	11	11	11	13	15	13	16	0	1	2	3	3	4	3	6	7	7	8	13	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81500	-81.037166866327098	-87.892654817286470	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.928701464440460	1	2	4	6	7	7	6	8	7	8	10	9	9	11	11	11	12	14	11	15	0	1	2	3	3	4	3	6	7	7	8	5	10	10	12	8	8	16	0	17	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2
82000	-77.197702052839219	-84.053190003798591	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.982328754747844	1	2	4	5	7	7	7	8	8	9	10	9	6	11	10	11	13	14	11	16	0	1	2	3	3	4	13	6	13	13	8	9	3	10	12	6	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
82500	-84.998699783244447	-91.854187734203819	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735579413481379	0	2	4	5	6	6	7	8	8	8	9	9	9	10	11	12	12	14	12	15	0	1	2	3	3	4	5	6	3	7	8	9	7	9	12	8	8	16	0	16	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	3	1	1	2
83000	-82.222950686729803	-89.078438637689175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701694243116928	2	3	4	6	7	7	6	8	8	8	10	7	10	11	10	11	12	15	12	15	0	1	2	3	3	4	3	6	7	5	8	7	7	10	12	8	16	16	0	17	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2
83500	-73.970830444043372	-80.826318395002744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.902577063496681	2	3	5	6	7	8	7	7	9	9	9	9	10	12	11	11	13	15	11	15	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	6	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
84000	-77.397141863838598	-84.252629814797970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727762196857216	1	2	4	5	6	8	7	7	8	9	8	9	10	11	10	11	13	14	13	16	0	1	2	3	3	8	5	4	7	7	8	7	7	10	12	8	16	16	0	18	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
84500	-70.268464824534078	-77.123952775493450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.944567104813724	2	3	4	5	6	8	7	7	7	9	9	8	9	11	10	12	13	14	12	15	0	1	2	3	3	8	5	4	3	9	6	9	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
85000	-91.185127893798878	-98.040615844758250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684411441473134	1	2	4	5	6	8	6	7	5	8	9	9	9	12	11	10	11	13	12	14	0	1	2	3	3	8	9	4	3	7	8	9	9	13	12	8	16	16	0	18	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1
85500	-75.592938718663504	-82.448426669622876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808145956840912	2	3	5	6	6	8	7	7	9	8	9	8	9	11	11	12	13	14	12	16	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1
86000	-84.088043028577545	-90.943530979536916	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875835638273636	2	3	4	5	5	8	6	6	8	9	9	8	9	11	9	11	11	13	13	13	0	1	2	3	3	8	5	4	7	9	8	7	7	10	12	8	11	17	0	17	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1
86500	-82.151694142013156	-89.007182092972528	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869977285234825	2	3	4	6	5	8	8	7	6	9	8	9	9	11	10	11	12	14	12	16	0	1	2	3	3	8	9	4	3	7	8	9	7	10	12	8	8	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1
87000	-69.874823978248898	-76.730311929208270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.894232077335447	2	3	4	5	6	8	7	7	9	9	10	9	9	11	10	11	13	14	12	15	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	6	16	16	0	17	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1
87500	-75.263327134313883	-82.118815085273255	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.861695431746892	1	2	4	5	6	8	6	7	8	8	9	9	9	12	11	11	12	14	12	15	0	1	2	3	3	8	3	4	7	7	8	9	7	10	12	11	8	8	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1
88000	-81.945664290876209	-88.801152241835581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744479897274933	2	3	5	6	6	8	7	7	9	8	10	8	9	10	9	12	11	15	12	15	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	8	11	16	0	17	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2
88500	-70.577128586626415	-77.432616537585787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.949864954962537	2	3	4	6	6	8	6	7	8	9	9	10	8	11	8	11	13	14	13	15	0	1	2	3	3	8	3	4	7	7	8	15	5	10	7	6	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89000	-80.317800133365964	-87.173288084325335	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.890632574400645	2	3	4	6	6	8	7	7	9	8	9	9	9	11	11	12	12	14	13	16	0	1	2	3	3	8	5	4	7	7	8	7	7	10	12	8	8	6	0	18	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	1	1
89500	-82.933716116164064	-89.789204067123435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.860943634707662	2	3	5	6	4	8	6	7	8	7	10	9	8	11	10	10	12	15	12	15	0	1	5	5	2	8	5	4	7	7	8	13	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2
90000	-78.611860780627438	-85.467348731586810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.919070343213799	0	2	4	6	6	8	8	7	9	8	9	10	7	11	9	11	13	15	11	15	0	1	2	3	3	8	13	4	13	13	8	15	3	10	13	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
90500	-94.276328647513012	-101.131816598472383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586410163293486	1	2	3	5	6	7	7	6	7	8	8	9	9	10	10	11	12	15	11	13	0	1	2	3	3	8	3	4	4	5	8	9	5	10	12	8	11	16	0	16	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2
91000	-74.766804932577060	-81.622292883536431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.970642254204624	1	2	4	5	5	8	7	7	6	8	9	9	8	10	10	11	12	13	12	15	0	1	2	3	3	8	9	4	5	9	8	7	9	10	12	8	16	16	0	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
91500	-78.456846862016093	-85.312334812975465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.871160792550092	0	2	4	5	6	8	6	7	8	8	10	8	8	11	10	11	12	14	13	14	0	1	2	3	3	8	3	4	5	7	8	7	7	10	12	8	8	6	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1
92000	-84.399037116164507	-91.254525067123879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799922996911155	0	2	4	5	5	8	7	7	9	9	10	9	8	10	11	12	12	14	13	15	0	1	2	3	3	8	5	4	13	7	8	7	7	10	12	8	11	11	0	16	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1
92500	-86.169175795756459	-93.024663746715831	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806495000346084	2	3	5	6	6	7	7	8	9	7	10	8	6	11	10	12	13	12	13	15	0	1	2	3	3	4	13	6	7	13	8	13	3	10	12	8	18	8	0	16	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2
93000	-96.216096099710796	-103.071584050670168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709159571318661	1	2	4	5	6	7	8	8	7	9	9	8	9	12	10	11	12	13	12	15	0	1	1	2	4	4	9	6	5	3	8	9	7	12	12	8	8	8	0	18	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1	2	2	3	1	2
93500	-76.556300800139027	-83.411788751098399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.928405040519242	2	3	4	5	6	8	7	7	9	9	8	10	8	11	11	12	12	14	12	14	0	1	2	3	3	8	3	4	13	7	8	9	7	10	12	8	8	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
94000	-77.506903383131430	-84.362391334090802	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755812105264954	1	3	4	5	6	8	7	7	8	9	8	9	8	11	10	11	11	13	13	15	0	1	2	3	3	8	5	4	7	7	8	13	7	10	12	8	8	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2
94500	-85.023776458743512	-91.879264409702884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601718511186880	1	2	3	5	5	8	8	7	7	8	9	9	10	11	10	10	13	14	12	14	0	1	2	3	3	8	9	4	5	9	8	7	9	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1
95000	-87.767256516355260	-94.622744467314632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716165374998986	-1	2	4	5	6	8	6	7	7	7	10	9	9	11	10	10	11	13	11	15	0	1	2	2	3	8	3	4	7	7	8	9	7	10	12	8	16	11	0	17	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2
95500	-83.037082935877351	-89.892570886836722	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.882349030316036	1	2	4	5	6	8	7	7	6	8	10	9	9	11	11	9	13	14	13	15	0	1	2	3	3	8	9	4	3	9	16	9	5	13	12	8	16	17	0	17	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1
96000	-70.490791223252089	-77.346279174211460	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.855123876222521	1	2	4	5	6	8	6	7	8	9	9	9	9	10	11	11	12	13	12	15	0	1	2	3	3	8	3	4	7	5	8	9	7	10	12	6	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96500	-87.307006285176683	-94.162494236136055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.838362949841255	1	2	4	5	5	7	7	7	9	8	9	10	9	11	10	9	11	12	13	14	0	1	2	3	3	4	5	4	7	7	8	7	7	10	10	8	16	16	0	18	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2
97000	-76.607144565752606	-83.462632516711977	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.934397437374191	1	2	4	5	6	8	7	7	7	8	9	9	9	11	11	10	12	14	13	14	0	1	2	3	3	8	3	4	1	9	8	7	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1
97500	-84.992968855605696	-91.848456806565068	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745664145215940	0	3	4	6	6	8	6	7	9	8	10	10	10	11	11	11	13	13	12	15	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	8	16	11	0	17	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1
98000	-88.582158866178773	-95.437646817138145	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863941571054289	1	2	4	5	6	7	7	6	8	8	9	9	9	11	11	11	13	15	11	13	0	1	2	3	3	8	5	4	7	7	8	9	7	9	12	8	16	16	0	11	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2
98500	-78.402085835504977	-85.257573786464349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.897052671091540	1	3	4	5	6	7	6	8	8	8	9	10	10	10	9	11	12	11	13	15	0	1	2	3	3	4	3	6	7	7	8	15	9	10	9	8	16	8	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
99000	-83.859218573324341	-90.714706524283713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844351675331191	1	3	5	6	6	7	7	8	7	9	10	9	9	12	11	11	13	12	11	14	0	1	2	3	3	4	5	6	3	9	8	7	7	10	12	8	18	6	0	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
99500	-76.104355250360371	-82.959843201319742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.925893927582537	0	2	4	6	6	7	6	8	7	9	10	10	8	11	9	10	11	14	12	13	0	1	2	3	3	4	3	6	7	9	8	15	7	10	13	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
100000	-70.818249479412131	-77.673737430371503	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.907352348694507	1	3	4	5	7	7	7	8	9	8	10	9	9	11	11	11	13	13	12	16	0	1	2	3	3	4	3	6	7	7	8	7	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
