step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
63500	-243.574474168289299	-241.665162017393328	-1.909312150895975	0.000186986065577	0.000028770075197	0.153862134638824	0.232460818184064	0	11	13	13	15	16	16	16	16	15	18	20	19	18	21	21	27	30	29	30	35	43	46	0	1	1	1	1	4	3	5	10	3	10	6	3	10	6	5	3	14	3	2	17	17	21	1	6	6	6	8	3	2	1	1	2	2	2	2	2	3	5	6	6	8	8	5	8	5
64000	-219.145729518888288	-217.583350652717769	-1.562378866170524	0.000153984875103	0.000039675495740	0.257658394780669	0.280703089304025	1	13	13	13	16	16	16	16	16	17	18	18	21	20	20	21	28	30	29	30	35	44	45	0	1	1	1	1	4	2	3	3	3	7	6	11	10	12	2	4	19	4	5	18	21	21	1	6	6	6	11	2	1	2	2	3	1	1	2	1	1	3	7	1	7	8	2	4	5
64500	-221.467793890095237	-219.808787336406965	-1.659006553688285	0.000147859991841	0.000032087624345	0.217013567670174	0.236522459375160	-1	12	14	13	16	16	18	17	16	16	16	19	21	20	21	21	26	29	29	30	36	43	45	0	1	1	1	1	3	10	2	4	2	2	6	7	10	6	3	10	5	2	5	17	21	21	1	6	8	8	9	1	2	3	2	2	2	2	2	1	2	4	5	4	9	7	4	5	4
65000	-218.875888702084836	-217.196380889875854	-1.679507812208969	0.000147141937385	0.000030906576780	0.210046009515492	0.306469452168877	0	13	13	13	15	15	18	17	15	15	17	19	20	20	21	21	28	30	30	29	35	43	46	0	1	1	1	1	4	5	5	3	4	3	6	4	10	6	4	4	2	3	2	20	21	21	1	8	6	8	7	1	1	1	1	1	2	2	4	2	3	5	5	9	8	9	4	3	5
65500	-206.000717482578864	-204.313872158533144	-1.686845324045709	0.000190666815824	0.000039593918285	0.207660248132663	0.225859723652065	1	13	13	13	16	15	17	16	15	16	17	19	22	19	21	22	25	30	29	30	35	44	45	0	1	1	1	1	4	10	3	3	2	3	6	7	4	6	5	14	4	5	14	20	21	21	1	5	5	5	8	1	1	2	1	2	2	2	3	4	3	4	3	7	7	4	3	5	5
66000	-223.833139257257642	-222.250480587762951	-1.582658669494695	0.000191466877849	0.000047447491098	0.247810439231763	0.231373103334870	1	13	13	13	14	15	18	17	17	16	16	19	21	21	20	21	27	28	29	31	34	43	45	0	1	1	1	1	4	11	5	2	3	3	6	3	10	6	3	2	4	3	3	19	21	18	1	5	5	7	5	1	1	1	2	2	2	2	5	2	2	4	7	7	7	10	3	5	9
66500	-236.564215683854485	-234.986320110783879	-1.577895573070609	0.000154449554618	0.000038619743100	0.250047617138602	0.190068533585863	-1	13	12	13	15	15	17	15	16	16	17	19	21	21	20	21	28	31	28	30	35	41	46	0	1	1	1	1	4	4	2	3	5	9	6	11	10	6	3	2	14	3	5	2	17	20	1	8	7	8	6	1	2	1	2	1	1	3	2	3	3	3	10	6	8	10	11	8	9
67000	-238.236405090894152	-236.719057441141075	-1.517347649753079	0.000178195382129	0.000050451666953	0.283125557746428	0.209268322186439	-1	14	13	13	14	15	17	17	16	16	18	19	20	19	22	18	27	31	28	31	35	42	45	0	1	1	1	1	5	3	4	3	3	4	6	7	10	6	5	2	2	4	4	3	19	19	1	5	7	6	9	1	2	2	2	2	3	2	1	2	2	2	8	8	8	9	11	6	8
67500	-226.213174034559756	-224.549115178638715	-1.664058855921036	0.000196853463121	0.000042373387869	0.215253454003752	0.266341313366557	1	13	11	13	15	16	17	17	16	16	17	20	21	21	21	21	26	30	29	29	35	43	45	0	1	1	1	1	4	9	3	3	2	2	6	11	11	6	5	2	4	4	5	20	5	20	1	7	4	6	8	2	1	3	3	2	2	1	2	3	3	3	7	8	9	6	4	12	9
68000	-219.523127662061171	-217.874575518963411	-1.648552143097763	0.000174951339491	0.000038620597891	0.220750512704727	0.276910347326487	0	13	14	13	15	16	18	16	15	16	17	20	20	18	22	20	26	31	29	30	35	42	45	0	1	1	1	1	4	10	3	4	4	4	6	7	10	12	2	5	5	5	5	20	2	21	1	8	5	7	8	1	1	1	1	1	2	2	1	1	1	3	5	9	6	6	3	15	6
68500	-237.321262120996039	-235.709437887240455	-1.611824233755589	0.000179627499997	0.000042213903505	0.235008022190130	0.248894850881845	-1	14	13	13	16	16	18	17	16	14	16	19	21	21	21	21	27	30	29	30	34	44	46	0	1	1	1	1	3	11	2	2	4	10	6	11	10	6	5	2	5	2	3	13	3	21	1	8	10	6	7	2	1	1	2	1	1	2	3	4	2	2	6	7	7	7	4	14	5
69000	-224.588792926126047	-223.072664930499627	-1.516127995626408	0.000170881686699	0.000048513245209	0.283899615847420	0.257987508430391	0	13	12	13	15	15	18	16	16	15	18	19	21	18	21	21	27	31	29	29	34	43	46	0	1	1	1	1	2	10	10	10	3	3	6	7	5	6	5	2	5	2	3	4	20	20	1	7	7	6	8	1	1	1	1	3	2	3	2	2	3	2	7	8	7	7	10	8	9
69500	-230.809957993968709	-229.015884974179130	-1.794073019789586	0.000225777688126	0.000040184776701	0.177983825748641	0.172528598195231	1	13	13	12	15	15	17	17	16	16	18	19	21	20	20	20	28	31	30	29	36	43	43	0	1	1	1	1	2	3	5	3	3	9	6	9	9	2	2	4	4	3	5	5	19	19	1	6	4	5	6	1	2	1	2	1	1	2	4	2	3	3	9	10	8	7	9	7	5
70000	-233.752080728006661	-232.191039572312178	-1.561041155694495	0.000218051483516	0.000056331206862	0.258339021377890	0.131183287136822	0	13	12	13	15	16	14	16	16	15	18	18	22	19	20	21	28	31	30	30	36	42	45	0	1	1	1	1	4	3	10	10	3	7	2	7	9	6	4	5	4	14	2	2	13	5	1	6	6	6	7	1	1	1	1	2	2	2	4	2	2	4	7	9	6	8	9	10	13
70500	-239.333281829557052	-237.518847842354290	-1.814433987202758	0.000217043561000	0.000037600129266	0.173237709023798	0.261440858546651	0	13	13	13	13	15	16	16	15	16	17	18	22	21	21	22	26	30	29	30	35	44	44	0	1	1	1	1	4	4	2	3	5	7	6	11	10	5	4	5	2	3	5	3	18	2	1	7	8	7	6	1	1	1	1	2	1	1	3	3	4	4	8	8	9	8	11	8	13
71000	-229.952212948661554	-228.331184056398087	-1.621028892263455	0.000200633355293	0.000046397715864	0.231256242496046	0.174276606017133	0	13	13	13	14	15	17	16	15	17	14	19	19	20	22	22	26	30	29	30	35	42	45	0	1	1	1	1	5	11	2	3	4	3	6	10	10	5	5	4	2	4	2	3	20	2	1	7	6	7	8	1	2	2	1	2	1	2	1	2	5	4	6	10	8	5	11	5	19
71500	-226.512606567247303	-224.793698148380400	-1.718908418866901	0.000189470129793	0.000037483799895	0.197834877380850	0.243054296135802	0	13	14	14	15	16	16	16	16	17	18	19	21	20	21	22	27	30	29	31	35	43	45	0	1	1	1	1	2	3	1	4	4	7	6	7	10	3	3	4	5	8	2	8	17	3	1	7	8	5	8	2	1	7	1	2	2	2	3	2	3	5	6	8	6	10	9	6	17
72000	-224.097517578633926	-222.574546031760548	-1.522971546873375	0.000177278708445	0.000049570923769	0.279621417618896	0.189271037974827	0	14	13	13	14	15	18	16	15	17	16	19	22	20	22	22	27	30	29	30	35	43	45	0	1	1	1	1	4	11	1	4	3	4	6	7	10	6	2	5	2	8	4	8	20	8	1	7	7	6	6	1	1	9	1	2	2	2	2	1	4	4	5	8	7	10	8	7	16
72500	-232.464696177772964	-230.780973328144626	-1.683722849628348	0.000194409279241	0.000040567163482	0.208668864164312	0.195737394063247	1	13	13	13	14	14	18	17	17	16	17	19	19	20	21	21	28	29	29	28	34	43	45	0	1	1	1	1	4	8	1	10	4	3	6	11	10	8	8	10	14	5	2	2	2	18	1	7	6	6	7	1	1	9	1	2	2	2	1	2	2	2	4	6	7	7	9	13	8
73000	-221.127631292668497	-219.492095615405390	-1.635535677263114	0.000203789301659	0.000045973334482	0.225592482567629	0.191125148103967	1	13	12	13	14	15	17	17	16	15	17	19	21	20	21	22	28	29	30	29	34	44	46	0	1	1	1	1	4	2	5	2	2	10	6	11	10	6	4	3	5	4	2	5	4	19	1	5	5	7	7	1	3	1	2	1	1	2	2	2	2	5	7	8	8	9	10	17	7
73500	-227.433388300994523	-225.883266850376060	-1.550121450618453	0.000148418154735	0.000039190103760	0.264051953950530	0.241212566849528	0	13	13	13	15	16	18	15	17	17	17	20	22	19	20	21	24	30	29	31	35	43	44	0	1	1	1	1	5	11	3	2	4	5	6	11	5	6	5	2	2	2	10	4	20	20	1	6	7	7	7	1	1	1	1	3	1	2	3	2	2	3	5	7	9	6	10	6	7
74000	-228.837315080063377	-227.008139260837964	-1.829175819225419	0.000173621542674	0.000029506046030	0.169944613873768	0.248452807415329	0	13	13	14	16	15	18	16	17	16	15	20	21	19	22	20	26	30	30	30	35	42	45	0	1	1	1	1	3	11	2	8	2	3	6	11	10	6	5	3	2	5	14	4	19	20	1	5	7	6	9	2	2	2	1	2	1	3	3	3	2	3	6	8	7	7	10	6	8
74500	-218.632800155234804	-216.949131608758790	-1.683668546476004	0.000219067584679	0.000045716445647	0.208686491492910	0.235607981429835	1	11	13	13	15	15	16	17	17	16	17	20	21	20	21	21	27	30	29	31	35	44	45	0	1	1	1	1	4	3	5	7	2	7	6	11	2	6	3	14	10	3	5	3	17	20	1	3	6	7	7	1	3	1	1	2	1	2	2	4	3	3	4	7	9	8	10	8	7
75000	-229.985241273183192	-228.371003329422962	-1.614237943760236	0.000161427965174	0.000037776043526	0.234011767946532	0.162983697158601	1	14	13	14	14	16	18	16	16	16	17	18	20	21	21	21	28	29	29	30	36	44	45	0	1	1	1	1	3	5	5	4	4	5	6	2	4	6	3	3	2	14	5	14	20	3	1	8	7	5	5	2	3	1	1	2	2	1	3	4	3	5	9	10	4	7	7	7	14
75500	-238.440432825024715	-236.734329138530711	-1.706103686494016	0.000217312747292	0.000043820464414	0.201647003959577	0.185935529971794	-1	14	11	13	12	15	17	17	15	15	17	19	21	20	19	21	27	28	29	30	35	43	44	0	1	1	1	1	4	4	5	3	4	5	2	11	10	6	4	4	5	3	4	4	18	2	1	8	6	6	5	1	3	3	2	1	2	2	3	3	2	4	8	8	7	7	12	7	15
76000	-231.425760368066818	-229.959805225553396	-1.465955142513419	0.000159564647151	0.000051253895230	0.321210845543606	0.182417296394739	1	13	12	13	14	15	17	15	16	15	17	19	21	21	21	21	27	29	29	29	34	43	45	0	1	1	1	1	2	3	2	3	3	2	6	2	3	12	2	5	5	4	2	5	17	5	1	7	5	7	7	1	3	1	2	2	2	2	4	5	1	3	7	10	9	10	10	6	12
76500	-252.647990277146022	-251.024181925158246	-1.623808351987776	0.000217360767476	0.000050025165173	0.230148088609169	0.121371423216589	1	13	14	13	15	15	17	15	17	16	16	19	20	21	21	22	27	30	28	31	36	44	45	0	1	1	1	1	2	2	3	4	3	3	3	3	10	4	4	3	4	2	5	4	14	14	1	7	5	6	8	1	1	1	2	1	1	2	3	5	4	5	6	12	12	8	9	12	14
77000	-223.277970342628635	-221.445970532963770	-1.831999809664872	0.000250965048474	0.000042495115048	0.169326825813407	0.195286252536253	0	12	14	13	12	15	18	16	16	16	15	19	22	21	19	21	25	30	29	31	35	43	45	0	1	1	1	1	3	10	11	11	11	5	6	7	10	6	2	4	3	14	2	5	17	4	1	7	9	7	5	1	1	1	1	1	2	2	3	3	2	5	6	7	4	8	13	9	17
77500	-216.030770389944536	-214.530419444084174	-1.500350945860357	0.000158840952899	0.000046763507246	0.294404600275909	0.160039121397772	1	14	14	13	15	15	16	16	16	16	18	18	21	21	21	21	28	30	29	30	34	43	45	0	1	1	1	1	4	2	2	2	2	7	6	11	10	6	4	2	5	4	4	4	18	2	1	6	8	8	8	1	1	1	1	2	1	2	2	3	3	3	7	8	8	8	10	7	18
78000	-236.558044389860015	-234.648383861398230	-1.909660528461776	0.000171740601785	0.000026413392865	0.153798185115705	0.260521330550766	-1	13	14	14	15	16	14	16	16	16	17	20	20	20	21	20	28	31	29	30	35	44	45	0	1	1	1	1	4	2	2	7	7	7	6	7	10	6	3	3	13	14	4	5	18	3	1	7	7	7	7	2	1	1	1	1	1	2	4	2	3	3	6	5	5	8	8	5	15
78500	-242.698325594320096	-241.208854384130291	-1.489471210189808	0.000204728844237	0.000061877328213	0.302240402143413	0.254997058861014	0	14	12	13	16	16	18	17	17	16	15	20	21	20	21	22	27	31	29	28	35	43	46	0	1	1	1	1	3	11	2	2	2	2	6	14	10	6	5	7	5	10	14	2	20	17	1	6	7	6	9	2	2	2	2	1	1	3	1	2	4	3	5	8	6	3	11	6	11
79000	-231.914765004305252	-230.338790180081446	-1.575974824223809	0.000154297669854	0.000038722924634	0.250962471892055	0.200756114160876	-2	13	14	13	15	15	18	17	17	16	15	20	21	21	21	20	25	30	29	30	35	43	45	0	1	1	1	1	3	11	5	2	2	4	6	10	10	6	5	5	4	4	3	5	5	17	1	7	7	8	8	1	2	1	2	2	2	2	2	3	2	3	4	5	7	7	10	13	10
79500	-235.039486680805112	-233.434661762174699	-1.604824918630414	0.000197166940691	0.000046915642435	0.237948827886146	0.216733192428409	0	13	13	14	15	16	17	17	17	16	17	20	22	20	20	21	27	31	28	30	35	43	46	0	1	1	1	1	5	5	5	2	2	3	6	8	10	6	3	11	2	5	5	5	3	17	1	6	5	8	7	1	1	1	2	1	3	2	3	2	3	3	5	9	7	7	11	14	11
80000	-226.121819351252213	-224.342661285540601	-1.779158065711602	0.000183282444438	0.000033287097564	0.181616399029733	0.242311891937758	0	12	11	13	16	16	17	17	15	17	17	20	21	20	22	21	26	29	29	31	33	43	46	0	1	1	1	3	4	5	2	3	3	2	6	2	10	6	4	10	3	13	4	2	18	19	1	5	5	8	3	2	1	2	2	2	2	2	5	2	3	4	4	8	4	9	10	8	11
80500	-204.198591896120462	-202.546835478897407	-1.651756417223044	0.000284186117228	0.000062404775273	0.219591216774269	0.355337914209281	1	13	12	13	15	15	17	17	16	17	18	18	22	21	21	21	27	31	29	31	35	43	45	0	1	1	1	3	2	5	5	5	5	3	3	11	10	6	2	14	14	3	17	4	20	17	1	6	4	5	2	1	1	1	1	1	2	3	2	2	3	3	2	4	7	3	10	6	8
81000	-228.467263471015713	-226.543035942863980	-1.924227528151736	0.000190883810746	0.000028855044684	0.151165489472003	0.213532467961522	0	13	13	13	15	14	17	16	16	16	16	19	19	20	22	20	27	30	30	30	36	44	44	0	1	1	1	3	2	11	3	5	2	3	6	11	10	6	3	3	2	2	17	2	19	19	1	8	5	7	2	1	1	2	1	2	1	2	2	1	5	3	7	8	8	1	11	8	7
81500	-235.342948314454020	-233.425636466695778	-1.917311847758228	0.000184759134805	0.000028158289604	0.152405398702726	0.282304062911112	1	13	14	12	15	16	18	16	17	17	18	19	22	20	21	20	27	31	28	30	35	43	44	0	1	1	1	4	3	4	2	5	4	3	6	4	10	6	4	4	14	13	19	3	17	19	1	6	7	5	1	1	3	2	1	2	3	2	5	1	2	6	8	5	4	1	6	8	11
82000	-230.199656409707359	-228.535575234470315	-1.664081175237037	0.000263004811561	0.000056610666004	0.215245742723561	0.284960702808643	0	12	12	13	14	15	18	16	16	15	17	19	21	21	21	21	27	30	30	31	33	42	45	0	1	1	1	1	4	11	5	3	3	2	6	10	7	6	5	14	2	4	17	14	20	5	1	5	5	7	6	1	1	1	3	2	4	2	3	2	4	4	3	9	7	2	5	6	14
82500	-238.234554837554043	-236.630899062462134	-1.603655775091895	0.000160110749150	0.000038178048112	0.238447751413451	0.294289647044882	0	13	12	13	15	16	17	16	15	16	17	19	22	20	21	20	24	30	29	29	35	43	46	0	1	1	1	1	2	2	5	4	4	4	6	11	11	6	4	2	2	5	14	20	21	5	1	6	7	6	7	2	2	1	1	1	1	2	2	1	3	4	6	9	8	5	3	3	12
83000	-232.146847028632862	-230.468465535426333	-1.678381493206525	0.000177299949919	0.000037306938889	0.210417086448161	0.300176522690380	0	12	14	12	14	16	17	16	15	17	17	20	21	20	20	20	26	30	30	30	34	43	45	0	1	1	1	1	3	2	2	2	5	5	6	2	7	6	5	3	13	14	3	5	18	17	1	7	8	7	6	1	3	2	1	1	2	2	4	2	2	2	6	3	5	7	10	6	8
83500	-233.859669115271032	-232.149065742820426	-1.710603372450596	0.000244599880564	0.000048991188805	0.200291139523459	0.235419782812936	0	14	14	14	15	16	16	16	16	17	18	20	21	20	21	21	27	30	29	27	35	43	46	0	1	1	1	1	5	4	2	4	4	7	6	8	7	3	5	5	4	5	5	3	20	3	1	7	7	5	7	1	1	1	1	2	1	2	3	1	3	2	6	9	7	4	9	10	16
84000	-232.517957670957173	-230.940298756579807	-1.577658914377361	0.000182944537398	0.000045765394243	0.250159938602774	0.248416701195305	1	13	13	12	16	15	18	15	15	15	17	18	21	21	21	21	28	29	30	28	35	43	45	0	1	1	1	1	3	9	3	4	4	4	6	9	10	6	5	3	2	2	5	5	17	11	1	6	5	6	9	1	2	1	2	1	3	1	3	3	3	3	7	7	8	7	10	6	13
84500	-226.543872539622157	-224.920277627786049	-1.623594911836118	0.000210744619906	0.000048520321726	0.230232789559425	0.165686911192802	0	12	12	14	15	14	17	17	15	16	18	20	20	21	20	22	26	31	29	30	35	41	44	0	1	1	1	1	2	2	10	4	3	10	6	11	2	6	4	14	4	2	5	4	5	14	1	6	6	6	9	1	3	1	1	3	1	3	1	4	3	4	3	10	7	9	11	13	10
85000	-245.191452257459247	-243.503294180213544	-1.688158077245713	0.000245823561751	0.000050944253297	0.207239098375288	0.210624102679941	1	13	13	13	14	15	17	17	16	15	17	19	22	19	21	21	26	30	30	29	34	44	45	0	1	1	1	1	3	5	4	2	3	10	6	9	10	4	5	5	5	4	2	14	4	3	1	6	5	5	7	1	1	3	2	1	1	2	3	3	4	6	7	6	10	9	5	16	17
85500	-237.537955579862512	-235.869558571615130	-1.668397008247396	0.000185559792201	0.000039666201779	0.213765068976015	0.216299095044769	1	13	13	13	16	16	17	17	16	15	16	20	22	21	22	21	28	31	28	30	34	44	45	0	1	1	1	1	4	11	3	10	2	3	6	7	2	12	4	2	5	5	4	19	2	5	1	7	6	8	7	2	1	1	1	1	1	2	2	6	2	6	7	7	5	8	4	15	16
86000	-237.411367486966242	-235.940133395190145	-1.471234091776094	0.000175673345426	0.000055631741731	0.316677191954159	0.222283493619303	0	13	14	12	15	16	16	16	17	17	18	19	22	20	21	21	26	30	30	30	33	43	45	0	1	1	1	1	2	3	3	2	2	7	6	2	10	6	2	13	3	3	10	17	13	17	1	6	6	6	9	2	1	1	3	2	2	2	5	2	3	4	2	5	7	6	3	13	12
86500	-231.504517466034201	-229.862595046360639	-1.641922419673557	0.000168157916552	0.000037531090265	0.223189553218597	0.255214456662792	0	13	13	13	15	15	16	16	17	16	17	20	21	20	21	22	27	31	29	30	36	43	46	0	1	1	1	1	2	2	2	2	5	7	6	11	7	6	2	4	5	5	4	19	19	21	1	5	8	6	7	1	1	3	1	1	1	2	2	2	2	4	8	7	7	10	5	6	6
87000	-241.775829404150130	-240.149622248902318	-1.626207155247818	0.000171083566595	0.000039212462733	0.229200638691355	0.242718039942295	1	13	13	13	16	16	16	16	16	16	17	19	21	20	20	19	27	27	30	31	36	41	44	0	1	1	1	1	2	2	3	4	2	7	6	7	9	6	3	10	10	5	2	17	17	19	1	5	6	6	7	2	1	1	2	3	1	2	3	2	3	2	6	6	6	12	4	7	6
87500	-226.069239773100890	-224.513390326282320	-1.555849446818565	0.000206664159826	0.000053943411288	0.261019672368962	0.234992341361099	0	14	13	13	15	16	17	15	16	16	14	20	21	20	22	21	27	30	29	28	35	44	45	0	1	1	1	1	3	11	3	3	11	3	6	11	10	6	5	14	4	5	4	17	5	21	1	7	6	8	7	2	2	1	2	1	1	2	3	2	3	4	3	9	5	8	4	13	4
88000	-239.735969749760301	-238.088991472163315	-1.646978277596985	0.000250694925737	0.000055484941083	0.221324547832697	0.203264141865040	1	13	13	12	14	15	16	16	17	17	17	20	20	18	18	21	27	28	30	30	35	40	44	0	1	1	1	1	3	4	5	4	4	2	6	14	11	6	3	5	10	2	2	2	4	20	1	5	7	5	6	1	3	1	2	3	2	4	1	1	2	4	6	6	6	8	9	13	7
88500	-227.878066048647071	-226.160218046142404	-1.717848002504655	0.000214952658477	0.000042591842936	0.198145225269836	0.218555062103238	0	14	13	14	15	15	17	16	15	16	17	19	21	21	22	22	28	30	30	29	35	43	46	0	1	1	1	1	3	3	3	3	3	10	6	11	10	12	3	5	3	5	14	3	3	20	1	5	6	6	6	1	2	2	1	1	1	2	2	3	3	3	5	7	8	4	11	15	7
89000	-227.313589094709869	-225.693993160557284	-1.619595934152591	0.000160465919732	0.000037201128848	0.231831961019797	0.230115913833473	0	12	13	12	16	16	17	16	15	17	16	19	21	20	22	21	28	29	27	30	35	43	45	0	1	1	1	1	2	2	4	3	3	3	6	3	3	5	5	3	3	14	5	5	19	18	1	6	5	5	10	2	3	2	1	2	2	2	3	3	3	3	8	7	4	8	9	9	8
89500	-224.492412602455545	-222.863402541323239	-1.629010061132291	0.000177815783170	0.000040560472394	0.228103893090693	0.236202232889657	0	13	14	14	15	16	18	16	16	16	18	19	21	20	22	21	27	31	28	31	34	44	46	0	1	1	1	1	2	4	3	2	3	3	6	3	7	6	4	3	4	13	5	5	20	19	1	6	6	7	7	1	2	1	2	1	3	3	5	1	3	4	6	10	3	6	10	6	10
90000	-227.888324185519707	-226.314869784332217	-1.573454401187481	0.000186742396778	0.000047091631562	0.252174291294635	0.187892461087581	1	14	13	13	14	16	18	16	16	17	15	20	21	20	22	20	26	31	29	31	35	44	44	0	1	1	1	1	4	11	3	3	3	3	6	10	9	6	2	2	3	4	4	2	17	2	1	7	4	5	6	2	2	2	2	2	1	2	2	2	3	2	6	9	8	8	10	10	14
90500	-247.743365592798568	-246.083408899764464	-1.659956693034115	0.000218615026185	0.000047369575904	0.216680329484767	0.242216610802705	1	13	14	12	13	15	15	16	16	16	18	19	19	18	21	20	25	30	28	30	35	41	45	0	1	1	1	1	5	4	5	4	3	7	6	7	10	5	5	4	13	2	5	5	4	5	1	9	5	5	8	2	1	2	2	2	2	2	2	1	5	3	6	5	8	8	11	15	14
91000	-233.544104364460935	-231.996606873209259	-1.547497491251665	0.000248243568682	0.000065900785283	0.265468248109975	0.165033637751740	1	13	12	13	16	15	17	17	16	17	18	18	21	20	22	21	28	31	28	30	36	42	45	0	1	1	1	1	4	3	3	3	9	4	2	10	10	2	4	14	2	4	4	2	5	5	1	7	5	6	7	2	3	2	3	1	1	2	2	2	5	4	4	9	8	8	10	11	16
91500	-247.422431566023477	-245.858844992611296	-1.563586573412194	0.000196819495210	0.000050591936478	0.257047384581261	0.200217717258347	1	14	12	13	15	16	16	17	16	17	16	19	20	21	22	21	28	31	29	30	35	44	45	0	1	1	1	1	2	3	2	3	3	3	6	7	10	6	4	2	10	2	17	5	20	5	1	6	7	6	8	1	1	2	3	3	3	2	2	3	3	3	8	7	6	2	7	6	13
92000	-241.241583611510350	-239.630796697348586	-1.610786914161757	0.000277518506935	0.000065338666701	0.235438952964278	0.243608179476382	0	13	13	13	16	16	18	16	16	14	16	20	21	20	21	21	27	29	30	30	35	40	46	0	1	1	1	1	4	11	1	10	3	10	6	11	10	2	8	14	2	2	5	3	5	5	1	6	8	7	7	3	1	7	1	1	1	2	2	3	4	1	4	6	7	7	11	11	16
92500	-226.095811996433667	-224.506021341033545	-1.589790655400111	0.000229688228662	0.000056168335390	0.244541636798248	0.278081524392847	0	13	13	14	16	16	18	15	15	17	15	18	21	20	21	21	28	30	29	30	35	42	46	0	1	1	1	1	4	11	1	2	3	2	6	11	7	6	5	13	13	8	2	3	17	13	1	6	4	7	8	1	1	6	1	2	1	1	5	1	3	2	4	3	6	10	9	8	11
93000	-233.374371648518519	-231.736447263777876	-1.637924384740635	0.000327612210967	0.000073610370959	0.224687507041297	0.248336880497289	1	12	14	14	14	15	17	17	15	16	18	19	22	21	21	21	27	30	30	31	35	42	44	0	1	1	1	1	2	9	1	2	9	10	2	10	10	3	8	7	4	13	14	13	19	8	1	6	9	6	6	2	2	8	1	1	1	4	3	3	3	1	6	6	3	5	8	5	14
93500	-235.805694301446096	-234.030125312172771	-1.775568989273333	0.000168613112313	0.000030773799267	0.182511305583425	0.201644772358325	0	13	12	13	14	16	17	17	16	17	18	19	21	20	21	22	27	30	29	30	35	44	45	0	1	1	1	1	3	2	2	4	4	4	6	9	10	6	4	3	2	13	4	19	18	19	1	8	6	6	5	2	2	2	2	2	3	2	4	2	2	3	9	8	4	9	4	8	6
94000	-239.529865915144455	-237.913350989746505	-1.616514925397951	0.000166289241595	0.000038758718585	0.233080133228900	0.265199224412238	0	13	13	13	16	15	15	17	16	14	16	18	21	20	22	21	25	30	29	30	36	43	44	0	1	1	1	1	3	2	7	10	4	4	6	3	4	6	5	2	14	14	14	18	17	21	1	6	5	5	8	2	1	1	1	1	3	2	5	4	3	3	5	5	3	7	3	8	4
94500	-217.245033575283088	-215.486879683823133	-1.758153891459945	0.000200827813720	0.000037549613258	0.186974167385999	0.221311429730522	1	13	11	12	13	15	17	16	16	16	18	18	22	20	21	20	27	31	28	30	35	43	46	0	1	1	1	1	5	4	2	2	4	7	6	11	10	12	5	10	4	5	5	20	21	21	1	5	5	5	7	1	2	1	2	2	1	2	3	1	2	3	4	9	6	7	2	4	5
95000	-221.209264492211446	-219.716314225979403	-1.492950266232036	0.000179329143827	0.000053740872116	0.299677291540088	0.275916757863839	0	12	13	14	15	15	17	17	17	16	18	19	22	20	21	21	26	31	29	30	34	43	45	0	1	1	1	1	3	2	5	10	2	5	6	5	7	6	3	4	14	2	2	18	21	21	1	6	7	6	5	2	3	1	1	2	2	3	5	2	4	4	6	5	9	11	2	5	5
95500	-230.590007158535968	-228.650908951644993	-1.939098206890969	0.000179181328516	0.000026618885290	0.148558365484596	0.242877093160538	1	14	14	13	13	15	15	16	16	17	17	20	21	20	22	22	27	30	30	29	34	41	45	0	1	1	1	1	3	4	3	2	4	2	6	4	10	6	5	10	3	2	3	17	21	20	1	8	8	4	7	1	1	1	1	2	2	2	4	1	4	4	4	7	7	6	2	2	8
96000	-215.264819113565096	-213.556393512109764	-1.708425601455320	0.000170010869101	0.000034162853915	0.200945116604174	0.284016357130580	0	12	13	13	16	15	17	16	16	17	17	19	22	20	22	22	28	31	28	30	35	42	45	0	1	1	1	1	4	4	4	3	2	3	6	3	10	6	5	13	10	10	5	17	18	21	1	6	6	7	9	1	3	2	1	3	2	2	6	1	3	3	2	6	5	7	4	6	5
96500	-222.659744482905495	-220.460797623339744	-2.198946859565765	0.000174272415669	0.000019682966797	0.112943673395598	0.197109439781222	0	14	13	13	16	15	16	17	17	16	18	18	21	21	20	21	28	31	28	30	36	42	45	0	1	1	1	1	3	3	3	2	2	7	6	11	2	6	4	4	4	5	3	19	21	20	1	6	7	7	9	1	1	2	2	1	1	2	2	4	3	4	8	8	6	8	5	3	8
