step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-230.068651204981222	-239.119494585432562	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993165166982208	0	2	2	3	4	3	5	6	5	5	5	4	6	9	10	7	6	6	9	13	8	10	11	9	8	8	12	9	10	8	8	7	8	9	11	10	11	9	15	8	10	9	8	12	11	12	10	10	11	7	10	11	12	15	8	11	13	15	15	13	12	12	18	14	12	16	16	14	12	15	14	15	13	21	17	18	0	1	1	2	3	3	4	9	12	1	12	3	6	50	14	2	12	10	21	29	13	33	29	17	17	8	22	55	55	18	7	7	17	25	55	28	51	32	69	8	18	50	10	15	50	51	34	40	14	9	31	47	28	31	18	42	23	73	46	62	55	49	70	73	30	72	20	19	41	20	38	14	47	58	68	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-231.033002882828583	-240.083846263279924	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980932498205846	-3	3	3	1	5	5	6	6	4	1	7	5	6	10	8	7	6	6	8	10	7	10	7	7	7	9	11	10	11	5	10	10	9	11	11	10	12	11	13	9	9	7	12	12	8	12	9	11	9	9	10	10	9	13	11	10	14	14	15	15	12	14	17	13	15	15	16	13	14	14	13	13	16	24	17	22	0	4	10	1	2	10	30	9	10	1	7	3	6	15	42	2	4	5	4	23	8	47	12	13	8	42	22	26	47	2	15	16	15	56	14	26	20	23	32	25	16	13	52	53	21	35	15	25	45	23	24	42	11	34	56	41	56	29	35	54	20	14	69	27	69	72	54	20	40	43	56	52	60	76	27	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-221.488561335820208	-230.539404716271548	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983240486132880	0	1	3	4	4	2	5	4	1	6	8	5	6	9	11	7	8	6	8	12	8	7	9	9	5	7	9	9	11	9	9	9	9	10	10	10	11	11	14	8	10	10	12	13	9	12	10	9	11	11	11	12	12	13	12	12	14	11	15	15	12	14	13	14	14	11	14	13	12	12	13	15	16	24	16	20	0	1	9	3	6	9	9	3	1	12	4	3	7	19	47	18	18	5	3	35	22	12	10	11	5	4	26	22	7	26	16	17	13	40	33	22	11	45	63	16	45	21	14	23	13	14	14	26	28	31	31	58	35	38	38	28	47	11	53	63	35	32	66	44	37	23	41	29	30	42	49	69	64	76	57	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-227.887728605671896	-236.938571986123236	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982052419503836	0	3	1	3	4	4	5	5	5	6	8	5	7	11	11	6	8	8	11	13	8	8	11	8	7	6	11	7	9	9	10	9	8	11	10	11	11	7	13	8	11	9	12	10	11	11	8	11	10	12	10	12	13	11	13	11	14	10	15	13	12	12	18	15	15	14	16	13	8	14	12	16	14	22	15	19	0	3	1	3	4	3	3	4	2	12	16	3	7	51	21	7	25	13	22	14	6	12	44	8	10	7	17	7	40	17	18	9	5	47	11	44	47	6	48	38	18	33	42	32	17	38	5	29	17	31	38	54	28	31	58	42	68	40	37	41	44	47	75	39	20	13	59	18	10	68	45	52	34	76	60	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-213.326927128118200	-222.377770508569540	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996669307102102	-1	4	1	2	3	4	6	6	4	6	8	5	7	11	10	8	9	7	10	10	8	7	9	9	6	8	10	9	12	10	9	10	8	11	10	10	11	10	14	8	10	9	12	10	11	10	10	10	11	11	11	12	12	13	13	11	14	15	14	14	13	13	15	12	11	15	13	12	14	13	12	16	17	24	19	21	0	3	1	3	4	3	2	6	4	12	10	5	5	48	33	2	11	8	10	17	18	25	16	8	2	7	11	25	24	40	11	33	25	30	16	11	35	17	65	10	11	11	24	23	32	8	11	13	48	30	38	23	50	53	51	20	50	56	27	30	14	64	39	24	17	15	45	24	68	37	15	67	60	76	51	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-237.703617630266081	-246.754461010717421	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983357057796834	0	3	2	4	5	5	7	6	4	5	9	6	7	8	11	8	9	6	11	12	8	8	10	5	5	7	12	8	11	8	9	10	7	11	11	10	11	10	12	9	9	10	12	13	7	9	10	11	11	11	11	12	10	14	13	11	15	12	13	15	13	15	13	11	13	11	16	13	14	12	14	12	13	17	19	20	0	3	1	3	9	4	6	25	2	3	7	24	5	26	23	10	28	25	11	32	18	7	14	3	1	6	47	5	11	12	28	11	12	28	13	30	11	31	17	13	13	14	41	39	25	5	41	32	21	11	47	47	13	34	19	36	68	33	56	51	34	56	48	4	36	25	64	27	20	41	68	36	27	60	58	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-231.923101601015134	-240.973944981466474	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.951206019810490	0	3	3	1	5	4	5	6	2	5	9	6	6	11	11	7	9	6	11	10	8	10	10	8	3	7	10	8	12	10	6	10	5	7	9	10	12	11	14	10	9	8	12	11	8	12	10	11	10	12	11	12	13	8	13	9	10	12	15	14	13	15	16	14	15	15	16	13	13	14	13	15	16	14	19	19	0	4	9	1	2	2	6	6	4	2	34	25	10	11	41	33	9	33	21	10	31	17	42	26	4	18	42	8	40	17	5	26	2	33	42	45	47	20	69	24	18	13	27	56	26	30	26	41	35	35	20	44	51	7	11	31	21	15	68	69	52	52	15	14	43	46	52	14	27	68	52	71	55	22	73	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-233.746106897955912	-242.796950278407252	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995396331700501	0	4	1	3	4	5	6	6	5	6	8	6	6	9	10	6	7	6	11	13	8	10	9	6	6	8	11	9	11	10	10	9	8	9	10	10	12	8	12	8	10	9	10	11	8	10	10	12	6	9	9	11	13	12	6	11	12	10	10	13	12	7	19	13	13	14	17	10	12	15	13	16	15	19	15	15	0	3	1	1	4	5	5	5	4	2	6	2	5	40	32	5	8	3	40	56	18	21	25	5	5	24	42	16	42	34	26	62	55	49	28	21	28	16	30	16	34	26	14	38	7	38	33	47	5	17	40	14	39	32	5	51	68	62	40	56	68	24	67	44	15	60	70	55	18	48	56	59	29	67	39	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-237.580179517401717	-246.631022897853057	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994892041910049	0	3	1	4	2	2	7	4	4	5	9	5	6	9	9	6	8	7	10	9	5	10	9	9	7	7	11	8	10	10	9	9	8	9	4	8	11	10	15	9	10	8	11	13	10	6	10	9	11	11	11	12	12	12	9	10	11	16	12	14	12	13	17	9	14	15	16	12	12	14	14	14	17	24	19	22	0	5	1	6	3	3	46	5	2	2	3	9	4	26	18	12	7	21	18	36	9	7	36	18	9	16	47	26	42	14	16	28	25	10	6	46	11	25	62	26	48	25	14	36	33	35	34	28	25	38	22	48	43	51	7	24	23	66	28	36	38	54	59	26	48	59	69	32	29	50	54	52	37	76	40	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-232.489007963390122	-241.539851343841462	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998483576685761	-1	3	2	3	4	4	5	5	5	6	7	6	5	9	9	8	7	6	9	11	9	10	7	8	6	5	7	7	12	9	9	10	8	9	10	11	9	10	14	8	9	8	11	11	11	12	10	9	11	12	9	10	12	13	13	10	14	14	14	8	13	13	16	13	9	14	16	12	12	14	14	14	16	20	16	22	0	3	1	3	3	3	5	6	1	13	8	5	3	40	16	13	13	6	25	47	28	41	7	12	2	4	2	7	37	25	23	8	12	23	24	21	60	31	54	6	60	28	38	37	22	28	40	12	48	49	60	34	32	34	45	41	50	53	29	23	69	45	61	52	27	30	46	56	31	49	62	55	47	71	70	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-246.828523994309791	-255.879367374761131	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983153580361905	-1	2	1	3	5	3	6	6	4	4	7	3	6	11	9	4	9	8	8	11	9	10	8	8	6	7	8	8	12	9	10	9	5	10	7	10	10	8	15	8	7	10	12	12	10	12	9	11	11	11	7	9	13	15	11	10	12	14	13	10	13	14	17	11	14	14	13	11	14	6	15	14	14	22	20	20	0	3	1	2	16	3	33	9	12	6	16	2	10	7	11	2	10	7	11	70	11	51	11	7	9	8	5	13	15	41	15	27	4	24	33	19	23	8	28	70	25	28	49	42	32	20	35	47	15	47	8	51	50	29	32	23	47	61	51	11	56	15	71	30	55	57	56	17	44	4	69	32	60	75	55	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
