step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
10500	-133.745159341024873	-132.017980655217656	-1.727178685807215	0.000163391230191	0.000031934239054	0.195446469289822	0.447414656515154	-1	2	3	5	5	7	5	6	7	7	10	9	13	12	14	15	15	17	19	0	1	2	2	3	8	1	2	3	1	3	10	8	11	4	4	0	17	18	1	2	1	1	1	1	2	3	3	3	3	1	4	1	5	7	1	1	1
11000	-117.013930365739668	-115.639729843267389	-1.374200522472272	0.000126294788598	0.000058658124113	0.464454034594190	0.790776489401469	0	3	2	4	5	7	5	7	8	8	6	8	12	12	14	15	15	17	20	0	3	1	1	2	7	4	11	8	2	3	7	10	9	10	15	0	17	18	1	1	1	2	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2
11500	-130.191347425446736	-128.788963163886649	-1.402384261560077	0.000190228976239	0.000075594283259	0.397385744032543	0.632828148773224	0	1	3	3	6	7	6	8	6	7	9	9	12	13	13	14	15	18	20	0	1	2	2	2	5	1	2	3	3	8	5	8	10	5	11	0	17	18	1	1	1	1	2	1	3	3	1	2	1	2	2	4	4	1	1	1	1
12000	-125.875480269752103	-124.395999514100936	-1.479480755651174	0.000138326295096	0.000042871216788	0.309928179300208	0.473342031571639	0	3	2	5	5	7	5	7	6	8	9	8	12	12	14	15	14	17	19	0	1	1	2	3	3	2	3	2	6	3	2	5	8	14	4	0	17	18	1	2	1	2	2	2	1	2	1	1	3	2	2	2	1	6	1	2	1
12500	-133.492085727675175	-132.112184259624513	-1.379901468050651	0.000116321373010	0.000051921992694	0.446366745431469	0.367415742142792	-1	3	2	5	6	5	4	7	8	8	9	7	13	12	14	15	15	18	19	0	3	1	2	3	7	2	3	8	3	3	7	10	9	3	8	0	17	17	1	1	2	1	2	1	1	2	1	3	4	1	4	2	6	5	1	2	3
13000	-125.791930354852909	-124.386655879998045	-1.405274474854868	0.000106308992494	0.000041728339119	0.392519373383502	0.616190678298110	-1	2	1	4	6	8	4	7	8	7	9	8	11	11	14	16	14	18	21	0	1	1	2	4	10	2	5	8	4	2	5	10	8	5	14	0	17	18	1	1	1	1	1	1	1	1	1	1	4	2	2	2	4	2	1	2	2
13500	-130.117612992896341	-128.741105806282548	-1.376507186613784	0.000120434548341	0.000054997161630	0.456656020950599	0.341317374409483	0	3	2	5	6	7	4	8	8	9	9	8	12	12	14	15	12	16	20	0	3	1	3	1	5	3	7	2	1	4	5	5	5	11	3	0	17	17	1	1	1	1	3	1	1	2	3	4	2	1	3	2	2	6	1	3	4
14000	-137.060301054731724	-135.683058938747592	-1.377242115984142	0.000119449314077	0.000054268192220	0.454319831296391	0.569053046123466	0	2	3	4	4	8	6	7	7	9	8	9	12	10	13	14	15	18	21	0	1	1	1	1	2	1	7	3	4	1	2	11	7	10	15	0	17	18	1	2	2	1	2	2	2	1	2	1	4	3	3	2	2	1	1	2	2
14500	-114.214440630963878	-112.817052905607582	-1.397387725356299	0.000130540375519	0.000053047823971	0.406371007897575	0.700668378077044	0	2	3	5	6	8	5	8	7	8	9	7	12	11	14	16	16	18	20	0	1	1	3	3	7	2	9	3	5	4	7	5	9	5	15	0	17	18	1	1	1	1	1	2	1	1	2	1	2	1	3	2	4	1	1	1	1
15000	-118.999373552910086	-117.527824679486628	-1.471548873423454	0.000235581352018	0.000074540841305	0.316412316452850	0.691263037274638	0	3	2	5	6	8	5	7	8	9	10	8	11	13	11	15	15	17	20	0	3	1	3	1	3	2	2	8	12	10	7	11	9	10	14	0	17	17	1	1	1	2	3	3	1	2	1	1	1	2	1	2	1	1	1	1	2
15500	-130.237209160335652	-128.719798922986001	-1.517410237349653	0.000109664817213	0.000031044571665	0.283085974644286	0.557457207871412	0	2	2	4	7	8	5	7	8	9	9	8	11	12	15	14	14	17	20	0	1	1	2	7	3	1	2	8	5	4	7	10	9	13	10	0	17	18	1	1	1	1	1	2	3	2	1	1	2	1	1	2	2	2	1	3	2
16000	-138.462381473479155	-136.912662979372783	-1.549718494106367	0.000176554544922	0.000046657772935	0.264268319771446	0.529923431041506	-1	2	3	5	7	6	5	7	7	9	9	9	11	12	12	15	14	16	20	0	1	1	2	3	3	1	7	1	6	4	9	5	13	5	11	0	17	17	1	2	2	1	1	1	3	1	4	2	2	1	2	1	2	2	1	2	3
16500	-115.245836808794337	-113.876519138589529	-1.369317670204810	0.000095879137746	0.000064291679848	0.670549207672912	0.725657231396135	-1	2	1	3	6	7	5	6	8	9	10	8	12	13	13	14	15	18	20	0	3	1	3	2	8	2	2	8	5	4	7	11	9	5	11	0	17	18	1	1	1	1	2	1	1	1	1	1	3	2	1	2	3	2	1	1	1
17000	-119.688603941169802	-118.307039280339495	-1.381564660830312	0.000078174007356	0.000057453425658	0.734942823086959	0.528709226120602	-1	3	2	4	4	7	5	8	7	9	9	8	12	12	14	15	15	17	21	0	3	1	3	3	3	2	9	3	3	4	7	11	9	10	10	0	17	18	1	1	1	1	2	2	2	1	3	3	2	1	1	2	3	3	1	1	2
17500	-131.693629205520949	-130.145900964552794	-1.547728240968146	0.000206448938237	0.000054779780080	0.265342997390547	0.650357765398167	0	2	1	4	6	7	4	8	7	8	8	9	13	12	14	15	15	17	19	0	1	1	3	2	5	3	2	3	4	2	8	7	9	14	11	0	17	18	1	1	1	1	2	1	1	2	2	2	3	1	5	3	2	3	1	1	1
18000	-130.013207639173743	-128.592845200153192	-1.420362439020562	0.000106557894535	0.000039443677281	0.370161942979069	0.518858502199989	0	2	3	5	6	7	5	7	7	8	9	7	13	11	15	15	14	17	21	0	1	2	3	2	7	2	5	2	5	2	5	11	10	3	14	0	17	18	1	1	1	1	3	2	1	1	2	1	3	1	2	2	4	2	1	1	3
18500	-105.896500895292263	-104.413690511897997	-1.482810383394265	0.000210764383433	0.000064769920763	0.307309611366471	0.821115141098890	0	3	2	4	5	8	6	7	8	7	9	7	12	13	13	15	14	17	20	0	3	1	3	2	7	5	5	8	5	10	7	11	9	10	14	0	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
19000	-125.072264140000755	-123.297298417571284	-1.774965722429467	0.000142474418351	0.000026024738901	0.182662538312141	0.463545881763434	-1	2	2	5	6	7	6	7	7	9	8	8	12	13	14	15	14	18	20	0	1	1	2	4	7	1	5	2	5	4	5	11	10	11	11	0	17	17	1	1	2	1	1	1	4	1	2	2	2	1	2	2	2	4	1	3	2
19500	-131.703697518767513	-130.248200800129666	-1.455496718637859	0.000145139675655	0.000048004596613	0.330747580880901	0.533623353486955	-2	3	2	4	6	6	5	7	6	7	9	9	13	10	13	15	14	17	21	0	1	1	3	3	3	3	9	4	7	5	3	5	5	2	10	0	17	17	1	3	2	1	2	2	1	1	1	1	1	3	3	2	6	4	1	2	3
20000	-119.388579076020221	-117.812598374576822	-1.575980701443398	0.000117514996587	0.000029491523734	0.250959661240743	0.524944791770532	0	2	3	4	5	8	6	7	7	9	8	8	12	13	13	15	13	17	20	0	1	2	3	2	8	2	2	5	8	3	7	11	10	10	11	0	17	17	1	1	1	1	1	1	1	2	1	1	3	1	2	2	2	3	1	2	3
20500	-132.507039009274479	-131.129780558643688	-1.377258450630796	0.000136205422458	0.000097342018315	0.714670653770312	0.523526749760462	0	3	2	4	7	6	6	7	7	8	8	8	12	12	14	14	14	18	21	0	3	1	3	4	2	1	3	7	6	3	5	5	9	8	3	0	17	18	1	1	1	1	1	2	3	2	1	2	2	1	2	3	3	6	1	2	2
21000	-118.894457639907330	-117.457445660128769	-1.437011979778558	0.000149170428347	0.000052178645094	0.349792151646904	0.631599732297221	0	2	2	5	6	7	5	7	7	9	9	8	13	12	14	15	14	17	20	0	1	1	2	2	7	3	3	4	3	4	7	11	10	5	8	0	17	18	1	1	1	1	2	1	1	3	1	2	2	2	2	2	4	3	1	2	2
21500	-126.437063152044104	-125.029515684801908	-1.407547467242192	0.000139029937024	0.000054060765578	0.388842624368115	0.671905765164136	0	2	2	3	5	8	4	7	7	8	9	8	12	10	14	15	14	18	21	0	1	1	2	2	2	2	5	5	9	3	2	11	9	2	15	0	17	17	1	1	1	1	1	3	1	2	1	1	4	3	2	1	4	1	1	2	3
22000	-121.383329176088864	-119.708507957029269	-1.674821219059593	0.000171612792594	0.000036313051941	0.211598747343182	0.572170382737273	0	3	2	4	4	8	5	7	7	8	9	8	11	13	13	15	16	18	19	0	1	1	3	3	7	1	2	5	5	4	7	8	10	7	15	0	17	17	1	2	1	1	1	2	2	2	1	2	2	2	2	2	4	1	1	1	1
22500	-113.740463627151996	-112.211220187559292	-1.529243439592708	0.000157619548695	0.000043476860153	0.275834187529409	0.696593998025687	0	2	3	4	6	6	5	7	5	8	9	8	12	12	12	14	15	18	21	0	1	2	2	3	3	3	9	3	5	4	5	11	9	10	15	0	17	18	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1
23000	-119.075675336619227	-117.566629070260547	-1.509046266358682	0.000096093629331	0.000027722866598	0.288498486227361	0.480889392424402	-2	1	3	4	6	6	5	7	7	9	9	8	12	12	13	15	15	18	21	0	1	1	3	1	3	3	3	5	9	4	5	11	9	8	3	0	17	18	1	1	2	1	4	2	1	2	1	1	2	2	1	3	3	6	1	2	1
23500	-120.378055106663822	-119.000858740299037	-1.377196366364788	0.000067027985939	0.000030461764198	0.454463367380327	0.500533514102512	-2	2	2	4	5	7	5	5	7	8	7	9	11	12	13	15	15	18	20	0	1	1	3	1	3	2	3	2	1	4	5	10	9	11	15	0	17	18	1	2	2	1	4	3	2	2	2	4	2	2	2	2	3	1	1	2	1
24000	-118.548185879725366	-117.092396920326010	-1.455788959399350	0.000107542538945	0.000035539608122	0.330470235038934	0.617644755936077	-2	2	3	5	6	8	5	7	8	8	8	9	11	12	14	15	15	17	20	0	1	1	3	3	2	3	2	8	4	8	8	11	9	8	15	0	17	18	1	3	2	1	2	2	1	2	1	2	1	1	1	2	3	1	1	1	2
24500	-133.792215511192921	-132.179168494993320	-1.613047016199604	0.000120384045663	0.000028230323109	0.234502196315026	0.540349494514907	-1	2	2	5	7	7	5	5	7	8	9	8	10	12	14	16	15	18	21	0	1	1	2	8	7	1	2	4	6	10	7	8	9	2	15	0	17	18	1	2	1	2	1	2	2	1	1	1	1	1	2	2	5	1	1	2	3
25000	-121.979386185947831	-120.412950891192466	-1.566435294755370	0.000154492921598	0.000039491325711	0.255618997313628	0.549781828477157	-1	3	3	5	4	8	5	7	7	8	9	7	12	12	14	16	16	18	20	0	1	1	5	1	12	3	2	2	5	4	5	9	10	10	15	0	17	18	1	2	2	1	2	1	1	1	2	2	1	1	2	2	3	1	1	1	1
25500	-131.994273330773467	-130.621914286961555	-1.372359043811918	0.000186689475184	0.000087983800708	0.471284204001633	0.493046675403325	-1	3	3	4	5	7	5	8	6	8	10	7	12	13	13	13	15	17	20	0	1	1	2	2	7	3	5	2	5	5	7	11	11	5	1	0	17	18	1	1	1	1	1	1	1	1	2	1	2	1	1	3	4	5	1	2	2
26000	-135.822632932040591	-134.450688501991323	-1.371944430049280	0.000150226059436	0.000071043465066	0.472910394727879	0.517887456450561	0	2	2	3	6	8	5	7	4	8	9	9	12	11	12	16	13	16	20	0	1	1	1	7	7	2	7	3	1	3	7	11	7	6	14	0	17	18	1	2	1	1	1	2	2	1	1	4	3	1	1	2	2	3	1	2	3
26500	-126.102357048366315	-124.738217251351074	-1.364139797015242	0.000117713397939	0.000060587206711	0.514701026150852	0.566569217160014	0	2	2	5	6	7	3	7	5	6	8	8	12	12	14	13	15	17	20	0	1	1	2	1	10	2	5	1	3	4	10	5	8	10	2	0	17	17	1	1	1	1	3	1	1	1	2	2	1	1	2	3	4	5	1	2	2
27000	-115.732632669845614	-114.309211966962849	-1.423420702882762	0.000171548855832	0.000062809928568	0.366134348515293	0.716585630495387	-1	3	2	5	6	6	5	7	7	9	8	8	12	11	13	16	16	17	21	0	3	1	2	4	2	2	3	5	5	4	8	4	8	10	15	0	17	17	1	1	1	1	1	1	1	2	1	1	2	1	3	2	2	2	1	1	2
27500	-112.721383880688990	-111.122998098287738	-1.598385782401252	0.000152657910941	0.000036748562492	0.240724914063269	0.676835206096154	0	3	2	4	7	7	4	5	8	9	9	9	11	12	15	15	15	18	20	0	3	1	3	8	7	3	2	3	5	4	7	11	8	14	14	0	17	18	1	1	1	1	1	1	1	1	3	1	2	2	1	3	1	2	1	2	1
28000	-124.912258770575576	-123.396368771902416	-1.515889998673162	0.000166392301683	0.000047263943412	0.284051262790713	0.480479088310515	0	2	2	4	6	7	5	6	5	9	7	8	11	13	12	15	15	17	21	0	1	1	3	2	5	2	2	3	2	4	5	10	10	11	14	0	17	18	1	1	1	1	2	1	1	2	1	2	2	1	1	1	3	2	1	1	2
28500	-113.414614116696271	-112.014714918683111	-1.399899198013165	0.000152231715779	0.000061160255152	0.401757641886250	0.855213670572865	0	2	2	4	5	7	6	7	8	8	10	9	11	12	13	16	15	16	20	0	1	1	2	4	2	3	7	8	7	10	6	10	8	11	15	0	17	18	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2
29000	-130.879946173207230	-129.450648435862433	-1.429297737344808	0.000106463568705	0.000038196732320	0.358777493415727	0.459505757284702	0	2	2	3	6	7	4	8	7	7	9	7	12	13	13	15	14	17	19	0	1	1	2	1	1	2	10	2	2	6	7	10	8	3	2	0	17	18	1	1	1	1	2	3	1	1	2	2	1	2	2	2	6	5	1	3	1
29500	-133.569117937702714	-132.165435720307869	-1.403682217394850	0.000191919719499	0.000075841418407	0.395172620121816	0.740047048216121	0	3	2	4	6	6	4	7	7	7	9	8	13	11	13	15	14	16	19	0	1	1	1	2	7	3	2	3	5	6	2	4	9	10	13	0	17	17	1	1	1	1	1	1	1	2	2	1	1	1	4	2	3	1	1	2	2
30000	-124.731393090642499	-123.164196479273983	-1.567196611368519	0.000126291564377	0.000032234694258	0.255240280042020	0.787312680062388	0	3	2	4	6	7	5	8	6	9	10	9	12	11	14	16	15	18	19	0	1	1	3	3	5	3	5	3	6	4	6	11	9	12	15	0	17	18	1	1	2	1	2	1	1	1	2	1	2	2	1	2	2	1	1	2	1
30500	-121.437697162151750	-119.992288521730458	-1.445408640421292	0.000162032092177	0.000055212621006	0.340751145433483	0.703806475385036	0	3	1	4	6	6	4	6	7	8	10	8	11	12	14	15	14	18	20	0	3	1	1	3	7	1	7	8	5	5	7	4	9	10	15	0	17	18	1	2	1	2	2	1	2	1	1	1	2	2	3	2	3	1	1	2	2
31000	-113.066219470692474	-111.588263968175369	-1.477955502517106	0.000194610058407	0.000060552435359	0.311147511359107	0.767886614321104	-1	1	2	5	6	8	4	7	7	8	10	8	12	12	14	15	15	18	20	0	1	1	7	7	5	3	5	7	5	9	5	11	11	14	14	0	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
31500	-120.444545233663774	-118.935301357280423	-1.509243876383348	0.000133029069394	0.000038361282869	0.288367670645039	0.741220171715983	0	2	1	4	6	7	5	7	5	6	8	8	12	12	11	14	14	17	20	0	3	1	3	7	7	3	9	2	4	5	7	11	8	5	15	0	17	18	1	1	1	1	1	1	3	1	1	1	1	2	1	2	2	1	1	2	2
32000	-137.434225512743154	-135.369576835637304	-2.064648677105847	0.000220640370657	0.000028530897343	0.129309506042935	0.413253148841248	-1	3	2	4	7	6	5	7	8	8	9	8	13	13	12	15	15	17	20	0	3	1	3	1	2	3	3	2	7	1	3	15	12	3	14	0	17	18	1	1	2	1	5	2	1	2	2	2	4	2	1	2	4	1	1	2	2
32500	-119.935331187603623	-118.428826090086886	-1.506505097516739	0.000133908740008	0.000038859498503	0.290193892503254	0.456532070790505	0	3	2	5	6	7	5	5	7	8	10	8	12	11	14	14	14	18	20	0	1	1	3	1	7	3	2	5	8	2	7	5	9	10	11	0	17	17	1	1	1	1	3	1	1	1	1	1	3	2	3	2	4	2	1	2	3
33000	-126.367222941354200	-124.846272291397582	-1.520950649956617	0.000120265285923	0.000033778729208	0.280868489598188	0.571729229774782	0	2	3	4	6	7	5	8	7	5	10	7	13	11	15	13	15	18	20	0	1	1	3	3	3	3	9	5	1	1	7	11	8	16	10	0	17	18	1	1	2	1	2	2	1	1	1	2	6	2	3	1	1	4	1	1	1
33500	-129.001196480907964	-127.406565358445732	-1.594631122462228	0.000124466605357	0.000030167740516	0.242376181382952	0.533165788663595	-1	2	3	5	5	8	6	6	8	8	8	9	12	13	15	14	15	17	21	0	1	1	3	2	5	5	3	3	8	4	7	5	8	1	9	0	17	18	1	2	2	1	2	2	1	1	3	1	2	2	3	4	6	3	1	2	2
34000	-135.808333164782766	-134.402360545659803	-1.405972619122975	0.000129702425555	0.000050762489595	0.391376563525913	0.331681453383591	-1	2	3	4	6	7	5	5	8	6	9	7	11	11	13	16	14	17	21	0	1	1	3	1	8	1	3	5	1	1	7	11	10	3	14	0	17	17	1	2	2	1	3	1	2	1	1	3	5	1	1	2	5	3	1	2	5
34500	-123.565692941060846	-122.136880375942567	-1.428812565118283	0.000171389493026	0.000061591732387	0.359367025942625	0.517542799373427	-1	2	3	4	6	8	6	8	8	6	9	7	12	12	14	15	15	18	20	0	1	2	1	4	10	3	5	5	2	12	4	11	8	14	10	0	17	17	1	1	1	2	1	1	2	1	1	2	1	3	2	3	1	5	1	2	3
35000	-120.741273249340580	-119.368267243079387	-1.373006006261190	0.000146190445398	0.000068536246283	0.468814812735445	0.683008646558647	0	2	2	4	6	7	5	6	6	9	10	8	11	13	14	13	15	17	19	0	1	1	2	2	5	1	4	1	4	8	5	11	10	11	10	0	17	18	1	1	2	1	2	1	1	1	3	2	2	1	1	2	3	2	1	1	1
35500	-128.966157935217012	-127.308004261315176	-1.658153673901839	0.000194989462433	0.000042373858994	0.217313584360490	0.557856155842890	0	2	3	4	7	7	5	8	7	8	9	7	12	13	13	16	15	17	20	0	1	2	2	1	4	3	9	2	5	10	7	11	9	11	14	0	17	18	1	1	1	2	4	2	1	1	2	1	1	1	2	3	2	2	1	2	2
36000	-108.279722034526415	-106.918665965570952	-1.361056068955464	0.000105095824125	0.000061487207108	0.585058517971018	0.782160122921709	-1	1	2	4	6	7	4	5	8	8	10	8	12	13	14	15	15	17	20	0	1	2	3	3	7	3	3	8	5	10	7	11	9	11	15	0	17	18	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1
36500	-123.337034607378683	-121.969681137988516	-1.367353469390169	0.000120794393965	0.000059670257329	0.493982008359183	0.549960737030022	-1	3	1	4	5	8	5	8	6	8	10	9	13	10	13	15	14	17	19	0	3	1	3	2	7	3	9	5	9	1	6	11	8	8	15	0	17	18	1	1	1	1	1	2	2	1	1	1	4	1	1	1	4	1	1	2	2
