step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
34500	-229.200908644271664	-236.056396595231035	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705750268781701	1	2	2	4	4	3	3	5	6	5	6	4	4	3	5	5	6	5	6	7	7	7	6	8	8	8	7	8	7	6	7	9	8	9	12	11	10	11	13	14	13	15	16	16	15	18	17	0	1	1	3	1	2	3	14	12	4	18	3	7	1	7	6	8	4	2	15	8	18	12	15	20	16	16	17	8	7	1	14	9	27	32	24	33	37	37	15	32	39	40	36	24	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	3	2	1	1	2	2	2	1	2	5	2	1	1	3	3	3	2
35000	-210.584831576887296	-217.440319527846668	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809350418559150	0	2	2	4	2	3	4	5	3	4	7	3	5	4	5	5	8	6	6	7	7	5	6	9	8	7	6	8	7	8	8	9	8	10	11	12	10	11	13	14	13	15	15	16	17	17	16	0	1	1	9	1	5	12	2	3	3	12	3	12	2	10	6	8	7	14	15	8	14	10	22	20	16	16	8	18	18	19	21	9	26	17	24	33	37	37	36	35	39	36	40	47	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1
35500	-216.313334530360351	-223.168822481319722	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776679310891211	1	3	2	4	4	4	3	5	7	3	6	5	5	5	5	5	7	6	6	7	7	7	6	8	6	8	8	8	7	8	7	9	8	9	12	12	11	12	13	15	12	15	16	16	16	17	14	0	1	1	7	1	2	3	5	10	3	7	7	10	1	10	6	14	7	5	25	8	12	7	15	15	16	16	17	8	10	19	21	18	27	32	24	33	37	37	36	28	39	40	47	47	41	24	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	2
36000	-214.517748995112839	-221.373236946072211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736615026815190	0	2	2	3	3	4	3	5	6	4	7	2	4	5	5	6	7	5	7	6	7	7	8	9	8	8	8	9	7	8	6	10	8	10	12	11	12	10	13	15	14	15	16	16	17	18	18	0	1	1	3	2	2	3	5	13	12	10	1	12	5	4	6	8	4	2	15	8	7	9	15	20	16	16	17	8	18	2	21	18	16	21	24	33	33	37	36	32	39	36	36	40	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	2	2	1	2	2
36500	-243.247383039918560	-250.102870990877932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717925498317105	1	4	3	5	4	3	4	5	5	4	7	2	4	5	5	5	7	6	7	6	7	6	8	9	8	9	8	9	8	7	8	9	8	10	12	11	10	12	12	14	14	15	15	14	15	17	18	0	1	12	6	1	1	12	2	7	12	7	1	3	1	3	6	8	7	5	15	8	12	22	15	20	16	14	17	8	9	18	21	7	27	21	24	30	37	37	24	35	39	24	36	36	41	45	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	1	2	2	1	3	1	2	1	2	2	1	2	4	3	2	2	2
37000	-222.971089039646500	-229.826576990605872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.792080725740116	0	2	3	2	4	2	4	6	6	4	6	5	4	5	5	5	7	4	5	6	7	5	8	7	8	9	9	7	8	8	6	9	7	8	11	11	10	12	13	13	14	14	15	16	16	17	18	0	1	4	1	2	1	3	18	7	4	12	10	4	2	18	6	8	1	5	15	8	7	22	15	20	16	16	8	8	33	19	21	22	16	17	24	33	37	37	24	32	39	24	36	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	3	2	1	5	2	2	1	1
37500	-234.006324370303389	-240.861812321262761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754151140675357	0	3	3	2	4	3	4	5	5	3	7	4	5	5	5	6	6	5	6	6	6	7	5	8	8	8	9	8	8	8	7	10	6	10	11	10	10	12	12	14	13	13	14	16	15	17	16	0	1	4	1	1	1	10	5	12	4	18	3	4	2	7	6	8	12	1	15	5	10	3	15	20	16	16	17	8	10	14	21	6	27	32	15	22	37	37	24	32	39	24	45	36	41	43	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	2	1	2	2	2	2	1	1	1	3	2	1	1	2	2	1	2	1	3	2	1
38000	-226.725648580965242	-233.581136531924614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768373795874354	0	4	3	1	2	1	3	5	7	4	4	3	4	4	5	4	7	6	5	6	7	6	6	7	7	8	8	8	7	7	7	9	9	10	11	12	10	11	13	15	14	15	14	16	17	17	16	0	5	4	1	1	1	4	14	3	12	12	4	7	3	7	6	8	10	1	15	8	4	7	15	20	16	16	17	8	14	19	29	9	27	32	24	9	37	37	36	35	39	36	40	47	41	40	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	2	2	1	2	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	2	1
38500	-226.005638009844915	-232.861125960804287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748836243223876	1	2	2	5	4	3	3	5	6	4	6	4	5	5	5	4	7	6	6	7	4	7	7	8	8	8	7	8	8	8	8	10	8	9	12	12	11	12	13	14	13	14	15	16	16	17	17	0	1	1	3	1	2	3	21	10	3	12	7	12	5	7	6	19	12	1	15	2	10	4	4	20	27	16	8	8	4	19	17	18	27	17	24	33	37	37	24	35	39	40	36	36	41	45	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	2	2	1	1	1	2	2	2	1
39000	-239.236362723898367	-246.091850674857739	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707570021070000	0	2	2	5	3	3	4	5	6	5	7	4	4	4	6	5	8	5	6	6	6	8	7	9	7	8	9	9	7	8	8	9	8	10	11	10	11	12	14	14	14	14	15	16	14	17	17	0	1	1	7	1	2	3	14	12	7	9	3	3	2	7	6	8	12	14	7	10	4	7	23	20	16	26	17	8	3	19	17	21	27	32	26	23	37	37	36	32	37	36	40	22	41	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	1	3	1	1	1	1	1	1	2	1	2	3	3	2	2	1	2	1	1
39500	-214.962161451995485	-221.817649402954856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.820791608585010	0	2	2	4	4	3	4	5	5	3	6	4	4	6	3	5	7	3	6	6	6	6	7	8	7	8	8	6	6	6	7	9	7	10	12	11	10	11	14	14	14	13	15	17	16	17	17	0	1	1	3	2	2	3	5	4	3	7	10	18	5	3	6	8	3	5	15	8	7	12	15	20	16	16	8	8	4	19	17	4	27	32	24	33	37	42	36	35	38	36	40	40	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	3
40000	-205.407322437873319	-212.262810388832690	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.819539601389495	0	2	2	5	4	4	3	6	6	4	6	4	5	5	5	6	8	5	6	6	5	7	7	9	7	7	8	8	8	7	7	8	9	10	12	12	10	11	13	14	13	12	15	17	16	16	17	0	1	1	3	2	2	3	21	4	3	7	7	10	5	7	6	8	7	5	15	5	9	10	15	20	16	16	8	8	18	19	21	22	27	32	24	33	37	42	24	21	37	36	40	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	4	1	2	1	2	2	1
40500	-219.739847595584251	-226.595335546543623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.896809354417234	1	2	2	5	4	4	3	4	5	4	7	3	5	5	5	6	8	5	6	5	6	7	6	8	7	8	8	8	7	8	6	9	9	9	11	11	10	11	13	13	13	15	14	16	17	17	15	0	1	1	12	2	2	3	2	12	3	9	3	12	3	7	6	8	10	1	12	1	9	10	15	20	16	16	21	21	9	14	21	30	27	32	24	22	22	38	24	35	39	36	43	47	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	2	1
41000	-215.587688065486986	-222.443176016446358	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880349195567646	1	3	2	4	4	4	3	5	6	4	7	4	5	4	4	6	8	6	4	7	7	7	7	8	8	8	8	7	8	7	7	9	8	10	12	10	10	12	12	14	13	15	16	15	15	16	17	0	1	1	3	1	2	3	2	12	7	4	3	14	1	3	6	8	10	7	18	8	4	6	18	5	16	16	8	8	18	14	21	18	27	32	24	33	37	37	36	32	39	40	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1
41500	-237.182612908093716	-244.038100859053088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750326353501828	0	2	2	4	3	3	4	5	6	4	5	4	4	3	5	4	7	6	4	6	6	6	6	8	8	8	9	8	7	8	7	9	9	10	12	12	10	12	14	11	13	15	14	16	14	17	18	0	1	1	3	1	1	3	14	3	3	7	3	14	2	12	6	8	15	2	15	8	3	4	15	20	16	16	8	8	18	22	8	9	27	32	30	33	37	37	15	32	39	36	45	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	2	2	1	2	2	1	1	3	2	3	1	1	1	2	2	2
42000	-251.401122388843334	-258.256610339802705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638375300325092	1	3	2	4	4	3	3	3	5	4	6	5	4	6	5	5	7	6	6	6	6	7	5	8	8	8	7	8	8	8	6	9	9	10	11	12	12	10	13	13	13	15	16	14	17	18	17	0	1	1	3	1	1	3	1	3	7	4	10	3	2	3	6	8	10	2	15	8	10	7	5	20	16	16	8	17	14	2	21	4	27	21	24	38	33	38	12	32	39	40	36	24	41	40	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	1	2	1	1	2	1	2	3	3	3	1	1	1	3	2	2	2	2	4	3	2
42500	-243.416229681627897	-250.271717632587269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.820522816549102	0	3	2	4	4	1	3	4	6	5	4	4	5	3	5	5	7	5	6	7	6	7	8	7	7	8	8	7	8	9	8	9	8	9	12	11	11	9	12	13	13	14	16	16	16	17	16	0	1	1	3	14	1	3	7	12	3	7	3	2	1	4	6	8	3	14	15	12	4	9	15	13	16	16	8	17	10	19	17	12	27	21	24	38	19	37	36	32	39	40	40	40	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	2	1	1	2	1	1	2	2	2	2
43000	-187.167672719796798	-194.023160670756170	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.888959623952471	1	2	2	4	3	3	3	6	7	5	6	4	4	3	5	5	7	5	6	6	7	6	8	9	7	8	7	8	8	7	8	9	8	9	11	11	10	11	13	14	12	15	16	16	16	17	18	0	1	1	7	2	1	3	14	18	7	10	3	3	1	12	6	8	7	14	15	8	4	9	15	20	16	16	8	17	22	19	21	22	27	32	24	33	37	37	24	32	39	40	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1
43500	-240.855479367861250	-247.710967318820622	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691108182416728	0	4	2	4	1	3	4	5	6	5	7	4	5	4	5	6	6	6	6	7	7	7	8	8	8	9	9	9	8	9	7	8	8	8	11	11	9	12	13	14	13	14	15	16	17	17	16	0	1	1	3	1	1	6	2	7	14	14	3	12	5	3	6	8	4	6	15	8	18	18	15	20	16	16	21	17	18	19	8	18	16	21	15	12	37	38	30	32	38	36	43	43	41	40	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	1	1	2	1	1	1	2	3	2	2	2	1	3	3	1	2	1	1	2	1
44000	-227.055398221142980	-233.910886172102352	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778260800892230	1	4	2	5	4	3	4	5	7	4	6	4	3	4	6	6	6	5	6	7	7	8	7	9	8	9	8	8	7	6	6	9	7	9	11	12	8	12	14	14	13	13	15	17	17	17	17	0	1	1	12	1	1	3	14	4	3	12	3	3	1	4	6	8	10	18	15	8	9	30	15	20	16	16	17	8	10	5	21	30	16	32	24	33	37	38	24	32	37	40	36	40	41	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	3	2	2	1	2	2	2	3
44500	-215.768474250504966	-222.623962201464337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.904139255790894	1	3	3	2	4	4	4	6	6	5	7	4	5	5	5	5	7	5	6	7	7	7	7	8	8	7	8	9	7	8	7	9	8	10	11	12	11	10	12	14	13	14	16	16	16	16	15	0	1	4	1	1	1	4	10	10	4	18	4	7	2	12	6	8	3	2	15	8	12	10	15	20	16	16	8	14	3	19	18	12	27	30	24	38	33	37	36	32	39	40	47	40	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	2
45000	-217.550518249913807	-224.406006200873179	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797120060269848	0	2	3	2	5	3	4	6	6	4	5	5	4	4	5	6	8	6	6	6	5	7	8	8	8	8	8	8	7	8	7	8	7	9	11	11	10	12	12	11	13	14	14	15	16	17	17	0	1	4	1	3	2	4	21	10	3	3	7	3	2	4	6	8	7	5	15	3	12	9	15	20	16	16	8	8	18	14	21	12	16	32	18	33	37	37	24	32	39	40	36	43	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	3	2	1	1	2	3	1	2	1	1	2	1
45500	-236.101461492011509	-242.956949442970881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731562516076365	1	3	2	4	4	2	3	5	6	5	6	4	5	6	5	5	6	4	4	6	7	7	7	7	7	9	8	8	7	8	7	9	7	9	11	11	11	12	12	15	13	14	13	16	16	17	18	0	1	1	3	3	1	3	1	12	4	2	3	7	5	3	6	8	3	1	12	17	18	9	11	20	27	16	17	17	10	19	17	18	27	17	24	33	37	37	24	21	39	36	43	24	41	43	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	3	2	2	2	4	1	2
46000	-228.849459335256853	-235.704947286216225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738351575355839	0	3	2	4	4	2	3	5	7	4	6	4	5	5	5	5	7	5	6	6	6	6	7	8	8	8	7	9	7	6	7	9	8	9	12	12	10	12	12	14	13	14	16	16	17	17	18	0	1	1	6	1	1	3	6	2	1	4	7	2	5	7	2	8	7	5	4	2	4	10	15	20	16	16	10	10	5	19	17	22	27	21	24	33	37	33	15	32	39	40	24	43	41	45	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	1	1	1	1	2	2	1	1	2	4	2	1	1	3	1	2	1
46500	-216.350021320559307	-223.205509271518679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810468282409810	1	3	3	5	3	3	2	5	6	4	7	5	4	5	5	5	6	6	6	6	7	7	6	9	7	7	8	7	5	6	8	9	8	9	11	11	11	12	12	13	14	14	14	15	16	17	18	0	1	7	3	1	7	1	2	12	7	4	10	7	2	10	6	8	5	5	15	17	10	4	15	20	16	26	8	5	10	5	21	9	26	32	24	33	37	33	36	32	37	24	40	44	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	1
47000	-222.900066054690058	-229.755554005649429	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767381977655886	0	2	3	4	5	4	2	5	6	4	7	5	5	4	5	6	7	5	6	6	7	6	7	8	8	8	8	8	7	7	7	9	8	10	11	11	12	11	13	14	13	14	14	17	16	16	18	0	1	7	7	2	1	1	4	7	7	12	3	7	1	6	6	8	7	14	15	8	7	18	22	20	16	16	14	8	5	5	28	14	27	32	15	33	33	37	15	32	39	36	43	43	41	45	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	4	2	2	1	4	1	1	1	1	1	2	1
47500	-249.751410661197525	-256.606898612156897	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769570634838715	0	2	3	4	4	3	2	5	6	4	7	4	4	5	5	6	8	4	5	6	7	7	7	9	7	8	9	8	8	7	7	7	8	9	11	12	11	12	13	15	13	15	13	17	16	18	17	0	1	2	7	2	2	1	2	7	7	12	3	7	5	7	6	8	7	2	15	8	12	3	9	20	16	16	8	8	10	19	15	14	16	32	15	33	22	37	24	32	39	36	36	36	41	24	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	3	1	2	1	3	3	1	1	2	2	2	3
48000	-229.881358730346392	-236.736846681305764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654871436381633	1	3	3	4	3	3	2	5	5	4	7	5	5	4	5	5	7	5	6	6	6	7	7	8	7	8	7	8	8	9	7	10	9	9	12	10	10	11	12	14	12	14	14	16	17	17	18	0	1	7	7	1	1	1	2	3	7	10	7	4	1	10	6	8	3	14	15	8	3	18	15	20	16	16	8	8	9	5	21	10	27	21	24	12	37	37	24	32	39	36	36	44	41	44	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	3	2	2	1	2	2	3	1	1	2	1	1	2	2	1	2	1
48500	-231.901596369995389	-238.757084320954760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654452272515843	0	3	2	4	4	2	3	5	6	4	6	4	5	5	5	5	8	5	6	6	7	7	7	9	8	9	7	8	7	9	8	9	9	9	12	11	9	10	13	15	12	14	13	17	15	17	17	0	3	1	3	2	1	3	1	4	7	5	3	7	2	3	6	8	12	14	15	8	12	10	4	20	16	16	8	8	18	19	21	23	27	32	24	12	33	37	24	32	39	36	40	43	41	45	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	3	1	2	1	1	1	1	2	1	3	1	2	3	2	1	1	1	1	3	2
49000	-236.009155586093470	-242.864643537052842	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675209794020108	1	3	2	5	4	3	4	5	6	4	6	4	5	6	5	6	6	6	6	6	6	6	7	8	8	9	7	8	8	8	8	8	6	9	11	11	12	11	14	13	13	15	15	17	17	17	18	0	1	1	12	1	1	3	5	7	3	10	3	12	5	7	6	8	10	5	15	8	10	22	15	20	16	16	8	8	22	4	21	1	16	17	24	38	33	38	24	32	39	24	43	40	41	43	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	3	2	1	3	2	2	2	1	3	1	1	2	2
49500	-222.406220486732025	-229.261708437691397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749334375776617	1	3	2	4	4	4	4	6	6	4	6	5	4	6	5	5	5	5	5	6	6	7	8	8	7	8	9	8	8	8	7	9	9	9	11	12	11	12	13	14	13	14	16	17	16	16	17	0	1	1	3	2	1	3	17	4	3	10	2	3	5	7	6	2	5	5	15	17	7	9	15	20	16	16	8	8	9	19	22	9	26	32	24	33	12	33	36	32	38	36	45	24	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	2	1	1	2	1	3	3	1	2	1	3	1	3	2	1
50000	-226.399160973431492	-233.254648924390864	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769377978029808	1	3	2	4	3	3	4	4	7	5	6	4	3	5	6	5	5	5	6	7	7	8	7	9	8	6	9	7	6	9	7	10	9	8	11	10	12	10	13	14	13	14	14	16	17	17	16	0	1	1	3	1	1	3	3	4	7	4	3	3	1	7	6	8	12	5	14	8	12	18	15	20	16	34	17	8	4	19	28	22	26	21	15	38	33	37	36	32	39	24	43	24	41	43	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	1	2	1	4	2	1
50500	-241.735519963573012	-248.591007914532383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.792748133066895	0	2	2	5	5	4	3	4	6	4	7	4	5	5	5	5	7	4	7	6	6	5	7	9	8	8	9	7	8	8	6	8	8	10	11	12	10	9	13	13	14	14	16	15	15	16	16	0	1	1	10	2	2	3	2	18	3	7	3	3	7	7	6	8	3	31	15	8	10	9	15	20	16	16	7	8	9	2	21	22	26	32	24	38	9	37	24	32	37	36	40	36	41	45	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	3	2	1	1	1	1	1	2	2	1	2	2	2	4	1	1	1	2	1	1
51000	-213.367445779189978	-220.222933730149350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842483734120345	0	3	3	4	4	2	2	5	6	5	5	4	4	3	4	6	7	5	5	7	6	7	7	8	6	8	8	8	7	7	8	9	8	9	10	11	12	11	14	14	13	15	14	17	16	15	17	0	1	7	7	2	1	1	14	4	12	4	7	7	1	7	6	8	14	1	25	8	10	4	15	15	16	16	17	8	18	19	21	10	27	32	24	38	2	38	24	32	39	36	40	43	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	2	2	1	1	1	1	1	1
51500	-236.851168981160782	-243.706656932120154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706475481122948	0	3	3	5	4	2	2	5	6	5	6	4	4	5	5	4	7	6	6	6	7	6	8	8	7	6	7	9	8	7	8	9	7	10	11	11	11	10	13	14	13	15	15	17	17	17	17	0	6	7	3	2	1	1	5	3	12	5	7	7	2	3	6	8	10	5	15	8	10	9	11	20	16	16	8	8	3	1	29	4	27	21	24	33	33	37	36	32	39	36	24	40	41	40	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	4	1	2	2	3	2	2	1	2	2	2	1	2	5	1	2	2
52000	-216.284175841403624	-223.139663792362995	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777886699835815	0	2	1	4	4	3	3	6	5	4	5	4	5	5	5	5	6	6	6	6	7	8	7	9	7	8	8	8	8	8	8	9	6	10	10	11	11	9	13	13	13	14	15	16	16	17	17	0	1	1	7	2	1	3	2	3	7	7	3	7	5	7	6	5	10	5	9	8	15	12	15	20	16	16	17	17	7	19	21	7	27	21	24	38	22	37	24	32	39	40	24	40	41	40	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	3	2	2	2
52500	-213.163844265094184	-220.019332216053556	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.813089242772218	0	2	2	5	4	4	3	5	6	4	6	3	4	5	5	5	7	5	5	6	7	8	5	9	7	7	9	9	8	7	8	9	8	8	10	10	10	12	12	14	12	14	13	16	17	16	18	0	1	1	7	2	2	3	5	10	3	10	3	3	5	7	6	8	12	2	15	8	10	12	15	20	16	34	17	8	9	19	21	14	16	32	15	33	37	37	24	32	39	24	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	3	1	2	2	1	1	2	1
53000	-206.537769588790866	-213.393257539750238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742907748837843	1	3	2	4	4	3	4	5	7	4	6	4	4	6	5	5	6	3	5	6	7	7	8	8	7	9	8	7	7	9	6	9	8	10	10	11	10	12	13	14	13	14	15	14	16	17	17	0	1	1	3	1	1	18	2	4	3	10	3	18	5	3	6	8	3	2	15	8	7	3	5	20	16	16	17	8	22	19	21	18	27	32	24	9	37	37	36	32	39	36	36	40	41	45	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	1
