step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
72500	-226.727385301373147	-233.582873252332519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719523302015330	0	3	3	4	2	2	2	4	5	3	6	4	4	5	5	5	5	5	5	6	7	6	8	8	8	8	7	8	8	8	8	8	8	9	10	9	11	12	13	15	12	14	15	16	17	16	15	0	5	7	7	1	1	1	5	7	7	9	7	10	2	3	6	8	4	1	15	8	4	4	15	20	27	16	8	17	18	19	21	22	27	32	15	33	37	37	24	32	37	36	43	40	41	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	3	2	1	2	1	1	1	2
73000	-194.214112915913176	-201.069600866872548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769068439777342	1	3	3	4	4	3	2	5	6	4	6	5	4	5	5	4	6	5	6	6	7	7	7	9	7	7	7	8	7	8	8	9	8	9	11	11	11	12	13	13	12	15	15	16	17	17	16	0	1	7	7	2	1	1	6	12	3	4	7	7	5	10	6	8	2	5	15	8	12	3	15	20	16	16	17	17	18	19	21	18	27	32	24	33	37	37	24	32	39	40	40	47	41	40	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1
73500	-227.095117549962310	-233.950605500921682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722915750811063	1	4	3	4	4	3	2	5	6	4	7	4	5	6	5	5	7	6	7	6	6	7	7	7	8	8	9	8	8	7	7	10	8	9	12	11	11	12	13	15	13	14	13	16	16	18	17	0	1	7	7	7	7	1	5	7	7	4	7	7	2	3	6	8	4	14	15	8	18	12	5	20	16	26	17	8	12	5	21	5	16	32	24	5	37	37	43	32	39	24	36	40	41	45	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	3	3	1	1	1	1	1	2	2	1	3	1
74000	-216.185877762998473	-223.041365713957845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837842208995203	0	3	2	4	4	3	3	5	6	4	7	5	4	4	5	5	6	5	6	5	7	6	8	8	7	7	8	8	6	7	8	10	8	8	12	11	10	12	13	15	13	14	14	16	16	17	16	0	1	1	7	2	1	3	2	3	3	12	7	3	2	10	6	8	10	5	7	17	13	9	22	20	16	26	8	8	10	19	21	7	16	32	24	33	37	37	36	32	39	36	36	24	41	43	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	4	2	1
74500	-235.624600386664099	-242.480088337623471	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800074156863641	0	3	2	4	2	4	3	5	5	4	6	4	5	4	5	6	6	5	6	6	7	6	8	7	8	8	9	8	7	7	7	10	8	10	12	11	9	11	13	13	13	14	13	16	16	17	16	0	1	1	3	1	5	3	14	3	3	12	3	10	5	4	14	8	7	14	9	8	7	9	15	20	16	16	8	8	7	10	8	10	16	32	24	23	37	38	30	32	39	36	43	43	41	36	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	3	2	2	2	2	1	1	1	3	1	1	1	2	2	3	2
75000	-215.125772855863175	-221.981260806822547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878915779137715	0	1	2	3	4	3	3	6	6	4	6	3	4	5	4	6	7	6	6	6	7	7	7	8	7	8	9	8	7	9	7	9	8	10	11	12	11	12	13	14	14	15	15	17	14	16	17	0	1	2	3	2	3	3	7	12	3	12	3	7	12	4	6	8	10	5	15	8	9	7	15	20	18	26	23	8	22	19	21	18	16	32	24	33	37	38	24	32	39	45	40	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	3	2	1	1	1	1	1	1
75500	-224.030965285975128	-230.886453236934500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741544605712246	0	1	2	5	4	3	3	6	6	3	7	4	5	5	5	5	8	6	5	6	6	5	8	9	7	8	8	8	7	7	7	10	8	10	12	11	10	12	13	14	13	14	16	16	17	17	15	0	1	1	7	6	2	3	5	7	3	14	3	3	7	7	6	8	4	5	15	4	10	9	15	20	16	16	8	8	22	19	28	30	27	32	24	26	37	38	24	32	39	24	47	47	41	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	3	1	1	2	2
76000	-222.619679600455243	-229.475167551414614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675696370544394	1	3	3	4	4	3	2	5	6	4	5	4	5	6	5	5	7	6	6	7	6	7	8	8	7	7	8	8	7	8	8	9	8	10	10	12	10	11	12	13	12	14	15	16	17	16	17	0	1	7	7	1	1	1	2	7	7	3	7	3	4	5	5	8	15	5	15	5	4	2	15	5	16	16	17	8	18	5	21	22	27	32	15	33	33	37	22	35	39	24	43	40	41	43	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	1	3	1	2	1	3	1	1	3	1	2	2	1
76500	-241.604740156441295	-248.460228107400667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683945809999240	0	2	3	4	4	2	2	4	5	4	6	5	5	6	5	5	7	6	6	6	6	7	8	6	7	9	8	7	6	8	7	8	7	10	11	11	10	12	13	13	13	14	16	16	16	17	16	0	1	7	6	2	1	1	2	4	7	5	1	4	2	10	6	8	9	5	15	8	6	3	15	20	16	16	8	8	3	6	8	11	27	21	15	33	37	37	36	32	39	40	40	40	41	36	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	3	1	1	2	2	2	1	2	3	2	1	1	2	3	2	1	1	1	3	1	2	1	1	2	2
77000	-227.225113202090739	-234.080601153050111	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809098724566473	1	2	3	5	4	3	2	5	6	5	7	4	5	5	6	5	6	4	5	6	6	7	7	8	7	8	9	8	7	8	7	9	9	9	12	11	11	12	13	14	13	15	14	17	16	16	18	0	1	7	18	1	2	1	1	18	3	4	7	7	5	8	6	8	7	5	7	2	18	14	15	20	16	26	21	8	9	19	17	22	16	32	20	3	37	37	36	21	39	24	43	40	41	45	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	4	1	1	2	3	1	3	1	1	2	1
77500	-214.585650139970397	-221.441138090929769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847065183853440	1	3	3	4	3	3	2	5	5	4	6	4	5	5	5	5	7	4	5	7	7	6	7	9	6	8	7	7	7	9	7	9	8	9	11	12	12	10	13	14	12	15	16	16	16	17	16	0	1	7	7	1	1	1	5	3	7	3	7	12	5	12	6	8	7	5	25	8	10	10	15	15	16	16	8	8	9	19	21	3	27	32	24	33	33	38	33	32	39	36	36	36	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	3	1	1	1	2	1	2	2
78000	-218.373459508432433	-225.228947459391804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700288483915029	1	3	3	5	4	3	4	5	5	5	6	4	5	5	6	5	6	6	5	6	7	6	6	8	8	8	8	9	7	7	7	8	8	10	11	12	11	11	13	13	14	15	16	16	17	18	17	0	1	1	7	1	1	3	2	7	7	7	3	3	5	10	6	5	4	2	12	2	12	3	15	20	16	16	17	8	9	19	17	7	27	32	24	33	33	38	24	35	39	36	36	40	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2
78500	-229.185246771327257	-236.040734722286629	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794869599316835	0	2	1	4	4	3	3	6	6	3	7	4	5	6	5	5	7	6	6	6	7	5	6	9	7	9	8	8	8	9	7	9	9	9	11	12	10	11	13	15	13	15	16	16	14	16	17	0	1	1	6	2	1	3	22	4	3	10	7	10	4	7	6	8	10	22	15	12	10	4	15	20	16	6	8	17	12	3	21	18	27	32	24	33	37	37	24	32	39	36	40	36	41	45	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	2	4	1	1	2	1	1	1	2
79000	-223.393665024893437	-230.249152975852809	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.830745084281383	0	2	2	3	2	3	4	5	7	4	7	5	4	5	4	5	7	6	6	5	6	6	7	8	8	8	8	8	8	6	7	8	8	10	11	11	10	12	12	14	13	15	16	14	16	17	15	0	1	1	3	1	2	3	5	7	3	22	4	3	5	4	6	8	10	5	15	8	7	12	15	20	16	16	8	17	12	19	21	18	27	32	24	33	37	37	36	32	38	36	36	47	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1
79500	-210.312586454099232	-217.168074405058604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828817700116046	1	3	2	4	5	4	4	5	6	4	6	4	4	5	5	6	7	6	6	6	6	7	7	8	7	8	8	9	7	8	8	8	7	10	10	11	9	10	11	13	13	12	15	15	13	18	17	0	1	1	3	2	1	3	7	7	3	12	3	3	2	10	10	8	12	10	15	8	4	10	18	20	16	16	17	8	12	19	21	9	27	32	24	33	33	37	24	35	38	45	24	36	41	45	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	3	1	2	2
80000	-225.588564342497591	-232.444052293456963	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754640078582293	1	3	2	4	5	3	4	5	6	4	7	5	4	5	5	5	6	5	6	7	7	6	7	8	8	9	7	8	8	7	7	8	9	9	11	10	11	12	13	14	13	14	13	16	16	17	18	0	1	1	3	2	1	3	1	10	3	12	3	3	2	10	6	8	7	10	8	17	3	3	15	15	16	16	17	8	18	19	8	23	27	21	24	33	37	37	30	32	39	36	40	36	41	40	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	3	1	2
80500	-223.477630681812656	-230.333118632772027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724887759074732	1	3	3	2	4	3	3	5	6	4	7	4	3	5	5	5	7	6	6	7	7	7	8	8	8	8	8	6	6	9	8	10	8	10	11	12	10	11	13	15	12	14	13	15	14	16	17	0	1	4	1	1	1	4	1	12	4	18	4	4	2	3	6	8	4	6	15	8	4	9	15	20	16	16	12	8	22	22	17	18	27	32	24	33	33	37	43	32	39	24	45	36	41	45	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2
81000	-220.030044090552082	-226.885532041511453	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.820615877164122	0	2	3	1	4	4	3	5	5	4	6	3	5	5	5	5	7	5	4	6	7	7	8	8	8	9	7	8	7	8	7	9	8	9	11	11	10	11	13	14	13	15	15	17	16	18	16	0	1	4	1	2	1	4	5	3	4	10	4	3	2	5	6	8	12	2	15	8	15	10	15	5	16	16	8	5	3	19	21	3	27	32	24	10	37	38	36	32	39	40	40	40	41	43	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	2	1	1	2	2	1	1	2	2	1	1	1	1	2	1
81500	-207.666216625549993	-214.521704576509364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753002308933404	1	3	3	4	4	3	2	5	6	4	6	4	5	5	5	5	7	6	5	7	6	8	7	9	8	8	9	7	7	7	7	9	8	10	11	11	12	10	13	14	13	14	15	16	16	16	18	0	1	7	7	2	1	1	2	7	3	12	3	10	2	10	6	8	3	5	15	8	9	3	15	20	16	16	8	8	2	19	17	14	26	32	9	38	33	37	36	32	39	24	36	40	41	45	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1
82000	-229.297250864198503	-236.152738815157875	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770324012454961	0	2	3	4	4	3	2	4	6	4	7	4	4	4	6	5	7	6	6	6	7	8	6	9	8	9	9	8	7	7	8	9	7	10	10	9	12	10	13	14	13	15	14	16	17	18	16	0	1	7	7	2	2	1	2	5	7	3	3	7	2	12	6	8	10	5	12	3	12	4	15	20	16	16	21	8	4	19	21	4	16	17	3	38	33	38	36	32	39	36	43	47	41	43	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	3	1	1	2	1
82500	-208.702703231344884	-215.558191182304256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741329696823258	0	3	2	4	5	3	2	5	6	4	5	4	4	3	5	5	7	5	5	6	6	7	7	8	7	8	8	8	7	8	8	9	7	10	11	11	11	10	13	14	13	14	15	16	16	17	17	0	1	1	3	3	3	1	14	12	7	10	7	3	7	7	3	8	4	14	15	8	12	10	22	20	16	16	8	8	18	19	17	10	27	29	15	38	33	37	36	32	39	36	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	2	1	1	2	1
83000	-240.644926194140169	-247.500414145099541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670242125519389	0	2	3	5	3	3	2	5	6	4	6	4	5	5	5	6	7	5	5	6	6	6	7	7	7	8	7	8	8	8	7	9	8	10	11	9	10	12	13	14	13	14	15	16	16	18	17	0	1	7	3	1	1	1	2	12	7	4	3	12	1	7	6	8	3	3	15	8	14	7	15	20	16	6	8	8	18	19	17	14	26	8	14	14	37	38	36	32	39	40	43	40	41	45	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	2	2	2	1	1	3	2	1	1	1	1	3	1
83500	-226.625117689287833	-233.480605640247205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794174641650761	0	3	3	5	3	1	1	4	6	4	7	5	3	6	6	5	7	4	6	7	6	7	7	8	8	9	8	8	8	5	8	9	7	9	11	11	12	11	12	14	13	14	15	16	17	17	17	0	7	1	10	7	1	1	3	4	3	30	10	7	4	30	5	8	7	5	15	8	10	9	15	20	16	16	8	8	10	19	21	30	27	32	24	33	9	38	36	32	39	36	40	43	41	43	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	2	1	1	1	1	2	2	2	1	2	2	1	2	1	1	2	1
84000	-228.301401201690027	-235.156889152649399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749346513618467	0	3	2	4	4	3	3	5	4	5	7	4	5	5	5	5	6	5	7	7	6	7	8	8	8	8	7	8	8	6	7	8	7	9	11	11	9	11	13	14	13	14	15	14	16	14	17	0	1	1	3	2	1	3	5	3	7	12	3	6	1	4	6	8	7	14	15	8	10	11	15	20	16	16	8	17	7	4	21	14	27	29	15	33	37	37	24	35	39	24	36	40	41	45	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	2	1	1	1	1	2	3	1	1	2	3	1	1	3	1	1	1	1
84500	-214.518467860183421	-221.373955811142793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702864301718563	0	2	2	5	3	4	4	4	6	4	6	4	5	6	6	6	7	6	5	7	6	6	8	7	8	8	8	9	8	9	7	9	8	10	12	11	10	12	12	14	14	14	16	16	15	16	17	0	1	1	12	2	5	3	2	12	3	4	3	7	2	12	6	8	12	7	15	8	12	4	14	20	16	16	17	8	18	19	21	7	16	21	24	33	37	37	36	32	39	40	36	36	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	3	2	1	1	1	2	2	2	1	2	2	1	2
85000	-223.174151861092326	-230.029639812051698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746475165898261	0	3	1	4	4	3	2	5	6	4	4	3	5	5	5	5	7	5	6	6	7	7	8	8	8	8	7	7	7	8	7	9	8	9	11	11	11	12	12	14	13	15	15	16	16	17	16	0	1	1	12	1	1	3	2	3	7	7	3	3	2	5	6	8	7	14	15	9	18	9	15	20	16	16	8	8	4	19	29	18	27	28	30	33	37	37	24	32	39	24	36	36	41	40	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	3	2	2	3	3	2	1	1
85500	-227.895667183673311	-234.751155134632683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814065581573002	0	2	2	4	4	3	3	4	6	5	6	4	5	5	5	5	6	4	4	6	7	6	7	9	7	7	8	8	7	9	7	8	8	10	11	12	10	11	13	12	12	15	15	16	16	17	17	0	1	1	7	2	2	3	2	12	12	3	3	18	5	7	6	8	7	1	15	8	4	18	15	20	16	26	8	17	18	19	21	4	27	32	24	7	37	37	24	21	39	36	36	24	41	40	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	2	2	1	2	2	2	1	2	2	3	2	2
86000	-231.037381942842870	-237.892869893802242	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730373177869443	0	3	2	5	4	2	2	5	6	5	7	4	4	5	6	5	7	4	6	6	6	8	7	8	4	9	9	8	7	7	8	9	8	8	12	11	10	11	13	15	13	14	16	16	16	17	16	0	7	1	3	1	1	1	5	10	12	12	3	7	2	18	7	8	7	2	25	8	9	4	15	7	16	16	8	2	14	19	21	9	16	32	24	33	33	37	36	32	37	24	36	24	41	40	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	1	2	2	2	2	2	4	2	4	2	1
86500	-221.286801441985091	-228.142289392944463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746013652115147	0	3	2	4	3	3	3	5	6	4	6	3	4	6	6	4	6	5	5	6	7	5	6	8	8	8	7	8	8	7	8	9	7	9	11	11	11	12	13	14	13	15	16	16	15	17	16	0	1	1	3	1	1	3	2	10	3	4	3	7	5	22	6	8	3	2	7	8	4	12	18	20	16	16	21	17	18	19	21	22	27	32	24	33	37	37	24	32	37	40	40	40	41	24	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	3	2	1	1	1	2	1	2	1	1	2	2	1	1	2	2	2	1	1	1	2	4
87000	-225.129749007242253	-231.985236958201625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814695631484825	1	3	2	4	4	3	4	4	5	4	6	4	4	6	4	5	6	6	5	6	7	6	7	8	8	8	8	8	8	8	8	9	8	10	12	11	11	10	13	13	13	14	15	14	17	17	16	0	1	1	3	2	1	3	2	3	3	10	3	3	5	3	6	8	4	2	15	8	4	9	15	20	5	16	8	17	9	19	21	23	27	32	30	38	30	38	36	21	39	44	36	43	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	2	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	2	1	2	2
87500	-226.728505136628883	-233.583993087588254	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779562926970868	0	2	2	3	4	3	4	5	5	4	7	4	5	5	6	5	7	5	6	6	6	7	8	8	8	7	9	9	8	8	7	9	8	9	11	10	11	10	12	14	12	13	15	15	16	17	17	0	1	1	3	2	2	3	2	4	3	10	3	7	2	7	6	21	6	5	4	8	9	18	15	20	12	26	17	17	10	9	21	9	26	32	24	30	33	37	24	32	39	36	36	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	3	2	1	3	2	1	4	1
88000	-199.443749774808055	-206.299237725767426	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810603526943145	0	1	2	5	4	3	3	5	5	3	6	5	5	5	5	4	8	4	6	6	7	7	7	9	8	8	8	8	7	9	7	10	8	10	12	11	12	10	13	14	12	14	15	16	16	16	17	0	1	1	10	1	2	3	5	10	3	18	10	7	6	7	6	8	3	14	15	8	12	4	15	20	16	16	8	8	12	19	21	14	26	32	24	38	33	37	36	32	39	24	40	43	41	45	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	2	1	1	1	1	1	1	2	1	1	3	1	1	2	1
88500	-229.774270516184288	-236.629758467143660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698215341235370	1	3	2	4	4	3	4	5	7	4	7	5	5	3	5	5	8	6	6	7	7	7	6	9	8	8	8	8	7	9	7	10	8	10	12	12	10	10	14	14	12	15	15	15	17	17	16	0	1	1	3	1	1	3	1	10	3	12	7	4	1	3	6	8	3	14	18	8	7	7	15	20	16	16	29	5	4	14	17	18	27	32	24	33	33	38	24	17	39	40	36	36	41	40	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	1	2	3	2	1
89000	-219.805680107069065	-226.661168058028437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.802275972595713	1	3	2	4	4	4	3	4	6	5	6	4	5	6	5	5	8	3	5	6	6	6	6	8	7	8	8	8	8	8	6	9	9	9	10	11	9	11	13	13	13	14	15	15	16	17	18	0	1	1	3	2	1	3	2	12	7	12	18	6	5	12	6	8	3	5	15	2	4	12	15	20	16	16	8	8	11	2	21	9	26	32	15	29	37	37	24	32	39	40	40	40	41	45	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	3	1	1	2	2	2	1	1	1	1	2	1
89500	-216.377834694385854	-223.233322645345226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759923922157100	0	3	2	4	4	3	3	5	6	5	6	4	4	5	6	5	7	4	5	5	7	8	6	8	7	8	7	8	7	7	7	10	9	9	11	12	10	12	13	15	13	15	14	16	15	16	17	0	1	1	3	1	1	3	2	7	7	12	7	3	2	4	6	8	3	2	4	5	7	5	15	20	16	16	5	8	2	19	8	3	27	17	24	33	37	37	24	32	39	36	36	36	41	36	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	4	2	1	1	2	1	2	2
90000	-207.638206654493473	-214.493694605452845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658181885023686	0	2	2	3	4	4	4	5	7	4	6	4	5	4	5	5	7	6	6	6	7	7	7	9	7	8	8	9	8	8	8	9	8	10	11	12	10	11	13	14	14	15	16	16	16	17	18	0	1	1	3	2	2	3	5	12	3	7	3	4	2	12	6	8	10	14	15	8	12	12	15	20	16	16	21	8	12	19	21	7	27	21	24	33	37	38	24	35	39	24	36	40	41	45	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	1	1	2	1	3	2	1	1	1	3	1	1	3	2	1	1	1
90500	-215.645154852998843	-222.500642803958215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790119942490821	1	3	2	5	4	2	3	5	6	4	7	4	5	5	5	5	7	4	6	6	7	7	6	9	7	8	8	9	7	8	7	9	8	9	11	11	11	9	13	13	13	14	15	17	16	16	17	0	1	1	18	2	1	3	2	4	3	4	3	12	5	7	6	8	3	2	15	8	9	4	15	20	16	16	14	14	12	10	30	22	27	32	24	38	33	37	24	35	39	40	43	40	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	3
91000	-219.922912870075010	-226.778400821034381	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822899822386953	0	3	2	5	2	4	4	5	6	5	7	3	4	5	5	6	7	4	6	6	7	7	8	9	7	8	8	9	7	9	5	8	7	9	12	11	11	10	12	13	12	15	15	16	17	18	15	0	1	1	12	1	5	3	2	7	12	15	3	12	2	3	6	8	12	4	15	8	10	22	15	20	16	16	17	8	11	2	21	10	16	32	24	38	33	38	24	32	38	24	43	47	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	3	1
