step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
5000	-392.765566119716027	-401.816409500167367	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991876727179715	4	-3	6	2	2	15	10	14	6	7	18	12	22	15	28	15	13	20	24	13	10	20	22	15	23	21	24	26	31	19	26	20	28	29	18	27	18	24	20	35	24	23	26	26	29	20	31	24	20	29	32	33	34	29	32	30	25	28	27	39	33	35	30	35	33	29	35	31	41	37	26	41	47	43	44	65	55	2	0	2	2	2	9	1	1	4	2	6	21	12	5	27	20	1	24	17	3	3	8	17	9	37	6	16	14	25	24	39	16	19	26	3	16	20	17	7	34	7	3	30	11	57	17	43	21	16	26	45	71	15	31	15	44	41	26	16	71	43	29	37	63	28	42	28	28	64	48	26	62	69	65	34	77	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-395.543726898829050	-404.594570279280390	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994411617843718	3	-5	4	7	9	12	-1	14	13	13	18	17	23	15	22	11	16	14	23	13	16	26	21	20	22	27	15	23	29	17	19	23	29	23	19	28	17	29	16	35	24	23	23	27	29	18	26	19	22	25	29	33	28	35	37	34	17	30	24	40	31	32	38	30	26	23	32	31	38	35	37	39	55	42	45	65	59	2	0	2	1	3	3	2	6	4	4	20	10	39	10	14	1	20	4	27	3	16	31	16	6	57	24	10	17	15	8	20	30	43	24	10	23	3	13	3	59	35	10	39	49	46	9	25	9	10	66	34	48	49	49	68	43	9	28	9	55	11	47	70	28	12	10	46	28	61	38	38	58	72	62	71	77	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-401.877992508128614	-410.928835888579954	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996273920155484	1	-2	3	7	9	7	13	16	11	16	14	10	24	14	28	6	14	26	21	15	19	25	19	7	20	15	17	17	26	18	27	21	33	27	21	22	22	30	21	35	23	24	26	24	29	23	22	10	18	30	27	30	32	29	27	30	32	26	26	34	30	35	38	28	27	31	42	36	43	36	32	35	57	29	49	66	47	2	0	2	3	6	1	4	48	6	3	48	24	17	48	46	1	4	35	9	5	12	25	28	3	7	3	9	12	37	24	44	6	43	19	26	26	49	31	28	29	7	21	47	21	11	39	10	24	17	36	46	28	43	46	39	22	37	27	11	39	10	38	50	36	28	48	33	41	72	71	29	74	33	28	67	73	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-435.084185447770494	-444.135028828221834	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996639731264391	1	-4	9	7	6	14	12	9	14	9	15	14	22	16	14	11	14	7	22	9	15	10	17	8	20	24	21	17	27	18	15	21	24	20	22	24	25	25	13	34	23	19	24	28	32	27	34	22	13	28	25	35	20	30	36	35	30	29	31	36	32	22	41	36	26	28	31	26	43	40	37	37	53	38	38	63	47	2	0	1	2	2	24	18	1	8	1	39	20	20	7	4	20	5	1	22	2	4	1	49	1	7	53	28	7	27	5	4	16	23	9	14	19	26	49	1	59	39	14	9	53	50	48	68	17	8	14	27	6	14	32	38	41	34	33	26	14	23	49	71	58	32	13	30	49	45	59	68	61	70	58	58	77	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-388.632707482817864	-397.683550863269204	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973535235764907	5	-5	3	5	10	1	7	17	11	15	15	14	28	13	26	17	18	22	25	13	16	26	22	16	23	21	17	28	28	13	19	21	35	26	23	24	26	20	20	36	21	27	28	16	24	21	30	24	23	27	31	33	32	29	30	27	27	32	29	41	33	34	40	28	33	28	37	34	39	39	33	41	55	41	46	65	56	6	0	2	2	3	2	6	9	7	1	14	7	31	1	10	9	30	44	39	1	4	35	12	1	20	16	7	35	25	6	21	12	43	4	11	8	38	10	27	64	44	35	38	4	1	12	18	46	44	18	39	37	48	25	25	36	25	36	35	51	16	64	52	46	15	26	50	38	58	58	15	65	74	47	70	77	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-407.811355505997938	-416.862198886449278	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960278934522179	5	0	3	10	5	7	8	11	14	17	13	17	25	10	26	18	15	28	15	15	18	26	25	22	24	28	22	24	32	14	18	20	34	20	22	20	23	16	12	35	23	23	23	20	27	25	26	28	23	24	25	32	31	25	26	31	34	31	31	40	34	31	34	34	31	27	29	34	36	41	38	36	57	40	39	60	54	2	0	2	2	2	3	3	1	1	11	5	8	34	1	41	7	6	32	1	7	38	42	38	10	30	42	31	7	42	6	4	39	25	38	36	11	21	4	7	41	31	10	10	38	43	21	16	44	31	12	38	10	38	38	43	12	50	50	23	43	56	21	46	46	20	35	28	26	55	56	63	66	77	71	68	73	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-378.337386195166061	-387.388229575617402	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993112972677464	3	-1	10	7	11	6	11	14	5	12	17	18	21	17	26	10	16	24	21	14	13	24	26	11	20	19	20	25	30	13	27	12	30	25	20	25	22	31	16	33	22	26	24	24	23	22	30	29	25	27	30	33	30	32	28	30	31	28	29	39	25	37	40	34	26	27	35	34	45	39	40	34	50	37	46	64	57	2	0	6	1	9	2	9	6	1	4	20	16	10	16	18	1	10	21	8	1	24	8	13	6	11	10	21	27	42	9	46	9	26	27	11	17	11	28	7	22	17	26	8	17	21	17	27	23	19	46	61	61	15	58	18	45	42	11	46	38	26	66	53	48	46	11	15	45	53	55	33	55	62	48	70	77	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-382.763708769520576	-391.814552149971917	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992806061713496	4	-4	0	9	7	8	14	15	6	12	19	12	27	17	29	16	17	25	17	13	15	23	24	7	25	26	22	23	32	17	28	21	29	24	25	15	23	22	24	34	21	27	25	19	30	23	25	27	24	31	19	31	32	34	28	23	28	26	29	41	31	29	34	36	32	35	43	35	41	36	38	41	57	41	47	65	61	3	0	2	9	3	2	6	24	3	5	7	1	27	6	47	4	12	11	1	6	1	51	7	1	44	30	17	11	38	24	27	16	47	14	19	4	8	10	32	45	16	38	19	12	47	30	46	51	44	35	20	58	43	22	34	36	41	41	27	70	42	23	34	18	47	51	57	50	64	23	62	64	60	68	70	73	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-401.078873448730121	-410.129716829181461	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999595712645720	5	0	3	9	4	6	15	11	12	15	19	15	29	19	23	17	21	17	21	13	13	19	20	13	22	23	18	24	31	20	21	18	30	16	21	29	28	27	22	36	20	21	29	14	30	24	32	25	22	25	23	28	26	33	28	32	33	27	29	39	35	35	39	22	30	28	40	35	45	37	27	39	47	34	43	65	57	2	0	2	3	2	2	4	3	5	4	12	24	15	9	14	24	9	9	7	3	1	7	4	1	27	11	34	21	30	21	16	1	23	7	9	32	21	49	14	38	12	18	28	1	26	6	48	7	23	23	23	15	7	59	35	14	13	42	25	38	55	29	26	20	50	42	33	23	70	47	42	48	67	43	47	73	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-398.813710311344664	-407.864553691796004	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989971927681699	5	0	5	8	10	13	12	15	9	16	16	16	25	17	26	17	17	20	22	9	19	13	23	13	22	26	23	21	32	19	22	22	34	25	25	19	16	27	12	27	22	18	26	23	23	22	33	15	24	30	24	30	29	35	37	30	32	25	23	33	34	29	41	36	34	30	38	15	38	41	38	37	52	42	48	60	53	2	0	2	2	1	2	5	20	2	3	9	39	7	39	9	22	24	24	6	3	10	3	48	3	48	17	7	14	13	8	10	14	62	5	12	12	7	44	3	59	5	6	8	36	14	48	30	39	14	44	68	7	51	43	29	15	35	12	11	40	38	34	31	47	46	23	29	5	53	60	52	53	71	61	53	77	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-404.194136742450837	-413.244980122902177	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977194159747834	4	-1	6	8	4	3	13	15	9	19	12	11	20	13	22	19	22	22	9	7	18	17	23	17	18	23	24	21	30	19	26	16	31	29	24	26	26	30	20	32	20	15	27	20	24	22	29	18	23	27	24	28	29	30	33	36	33	25	28	37	36	31	33	34	32	33	34	25	48	32	32	39	45	43	43	65	54	2	0	6	5	2	2	19	3	6	14	20	3	24	3	32	11	42	24	1	2	19	7	32	7	9	13	28	11	30	3	16	7	23	12	21	48	16	34	24	48	32	20	24	42	10	42	13	19	16	13	46	32	11	31	23	57	27	18	17	54	46	51	31	31	44	53	59	22	73	37	49	60	61	15	40	77	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
