step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
5000	-308.677058989848319	-315.532546940807720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542184475217345	0	1	2	3	3	3	4	5	4	5	5	4	4	6	6	6	6	7	8	9	9	9	10	13	12	12	14	14	13	15	16	14	14	14	15	16	16	15	16	17	16	15	17	17	16	19	19	17	17	18	19	19	20	20	21	22	24	24	25	26	27	27	27	0	1	2	2	3	3	4	2	5	1	3	4	4	9	2	10	10	3	11	16	16	18	18	22	23	0	24	18	26	20	28	25	26	25	26	32	42	33	35	42	42	32	38	31	35	33	42	0	45	28	42	42	45	47	0	50	56	56	57	57	60	57	59	1	1	1	1	1	1	1	2	1	3	2	1	1	2	2	1	1	4	2	2	2	1	2	2	1	1	1	3	1	4	2	2	2	1	3	2	1	1	1	2	1	1	2	1	1	3	2	1	1	3	2	2	2	1	1	1	2	2	1	2	1	1	2
5500	-321.161362389096496	-328.016850340055896	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537098072500903	0	1	2	2	3	3	4	5	4	5	5	5	4	6	6	6	6	7	8	9	11	9	11	12	12	10	14	13	13	15	16	14	16	15	13	16	16	15	16	17	14	18	16	16	17	19	19	18	19	19	18	18	20	20	21	22	23	25	24	25	27	27	26	0	1	2	2	4	3	6	4	5	2	3	2	2	9	11	2	13	11	12	11	11	16	10	21	23	0	24	25	26	23	32	28	38	16	26	30	41	35	35	34	28	41	26	34	38	33	37	0	38	51	32	31	43	51	0	34	56	59	57	59	63	59	59	1	1	1	1	1	1	1	1	1	3	1	3	2	2	1	3	2	2	2	2	4	2	3	1	1	1	2	1	2	2	2	1	1	7	2	1	2	2	1	1	1	1	3	1	2	2	2	1	2	1	3	2	3	2	1	4	1	1	1	1	1	2	2
6000	-316.879201097934470	-323.734689048893870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525263796278219	0	1	2	3	2	3	4	4	4	5	5	5	5	5	6	4	6	7	7	8	11	9	10	13	12	12	13	14	13	15	16	14	16	15	15	13	16	15	16	17	14	18	17	16	17	19	18	18	19	19	19	20	17	20	20	22	24	25	26	25	27	27	28	0	1	2	2	2	3	4	2	4	2	8	8	4	9	4	3	13	11	16	19	2	19	20	22	21	0	22	25	26	25	25	25	29	32	26	25	41	29	26	31	25	28	39	23	35	45	41	0	53	37	31	41	35	47	0	31	56	56	56	57	58	57	61	1	1	1	2	1	1	1	3	1	2	1	1	2	1	3	2	1	2	3	1	6	2	2	4	1	1	2	2	1	3	4	2	3	1	2	1	2	2	2	1	1	3	1	3	2	2	2	1	2	2	2	2	1	1	1	2	1	3	2	1	1	3	1
6500	-337.321453198637528	-344.176941149596928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570883718448797	0	1	3	3	3	2	3	3	4	4	4	4	5	6	5	5	6	7	8	8	10	9	11	12	12	12	14	14	13	14	16	13	16	15	15	14	15	15	16	16	14	18	17	16	16	19	19	18	18	18	19	21	20	20	20	22	23	24	26	27	27	27	28	0	1	1	6	6	1	2	1	5	8	6	8	7	9	4	8	13	14	14	11	16	16	21	22	21	0	18	32	26	23	28	25	35	30	26	25	25	26	38	41	32	25	38	37	35	29	28	0	33	30	41	41	46	31	0	47	56	56	57	59	57	57	61	1	1	2	1	1	2	2	2	1	1	2	1	2	2	1	2	1	1	2	3	2	2	1	2	1	1	6	1	1	3	2	1	1	1	3	1	2	3	1	2	1	2	2	1	1	3	3	1	2	2	2	5	1	2	1	3	1	1	2	1	3	3	1
7000	-323.164709497450588	-330.020197448409988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501846100117143	0	1	2	3	3	3	4	4	4	5	5	5	2	6	6	6	5	7	8	8	10	9	9	11	11	12	14	14	13	15	16	14	16	15	15	16	16	15	16	17	15	18	17	17	17	19	18	18	18	19	19	20	18	17	21	21	24	25	26	27	27	27	28	0	1	1	1	3	3	4	1	5	6	6	8	1	9	10	4	8	11	16	11	16	18	18	22	23	0	24	25	26	23	41	18	29	32	26	34	28	26	29	32	28	41	33	28	29	33	37	0	29	47	36	50	29	28	0	42	56	56	57	57	57	57	61	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	3	1	2	1	3	2	2	1	2	2	1	1	2	1	5	1	4	3	1	1	1	2	2	3	3	1	2	1	2	3	3	2	1	4	1	2	1	3	3	1	2	3	2	2	2	2	3	1
7500	-321.369521996372896	-328.225009947332296	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590348506542726	0	1	3	2	3	2	4	3	4	5	5	5	5	6	6	6	6	7	7	9	10	8	11	12	12	10	14	14	13	15	16	14	16	15	15	15	15	15	16	17	16	18	17	17	17	19	19	17	19	19	18	18	19	17	20	22	24	25	26	27	25	27	28	0	1	6	1	6	2	2	4	5	2	3	4	8	9	10	10	13	16	11	19	19	18	16	22	20	0	24	23	26	20	36	23	38	25	26	25	23	26	35	41	23	41	35	34	38	33	32	0	33	52	41	28	33	32	0	54	56	57	57	59	56	59	59	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	1	1	1	1	2	2	1	5	3	2	1	1	3	2	3	1	3	1	1	2	2	3	2	1	1	2	2	1	1	2	3	2	1	2	1	2	3	2	3	1	2	1	1	2	1	2	1	1
8000	-300.314738093813219	-307.170226044772619	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614130368438486	0	1	2	2	3	3	4	4	4	5	5	5	5	6	5	6	6	7	6	9	11	9	11	13	12	11	14	14	13	15	16	14	16	15	15	16	16	15	16	17	15	18	17	17	17	16	18	18	19	18	19	21	20	19	19	22	24	25	26	27	27	26	25	0	1	2	2	3	3	2	4	5	8	3	8	8	9	2	6	13	3	15	11	20	18	19	22	23	0	24	23	26	28	41	25	35	25	26	28	41	26	38	32	25	41	46	32	33	35	41	0	26	36	37	28	33	47	0	52	56	56	57	57	63	57	57	1	1	1	1	1	1	2	2	1	1	1	1	1	2	3	2	1	4	1	2	1	2	2	3	1	1	1	2	2	1	1	2	1	3	2	2	1	2	1	2	2	2	1	2	1	1	2	1	5	2	2	5	3	1	1	1	2	3	2	2	2	2	1
8500	-293.404056754665419	-300.259544705624819	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554454245988971	0	1	2	3	3	3	3	4	4	5	4	5	5	6	6	6	6	7	8	7	11	9	11	13	12	11	11	14	13	15	16	13	15	15	15	16	16	15	16	17	14	17	17	17	17	19	19	18	19	19	19	21	20	20	21	22	24	25	26	27	27	26	25	0	1	1	3	3	3	1	2	5	2	3	4	8	9	10	11	13	11	10	11	19	20	19	27	23	0	22	32	26	25	32	25	29	32	26	32	41	29	35	41	32	41	38	37	33	33	42	0	35	42	31	54	33	31	0	54	56	57	58	59	63	57	57	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	2	1	1	2	3	2	2	2	1	2	1	2	2	1	1	2	2	1	4	1	2	1	3	3	1	2	2	1	1	1	2	2	1
9000	-305.930999655159439	-312.786487606118840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718092250295526	0	1	2	3	3	3	4	4	4	2	5	5	5	6	4	5	6	4	8	9	10	9	11	12	12	11	14	14	13	15	16	13	16	15	14	16	16	15	15	17	15	18	17	16	17	18	18	17	18	19	19	21	18	20	21	22	24	25	25	27	27	27	26	0	1	2	1	3	3	4	1	5	2	8	18	8	9	10	18	13	3	11	16	11	8	19	19	20	0	22	32	26	28	28	23	38	28	26	32	41	29	35	32	28	37	35	25	38	33	37	0	33	47	31	51	33	42	0	54	56	56	57	59	63	57	57	1	1	1	1	1	1	1	4	1	1	1	1	1	2	1	1	1	2	1	2	2	3	2	3	3	1	3	1	2	1	2	2	1	1	2	2	1	2	1	2	1	2	2	2	2	1	2	1	2	1	2	2	2	1	1	1	2	2	1	1	1	2	2
9500	-330.974617696650682	-337.830105647610083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446570723944523	0	1	3	3	3	2	4	3	4	2	5	5	5	6	4	3	6	7	8	9	11	8	11	13	12	11	14	14	13	15	16	13	16	15	15	15	16	14	16	17	15	18	17	17	17	19	18	18	18	19	19	21	20	20	21	22	23	25	26	26	27	26	25	0	1	10	2	6	2	4	10	16	1	6	10	8	9	2	1	8	6	10	11	11	8	20	21	20	0	24	32	26	25	28	25	29	28	38	28	30	29	38	37	28	37	33	31	33	38	31	0	38	37	20	41	43	50	0	52	56	56	57	57	63	57	57	1	1	1	1	1	1	1	1	1	2	2	3	2	2	1	2	2	4	5	3	5	4	2	1	2	1	1	1	2	2	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	4	2	1	1	1	8	6	2	1	1	1	1	2	2	3	2	2	1
10000	-326.544471252455537	-333.399959203414937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542372953240960	0	1	3	2	3	1	4	4	4	4	5	5	5	6	6	6	3	5	8	9	10	8	11	13	12	11	14	13	13	15	16	14	14	15	15	15	14	15	16	17	16	18	17	17	17	19	16	18	19	18	18	21	17	20	21	22	24	25	26	27	27	27	25	0	1	4	6	6	1	1	3	3	6	7	8	7	9	10	18	4	10	18	16	19	10	18	18	21	0	24	25	26	25	28	28	29	32	26	32	28	33	35	37	37	47	29	47	38	33	34	0	38	41	47	47	29	51	0	54	56	56	57	57	63	59	56	1	1	1	1	2	1	4	1	1	2	1	1	1	2	2	1	1	1	1	2	2	4	3	4	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	2	2	1	1	4	2	2	4	1	2	1	2	1	2	2	2	2	1	2
10500	-328.750578229712858	-335.606066180672258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667422108406380	0	1	2	3	3	3	3	5	4	5	5	5	4	6	6	6	6	7	8	9	9	9	11	12	12	11	13	12	13	15	15	14	16	15	14	16	14	14	16	17	16	18	17	16	15	18	19	18	17	19	18	18	18	20	18	22	24	24	24	26	25	26	28	0	1	1	2	3	3	3	13	5	4	6	4	4	9	10	11	13	16	18	11	6	11	20	22	20	0	22	20	26	25	37	23	38	28	26	30	23	29	29	30	32	28	39	31	38	38	31	0	29	52	36	41	33	42	0	52	56	56	56	57	59	59	60	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	5	2	2	2	2	1	3	2	2	2	1	2	2	2	2	1	2	1	2	1	1	5	1	1	1	2	2	1	3	1	1	2	2	2	1	2	2	2	2	2	1	1	2
11000	-303.870604011027240	-310.726091961986640	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648546977002416	0	1	2	3	3	2	4	5	4	4	4	5	5	5	6	6	6	7	8	9	9	9	11	11	12	11	13	14	13	14	16	14	16	15	15	16	15	14	16	17	16	18	17	17	17	19	19	18	19	19	19	21	20	20	21	22	24	25	26	27	26	25	28	0	1	2	1	6	1	4	2	5	2	6	10	4	9	10	11	8	11	11	19	11	19	20	19	23	0	21	25	26	23	28	23	38	23	26	23	27	29	35	32	37	28	35	34	38	43	34	0	33	42	41	41	35	51	0	54	56	57	58	59	57	57	61	1	1	1	3	1	1	1	2	1	2	1	1	1	1	2	2	1	2	3	1	4	1	2	2	1	1	4	1	2	2	2	2	2	3	2	3	1	1	1	2	1	4	1	2	2	2	3	1	2	1	2	3	5	1	1	2	2	1	1	1	1	1	2
11500	-317.606378916564495	-324.461866867523895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626912894269465	0	1	3	3	3	2	3	3	4	5	5	4	4	6	6	6	6	7	7	9	11	9	11	10	12	11	14	14	13	15	16	14	15	15	13	15	15	15	16	17	16	17	17	17	17	19	18	18	19	19	19	21	18	19	19	22	24	25	26	27	26	27	27	0	1	6	2	6	2	6	1	5	4	3	7	8	9	10	10	8	11	11	19	18	19	16	22	18	0	24	23	26	28	28	25	35	28	26	28	23	29	38	25	37	41	33	32	39	53	40	0	29	30	41	50	29	47	0	50	56	54	58	59	57	57	61	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	4	2	2	1	3	1	3	2	2	1	2	2	2	1	2	1	1	2	1	3	1	1	2	2	1	1	1	1	3	2	2	1	2	1	1	3	2	3	1	1	1	2	1
12000	-342.172783604041911	-349.028271555001311	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591918220248803	0	1	3	3	1	1	4	4	4	4	5	5	5	3	5	5	6	7	8	8	11	9	10	13	10	11	14	13	13	13	14	14	16	15	15	16	16	14	15	17	16	18	16	17	17	19	17	16	19	19	19	21	20	19	20	22	24	24	26	27	27	27	28	0	1	6	1	1	1	2	2	14	4	3	1	8	5	10	7	4	3	11	11	23	19	16	22	16	0	24	25	26	21	30	25	38	28	26	30	34	29	29	23	31	37	38	23	33	38	31	0	43	37	37	50	43	41	0	54	56	54	57	57	56	57	60	1	1	2	3	1	1	3	3	1	1	2	2	1	2	1	1	3	3	2	3	1	1	5	3	2	1	1	2	2	2	1	4	1	1	2	2	1	1	1	6	2	2	2	4	1	2	3	1	3	2	2	2	2	2	1	2	1	5	2	1	4	3	1
12500	-307.622543677219596	-314.478031628178996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528235012702711	0	1	3	2	3	2	4	5	4	4	5	3	5	6	5	6	6	7	8	9	11	9	10	13	12	10	14	13	13	15	16	14	15	15	12	16	16	15	16	16	16	18	17	17	17	16	18	18	19	19	19	19	20	20	20	22	24	25	26	25	27	27	26	0	1	6	2	6	2	1	4	5	1	10	1	10	9	10	3	13	12	11	19	20	19	20	22	23	0	24	25	26	23	28	28	35	32	26	32	30	29	29	18	32	28	38	34	38	33	37	0	43	47	37	37	46	50	0	41	56	56	60	57	56	58	57	1	1	1	1	1	1	1	3	1	4	1	3	1	2	1	2	1	4	2	1	2	1	1	2	2	1	1	1	2	4	2	1	2	1	2	2	1	2	2	7	2	2	2	2	1	1	2	1	2	1	2	2	3	1	1	4	1	3	1	1	3	1	2
