step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
23000	-340.811658384631869	-338.894689384503124	-1.916969000128773	0.000253141019736	0.000038595735999	0.152467332394119	0.372858359937066	1	3	7	6	7	7	10	8	10	9	9	8	11	9	10	11	9	11	9	11	12	12	11	12	12	10	13	12	11	13	15	15	15	13	16	14	17	14	15	17	17	16	18	19	15	15	19	16	16	19	19	18	17	18	18	18	17	15	17	20	18	21	20	20	18	20	19	21	0	1	4	2	1	4	12	3	10	2	6	2	4	1	11	26	3	10	3	7	15	6	9	19	11	3	2	3	2	11	24	25	4	10	3	19	7	12	21	4	33	18	10	32	27	3	4	3	9	59	59	45	48	1	2	32	1	10	3	23	37	4	38	47	41	56	27	32	1	1	1	1	2	1	1	1	1	3	1	2	2	5	1	1	1	1	1	1	1	2	1	1	1	2	4	3	4	2	1	2	5	2	6	3	4	3	1	6	1	3	3	2	1	5	6	4	2	1	1	2	1	9	8	1	7	2	3	5	1	9	3	1	1	1	3	3
23500	-329.456702312884090	-328.041249727637705	-1.415452585246371	0.000124813981976	0.000047048507945	0.376949018056459	0.392146326514619	1	3	7	5	8	8	10	9	10	10	10	7	10	10	8	9	11	11	10	9	12	13	11	13	13	12	13	13	12	13	14	15	13	15	14	14	14	14	15	16	17	16	16	19	16	17	19	18	18	19	18	17	17	19	18	18	19	17	20	17	17	19	19	20	19	20	21	20	0	1	1	1	3	1	12	12	5	5	6	4	3	15	2	15	12	19	15	12	15	20	3	6	14	12	15	15	4	26	16	37	11	3	20	5	16	10	9	20	11	27	38	42	19	10	43	16	40	11	28	11	22	12	38	39	3	21	65	33	10	2	43	48	58	62	10	25	1	2	3	2	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	2	2	3	1	3	2	2	4	1	3	1	1	4	2	3	3	3	2	4	3	1	1	2	3	3	1	4	1	5	2	3	2	5	3	2	6	2	1	2	4	6	2	1	1	1	5	3
24000	-362.010600278965455	-360.290405528388987	-1.720194750576494	0.000268725390103	0.000053062429171	0.197459678633613	0.409894340077222	0	5	7	6	8	7	9	8	10	10	9	9	8	10	9	11	10	10	11	10	13	12	13	12	13	12	12	12	13	14	15	14	15	16	13	15	17	13	15	16	18	16	15	20	18	16	19	17	17	20	17	16	18	17	17	17	18	19	19	20	18	20	19	20	19	20	21	20	0	1	4	1	4	2	2	2	1	3	6	13	3	1	6	6	3	13	4	4	19	19	27	9	20	2	20	3	9	14	14	18	27	30	4	12	9	1	9	20	24	21	20	57	39	12	33	12	9	48	38	2	24	46	11	34	19	4	4	25	9	30	42	38	56	61	4	58	1	2	1	2	2	1	3	2	4	1	1	1	1	5	1	2	3	2	2	2	1	1	1	1	1	3	1	3	3	2	2	2	2	1	3	3	4	5	2	4	4	2	2	1	3	4	3	4	4	2	2	5	2	1	4	1	4	7	5	4	3	6	1	2	1	1	5	1
24500	-365.867540760838892	-364.484338866165103	-1.383201894673798	0.000209189954902	0.000091500637122	0.437404545379942	0.493850194160480	0	4	7	6	8	7	10	7	10	8	9	8	11	9	8	11	11	11	10	9	12	12	11	12	13	13	11	14	10	14	15	12	14	16	15	16	17	13	15	16	17	16	17	19	18	15	19	16	18	19	17	19	14	20	19	17	20	19	18	20	17	19	19	20	20	17	19	20	0	1	1	1	2	2	3	2	5	8	3	4	12	12	4	5	8	20	11	2	19	23	20	7	10	18	19	18	11	21	26	12	4	3	12	46	5	18	27	4	38	11	38	66	35	2	30	18	21	31	32	3	18	45	22	46	15	18	3	50	20	22	42	45	37	31	42	45	1	2	5	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	3	2	1	2	1	1	1	2	5	5	4	1	5	1	2	3	1	4	2	1	2	5	2	3	4	2	3	6	1	1	3	1	4	4	6	1	4	4	2	1	2	1	2	2
25000	-319.873576722095322	-318.502646364570808	-1.370930357524518	0.000174851444347	0.000083412112567	0.477045602216373	0.432638521507373	0	5	7	6	8	8	7	8	10	10	10	8	12	11	9	11	9	10	10	10	13	12	12	13	14	12	12	13	12	14	14	14	15	15	16	14	16	13	15	16	17	17	17	19	18	16	19	18	18	20	18	18	17	18	18	17	19	18	19	18	18	20	20	20	19	18	20	21	0	1	2	2	2	3	2	3	5	3	12	2	12	10	12	5	12	17	3	12	3	6	15	22	20	20	16	9	2	27	22	13	27	12	21	16	2	2	27	13	37	25	5	61	15	4	15	1	12	21	41	15	12	7	3	24	28	13	20	56	15	10	49	56	25	35	45	35	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	4	1	2	1	1	3	3	1	5	4	1	2	1	2	5	1	4	6	3	9	5	3	1	4	3	6	4	3	3	2	4	1	4	4	1	2	3	1	1	2
25500	-361.396105500410386	-359.711158572396414	-1.684946928013987	0.000316161383566	0.000065847659508	0.208272303105648	0.326677530198938	1	5	8	6	9	8	9	9	11	10	9	9	11	11	9	10	12	10	11	9	13	13	12	13	13	12	12	11	12	14	13	14	13	15	16	14	17	12	14	17	17	16	15	19	18	16	19	18	18	19	19	18	18	19	17	19	18	18	19	19	16	21	18	20	19	21	20	22	0	1	1	2	3	4	2	3	15	3	6	1	5	2	6	6	11	3	20	1	28	19	4	13	6	4	10	12	1	38	20	21	2	3	28	13	12	4	26	20	43	22	11	38	12	9	24	3	12	61	33	3	2	36	12	40	12	20	45	18	43	60	2	32	45	30	4	46	1	2	3	1	1	1	2	1	1	1	1	3	1	4	1	1	2	1	1	4	1	1	3	1	3	3	1	1	5	2	2	1	3	4	2	1	4	4	1	4	1	2	4	5	4	3	5	7	4	1	3	4	6	2	4	1	3	3	1	6	1	1	7	3	1	4	7	3
26000	-371.054712554809896	-369.359893429671160	-1.694819125138710	0.000289485785024	0.000059381645316	0.205128017982596	0.460028223336950	0	3	7	5	6	7	10	10	10	9	7	8	12	10	8	11	11	10	11	9	13	12	11	13	14	12	12	13	12	12	13	14	13	15	14	15	18	14	15	14	17	16	14	19	17	16	17	17	16	19	18	19	17	19	18	19	19	18	19	21	17	20	19	20	18	21	20	21	0	1	4	2	2	4	12	4	5	12	2	2	11	11	6	2	12	12	4	11	5	16	20	9	9	4	6	20	3	3	19	22	3	24	30	28	2	4	26	20	16	12	13	7	2	9	28	6	19	23	34	12	4	43	49	40	41	4	16	33	46	12	61	47	36	53	37	62	1	1	1	1	1	1	2	3	2	1	2	2	2	1	1	2	2	1	3	1	2	1	1	1	2	3	2	3	2	2	1	1	2	1	1	2	5	4	2	2	3	3	2	5	6	3	1	8	2	5	2	6	6	3	1	2	1	5	4	3	1	3	1	2	3	2	2	1
26500	-423.655264113440580	-422.153799012706656	-1.501465100733946	0.000240843636085	0.000070719150670	0.293630970781154	0.425407093197770	0	5	8	6	7	7	9	10	8	9	8	9	12	9	10	10	11	10	11	10	11	12	13	12	14	13	12	13	11	12	14	15	16	16	16	16	17	14	16	16	16	16	18	19	17	17	18	18	17	19	17	19	18	18	17	18	19	18	18	20	17	20	20	20	20	21	18	21	0	1	2	2	2	2	4	10	4	2	5	5	12	9	6	5	10	14	9	11	20	9	11	17	11	9	3	3	10	1	8	9	12	20	11	13	38	22	31	10	2	22	30	22	3	30	32	11	11	19	20	51	41	20	2	28	6	20	11	41	2	20	13	28	39	42	12	62	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	3	3	3	1	5	3	4	3	3	3	2	1	1	1	5	5	2	3	3	5	3	1	4	5	3	3	1	2	4	4	2	4	3	5	1	6	5	4	4	2	3	3	1
27000	-297.714162833623050	-296.112272402053179	-1.601890431569880	0.000239531412053	0.000057297200822	0.239205373237856	0.437785216040562	1	4	7	6	7	6	9	9	10	10	10	8	12	11	9	9	8	11	8	10	12	13	12	11	14	13	11	12	13	13	14	15	13	15	15	15	15	15	15	16	17	16	17	19	16	16	19	19	18	18	18	18	18	18	17	18	17	18	19	21	17	21	20	20	19	20	20	21	0	1	4	2	2	1	4	4	15	12	12	4	18	2	3	4	4	1	4	7	7	15	10	9	29	18	4	11	4	12	18	8	24	11	11	28	30	18	12	3	32	31	11	41	14	4	7	30	4	34	15	13	27	16	39	45	11	9	55	53	30	10	53	56	46	61	16	25	1	2	1	1	1	3	2	2	1	1	1	1	1	4	1	1	1	6	1	1	2	2	1	1	1	1	3	1	4	2	2	2	1	3	2	1	1	2	4	5	1	1	4	1	2	4	5	4	4	1	4	2	4	4	2	1	3	3	1	1	2	6	1	2	1	2	5	4
27500	-341.748574383441621	-340.227319550301218	-1.521254833140414	0.000288767902498	0.000081051353179	0.280679924874096	0.360985003239614	1	5	7	6	8	7	10	10	11	10	7	9	10	10	10	10	11	9	11	10	12	12	12	12	13	11	13	13	11	12	14	15	14	15	14	16	18	13	15	16	15	16	17	19	16	17	19	18	19	19	17	15	17	20	17	18	19	16	19	20	18	18	19	20	18	20	17	21	0	1	2	2	4	2	11	3	14	6	2	3	2	4	4	1	2	5	11	3	5	20	15	20	20	10	19	11	16	16	10	38	16	22	12	19	30	15	31	19	4	11	22	25	38	15	11	16	41	13	34	15	2	3	2	19	16	2	14	62	16	15	67	40	52	19	16	37	1	2	1	1	1	1	2	1	1	2	2	1	2	2	3	3	3	1	2	2	3	1	1	1	3	1	1	2	1	1	2	1	2	2	2	3	4	2	1	4	6	4	2	2	2	5	9	4	2	3	1	2	6	7	6	3	3	7	5	1	4	3	1	1	1	5	3	1
28000	-366.554445774987244	-365.187916661682323	-1.366529113304912	0.000136745633430	0.000089036927411	0.651113495746678	0.351933406670851	1	5	7	5	9	7	9	10	10	9	10	9	10	9	8	11	10	10	10	10	13	12	12	12	13	12	12	13	12	13	15	14	16	15	16	16	16	13	15	17	17	15	17	20	18	16	20	17	19	19	18	18	16	18	18	18	19	18	19	20	19	20	19	20	19	20	19	20	0	1	1	1	4	4	2	10	15	3	15	15	15	4	3	20	4	12	3	12	5	20	11	4	8	15	20	10	16	16	5	13	15	1	2	12	11	11	8	3	38	10	25	39	19	16	2	2	22	11	53	11	12	1	20	34	22	3	53	42	1	25	40	46	55	58	3	34	1	3	4	1	2	1	3	1	2	1	1	1	1	2	1	1	2	1	2	1	2	2	1	3	1	1	2	3	1	1	4	2	3	8	6	3	3	3	2	8	2	3	2	3	4	2	7	6	4	5	1	5	3	9	4	1	5	6	2	3	9	4	1	3	1	1	7	2
28500	-402.943546012059812	-401.373718487763199	-1.569827524296632	0.000299338780943	0.000076014438434	0.253941163901933	0.440020397068757	1	5	7	6	7	7	9	8	10	9	10	7	12	11	8	10	11	11	8	10	13	13	13	10	12	10	13	12	12	12	15	15	14	16	16	15	17	14	15	17	16	16	16	20	18	16	19	18	18	20	19	18	17	18	17	19	17	18	19	19	19	17	19	20	20	21	19	20	0	1	4	2	4	4	2	2	3	19	4	4	11	2	4	19	3	8	3	19	24	29	26	5	16	3	16	1	11	24	13	10	4	4	33	22	7	3	22	12	32	11	10	61	35	4	34	12	24	56	55	42	9	53	11	58	7	34	27	5	1	2	62	56	42	32	9	43	1	2	1	1	1	1	2	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	2	1	1	2	5	2	1	1	3	3	6	1	1	5	5	1	7	1	3	4	1	1	5	2	5	4	1	1	1	2	1	3	1	3	1	3	6	10	5	1	1	2	2	2	2
29000	-436.945507942626364	-435.242951514417143	-1.702556428209238	0.000343068642834	0.000069549839383	0.202728639983954	0.448107931331811	1	5	8	5	7	8	10	9	9	9	10	9	12	10	10	11	12	10	11	11	12	12	10	11	14	12	12	13	13	14	14	13	15	15	16	13	17	14	16	15	15	16	17	18	15	17	19	18	18	20	18	18	16	16	19	18	19	18	16	21	19	20	19	19	19	20	20	21	0	1	5	1	2	4	2	2	4	5	6	5	3	2	10	8	2	10	4	3	15	8	12	12	28	20	6	3	8	32	17	14	19	11	4	7	4	36	11	10	29	20	38	39	14	40	4	6	21	33	30	15	4	21	43	32	2	3	27	65	28	30	20	35	39	49	55	64	1	2	1	3	1	2	2	2	2	1	2	1	4	3	1	1	2	1	2	2	1	1	1	1	1	1	1	3	1	1	1	2	1	2	5	2	6	1	2	3	1	2	1	1	3	2	5	5	2	3	2	3	3	2	1	2	6	5	2	1	2	3	4	1	1	1	1	1
29500	-348.472187202163013	-346.479090375479814	-1.993096826683199	0.000531583232728	0.000074270849289	0.139716312924780	0.396690598299044	-1	4	7	5	9	8	9	10	11	10	9	8	11	11	10	10	10	11	11	11	13	12	11	11	13	12	11	14	12	12	15	14	16	15	14	15	16	13	15	14	18	17	16	19	18	16	19	17	18	19	18	19	16	19	18	18	19	17	19	21	17	17	20	20	19	20	21	21	0	1	2	2	2	2	12	12	3	6	3	3	11	12	6	6	3	10	3	3	15	15	15	6	13	11	6	11	11	6	25	3	32	11	1	32	12	11	16	4	28	15	27	62	2	12	11	12	46	48	46	10	4	11	33	14	36	32	61	47	32	32	65	49	20	13	13	51	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	3	1	3	2	4	1	2	8	1	4	1	2	5	3	6	2	1	8	5	4	4	1	1	1	5	4	7	1	3	2	2	2	1	2	1	1	1	4	3	4	1
30000	-315.482242034428509	-314.120702559767153	-1.361539474661344	0.000331694224950	0.000180313423594	0.543613394599797	0.358476883103653	0	5	8	5	7	8	10	10	10	9	9	9	12	10	8	11	12	8	10	11	12	12	12	13	13	10	11	13	13	14	14	15	14	16	16	15	17	15	14	17	16	16	18	19	17	16	19	18	18	18	17	19	16	20	17	18	20	18	19	21	15	20	19	20	19	21	20	22	0	1	4	1	2	4	1	11	18	1	2	18	15	3	1	10	27	4	18	3	18	11	3	20	16	3	18	10	16	16	13	39	27	22	2	10	21	12	23	10	61	30	4	33	9	22	13	9	22	41	38	22	12	12	11	30	11	10	22	64	18	27	33	51	32	50	58	36	1	2	1	3	1	2	6	1	2	6	3	1	2	1	4	2	1	1	2	2	2	2	2	1	1	1	1	2	1	2	1	1	2	2	5	3	2	2	1	5	1	1	5	3	4	3	2	4	3	1	1	3	3	8	5	2	4	3	5	1	3	5	3	1	2	1	1	3
30500	-508.849934373835765	-506.729898587474850	-2.120035786360932	0.000492670941901	0.000060162278640	0.122114526195060	0.444441776088184	1	5	7	6	8	7	9	8	10	9	10	8	10	10	9	10	12	11	9	10	12	12	11	11	14	13	13	12	12	12	13	14	13	16	16	13	17	13	15	14	18	16	17	19	17	17	20	19	17	20	18	19	16	19	18	19	18	18	19	20	19	20	20	19	19	19	19	20	0	1	2	2	2	1	2	4	12	8	12	6	4	1	8	12	12	11	1	8	20	13	15	3	36	2	12	1	9	16	20	9	7	12	16	23	5	3	6	24	31	40	15	10	1	39	2	38	9	61	34	13	4	1	15	30	7	24	18	67	3	52	32	11	40	31	4	59	1	2	1	1	2	4	2	1	1	1	1	1	1	5	1	1	4	1	3	1	1	1	1	2	1	3	3	6	1	1	2	2	1	4	3	1	4	2	3	1	4	1	6	4	8	1	8	2	2	1	2	6	4	10	4	4	4	4	4	1	6	1	2	3	4	3	4	1
31000	-318.584092475520038	-316.847690605114565	-1.736401870405455	0.000255825572276	0.000049335405929	0.192847827879640	0.408894086791517	0	3	7	6	8	7	7	9	10	9	9	8	10	10	9	10	11	10	11	10	12	12	10	13	12	13	12	14	11	13	14	14	15	16	15	16	17	11	14	16	17	15	18	19	16	16	19	15	19	18	19	18	17	16	17	18	20	17	19	21	18	18	19	20	19	20	20	21	0	1	4	2	4	2	4	4	3	12	6	7	15	15	4	12	2	2	3	15	9	3	4	23	4	2	20	4	1	4	9	23	30	31	16	13	2	15	30	22	25	15	13	40	18	25	5	3	36	45	55	21	25	1	22	54	30	15	31	65	18	15	48	58	62	56	4	37	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	5	4	2	1	1	2	2	2	4	4	1	5	6	3	2	2	1	1	4	2	6	1	1	3	3	2	3	1	2	2	5	3	2	2	1	4	3	7	3	1	3	4	3	1	5	4	2	1	1	2	6	2
31500	-460.495307723293024	-458.985908729301116	-1.509398993991881	0.000410810417514	0.000118422300778	0.288265087080274	0.494262534155107	0	5	8	6	8	7	9	7	11	9	9	9	12	10	9	10	10	8	10	10	13	13	13	12	14	12	10	13	12	13	13	14	13	16	16	15	18	15	16	16	18	15	18	19	16	16	20	18	16	19	18	18	15	17	18	17	18	19	19	20	16	20	20	20	19	21	18	20	0	1	6	2	2	4	2	1	10	3	5	2	2	12	1	6	2	6	3	5	29	10	18	14	14	2	18	20	12	9	20	19	12	16	22	22	56	14	10	15	32	18	3	56	20	33	18	4	9	36	25	15	7	21	56	42	2	23	7	58	32	12	65	23	45	61	2	35	1	2	1	1	2	1	1	4	1	1	1	2	3	1	5	2	3	1	1	1	1	1	4	1	1	4	1	3	1	1	1	2	2	3	2	1	1	3	3	4	2	3	5	1	3	2	4	5	2	2	2	4	2	2	1	1	5	3	7	1	1	8	1	2	2	3	4	2
32000	-331.094669485505904	-329.141302804405314	-1.953366681100614	0.000332695158348	0.000048616626817	0.146129649312891	0.441991391220307	0	3	7	6	8	8	9	10	11	9	9	7	11	10	10	9	11	10	10	9	11	12	13	11	12	11	13	13	12	13	14	15	16	16	16	14	14	15	16	15	17	16	16	19	18	13	17	15	18	18	18	18	16	18	18	18	20	19	19	21	17	20	19	21	19	20	20	20	0	1	2	2	2	12	12	4	16	3	3	2	5	4	3	3	16	4	16	4	7	19	29	11	12	10	24	2	10	14	46	13	2	27	24	46	9	11	18	15	38	2	32	48	10	10	10	9	10	41	33	22	11	32	10	23	9	12	20	65	9	12	45	54	61	49	10	49	1	2	3	2	2	1	1	2	1	1	1	3	1	3	2	2	1	1	1	2	1	2	1	1	2	1	1	4	1	3	1	2	7	2	2	1	2	4	2	3	1	4	1	2	4	3	4	2	4	1	1	6	3	2	5	2	6	4	4	1	3	6	1	1	1	2	5	1
32500	-341.062962082208401	-338.899803776975887	-2.163158305232530	0.000245703072522	0.000028737067057	0.116958517293804	0.399655289447966	1	4	7	6	8	7	9	8	10	8	10	9	11	10	10	10	10	11	9	9	13	12	12	12	12	11	11	12	13	12	14	13	16	15	15	15	18	14	15	15	17	16	17	18	15	17	20	17	18	20	19	18	18	19	16	18	17	18	19	20	18	21	20	20	19	21	18	19	0	1	1	2	2	1	3	4	7	4	2	3	20	10	2	5	10	12	4	3	17	16	27	12	16	12	20	3	10	12	24	20	11	4	1	28	16	12	30	18	15	25	3	45	4	3	15	3	4	16	52	18	36	31	4	42	33	30	5	52	5	3	46	31	46	33	36	48	1	1	3	2	2	3	1	1	1	2	4	2	1	1	4	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	2	2	4	6	1	3	3	2	2	4	1	4	1	4	3	6	4	5	5	1	3	2	3	4	1	1	4	6	1	6	7	1	2	1	2	2	1
33000	-330.894342646370433	-328.953070561245966	-1.941272085124468	0.000375231357637	0.000055603214903	0.148183817186776	0.339902826570630	1	4	6	6	8	7	8	9	10	9	9	8	11	10	9	10	10	10	10	11	13	12	13	12	13	13	12	12	13	14	14	14	15	15	16	15	17	15	15	15	16	16	17	17	17	17	20	18	17	20	18	18	17	19	18	18	19	18	19	19	17	19	18	20	20	20	19	21	0	1	1	2	1	1	4	2	10	7	3	3	2	11	3	5	15	2	3	11	5	11	4	15	3	3	6	2	4	14	27	29	9	20	11	6	15	4	26	25	32	22	16	40	3	10	18	24	40	51	35	4	4	3	11	23	4	22	11	44	3	27	31	58	59	45	12	25	1	1	2	1	4	2	1	3	1	1	2	2	3	1	2	1	1	3	2	1	3	1	4	2	3	3	3	5	5	1	1	1	3	2	5	3	3	5	1	1	1	2	3	1	5	4	6	3	1	1	1	5	5	4	4	3	5	4	5	1	4	3	2	1	1	1	8	4
33500	-411.568857593318000	-409.804902286097445	-1.763955307220540	0.000239869395508	0.000044487322093	0.185464769269529	0.342261412492002	1	5	7	4	7	7	8	8	11	9	10	8	10	9	9	11	11	11	11	10	11	10	12	13	13	12	12	12	10	13	13	15	16	14	15	13	16	14	16	17	17	16	17	19	18	15	19	17	18	19	18	19	17	19	18	18	18	18	19	21	18	19	19	21	19	20	18	21	0	4	2	1	2	1	4	1	15	6	10	1	10	2	8	8	3	14	2	15	2	6	4	5	9	3	21	12	12	27	20	23	4	15	27	10	3	11	36	5	13	20	4	30	4	30	20	12	42	11	39	12	12	21	22	46	2	25	3	65	35	11	36	41	43	57	4	24	1	1	1	1	1	3	1	4	1	1	1	3	1	3	1	2	3	1	3	1	3	2	4	3	1	2	1	2	1	1	1	2	4	2	3	2	6	2	2	4	3	3	7	3	7	2	2	4	2	4	1	5	6	3	3	1	6	2	5	1	1	5	4	3	1	1	7	4
34000	-381.456216870747824	-379.823637324073275	-1.632579546674571	0.000466966053024	0.000105871935755	0.226722981401165	0.344515106750252	0	5	8	6	9	7	10	9	11	10	10	9	12	10	10	10	12	9	8	10	12	11	11	12	14	12	12	13	12	14	13	15	15	15	16	15	18	15	16	16	17	17	17	19	15	17	19	18	18	20	19	18	17	18	18	19	16	19	18	20	18	20	18	18	19	20	19	21	0	1	4	1	3	4	6	2	11	5	8	6	3	2	18	3	15	6	4	4	7	1	4	15	12	12	16	13	4	20	16	30	22	9	4	27	31	13	45	31	24	16	32	52	2	9	22	31	6	63	10	45	22	1	2	34	1	27	36	36	15	32	29	53	64	55	32	35	1	2	2	4	1	1	2	2	1	1	1	1	3	2	1	1	1	1	1	2	1	5	1	1	3	1	1	1	3	1	2	1	3	2	3	1	4	1	1	2	3	2	1	1	4	3	4	3	6	1	4	1	4	11	6	2	8	3	1	2	4	2	3	1	1	1	2	3
34500	-377.784699764794368	-376.367353106954511	-1.417346657839851	0.000194938635224	0.000072961887973	0.374281311086460	0.353936033928753	0	4	8	6	8	7	9	10	11	9	9	7	11	10	10	10	11	11	9	10	12	13	12	13	13	13	12	12	13	13	15	13	15	16	14	14	18	13	15	16	17	16	16	19	18	15	19	17	19	18	19	17	17	20	18	17	19	18	18	19	17	21	19	20	20	20	20	21	0	1	12	2	2	4	2	3	3	6	12	4	11	12	5	7	4	8	1	3	15	9	16	5	15	3	5	20	11	21	17	16	9	1	20	6	30	3	38	20	36	9	12	29	3	2	53	5	32	21	29	20	25	20	11	17	4	22	20	33	36	56	31	35	38	46	20	61	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	6	1	2	1	1	3	3	2	2	1	2	1	2	2	2	8	2	3	2	3	1	3	1	2	5	3	2	7	1	5	2	4	3	3	2	6	4	4	8	2	4	1	1	4	2	4	3	3	6	2
35000	-453.136178005818522	-451.456133136200265	-1.680044869618275	0.000259585688994	0.000054479126966	0.209869531626417	0.529506276792867	0	3	7	6	9	6	10	8	10	9	9	9	10	8	9	8	11	11	10	10	11	13	12	12	13	12	13	12	12	14	13	13	14	15	14	16	18	14	15	14	16	16	17	19	18	17	19	19	18	19	17	18	17	20	17	19	19	18	18	20	19	18	20	19	19	21	18	21	0	1	6	2	2	1	11	3	14	6	3	3	2	4	3	6	4	11	2	14	8	28	11	4	21	11	7	13	1	28	21	20	19	21	18	19	27	24	31	13	10	25	20	53	33	35	43	11	24	42	28	19	25	38	35	46	32	2	4	46	38	24	45	36	53	43	22	59	1	1	1	2	2	2	1	1	1	1	1	1	3	1	1	1	3	1	2	1	2	1	2	2	1	1	1	1	3	1	1	2	1	4	2	3	2	1	1	2	3	2	2	1	3	2	1	4	2	2	2	3	2	3	2	1	3	7	5	1	4	2	2	1	1	2	2	1
35500	-341.898172892266018	-340.450965755565619	-1.447207136700376	0.000294026907870	0.000099646713787	0.338903383058848	0.403883262695250	1	5	7	5	8	8	8	9	10	10	9	9	11	11	10	11	11	11	11	10	12	10	12	11	13	12	12	13	12	14	14	14	15	15	16	15	16	15	14	16	18	16	14	20	15	16	20	18	18	20	16	17	17	20	19	17	19	18	19	20	18	20	19	21	19	20	20	21	0	1	2	1	4	1	4	3	5	7	4	3	12	3	3	9	11	11	12	3	22	11	2	5	13	3	20	5	20	29	27	13	16	4	10	23	43	12	21	15	35	15	11	63	12	2	12	3	40	45	12	22	16	49	2	39	12	43	43	43	12	10	10	67	42	51	11	40	1	2	1	1	1	3	3	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	3	2	1	3	1	3	1	1	1	2	2	6	2	1	1	4	1	3	1	3	1	1	2	4	7	4	1	2	3	4	2	1	7	2	5	2	2	3	4	5	7	1	1	3	6	2
