step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
49000	-371.967244706414931	-370.059410475994014	-1.907834230420909	0.000748526983141	0.000115373420407	0.154133949751511	0.429306608179244	1	4	7	5	9	8	9	9	10	10	9	8	11	11	10	11	11	11	9	11	12	12	12	11	13	13	12	13	11	14	15	15	13	15	16	15	18	13	16	16	17	17	17	20	17	16	17	17	17	20	18	17	17	18	18	19	19	18	18	20	19	19	19	19	19	20	19	20	0	1	4	2	3	3	2	3	11	6	4	2	2	12	12	19	12	12	3	3	15	18	12	12	17	18	16	10	2	23	5	25	9	9	3	28	9	3	10	4	35	29	4	25	2	3	10	10	11	59	35	10	29	28	4	51	10	24	9	54	22	12	55	53	59	34	4	62	1	1	1	1	1	1	3	1	1	1	2	1	3	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	3	1	3	1	1	1	6	1	4	2	3	8	1	3	3	3	5	6	3	5	5	2	1	3	3	3	5	1	6	3	5	1	5	4	1	2	1	2	7	1
49500	-370.258690351299435	-368.897794587689361	-1.360895763610084	0.000235612902325	0.000136155395754	0.577877503355354	0.424325718962359	1	4	7	6	9	7	9	10	10	8	10	9	11	9	9	11	11	11	10	9	11	12	12	11	13	12	12	12	11	13	13	15	15	12	15	16	16	14	16	16	17	15	17	19	17	16	19	17	19	20	19	18	16	20	18	17	20	18	20	17	16	18	20	21	19	21	20	22	0	1	4	2	2	2	3	3	6	4	12	3	15	10	4	15	10	15	10	4	10	7	15	11	23	1	17	10	15	13	21	34	22	3	10	25	10	21	6	16	33	18	2	55	4	12	36	3	40	56	31	4	9	4	10	46	18	27	41	42	10	2	41	65	61	43	53	30	1	2	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	6	1	2	1	1	1	2	2	3	3	1	4	1	5	3	1	2	7	1	5	3	2	5	2	2	3	4	2	8	3	1	4	4	3	1	6	6	1	1	2	1	2	4
50000	-447.816432510419702	-445.948164035635614	-1.868268474784108	0.000571557455517	0.000092444071823	0.161740645548536	0.513448731405343	0	5	7	6	8	7	9	9	11	8	10	8	12	9	10	9	10	10	10	10	11	11	12	11	14	12	12	13	12	12	13	14	16	12	16	15	16	14	16	16	16	13	17	20	18	15	17	18	18	19	18	16	18	16	18	19	19	19	20	21	18	20	20	21	19	20	17	21	0	1	1	2	1	2	10	10	20	6	6	2	4	2	10	4	12	14	12	6	4	17	3	17	27	14	16	12	16	10	29	27	19	1	12	25	16	15	24	46	34	4	11	37	16	28	3	40	15	35	21	3	12	3	11	67	4	15	48	55	10	57	58	27	36	50	16	52	1	2	3	1	5	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	3	1	2	1	1	1	1	2	1	3	1	1	3	4	4	1	3	2	3	1	3	3	3	2	5	1	4	1	5	1	2	4	6	4	3	1	6	5	1	1	3	1	1	5	1	1	3	2
50500	-359.751027262715809	-358.248733789850917	-1.502293472864899	0.000225363708928	0.000066044879953	0.293059074449654	0.513800953049390	0	4	8	6	8	7	10	9	10	9	9	9	11	7	8	10	10	10	11	10	12	11	13	12	13	10	12	13	12	13	14	14	14	16	15	15	14	14	15	17	17	16	17	20	17	15	19	18	17	19	17	18	17	19	18	18	19	17	18	19	18	17	18	20	19	20	20	20	0	1	14	2	4	4	4	4	15	4	14	5	10	4	6	2	2	6	3	2	3	12	8	26	11	4	14	2	16	14	24	30	4	16	25	22	4	4	28	19	31	3	35	63	22	22	15	19	27	49	31	10	4	53	16	20	42	19	15	63	10	25	36	54	31	56	28	51	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	3	2	1	2	3	2	1	1	1	3	2	3	4	1	3	1	1	4	4	2	2	4	5	1	3	2	4	1	1	2	1	7	4	2	1	2	4	4	1	4	4	1	3	4	1	4	3	1	1	2	1	3	2
51000	-348.495839896160078	-346.289296467949100	-2.206543428210956	0.000303622554260	0.000034042219073	0.112120191978170	0.411911685993047	1	4	8	6	8	7	9	8	10	9	10	9	11	10	8	11	8	9	11	10	11	13	12	13	11	13	11	13	12	13	14	14	15	16	15	16	17	14	14	16	16	16	17	19	16	16	20	17	18	19	18	18	16	18	18	19	19	18	18	20	17	21	18	20	20	21	21	22	0	1	4	2	4	2	5	4	4	17	5	4	14	2	4	18	4	8	3	15	3	29	12	10	7	15	20	4	15	20	10	16	4	30	30	29	28	1	28	20	25	21	15	22	21	2	3	4	14	41	48	12	27	36	21	40	39	30	40	32	3	50	42	7	59	64	55	59	1	1	2	1	2	2	1	2	2	1	1	1	1	3	1	2	1	1	2	1	2	1	2	2	1	2	1	3	3	1	3	1	7	2	1	2	3	8	1	3	3	3	4	3	3	7	6	5	5	2	1	4	3	1	2	1	2	4	2	3	4	1	1	5	1	1	2	2
51500	-353.288368976624895	-351.342662181117930	-1.945706795506948	0.000387286609759	0.000057095658428	0.147424819215086	0.462633668675620	0	5	8	6	7	7	9	10	11	9	9	8	11	11	10	9	11	11	10	9	11	13	11	13	14	12	12	13	12	13	14	14	15	15	14	15	17	14	15	16	15	17	16	19	17	17	17	18	18	20	19	17	17	19	18	18	19	17	18	20	18	19	20	19	19	19	20	21	0	1	2	2	4	2	1	3	15	6	1	4	11	20	7	5	15	4	2	1	8	23	3	19	30	11	20	12	18	20	20	29	20	20	13	38	20	4	22	11	24	12	12	19	10	35	3	12	21	36	37	12	2	3	6	15	18	2	3	59	3	1	65	9	34	56	11	37	1	2	1	1	1	1	5	2	1	1	4	1	2	1	1	1	1	1	3	4	1	2	1	1	1	2	1	2	1	2	3	2	2	3	2	1	4	4	1	4	2	5	2	4	4	2	4	4	2	3	1	6	5	5	4	4	3	5	6	1	4	9	1	3	2	1	5	2
52000	-368.526052273293089	-367.036584122486317	-1.489468150806777	0.000247549387572	0.000074819990556	0.302242680905928	0.430408157512996	0	5	8	6	8	7	9	10	10	8	9	9	12	10	8	10	11	9	10	10	12	13	12	12	13	10	12	12	11	12	14	14	15	13	15	15	16	13	14	16	18	16	17	17	16	15	19	17	18	19	18	18	18	19	18	19	19	18	20	21	15	20	19	20	18	21	20	21	0	1	4	2	2	2	3	3	4	6	5	6	20	2	1	6	20	6	15	10	15	19	3	26	9	4	20	20	15	8	9	29	15	3	20	24	7	4	19	3	40	4	39	7	20	38	3	3	15	44	4	35	20	1	20	52	37	3	51	55	2	15	49	39	36	50	20	43	1	3	1	1	1	1	1	1	1	1	1	1	1	3	4	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	3	2	2	2	3	4	3	5	1	5	1	3	2	1	5	3	4	1	6	2	3	5	4	1	2	6	2	2	5	5	1	2	2	1	5	3
52500	-368.771812266940174	-367.157942988154900	-1.613869278785283	0.000410027849817	0.000096013495929	0.234163352494114	0.405100072533104	1	5	8	6	7	7	9	8	10	10	9	9	10	11	10	9	12	9	11	11	12	11	13	12	13	13	12	11	12	13	11	13	14	15	15	15	18	14	16	15	17	17	17	20	17	17	20	17	18	18	18	18	17	18	18	19	17	18	18	19	18	21	18	20	19	20	20	20	0	1	4	1	2	2	2	1	8	8	6	6	2	18	3	4	16	8	9	2	7	18	16	3	13	10	9	9	3	14	11	21	3	3	16	30	24	16	33	21	17	4	24	16	16	40	27	24	36	48	38	15	20	57	31	34	24	30	4	43	2	10	36	37	57	56	24	54	1	2	1	3	1	1	1	4	1	1	1	1	3	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	4	3	3	1	2	2	1	2	2	4	3	5	5	1	4	3	1	1	3	3	2	1	3	2	2	3	4	1	5	6	2	1	1	1	6	1
53000	-424.580479444129764	-422.991795555221302	-1.588683888908442	0.000162525075908	0.000039825584021	0.245042703710359	0.475373535779831	1	5	8	3	7	7	9	10	11	9	8	9	12	11	10	10	11	11	11	9	13	13	13	12	13	12	12	12	11	14	15	14	16	16	12	15	17	12	15	16	17	15	17	19	16	15	18	18	16	18	19	16	17	17	17	17	16	18	20	20	18	18	18	21	19	20	19	20	0	1	6	1	4	4	1	2	7	4	4	6	10	10	1	3	11	5	12	6	7	17	4	15	12	12	16	1	11	35	3	13	38	12	16	26	2	16	38	3	39	11	15	42	16	10	10	10	18	57	25	15	38	28	7	42	2	7	11	63	37	15	45	55	25	34	36	10	1	2	1	1	2	2	3	3	1	3	2	1	1	1	3	1	2	2	1	1	2	1	4	1	2	2	1	5	2	1	3	1	2	4	2	1	5	1	2	5	1	3	2	2	3	4	4	5	2	1	2	3	2	3	5	1	5	4	6	1	1	4	1	2	3	2	2	5
53500	-365.330336299411272	-363.621818979202885	-1.708517320208358	0.000135999373028	0.000027324652595	0.200917489442025	0.437132554828991	1	4	7	5	8	7	9	9	11	7	10	8	10	9	9	9	12	11	11	10	11	12	12	12	12	13	12	14	12	14	14	14	16	15	16	15	18	13	15	16	18	16	17	20	16	16	19	17	18	20	19	17	18	20	19	19	20	19	19	21	19	20	18	20	20	19	21	21	0	1	4	1	1	1	3	2	5	2	8	2	3	10	6	4	16	5	3	2	6	19	11	2	13	12	21	20	3	9	25	24	28	12	22	15	30	1	7	32	34	24	33	63	30	1	32	12	20	37	42	13	3	32	24	35	28	11	24	35	63	34	30	31	52	42	16	34	1	2	2	2	4	2	1	3	2	2	1	2	2	1	1	2	1	1	2	4	2	1	1	5	1	1	1	2	2	2	2	1	1	4	2	3	2	7	2	1	1	2	1	1	1	7	3	4	4	1	1	3	5	3	4	1	2	5	3	3	1	3	2	3	2	1	5	4
54000	-330.401036621048490	-328.789935617255423	-1.611101003793045	0.000342510316220	0.000080595518182	0.235308293984493	0.376817511194161	0	4	8	5	8	7	9	10	10	7	10	9	11	11	10	11	12	8	9	10	10	12	11	12	13	12	11	13	13	12	13	15	16	14	15	15	16	14	16	16	17	13	18	19	14	17	19	19	17	20	19	18	18	17	18	17	19	17	19	19	19	21	18	20	19	19	20	21	0	1	4	1	4	2	18	1	3	4	3	18	5	10	2	3	3	4	2	10	10	7	4	7	12	15	3	12	16	7	16	29	16	18	2	42	12	20	11	11	24	16	3	36	24	1	2	3	31	52	56	18	16	21	20	36	3	21	10	49	4	63	56	66	54	42	30	51	1	2	1	2	1	2	1	6	1	1	1	1	2	2	2	1	2	2	3	1	1	1	4	1	2	1	2	2	1	1	1	1	3	2	5	1	2	1	3	2	3	1	6	2	1	7	6	6	2	2	1	4	4	3	4	1	4	4	6	1	7	2	1	1	1	3	3	1
54500	-350.273796027624883	-348.236995656096212	-2.036800371528691	0.000519285929925	0.000069168431317	0.133199124665985	0.347330184299520	0	5	7	6	7	7	9	8	9	9	9	8	12	9	9	10	12	11	9	10	12	12	12	12	13	13	10	13	12	11	14	13	14	14	14	15	17	14	15	17	17	16	17	19	17	17	18	17	18	20	18	17	16	19	17	18	19	18	18	20	15	21	20	18	19	19	19	22	0	1	1	2	1	2	12	4	6	1	2	1	16	3	3	15	15	2	2	6	5	19	30	18	16	18	8	24	27	10	11	20	15	30	2	26	16	24	17	12	33	10	10	58	31	24	11	4	20	40	21	27	31	11	1	16	30	31	27	67	11	31	39	11	41	31	18	25	1	2	3	1	5	1	1	2	1	3	3	4	1	1	1	1	1	4	2	1	2	2	1	1	1	1	1	1	2	1	4	1	3	2	5	1	2	1	2	5	2	3	3	1	1	3	3	6	4	2	3	3	2	4	7	4	3	3	4	1	3	3	2	4	2	2	4	4
55000	-494.884190595810765	-493.244708032710207	-1.639482563100559	0.000200465411819	0.000044924545493	0.224101230656352	0.374257802074719	1	4	6	6	8	5	9	8	10	10	9	8	11	10	8	9	11	10	10	11	9	12	12	11	14	12	10	13	13	13	14	14	16	15	14	15	14	14	14	16	17	15	17	20	17	17	20	16	18	18	19	18	18	17	17	18	20	16	17	20	19	21	20	20	18	20	19	19	0	1	1	6	1	1	1	1	8	21	8	6	2	2	6	5	15	7	6	19	8	21	2	5	23	7	6	15	4	5	17	18	42	17	2	20	20	2	27	19	36	39	7	55	14	24	59	12	7	25	23	33	6	15	1	39	49	15	15	65	45	25	65	3	30	56	2	41	1	2	2	1	3	2	5	4	1	1	1	2	6	3	1	1	1	1	2	1	1	2	3	1	1	1	2	2	5	3	2	2	1	1	6	2	1	5	1	4	1	1	6	1	4	2	1	3	5	1	2	2	7	3	8	2	1	3	3	2	1	4	1	8	2	1	5	1
55500	-352.691534424673478	-351.107900517099722	-1.583633907573760	0.000290728756775	0.000071914027855	0.247357807505486	0.377351966043153	1	5	7	6	8	8	10	9	9	9	9	7	11	11	10	10	11	9	10	10	13	12	13	12	13	13	11	13	13	13	15	15	16	15	14	16	17	14	14	15	18	16	18	18	18	17	19	18	18	19	18	18	17	19	18	18	20	17	20	20	17	20	20	21	20	20	20	21	0	1	2	2	2	2	3	12	3	4	4	4	3	9	3	18	3	5	11	5	13	15	12	14	24	3	15	5	20	7	20	29	3	25	14	28	3	13	24	10	14	4	4	25	22	25	27	3	9	11	37	13	11	11	1	23	9	3	4	40	1	3	52	47	13	45	38	33	1	3	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	3	1	1	4	1	2	2	2	3	1	5	1	1	2	3	1	1	2	4	6	4	2	3	2	4	4	4	4	1	3	4	5	9	3	5	7	7	3	6	8	1	1	5	2	2	3
56000	-367.026106038253033	-364.857693000997870	-2.168413037255137	0.000622715351355	0.000072455802987	0.116354611829219	0.452990765536525	-1	4	6	6	8	6	10	8	10	9	9	8	11	11	9	10	11	10	11	9	12	12	12	12	13	12	13	14	13	13	15	14	15	15	14	14	16	14	13	14	18	16	16	19	15	16	20	18	18	19	18	18	17	18	18	18	19	16	19	21	18	21	19	20	19	19	19	22	0	1	2	2	3	2	3	4	15	4	3	4	4	10	5	20	11	12	11	6	17	12	12	7	13	11	3	15	3	22	30	15	24	15	10	24	10	18	16	27	42	22	10	58	9	24	4	14	40	33	37	27	22	2	10	37	9	3	5	65	18	1	18	58	13	45	25	40	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	4	3	3	1	1	3	1	2	2	1	4	2	2	1	1	2	3	2	3	2	6	5	2	2	1	2	3	4	7	1	4	4	4	1	4	6	3	2	4	3	2	3
56500	-426.616642083876911	-424.193357646430059	-2.423284437446859	0.000349180287970	0.000032167504424	0.092122910519872	0.453073477359584	1	5	8	6	7	6	8	9	11	9	8	9	12	11	9	11	12	11	10	11	12	13	11	13	13	11	12	14	12	14	14	13	15	14	13	15	17	15	14	15	17	16	15	19	18	15	20	18	18	18	17	17	18	18	18	18	18	15	19	20	18	20	19	21	19	19	18	21	0	1	2	1	1	2	1	2	6	5	2	6	4	11	11	19	2	11	4	6	19	20	3	23	11	3	11	2	1	13	23	23	19	17	6	28	15	3	29	22	36	18	3	36	33	30	10	1	3	40	33	15	25	38	41	24	2	4	27	38	16	4	67	19	42	49	21	49	1	2	1	3	4	1	3	2	3	1	3	2	2	1	1	1	4	2	3	2	1	2	1	1	3	1	2	5	5	1	2	1	2	1	4	1	4	2	2	2	1	2	3	2	1	1	7	7	5	2	1	3	5	3	1	2	6	2	5	2	3	8	1	4	1	1	3	1
57000	-334.831409258995052	-333.215890851902884	-1.615518407092171	0.000150788640415	0.000035207171041	0.233486892278540	0.389210741382001	0	3	8	4	9	7	10	9	9	10	10	7	11	10	9	11	11	10	10	10	12	13	13	13	12	12	13	14	13	12	14	14	15	16	15	15	18	15	14	14	17	15	17	19	17	14	20	19	19	20	18	17	16	19	19	17	20	17	19	20	17	20	19	20	19	20	20	20	0	1	12	1	12	4	12	3	3	4	3	4	20	3	6	12	4	4	4	9	6	13	20	15	3	12	25	10	18	11	26	11	16	32	22	20	4	10	26	3	8	12	16	52	4	2	54	4	14	53	23	12	16	38	38	18	35	38	53	8	30	4	32	33	45	43	24	32	1	1	1	2	1	1	2	1	1	4	1	2	1	1	1	2	3	4	2	1	2	1	1	2	2	2	1	3	2	1	1	2	1	2	1	3	7	1	1	3	4	4	3	2	6	3	1	7	3	2	3	5	2	2	2	3	1	1	2	6	3	10	3	3	1	2	3	4
57500	-384.092615164172912	-382.135777704166230	-1.956837460006655	0.000215113633766	0.000031309634347	0.145549279231119	0.423293798727198	1	4	8	6	7	7	10	7	11	9	10	7	12	10	9	10	12	9	11	11	13	12	9	12	14	12	12	13	11	13	13	14	16	15	16	15	17	15	15	15	16	14	18	20	17	16	18	18	16	19	16	18	17	18	16	18	19	17	18	20	17	19	19	20	19	20	21	21	0	1	12	2	4	4	4	4	18	4	15	2	12	5	6	15	4	6	12	4	19	14	3	16	8	4	14	1	1	9	15	22	14	4	12	28	10	20	27	13	27	4	4	7	1	24	24	31	27	53	32	35	40	19	24	46	4	10	13	54	10	9	33	46	37	49	14	34	1	2	1	1	1	1	2	1	1	2	1	1	3	2	2	1	2	2	3	3	1	1	1	1	4	3	2	7	3	1	1	1	4	5	3	1	3	2	1	1	3	4	6	5	8	2	3	3	2	1	1	1	1	3	2	1	6	4	3	1	3	4	2	2	1	2	5	3
58000	-418.448399058793143	-416.948999231248422	-1.499399827544713	0.000243997006412	0.000071995975069	0.295069091739752	0.443885495966769	0	4	6	6	8	8	9	8	10	10	9	8	11	10	10	10	11	11	11	10	13	11	11	12	13	13	12	14	13	13	14	14	15	15	15	15	17	14	16	16	17	17	15	19	17	17	17	18	17	17	18	15	18	19	16	18	19	19	19	20	18	21	20	21	19	20	20	21	0	1	2	2	4	4	2	3	6	5	4	3	12	2	5	12	4	7	1	4	13	9	10	3	7	20	22	1	23	18	29	18	3	8	22	27	25	10	32	10	34	22	4	48	25	25	27	38	36	35	14	19	6	36	12	36	33	35	16	59	14	18	32	57	13	55	49	65	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	1	2	2	4	2	1	1	1	3	2	2	1	8	1	1	1	2	4	4	2	1	2	2	2	4	1	3	5	1	3	2	3	2	2	1	4	1	5	2	3	1	1	3	6	1	3	7	2	1	3	2	2	1
58500	-372.999216105836126	-371.194890457830581	-1.804325648005561	0.000173715200055	0.000030498187388	0.175564299371183	0.326433996432566	0	4	6	5	7	7	9	8	10	9	10	9	12	10	8	9	11	10	9	11	13	13	12	11	14	12	12	14	12	12	15	15	16	15	15	14	17	14	15	16	18	16	16	18	17	16	18	18	17	19	18	19	17	19	18	18	18	19	19	19	19	21	19	20	19	20	21	20	0	1	2	1	1	2	4	4	7	15	5	6	1	2	3	5	2	5	15	18	8	12	2	3	22	1	24	3	1	24	29	18	12	17	14	23	39	4	30	6	25	24	16	36	24	24	22	24	24	35	26	40	35	2	16	26	15	5	3	3	43	8	39	30	43	40	3	39	1	2	1	3	3	1	2	2	1	1	1	1	5	3	1	1	3	1	1	1	2	2	3	4	1	5	1	5	6	1	2	3	3	3	3	1	1	5	1	5	2	3	4	2	2	2	1	4	4	3	2	2	1	9	3	3	4	8	5	6	2	9	3	4	3	2	7	4
59000	-346.153121715164957	-344.666452398131810	-1.486669317033136	0.000282382460429	0.000085942013443	0.304346145693271	0.395022730146167	1	3	7	5	8	8	10	10	10	9	8	8	11	10	10	11	11	9	10	11	13	12	12	12	13	13	12	14	11	12	14	15	16	14	14	14	17	15	15	16	17	16	17	18	17	17	19	18	19	20	18	18	14	18	16	17	19	19	16	20	19	19	19	20	19	20	18	21	0	1	4	1	3	4	11	11	10	3	2	4	3	11	3	9	11	6	12	10	19	14	11	9	23	12	14	15	12	7	15	28	3	3	12	17	1	27	9	3	30	13	21	56	27	12	7	3	9	54	23	3	2	59	38	32	3	11	15	33	9	2	39	44	35	13	55	62	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	3	1	1	2	2	3	1	1	1	1	4	3	3	1	6	2	2	4	2	4	1	1	2	4	5	4	7	1	4	6	7	1	1	1	4	6	3	2	5	8	2	1	2	5	1	1
59500	-403.775032090235584	-402.244051096450505	-1.530980993785091	0.000171927389399	0.000047246760674	0.274806479873122	0.356435877091657	1	5	6	6	8	7	7	9	10	9	10	8	11	7	10	11	12	11	11	10	13	12	11	12	14	12	12	13	10	12	14	15	13	16	15	15	17	13	15	17	18	16	16	18	17	17	17	18	18	19	19	17	17	19	17	17	17	18	18	18	18	21	19	21	19	20	20	21	0	1	1	2	4	2	3	2	5	7	10	4	4	2	3	8	9	2	4	12	14	8	3	11	20	12	23	20	12	29	33	23	4	3	2	30	3	13	5	10	19	1	15	53	15	15	38	12	43	17	24	9	33	52	10	24	2	27	3	31	2	12	19	61	37	52	43	44	1	2	2	1	1	1	1	2	1	1	1	1	3	1	2	1	1	3	2	1	4	2	2	1	3	2	1	2	1	1	1	2	3	5	6	1	6	1	3	4	3	7	4	1	2	3	3	5	2	3	5	3	2	1	6	3	4	2	5	2	7	5	3	1	1	2	2	2
60000	-350.451982846766271	-348.916150884134083	-1.535831962632206	0.000240258421923	0.000065346598402	0.271984631708303	0.436907354604182	0	3	7	5	7	8	9	10	10	8	9	7	11	10	8	11	10	10	10	10	12	11	12	12	14	11	13	12	12	14	14	13	15	15	15	16	17	12	15	16	17	17	18	19	17	17	19	18	16	19	17	16	18	19	18	17	20	19	17	21	19	19	20	19	19	20	20	22	0	1	4	2	2	4	3	11	3	4	4	4	10	4	12	11	2	11	3	2	6	12	15	18	19	2	10	10	2	26	28	5	10	15	12	14	3	11	13	13	39	16	49	33	24	4	25	25	3	45	3	12	20	59	25	29	30	42	16	47	37	20	36	26	37	6	30	65	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	1	2	4	2	3	2	1	2	5	3	2	5	2	1	3	4	3	4	3	4	1	1	2	2	3	1	2	4	5	1	2	4	1	5	4	3	1	2	2	4	1	3	2	1	6	2	5	1	7	4	2
60500	-370.387481021463827	-368.812931418994026	-1.574549602469782	0.000106879618434	0.000026895841654	0.251646123440801	0.417919215169581	1	5	8	6	9	6	9	9	10	10	10	9	12	10	8	11	11	11	10	8	13	11	12	12	13	11	11	12	12	14	14	15	16	16	15	14	18	12	15	17	16	16	18	19	16	17	18	16	18	17	18	19	17	20	18	18	20	17	19	21	19	21	19	19	19	20	21	21	0	1	6	2	4	1	4	15	6	15	20	20	11	2	4	6	15	14	4	6	19	12	11	14	6	2	11	16	2	2	11	28	30	8	10	23	33	4	38	2	29	27	2	34	30	20	10	11	2	2	48	3	27	48	30	35	35	48	30	59	4	17	48	33	28	47	53	65	1	2	1	1	2	3	1	1	3	1	1	1	1	3	1	3	2	1	2	1	2	1	1	1	3	2	1	1	3	6	2	2	1	7	3	1	1	3	2	8	3	2	5	1	1	4	4	3	7	6	1	5	4	2	2	1	4	1	3	1	6	4	2	2	3	1	2	1
61000	-443.768339250848953	-442.168547899495934	-1.599791351353021	0.000212761706726	0.000051086850693	0.240112995328227	0.494531149331815	0	5	6	5	7	7	8	9	10	10	10	8	11	10	8	10	12	10	10	10	12	13	11	11	14	13	11	13	12	13	14	14	15	15	15	16	16	13	16	16	17	16	16	20	17	17	19	17	17	18	19	17	15	17	19	18	20	18	17	20	18	19	19	20	18	21	19	21	0	1	2	1	2	1	1	4	7	6	12	5	14	5	5	12	16	8	2	15	10	23	3	10	30	11	16	12	4	13	21	18	27	4	10	31	16	3	8	35	12	3	27	42	20	33	16	9	32	42	49	11	7	33	25	7	11	53	20	54	4	31	45	43	46	61	1	55	1	2	1	2	1	4	4	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	4	3	1	1	2	2	4	2	1	2	2	5	1	4	4	3	2	5	1	2	2	2	1	1	3	3	2	4	3	5	1	3	3	5	4	1	2	1	2	8	1
61500	-500.708995309642262	-499.337860099041677	-1.371135210600571	0.000101661395479	0.000048410254648	0.476191128600808	0.365813646251249	1	4	5	5	8	6	9	8	10	8	9	9	9	10	10	9	12	8	9	11	13	13	12	10	13	10	12	12	12	13	14	14	15	16	15	12	18	14	15	16	16	16	17	20	17	14	18	17	18	20	18	18	18	20	17	19	20	18	19	21	18	19	20	20	19	20	21	21	0	1	2	2	4	2	4	2	2	6	10	8	3	2	8	4	16	4	4	6	24	27	4	1	23	3	18	12	1	9	28	28	16	36	11	24	3	16	36	12	16	4	2	51	22	2	24	22	48	49	17	11	11	9	25	32	36	3	9	57	55	4	53	41	21	49	12	14	1	2	1	1	1	2	2	2	2	1	1	1	1	3	1	2	1	1	1	2	2	1	3	3	1	2	2	1	5	1	1	1	3	2	4	1	6	3	2	4	4	6	5	1	2	4	6	4	1	1	4	5	6	4	2	2	4	5	3	1	1	6	1	2	3	2	6	3
