step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
35000	-620.538365994259266	-618.889426383593445	-1.648939610665779	0.000089709567347	0.000019790797236	0.220609660939876	0.602238171197088	9	5	4	14	17	21	25	27	30	36	35	35	32	29	39	40	42	38	42	42	34	48	46	44	44	43	42	42	48	46	47	48	50	53	53	44	51	52	47	54	56	51	55	52	50	53	58	50	59	65	63	63	59	68	55	68	74	58	67	69	74	76	76	70	74	78	80	88	90	81	88	89	86	101	0	0	0	3	4	0	0	6	8	14	8	13	9	2	10	13	9	14	12	11	9	24	28	15	12	12	21	11	0	18	20	25	24	26	20	0	23	24	26	28	37	28	32	33	20	30	26	31	45	26	47	49	48	43	30	53	48	43	24	53	50	56	58	56	60	58	57	70	57	63	57	67	60	0	1	1	1	3	1	1	1	1	1	1	2	1	1	3	1	2	2	2	2	2	1	1	1	1	1	2	2	2	1	2	1	1	2	2	3	1	1	1	1	2	1	2	2	1	2	1	4	1	1	3	1	1	2	3	2	2	3	1	3	2	1	2	3	1	1	3	1	1	3	1	3	2	3	1
35500	-621.106263792626009	-619.451729301572527	-1.654534491053517	0.000111320366057	0.000024334205327	0.218596166985445	0.624154434493917	8	6	5	14	10	23	26	26	32	32	38	36	36	26	36	44	41	38	44	33	42	48	45	40	43	46	41	42	47	41	43	49	51	48	49	48	48	49	51	48	51	52	54	49	50	54	56	55	57	61	62	63	60	70	58	69	71	63	65	68	66	69	79	76	76	73	81	82	89	86	87	83	89	97	0	0	0	3	3	0	0	6	8	14	20	9	9	2	10	9	9	15	12	8	27	10	28	18	13	12	13	13	0	18	20	19	15	26	31	0	13	30	26	28	40	40	32	24	11	15	32	31	35	47	47	48	48	32	46	53	53	43	22	53	26	53	58	57	57	54	56	66	57	66	62	53	57	0	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	1	3	1	1	2	2	1	1	1	1	2	2	4	1	1	1	2	2	1	2	1	1	1	2	2	3	1	2	2	2	1	2	1	3	1	2	2	2	2	2	3	2	2	1	1	1	3	1	3	1	2	4	3	1
36000	-612.842629760546970	-611.357629770345966	-1.484999990201001	0.000087028699086	0.000026597617606	0.305618926687423	0.656935153764869	7	6	5	15	16	24	26	28	33	35	38	34	34	32	38	37	40	42	42	42	41	47	40	45	38	44	48	41	51	43	46	52	48	49	55	45	47	50	53	51	47	48	58	54	49	53	59	56	61	65	62	58	57	69	62	68	65	62	64	70	74	73	76	71	75	76	76	87	90	85	85	87	93	99	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	14	25	11	9	18	16	18	12	25	21	13	0	10	20	25	18	25	12	0	23	18	19	28	23	28	12	24	20	22	32	31	52	47	47	35	31	43	46	53	48	43	46	56	51	60	58	53	57	43	57	66	65	66	67	62	65	0	1	1	1	2	2	1	1	1	1	1	2	2	1	4	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	2	3	1	1	1	2	2	1	1	2	2	1	1	2	3	1	2	1	1	2	2	1	2	2	1	1	1	3	1	3	2	1	2	2	3	2	1	2	3	2	1
36500	-593.936206356266894	-592.461218617964732	-1.474987738302149	0.000108697584260	0.000034082887089	0.313556987681122	0.761361136453216	8	7	4	17	14	24	27	28	32	36	37	31	36	32	40	38	44	41	43	42	43	47	45	48	42	46	41	43	50	46	46	52	48	49	51	48	51	49	52	48	54	48	57	53	49	52	56	52	58	60	65	62	59	70	57	65	68	64	64	67	72	76	76	73	72	80	82	83	88	88	91	89	90	99	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	16	10	12	11	27	18	28	18	12	19	9	16	0	18	20	19	18	19	20	0	23	18	25	28	42	28	19	24	20	18	32	8	35	26	47	35	31	58	46	49	56	43	18	53	50	60	58	60	60	63	62	54	65	66	72	67	53	0	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	5	2	2	2	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	1	2	3	1
37000	-638.827961205896031	-637.003698091427850	-1.824263114468162	0.000110116512999	0.000018833139742	0.171029205604268	0.567269504762469	10	-4	2	13	11	22	26	28	33	35	35	33	25	30	38	46	40	43	38	41	37	45	46	40	44	46	47	38	47	44	44	48	52	42	48	48	49	50	52	51	52	54	57	50	47	55	52	54	56	63	63	61	54	68	64	67	74	64	64	66	65	70	81	76	72	77	79	77	90	83	91	88	92	96	0	0	0	3	3	0	0	6	8	14	8	8	6	2	10	9	9	24	12	11	13	24	13	10	34	19	17	21	0	18	11	12	30	19	20	0	28	10	26	37	37	28	26	24	20	18	26	20	31	47	47	16	31	58	46	53	56	43	18	53	26	20	66	62	56	58	53	43	56	63	72	57	60	0	1	1	1	3	2	1	1	1	1	1	1	1	1	4	1	2	1	1	1	2	3	1	3	1	1	2	1	1	1	1	2	2	2	1	1	1	2	3	1	1	1	2	1	1	2	2	1	2	2	2	1	2	2	1	2	3	1	1	3	2	2	4	1	1	1	2	4	4	4	1	1	2	4	1
37500	-643.901912422023202	-642.050383147698312	-1.851529274324843	0.000122275332954	0.000020195472390	0.165163912478265	0.627980156229448	8	3	6	13	11	24	27	31	33	37	38	33	28	24	35	41	43	40	39	41	45	46	48	31	41	45	41	44	49	48	44	50	50	49	53	49	49	42	51	51	53	48	55	51	50	55	58	52	62	60	55	56	56	69	60	69	67	61	62	63	70	76	81	76	73	69	80	87	80	83	87	84	88	98	0	0	0	3	3	0	0	6	13	15	9	6	6	2	24	13	9	14	12	11	27	10	28	14	19	17	8	13	0	24	8	25	15	25	17	0	16	10	25	28	23	16	39	38	20	15	51	31	48	32	32	48	31	43	38	49	53	43	33	53	47	49	54	53	57	58	65	66	57	66	69	67	57	0	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	3	1	1	1	1	1	2	1	1	2	2	1	4	2	2	2	2	2	1	1	1	2	1	1	2	1	1	1	3	1	2	2	2	1	1	2	3	2	1	2	1	2	3	1	4	2	3	1	2	1	1	2	2	2	1	2	1
38000	-606.320976877747853	-604.619028874670789	-1.701948003077020	0.000080456022303	0.000016325758640	0.202915309162723	0.636582764083364	11	7	6	9	15	23	27	26	27	36	29	35	34	27	38	43	36	39	42	39	43	41	46	36	44	46	47	44	47	48	48	49	50	50	53	47	48	52	53	49	53	52	58	54	52	55	55	54	59	58	63	62	54	68	60	64	76	65	62	67	74	72	82	76	74	75	77	87	89	83	91	85	85	98	0	0	0	3	3	0	0	6	6	14	8	8	9	2	10	8	9	10	12	11	9	18	17	14	19	12	21	13	0	15	16	19	18	19	20	0	28	18	25	23	23	40	26	38	31	14	26	31	35	47	47	35	20	43	38	53	53	43	30	48	50	53	66	56	60	54	56	63	67	66	72	57	65	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	2	3	1	2	2	1	2	1	2	1	1	1	2	3	2	2	1	1	2	1	1	1	1	3	1	1	4	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	2	1	1	2	2	1
38500	-621.937639937661288	-620.299511902089989	-1.638128035571247	0.000106675467024	0.000023960451456	0.224610701264849	0.682005577210040	7	4	1	16	15	14	23	22	30	37	35	33	32	33	35	38	27	44	43	38	41	46	43	41	37	46	43	41	49	49	44	45	46	49	48	48	47	50	50	52	55	52	55	54	52	57	50	55	62	54	64	58	59	68	60	62	66	64	55	70	74	73	80	77	76	76	79	88	88	85	87	88	92	96	0	0	0	3	3	0	0	6	17	15	8	17	17	2	14	13	8	24	25	11	17	18	28	15	12	25	21	16	0	10	20	12	24	25	31	0	23	24	19	28	42	28	19	24	32	33	26	31	35	34	50	45	31	43	22	45	53	43	10	56	47	56	66	57	53	54	62	66	65	66	67	67	65	0	1	1	1	3	2	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	3	1	3	1	2	1	1	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	3	1	5	2	1	2	2	1	1	2	2	2	2	2	2	1
39000	-617.897947153742166	-616.281316009130023	-1.616631144612103	0.000077710829160	0.000018109171535	0.233032792606389	0.583506779845715	5	-3	6	10	13	17	25	20	35	38	36	33	35	29	37	46	27	42	45	38	44	48	41	43	40	44	38	38	44	46	43	48	49	48	51	49	44	52	47	48	51	48	56	52	51	57	57	52	59	58	63	58	59	67	62	68	76	64	62	65	69	72	79	76	74	77	81	88	87	84	92	86	92	91	0	0	0	3	3	0	0	6	8	14	8	8	17	2	14	13	8	10	12	11	27	30	28	10	12	25	9	17	0	18	20	25	18	25	9	0	28	18	26	9	40	28	19	18	20	38	19	31	35	25	50	45	48	58	24	60	56	43	30	53	50	53	66	62	60	58	65	63	65	66	67	57	72	0	1	1	1	1	2	1	1	1	2	2	2	2	1	4	2	2	2	1	3	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	3	1	2	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1
39500	-621.775991462624916	-620.058668232161949	-1.717323230462964	0.000091933168131	0.000018230269926	0.198299159018538	0.661027754061390	10	6	4	15	7	20	29	27	31	35	38	37	35	31	37	45	35	41	43	42	43	48	40	45	41	43	41	43	49	44	46	47	50	51	54	42	49	45	48	49	47	52	57	48	45	56	57	55	58	63	62	57	59	69	59	67	71	61	61	61	74	65	80	74	74	72	80	89	83	84	88	91	84	102	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	8	15	25	11	27	30	13	18	12	12	9	23	0	18	20	25	30	25	20	0	23	18	19	28	23	28	12	10	11	38	26	31	11	47	47	35	31	43	30	60	31	43	38	53	50	53	54	53	62	58	62	63	65	63	69	56	57	0	1	1	1	3	1	1	1	1	2	2	3	2	1	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	2	3	3	1	2	3	2	4	1	2	1	2	2	2	1	3	1	2	1	2	2	2	3	1	2	2	2	1	2	1	2	3	1
40000	-651.680990641904827	-650.132001155023204	-1.548989486881654	0.000133459058445	0.000035321380663	0.264660796163423	0.636603856591567	3	5	1	12	10	16	23	31	29	34	38	37	31	31	39	45	37	40	41	41	40	45	42	45	44	33	44	45	51	50	48	49	47	52	47	50	48	49	51	51	52	54	59	52	50	57	51	55	61	60	63	59	61	67	61	67	74	64	64	69	70	72	71	75	75	68	74	80	90	84	89	87	92	102	0	0	0	3	3	0	0	9	6	14	13	26	9	2	10	13	13	10	26	9	17	15	9	14	19	9	21	23	0	24	20	25	18	25	9	0	19	18	19	28	37	28	47	18	35	33	13	31	9	47	50	16	48	58	33	49	48	43	38	56	51	56	43	49	60	58	53	66	57	68	62	60	72	0	1	1	1	2	2	1	1	1	1	1	2	1	1	3	1	3	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	1	1	2	2	1	2	3	2	4	1	1	2	2	1	2	1	3	1	2	1	2	1	2	3	1	1	2	2	2	1	3	3	1	1
40500	-611.048986085233196	-609.307389520128481	-1.741596565104715	0.000086379451942	0.000016534175619	0.191413296180254	0.676787339972598	10	7	3	8	14	21	23	28	32	33	35	32	34	30	36	44	44	41	42	37	43	46	44	44	36	45	47	40	51	47	43	51	48	53	46	48	45	46	50	46	53	50	56	51	48	53	59	55	59	63	64	58	57	69	60	70	71	65	62	67	69	75	80	74	71	73	80	78	80	82	94	86	89	95	0	0	0	3	3	0	0	6	8	14	8	8	8	2	10	13	9	10	25	11	9	14	28	18	12	25	21	13	0	24	20	19	15	26	11	0	28	18	19	28	23	28	26	24	11	24	39	31	35	47	47	48	35	43	46	53	45	43	30	31	50	53	58	60	60	54	62	66	57	66	72	67	62	0	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	3	2	2	2	1	1	1	3	2	1	3	4	2	2	4	2	4	3	1	1	1	1	1	1	2	1	1	2	1
41000	-635.839778990576406	-634.216534530336276	-1.623244460240113	0.000102528765351	0.000023619757146	0.230372004042101	0.577660925713623	10	5	2	16	14	21	20	28	35	34	35	35	33	22	39	42	43	42	37	39	41	48	45	45	43	44	45	41	49	42	44	45	50	47	49	49	51	48	50	52	54	48	55	54	51	55	57	53	54	65	63	57	57	66	62	68	68	64	60	65	74	76	77	71	69	73	80	85	85	86	87	85	90	100	0	0	0	3	3	0	0	6	13	14	8	8	8	2	10	13	9	15	8	11	9	15	28	14	19	12	21	12	0	10	20	19	18	19	31	0	28	18	12	42	42	28	25	38	35	30	26	20	35	12	47	35	20	43	46	48	60	43	30	49	50	57	58	60	53	54	56	63	65	66	67	62	62	0	1	1	1	3	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	3	1	1	2	2	1	2	1	1	2	2	1	1	2	2	3	1	1	1	3	2	1	2	1	2	1	4	2	1	2	2	1	2	1	3	3	2	2	2	2	2	2	1	2	1	2	1	1	2	3	1
41500	-642.598180327543446	-640.927082131206816	-1.671098196336686	0.000103647213091	0.000022061182237	0.212848774018491	0.686604825568584	7	6	6	12	16	23	24	29	31	33	37	33	35	29	40	41	42	43	39	32	35	47	40	45	43	44	46	44	51	38	41	52	50	50	54	46	50	49	52	49	54	41	54	54	45	55	57	46	61	63	64	58	60	66	61	64	71	67	62	68	64	77	81	72	75	74	77	86	85	71	86	91	88	102	0	0	0	3	3	0	0	6	6	14	8	8	9	2	10	13	23	30	12	6	8	24	13	30	19	19	8	11	0	10	20	19	30	12	31	0	23	30	25	42	37	13	8	38	20	33	34	8	31	32	47	45	48	43	38	31	60	43	38	49	47	60	54	60	57	58	49	63	65	58	62	71	69	0	1	1	1	2	2	1	1	2	2	1	1	1	1	3	2	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	2	2	4	1	1	2	2	1	1	1	2	4	1	2	1	1	2	2	2	2	2	2	1	1	3	1	3	2	1	1	2	3	1	1	1	2	1	2	1	1	2	1	1
42000	-604.853822327379476	-603.436555873310226	-1.417266454069233	0.000091136675520	0.000034120931403	0.374392978552608	0.666720826036769	0	1	4	17	13	23	22	26	29	34	37	30	35	27	38	44	44	42	43	38	45	49	38	45	38	46	48	44	49	39	46	48	48	48	47	48	50	47	52	48	55	52	50	52	51	51	53	55	58	62	65	63	61	68	62	58	75	61	60	71	72	71	72	75	77	79	79	87	87	82	88	89	87	98	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	30	25	11	9	24	13	30	12	11	21	23	0	10	20	25	18	26	17	0	28	18	34	28	37	40	32	14	35	33	32	20	35	47	50	49	48	43	44	31	53	43	44	53	50	53	54	60	56	58	53	66	57	63	67	67	65	0	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	3	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	4	2	2	2	2	1	2	2	1	1
42500	-642.265721292396847	-640.565935211265923	-1.699786081130927	0.000111625640136	0.000022724898433	0.203581349275752	0.616944846035231	7	8	0	11	14	23	28	28	31	35	32	34	36	30	38	42	40	42	45	36	41	48	48	44	41	45	38	39	50	45	47	48	51	51	53	51	45	48	51	48	54	54	55	52	45	57	57	55	61	58	63	65	59	70	61	63	73	63	64	63	67	72	79	76	75	75	78	87	90	88	88	89	91	102	0	0	0	3	3	0	0	6	8	14	8	11	9	2	10	13	9	10	12	11	27	10	16	10	12	12	9	13	0	18	20	25	30	25	20	0	17	18	25	28	23	9	26	30	9	33	26	45	20	19	47	35	35	43	33	53	53	50	38	48	39	53	43	60	48	54	60	66	65	66	57	57	67	0	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	2	2	2	2	3	1	1	1	2	2	1	4	2	1	3	1	2	1	4	3	1	2	1	2	1	1	2	2	2	2	1	3	3	2	1	1	3	1	2	2	1	3	2	1
43000	-658.416346344586827	-656.983661834777763	-1.432684509809070	0.000078120714359	0.000027712954284	0.354745274813947	0.528436446464818	8	0	3	13	16	22	19	30	31	38	38	32	37	25	33	47	33	41	45	37	45	48	41	46	40	44	46	40	52	45	45	48	48	52	52	46	45	51	53	44	53	47	53	54	48	55	57	52	61	55	65	63	59	67	55	67	74	57	65	69	69	75	80	77	73	77	79	88	85	84	94	83	88	103	0	0	0	3	3	0	0	6	6	14	8	8	8	2	14	17	9	15	12	17	9	24	13	15	12	12	11	13	0	18	11	25	14	25	45	0	13	30	26	28	42	28	25	24	20	38	26	13	35	25	47	49	45	58	38	31	53	43	30	53	50	31	66	53	56	58	60	66	65	66	72	56	62	0	1	1	1	2	2	1	1	2	2	3	1	1	2	3	2	2	1	1	3	1	3	1	1	2	2	2	1	1	1	1	1	2	3	3	2	1	1	2	2	1	1	2	2	2	3	1	2	2	2	3	1	1	1	2	1	2	1	1	2	2	3	6	1	2	1	4	2	2	2	2	2	1	3	1
43500	-617.740831846640845	-615.931843176677830	-1.808988669963066	0.000112727247630	0.000019669091518	0.174483915213586	0.616345862686063	6	5	4	15	9	21	22	25	32	37	35	34	35	32	36	43	42	42	38	41	44	47	45	39	42	42	47	45	48	43	41	48	50	52	54	38	47	51	54	53	52	50	56	50	51	49	53	52	57	55	62	60	58	70	59	65	70	65	59	69	68	67	79	76	73	75	81	86	85	82	89	85	92	101	0	0	0	3	3	0	0	6	8	14	8	8	9	2	14	13	9	24	12	11	17	18	17	15	19	19	9	13	0	24	11	17	18	19	8	0	28	24	25	42	23	23	26	30	20	24	26	31	11	34	50	35	48	58	46	53	53	43	18	53	50	53	66	62	57	58	62	54	65	63	56	60	60	0	1	1	1	2	1	1	1	1	1	1	2	3	1	3	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	4	1	1	2	2	1	2	1	2	1	2	1	2	1	3	1	2	2	1	1	2	2	2	2	2	2	1	2	2	1	1	2	2	4	2	1	4	2	2	1
44000	-606.277430126907348	-604.493252892685405	-1.784177234221923	0.000114413962039	0.000020637832487	0.180378619175000	0.661838040051012	10	7	-1	11	16	17	29	27	33	33	34	34	30	30	36	46	38	45	38	40	44	45	45	42	42	46	37	33	49	47	45	43	52	52	51	45	48	48	53	48	55	48	52	53	48	53	57	54	59	62	65	62	58	69	61	63	67	58	67	63	73	74	79	71	72	80	75	84	87	84	80	87	92	102	0	0	0	3	4	0	0	6	8	14	8	8	8	2	10	28	9	15	12	11	27	10	28	15	19	25	9	13	0	24	20	19	24	25	31	0	28	24	32	28	37	28	26	18	31	18	26	31	48	47	47	35	20	58	38	48	31	43	46	53	50	60	54	57	60	54	53	66	65	66	65	71	72	0	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	4	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	2	2	2	3	3	1	2	1	1	2	3	1	2	2	3	1	2	1	1	2	1	1
44500	-613.462018270201497	-611.863394417754080	-1.598623852447396	0.000098503657972	0.000023702051911	0.240621032752308	0.647486991784438	10	8	8	15	15	23	21	27	29	37	36	33	31	28	39	42	38	44	42	41	40	47	44	35	45	44	45	45	48	46	44	48	47	52	52	48	50	46	50	53	55	51	57	52	50	54	55	54	59	62	55	65	56	66	58	67	74	61	67	68	68	77	78	73	77	75	80	82	86	87	88	89	92	102	0	0	0	3	3	0	0	6	8	24	8	8	9	2	10	17	8	10	12	17	17	24	17	14	16	12	21	16	0	24	20	25	24	25	20	0	23	24	32	16	37	28	26	38	20	38	26	31	48	47	19	45	48	58	46	53	53	43	15	53	50	56	54	56	60	43	60	63	64	66	56	56	71	0	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	3	1	1	1	1	2	1	1	2	1	2	3	2	1	1	1	2	2	1	6	2	2	2	2	1	2	2	1	1	3	2	3	4	1	1
45000	-620.200060610737864	-618.268319836552564	-1.931740774185272	0.000108898337428	0.000016317147891	0.149838356366447	0.598658941967752	4	6	7	14	14	24	26	32	34	36	34	36	34	32	38	43	43	42	38	38	41	45	47	43	40	41	46	40	47	45	45	50	49	51	53	48	45	51	51	50	52	48	49	54	50	54	56	53	60	57	63	61	56	63	61	68	75	59	65	68	74	68	79	75	75	66	81	84	85	82	93	87	90	103	0	0	0	3	3	0	0	6	8	14	6	8	8	2	10	13	9	10	12	13	9	24	13	15	12	19	16	13	0	24	11	26	30	25	45	0	28	24	26	28	42	28	19	33	31	18	26	23	35	26	47	35	31	58	46	53	60	43	38	53	47	49	58	48	53	58	56	70	65	66	64	57	62	0	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	2	1	3	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	3	1	1	3	1	2	2	2	2	1	2	1	1	2	2	2	3	2	3	2	2	4	2	1	1	1	1	3	3	2	4	1
45500	-633.223148764536177	-631.584347687254422	-1.638801077281730	0.000098519546168	0.000022103574864	0.224357254210696	0.713858917391340	6	5	4	16	8	20	23	25	33	40	35	34	32	31	40	38	42	38	44	35	43	47	49	43	39	44	48	44	49	46	46	52	51	52	50	44	49	48	53	54	47	46	58	53	48	58	55	51	59	61	64	61	57	68	59	67	74	62	64	65	69	76	78	74	76	75	72	88	84	85	92	88	85	100	0	0	0	3	3	0	0	6	8	14	8	8	8	2	18	13	16	14	25	8	11	24	28	18	12	9	17	16	0	18	20	12	18	26	45	0	42	24	25	28	9	28	32	30	20	33	26	20	45	39	50	48	48	43	30	31	60	43	46	53	50	53	66	60	53	54	60	66	57	66	62	67	57	0	1	1	1	3	1	1	1	1	1	2	2	2	1	4	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	2	2	1	1	1	1	2	3	2	2	1	1	1	3	1	2	3	2	1	1	2	1	2	1	2	2	1	1	2	2	3	1	2	4	1	1	2	1	2	2	2	1	1
46000	-605.290282171307808	-603.569350513045038	-1.720931658262778	0.000099724668096	0.000019670227968	0.197245359085554	0.667334730674144	10	1	8	17	14	25	24	28	36	34	35	30	31	30	36	38	41	42	41	41	45	44	45	42	35	46	41	41	48	45	46	43	45	51	55	48	48	38	51	47	51	48	57	48	52	51	57	57	62	58	62	64	62	69	61	69	76	67	59	63	73	77	80	75	72	75	79	86	84	85	91	86	91	103	0	0	0	3	3	0	0	6	8	14	8	8	8	2	10	13	16	38	25	11	16	24	28	38	12	19	8	16	0	38	20	25	38	32	45	0	27	10	32	28	23	28	26	38	20	18	19	31	35	26	47	35	31	43	46	60	60	43	30	48	47	65	66	56	60	54	56	66	62	66	67	60	53	0	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	1	2	3	2	1	2	2	2	2	1	2	1	1	1	3	2	1	1	2	2	2	3	4	1
46500	-600.950920140751919	-599.510013126313879	-1.440907014438067	0.000076006584845	0.000026261024401	0.345509858838162	0.737671748258913	9	6	4	15	12	23	16	29	32	34	35	35	33	31	36	42	41	38	41	40	44	47	48	45	40	45	47	38	51	49	44	48	48	48	51	46	50	43	50	47	53	52	55	51	45	57	52	54	63	61	62	61	59	67	63	63	69	61	65	62	68	74	79	76	76	77	78	85	88	84	89	81	87	98	0	0	0	3	3	0	0	6	8	14	8	9	9	2	10	13	9	10	25	11	9	38	28	18	12	19	9	13	0	24	20	19	18	25	45	0	23	18	25	28	37	28	26	24	20	38	26	31	53	26	47	35	20	43	46	53	56	43	33	31	47	57	66	56	57	58	56	66	65	66	72	67	62	0	1	1	1	2	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	2	2	2	1	2	1	1	4	2	1	1	1	1	2	2	2	2	1	2	1	2	1	1	2	2	2	1	3	1
