step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
5000	-1023.155132475262235	-1019.986927250537747	-3.168205224724472	0.000023278477668	0.000142820699238	6.135310963114085	0.445252853063513	0	2	1	2	2	4	4	4	5	5	5	7	7	6	7	7	9	9	8	9	11	10	11	10	8	10	11	12	11	12	13	13	12	12	14	13	12	13	18	17	16	17	20	20	20	22	19	23	21	19	23	26	25	27	25	30	29	30	32	34	36	38	42	43	44	45	0	1	1	3	3	3	4	4	5	7	7	8	6	7	3	11	10	13	14	25	11	18	19	19	16	17	20	23	18	24	26	27	29	0	29	29	0	0	36	0	35	0	40	0	35	50	41	44	50	42	49	51	49	55	51	52	52	57	57	58	59	61	62	6	43	48	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	2	2	2	2	1	1	1	2	2	1	1	3	2	1	2	2	2	2	2	17	14	13
5500	-858.051008680031373	-856.312045923686810	-1.738962756344530	0.000054101281529	0.000091414030391	1.689683271958172	0.471768196736561	-1	1	1	2	3	5	4	3	5	6	6	6	5	6	7	7	9	7	7	9	12	9	9	10	8	11	11	11	12	13	14	14	14	13	14	14	14	15	17	18	16	19	20	20	18	23	20	23	21	20	23	26	26	28	26	31	30	31	33	33	36	39	43	41	45	45	0	1	1	3	3	3	4	4	5	7	7	8	5	7	6	11	10	13	7	25	11	18	19	19	16	17	20	23	13	24	26	27	29	0	29	29	0	0	36	0	35	0	40	0	41	50	45	44	50	42	49	51	51	51	51	57	52	52	57	58	59	61	62	29	46	34	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	4	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	2	1	2	2	2	7	11	15
6000	-735.597734996183476	-734.219765330890482	-1.377969665293014	0.000176380023741	0.000126666835343	0.718147285934058	0.402544669419330	-1	1	1	3	2	5	2	4	5	4	5	7	6	5	7	8	10	9	8	9	12	10	10	11	10	9	12	12	11	12	12	13	14	13	13	12	13	14	17	18	17	18	20	19	17	22	18	24	21	20	24	27	25	28	27	30	30	32	32	35	35	38	43	41	43	47	0	1	1	7	3	3	3	4	5	7	7	14	5	7	3	11	11	13	15	4	14	9	19	19	11	15	25	23	9	19	4	27	35	0	22	22	0	0	35	0	22	0	40	0	18	50	36	44	50	42	49	51	49	51	51	55	52	56	57	58	57	61	62	48	17	18	1	1	1	1	1	2	1	1	2	1	2	1	2	2	3	2	3	2	1	3	5	2	1	2	2	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	2	1	1	1	4	1	4	3	1	1	1	2	3	2	2	2	2	1	1	2	3	2	2	9	12	20
6500	-608.292177090962582	-606.904322577999551	-1.387854512962986	0.000499102534612	0.000212664792743	0.426094395430555	0.379789034303360	0	2	1	2	2	5	5	5	4	3	4	7	5	6	7	8	9	9	6	9	11	9	8	10	8	10	11	10	9	13	13	13	14	13	13	13	14	15	17	17	16	18	20	19	19	22	20	23	20	21	23	25	26	28	25	30	30	32	34	33	37	38	42	42	45	46	0	3	1	3	3	9	3	11	5	3	10	3	5	10	14	15	8	7	10	14	7	9	8	11	14	14	3	12	5	23	17	21	26	0	15	20	0	0	28	0	13	0	44	0	13	42	12	44	42	42	50	46	55	46	51	49	55	49	53	53	52	60	60	54	56	45	1	1	1	1	1	1	2	1	1	1	1	3	2	2	1	1	2	2	2	2	3	2	1	3	1	2	9	2	3	3	2	1	4	1	3	3	1	1	4	1	5	1	1	1	7	2	6	2	1	2	1	1	1	4	1	5	2	5	4	3	5	3	4	7	9	16
7000	-651.117730405791690	-649.708242231788631	-1.409488174003042	0.000453778010153	0.000175067543673	0.385799972135430	0.402191793460274	0	2	2	2	3	6	5	4	5	5	4	5	6	5	7	7	9	9	9	9	12	9	11	10	9	10	11	12	10	12	13	13	12	12	14	12	14	16	17	18	16	18	20	19	19	21	20	23	21	21	24	27	25	26	27	29	30	32	33	33	38	39	41	43	44	47	0	1	1	1	1	11	4	3	5	1	4	4	5	1	1	14	6	9	12	4	14	4	22	8	8	7	7	14	9	27	29	21	3	0	11	13	0	0	22	0	16	0	40	0	9	34	20	44	42	42	49	50	50	50	42	54	50	53	53	54	50	56	59	59	45	46	1	1	2	1	2	1	2	2	1	3	1	1	2	2	4	1	2	2	2	3	3	3	1	4	4	2	3	3	3	1	2	1	5	1	5	3	1	1	5	1	3	1	1	1	7	5	3	2	2	2	1	3	3	2	4	2	5	4	4	4	7	6	3	4	11	16
7500	-572.091533630407412	-570.644301957289485	-1.447231673117888	0.000492738431742	0.000166978400154	0.338878377241806	0.359262409510880	-1	1	1	2	3	5	5	5	6	6	4	6	7	6	7	8	10	10	9	8	12	8	11	10	8	10	10	10	12	12	12	13	13	14	14	14	14	16	17	17	17	19	20	19	18	22	20	23	20	21	24	26	25	26	26	30	31	32	32	35	37	38	43	43	42	47	0	1	1	2	2	4	4	4	5	11	5	7	9	11	8	12	25	22	3	9	18	9	24	14	7	11	4	11	5	26	3	19	18	0	22	13	0	0	13	0	22	0	40	0	22	42	31	40	42	42	46	49	51	50	50	49	49	54	49	55	55	60	62	57	57	59	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	4	1	2	1	1	2	2	3	5	3	3	2	5	2	2	1	3	3	1	1	3	1	5	1	2	1	4	1	4	2	1	1	1	4	1	2	2	4	6	3	7	3	5	2	2	4	7	10
8000	-600.325684650718131	-598.916942016634266	-1.408742634083862	0.000416129363915	0.000161024880704	0.386958707237590	0.388975463740744	-3	0	0	2	2	6	4	5	6	4	6	6	6	6	7	8	8	9	7	7	12	9	10	10	7	10	11	12	11	13	13	14	14	13	15	12	14	14	17	18	16	19	20	20	19	23	19	22	21	21	24	27	26	28	25	29	31	31	33	34	37	38	42	43	45	46	0	1	1	3	1	7	4	4	1	5	1	7	3	4	7	7	7	14	7	4	22	4	17	20	8	3	15	20	4	29	7	17	26	0	10	26	0	0	13	0	13	0	40	0	18	42	32	44	42	38	49	50	49	49	49	55	50	54	46	46	55	60	62	61	61	39	1	1	2	1	1	1	1	2	5	1	5	1	3	1	2	2	2	1	2	3	1	3	1	2	1	5	2	3	4	1	4	4	2	1	6	2	1	1	6	1	4	1	1	1	6	3	3	1	1	3	2	3	3	2	1	2	5	1	5	5	7	2	3	3	5	12
8500	-617.199658364700440	-615.759273890473878	-1.440384474226539	0.000462676737694	0.000160120933444	0.346075176033294	0.369287038310424	0	1	1	2	3	5	5	4	5	6	5	6	5	6	8	9	10	8	9	9	12	7	9	10	9	11	12	10	11	12	14	13	12	12	14	13	14	14	16	16	16	19	21	19	19	21	19	23	20	21	25	26	26	28	26	29	30	32	34	35	35	38	43	44	44	47	0	1	1	3	3	5	3	4	5	4	4	4	5	6	14	14	25	11	10	4	11	10	4	14	11	4	28	12	13	14	28	11	13	0	22	9	0	0	28	0	26	0	40	0	20	42	30	40	38	38	46	46	46	53	46	46	51	49	46	51	54	51	50	62	62	35	1	1	1	1	1	1	3	1	1	2	2	3	1	1	1	1	1	1	2	5	4	1	4	2	2	5	2	2	3	3	2	3	4	1	5	5	1	1	3	1	3	1	3	1	7	1	4	3	2	4	2	2	3	1	4	4	3	6	5	4	3	7	9	4	4	13
9000	-614.443179439700543	-612.952288534537615	-1.490890905162984	0.000530612574211	0.000159813981087	0.301187700507337	0.403542967937920	-1	1	1	2	3	5	4	4	5	5	5	7	7	6	7	8	10	9	9	9	11	9	9	10	10	11	12	11	11	12	12	14	12	10	13	13	15	15	15	18	16	19	19	19	19	23	18	22	20	19	24	24	24	27	26	31	30	31	33	34	36	38	41	44	45	46	0	1	1	3	3	8	4	4	3	4	7	3	9	10	11	14	8	6	14	10	16	15	12	14	16	13	10	20	13	23	24	16	21	0	18	27	0	0	27	0	12	0	40	0	18	38	36	44	38	34	42	49	49	49	42	53	53	55	53	52	49	50	55	63	63	41	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	3	1	1	3	2	1	1	3	1	2	3	1	2	2	2	3	1	1	1	1	1	1	2	1	4	1	1	1	5	4	3	1	1	3	3	2	2	2	2	4	2	2	5	3	8	6	7	3	2	15
9500	-634.397711799947388	-633.013148627938676	-1.384563172008694	0.000449026561730	0.000194855713096	0.433951417807462	0.415558229056476	0	2	1	2	3	5	4	4	5	6	6	6	7	6	6	6	9	10	7	9	11	10	8	10	10	8	10	11	12	12	12	13	13	13	13	13	15	12	16	17	15	19	21	20	19	19	19	22	20	21	24	26	25	28	26	29	29	31	33	35	37	38	42	43	43	46	0	1	1	1	2	2	4	4	5	6	7	4	5	7	1	7	14	19	12	26	16	19	12	4	4	10	12	14	22	19	10	12	18	0	28	17	0	0	36	0	25	0	40	0	39	38	36	40	42	38	42	49	49	49	42	46	42	53	49	56	49	60	58	59	61	50	1	1	1	1	1	2	1	1	1	1	1	3	2	1	4	1	3	2	1	1	2	2	1	4	6	2	2	3	2	2	3	5	2	1	1	1	1	1	1	1	2	1	2	1	3	4	2	2	1	5	4	3	2	4	4	3	3	3	7	2	5	1	6	8	2	12
10000	-594.082298468311251	-592.685102043319375	-1.397196424991824	0.000346124705000	0.000140779654550	0.406731020687810	0.345952847319198	-1	2	1	3	2	6	4	5	6	6	5	7	6	7	4	7	10	8	8	8	12	10	10	10	7	11	10	12	10	12	14	13	13	13	14	13	14	16	17	17	16	18	20	20	19	22	20	23	20	22	23	26	25	28	27	31	29	30	34	33	38	38	41	42	45	46	0	1	1	3	3	7	3	7	5	3	15	15	5	4	3	9	3	5	4	13	6	4	18	14	11	22	16	10	13	3	26	27	9	0	13	7	0	0	15	0	30	0	40	0	29	38	29	44	42	42	50	38	49	51	49	57	46	53	49	49	51	56	57	59	64	39	1	1	1	1	1	1	2	1	2	3	1	1	2	2	2	1	3	3	3	1	3	3	1	1	1	1	1	2	2	6	2	2	4	1	5	4	1	1	8	1	2	1	2	1	4	3	5	1	2	2	1	6	2	4	3	1	2	3	11	7	9	3	6	3	2	17
10500	-597.897795343837402	-596.483342298146454	-1.414453045690992	0.000494758054989	0.000187208170523	0.378383269630369	0.332031902886666	0	1	1	2	3	5	4	4	5	5	6	7	7	7	8	9	9	9	8	10	12	8	9	10	9	10	12	10	11	11	13	14	13	13	14	14	14	16	17	17	17	18	19	20	20	22	19	23	20	21	25	26	25	26	25	29	28	31	34	34	36	37	43	43	45	47	0	1	1	3	3	3	4	4	5	4	7	6	5	4	11	13	10	14	7	22	11	6	4	7	22	10	22	19	15	26	28	26	23	0	13	5	0	0	9	0	5	0	40	0	26	34	14	44	42	42	38	49	38	42	42	49	50	49	49	54	54	55	55	59	63	41	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	2	2	2	1	3	2	3	2	1	2	2	1	2	1	1	2	3	1	5	5	1	1	6	1	7	1	1	1	5	4	5	1	1	2	4	3	4	3	3	4	3	5	8	3	7	7	8	5	1	20
11000	-608.741525207732479	-607.346513198925891	-1.395012008806616	0.000476397465017	0.000195768152063	0.410934495750124	0.318415735175246	0	1	2	1	2	4	3	4	6	5	6	5	4	6	8	9	10	10	8	9	12	10	10	10	9	9	12	11	8	12	13	13	13	12	14	14	15	15	15	18	15	17	20	19	19	23	19	24	19	21	24	27	26	27	26	31	31	32	32	34	37	39	42	44	44	47	0	1	1	1	1	3	4	4	10	7	3	4	5	8	10	6	15	6	12	8	19	8	7	7	12	12	15	8	5	9	19	10	24	0	30	26	0	0	16	0	13	0	40	0	12	38	30	40	34	42	42	50	50	50	50	50	50	54	50	53	50	58	58	61	61	30	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	3	1	3	2	4	2	2	4	3	2	2	3	2	3	5	2	3	2	1	1	2	1	1	3	1	5	1	1	1	5	5	3	3	3	2	3	3	3	3	2	4	5	3	4	5	7	5	5	3	2	18
11500	-612.271619265003778	-610.884694275314132	-1.386924989689597	0.000496530324001	0.000212638147889	0.428248059807701	0.354365548133352	-1	1	1	3	2	3	5	5	5	6	6	6	6	7	8	8	8	10	7	10	13	9	9	10	8	10	10	9	9	13	12	13	13	13	14	13	11	15	17	17	15	18	21	18	19	23	19	23	20	21	23	26	26	26	24	30	28	32	33	34	37	37	42	43	45	46	0	1	1	3	3	2	5	4	5	9	5	7	5	10	8	14	10	10	7	25	9	9	14	29	13	7	7	19	4	22	10	11	26	0	9	23	0	0	33	0	33	0	40	0	13	49	25	40	42	49	50	51	49	42	50	51	49	52	52	54	49	46	58	61	62	45	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	3	2	1	3	3	1	1	2	2	2	1	4	2	3	4	1	1	5	3	1	1	3	1	1	1	2	1	8	2	5	4	1	1	1	2	3	3	2	3	4	2	4	4	6	7	4	2	4	19
