step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
29500	-275.318595637210137	-282.174083588169538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619018690659867	0	1	2	2	5	3	3	4	4	4	5	5	5	7	5	6	6	6	7	8	7	8	8	9	9	9	10	9	11	9	12	11	11	12	12	13	10	12	13	15	13	14	14	13	14	17	15	17	15	15	16	16	15	17	17	16	18	18	0	1	2	2	6	1	4	6	6	7	7	8	9	18	6	12	5	4	12	18	17	11	19	18	17	21	20	0	25	21	30	37	28	27	20	25	25	33	38	44	31	38	35	31	27	39	43	56	44	31	43	40	43	50	50	53	54	48	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	4	2	2	1	2	1	2	3	2	2	1	2	2	2	1	2	2	4	3	1	1	1	2	1	1	1	1	3	3	1	1	2	3	1	1	1	2	1	1	1	1
30000	-264.946159796966697	-271.801647747926097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506112099035059	0	1	2	2	5	3	3	4	4	4	4	4	5	8	6	6	7	6	7	8	5	8	7	8	9	9	10	9	11	9	12	11	11	12	12	13	11	13	14	15	13	14	14	13	12	16	15	17	15	15	15	16	15	17	18	17	18	18	0	1	2	2	6	2	4	7	7	7	4	4	10	18	11	11	21	7	7	21	7	19	16	6	15	24	30	0	25	24	20	25	28	30	27	37	25	33	38	31	35	38	35	17	27	39	43	53	35	44	43	47	43	50	54	53	50	56	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	3	1	1	1	1	2	1	2	2	1	2	2	2	2	2	1	2	1	1	2	3	1	2	1	2	2	2	1	1	1	2	1	2	2	1
30500	-258.152633225523289	-265.008121176482689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589527651127272	0	1	2	2	5	3	3	4	4	4	5	4	5	7	5	4	7	5	7	8	6	8	7	8	9	9	10	9	11	10	12	11	12	12	12	13	11	13	14	15	13	14	14	13	14	17	14	17	15	14	16	16	16	17	18	17	18	18	0	1	2	2	6	2	4	7	7	7	10	7	10	11	7	4	7	7	4	21	11	19	16	17	24	24	24	0	25	24	27	25	28	32	30	25	25	33	38	44	31	33	35	35	27	39	44	51	35	44	43	47	43	40	54	43	54	56	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	4	2	1	1	1	1	1	1	2	1	2	2	2	2	3	1	2	2	2	1	1	2	1	2	2	1	4	1	1	1	2	1	2	2	2	2	1	2	1	1
31000	-279.445849108772506	-286.301337059731907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520921494932121	0	1	2	2	5	3	3	4	4	4	4	4	5	8	6	6	7	6	7	8	7	8	8	8	9	9	10	8	11	10	10	11	11	11	12	13	12	13	12	15	13	13	14	14	15	16	13	17	15	15	15	16	16	17	17	17	18	18	0	1	2	2	2	3	4	7	7	7	7	7	10	5	11	11	10	7	16	17	6	18	17	17	17	24	24	0	25	24	20	24	28	27	17	32	25	33	33	35	16	33	41	35	27	38	35	53	31	44	43	47	43	50	50	53	50	48	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	3	2	1	1	1	1	2	1	2	2	1	3	1	1	4	2	1	2	1	3	4	1	1	2	2	3	1	1	3	1	1	3	2	2	2	1	2	1
31500	-265.131513740803484	-271.987001691762885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758909374747170	0	1	2	2	5	3	3	4	4	3	4	4	5	8	6	6	6	5	7	8	7	8	8	8	9	9	10	9	11	10	12	11	12	11	10	13	11	13	14	15	13	14	14	13	15	17	13	17	15	15	15	16	16	16	17	17	18	18	0	1	2	2	6	2	4	4	7	4	7	7	10	18	7	11	11	7	16	7	17	16	16	21	24	24	24	0	25	24	35	25	28	24	20	37	25	33	38	44	30	33	31	31	34	39	31	53	44	44	43	47	43	50	54	52	44	56	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	3	1	2	2	1	1	1	2	1	2	1	2	2	2	2	1	2	2	1	1	2	1	2	1	1	3	2	1	1	1	2	1	3	1	1	1	1	3	1
32000	-277.552400047907724	-284.407887998867125	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745004280157942	0	1	2	2	5	3	3	4	4	4	5	4	5	7	6	6	7	6	5	8	7	8	8	9	8	8	10	8	9	9	11	10	12	11	12	13	11	13	14	15	13	14	14	13	15	16	15	15	14	15	16	16	16	17	18	17	17	17	0	1	2	2	6	2	4	7	7	4	2	4	10	18	11	11	11	7	12	12	4	16	19	12	17	17	30	0	25	20	20	25	28	27	24	32	20	33	33	44	35	33	44	31	34	39	43	43	35	44	43	47	48	40	54	48	50	53	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	4	2	2	3	1	1	1	1	1	1	2	2	3	1	2	2	3	1	2	2	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	2	2	1
32500	-291.077801852476568	-297.933289803435969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676418291745079	0	1	2	2	4	3	3	4	4	4	4	4	5	6	6	6	7	5	7	6	7	8	8	9	9	9	10	9	11	8	10	11	12	12	12	13	10	13	13	15	13	14	14	14	15	17	15	15	15	15	16	16	16	17	17	17	18	18	0	1	2	2	6	2	4	4	4	6	4	4	11	18	11	18	20	7	7	18	20	19	9	17	20	30	30	0	37	15	24	37	28	27	31	32	25	33	33	44	31	38	17	36	34	39	41	31	44	44	48	47	43	50	50	53	50	43	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	5	1	2	2	2	3	1	1	1	1	2	2	2	1	2	1
33000	-297.635457950072976	-304.490945901032376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646066092304666	-1	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	7	6	7	8	6	8	8	9	9	9	10	9	11	8	12	11	12	12	12	13	12	13	14	15	12	14	14	13	15	17	13	17	13	15	16	16	15	17	18	17	18	18	0	1	2	2	6	1	4	4	6	7	6	7	6	15	12	2	11	12	18	17	12	16	16	30	16	30	30	0	6	21	24	25	28	24	30	29	25	33	38	41	22	33	44	14	35	39	35	53	35	35	53	47	44	50	50	51	40	48	1	2	1	1	2	3	1	2	1	1	2	1	1	2	1	5	1	1	1	1	1	1	1	1	2	1	2	1	4	2	2	2	2	2	4	2	2	1	1	3	2	2	1	3	1	1	1	2	1	3	1	2	1	2	1	1	2	1
33500	-239.388064063450628	-246.243552014410000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756893607870567	0	1	2	2	4	3	3	4	4	4	5	5	5	8	4	6	7	3	7	8	7	8	8	9	9	9	10	9	11	8	12	11	12	11	12	13	12	13	14	15	13	14	14	14	15	16	15	17	15	15	16	16	16	17	18	17	18	18	0	1	2	2	6	2	4	7	18	4	18	7	10	21	7	12	13	4	16	17	7	19	19	30	30	17	24	0	25	19	17	25	28	27	20	25	25	33	38	44	31	33	35	21	34	39	43	53	44	44	47	47	43	50	54	53	50	56	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	2	1	2	2	2	1	3	2	2	1	1	1	1	1	2	3	3	1	1	1	1	1	1	1	1	2	1	1	2	1
34000	-247.485452294026032	-254.340940244985404	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709428593809759	0	1	2	2	4	3	3	4	4	3	5	4	5	7	6	6	6	5	7	8	7	5	8	9	9	9	8	9	11	10	10	11	12	12	11	13	12	13	14	15	13	14	14	14	13	16	15	17	15	15	16	16	15	17	18	17	18	18	0	1	2	2	2	2	4	7	7	4	12	7	10	17	18	4	4	4	16	21	16	7	19	27	27	27	17	0	25	24	21	25	28	30	21	25	25	33	33	44	31	33	35	41	27	39	43	53	43	44	43	47	43	50	54	53	50	56	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	3	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	3	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1
34500	-276.003739830101097	-282.859227781060497	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766429044522369	0	1	2	2	4	3	3	4	4	4	5	3	5	7	6	5	7	6	7	8	6	7	8	9	9	8	8	9	11	10	10	10	12	12	11	12	12	13	14	13	13	14	13	14	15	16	14	17	15	15	16	16	15	17	18	17	18	18	0	1	2	2	6	1	4	4	12	7	7	4	12	16	11	12	16	16	16	18	12	18	16	20	27	10	21	0	25	24	27	25	28	24	16	32	32	28	38	20	31	38	35	31	34	39	43	53	44	44	53	47	43	50	50	53	50	56	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	3	2	2	2	1	4	1	1	2	3	1	1	1	2	1	1	1	2	1	2	2	1	2	1
35000	-293.804631288465316	-300.660119239424716	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685791015614182	-1	1	2	2	4	3	3	4	4	4	4	5	5	7	6	6	6	5	6	8	7	7	6	9	9	8	10	9	10	8	11	10	12	12	12	12	11	13	14	14	10	14	14	13	15	16	15	17	15	15	15	16	16	17	18	17	18	18	0	1	2	2	3	4	4	7	6	7	2	11	10	4	4	7	12	4	11	21	17	15	12	20	20	17	30	0	25	17	41	25	28	17	31	25	25	28	33	31	17	38	35	18	34	39	40	53	40	44	43	47	43	50	50	52	50	56	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	4	1	2	2	3	2	2	2	1	1	4	2	2	1	1	1	1	1	1	2	2	2	1	2	1
35500	-255.462290777216396	-262.317778728175767	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689068207789861	0	1	2	2	5	2	3	4	4	3	5	5	5	7	6	6	7	6	7	8	6	7	8	8	9	9	10	9	11	10	12	10	11	12	11	13	12	13	14	15	13	14	14	12	15	15	15	17	14	14	15	16	15	16	17	17	17	18	0	1	2	2	6	2	4	7	7	4	8	7	10	11	11	5	21	11	9	21	11	11	19	21	24	24	24	0	32	24	35	25	28	27	14	25	25	33	33	44	35	38	35	35	34	39	43	53	44	44	43	47	43	50	54	43	40	48	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	2	1	3	1	1	2	2	2	1	1	1	2	1	3	2	1
36000	-267.085970119659464	-273.941458070618864	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723824896630870	0	1	2	2	5	3	3	4	4	4	5	4	5	8	5	5	7	6	7	8	6	8	7	8	9	9	10	9	10	9	12	11	12	12	12	10	12	13	14	15	11	14	14	13	15	16	15	17	15	15	15	16	15	17	18	17	18	18	0	1	2	2	6	2	4	6	6	4	7	7	10	6	4	12	21	11	16	21	12	19	11	18	21	17	17	0	25	24	20	36	28	27	17	25	36	33	33	31	27	38	31	31	34	39	35	53	44	35	43	47	43	50	54	53	50	56	1	1	1	1	2	2	1	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	2	1	3	1	3	1	2	1	2	3	1	1	1	1	2	2	2	1	2	1	1	1	1	2	1	2	3	1
36500	-277.770416148208653	-284.625904099168054	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687500630386214	0	1	2	2	4	3	3	4	4	4	5	5	5	8	6	6	7	6	6	7	6	7	7	8	9	9	10	8	11	10	12	11	12	12	11	13	12	13	14	15	13	14	14	14	13	16	15	15	15	15	16	16	16	16	17	17	18	18	0	1	2	2	2	2	4	4	6	7	4	7	10	18	12	12	21	11	11	21	12	16	11	17	9	24	24	0	25	24	30	30	28	27	12	35	25	33	33	44	31	33	35	35	35	39	35	43	35	44	48	47	48	50	54	48	54	43	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	2	1	1	2	2	1	4	2	3	2	2	1	2	1	1	2	2	2	2	2	3	1	1	1	1	1	1	1	1	1	2	3
37000	-245.534358617885857	-252.389846568845229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775314028508027	0	1	2	2	4	3	3	4	4	4	5	4	5	8	6	6	7	6	7	8	6	8	8	8	9	9	10	8	11	10	12	11	11	12	12	10	12	13	14	15	13	12	14	14	15	17	15	17	15	15	16	16	15	16	18	17	17	17	0	1	2	2	6	2	4	7	7	4	10	7	10	18	11	11	12	12	16	17	11	17	19	21	24	17	24	0	25	24	22	25	28	30	27	25	36	42	38	35	35	33	31	35	34	39	43	53	44	31	43	47	43	40	57	51	54	53	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	2	2	1	2	1	1	3	1	1	2	1	2	2	1	2	1	3	2	1	1	1	1	1	1	2
37500	-276.984088301431825	-283.839576252391225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698152916451682	-1	1	2	2	5	3	3	4	4	4	5	4	5	8	6	6	6	4	4	8	7	8	8	8	9	9	10	9	10	10	12	11	12	11	12	13	12	13	14	15	13	14	13	14	14	17	15	17	15	14	14	16	15	17	18	16	17	17	0	1	2	2	6	2	4	7	6	4	12	4	10	18	11	18	8	7	7	21	17	18	19	21	17	24	24	0	25	24	27	25	28	21	20	25	25	33	38	44	31	33	31	31	34	39	43	56	44	35	43	43	51	50	57	53	50	56	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	2	3	1	1	1	1	1	1	2	1	2	2	1	1	2	1	3	1	1	1	1	2	1
38000	-283.665976971159296	-290.521464922118696	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516169919670966	-1	1	2	2	5	3	3	3	4	4	5	5	4	8	6	6	7	6	7	8	6	7	8	8	9	8	9	8	11	9	11	11	12	12	12	11	12	13	14	15	13	14	14	14	15	17	15	17	14	15	16	16	15	17	18	16	18	18	0	1	2	2	6	2	4	4	6	4	7	4	4	12	7	10	21	2	7	17	5	16	19	21	18	18	24	0	25	19	17	25	28	24	16	25	25	33	33	44	35	38	18	35	34	38	43	53	21	44	43	47	43	49	54	53	50	56	1	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	1	5	4	1	1	1	1	1	1	2	1	1	2	2	3	2	3	3	4	2	2	1	2	1	1	1	4	1	3	3	1	2	6	1	2	1	1	2	1	1	2	2
38500	-267.394032294332021	-274.249520245291421	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684514355609818	-1	1	2	2	5	3	3	3	4	4	5	5	5	8	6	6	7	4	7	5	7	8	8	9	9	9	7	9	11	9	11	11	12	12	12	13	12	13	14	13	13	14	13	14	15	15	14	17	14	15	15	16	16	17	18	17	17	18	0	1	2	2	7	2	4	4	4	4	7	10	10	21	11	18	7	7	16	4	20	15	19	27	17	27	20	0	25	17	30	25	28	24	31	37	32	33	38	31	31	33	31	40	34	39	43	43	40	40	43	47	51	50	44	43	50	56	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	2	2	2	1	2	1	1	2	1	1	2	2	1	2	3	2	2	1
39000	-284.754646722239784	-291.610134673199184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670823296700381	0	1	2	2	5	3	3	4	3	4	4	5	5	8	6	6	7	6	5	8	7	8	8	8	8	9	7	9	11	10	12	11	12	12	11	10	12	13	14	13	13	14	13	14	15	17	14	17	15	15	16	16	15	17	18	17	18	18	0	1	2	2	2	2	4	7	2	7	4	7	11	12	12	19	10	19	4	17	10	19	19	17	21	27	11	0	30	24	16	25	28	27	20	25	27	33	33	35	31	38	31	40	31	33	43	53	31	40	43	47	31	50	50	53	50	48	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	2	1	3	2	3	1	1	2	3	1	1	2	4	2	2	2	2	2	2	1	2	1	1	1	1	1	2	4	1	2	3	2	1	2	2	2	2	2	2	1
39500	-267.829848674436732	-274.685336625396133	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567412543116813	0	1	2	2	5	3	3	4	4	3	5	5	5	8	6	6	6	3	7	8	7	7	8	8	9	8	8	9	11	10	12	11	11	12	12	13	12	12	14	14	10	14	14	13	14	17	13	17	15	15	16	16	16	17	17	17	18	18	0	1	2	2	6	2	4	18	7	4	7	2	10	18	11	11	5	4	12	21	17	11	12	17	27	21	12	0	25	27	41	25	28	30	17	25	25	33	38	31	20	33	35	41	34	39	31	53	40	40	43	47	43	50	50	43	50	56	1	1	1	1	2	2	1	1	1	1	2	3	2	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	2	2	2	2	3	2	3	1	1	2	2	1	2	3	2	1	1	1	1	1	2	2	1	2	2	3	3	1
40000	-302.342629356158909	-309.198117307118309	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569537769487559	0	1	2	2	5	3	3	4	4	3	5	4	5	6	6	5	5	6	7	8	6	8	8	9	8	6	7	9	10	10	11	10	12	12	11	13	11	13	14	12	13	13	12	14	15	17	14	17	14	15	15	16	14	17	18	17	18	18	0	1	2	2	6	2	4	4	7	4	7	7	8	11	4	12	12	9	18	17	17	19	19	17	27	8	26	0	25	27	17	25	28	24	18	37	25	33	38	31	24	33	18	40	34	39	41	53	41	44	43	47	31	50	54	51	54	53	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	2	2	4	2	3	3	5	2	2	1	1	1	4	1	4	1	2	1	1	2	1	1	1	2	3	2	1	1	1	2
40500	-294.882479359600552	-301.737967310559952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552208059972660	0	1	2	2	5	2	3	4	4	4	5	5	5	8	6	5	7	6	7	8	7	8	7	9	9	8	10	9	11	9	11	11	12	12	10	12	12	13	14	12	13	14	13	13	15	17	14	15	13	15	15	15	16	17	18	17	18	18	0	1	2	2	6	2	4	7	4	4	6	7	7	17	7	7	12	16	15	15	18	11	16	21	17	11	30	0	25	20	14	25	28	24	21	29	25	33	38	31	40	33	31	40	34	33	31	43	31	31	43	47	48	44	44	53	54	48	1	1	1	1	2	1	1	1	2	2	2	1	2	1	3	2	2	1	1	1	1	3	1	2	2	3	1	1	2	1	3	2	3	3	2	1	3	1	1	1	1	2	2	1	3	4	2	2	1	2	1	1	1	3	4	1	1	3
41000	-267.262442062681600	-274.117930013641001	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615959018938027	0	1	2	2	4	3	3	4	4	4	5	5	5	8	6	6	7	4	7	8	6	7	8	8	9	9	10	9	11	10	11	11	11	12	11	13	12	13	14	13	13	14	13	14	14	17	14	14	14	15	16	16	15	17	18	17	18	18	0	1	2	2	2	3	4	4	4	7	18	18	10	12	7	12	21	7	16	21	10	16	19	17	8	24	26	0	25	24	11	25	28	21	30	37	25	28	33	35	34	38	31	40	34	39	43	43	31	44	53	47	48	50	54	48	50	53	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	4	2	2	5	1	1	2	3	2	1	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	2
41500	-297.999701786196852	-304.855189737156252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667412403970623	-1	1	2	2	4	3	3	4	3	4	5	5	5	8	4	6	7	6	7	8	6	8	8	8	9	9	10	9	11	9	11	11	12	12	11	11	12	13	13	15	13	14	13	12	15	17	14	14	14	14	15	16	16	17	18	17	18	17	0	1	2	2	6	1	4	4	4	7	4	7	10	16	7	9	21	12	16	17	11	19	21	17	24	6	30	0	25	24	17	25	28	27	26	25	25	33	28	44	35	38	21	31	34	39	43	43	44	35	43	47	48	50	54	48	50	48	1	2	1	1	1	2	1	2	1	1	3	1	1	2	1	3	1	1	1	1	1	1	2	1	1	6	1	1	2	1	2	2	1	2	2	2	2	1	3	2	2	1	2	1	3	2	1	1	1	1	2	2	2	2	1	3	2	2
42000	-275.788393905728071	-282.643881856687472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720863286740019	0	1	2	2	5	1	3	4	4	4	4	5	5	7	6	6	6	6	7	8	7	8	7	8	9	9	10	9	11	9	12	11	12	12	12	13	12	13	14	15	13	14	13	14	15	17	14	17	13	15	16	16	15	17	18	17	17	18	0	1	2	6	6	1	4	7	7	4	4	7	9	16	7	12	10	12	17	21	17	19	9	18	20	15	30	0	25	20	20	25	28	27	24	25	24	33	38	35	35	33	35	35	34	39	43	53	31	44	43	47	43	50	50	53	50	53	1	1	1	1	3	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	3	2	3	2	3	1	3	1	1	2	1	2	1	1	3	1	1	2	1	1	2	2	1	2	2	2	2	2
42500	-249.804743043552349	-256.660230994511721	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708328507508189	0	1	2	2	5	3	3	4	4	3	5	4	5	8	5	6	6	5	7	8	7	8	8	8	9	9	9	9	10	10	12	11	12	12	12	13	12	10	14	14	13	14	13	14	15	17	15	17	14	15	14	16	16	17	18	17	17	18	0	1	2	2	6	4	4	7	7	4	7	7	10	21	8	11	18	4	16	17	17	19	15	21	20	24	24	0	25	24	27	25	38	27	20	25	25	28	38	31	35	33	31	41	34	39	43	53	31	44	43	47	43	50	57	53	50	53	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	3	1	1	1	1	1	1	2	3	2	2	1	3	2	2	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2
43000	-264.820395762479279	-271.675883713438679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702231684604204	0	1	2	2	5	2	3	4	4	4	4	5	5	6	6	6	7	5	7	8	6	7	8	9	9	9	10	9	11	8	12	11	12	12	12	13	12	11	13	15	13	13	14	13	14	17	15	15	15	15	16	16	16	17	18	17	18	16	0	1	2	2	2	2	4	4	7	4	7	10	8	10	7	18	21	10	18	17	18	14	19	20	20	30	24	0	25	21	20	25	38	27	18	29	30	28	33	44	35	38	31	35	34	39	43	43	44	31	48	47	48	50	40	53	50	43	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	5	2	4	2	1	2	1	2	2	1	2	3	1	1	2	2	1	1	1	2	2	1	2	1
43500	-274.144387284155755	-280.999875235115155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611052992887413	-2	1	2	2	5	3	3	3	4	4	5	5	4	8	6	5	7	5	6	8	7	6	8	9	9	9	10	9	11	8	12	11	12	11	12	13	12	11	14	15	13	14	14	13	15	16	15	17	15	15	16	16	15	16	18	17	18	18	0	1	2	2	3	4	4	4	7	4	7	7	7	15	4	4	12	7	11	17	12	12	11	17	17	30	30	0	25	21	17	25	38	27	24	25	25	28	33	44	24	33	31	35	27	42	43	53	31	35	43	47	43	50	54	53	40	56	1	2	1	1	3	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	1	1	2	1	2	1	4	2	1	1	1	2	2	2	1	2	3	2	2	1	3	1	1	1	2	2	1	1	1	1	2	2	2	1
44000	-257.948916816901260	-264.804404767860660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713536160128002	-1	1	2	2	5	3	3	4	4	4	5	4	5	8	6	5	6	6	7	8	7	8	8	8	9	9	10	8	10	10	11	11	12	12	12	12	12	10	13	15	13	14	14	13	15	17	15	16	15	15	16	16	15	17	18	17	18	18	0	1	2	2	6	3	4	7	7	7	10	7	10	7	16	7	5	11	16	17	17	19	12	17	14	24	24	0	25	24	27	25	38	30	20	25	30	28	38	44	27	33	35	35	27	39	43	53	35	44	53	47	43	50	54	53	54	56	1	1	1	1	2	1	1	1	1	1	1	1	1	5	1	2	1	1	2	2	1	1	3	2	1	1	2	1	1	2	1	2	1	2	2	2	2	2	3	2	2	1	2	1	4	2	1	1	1	2	1	1	1	2	1	2	1	1
44500	-267.810681089040543	-274.666169039999943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631857051142514	0	1	2	2	5	3	3	4	4	4	5	4	5	8	4	6	7	6	7	8	6	8	8	8	9	9	10	9	11	9	12	11	12	12	12	11	10	10	14	15	13	14	14	13	12	15	15	17	15	15	15	16	16	17	18	17	17	18	0	1	2	2	10	3	4	4	7	4	9	7	10	12	7	12	16	4	16	21	11	19	18	17	24	14	24	0	37	9	14	25	38	30	14	25	24	28	33	44	30	33	35	35	30	39	43	53	44	44	43	47	43	50	57	53	50	56	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	3	1	2	1	1	2	1	1	1	1	1	1	3	3	2	2	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1
