step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10
26500	-42.682010746447801	-40.146731886809604	-2.535278859638194	0.000109581394334	0.000009192657284	0.083888851200661	0.932912783554267	1	2	4	0	3	2	5	5	5	7	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	1
27000	-50.965848987374194	-49.603286761528850	-1.362562225845342	0.000078987324077	0.000041815085678	0.529389825095342	0.675429132086227	1	2	5	0	4	3	5	5	6	9	4	1	1	0	2	4	5	4	7	9	1	1	2	1	1	1	1	2	1	1
27500	-52.742313324377385	-51.362284568458215	-1.380028755919168	0.000093260428225	0.000041594508132	0.446003829524392	0.735521728637347	1	2	5	-1	3	3	4	5	6	10	4	1	4	0	2	1	5	6	5	9	1	1	3	1	1	1	1	1	1	2
28000	-45.378361563548154	-43.738011039829971	-1.640350523718185	0.000102739105036	0.000022990548677	0.223776026357494	0.919603859564139	1	2	4	0	3	4	5	6	6	8	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	2	1	1	1	1
28500	-44.973392580456064	-42.873835377239445	-2.099557203216622	0.000137501549707	0.000017145830975	0.124695547150876	0.755501902876835	1	2	3	-1	3	3	5	5	5	9	4	1	1	0	2	1	5	6	5	5	1	1	1	1	1	1	1	1	1	2
29000	-51.847441693166900	-50.122572335504891	-1.724869357662008	0.000105193227577	0.000020629206575	0.196107744297941	0.575991192906754	0	2	5	-1	3	3	4	5	5	9	4	1	1	0	2	4	5	4	7	9	1	1	3	1	1	2	1	3	1	2
29500	-52.885644091685961	-51.435758550218644	-1.449885541467314	0.000085602550646	0.000028780012754	0.336205084270204	0.656534512979273	1	2	3	0	3	2	4	5	6	9	4	1	1	0	2	4	5	6	5	9	1	1	2	1	1	1	1	1	2	2
30000	-46.177239244323118	-44.053125126669755	-2.124114117653360	0.000128222107954	0.000015593224019	0.121611040930913	0.639564953164027	1	2	4	0	3	3	5	5	5	9	4	1	1	0	2	4	5	4	5	9	1	1	1	1	1	2	1	2	1	2
30500	-42.561548747566306	-40.008454632102918	-2.553094115463389	0.000111148006762	0.000009190080344	0.082683267219302	0.919080768411070	1	2	3	0	3	3	4	4	6	9	4	1	1	0	2	4	5	6	7	9	1	1	1	1	1	1	1	1	1	1
31000	-48.022264854353487	-46.002531148019912	-2.019733706333573	0.000195267215536	0.000026494146239	0.135681487370692	0.904390383007504	1	2	5	0	3	3	5	4	6	10	4	1	8	0	2	1	5	6	7	9	1	1	1	1	1	1	1	1	1	2
31500	-47.761824758122650	-45.011270681588314	-2.750554076534332	0.000099464498180	0.000007052221766	0.070901898616528	0.616929944464669	1	2	5	0	4	3	4	6	6	9	4	1	1	0	2	4	2	6	5	9	1	1	2	1	1	2	1	2	1	2
32000	-47.830894774484705	-45.468290045368846	-2.362604729115861	0.000172983400919	0.000016799725903	0.097117560489945	0.659633071195337	1	2	4	0	3	3	5	5	6	8	4	1	1	0	2	4	5	4	7	9	1	1	2	1	1	1	1	2	1	1
32500	-49.177241566201381	-47.183120589325220	-1.994120976876160	0.000099256633280	0.000013851998609	0.139557409428414	0.677716472431413	1	2	3	0	3	3	5	6	6	10	4	1	1	0	2	4	5	4	7	9	1	1	1	1	1	1	1	2	1	2
33000	-55.800515504690416	-53.154988423162408	-2.645527081528009	0.000197639733677	0.000015184592120	0.076829652808252	0.784924961785169	1	2	4	-1	4	4	5	6	6	9	4	1	1	0	1	2	5	5	5	9	1	1	1	1	2	1	1	1	1	2
33500	-48.964313604930062	-46.499229174786308	-2.465084430143757	0.000112450833522	0.000009998011889	0.088910073640297	0.928029568669148	1	2	3	-1	3	3	4	5	5	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	2	1	2
34000	-42.870285195132624	-39.800924977180124	-3.069360217952501	0.000126126221925	0.000007128657999	0.056520031203810	0.999218296545612	1	2	4	0	4	3	3	5	5	9	4	1	1	0	7	4	2	6	7	9	1	1	1	1	1	1	1	1	1	1
34500	-52.624390382541961	-50.356552037677531	-2.267838344864431	0.000191026781332	0.000020213437554	0.105814679038749	0.922553812950339	1	2	3	-1	4	2	3	6	5	8	4	1	1	0	7	4	2	6	5	7	1	1	1	1	1	1	1	1	1	2
35000	-50.019170374804304	-47.766230676299884	-2.252939698504424	0.000232400788251	0.000024935236461	0.107294113110202	0.687652273295524	1	2	4	0	4	3	3	3	6	8	4	1	1	0	7	1	2	4	5	9	1	1	1	1	1	1	1	1	1	1
35500	-48.905054408487196	-47.029225590032645	-1.875828818454548	0.000181467861140	0.000029077687906	0.160236020437811	0.817426108020909	1	2	4	0	3	2	4	3	5	9	4	1	1	0	2	4	5	6	7	9	1	1	2	1	1	1	1	1	1	2
36000	-44.159469654922411	-42.261423839414327	-1.898045815508086	0.000145055377181	0.000022622232698	0.155955836576951	0.853668828574565	1	2	3	0	3	3	5	6	5	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	2
36500	-50.896963674928877	-49.493543301337581	-1.403420373591297	0.000059764124567	0.000023643606119	0.395615367743887	0.889569322972854	0	2	5	-1	3	3	4	5	5	9	4	1	6	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	1
37000	-52.114720146413660	-50.716304585645716	-1.398415560767944	0.000080661773437	0.000032624298840	0.404457991070466	0.950681850717182	1	2	5	0	4	3	3	5	5	7	4	1	1	0	7	4	2	4	7	9	1	1	2	1	1	1	1	2	1	1
37500	-56.651571857365020	-55.133192897222315	-1.518378960142705	0.000132118757518	0.000037320248841	0.282475021276457	0.672326792204441	0	1	2	-1	4	3	2	5	5	8	4	1	1	0	7	4	2	6	5	9	1	1	1	1	1	2	1	2	1	2
38000	-55.277537227144173	-52.466273357573613	-2.811263869570557	0.000234175537908	0.000015872384620	0.067779857629126	0.622672979510810	1	2	4	0	3	1	5	6	6	9	4	1	1	0	2	4	5	1	5	7	1	1	1	1	1	1	1	2	2	1
38500	-44.620671479326056	-42.488335500215193	-2.132335979110865	0.000108751882979	0.000013116168119	0.120606354205644	0.980384073440556	1	2	3	0	3	2	5	3	6	9	4	1	1	0	2	4	5	4	7	9	1	1	1	1	1	1	1	1	1	1
39000	-49.591878480223507	-47.557292581517856	-2.034585898705648	0.000125103926356	0.000016703484490	0.133516868543764	0.927267811022271	1	2	3	-1	4	3	3	5	6	9	4	1	1	0	7	4	2	6	7	9	1	1	1	1	1	1	1	1	2	1
39500	-52.775821387930463	-51.000724045487530	-1.775097342442934	0.000249182786622	0.000045508133328	0.182629522466444	0.694260198280801	1	2	4	0	3	2	4	5	5	8	4	1	2	0	2	4	5	4	7	9	1	1	1	1	1	1	1	3	1	2
40000	-45.851565819392363	-44.031447020864761	-1.820118798527600	0.000108065780048	0.000018582349176	0.171954055827681	0.792085820803465	1	2	3	-1	3	3	5	6	5	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	2	1	1	1	2
40500	-56.261346981713579	-54.899212761978092	-1.362134219735487	0.000103172876632	0.000062658294161	0.607313629377721	0.861981006821259	0	2	3	-2	3	2	5	5	6	10	4	1	2	0	2	1	5	6	7	9	1	1	1	1	1	1	1	1	1	2
41000	-47.929474985577912	-45.558407088816551	-2.371067896761363	0.000228723944453	0.000022048059846	0.096395940959310	0.815926331856802	1	2	4	0	3	4	5	6	5	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	2
41500	-51.400472397387382	-49.630495065422821	-1.769977331964562	0.000113630937513	0.000020899247952	0.183922164238844	0.807222365632292	0	1	5	-1	4	3	2	4	6	10	4	1	6	0	7	4	2	6	5	9	1	1	1	1	1	2	1	1	1	2
42000	-57.417600975702328	-55.145365191993207	-2.272235783709123	0.000102530238797	0.000010805069905	0.105384226469410	0.719925424859324	0	2	4	-2	4	3	5	4	6	8	4	1	1	0	2	4	5	4	3	9	1	1	3	1	1	2	1	2	1	1
42500	-47.137469034098814	-45.090026392907909	-2.047442641190904	0.000140438641216	0.000018494330169	0.131689754391919	0.757325093452708	1	2	5	-1	4	3	5	5	5	9	4	1	1	0	2	4	5	6	5	9	1	1	2	1	1	2	1	1	1	2
43000	-51.141596960241934	-49.741782040250470	-1.399814919991462	0.000078878776070	0.000031702103171	0.401909166829092	0.807105237126151	1	2	4	-1	4	3	5	6	6	10	4	1	1	0	2	4	5	6	7	9	1	1	1	1	1	1	1	1	1	2
43500	-46.776054753813014	-45.175002194484854	-1.601052559328159	0.000101037041064	0.000024205117927	0.239566773449939	0.986463987394397	1	2	4	-1	4	2	5	6	6	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	1
44000	-51.262493672359675	-49.122639696127877	-2.139853976231799	0.000187724368216	0.000022470525209	0.119699564963589	0.603444523537128	1	2	5	-1	3	3	4	5	5	8	4	1	1	0	2	4	5	4	5	9	1	1	2	1	1	2	1	2	1	1
44500	-55.606169356302232	-54.065853179827428	-1.540316176474802	0.000167304352594	0.000045077814343	0.269435992810638	0.951144313306618	1	2	5	0	3	3	4	2	5	10	4	1	1	0	2	4	5	4	5	5	1	1	1	1	1	1	1	1	1	3
45000	-49.446455253056484	-47.731483639736069	-1.714971613320419	0.000118994080417	0.000023678851064	0.198991840441490	0.757144530150997	1	2	4	0	3	3	4	4	4	8	4	1	1	0	2	4	5	6	5	9	1	1	2	1	1	2	1	1	1	2
45500	-53.989850954187560	-52.624668827758548	-1.365182126429013	0.000062370632220	0.000031626700845	0.507076803932826	0.930373181877504	1	2	3	-1	4	2	3	6	6	9	4	1	1	0	7	4	2	6	7	9	1	1	1	1	1	2	1	1	1	1
46000	-47.784333990411803	-45.729336678201463	-2.054997312210340	0.000115052935164	0.000015030017748	0.130635674151671	0.760644466187458	1	2	3	0	4	2	5	6	6	10	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	2	1	1
46500	-51.058566092682071	-48.739580749168617	-2.318985343513451	0.000126456987513	0.000012768972289	0.100974825826843	0.482858794557382	1	2	4	-1	3	2	5	5	5	9	4	1	1	0	2	4	5	6	5	9	1	1	2	1	1	1	1	2	1	3
47000	-42.742393918334649	-41.193347455778373	-1.549046462556279	0.000113657430060	0.000030077174099	0.264630073747090	0.881587656986778	1	2	3	0	3	3	4	5	5	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	2
47500	-45.267670396001925	-42.708602044858623	-2.559068351143305	0.000122255205542	0.000010059753536	0.082284868704208	0.983040843182113	1	2	3	-1	3	3	4	5	5	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	2
48000	-44.289610064804592	-42.245199410036768	-2.044410654767821	0.000092828490698	0.000012264205720	0.132116827794281	0.930190283979310	1	2	3	0	3	3	5	5	6	7	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	1
48500	-41.536108401033857	-39.381827713341096	-2.154280687692760	0.000160788206915	0.000018971477376	0.117990477910193	0.985822322899247	1	2	4	0	3	3	4	6	5	8	4	1	1	0	2	1	5	6	5	9	1	1	1	1	1	1	1	1	1	1
49000	-52.530461247316190	-49.094796168816053	-3.435665078500136	0.000251041403734	0.000011209669559	0.044652672397055	0.847155788990996	1	2	4	0	3	2	4	4	6	8	4	1	1	0	2	4	5	4	5	7	1	1	1	1	1	1	1	2	2	2
49500	-46.451007339518846	-44.250260226039458	-2.200747113479384	0.000083534803116	0.000009418351959	0.112747640595083	0.831956455169078	1	2	4	-1	3	3	5	4	5	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	2	1	1	1	1
50000	-55.309386696777793	-53.688253593184868	-1.621133103592924	0.000133738420673	0.000030922260893	0.231214491220404	0.895028444722221	1	2	2	0	3	3	5	2	5	9	4	1	1	0	2	4	5	4	5	9	1	1	1	1	1	2	2	1	1	2
50500	-45.691230441538991	-43.777581498032319	-1.913648943506672	0.000142882309646	0.000021870906804	0.153069381775329	0.942424676305577	1	2	2	0	3	2	4	5	5	9	4	1	1	0	2	4	5	6	5	9	1	1	1	1	1	1	1	1	1	2
51000	-49.211153535629570	-47.489487434248048	-1.721666101381524	0.000115898563625	0.000022835749606	0.197032205505050	0.964638979398344	1	2	3	-1	4	3	5	4	6	9	4	1	1	0	2	4	5	3	5	9	1	1	1	1	1	1	1	1	1	1
51500	-50.233063402554613	-48.709693717544823	-1.523369685009793	0.000135052920389	0.000037730720276	0.279377300150148	0.826000195420115	1	2	5	-1	3	2	4	5	5	8	4	1	1	0	2	4	5	6	5	7	1	1	2	1	1	1	1	1	1	2
52000	-45.509358670670693	-43.450860500218973	-2.058498170451717	0.000084303918739	0.000010972324075	0.130152005258895	0.943826859228583	1	2	4	0	3	3	5	5	6	9	4	1	1	0	2	1	5	6	5	9	1	1	1	1	1	1	1	1	2	1
52500	-51.739556272112225	-48.836910145955109	-2.902646126157114	0.000156578333643	0.000009934600312	0.063448116232472	0.868528217230405	1	2	4	-2	3	4	4	6	5	10	4	1	1	0	2	1	5	6	5	9	1	1	2	1	1	1	1	1	1	3
53000	-52.750085169015833	-51.088009184326886	-1.662075984688946	0.000134694266358	0.000029085984363	0.215940775725096	0.871772039914033	1	2	4	0	3	3	4	5	5	7	4	1	2	0	2	4	5	4	5	9	1	1	1	1	1	1	1	2	2	1
53500	-46.993648031424151	-44.570307371702405	-2.423340659721744	0.000183328322412	0.000016887924444	0.092118469321883	0.864519897767888	1	2	3	0	4	3	5	4	6	9	4	1	1	0	2	4	5	6	7	9	1	1	1	1	1	1	1	1	1	2
54000	-47.043142837054639	-45.591477791782395	-1.451665045272243	0.000080585787370	0.000026951628729	0.334446427950397	0.763259481833552	1	2	5	0	3	3	5	5	6	9	4	1	1	0	2	4	5	6	7	9	1	1	2	1	1	1	1	1	1	2
54500	-51.877936696375784	-50.491541373001603	-1.386395323374181	0.000095178184072	0.000040878783829	0.429497412954168	0.850507333392337	1	2	3	0	3	2	5	5	6	9	4	1	1	0	2	4	5	4	7	7	1	1	1	1	1	1	1	3	1	2
