step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
54000	-348.356428261841245	-346.804473584186837	-1.551954677654392	0.000136680969172	0.000035957035306	0.263072727124725	0.597165977588877	-1	1	4	3	3	4	3	7	5	7	9	6	9	7	9	10	11	8	12	15	17	17	22	19	22	20	23	27	32	35	33	35	33	34	36	38	37	35	37	35	39	41	42	45	45	0	1	2	2	1	1	1	12	7	6	14	4	12	6	10	13	14	6	3	19	20	19	21	19	26	20	21	19	28	34	29	33	29	29	29	33	35	29	31	33	40	41	42	43	43	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	2	2	3	2	1	2	2	4	1	2	3	9	3	1	1	1	1	1	2	2	1	2	3	1	3	1	1	2	2
54500	-333.625098943318335	-331.911221577100946	-1.713877366217398	0.000157467539512	0.000031385763538	0.199315767775878	0.569107502372602	-1	1	2	4	3	3	3	7	6	4	7	9	9	8	9	10	11	10	14	16	18	17	22	20	20	22	22	27	32	35	33	36	34	33	37	36	36	34	38	35	37	41	42	46	45	0	1	1	1	1	3	3	5	4	6	5	8	8	6	10	13	14	15	14	19	22	19	24	21	21	19	24	19	28	33	29	29	31	29	29	29	38	29	31	29	36	39	32	43	43	1	1	1	2	2	1	1	2	1	1	2	1	1	3	2	1	2	1	3	1	1	2	1	1	1	3	1	8	2	1	1	2	1	1	2	2	1	1	2	2	1	1	3	2	2
55000	-329.442459265535604	-327.909582930700424	-1.532876334835161	0.000168507406518	0.000046119759829	0.273695743003416	0.558124928419491	-1	3	1	4	3	3	3	5	6	6	10	8	9	7	9	10	10	10	10	16	17	18	22	20	21	21	24	28	32	35	33	36	33	34	37	38	36	34	38	37	40	41	43	45	45	0	3	1	1	1	3	3	2	4	6	5	5	8	10	10	13	14	15	7	19	20	20	24	20	24	24	25	20	28	34	29	30	29	29	30	29	38	29	32	33	33	39	42	42	43	1	1	1	2	2	1	2	1	1	1	2	3	2	1	2	1	2	1	2	3	1	1	1	2	1	1	1	7	2	1	1	1	1	1	1	3	1	2	1	2	3	2	1	3	1
55500	-353.170267859944829	-351.488305403626157	-1.681962456318672	0.000197491082879	0.000041323394170	0.209241822809629	0.517922322905797	0	2	3	5	2	4	4	6	7	6	7	8	8	8	8	10	9	11	11	14	18	18	21	21	21	19	22	28	31	34	33	34	34	35	35	37	36	36	37	37	40	41	42	44	46	0	1	1	5	1	3	2	1	3	6	3	4	2	10	10	12	7	15	8	19	20	19	20	22	26	19	21	23	28	29	29	29	29	30	32	33	32	32	29	33	40	39	34	43	44	1	1	2	1	1	1	1	4	2	1	2	2	3	2	1	1	2	1	2	1	2	2	3	1	1	2	2	5	1	2	1	2	1	1	1	1	2	1	4	2	1	2	3	1	1
56000	-342.389459178567222	-340.873050782752046	-1.516408395815166	0.000130274550978	0.000036961652346	0.283721203171970	0.666300353975484	0	2	3	5	4	4	4	6	6	6	9	9	7	8	8	10	11	10	14	16	17	16	21	19	20	22	24	29	31	35	33	35	33	34	35	38	36	34	37	36	39	40	43	45	46	0	1	1	1	2	1	3	4	7	6	4	3	7	10	10	13	15	15	12	19	20	19	20	22	19	21	21	19	28	29	29	29	29	29	34	30	38	28	40	38	30	39	42	43	44	1	1	1	2	1	3	1	1	1	1	2	3	1	1	1	1	1	1	4	1	1	1	3	1	3	3	3	6	2	2	1	2	1	3	1	2	1	2	1	1	2	1	1	1	1
56500	-358.909221448388621	-357.262087157673989	-1.647134290714628	0.000165551610527	0.000036631192343	0.221267508218878	0.589667040396804	-1	2	3	4	2	4	4	7	6	6	9	9	10	9	10	8	12	11	14	15	17	18	19	21	19	20	23	28	32	36	33	35	34	35	37	39	37	36	37	36	37	41	42	44	45	0	1	2	2	1	3	2	4	5	5	9	4	16	10	10	5	18	7	8	19	20	21	21	21	20	25	25	19	28	31	29	33	29	31	38	31	40	32	32	33	32	34	42	43	44	1	1	1	1	2	1	1	1	2	2	2	2	1	1	2	3	1	3	3	1	1	1	1	2	2	1	2	7	2	2	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1
57000	-327.995545744015146	-326.236414729700471	-1.759131014314662	0.000153831675184	0.000028723191089	0.186718314384400	0.586764958608844	-1	2	3	4	2	3	4	6	6	6	9	8	9	7	8	11	10	11	14	15	17	18	20	22	21	21	24	26	32	35	32	36	34	34	35	38	36	35	37	36	39	41	42	44	45	0	1	5	1	1	1	3	4	3	3	7	4	8	10	10	13	15	17	6	19	20	20	21	23	23	21	24	19	28	34	28	34	31	29	29	34	35	28	30	33	39	39	42	43	44	1	2	1	2	1	3	1	1	1	2	2	1	2	1	1	1	2	1	4	1	2	2	1	1	1	2	1	5	3	1	2	2	1	2	2	2	1	4	1	1	1	2	1	1	1
57500	-346.585984001621910	-345.072804960241058	-1.513179041380863	0.000203771634871	0.000058236444338	0.285792693253546	0.472162474388324	-1	3	3	5	1	3	1	6	4	6	10	8	8	8	9	11	12	10	12	15	17	17	21	22	22	20	24	27	32	35	34	35	34	33	37	37	35	34	37	35	39	40	41	43	45	0	5	7	5	1	7	1	5	7	6	8	2	2	10	6	15	18	10	11	19	20	20	20	26	26	21	25	20	28	29	34	38	29	29	34	33	38	29	32	34	39	39	42	43	43	1	2	1	2	1	2	1	2	2	1	2	3	2	2	3	1	1	2	1	2	1	1	2	1	1	1	1	6	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2
58000	-352.740513370074893	-351.006520616123851	-1.733992753951044	0.000178778179450	0.000034597179802	0.193520148309784	0.503434392265030	-1	1	2	5	3	3	3	6	6	5	8	9	8	8	9	10	11	9	13	15	17	17	22	19	20	22	23	28	32	34	34	35	34	33	37	38	36	35	37	36	40	42	39	46	45	0	1	2	2	3	3	2	5	4	6	1	5	5	6	2	11	6	10	11	19	20	20	21	20	24	24	23	20	28	34	34	30	34	29	31	30	38	29	32	33	36	33	30	42	43	1	1	1	1	1	1	1	2	1	1	5	2	2	3	3	2	4	2	3	2	1	1	3	1	1	2	1	4	2	1	1	1	1	1	3	2	1	2	1	1	1	6	3	2	4
58500	-361.412437399234989	-359.911089108524720	-1.501348290710247	0.000140758299959	0.000041342379279	0.293711840018967	0.614116087898540	-2	0	4	2	3	3	3	4	5	6	9	7	8	8	9	11	11	10	14	15	17	18	20	21	22	21	23	28	32	36	33	33	35	33	35	38	36	33	37	37	39	41	43	45	45	0	1	7	1	2	4	1	2	3	6	3	4	4	6	10	13	6	15	10	19	20	21	21	23	23	22	24	19	28	31	29	29	32	29	38	33	35	28	32	32	39	39	39	43	43	1	1	1	2	1	1	2	2	1	1	2	2	2	3	2	2	4	1	4	1	1	1	1	1	1	1	1	6	2	1	1	1	1	1	2	2	1	2	2	2	1	2	2	1	2
59000	-324.291509356517054	-322.801503215145146	-1.490006141371908	0.000154001747491	0.000046484294205	0.301842641153373	0.569684538004206	-1	3	3	5	3	3	1	5	7	6	8	8	9	7	8	11	12	11	13	16	17	18	21	20	20	22	23	28	31	35	33	34	35	33	36	38	37	36	36	36	39	39	41	45	44	0	1	7	5	7	7	1	2	2	6	10	8	8	6	14	13	15	15	2	19	20	20	25	21	20	25	26	19	28	31	29	31	29	29	30	40	30	32	32	32	39	39	42	43	43	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	6	2	1	1	1	2	1	1	1	7	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	3	2
59500	-336.287599694647156	-334.595105136610812	-1.692494558036347	0.000179973195565	0.000037049260237	0.205859878857528	0.618414424445333	0	2	3	4	3	4	3	6	6	6	9	9	9	6	8	10	12	10	14	15	17	17	21	19	21	21	23	28	32	35	33	36	35	34	34	38	36	36	37	36	39	42	43	44	46	0	1	2	1	2	3	1	2	3	6	9	2	7	1	4	8	10	15	13	19	19	19	24	22	24	22	26	12	28	31	29	30	34	31	29	31	35	35	30	29	36	30	40	43	42	1	1	1	2	1	1	2	1	2	1	1	3	4	3	1	2	3	1	2	1	1	2	1	1	1	2	1	8	2	1	1	1	1	1	1	3	1	2	1	2	1	3	3	1	2
60000	-345.630634966730952	-344.166294655738511	-1.464340310992450	0.000213980832118	0.000069037385869	0.322633504998062	0.676943829703181	0	2	2	2	4	3	3	5	6	5	9	9	10	7	8	8	12	10	13	14	18	16	21	22	21	21	24	29	32	35	34	34	34	34	36	37	37	36	36	37	39	41	42	43	45	0	1	1	1	4	3	4	2	3	6	5	8	16	10	10	8	15	15	5	19	22	20	20	26	21	21	25	19	28	29	29	29	29	29	30	33	35	29	31	33	40	30	42	42	42	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	2	2	2	3	1	1	1	4	1	2	2	1	7	1	2	1	1	1	1	1	2	1	2	1	2	1	3	1	1	2
60500	-334.717987310750345	-333.154096716165839	-1.563890594584534	0.000202194646792	0.000051942609237	0.256894087265246	0.544229193623271	0	2	2	2	4	3	2	7	4	5	9	8	9	9	9	11	11	10	14	15	18	17	21	21	21	19	22	27	32	36	33	34	34	35	36	39	37	35	37	37	38	40	42	44	45	0	1	1	1	4	7	1	4	4	6	5	5	5	6	10	14	14	10	11	19	22	19	22	26	20	19	26	23	28	29	29	29	29	31	32	40	38	29	32	33	29	39	42	43	44	1	1	1	1	1	1	1	2	1	1	3	1	2	3	2	1	2	2	3	1	1	1	2	1	3	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
61000	-371.010038443573762	-369.296163003434344	-1.713875440139390	0.000151050201751	0.000030106773196	0.199316338855355	0.779170178934411	-1	0	3	5	2	3	4	7	7	6	8	8	8	9	9	9	11	10	12	16	18	17	20	21	21	21	21	28	32	35	34	36	35	35	36	38	37	35	38	37	40	41	42	44	45	0	1	1	3	1	5	5	5	5	3	7	5	8	10	10	13	14	10	8	19	19	20	20	23	23	22	23	19	28	31	29	30	29	31	38	33	38	29	32	33	39	40	30	42	44	1	1	3	1	2	1	1	2	1	2	2	3	1	2	1	1	1	2	1	2	2	1	2	1	1	2	1	6	3	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1
61500	-319.372281607105094	-317.895488334080540	-1.476793273024555	0.000146558556055	0.000045738758725	0.312085216693169	0.644967867253293	-1	2	1	4	3	4	3	6	6	6	9	7	9	8	9	11	11	10	13	15	18	17	22	21	21	20	24	26	31	33	32	35	35	34	36	38	36	34	36	36	40	40	42	45	45	0	1	1	1	2	7	3	4	7	4	7	8	4	10	10	13	14	10	4	19	22	19	26	21	26	21	24	19	28	31	29	30	30	30	32	40	29	29	30	33	36	29	42	43	43	1	1	1	2	1	1	1	1	1	1	3	1	2	1	2	1	1	1	3	1	1	2	1	2	1	2	1	5	2	1	1	1	1	1	1	2	2	1	1	1	1	4	2	1	2
62000	-312.349497889688791	-310.841253019705334	-1.508244869983434	0.000130486794096	0.000037714664389	0.289030508036337	0.634017019852640	0	1	2	3	3	4	3	6	6	6	9	8	8	8	8	10	11	10	13	15	18	17	19	21	21	22	24	28	32	34	33	35	34	35	37	38	37	35	37	37	38	40	41	44	46	0	1	1	2	2	3	3	4	3	6	4	8	8	6	6	13	15	14	11	19	19	19	20	23	22	24	24	19	28	31	29	31	29	30	38	33	29	30	30	33	32	29	42	42	44	1	1	1	1	1	1	1	1	2	2	4	1	1	2	2	2	1	1	3	1	3	2	2	1	2	1	2	6	2	1	1	1	1	1	1	2	3	1	2	1	1	4	1	1	1
62500	-337.386525283703179	-335.925004260164769	-1.461521023538437	0.000160100397259	0.000052058171140	0.325159537583656	0.527376571153058	-1	2	4	3	3	4	3	6	5	6	9	6	9	8	9	10	11	11	14	16	17	16	19	20	22	21	22	28	31	32	33	34	34	34	36	38	36	34	38	36	39	40	42	46	46	0	1	7	1	1	4	2	5	5	6	7	4	1	10	10	4	14	10	13	19	20	19	21	19	20	23	23	13	28	29	29	30	30	29	38	30	29	29	33	33	34	39	41	43	43	1	1	1	3	2	1	1	2	1	1	3	2	5	1	1	5	1	2	2	1	1	1	1	2	4	1	2	7	1	1	1	1	1	2	1	3	3	2	3	1	2	1	2	3	3
63000	-333.921642160230249	-332.478613257130689	-1.443028903099556	0.000123034029110	0.000042230487437	0.343242335004600	0.665937213693175	0	2	2	4	3	4	3	6	6	6	8	7	8	8	10	11	12	8	14	15	17	16	19	21	20	22	23	28	31	36	33	34	35	35	37	38	37	35	38	36	39	40	42	43	46	0	1	1	3	1	7	3	2	7	6	7	8	8	10	10	13	14	6	10	19	22	19	21	23	23	23	24	19	28	32	29	31	28	32	38	40	38	29	30	32	30	39	42	42	44	1	2	1	1	1	1	1	2	1	2	3	1	1	1	2	1	2	2	7	1	1	1	2	1	1	1	1	4	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1
63500	-357.797992021345408	-356.278966045656432	-1.519025975688978	0.000155947043336	0.000043987785968	0.282068739662808	0.749448673049274	0	2	3	4	2	4	2	6	6	5	7	7	10	8	7	9	12	11	14	16	17	18	21	21	19	21	23	28	31	35	34	36	33	34	35	38	36	36	36	36	39	39	43	46	45	0	1	7	1	1	7	1	4	7	6	4	4	12	6	5	8	10	6	12	19	20	21	22	25	21	25	21	19	28	34	29	30	29	33	29	40	35	35	30	34	31	32	42	43	43	1	1	1	2	1	1	1	1	1	1	2	2	1	3	3	1	2	2	4	1	1	1	2	1	1	1	2	6	3	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	2
64000	-348.259075589944473	-346.699968852268682	-1.559106737675799	0.000186488968403	0.000048362275306	0.259330488659520	0.685732194733635	0	2	4	2	4	3	3	6	6	7	8	9	8	8	10	10	11	9	14	16	17	18	20	22	22	21	23	27	32	34	33	35	34	35	36	38	36	34	36	37	40	41	42	45	45	0	1	1	1	2	4	2	6	3	1	8	8	8	6	3	13	6	7	3	19	19	21	21	21	23	21	24	19	28	31	29	30	29	30	33	30	38	29	30	32	30	32	41	41	43	1	1	2	2	1	1	1	1	1	4	1	2	1	1	2	2	4	3	4	1	1	1	1	2	1	1	1	6	3	1	1	1	2	1	1	3	1	1	1	1	3	3	1	3	2
64500	-367.097285390002753	-365.445473984565524	-1.651811405437253	0.000187472425739	0.000041163588823	0.219571431162355	0.585591591814719	-1	2	4	4	4	4	3	6	6	7	8	8	9	9	8	10	11	10	13	16	17	18	21	21	22	20	23	29	31	35	33	36	34	35	36	39	37	36	37	36	38	39	42	44	45	0	1	7	2	1	7	2	5	3	6	4	5	11	4	6	11	10	14	11	19	20	21	20	21	26	21	24	20	28	29	29	29	29	33	33	35	33	30	29	33	31	32	41	43	43	1	1	1	1	2	1	1	1	1	2	2	2	1	3	2	1	3	1	4	1	1	1	3	2	1	1	1	6	1	2	1	2	2	1	1	1	1	1	2	1	4	1	1	2	1
65000	-351.116101702694323	-349.511933817573777	-1.604167885120539	0.000231490194362	0.000055147662704	0.238228936027509	0.537990801954665	-1	2	3	5	2	4	3	6	6	6	9	8	9	7	9	11	11	10	14	16	18	17	22	21	20	21	24	27	30	36	33	34	32	35	36	39	37	33	37	36	40	41	42	44	45	0	1	1	7	1	1	1	4	7	6	14	5	8	10	14	13	18	15	2	19	20	19	20	19	20	22	21	23	28	32	29	31	29	32	31	34	35	29	32	33	32	39	36	41	41	1	2	2	1	2	2	2	1	2	1	1	3	1	1	1	1	1	1	3	1	2	2	3	4	2	2	4	3	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2
65500	-333.339285802759775	-331.834746726608103	-1.504539076151665	0.000230499645212	0.000067195868405	0.291522654377901	0.647478695364297	-1	2	4	4	2	4	4	5	6	6	10	8	9	8	10	11	10	10	13	15	17	18	19	20	22	20	21	29	32	35	31	35	35	34	34	39	37	36	38	37	38	40	41	45	45	0	1	5	5	1	2	5	2	7	6	12	8	14	6	3	13	10	6	18	19	19	20	21	20	24	23	20	27	31	29	28	29	34	29	29	29	38	35	31	33	30	32	39	36	43	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	4	2	1	2	2	1	2	1	1	4	5	1	2	1	2	1	2	1	3	1	1	2	1	1	2	2	3	2
66000	-343.943898255396050	-342.476716649143384	-1.467181606252693	0.000126783969804	0.000040588845249	0.320141775903608	0.679087800169838	-2	2	2	4	3	4	4	6	6	7	10	7	9	8	9	10	12	10	14	15	16	17	20	22	22	19	24	28	33	34	31	35	35	34	36	38	37	35	38	37	39	41	42	45	45	0	1	1	5	1	5	3	4	5	6	5	5	4	6	10	8	10	15	10	19	20	21	26	22	23	22	24	19	31	29	28	29	30	31	38	33	38	30	29	33	39	30	42	43	42	1	2	2	1	2	1	1	1	2	2	3	2	1	1	1	2	2	1	3	1	1	1	1	2	1	1	1	6	1	1	2	1	1	1	1	2	1	1	2	2	1	4	1	2	2
66500	-332.774461879776652	-331.342840890469006	-1.431620989307664	0.000134340136600	0.000047824572744	0.355996159851364	0.550248662491465	0	3	3	5	3	4	2	7	5	6	9	7	8	8	9	10	11	11	14	16	18	18	22	21	21	20	24	28	33	35	31	36	33	34	36	38	36	34	37	36	40	41	42	45	46	0	1	7	5	7	2	1	3	3	6	3	2	5	10	10	2	15	15	2	19	19	19	21	21	22	20	25	19	31	29	28	29	31	29	38	40	38	29	29	33	40	32	42	43	43	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	3	1	1	4	1	2	2	2	1	2	2	2	6	1	2	2	2	1	1	1	1	1	1	2	1	3	2	1	1	2
67000	-354.449988010879736	-352.881022843720984	-1.568965167158727	0.000206912912080	0.000052631475627	0.254365351575280	0.562446453833109	0	2	3	4	4	3	4	5	6	6	10	9	8	8	8	11	10	10	13	16	17	15	21	22	22	21	24	28	32	34	30	35	35	35	36	39	37	34	38	37	39	41	42	44	45	0	1	1	2	2	2	2	4	2	6	5	8	3	9	10	9	10	14	12	22	22	19	22	26	21	21	26	19	31	29	28	31	29	29	38	40	32	29	35	33	39	30	35	39	43	1	1	2	1	1	1	1	1	2	1	3	2	2	1	1	3	2	1	2	1	2	1	2	1	2	2	1	6	1	2	1	3	1	1	2	1	1	1	2	1	1	3	3	2	2
67500	-354.778419098573863	-353.300730799405756	-1.477688299168124	0.000179699909983	0.000055951801101	0.311362432547713	0.643727225073263	0	1	4	5	3	4	3	6	5	6	9	9	8	8	8	9	11	10	13	15	17	15	20	22	22	21	23	26	33	34	31	36	35	34	37	39	37	34	37	36	39	41	43	43	45	0	1	7	1	2	7	2	2	7	6	1	8	5	10	10	4	14	15	12	19	20	19	21	26	23	23	23	20	31	29	28	29	29	29	34	33	38	31	29	30	39	36	42	36	43	1	1	1	2	1	1	1	2	1	1	4	2	3	1	1	2	2	1	3	1	1	1	1	1	1	1	1	7	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	3	1
68000	-370.518208400743674	-369.090716334412321	-1.427492066331372	0.000186552287697	0.000067343001348	0.360987271605989	0.590941859866910	-3	0	4	2	4	4	3	7	7	4	8	8	10	7	9	11	10	10	13	15	17	17	22	20	21	21	24	28	33	36	32	36	35	35	36	39	37	35	36	37	39	40	42	42	45	0	1	7	1	4	2	4	5	3	2	2	2	8	6	8	13	10	10	15	19	19	19	20	22	22	21	24	23	31	29	28	29	29	29	38	34	35	31	29	33	40	30	30	42	43	1	2	1	2	1	2	1	2	1	2	4	4	1	2	2	1	3	3	2	1	2	2	3	1	2	2	2	4	1	2	3	1	1	1	1	2	1	1	2	2	1	2	3	1	2
68500	-363.490888646880478	-361.835715454779233	-1.655173192101250	0.000151363001434	0.000033052941765	0.218368699431171	0.511429167485058	0	2	2	4	3	4	3	6	6	5	10	9	9	8	9	9	12	10	14	15	18	18	21	20	21	21	22	28	32	35	30	34	33	35	37	38	37	36	37	36	39	41	42	45	45	0	1	1	2	2	7	3	5	4	6	3	8	8	10	10	8	18	6	9	19	20	19	24	21	24	20	24	19	31	33	28	29	29	33	38	30	30	30	34	33	32	41	42	43	43	1	1	1	1	1	1	1	1	1	1	4	2	1	2	1	2	1	3	6	1	2	2	1	2	1	2	1	9	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	2	3
69000	-338.652154167732022	-337.170792322609145	-1.481361845122889	0.000150625237760	0.000046459093882	0.308441630186058	0.554538528196909	-1	2	2	4	3	3	4	4	6	5	9	6	9	8	8	10	11	9	14	15	16	16	21	22	18	21	24	28	33	35	32	35	34	35	35	38	36	35	37	37	39	40	40	43	44	0	1	1	1	1	2	3	1	4	6	3	8	12	10	10	13	18	15	11	19	19	19	22	21	19	25	26	19	31	29	28	29	31	29	31	33	35	29	35	33	32	40	39	42	42	1	2	1	3	2	1	1	3	1	1	4	2	1	2	2	1	1	1	3	1	1	2	2	3	2	1	1	7	1	2	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1
69500	-360.808332962289739	-359.343543128198405	-1.464789834091339	0.000175536351477	0.000056564085490	0.322235736439917	0.505582061462454	-1	2	2	5	1	4	3	6	5	6	8	7	8	7	8	11	9	11	13	15	17	18	21	22	21	20	22	27	32	35	31	36	33	35	37	37	37	34	37	37	37	42	42	45	46	0	5	5	7	1	3	3	4	3	7	7	8	2	6	14	13	14	14	11	19	19	20	21	23	26	22	26	19	31	29	28	29	29	29	30	33	38	31	32	33	29	39	39	43	44	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	2	2	2	1	1	2	1	8	1	2	2	2	1	1	1	2	1	2	1	2	2	2	2	1	1
70000	-335.282359011397205	-333.748088870535810	-1.534270140861375	0.000141635665787	0.000038650343365	0.272885668667337	0.588852483512924	0	2	3	4	2	4	2	4	4	7	9	8	8	8	9	10	10	10	13	15	17	17	21	19	21	21	23	29	33	35	31	36	34	34	36	37	37	34	36	37	39	41	43	45	44	0	1	7	2	1	7	1	5	7	6	2	8	8	6	6	13	10	10	4	19	20	19	22	21	24	21	23	19	31	29	28	29	31	31	38	33	35	28	29	33	39	32	42	45	43	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	1	1	2	4	1	1	1	2	1	1	2	1	8	1	1	2	2	1	1	1	2	1	2	2	2	1	3	1	1	1
70500	-331.880032144563188	-330.242548775460364	-1.637483369102810	0.000114447395167	0.000025733956945	0.224854020554625	0.543891863138485	-2	1	4	4	4	4	2	6	7	6	8	8	9	8	9	11	12	10	14	16	17	18	21	22	22	20	23	27	33	36	32	35	34	34	37	39	37	34	37	36	38	41	43	45	46	0	1	7	2	2	7	2	5	4	6	4	8	4	10	6	8	18	10	4	19	19	21	20	23	23	21	23	19	31	29	28	29	31	29	38	29	38	31	29	33	40	32	39	43	43	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	2	1	2	5	1	2	1	2	1	1	1	1	6	1	1	3	2	1	1	2	3	2	2	2	1	1	2	4	2	2
71000	-374.479278748776665	-372.961564085550890	-1.517714663225788	0.000188522690995	0.000053331869167	0.282893634104888	0.564414228556803	-1	2	4	4	3	2	4	7	6	7	10	9	10	9	8	11	12	9	13	15	17	18	20	20	22	22	24	28	33	35	31	35	35	34	35	39	37	36	37	37	39	40	42	44	46	0	1	1	6	1	1	2	7	3	7	7	2	15	10	6	13	14	10	7	19	19	20	20	21	24	24	25	8	31	29	28	29	31	29	29	40	38	31	30	32	32	30	33	38	44	1	2	2	1	2	1	1	2	1	1	2	3	1	1	3	1	1	1	2	2	2	1	2	1	1	1	1	6	1	1	2	1	2	1	1	1	1	2	1	1	2	2	3	3	1
71500	-360.653804138820476	-358.943979623050780	-1.709824515769678	0.000175241543258	0.000035140231300	0.200524548268059	0.568615299911457	-1	1	3	4	3	3	1	5	6	6	9	7	9	8	8	10	11	11	13	15	18	17	20	20	21	21	24	29	33	36	32	36	35	34	37	39	35	35	37	37	39	41	42	43	44	0	1	1	1	2	7	1	5	7	7	10	8	4	6	3	13	14	14	14	19	22	20	22	21	24	24	24	23	28	37	28	37	31	31	38	33	28	31	30	33	39	41	29	36	42	1	1	1	3	1	1	1	1	2	3	2	1	2	3	3	1	2	1	3	1	1	1	2	1	1	1	2	5	3	1	2	1	1	1	1	2	3	2	1	2	2	1	5	2	1
72000	-366.556118248827261	-365.092713327974081	-1.463404920853157	0.000174709195113	0.000056512408210	0.323465563294064	0.563728062572972	-1	2	3	4	3	2	1	5	6	7	8	8	8	8	9	10	9	9	12	16	18	17	21	20	21	20	23	29	32	35	34	36	34	33	37	38	36	33	37	36	40	41	43	46	45	0	1	7	5	1	7	1	3	5	3	3	3	1	10	6	4	10	10	16	19	19	19	21	19	26	20	24	21	28	34	29	30	29	29	38	33	28	29	32	33	32	40	42	39	43	1	2	1	1	2	1	1	1	1	2	2	2	5	1	4	4	1	1	1	2	3	2	2	2	1	2	2	6	2	1	1	1	1	1	3	2	2	1	1	1	2	2	1	5	1
72500	-365.956086520704162	-364.436798072083491	-1.519288448620658	0.000190559224053	0.000053719469973	0.281904327853751	0.532491693257061	-1	1	4	4	4	4	2	6	5	5	7	9	10	8	9	9	11	11	13	14	18	18	20	21	22	22	23	26	32	36	34	35	33	35	36	38	36	35	35	37	39	42	42	46	44	0	1	7	7	1	7	1	2	3	1	5	10	2	6	11	8	6	6	11	19	20	20	20	23	23	23	24	17	28	32	33	31	29	33	38	33	38	29	31	33	40	36	32	45	42	1	1	1	1	2	1	1	2	1	2	2	1	4	2	1	2	3	4	3	1	2	2	2	1	1	1	1	7	3	1	1	1	1	1	1	2	1	1	1	2	2	2	3	1	1
73000	-370.357944761327474	-368.805087650307598	-1.552857111019868	0.000189373267960	0.000049728234959	0.262593741420863	0.565208974394055	-1	2	4	4	3	4	3	7	6	6	7	8	9	9	10	11	11	11	12	16	18	17	21	21	21	20	22	28	32	35	34	35	35	33	36	39	36	34	37	37	38	40	40	44	45	0	1	7	1	2	7	2	9	3	6	4	8	4	9	14	5	14	10	2	19	20	19	21	26	26	22	23	19	28	29	29	34	29	29	30	33	38	29	29	29	31	32	34	42	42	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	3	1	3	3	2	1	2	1	1	1	2	1	9	1	2	1	1	1	1	1	2	2	1	2	2	2	3	3	3	2
