step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
5000	-505.723890906258475	-503.938182385049913	-1.785708521208550	0.000016752671972	0.000030214842652	1.803583494221032	0.736573626738706	0	3	3	4	2	4	6	6	4	6	5	7	6	4	7	6	7	6	6	5	8	7	8	8	7	7	8	9	6	8	9	8	10	9	7	8	10	11	8	11	10	11	12	12	12	13	15	15	17	15	12	16	18	22	19	0	1	5	2	1	3	20	3	5	3	3	3	5	5	6	6	6	6	6	3	7	7	10	17	6	9	12	13	14	15	39	17	14	25	29	20	21	28	17	25	35	39	39	39	39	43	44	42	48	44	0	50	52	52	53	1	1	1	1	1	1	1	2	2	3	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	3	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	2	1
5500	-441.156970472707997	-439.538711681775510	-1.618258790932464	0.000029493305013	0.000041205814314	1.397124340469893	0.763038257305939	0	2	3	4	2	4	6	5	5	5	6	6	6	7	7	6	6	6	7	4	8	7	8	8	6	7	7	8	8	8	9	8	9	7	9	9	10	12	8	9	10	11	12	13	13	13	14	15	15	16	14	17	18	21	19	0	1	5	2	1	3	20	3	5	3	3	3	5	5	6	6	6	6	25	3	22	7	10	17	6	9	12	13	14	15	39	17	14	25	29	20	21	28	17	25	35	39	42	39	39	43	44	42	45	44	0	50	52	52	53	1	1	1	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1
6000	-355.959671671191529	-354.598792794631152	-1.360878876560385	0.000075612792156	0.000042565034036	0.562934297525225	0.828325525938443	0	3	3	4	2	5	4	5	4	5	5	6	5	6	6	6	6	7	7	7	8	7	8	7	7	6	7	8	8	8	9	8	8	8	9	9	9	11	8	10	10	12	12	13	10	14	14	15	16	14	13	17	18	22	19	0	1	5	2	1	3	3	3	5	3	3	3	5	5	6	6	6	6	6	7	7	7	10	17	6	9	12	13	14	15	39	17	14	25	29	20	21	28	17	34	35	39	45	39	39	39	44	47	48	42	0	50	52	52	53	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	3	1	1	1	1	1	2	1	2	1
6500	-342.748139698575642	-341.079479978621521	-1.668659719954117	0.000289494036016	0.000061857812635	0.213675602739231	0.859511578753511	0	3	4	3	3	5	5	4	5	7	5	8	5	7	7	5	7	6	7	7	8	7	7	6	6	7	6	9	6	8	8	8	9	7	9	10	11	11	9	9	11	11	12	14	12	14	13	15	16	16	13	15	18	20	19	0	1	5	1	1	2	3	5	5	5	3	18	5	3	2	3	6	6	6	7	22	7	11	6	13	6	3	10	5	25	10	24	29	13	10	20	22	28	17	34	29	31	39	47	31	43	42	31	44	44	0	44	50	55	52	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	3	2	1	1	2	1	1	3	1	1	1	1	1	1	2
7000	-340.942896627428638	-339.164179762719641	-1.778716864709020	0.000288536215711	0.000052434522163	0.181725964743182	0.797023084023762	1	3	3	4	4	4	5	4	6	5	5	7	6	8	7	6	8	7	6	7	8	8	7	6	7	7	6	8	8	9	7	8	9	8	9	11	10	11	9	9	10	10	13	13	13	12	14	16	15	15	14	17	17	20	15	0	1	1	2	3	3	3	3	5	3	3	27	5	12	6	6	24	6	6	7	7	7	10	6	6	9	3	13	5	15	24	24	28	25	28	20	21	28	28	28	29	12	39	39	42	42	44	43	44	43	0	44	44	53	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	2	2	2
7500	-377.972654255600673	-376.373251182885724	-1.599403072714964	0.000242786963166	0.000058337263698	0.240281697738642	0.656092804171068	0	2	3	4	4	4	5	5	6	5	5	8	5	6	6	6	7	7	6	7	8	7	7	6	7	6	5	9	9	7	8	7	9	8	8	10	11	9	8	9	10	10	12	13	12	13	14	14	17	14	14	15	19	21	18	0	1	1	2	1	1	3	3	5	1	3	19	5	13	5	3	24	11	6	7	7	7	6	6	16	6	6	10	14	15	6	10	14	19	19	20	21	13	17	19	35	31	42	32	17	42	42	31	48	39	0	31	50	55	50	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	3	2	2	2	3	2	3	1	4	2	2	2
8000	-325.801631136481433	-323.824874093590040	-1.976757042891393	0.000252847794554	0.000035978751386	0.142294108002068	0.855713908854235	1	2	4	4	3	5	6	6	5	5	5	6	5	6	7	6	6	7	7	7	8	8	7	8	7	7	7	7	8	9	9	7	10	8	8	10	10	12	10	10	9	12	12	13	12	14	14	14	17	15	14	17	19	22	18	0	1	5	2	1	3	3	3	5	3	5	3	5	3	6	6	6	6	9	7	7	7	10	11	6	9	17	13	14	15	17	17	14	25	14	20	21	28	31	34	14	39	39	39	39	43	42	39	46	44	0	39	52	47	50	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	2	1	2	2
8500	-305.939662044268232	-304.359605207171228	-1.580056837096977	0.000231060955409	0.000057540414136	0.249026989586315	0.767174629158995	1	3	4	4	2	5	5	5	5	5	6	6	6	7	7	6	7	6	7	7	8	7	7	7	8	7	8	8	8	8	9	8	10	7	9	11	10	11	10	9	10	11	12	13	12	14	15	15	16	13	15	16	18	20	18	0	1	5	2	1	3	3	3	5	3	9	3	5	9	13	9	13	6	6	7	7	7	10	6	18	9	13	13	14	15	17	17	14	6	29	21	7	28	31	13	35	39	39	39	42	43	44	50	39	42	0	50	52	52	52	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1
9000	-347.050947542612732	-345.479987767707314	-1.570959774905426	0.000282330265815	0.000071538710085	0.253386614002307	0.742310497443226	0	2	3	4	4	4	6	6	5	5	5	7	6	7	6	5	6	6	6	7	8	8	7	8	6	8	7	8	6	8	8	8	8	9	8	10	11	11	9	9	9	11	12	13	11	13	14	16	15	16	14	13	18	21	19	0	1	1	2	3	3	3	3	5	3	3	3	5	29	3	5	6	10	6	7	18	19	10	6	5	12	25	12	5	15	12	18	14	12	29	7	21	28	19	12	29	19	39	24	24	45	43	43	42	43	0	42	50	53	53	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	2	1	1	2	2	3	1	1	1	1	1
9500	-340.835857986406722	-339.393204765256087	-1.442653221150624	0.000198900570137	0.000068350304962	0.343640568322272	0.752654777966955	1	2	3	3	2	5	5	5	4	6	6	5	6	7	8	5	7	7	5	7	9	6	8	7	7	7	7	8	9	9	8	9	9	9	7	11	11	12	10	9	10	12	13	12	11	14	14	14	16	15	14	16	18	21	18	0	1	5	2	1	3	3	3	5	3	3	9	5	13	6	3	13	6	3	7	7	7	27	3	13	9	9	11	14	15	17	17	14	15	5	20	21	28	31	25	35	39	39	31	13	44	42	43	48	43	0	44	52	53	47	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	1	2	2
10000	-356.747146937717446	-355.244844870959241	-1.502302066758194	0.000219511459994	0.000064328526123	0.293053155969351	0.786244129690065	0	2	3	4	2	4	5	4	5	6	5	7	4	8	7	6	6	7	6	6	8	8	8	6	6	7	6	8	7	8	7	8	9	7	9	10	9	11	10	11	11	12	11	13	10	14	15	15	16	13	14	16	18	22	19	0	1	5	2	1	3	3	3	5	3	3	3	5	24	25	6	6	6	6	7	7	7	10	5	6	9	3	24	5	24	27	17	31	10	29	20	21	28	12	34	35	45	31	12	32	43	44	45	46	45	0	44	52	52	53	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	2	1	2	1	2	1	3	1
10500	-351.079432364116371	-349.346323496412708	-1.733108867703680	0.000270782276022	0.000052468926628	0.193767950395782	0.657097887543758	0	3	2	4	4	4	6	5	5	5	5	6	7	7	7	6	5	6	6	7	9	7	4	8	6	6	8	7	9	8	8	7	9	9	9	10	11	11	9	11	10	11	11	13	12	14	14	15	15	16	14	16	18	21	18	0	1	1	1	3	2	5	3	5	23	3	2	5	12	10	4	6	6	6	7	7	7	2	28	11	9	12	5	14	16	32	17	14	15	14	20	21	28	24	25	35	39	39	24	39	39	43	46	31	45	0	42	50	47	50	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	3	1	2	1	1	4	2	1	2	1	4	1
11000	-393.895840236400488	-392.074704233721604	-1.821136002678875	0.000394640623028	0.000067770137596	0.171726207698259	0.645784947624233	0	3	3	4	2	3	5	4	5	6	6	8	6	7	5	6	8	7	7	6	7	8	7	7	8	7	6	8	8	9	9	8	10	8	8	10	10	12	9	10	11	12	11	14	13	13	15	14	17	14	15	15	18	22	18	0	1	5	1	1	5	4	3	6	4	4	9	5	4	6	7	7	13	6	7	20	26	10	15	13	6	9	7	19	15	32	19	29	4	26	20	4	28	3	31	39	31	31	43	43	31	19	45	52	24	0	46	49	53	39	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	3	4	3	1	1	2	1	2	1	2	4	1	1	5	1	1	1	1	4
11500	-367.034740699252438	-365.032545044419862	-2.002195654832559	0.000327282179202	0.000045268137781	0.138315315215196	0.666446555774125	1	2	4	3	2	3	5	6	4	7	5	8	6	6	7	6	8	7	7	6	9	7	6	8	8	7	6	9	9	8	8	8	9	8	9	10	10	11	9	11	10	11	12	13	12	11	14	15	16	14	15	16	18	21	18	0	1	6	2	1	5	3	3	5	23	3	13	5	5	6	6	13	6	6	7	22	7	3	13	19	13	3	16	14	16	13	13	6	13	14	20	13	28	13	28	14	17	24	39	46	39	46	43	47	39	0	47	42	48	42	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	3	1	1	3	2	1	2	1	2	2	3	2	1	1	2	2	1	3	1	1	3	2	3
12000	-317.605039179667585	-315.959336865379839	-1.645702314287724	0.000215035460617	0.000047693185391	0.221792188387723	0.839065208243599	1	3	4	4	3	5	5	6	4	6	5	7	5	6	7	6	7	7	6	7	8	7	8	7	7	7	6	7	7	8	9	9	9	9	8	10	10	11	9	11	9	11	12	13	13	14	14	16	15	15	14	16	18	20	19	0	1	5	1	1	3	3	3	5	3	3	3	5	11	6	6	6	6	6	7	12	7	10	5	6	9	3	13	5	15	24	17	29	15	14	20	21	28	12	34	14	39	39	39	42	44	42	42	44	47	0	50	52	52	53	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1
12500	-322.480397485502579	-320.767915339172646	-1.712482146329938	0.000208913454809	0.000041726344362	0.199730287359231	0.771688154073004	-1	2	4	3	4	5	6	6	6	7	5	7	6	7	7	6	7	6	7	8	7	7	8	8	7	8	8	8	6	8	8	8	8	8	9	11	10	10	9	10	10	11	12	13	13	13	14	16	13	14	15	17	19	21	18	0	1	1	2	1	3	5	3	3	6	3	6	3	29	6	5	6	6	6	7	5	7	10	17	5	9	19	13	5	15	25	17	25	6	29	20	21	28	31	34	29	39	39	42	43	42	42	44	39	49	0	50	55	50	52	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	4	1	2	1	1	1	1	1	2	1	1	1	1	3	1
13000	-375.330259318980211	-373.680647954302401	-1.649611364677782	0.000266175274419	0.000058655954589	0.220365902570374	0.671791105765897	0	1	3	3	3	3	5	5	5	7	6	4	6	7	6	5	7	6	5	7	8	7	8	7	7	7	6	8	9	9	9	9	9	8	8	9	10	12	9	10	11	11	11	14	12	13	14	15	16	15	14	15	18	20	16	0	1	1	2	1	1	5	5	5	18	12	5	6	19	6	12	15	12	3	7	7	3	5	18	15	9	12	10	16	15	17	17	22	12	14	20	21	28	17	25	29	39	39	42	17	43	39	43	45	42	0	16	49	47	44	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	2	2	2	1	5	1	3	1
13500	-318.115168424987075	-316.434861621718426	-1.680306803268649	0.000191155094584	0.000040101197677	0.209783567443238	0.749291450387728	0	3	3	4	4	5	5	5	6	4	5	6	6	6	8	7	7	6	7	7	8	7	7	8	8	8	7	9	9	9	9	9	10	9	8	11	10	12	9	11	9	11	12	14	13	13	15	16	14	15	14	17	18	21	19	0	1	1	2	3	3	3	3	5	3	3	6	5	5	6	6	6	6	6	7	22	7	10	12	18	9	3	13	35	15	17	15	14	25	14	20	21	28	17	34	35	39	39	39	39	39	45	46	45	39	0	44	50	55	44	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	2	1	2
14000	-344.836134737480222	-343.130391988651638	-1.705742748828569	0.000258256045678	0.000052104847057	0.201756543279720	0.803619686075036	1	3	4	4	4	5	5	5	6	6	5	5	6	6	7	7	8	6	7	8	7	7	8	7	8	8	8	8	8	8	8	9	8	9	8	11	11	12	10	9	11	12	13	11	12	13	14	14	16	16	14	15	18	21	18	0	1	2	2	1	5	3	5	5	1	3	3	5	5	6	6	10	6	6	7	7	7	13	6	9	9	5	13	14	15	24	3	5	25	14	20	21	28	32	5	29	44	39	39	44	31	42	45	39	48	0	44	46	50	49	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	1	1	3	1	1	2	1	1	1	2	2	1
14500	-350.575292714426212	-349.088004826823351	-1.487287887602884	0.000184718145691	0.000056131780775	0.303878000533385	0.737245204942190	0	1	3	3	4	4	4	5	6	5	5	7	5	7	6	6	7	6	6	7	8	8	6	7	6	8	7	8	8	9	8	8	9	9	9	9	10	11	9	10	11	11	11	12	13	13	15	15	16	13	15	17	19	20	17	0	1	1	2	3	3	3	3	5	3	3	3	5	5	6	6	6	6	6	7	7	7	11	6	6	9	3	13	27	15	12	23	29	25	29	20	22	28	12	12	35	39	39	42	43	44	43	44	39	39	0	39	44	55	50	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	4	1	1	4	3	1	2
