step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18
73000	-196.511841899803187	-194.947350654733071	-1.564491245070124	0.000168847376795	0.000043324856559	0.256591825001689	0.230045232573504	1	5	9	15	15	17	20	20	19	18	21	21	23	23	24	26	38	40	0	1	2	2	2	2	5	5	6	5	6	2	9	11	4	15	4	4	1	2	3	4	5	7	2	3	1	2	1	7	2	2	6	1	11	12
73500	-172.187760829095595	-170.499944790246161	-1.687816038849433	0.000257075924712	0.000053304349878	0.207348665332813	0.299123164536558	0	4	9	16	16	15	18	20	18	18	21	19	20	23	24	25	38	41	0	1	2	1	3	3	5	10	3	5	13	9	6	12	9	14	9	4	1	3	3	8	2	3	1	1	5	1	1	1	2	3	3	1	7	8
74000	-167.451649488662753	-166.012335183535811	-1.439314305126930	0.000203080303636	0.000070517947961	0.347241690595016	0.297172748297328	1	5	10	15	15	17	19	18	18	20	21	22	23	23	25	26	38	42	0	1	2	3	3	2	8	5	2	5	6	6	11	11	4	3	4	16	1	2	4	3	3	4	1	2	6	2	3	2	1	1	5	6	11	8
74500	-158.002880611928077	-156.484414867360499	-1.518465744567591	0.000253278229424	0.000071530950062	0.282420444208066	0.308527443577595	1	6	9	14	16	17	18	20	17	19	21	21	22	23	25	26	38	39	0	1	1	3	3	4	5	7	3	7	6	4	6	6	14	14	4	9	1	3	3	3	3	1	1	1	4	1	2	3	2	3	2	1	11	13
75000	-186.430883797351726	-184.745772054118504	-1.685111743233231	0.000256505336668	0.000053409290641	0.208219023177502	0.196668406371045	1	5	8	14	14	17	19	19	18	16	21	20	23	22	24	26	36	42	0	1	1	1	1	2	10	10	2	4	2	4	12	12	14	6	9	4	1	1	2	7	7	6	2	2	7	1	6	3	1	1	1	3	8	12
75500	-166.882633965461366	-165.395203664617981	-1.487430300843373	0.000164235792364	0.000049889986098	0.303770483766192	0.204325736111472	-1	5	7	15	15	17	19	18	19	20	20	22	22	23	24	27	39	41	0	1	2	1	2	2	8	5	2	8	6	11	9	13	12	2	4	16	1	3	1	8	6	6	1	1	7	2	2	1	1	1	1	8	10	7
76000	-172.225721178229549	-170.682845065753526	-1.542876112476011	0.000153453888054	0.000041126543811	0.268005876768978	0.314869251657750	0	6	10	14	15	17	20	17	19	20	21	22	23	23	25	27	38	41	0	1	2	2	2	2	5	5	2	5	4	9	12	4	12	11	9	9	1	3	2	4	5	6	4	1	7	2	4	1	1	4	2	4	9	9
76500	-162.081888884455310	-160.621603949283298	-1.460284935172013	0.000207289849747	0.000067635465725	0.326284503596443	0.203416905260418	0	6	9	15	15	18	17	20	18	20	20	20	22	23	23	27	39	41	0	1	1	1	3	2	5	7	3	5	6	9	12	13	6	13	4	4	1	3	5	6	2	5	1	1	4	2	1	1	2	1	2	3	12	14
77000	-164.873667330411109	-163.444249480302403	-1.429417850108692	0.000225452427606	0.000080854458700	0.358632016335664	0.405843529689570	0	6	9	14	16	18	17	19	19	20	22	21	22	23	23	25	38	40	0	1	2	2	4	2	5	7	2	8	9	9	12	13	2	11	9	15	1	3	2	4	1	5	1	1	5	1	1	2	1	1	8	3	10	8
77500	-179.757797457621734	-178.198564671573621	-1.559232786048100	0.000460815141011	0.000119473523654	0.259265620898583	0.247465919407749	0	5	9	15	16	17	18	20	17	20	21	22	22	24	23	26	37	41	0	1	2	3	1	3	4	7	2	7	5	5	5	15	11	12	6	9	1	1	2	4	7	4	1	1	6	1	3	4	4	1	1	3	11	10
78000	-181.208779542353057	-179.670601953833341	-1.538177588519703	0.000426164277944	0.000115339002683	0.270644464240338	0.224345429496442	1	6	9	16	15	16	20	19	18	20	21	18	22	24	25	26	38	41	0	1	1	1	3	3	5	6	3	8	12	5	11	11	13	13	6	6	1	3	3	8	2	5	3	2	6	1	1	1	1	3	2	3	10	13
78500	-166.708882150402445	-165.157171678091373	-1.551710472311065	0.000199486006961	0.000052505253454	0.263202689020323	0.426731525102138	1	5	8	14	16	15	18	20	17	19	21	20	23	22	24	25	37	41	0	1	2	3	4	2	5	7	6	7	2	4	6	6	14	13	11	11	1	2	1	4	1	2	1	1	1	1	8	3	3	4	1	2	7	11
79000	-159.427844694546195	-157.757163587400782	-1.670681107145401	0.000197633275609	0.000042093860206	0.212989741108558	0.232508976093631	0	4	9	14	16	16	19	19	18	20	20	20	22	22	25	26	37	40	0	1	2	1	4	3	5	9	2	5	2	4	12	12	14	6	9	11	1	2	3	7	2	5	1	1	8	3	7	2	1	1	1	5	9	10
79500	-168.776300342891119	-167.038783878228230	-1.737516464662876	0.000184787863844	0.000035578739737	0.192538292273978	0.242628690654459	0	6	9	13	15	17	18	19	19	19	22	21	22	23	24	26	39	40	0	1	1	1	3	3	5	5	2	7	3	4	4	12	9	9	11	11	1	3	5	7	4	5	2	2	5	1	5	3	5	1	3	3	9	9
80000	-168.307297709525130	-166.683962883364671	-1.623334826160453	0.000305942150982	0.000070469518780	0.230336089858703	0.284013504280863	1	6	10	15	16	18	19	18	18	19	18	20	22	23	25	25	39	41	0	1	2	3	4	2	5	5	1	8	4	4	12	4	12	11	16	9	1	1	2	3	1	6	1	1	9	1	1	2	1	4	2	4	7	13
80500	-181.439967478453070	-179.727726616906239	-1.712240861546844	0.000263206997783	0.000052589322440	0.199802143874889	0.241704429309657	1	4	8	16	15	17	18	20	17	20	20	22	20	23	24	26	38	40	0	1	1	1	2	2	4	4	2	7	5	5	2	9	9	13	4	4	1	2	3	7	8	5	1	2	5	1	2	3	5	2	3	3	10	12
81000	-176.349875606082691	-174.801647884171132	-1.548227721911549	0.000363101583314	0.000096248188602	0.265072346210150	0.384594796405849	1	5	10	15	15	16	20	19	18	20	20	20	23	24	25	27	38	42	0	1	1	3	3	1	8	6	2	6	5	4	3	11	11	11	13	13	1	1	4	3	2	8	1	2	5	2	2	3	6	2	3	4	6	9
81500	-163.717214796523052	-162.300939300906208	-1.416275495616856	0.000217332338099	0.000081669595250	0.375782067061323	0.270311930656354	0	4	10	15	16	17	19	18	18	20	20	20	21	24	23	26	38	40	0	1	2	1	4	3	8	4	2	5	6	6	3	3	12	13	9	13	1	2	4	8	1	3	1	2	8	2	2	2	6	7	1	2	10	9
82000	-179.736552029878425	-178.122448421978987	-1.614103607899432	0.000493777598291	0.000115577030674	0.234066978886984	0.270272236349929	0	6	8	13	16	17	19	19	18	19	22	21	23	23	24	26	38	42	0	1	1	1	2	3	6	4	1	6	7	5	5	12	5	12	13	13	1	3	2	5	6	5	2	3	7	1	2	1	5	1	3	3	6	8
82500	-198.774768932937263	-197.368082380650094	-1.406686552287171	0.000211333134754	0.000082466502945	0.390220412153733	0.245014271938360	0	5	10	15	13	16	20	19	19	20	20	22	20	24	25	27	37	41	0	1	2	5	2	2	8	5	4	8	3	4	4	4	12	9	4	4	1	3	3	2	4	6	1	3	3	1	5	3	2	5	1	5	9	11
83000	-181.064466620040889	-179.602806417794795	-1.461660202246082	0.000326977817570	0.000106278759722	0.325033546654898	0.258101457630614	0	5	9	16	15	17	19	20	19	19	20	21	22	23	24	25	38	41	0	1	2	5	2	2	6	4	4	6	3	9	4	2	12	2	6	14	1	3	1	1	4	6	1	2	2	1	5	1	2	8	1	7	10	10
83500	-179.986268624676967	-178.467952736466884	-1.518315888210089	0.000248355918797	0.000070164198405	0.282514702063822	0.412649223410416	-1	5	9	14	16	16	20	19	18	18	21	22	22	23	24	26	38	41	0	1	1	3	3	4	10	10	6	5	3	6	9	4	6	12	9	11	1	2	5	3	5	2	1	1	1	1	5	4	2	5	4	2	11	9
84000	-181.369451537127901	-179.890170274549746	-1.479281262578153	0.000214323387563	0.000066458883681	0.310086941219444	0.300531344722172	1	5	8	14	16	17	20	19	19	20	21	22	22	24	23	26	37	40	0	1	1	2	2	2	5	6	2	8	1	4	2	15	4	12	9	13	1	3	2	3	6	6	2	1	8	1	8	4	7	1	4	2	8	6
84500	-170.552316491992258	-169.121646082527491	-1.430670409464769	0.000215244489404	0.000076869393962	0.357125955582880	0.305018804374819	1	5	9	14	12	18	19	19	18	20	22	20	22	23	25	25	38	40	0	1	1	1	3	3	5	5	2	5	2	9	2	12	12	13	6	13	1	2	6	5	1	6	3	4	6	5	9	1	8	1	2	2	9	9
85000	-180.019381379597661	-178.525510098011353	-1.493871281586308	0.000359442640708	0.000107476236867	0.299008032701357	0.285691133184474	1	6	10	15	16	16	17	20	18	18	21	22	23	23	21	26	38	42	0	1	1	1	2	3	6	6	5	7	5	9	9	12	5	9	6	16	1	3	4	8	6	3	1	1	1	1	2	2	3	1	3	4	13	10
85500	-187.208705502403490	-185.632731258987633	-1.575974243415854	0.000309337207927	0.000077632116272	0.250962749654510	0.311503414713730	1	5	8	15	16	17	19	17	17	19	21	22	21	23	24	26	37	42	0	1	2	3	2	2	6	4	2	9	5	11	2	12	12	11	13	6	1	1	1	3	7	5	1	1	7	1	3	1	6	1	1	2	10	11
86000	-182.169300429520433	-180.685876939048370	-1.483423490472055	0.000202771834249	0.000062217241279	0.306833744979045	0.361139600557654	0	5	9	15	15	17	20	19	18	19	21	21	21	23	24	26	38	41	0	1	2	1	2	2	4	9	3	4	9	6	2	11	9	9	13	9	1	3	2	9	6	5	2	1	4	1	3	2	7	1	2	4	7	11
86500	-180.830454560257579	-179.160642703522370	-1.669811856735209	0.000673167819450	0.000143576015911	0.213284134746677	0.303030884069528	1	6	10	15	15	17	18	19	19	20	21	21	22	22	23	26	39	41	0	1	1	1	2	5	6	2	5	7	1	5	5	5	9	14	13	16	1	2	5	8	3	2	1	8	2	1	7	2	2	2	2	2	10	7
87000	-146.517511567554436	-145.031249372730144	-1.486262194824284	0.000214703050177	0.000065410419091	0.304655285696103	0.261142677184097	0	4	9	15	16	17	18	18	19	20	22	21	22	24	24	25	37	40	0	1	2	3	4	4	5	4	6	5	3	6	12	6	13	14	11	11	1	3	3	4	1	1	1	2	1	2	7	2	1	4	1	1	8	9
87500	-185.368955903600551	-183.826417686933553	-1.542538216666989	0.000336198484525	0.000090166292001	0.268193630106276	0.272425464541143	1	5	9	15	15	17	18	19	18	20	22	19	21	23	24	26	38	42	0	1	1	1	3	5	4	7	2	7	12	5	12	6	13	11	9	14	1	4	4	8	4	1	2	1	8	1	1	2	2	2	2	1	10	9
88000	-170.682224351423912	-169.110887366760267	-1.571336984663650	0.000213029692166	0.000053939643359	0.253202465866999	0.163915947761773	0	5	8	15	15	17	20	18	18	19	21	22	20	22	23	26	38	41	0	1	2	1	2	2	8	4	2	4	1	5	5	13	13	12	9	9	1	3	1	7	7	6	1	2	8	3	9	4	2	1	1	2	9	10
88500	-199.397113101581851	-197.897281988406348	-1.499831113175514	0.000202340782543	0.000059643448177	0.294767310016696	0.231095246473414	1	6	8	14	15	15	19	20	18	20	22	19	22	21	23	26	39	40	0	1	2	3	2	2	4	7	1	7	1	6	2	4	14	6	6	11	1	2	2	4	3	5	3	1	8	1	9	2	9	4	1	5	13	8
89000	-173.420050849929623	-171.898087886113302	-1.521962963816325	0.000289308341272	0.000081076386153	0.280242131271419	0.187697315241381	1	6	9	14	15	16	20	19	18	20	21	21	21	24	25	26	39	40	0	1	1	1	3	3	8	9	3	9	3	3	2	3	9	12	14	14	1	3	4	5	3	3	1	1	6	1	5	5	10	8	3	1	6	9
89500	-185.450935526153643	-183.934394330559485	-1.516541195594145	0.000259780177036	0.000073683218299	0.283636800699156	0.098531755488001	-1	5	7	14	13	18	18	20	18	19	19	21	22	21	24	26	39	41	0	1	1	1	2	3	4	10	3	7	3	2	2	2	2	11	14	6	1	4	4	9	4	5	2	1	7	1	5	8	9	8	8	3	8	13
90000	-175.904436013294315	-174.453901802525564	-1.450534210768764	0.000215226388131	0.000072221566236	0.335560926628981	0.174625028381129	1	5	10	16	15	16	17	19	15	20	21	22	22	23	25	27	38	41	0	1	2	1	2	2	4	7	2	8	2	9	3	2	9	6	14	11	1	2	2	8	6	5	1	1	4	1	7	4	5	9	6	6	8	9
90500	-159.895187524056780	-158.272621710932810	-1.622565813123972	0.000369125965129	0.000085135986387	0.230642096274294	0.308367621877224	0	5	9	16	14	17	18	20	18	19	20	22	21	22	24	24	38	42	0	1	1	5	3	3	5	7	4	7	9	13	9	2	12	4	14	16	1	4	5	1	2	5	2	1	1	1	1	1	2	8	1	4	8	9
91000	-166.161799118524897	-164.682069663947487	-1.479729454577417	0.000166299510753	0.000051508040344	0.309730558500762	0.306234274981014	0	6	9	16	14	17	18	19	19	19	18	20	22	24	24	26	39	39	0	1	2	1	2	2	5	4	11	5	2	11	12	12	12	14	4	11	1	4	1	8	3	6	3	1	1	3	6	1	1	3	2	1	10	12
91500	-171.198521585913170	-169.433090631964603	-1.765430953948574	0.000317874358917	0.000058833620621	0.185084512074886	0.294813844864742	1	4	10	15	14	17	19	20	19	16	20	22	20	23	25	27	38	41	0	1	1	3	3	4	10	10	6	5	2	3	6	6	13	14	4	2	1	2	4	3	2	1	2	2	1	2	9	6	1	4	3	2	13	14
92000	-184.505669031145175	-182.860347607624817	-1.645321423520351	0.000367911310564	0.000081651359013	0.221932179492325	0.383270516020021	1	6	9	14	15	17	19	19	19	18	21	21	22	24	24	27	38	42	0	1	2	3	2	4	10	4	6	2	9	6	9	13	13	11	5	5	1	2	2	1	5	1	1	4	1	3	1	2	1	1	1	2	10	13
92500	-161.752729882527149	-160.219427557694360	-1.533302324832797	0.000169847932533	0.000046444502259	0.273447557270998	0.275812803625732	-1	5	9	16	15	17	19	18	19	19	21	21	23	23	24	26	38	41	0	1	2	1	2	2	8	4	2	4	6	6	4	11	12	11	4	9	1	3	2	9	5	5	1	1	9	1	2	2	4	1	2	3	11	9
93000	-160.133592896625800	-158.216408705689020	-1.917184190936778	0.000268434318807	0.000040917028241	0.152428454092125	0.229434710087227	1	6	9	15	16	18	18	17	17	19	19	21	23	24	24	27	37	41	0	1	2	1	4	2	8	4	1	8	3	11	12	13	12	6	11	4	1	2	1	7	1	5	1	1	7	1	4	1	1	1	1	4	11	13
93500	-174.343118392048808	-172.512616462907317	-1.830501929141489	0.000233170938202	0.000039558381641	0.169653996961210	0.344954948958787	1	5	10	16	13	17	20	20	17	19	21	20	22	21	24	25	38	41	0	1	2	1	2	2	10	10	3	5	2	4	12	9	14	9	11	11	1	2	2	6	4	4	1	1	3	3	7	2	2	3	1	3	8	10
94000	-170.681252220660923	-169.091032725273493	-1.590219495387417	0.000186698664875	0.000045619461875	0.244348088430782	0.213132031122207	-1	6	7	16	15	18	20	19	19	18	21	22	22	24	24	26	38	42	0	1	1	2	2	4	10	10	2	5	3	9	6	13	6	12	11	11	1	3	3	5	4	1	2	1	6	2	5	3	1	1	4	2	8	11
94500	-159.420612253851090	-157.740379317353984	-1.680232936497109	0.000169612069645	0.000035585935643	0.209807802695349	0.300578994515778	0	6	9	15	16	17	17	18	19	19	22	22	22	23	23	25	38	41	0	1	2	2	2	4	5	7	2	7	1	6	6	4	6	14	11	11	1	3	1	4	7	1	1	1	6	1	10	2	2	5	2	1	9	9
95000	-175.252941841603246	-173.780016366423581	-1.472925475179652	0.000189890494615	0.000059865057055	0.315260946455486	0.311379104228118	1	5	9	15	15	17	19	18	18	17	21	21	22	22	25	26	37	40	0	1	2	1	2	4	5	10	2	4	1	4	6	12	14	12	9	9	1	2	2	7	4	1	1	1	8	1	12	2	2	1	2	3	8	12
95500	-172.570773799838122	-170.720649969835392	-1.850123830002740	0.000279744742701	0.000046285804549	0.165457281169718	0.144832551456168	1	6	9	15	15	16	19	19	19	20	21	22	22	23	24	24	38	39	0	1	2	3	2	4	4	5	6	7	3	6	6	13	9	9	11	11	1	2	2	4	4	1	2	1	2	1	6	4	2	1	2	2	10	10
96000	-162.501966349112962	-161.054335393949600	-1.447630955163366	0.000233169603755	0.000078921431820	0.338472213139301	0.190860298121873	1	4	8	15	15	17	20	20	17	19	21	21	22	23	24	26	39	41	0	1	1	2	3	3	10	10	3	5	9	9	12	9	13	14	3	6	1	1	4	5	3	5	1	1	3	3	2	2	1	3	2	2	14	13
96500	-169.440356599708252	-167.730949884018401	-1.709406715689864	0.000294891329182	0.000059169937726	0.200649974652411	0.256811064445598	1	6	9	15	13	16	18	19	18	19	21	20	22	22	24	25	37	41	0	1	2	1	2	1	4	7	6	4	9	9	12	12	12	5	4	4	1	3	1	7	3	5	1	1	1	2	1	1	1	1	3	6	11	11
97000	-154.856687994775370	-153.115688248908839	-1.740999745866522	0.000276949650666	0.000053057201906	0.191577067451635	0.384787285911456	1	6	9	15	15	16	18	19	18	17	21	21	22	24	24	26	39	41	0	1	2	1	2	2	10	10	6	4	3	9	12	13	13	6	11	11	1	2	2	7	5	4	1	1	2	1	5	1	1	2	1	4	9	9
97500	-191.263558312490915	-189.694979930245722	-1.568578382245201	0.000232381516998	0.000059154138364	0.254556124463206	0.324286924408935	0	5	9	15	14	17	19	18	18	20	20	20	23	23	24	27	38	40	0	1	1	1	3	3	6	5	3	5	9	9	11	9	13	11	16	3	1	3	6	8	2	4	1	3	5	3	1	2	3	2	1	2	5	12
98000	-166.911423816196901	-165.246611233168124	-1.664812583028775	0.000330007571144	0.000070949433973	0.214993352204234	0.296482902597177	1	6	8	16	15	17	19	19	17	20	19	22	23	23	24	26	37	42	0	1	1	3	2	5	9	4	1	4	5	11	11	6	14	13	13	3	1	3	3	5	4	1	1	2	8	2	2	2	3	2	1	1	7	16
98500	-164.665334362604170	-163.043001681311978	-1.622332681292180	0.000319318079259	0.000073677867704	0.230735033466549	0.265091532309956	-1	5	9	16	15	17	19	18	18	20	21	21	20	23	22	25	38	41	0	1	1	1	2	3	8	6	3	8	5	3	5	11	5	15	12	3	1	4	4	8	5	5	1	1	5	1	3	6	3	1	4	2	7	18
99000	-172.480541051160316	-170.954880584519458	-1.525660466640849	0.000189740426086	0.000052744534805	0.277982588599686	0.243271074099504	1	5	10	14	16	15	20	19	19	18	22	21	22	23	24	26	38	40	0	1	1	3	4	2	10	10	2	5	1	2	2	4	4	14	11	11	1	2	4	3	1	5	1	1	7	1	12	8	7	3	4	2	8	9
99500	-177.096729769434688	-175.494262707349804	-1.602467062084894	0.000222974172963	0.000053281314260	0.238957335515993	0.265136915561732	1	5	9	13	16	15	20	20	17	19	22	21	22	24	25	24	38	40	0	1	1	2	4	3	10	5	2	5	6	9	3	11	6	13	11	13	1	2	3	7	2	4	1	1	5	1	3	2	6	1	5	1	8	9
100000	-162.782895704780714	-161.319275677661579	-1.463620027119125	0.000211341470188	0.000068321137939	0.323273694830328	0.356600157462705	0	4	10	14	14	17	19	19	17	18	22	20	23	23	24	27	38	40	0	1	2	3	3	3	10	5	2	5	12	6	12	4	12	11	3	9	1	2	3	2	2	3	1	2	6	2	1	2	2	5	2	3	13	11
