step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41
36000	-197.574610172911576	-204.430098123870948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642947293891994	0	3	4	2	2	6	4	7	6	5	7	8	9	9	10	10	10	11	12	11	15	14	13	14	13	15	15	15	18	14	15	17	17	18	19	19	18	19	22	20	21	0	1	2	1	1	3	5	10	0	7	10	9	9	9	12	10	0	14	14	16	25	18	18	20	16	16	25	20	24	16	30	23	30	21	33	29	31	33	40	32	36	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	2	2	2	1	1	1	2	1	2	1
36500	-206.442071065438597	-213.297559016397969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687809248469919	0	3	2	2	2	5	4	6	6	8	6	9	8	9	8	11	10	11	13	13	15	14	13	15	13	15	16	15	17	15	16	18	17	15	20	19	18	19	21	20	22	0	1	1	1	1	3	5	7	0	8	7	15	9	9	9	8	0	14	14	16	25	14	18	20	16	20	21	16	24	25	25	23	34	16	27	29	31	33	40	23	36	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	3	1	1	2	1	1	3	2	1	1	1	1	2	2	2	1	2	1	3	1	1	2	1	1	4	2
37000	-215.784550947008313	-222.640038897967685	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722702739619761	1	4	3	2	3	7	4	8	6	7	5	8	10	9	7	12	10	11	11	12	11	13	14	15	13	15	14	15	17	16	16	17	17	17	19	19	19	20	22	20	21	0	3	1	1	1	3	5	11	0	11	7	15	9	9	9	8	0	14	14	10	7	18	19	16	8	20	25	20	16	21	27	23	21	30	30	29	31	34	40	32	36	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	4	1	1	2	3	1	1	2	2	3	1	2	3	1	1	1	1	1	1	2	1
37500	-219.339297749602224	-226.194785700561596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706990933602124	1	2	4	2	3	5	5	8	5	8	6	8	10	8	8	10	11	11	13	12	14	13	12	14	14	15	17	15	18	13	17	16	15	17	19	19	19	19	21	20	21	0	1	2	1	1	2	5	11	0	11	7	9	9	9	9	10	0	12	18	10	30	18	14	20	30	16	21	20	24	16	25	23	30	30	34	29	30	33	40	32	36	1	1	1	1	1	1	2	1	1	1	1	2	4	2	1	2	1	1	2	2	1	1	2	2	1	2	2	1	2	1	2	2	1	2	1	1	3	2	1	2	1
38000	-217.371443997599641	-224.226931948559013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595752310669556	1	4	2	3	3	5	5	8	6	8	7	8	10	9	10	11	11	11	12	12	15	13	14	14	14	16	15	16	16	13	17	18	15	18	19	18	19	19	21	20	21	0	1	1	1	3	3	5	11	0	11	7	9	9	9	12	8	0	14	18	10	10	18	18	16	30	20	25	20	24	16	21	22	16	27	25	26	31	33	40	19	29	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	3	1	2	1	1	2	1	3	1	1	1	3	2	1	2	1	1	2	1	2	2
38500	-234.318231639508468	-241.173719590467840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576523218176043	0	4	2	3	3	4	5	7	6	7	8	7	9	10	9	11	11	12	13	13	12	13	13	14	14	15	16	14	16	16	16	16	14	17	20	19	18	19	21	19	21	0	1	1	3	3	3	5	7	0	5	8	9	9	15	12	8	0	14	14	10	8	14	14	10	8	21	33	20	25	21	21	23	21	21	27	29	30	33	40	23	24	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	2	3	2	2	2	2	4	2	1	1	1	2	3	2	1	2	2	1	2	2	1	2	3
39000	-214.159274322100458	-221.014762273059830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607705957749525	0	2	3	2	4	5	4	7	6	8	8	8	10	9	7	11	11	11	12	12	13	13	13	14	13	15	16	15	17	15	16	18	17	17	19	17	19	19	21	20	21	0	1	1	1	2	2	3	7	0	8	8	15	9	9	9	11	0	14	14	10	10	18	19	20	10	20	21	24	20	16	21	23	16	21	27	24	31	25	32	32	36	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	2	1	2	1	2	3	2	2	3	2	2	2	2	3	2	1	2
39500	-198.342757638074403	-205.198245589033775	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.780178801352847	1	2	3	3	3	5	4	8	6	7	8	8	10	9	9	12	11	11	12	13	14	13	13	14	14	15	16	16	16	16	17	17	16	18	19	18	18	20	21	20	21	0	1	1	1	2	1	5	10	0	7	10	9	9	9	12	11	0	14	14	11	16	14	18	20	11	16	21	20	24	25	16	23	25	27	30	29	30	33	32	32	36	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	2	1	1	3	1	1	1	1	1	2	2	1	1	2	1	1	3	2	1	2
40000	-244.505467542976334	-251.360955493935705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562535118879615	1	3	2	3	3	6	4	7	6	7	8	9	10	8	7	10	11	11	11	11	15	14	13	13	12	15	16	15	15	14	14	16	16	18	17	18	19	19	21	20	22	0	1	1	1	3	2	5	7	0	7	10	15	14	9	9	7	0	12	14	11	25	19	18	20	10	24	21	8	24	16	25	22	25	27	21	29	31	33	22	32	28	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	3	1	1	2	2	2	1	1	1	3	1	1	3	1	2	1	1	2	2	2	2	2	1	3	1	3
40500	-226.364410528698812	-233.219898479658184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612108608615742	0	1	3	2	3	7	2	8	5	8	7	8	9	8	10	11	10	11	13	11	14	14	12	15	13	15	16	16	16	15	16	17	17	18	17	18	18	20	22	20	21	0	1	2	2	2	1	2	11	0	11	7	9	9	9	9	8	0	14	14	8	6	18	14	20	11	20	25	16	26	21	21	23	30	27	21	24	31	33	32	32	36	1	1	1	1	1	4	1	1	1	1	2	2	2	1	2	2	1	2	2	1	3	1	2	2	3	2	2	3	1	1	1	2	1	1	2	1	2	2	2	1	1
41000	-219.071597371495926	-225.927085322455298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769999872490797	1	3	2	3	3	6	4	8	6	8	6	9	9	8	9	11	10	12	11	12	15	12	13	14	13	14	17	16	16	15	16	18	17	18	20	18	17	19	20	20	21	0	1	1	1	1	3	5	11	0	11	7	9	9	9	9	8	0	14	14	10	20	19	12	10	10	20	16	16	24	8	30	23	30	21	34	29	31	33	32	32	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	3	3	1	1	3	3	1	3	1	2	1	1	1	1	1	1	1	1	2
41500	-209.877999367607259	-216.733487318566631	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689400599020030	0	2	2	3	3	6	5	8	7	8	6	8	8	9	10	12	10	10	11	12	14	14	13	14	12	14	17	15	17	15	15	17	17	17	20	18	19	19	21	19	21	0	1	1	2	3	2	3	11	0	11	7	9	9	9	12	7	0	14	14	10	25	18	19	20	10	16	21	20	24	21	21	23	25	21	38	29	31	30	23	23	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	2	2	1	1	1	2	2	4	2	2
42000	-223.638472261911062	-230.493960212870434	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644492757267755	-1	3	4	2	3	6	5	8	5	7	7	7	9	9	10	11	11	11	12	12	12	12	14	14	13	14	15	16	18	15	16	17	18	18	19	18	17	17	21	19	21	0	1	1	1	1	2	5	11	0	5	7	9	9	9	12	11	0	14	18	16	16	18	19	20	16	20	21	24	28	25	25	23	38	27	34	20	25	30	40	32	36	1	1	2	2	2	2	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	2	1	3	2	1	1	2	2
42500	-212.235966719101413	-219.091454670060784	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733832458418989	1	4	2	2	3	6	4	8	5	6	7	7	9	9	10	11	10	11	12	12	14	14	14	15	14	15	14	16	16	15	16	16	17	17	20	17	19	18	20	20	21	0	3	1	1	1	3	5	10	0	7	10	9	9	9	12	11	0	14	18	8	8	19	18	20	8	20	16	16	24	25	27	23	30	30	34	29	31	27	32	32	36	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	1	1	1	2	3	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	2	2	2	2
43000	-208.347365101770549	-215.202853052729921	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561761421388907	0	2	3	3	3	6	4	8	6	7	7	8	8	9	10	11	9	11	12	12	15	13	13	14	13	14	15	14	16	16	15	17	17	17	20	18	19	20	21	20	22	0	1	1	1	2	3	5	7	0	7	7	9	9	9	12	8	0	14	14	8	8	18	14	20	16	16	25	20	24	25	25	23	30	27	34	29	30	33	40	32	29	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	2	1	2	2	2	3	2	1	1	1	2	1	1	1	2	1	2	1	1	3	1	2	1	1	1	3
43500	-221.508617626622794	-228.364105577582166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662730764674868	1	4	2	3	2	6	5	8	6	4	8	9	8	9	10	11	11	11	13	12	14	13	13	14	13	15	16	15	16	15	17	17	16	18	20	19	18	19	20	21	22	0	3	1	3	1	2	10	10	0	5	5	13	9	9	9	11	0	14	14	11	25	18	12	20	8	20	21	24	24	25	25	23	30	21	34	29	31	33	32	32	36	1	1	1	1	1	1	1	2	1	2	3	1	1	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	1	3	2	1	2	1	1	1	2	1	2	2
44000	-217.169247671471368	-224.024735622430740	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665455755358993	1	4	3	3	3	6	5	8	4	7	6	8	9	10	9	11	10	11	13	11	14	14	13	14	12	16	16	15	17	16	17	17	18	17	20	18	18	20	20	21	21	0	3	1	1	1	2	5	11	0	11	7	9	9	15	9	8	0	14	18	8	25	18	14	8	8	24	25	24	24	25	27	14	30	25	21	20	30	33	32	39	36	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	3	1	1	2	1	2	2	1	3	1	2	4	4	1	2	1	1	2
44500	-249.224245606049777	-256.079733557009149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591161686961705	0	2	1	1	2	7	4	6	6	7	8	8	9	9	10	11	10	10	13	13	13	13	13	14	11	16	16	15	17	15	16	18	16	18	20	19	19	18	21	19	21	0	1	1	1	1	3	5	7	0	8	10	9	9	9	9	7	0	9	14	10	16	14	18	16	10	24	21	24	20	25	8	23	21	21	31	29	31	33	23	23	36	1	1	1	1	1	2	2	1	1	1	1	1	1	2	3	3	1	2	2	4	2	2	1	1	2	2	2	1	2	3	4	3	2	3	2	1	2	1	5	3	1
45000	-215.052319946083571	-221.907807897042943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635298325765362	-1	3	2	0	3	7	5	7	6	8	6	8	10	10	9	12	10	11	12	11	15	14	13	14	12	16	14	16	16	14	16	18	17	17	20	19	18	20	21	20	20	0	1	4	1	3	2	5	11	0	11	7	9	9	9	12	11	0	14	18	8	27	18	19	16	20	24	25	16	24	25	30	23	16	27	37	29	31	33	32	23	29	1	2	1	1	1	2	2	1	1	1	1	1	2	2	1	3	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	3	2	1	1	2	1	1	2	2	2
45500	-208.059590168935500	-214.915078119894872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660222164253283	1	3	4	3	3	5	5	8	7	8	7	8	8	9	9	12	11	11	12	12	12	14	14	14	14	15	14	16	17	15	16	17	18	17	19	19	19	19	21	20	19	0	1	1	1	1	2	5	7	0	7	7	9	9	9	12	10	0	14	14	10	8	19	18	16	16	20	21	20	8	25	25	23	25	21	34	24	31	33	32	32	29	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	2	4	1	1	1	2	3	1	3	2	1	2	1	1
46000	-202.410674824331011	-209.266162775290383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700597480917300	1	4	3	3	3	6	4	6	6	8	7	7	9	10	9	12	10	11	12	13	14	13	13	14	13	15	16	16	17	15	16	17	16	17	19	19	18	19	21	19	21	0	3	1	1	1	2	5	5	0	8	8	9	12	9	12	10	0	14	14	16	8	14	19	20	10	20	30	16	24	25	21	23	25	27	30	24	31	33	32	14	29	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	4	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	3	2
46500	-207.783685627430600	-214.639173578389972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692149054306711	0	3	4	1	3	6	4	6	6	8	8	8	9	10	10	12	10	10	13	12	13	12	14	13	14	14	15	16	17	16	15	17	17	17	18	19	17	20	22	19	22	0	1	4	1	1	3	5	7	0	8	8	9	9	9	12	8	0	13	14	11	10	18	18	20	16	21	21	20	24	25	25	23	30	25	27	29	31	33	32	32	36	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	4	1	1	2	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2
47000	-209.140386372751379	-215.995874323710751	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752993435669024	-1	1	4	3	3	6	5	8	6	6	7	9	9	9	8	11	11	11	13	12	14	13	12	14	13	15	16	15	17	15	14	17	18	17	18	18	18	19	21	20	22	0	1	2	1	1	3	5	11	0	7	10	15	9	9	9	8	0	14	18	8	20	18	14	20	8	20	21	20	24	21	25	23	30	21	34	29	31	21	32	19	36	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	2	4	2	2	2
47500	-200.904958132183708	-207.760446083143080	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632385991118585	-1	3	4	2	3	6	4	6	6	8	7	7	9	8	9	11	10	11	12	10	13	13	13	13	13	16	15	15	17	16	15	17	17	18	19	18	19	19	19	20	22	0	1	2	1	1	2	5	7	0	8	8	9	9	9	12	8	0	14	14	10	8	19	19	20	16	24	25	24	24	25	25	23	21	31	30	26	31	33	32	32	36	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	3	1	1	2	1	2	1	1	2	2	1	2	2	2	2	1	2	1	1	2	2
48000	-224.473001339816591	-231.328489290775963	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650088504410707	0	3	1	2	2	5	4	5	6	7	7	7	9	8	10	11	9	12	11	13	15	14	13	15	12	14	16	16	17	14	16	17	17	17	19	18	19	19	19	20	20	0	5	1	1	1	2	5	7	0	7	7	9	9	9	12	8	0	14	14	16	25	14	18	10	16	16	21	20	24	25	30	23	30	21	34	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	3	2	1	1	2	2	2	1	2	2	2	1	4	1	5	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	1
48500	-208.135801969980633	-214.991289920940005	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642672660640432	0	3	4	2	2	7	4	6	5	7	8	8	9	9	9	11	10	11	12	13	14	13	13	14	13	15	16	14	18	15	16	17	17	17	20	18	19	20	22	20	22	0	1	1	1	1	3	5	7	0	8	8	9	9	9	9	8	0	14	18	16	25	18	15	20	16	16	21	16	26	21	25	19	30	21	30	24	31	33	32	32	36	1	1	2	1	1	2	1	1	1	1	1	2	2	3	2	3	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	2	3	2	2
49000	-213.930428562368462	-220.785916513327834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666598190824131	0	3	1	1	3	6	4	7	6	6	8	8	8	9	10	12	9	12	11	12	15	13	12	14	12	16	16	14	16	14	17	18	18	18	18	18	18	20	19	20	22	0	3	1	1	3	2	5	10	0	7	10	9	9	9	12	8	0	19	14	8	25	14	14	20	11	20	30	25	20	25	30	23	21	27	21	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	1	1	3	2	1	1	2	1	1	3	2	1	1	1	1	1	1	1	3
49500	-199.069511838855931	-205.924999789815303	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.840718028988849	0	2	3	1	3	6	3	7	6	5	8	7	10	9	9	11	10	11	12	11	14	13	13	13	13	15	16	16	17	15	16	18	16	17	19	19	19	19	20	20	21	0	1	2	1	2	3	1	10	0	7	8	9	9	9	12	8	0	14	14	11	25	18	18	11	16	20	21	24	26	21	30	23	25	21	27	26	31	33	32	32	36	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1
50000	-204.049270095253689	-210.904758046213061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775882549208372	0	3	4	1	3	6	5	6	7	7	8	9	9	10	10	9	10	11	13	12	14	14	13	14	13	15	16	15	18	15	16	17	17	18	19	17	18	19	21	19	21	0	1	2	1	1	3	5	7	0	8	8	9	9	9	9	8	0	14	14	10	25	18	18	20	20	24	21	8	36	25	30	23	30	27	30	28	31	33	32	22	29	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	4	1	1	1	2	1	1	2	1	1	1	2	2	1
50500	-207.676333951143278	-214.531821902102649	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623656068477322	0	2	3	2	3	6	5	7	4	7	8	8	9	10	9	12	8	12	11	11	14	14	14	14	13	15	16	16	16	15	16	16	17	17	19	18	18	20	20	20	22	0	1	1	1	1	3	3	7	0	7	10	9	9	12	9	11	0	19	14	8	8	19	19	20	16	20	30	20	20	25	21	22	30	27	34	29	31	33	23	22	36	1	1	2	2	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	2	3	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	3	3	2
51000	-249.130736055850292	-255.986224006809664	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633508583766343	-1	1	2	2	2	5	3	8	5	6	8	6	8	8	10	11	10	12	11	10	15	11	14	15	13	16	17	16	17	16	17	17	17	17	19	18	19	18	21	18	20	0	1	1	2	2	3	3	10	0	7	10	9	9	9	9	10	0	14	14	10	25	14	18	20	8	8	10	8	26	21	16	23	21	21	30	28	34	33	32	32	29	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	2	2	3	1	2	1	2	2	4	4	5	1	1	3	2	1	1	2	1	1	1	2	1	2
51500	-202.767666845125746	-209.623154796085117	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794298942544020	0	4	4	2	3	7	4	5	6	8	7	8	9	9	9	12	10	10	12	12	14	14	13	14	14	15	16	15	16	15	16	17	16	18	19	18	18	20	21	21	21	0	1	4	1	1	2	5	7	0	11	8	9	9	9	12	10	0	14	18	10	16	19	18	20	20	20	21	24	25	16	25	23	25	27	34	29	31	33	23	32	29	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	3	1	3
52000	-210.627053116770469	-217.482541067729841	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697775675174467	1	3	3	2	4	5	5	7	6	8	8	8	9	9	10	12	10	12	11	11	14	14	14	13	13	15	16	16	15	16	15	17	17	18	18	18	19	19	21	20	21	0	1	1	1	3	2	5	7	0	8	8	9	9	9	12	10	0	14	14	10	16	14	14	20	8	20	16	26	20	21	25	23	30	21	25	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	3	1	3	2	2	1	2	1	1	2	1	2	2	1	2	1	2	2	2
52500	-200.591946884496423	-207.447434835455795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.858869910903246	0	2	2	1	4	6	5	8	6	6	7	8	8	9	9	10	10	11	12	13	14	13	14	14	12	16	15	15	16	16	16	18	17	17	19	18	19	19	22	20	21	0	1	1	1	3	3	5	10	0	7	10	9	9	9	12	10	0	14	14	8	25	19	14	20	11	20	21	20	24	21	25	23	30	27	34	29	31	33	40	32	29	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	3	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	3
53000	-206.871645324593032	-213.727133275552404	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740104070413785	0	2	3	2	4	6	3	7	6	7	5	8	9	9	9	9	11	11	13	12	15	13	14	15	12	15	16	15	17	16	16	17	17	18	19	17	19	19	22	20	21	0	1	1	1	3	2	1	11	0	11	5	9	9	9	12	8	0	14	14	11	25	14	19	20	8	20	25	20	24	21	25	23	27	30	21	24	31	33	40	32	36	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	4	2	1	1	2	2	1	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2
53500	-207.840829132353150	-214.696317083312522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520533651735316	0	4	3	3	3	6	4	8	6	7	8	7	10	9	9	12	10	11	13	13	14	13	13	14	12	15	15	15	18	16	16	17	17	17	20	18	18	20	21	20	21	0	1	1	1	1	4	5	7	0	7	7	9	15	9	9	11	0	14	14	10	25	15	18	8	11	20	21	20	26	21	25	23	30	21	34	24	31	33	32	23	36	1	2	2	1	1	1	1	2	1	2	2	1	1	2	2	2	1	1	2	2	1	2	1	3	2	1	1	1	2	1	2	2	1	1	2	2	1	2	2	3	2
54000	-204.844132585782859	-211.699620536742231	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686158182274050	0	2	3	2	2	6	5	6	6	8	8	7	9	9	10	10	10	10	13	12	14	13	14	14	13	15	16	16	17	15	16	18	17	18	19	18	19	19	21	19	21	0	1	1	1	1	2	3	7	0	8	8	9	9	12	12	7	0	14	18	11	8	18	19	20	11	20	30	20	26	25	30	23	30	27	30	29	31	33	40	22	29	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	4	2	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	1	3	2
54500	-200.271569252427042	-207.127057203386414	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752622645472337	1	3	3	3	3	6	5	6	5	8	8	8	9	9	10	10	10	11	12	13	14	14	14	14	13	16	17	15	17	15	15	18	18	16	19	17	18	20	20	21	22	0	1	1	1	1	3	5	7	0	8	8	9	9	9	12	10	0	14	18	16	25	18	18	20	10	24	30	24	26	25	25	23	25	21	27	24	31	33	23	39	36	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	2
55000	-211.781278531690475	-218.636766482649847	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701588792119816	0	2	3	2	2	5	4	6	5	7	8	6	7	9	9	11	11	12	12	12	13	13	13	14	13	14	16	15	16	15	16	17	17	16	18	18	18	19	21	21	20	0	1	2	1	1	3	5	7	0	8	8	9	9	9	12	8	0	14	14	11	16	14	19	20	10	25	25	24	24	16	21	23	34	21	34	29	31	33	32	32	29	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	2	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	2	2	2
55500	-238.379293448247608	-245.234781399206980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642291394553425	0	3	2	2	3	6	5	8	6	8	8	8	9	9	10	12	8	11	12	12	14	13	14	13	12	16	16	16	16	14	15	18	18	17	20	19	18	17	20	20	20	0	1	1	1	1	3	5	7	0	7	7	9	9	9	12	8	0	14	18	11	16	19	19	10	10	20	30	24	24	20	10	23	30	30	37	11	31	27	32	32	29	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	1	3	1	1	2	2	3	2	1	2	1	2	2	2	3	2	1	5	2	1	1	1	1
56000	-190.226749370179732	-197.082237321139104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.787420310457146	1	3	3	3	4	6	4	6	6	7	7	9	8	8	8	11	9	9	13	12	14	14	14	13	13	15	16	15	17	15	16	18	17	18	19	18	17	19	21	20	21	0	1	1	1	2	2	2	7	0	8	8	15	9	9	9	8	0	14	14	8	25	14	19	16	16	16	21	24	26	25	30	23	30	30	30	29	31	33	23	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	3	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2
56500	-211.490628788920759	-218.346116739880131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704781669888259	0	3	3	2	2	5	4	7	6	8	7	8	8	10	9	11	11	11	12	11	13	14	14	14	13	15	16	14	17	15	15	17	16	17	18	18	18	19	21	18	21	0	1	1	1	1	3	5	7	0	7	7	9	9	9	12	8	0	14	18	10	10	19	18	20	10	24	21	21	24	25	21	23	30	21	30	20	31	33	32	23	29	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	2	3	1	2	1	2	1	2	1	2	1	1	1	1	2	1	4	2	2	2	2	1
