step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
5000	-447.958777586358224	-446.309412660324313	-1.649364926033903	0.000014368136763	0.000021159173000	1.472645573225025	0.692903849810011	2	1	3	4	4	5	5	6	6	5	6	6	9	7	10	6	6	8	8	8	7	10	8	9	10	9	11	12	9	13	11	10	12	11	10	13	11	10	12	12	12	13	10	12	11	12	13	14	14	14	13	13	14	15	14	14	15	15	16	16	18	16	17	18	17	18	19	22	20	22	24	2	0	1	1	1	3	3	3	4	4	6	3	5	11	23	3	10	7	9	10	6	14	16	12	5	21	12	15	8	45	21	14	43	20	17	25	26	19	26	27	45	32	23	38	38	22	25	25	39	42	32	43	39	41	44	25	42	47	53	42	47	36	60	59	43	62	63	61	63	67	69	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	2	4	1	2	1	2	2	1	2	1	1	3	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	1	4	1	1	2	2	2	2
5500	-426.231815460140524	-424.705486134133594	-1.526329326006913	0.000019542262062	0.000022856394052	1.169587941224813	0.659630960042799	2	1	3	3	4	5	4	6	6	6	6	6	9	7	9	7	7	8	9	8	7	10	8	10	11	8	9	11	10	13	11	9	11	10	10	13	10	11	12	11	13	12	12	13	12	13	13	14	14	13	13	13	13	14	15	12	15	15	15	17	18	15	17	17	19	17	19	22	19	21	23	2	0	2	2	1	3	3	3	4	4	6	6	5	6	16	3	10	7	4	10	6	14	16	18	13	21	12	15	8	45	21	14	23	20	17	25	26	19	26	27	45	32	23	38	38	32	25	56	39	32	22	33	39	41	44	13	51	47	53	42	47	36	51	59	43	62	63	61	63	67	69	1	1	1	1	1	1	1	2	2	2	1	1	3	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	2	2	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	3	1	1	3	1	2	2
6000	-398.668681882157387	-397.297897145091724	-1.370784737065648	0.000046233596402	0.000031423764287	0.679673802872577	0.663486960037681	2	1	3	4	4	4	6	7	5	6	5	6	8	6	10	5	7	9	6	8	7	8	8	9	10	9	8	12	9	14	10	9	12	10	10	13	10	10	11	11	13	12	10	13	12	13	13	13	14	13	12	12	13	14	14	12	15	14	15	16	17	16	16	17	19	19	18	20	21	21	23	2	0	2	1	1	3	3	3	4	4	6	3	5	6	16	3	10	7	4	10	11	14	16	4	5	21	12	15	8	45	21	22	43	20	17	25	26	19	26	27	45	32	23	38	38	32	25	56	39	51	32	43	39	41	38	25	32	47	53	42	47	36	46	59	33	62	63	61	63	67	63	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	2	1	1	2	2	1	2	1	2	1	2	1	2	1	2	1	1	2	1	2	1	2	3	2	1	2	2	2	3
6500	-432.426081788872125	-430.992898187244123	-1.433183601628008	0.000075840892701	0.000026860034577	0.354162953788015	0.672601969019897	2	1	3	4	3	5	5	7	7	5	4	6	8	7	10	6	7	6	7	8	7	9	8	10	10	10	9	11	8	13	11	10	11	11	9	12	9	11	12	12	12	11	10	12	10	12	12	12	14	14	13	14	13	15	14	14	15	14	15	15	17	16	17	17	18	19	18	20	19	22	23	2	0	2	1	2	3	5	3	18	5	3	3	5	11	23	3	10	7	5	10	6	6	8	22	13	37	8	15	3	45	14	22	43	20	17	13	21	45	31	27	45	32	3	38	19	32	25	25	39	46	22	43	39	41	45	5	32	47	39	42	36	36	51	59	43	62	63	61	60	67	69	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	2	1	1	2	1	3	2	1	1	1	1	3	2	1	2	2	4	2	2	2	2	2	2	3	1	3	1	1	2	2	3	2
7000	-435.095500224392538	-433.593719194421112	-1.501781029971435	0.000146442040923	0.000042967929429	0.293412527972118	0.659754167930959	1	-1	3	4	2	5	5	6	3	7	6	6	9	7	9	5	6	8	8	8	7	9	8	9	11	8	9	11	8	13	10	7	11	10	10	13	11	10	13	10	13	12	12	13	10	12	13	14	13	13	11	14	14	13	12	11	15	15	15	15	17	17	17	17	16	19	17	22	20	21	24	2	0	1	5	2	5	3	3	1	17	6	3	19	11	16	9	5	7	8	10	6	16	8	8	2	21	12	16	6	45	21	3	15	20	17	13	31	19	31	27	45	22	33	38	19	14	13	47	26	42	14	43	49	25	38	13	51	36	31	42	36	36	42	59	43	62	57	61	63	67	70	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	5	1	1	2	1	2	2	2	1	1	2	2	1	1	2	1	2	2	1	2	1	3	2	1	2	1	2	1	1	1	1	1	2	1	2	2	2	2	2	1	2	1	1	2	1	2	2
7500	-410.870369075082522	-409.443171745114228	-1.427197329968291	0.000139824109330	0.000050525735492	0.361352099678904	0.707701997523907	2	1	3	4	3	5	6	5	6	7	4	7	10	6	9	5	6	7	8	8	7	9	8	9	11	9	10	12	9	14	10	9	10	10	10	12	11	12	13	10	13	12	11	13	12	13	12	13	14	13	12	15	14	14	14	14	15	14	16	16	17	16	17	17	18	19	18	21	20	22	23	2	0	1	2	2	11	8	3	4	17	3	6	9	6	23	3	4	7	12	10	6	23	16	18	29	21	12	15	8	45	21	23	18	20	17	25	26	24	26	11	45	32	40	38	40	42	13	25	40	22	32	43	26	41	38	25	46	47	53	42	47	56	57	39	43	56	42	61	65	60	69	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	3	1	2	1	1	1	1	1	1	2	3	2	2	1	1	1	2	1	1	1	2	2	1	1	3	4	2	3	2	1	3	1
8000	-442.094068228159813	-440.664805019227686	-1.429263208932100	0.000130030964917	0.000046657626020	0.358819347759826	0.669185090920444	2	1	3	4	4	6	5	6	7	5	5	7	9	7	9	6	7	9	8	8	6	9	7	9	11	8	10	11	10	13	10	9	11	10	10	13	10	11	11	11	12	12	11	13	10	12	13	12	13	14	12	15	14	14	15	11	16	15	15	17	17	17	18	17	18	17	19	22	21	21	23	2	0	2	2	1	11	3	5	4	4	3	8	7	6	16	1	10	12	8	10	11	16	3	12	12	21	12	15	8	45	21	3	13	20	17	13	21	45	26	27	45	23	7	38	13	9	25	56	31	32	12	33	32	41	38	13	50	47	49	32	47	30	57	53	33	36	57	61	63	67	69	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	2	1	2	2	1	2	1	1	1	2	2	2	4	1	1	1	2	2	1	2	1	1	2	4	1	1	2	1	1	2	2	2	2	3	2	2	1	1	1	1	3	2	3	1	2	3	2	1	3	2	2	2
8500	-432.614082380063167	-431.045493447520982	-1.568588932542192	0.000133450201875	0.000033969871196	0.254550916515102	0.685903754772620	2	1	4	4	5	6	5	7	3	6	5	6	9	7	8	5	7	8	8	8	7	10	8	9	9	8	10	10	8	10	10	9	10	10	11	12	11	11	12	9	12	12	12	13	13	13	13	13	14	13	11	15	14	15	13	14	16	14	15	16	18	16	17	18	19	19	18	20	18	20	23	2	0	2	9	9	11	3	3	2	4	3	3	5	11	3	3	10	7	8	10	11	32	16	6	5	21	40	15	8	19	21	14	3	10	17	25	26	30	26	12	38	22	33	30	30	51	25	13	26	51	22	24	39	41	38	36	51	25	39	42	62	48	51	49	43	62	51	47	57	60	63	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	1	2	1	2	1	1	1	1	2	1	1	2	1	3	1	1	2	2	1	1	1	2	2	2	2	1	2	3	2	3	2	3	2	1	2	3
9000	-435.995452507610196	-434.508981469747653	-1.486471037862531	0.000133957493190	0.000040789601649	0.304496603193358	0.584663359937696	1	0	3	4	5	6	5	6	6	6	4	7	8	6	9	7	7	9	9	8	7	9	8	10	10	9	9	12	10	14	9	9	10	10	9	12	10	12	12	12	11	12	12	13	12	13	12	13	14	14	13	13	14	15	14	14	15	14	15	16	15	16	17	17	17	19	18	21	20	21	23	2	0	2	2	4	11	11	11	1	4	2	3	5	3	16	14	10	7	16	10	3	6	1	7	13	21	23	15	8	45	21	6	23	20	17	25	26	41	26	12	19	22	6	38	19	22	9	36	26	46	42	29	39	45	44	48	42	36	53	42	25	36	60	59	52	36	14	66	57	57	67	1	1	1	3	1	1	1	1	3	1	2	2	2	2	2	1	1	2	1	1	2	1	3	3	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3	3	1	2	1	1	2	1	2	1	1	2	1	1	2	3	3	1	1	2	3	5	1	3	3	2
9500	-498.746954096451475	-497.165225103182308	-1.581728993269181	0.000246266703696	0.000061134139345	0.248243625418275	0.545981625360814	2	0	4	3	5	5	6	6	6	7	6	5	9	7	10	7	6	7	9	8	7	9	6	10	10	9	10	10	9	11	11	9	11	10	10	13	11	11	12	11	9	12	11	13	12	12	11	14	14	14	12	14	14	14	15	14	15	15	15	16	17	16	17	18	18	18	18	19	20	21	22	2	0	1	2	1	4	3	3	12	17	6	3	10	11	16	9	4	7	2	10	6	14	3	8	41	21	41	4	3	24	21	14	8	20	17	29	26	41	15	27	9	29	12	41	38	29	5	29	31	32	32	4	43	45	38	43	32	43	53	36	13	36	32	59	60	58	50	25	60	46	51	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	6	1	1	1	1	1	1	1	1	5	3	1	3	1	2	1	2	2	1	1	1	1	2	2	3	2	1	2	3	2	2	3	1	6	2	1	2	1	3	1	1	2	3	2	3	2	1	2	2	5	1	4	4
10000	-486.336271407084780	-484.773639454966144	-1.562631952118648	0.000174052796229	0.000044823830625	0.257530080505443	0.612788351670833	2	1	4	4	5	5	5	6	5	6	5	6	9	6	10	6	7	8	7	9	7	10	8	9	9	10	10	11	8	12	11	9	12	9	11	9	10	11	12	12	13	13	11	13	13	12	13	13	14	13	10	14	14	15	15	13	15	14	14	16	17	16	15	17	18	20	18	20	20	22	22	2	0	1	2	1	3	3	5	1	9	3	3	8	6	23	3	8	7	9	10	14	14	16	8	5	21	4	23	8	51	37	18	18	10	17	18	21	9	18	27	30	46	8	30	30	32	25	38	39	51	1	1	26	41	38	36	32	36	39	46	56	51	52	59	33	61	46	47	32	46	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	3	2	1	1	1	2	1	1	1	2	1	2	2	4	7	2	1	2	2	3	2	1	3	2	2	1	2	2	2	3	3	5	5	1
10500	-518.938162281621430	-517.457674884558173	-1.480487397063289	0.000177551645848	0.000054886598640	0.309130328685727	0.488356960059649	2	1	3	4	4	6	5	7	7	6	5	6	9	7	10	7	7	8	8	9	7	9	8	9	10	9	10	12	10	13	10	9	11	11	9	13	9	11	12	10	11	12	11	13	13	11	12	14	14	12	12	14	14	14	14	12	16	14	15	17	17	16	17	16	19	19	18	20	18	21	24	2	0	2	2	2	11	5	3	6	5	3	3	7	11	19	2	10	7	2	16	11	9	4	23	9	4	18	9	19	41	1	16	11	20	17	13	11	1	26	9	19	14	19	41	23	32	25	25	39	14	32	31	19	13	33	4	32	13	26	32	13	25	32	56	60	62	57	58	32	63	46	1	1	1	2	2	1	1	3	1	1	2	1	2	1	1	3	1	2	3	1	1	1	2	1	2	2	1	4	1	1	5	1	4	1	1	3	2	5	2	2	1	3	2	2	2	1	1	2	1	2	2	2	2	3	1	5	4	3	3	4	4	3	3	2	2	2	2	2	5	2	8
11000	-502.706835352899134	-501.250493546412258	-1.456341806486866	0.000186796487720	0.000061633008717	0.329947363940656	0.417432973187588	2	1	4	5	5	6	6	6	4	6	5	6	9	7	9	6	6	8	7	8	7	8	8	9	9	9	8	11	8	13	11	9	11	9	10	11	11	11	13	12	12	13	11	13	11	13	12	13	14	13	12	14	13	14	14	13	14	14	15	15	17	16	18	16	18	17	19	21	20	20	23	2	0	1	9	2	11	3	3	2	9	3	2	29	11	16	3	5	7	5	10	6	12	5	29	11	5	12	15	6	45	21	23	24	20	17	7	21	1	31	27	4	32	26	19	5	32	36	13	21	32	32	5	25	19	30	25	13	5	39	22	25	46	42	39	54	47	63	62	52	63	67	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	1	3	3	1	1	1	1	2	1	1	1	2	2	2	4	1	2	4	2	1	3	2	2	1	2	4	2	2	4	3	3	1	3	2	5	1	3	4	2	3	1	2	3	1	3	4	2	2
