step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
35000	-177.785771313212280	-176.421534163749413	-1.364237149462879	0.000000299030277	0.000000188896494	0.631696885714465	0.967350624656172	-1	2	1	2	4	6	3	5	4	6	6	7	6	7	8	8	9	8	7	6	10	8	11	8	10	9	10	9	10	10	10	10	10	11	10	11	11	11	12	12	11	12	14	12	13	14	12	14	14	12	15	16	14	14	12	13	14	14	13	16	16	16	16	17	15	17	16	16	17	19	18	18	22	0	1	1	3	7	9	4	7	7	9	9	10	8	20	6	12	19	13	9	7	16	13	17	9	24	22	20	18	16	24	16	24	24	33	12	33	33	27	34	30	26	37	44	30	37	50	35	23	36	32	46	59	32	40	21	33	23	50	55	40	53	46	58	68	48	65	57	57	63	69	62	68	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
35500	-225.836033443383229	-222.198356648716498	-3.637676794666723	0.000000243449292	0.000001997857424	8.206462254644972	0.854031904184223	0	2	2	3	5	5	3	4	6	5	6	5	7	6	8	9	8	8	6	8	8	9	9	7	10	9	9	9	10	9	10	11	10	10	11	11	9	12	13	13	11	12	14	13	13	13	12	12	13	12	13	15	15	15	13	13	14	15	15	17	15	15	15	16	16	17	16	16	17	19	20	21	23	0	1	1	2	7	4	1	2	12	4	12	4	10	10	13	19	5	5	10	19	5	18	21	5	15	24	17	15	26	5	17	27	24	17	30	16	5	18	36	21	37	29	26	50	42	28	16	26	31	16	38	56	46	34	29	35	50	51	44	61	38	55	38	50	58	65	55	63	68	65	69	69	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	4
36000	-224.297852158262600	-222.466862676331459	-1.830989481931134	0.000000102190831	0.000000195676900	1.914818569102344	0.690286371786070	0	2	1	2	4	7	3	6	5	6	7	7	7	7	9	8	8	8	8	9	9	9	10	6	9	10	9	9	10	9	10	10	11	13	10	11	11	11	12	11	11	13	15	14	13	13	14	12	14	12	12	16	13	15	12	13	15	14	14	16	16	14	15	16	17	17	16	18	18	18	19	21	23	0	3	1	1	3	5	3	2	4	9	9	4	24	2	11	8	12	10	5	18	24	6	6	7	14	27	14	11	20	14	19	19	17	36	19	21	22	20	41	21	27	32	45	18	39	15	50	32	38	41	35	59	39	51	18	26	34	29	37	53	47	45	50	58	63	44	42	56	47	67	60	71	72	1	1	1	1	1	2	1	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1
36500	-187.966798839518930	-186.518820709963649	-1.447978129555291	0.000002895352347	0.000000978977137	0.338120207892371	0.945932515099401	0	3	1	3	3	6	3	5	4	6	7	5	5	6	6	9	9	9	7	8	9	8	11	8	8	10	8	11	10	10	11	11	11	13	10	11	11	11	12	12	10	13	16	13	13	14	12	13	14	11	15	15	14	13	13	11	15	15	15	17	15	15	16	16	15	17	16	15	18	18	19	20	22	0	3	1	3	3	12	3	4	4	9	9	5	5	9	9	19	27	11	6	11	11	14	41	11	19	15	10	21	25	24	35	21	20	28	18	18	30	35	18	16	14	23	68	32	40	33	30	36	28	27	53	44	47	39	40	26	44	47	48	42	44	49	46	52	42	62	61	55	65	67	61	70	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
37000	-201.834669987173385	-200.397050812084700	-1.437619175088678	0.000002471319227	0.000000862772132	0.349113996361110	0.844854627141437	0	2	1	1	3	7	3	5	5	7	6	7	6	7	8	9	9	8	7	7	9	9	11	8	9	9	9	11	9	9	11	11	11	11	9	12	12	12	11	13	12	12	15	13	13	14	13	13	14	11	16	14	14	14	13	13	14	15	15	15	16	16	14	16	16	15	16	17	17	19	20	22	21	0	3	1	1	4	8	3	7	5	13	2	8	8	9	11	14	15	13	2	9	6	13	30	13	13	14	11	21	10	14	22	14	17	22	18	31	34	31	26	23	24	6	48	33	32	41	33	23	41	15	42	41	36	28	42	23	28	40	46	38	63	41	17	49	59	28	59	62	66	68	43	44	71	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	2	4	1
37500	-177.930853229287891	-176.435223509820474	-1.495629719467431	0.000001481210060	0.000001615091187	1.090386320160286	0.974323079118197	0	3	2	2	3	4	4	5	6	5	6	7	6	5	8	9	9	8	7	7	8	10	10	8	10	9	9	10	11	8	10	11	10	12	10	12	11	12	11	12	11	13	16	13	13	11	14	13	15	13	15	14	13	12	13	13	14	14	14	17	15	15	13	16	17	17	15	15	17	19	20	21	23	0	3	1	1	1	5	4	6	7	5	7	13	6	3	9	24	30	13	8	13	19	17	12	20	18	30	20	15	27	12	16	16	21	41	17	25	26	26	28	23	30	46	51	32	36	31	40	54	45	46	42	44	27	46	29	32	54	45	38	49	59	45	29	68	47	61	50	44	47	43	65	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
38000	-163.491982003454041	-161.766166709977739	-1.725815293476314	0.000000560094073	0.000000928509544	1.657774271426828	0.991410984024801	0	2	2	2	4	6	3	5	5	6	7	7	6	6	9	7	8	9	7	9	8	10	11	8	9	8	9	10	11	10	11	10	11	12	9	11	11	12	12	12	11	12	14	13	13	14	14	13	14	12	12	16	14	14	14	13	15	13	15	17	16	15	14	16	16	17	17	18	18	20	18	21	23	0	1	1	1	2	3	3	5	3	5	13	9	5	5	16	5	6	9	8	14	6	17	25	16	10	12	26	18	25	26	35	27	22	31	21	35	27	37	31	28	27	30	34	29	39	45	42	32	29	30	32	55	38	34	45	30	48	51	49	59	46	48	38	46	46	64	49	62	61	66	61	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
38500	-193.762177317109547	-192.401214050913808	-1.360963266195748	0.000000034340452	0.000000019966804	0.581436823326600	0.984472084011251	0	1	1	3	4	5	3	4	5	6	7	5	7	6	8	9	5	7	8	9	7	7	11	8	10	9	8	9	11	9	11	10	10	11	9	9	11	9	12	13	12	12	16	13	14	14	13	13	12	12	15	16	14	14	13	14	13	13	14	16	17	15	15	16	15	18	16	18	18	19	20	21	20	0	1	1	3	3	4	1	4	7	17	4	7	9	12	13	21	7	10	12	13	12	6	28	14	11	18	6	13	20	27	26	18	36	30	14	22	35	14	20	39	29	32	51	35	44	41	34	37	31	31	54	48	37	50	31	50	41	23	39	46	65	47	31	58	55	43	54	56	43	43	69	73	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39000	-176.377555551860667	-174.645700716162338	-1.731854835698337	0.000000291484475	0.000000487486469	1.672426871357024	0.968065316359947	0	2	1	2	4	7	4	6	4	6	6	6	6	7	8	9	8	8	7	8	8	9	10	9	8	10	8	11	10	8	9	11	10	13	10	11	11	11	12	11	12	13	16	14	13	14	13	13	14	12	16	15	13	14	13	12	13	14	15	15	16	15	14	15	16	17	15	18	17	18	20	21	24	0	1	1	1	4	13	3	9	2	5	7	5	5	11	10	25	8	14	13	5	19	25	17	19	6	17	8	22	25	14	30	30	15	36	25	22	26	30	35	16	26	33	34	42	40	26	56	32	33	29	67	42	29	45	23	23	36	40	47	57	49	42	38	48	44	61	34	69	61	66	70	69	71	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39500	-170.339143139729771	-168.888836181032445	-1.450306958697319	0.000000520325295	0.000000174718049	0.335786191741868	0.985152058230458	0	2	2	3	4	6	3	5	5	6	5	6	7	7	8	9	8	7	6	9	9	8	10	8	10	10	9	10	11	10	10	11	11	11	9	10	12	12	13	12	12	12	16	12	13	14	13	12	14	11	14	14	15	15	12	13	15	14	16	16	16	16	13	16	13	17	16	16	17	17	18	20	23	0	1	1	2	2	8	2	7	4	5	7	9	11	6	6	13	9	8	11	12	18	12	22	10	24	24	15	24	26	10	17	20	20	27	18	15	25	36	48	36	28	36	49	31	33	55	42	21	56	27	45	63	63	49	23	33	45	55	57	39	49	56	55	52	34	43	39	39	61	43	43	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-161.100397818785467	-159.026146424064166	-2.074251394721309	0.000001044940521	0.000002650078720	2.536104848212905	0.999625072797891	0	2	1	2	4	7	4	6	5	6	6	6	6	7	8	8	7	8	8	8	7	9	10	8	9	9	10	9	9	9	11	10	11	12	10	11	11	12	12	13	11	12	15	13	13	13	12	13	14	12	13	15	15	14	13	13	14	15	16	14	16	14	15	16	16	18	16	16	17	18	18	20	23	0	3	1	1	4	5	4	9	7	5	9	7	5	5	6	14	7	14	14	10	12	8	16	9	6	21	25	16	21	24	29	30	29	23	24	24	19	25	23	39	28	28	51	38	42	39	32	39	42	32	47	34	47	34	36	32	44	48	52	50	62	38	44	52	57	67	57	57	53	65	64	66	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-195.504169809125955	-194.142730491049861	-1.361439318076101	0.000000158919241	0.000000094581100	0.595151970587803	0.900887803751732	0	2	2	3	4	7	3	4	5	5	6	6	7	6	7	8	9	9	8	8	10	9	9	9	10	9	9	10	10	8	10	10	10	12	10	12	12	12	12	12	11	13	15	12	13	12	14	13	14	12	13	15	14	14	13	14	14	14	14	15	16	14	16	17	16	17	16	17	18	18	20	21	21	0	1	1	2	2	9	2	3	8	4	8	2	5	8	8	9	6	4	10	13	16	15	30	16	13	6	19	16	23	15	24	16	26	18	30	21	33	33	35	31	23	36	38	35	28	29	48	31	38	21	46	44	51	44	34	44	35	45	25	44	60	51	45	44	56	28	43	62	63	67	69	65	70	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1
41000	-210.713061959588458	-209.244988934627770	-1.468073024960691	0.000000055156586	0.000000056068745	1.016537614105480	0.795642110610094	-1	2	0	2	4	7	3	5	5	5	5	6	7	7	9	9	7	9	7	9	9	9	10	9	9	9	9	10	10	8	10	11	10	13	10	11	10	11	12	12	12	12	16	14	12	13	12	13	13	11	16	14	14	15	13	14	14	14	16	16	17	16	15	15	17	17	15	17	18	19	17	21	22	0	3	1	3	2	11	4	4	7	7	2	10	8	8	13	13	5	14	5	5	14	17	19	17	13	14	4	25	22	12	30	21	18	39	17	20	26	18	24	16	22	23	36	29	29	39	35	37	38	24	64	34	16	57	32	22	47	37	58	44	42	52	49	52	49	51	45	67	67	44	57	51	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	3	1	1	3	1	2	1	1	3	1	1	1	1	1	1	1	2	2	1	2	2
41500	-183.707321297092562	-182.340709820438320	-1.366611476654239	0.000001326018952	0.000000660532765	0.498132220928782	0.902958032329714	0	2	2	2	5	6	2	4	4	6	6	6	6	7	8	7	9	8	7	8	9	10	10	7	9	8	10	10	9	10	11	9	10	13	10	12	12	12	12	13	11	12	16	13	14	14	14	12	14	12	15	15	14	13	13	13	14	14	15	16	16	14	15	16	16	18	16	18	18	18	17	19	23	0	1	1	1	9	9	1	4	4	5	5	8	9	7	12	5	14	12	5	6	14	12	15	6	16	10	10	15	24	26	17	14	13	41	19	35	23	31	28	23	15	33	49	41	56	31	54	22	48	15	56	56	37	36	23	37	42	41	55	49	52	54	57	62	47	45	52	57	61	65	44	67	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
42000	-187.465457168418482	-186.104617868296430	-1.360839300122053	0.000000313190189	0.000000179299787	0.572494903059778	0.960179989114259	0	3	1	2	3	6	4	5	4	5	7	6	7	7	7	7	7	9	8	7	8	9	10	8	9	10	9	11	10	9	10	10	11	13	10	11	11	11	11	13	11	12	15	12	13	14	13	14	13	12	14	15	14	15	12	11	12	13	15	16	15	15	14	15	14	16	16	15	17	18	19	21	23	0	3	1	1	3	9	3	4	4	2	5	9	7	6	9	8	8	17	10	8	11	11	14	7	16	6	13	29	21	20	15	13	24	41	14	35	21	27	32	31	24	26	40	32	37	44	50	44	39	33	28	49	57	58	35	18	25	28	40	46	55	39	57	50	37	61	54	63	65	59	70	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42500	-195.273303441547199	-193.109517656690514	-2.163785784856694	0.000001752039421	0.000000204789116	0.116886135107708	0.961892836246545	0	3	2	3	4	7	3	5	5	6	7	6	5	5	9	8	8	7	8	8	8	8	11	9	10	8	10	9	10	9	10	10	11	12	10	11	11	11	13	13	12	12	15	12	13	13	12	14	14	11	14	13	13	14	13	14	14	14	16	16	16	15	14	16	15	18	16	18	17	20	18	21	22	0	3	1	3	3	4	1	7	2	2	9	7	7	5	14	9	12	5	14	13	12	11	28	19	30	18	26	26	18	20	21	28	27	29	26	24	27	29	44	23	38	33	57	32	25	42	50	15	25	24	34	34	28	29	36	33	44	33	57	56	39	52	52	65	46	59	58	64	59	68	60	59	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1
43000	-226.919916780699225	-225.027562605593829	-1.892354175105399	0.000000095884692	0.000000198233726	2.067417872580098	0.727194556000317	0	2	1	2	2	6	3	6	6	7	7	5	4	7	7	8	8	8	7	8	10	9	11	9	9	10	8	10	10	8	10	10	11	12	10	11	11	11	12	12	11	12	15	14	14	14	13	13	14	13	13	15	14	14	12	13	15	14	16	16	16	15	15	17	16	17	14	18	17	19	19	20	23	0	3	1	1	3	12	5	13	7	8	9	4	7	9	2	14	12	8	12	14	30	14	20	30	20	24	8	8	9	11	22	19	35	22	27	35	26	16	21	28	18	26	54	56	51	31	20	31	33	24	41	44	42	28	33	31	23	36	50	18	32	34	50	62	47	62	28	57	43	64	60	38	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	4	3	1	1	1	2	1	1	2	1	1	2	4	2
43500	-196.669610621735472	-195.115098933456949	-1.554511688278531	0.000001481178139	0.000001837333184	1.240453890020260	0.883312674438986	0	3	1	2	4	7	3	5	4	5	6	6	6	6	8	9	9	7	7	6	10	10	10	8	8	10	10	11	11	7	11	10	10	13	11	12	11	11	12	12	10	12	15	14	14	13	13	12	15	12	15	15	12	14	12	13	14	15	15	15	16	15	13	14	16	17	17	17	17	19	20	19	23	0	3	1	1	4	11	1	2	3	5	5	8	8	4	10	18	6	11	10	8	15	25	17	14	20	25	15	16	16	20	16	11	15	42	17	31	41	17	38	38	12	38	35	53	48	42	22	37	34	23	55	44	32	23	23	21	36	56	54	63	53	54	22	47	45	58	34	52	59	52	67	68	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1
44000	-230.143246275748652	-227.955615722329640	-2.187630553419015	0.000000008970545	0.000000025504366	2.843123444521725	0.788590488430185	0	2	2	2	4	5	3	4	6	7	7	6	6	5	8	8	8	8	7	8	10	10	11	8	9	7	8	10	9	9	10	9	9	9	10	12	11	10	12	12	11	11	14	14	13	13	14	13	15	12	16	15	13	13	12	13	14	14	14	16	16	16	15	17	17	15	17	17	18	18	19	21	24	0	1	1	1	3	7	3	3	8	5	14	2	8	2	10	6	19	26	5	9	15	30	24	10	9	6	12	25	16	19	27	16	18	13	27	42	31	30	29	31	26	33	53	2	42	31	23	38	36	31	53	47	40	30	15	28	45	11	50	47	66	52	39	36	49	37	56	46	63	68	68	68	64	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	5	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2
44500	-193.318477740856224	-191.753535900611666	-1.564941840244557	0.000000773480559	0.000000979508842	1.266365173508935	0.955394023340900	0	2	1	2	3	6	4	5	5	6	5	5	4	6	9	7	8	9	8	8	8	10	10	8	8	7	9	9	11	10	10	11	11	13	8	12	12	11	12	12	12	12	14	14	13	12	14	14	15	12	15	16	15	13	13	11	13	13	16	16	17	14	16	16	17	17	15	17	19	18	18	21	23	0	1	1	3	1	12	3	5	13	13	5	5	4	13	11	8	6	21	12	10	6	18	20	16	9	13	16	20	18	19	19	28	20	31	14	23	27	24	23	30	23	27	37	30	36	29	34	46	56	31	33	54	45	38	56	17	42	56	55	51	59	37	62	62	51	55	42	54	65	53	52	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-193.422264883559279	-191.861949873437169	-1.560315010122117	0.000001728113986	0.000002168590524	1.254888589884742	0.985588775911386	0	2	2	2	4	6	4	5	4	5	6	6	6	7	8	8	8	8	8	8	9	9	9	7	10	10	9	10	11	10	10	11	10	11	11	10	12	10	12	12	12	12	16	13	13	13	14	13	14	11	15	15	14	14	11	13	14	14	15	14	13	15	15	17	16	18	13	17	18	18	20	21	23	0	1	1	1	4	9	2	4	2	4	9	9	7	8	6	12	6	5	6	12	16	20	11	5	15	20	18	14	25	15	14	22	21	28	19	19	29	27	27	26	33	20	42	50	27	35	40	42	42	23	44	56	35	42	20	16	48	40	56	42	41	47	44	62	57	62	35	62	65	53	69	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
45500	-176.603521450708143	-175.038933109626640	-1.564588341081501	0.000000446173498	0.000000114462705	0.256543039115037	0.984521356580728	0	2	1	3	5	5	3	6	5	7	6	7	6	7	8	9	8	7	8	8	9	10	11	7	9	9	8	11	11	8	9	10	11	13	10	12	12	10	12	11	10	12	15	13	14	13	13	13	14	11	13	15	14	13	14	14	15	14	15	16	16	16	16	16	15	17	16	17	18	18	17	22	21	0	1	1	3	7	4	2	7	2	6	7	5	7	6	14	14	13	6	10	12	17	31	17	6	24	12	18	38	17	24	13	31	38	38	24	22	29	17	16	35	30	22	44	42	37	39	40	33	46	31	22	46	51	40	34	42	49	42	55	65	65	58	57	55	44	49	56	63	66	49	47	73	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-189.531590477168265	-187.176602710034700	-2.354987767133578	0.000000035088877	0.000000116510089	3.320427991662656	0.961067682644490	-1	2	0	2	4	6	4	5	6	6	5	6	4	6	7	8	8	8	7	7	9	7	8	8	9	9	9	8	11	9	9	11	10	11	10	11	12	11	13	13	12	13	16	13	10	13	13	14	14	12	15	15	14	15	14	14	14	13	15	16	16	14	15	16	17	18	15	17	19	16	18	20	22	0	3	1	3	4	5	4	5	13	8	4	8	4	5	14	19	10	19	8	6	14	11	20	14	19	19	28	19	31	12	23	27	23	30	31	35	30	33	34	50	45	27	56	38	28	36	31	37	42	45	42	46	39	44	27	38	36	29	40	48	56	32	46	51	54	65	49	43	65	55	52	64	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
46500	-169.420432128434499	-167.754049327223129	-1.666382801211363	0.000000770537643	0.000000165244517	0.214453528901299	0.991767538191588	0	2	2	3	4	6	4	4	5	6	7	7	7	5	6	8	8	8	7	7	9	7	10	8	8	9	9	9	9	9	10	10	10	13	10	11	11	11	13	12	11	13	16	13	14	12	13	11	14	12	14	15	14	13	12	12	14	15	15	16	17	15	15	15	15	17	14	17	17	19	19	21	23	0	1	1	1	2	8	2	3	7	7	14	14	14	3	9	13	13	6	10	14	19	9	26	14	19	19	16	24	25	22	20	16	16	37	11	33	29	23	41	38	23	41	49	56	56	26	37	23	41	37	40	23	37	38	38	37	46	54	47	67	43	54	57	42	51	43	36	52	49	69	68	66	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47000	-190.469298795977522	-189.004148485125825	-1.465150310851701	0.000000434312953	0.000000438002495	1.008495123607219	0.962825899543403	0	3	1	3	3	6	4	5	5	6	7	7	6	5	9	8	7	8	7	9	9	10	11	8	8	10	10	10	10	8	9	10	10	13	10	12	11	11	12	13	12	12	15	10	13	13	12	13	13	11	16	15	14	13	13	12	14	15	15	17	15	15	15	15	15	17	16	16	19	19	16	21	24	0	3	1	1	3	8	4	2	7	5	5	14	9	5	16	13	9	10	6	25	24	20	22	13	10	16	16	30	25	10	13	16	19	41	30	16	32	26	50	38	33	31	41	18	33	20	26	35	47	30	43	54	18	39	39	27	55	45	40	43	48	42	57	26	54	63	65	62	66	68	64	70	72	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
