step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26
5000	-195.182716905368977	-202.038204856328349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586083859451556	4	6	7	11	9	8	9	7	5	7	12	9	11	11	15	17	20	18	19	21	18	20	21	23	23	27	0	1	1	3	10	1	3	1	1	1	0	2	2	5	13	0	21	15	12	19	16	12	16	20	23	25	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	4	2	1	5	3	1	1	3
5500	-179.568907865729898	-186.424395816689270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535791971063402	4	5	9	11	9	8	10	6	8	7	11	9	12	13	15	16	19	18	17	21	20	19	21	23	23	28	0	1	1	1	10	1	3	1	1	1	0	2	12	10	13	0	16	15	4	19	17	12	21	20	17	25	1	1	2	4	1	2	1	1	2	2	1	2	2	3	2	1	2	2	3	2	1	5	1	1	2	2
6000	-191.211276987129565	-198.066764938088937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755208001353272	3	6	8	11	9	8	8	8	8	8	13	10	11	13	13	17	20	18	18	20	19	20	21	23	23	27	0	1	2	7	10	1	1	2	1	1	0	7	12	5	13	0	21	15	12	19	16	12	17	19	23	23	1	1	1	2	1	1	3	1	3	1	1	1	1	2	1	1	1	3	3	1	1	5	1	2	1	3
6500	-174.246618647252632	-181.102106598212004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625096681732845	3	5	7	11	9	7	9	8	9	8	12	10	12	13	14	18	19	18	18	20	20	20	21	22	23	27	0	1	1	12	10	1	3	1	6	1	0	2	2	5	13	0	16	15	12	19	17	12	17	20	23	25	1	1	2	1	1	3	2	3	1	3	1	3	3	1	1	1	1	2	4	2	1	7	1	1	1	2
7000	-181.088498703553029	-187.943986654512400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517015470217556	3	5	8	12	10	9	10	9	8	9	13	10	12	12	14	17	19	17	19	20	20	20	21	22	23	29	0	1	2	9	10	9	3	1	1	1	0	2	3	10	13	0	16	15	12	19	16	12	17	20	17	25	1	1	2	2	1	1	1	2	3	4	1	2	2	1	1	1	1	2	3	1	1	6	1	2	2	2
7500	-194.893324942420037	-201.748812893379409	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519831445073790	4	5	9	11	10	8	7	9	6	9	12	9	9	11	15	18	20	17	19	20	19	18	20	23	24	28	0	1	7	7	10	1	1	1	1	1	0	7	2	10	13	0	21	15	12	22	16	12	21	20	17	25	1	1	1	2	1	2	1	2	1	2	1	2	2	1	3	1	1	2	6	1	1	5	1	2	3	2
8000	-196.155552412720226	-203.011040363679598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541869926212369	4	6	9	11	9	9	7	8	8	8	12	10	11	13	14	17	20	18	19	21	18	18	19	22	23	27	0	1	7	10	10	9	1	1	1	1	0	2	2	10	13	0	23	15	12	19	16	12	21	19	21	25	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	2	4	1	1	4	1	2	2	4
8500	-190.170007375280591	-197.025495326239962	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614392042740385	4	5	8	10	10	7	9	9	9	9	13	11	12	14	14	17	20	18	18	20	18	20	19	21	22	28	0	1	1	2	10	1	1	2	3	3	0	4	4	10	13	0	23	15	12	19	16	4	21	20	17	25	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	5	1	1	1	3
9000	-200.140921128276318	-206.996409079235690	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684361580133850	4	5	8	10	9	8	7	9	8	8	12	10	11	14	15	16	20	18	17	20	17	20	19	22	23	28	0	1	7	1	10	1	2	6	2	1	0	6	2	5	13	0	23	15	12	19	16	12	21	20	23	23	1	1	1	2	1	2	1	1	2	3	1	1	2	2	2	1	1	1	3	2	1	4	1	1	2	5
9500	-180.445167264244390	-187.300655215203761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684769800541154	3	5	9	11	9	7	7	7	7	8	12	9	11	13	15	17	20	19	18	20	18	20	19	22	22	27	0	1	7	12	10	1	2	1	1	1	0	2	12	5	13	0	23	15	12	19	16	12	21	19	17	23	1	1	1	1	1	2	1	2	2	2	1	2	1	2	2	1	1	1	3	1	1	4	1	2	1	2
10000	-173.925000183108835	-180.780488134068207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571168957547811	4	6	7	11	10	9	9	7	7	9	12	10	11	13	13	17	20	18	17	20	18	18	19	23	24	28	0	1	1	1	10	9	3	1	1	1	0	2	2	10	13	0	23	15	12	19	16	19	21	20	23	25	1	1	1	3	1	1	1	2	1	3	1	2	3	2	1	1	1	3	3	2	1	1	1	1	2	2
10500	-164.959384491472804	-171.814872442432176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613338951351705	4	6	8	11	10	8	10	8	7	9	12	10	11	12	14	17	20	18	19	21	18	21	19	22	23	29	0	1	1	12	10	9	3	1	1	1	0	2	2	5	13	0	23	15	12	19	16	19	21	19	17	25	1	1	2	1	1	1	1	2	2	2	1	2	2	1	3	1	1	2	3	1	1	1	1	2	2	3
11000	-192.277234394522509	-199.132722345481881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567025425432024	4	6	10	11	9	7	9	8	8	8	12	11	10	14	13	15	19	17	17	20	17	19	20	21	24	28	0	1	7	1	10	1	2	1	2	1	0	2	2	10	4	0	21	15	12	19	16	19	17	12	23	25	1	1	1	5	1	1	2	1	1	2	1	4	2	4	1	1	1	2	2	2	1	1	1	5	2	3
11500	-175.846885529977214	-182.702373480936586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593758716782851	4	5	10	11	10	8	9	8	7	7	12	10	11	13	14	17	19	16	18	20	20	20	21	21	21	28	0	1	7	1	10	1	1	1	1	1	0	2	2	5	13	0	16	15	12	19	16	19	17	20	17	25	1	1	1	2	1	2	2	1	1	2	1	3	4	2	2	1	1	1	4	1	2	1	2	1	1	3
12000	-176.298200586682441	-183.153688537641813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582221872831873	4	6	6	11	8	6	9	7	8	7	12	10	11	13	13	17	19	18	19	21	21	20	21	22	23	29	0	1	1	12	10	1	3	1	6	1	0	1	2	10	13	0	16	15	2	19	17	19	17	20	17	23	1	1	1	1	1	2	2	1	2	1	1	3	2	3	1	1	1	2	7	1	1	1	1	1	2	3
12500	-170.048574643195906	-176.904062594155278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772456583768849	4	6	7	10	10	8	9	8	9	9	13	9	11	12	14	18	19	18	18	20	20	20	21	23	21	28	0	1	1	12	10	2	3	2	6	2	0	2	2	10	13	0	16	15	12	19	16	19	17	19	17	25	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	4	1	1	1	2	2	1	3
13000	-164.183299129888383	-171.038787080847754	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654578882469018	4	6	9	11	10	7	8	8	8	9	12	10	9	13	13	18	19	18	18	20	20	20	21	22	23	27	0	1	7	3	10	1	1	1	1	1	0	2	2	5	13	0	16	15	12	19	16	19	17	19	23	25	1	1	1	1	1	1	2	2	2	2	1	3	1	1	2	1	1	3	2	1	1	1	1	2	1	2
13500	-170.447474965636786	-177.302962916596158	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752163980833242	4	5	8	10	10	7	9	8	8	8	11	11	12	14	14	18	20	18	18	20	21	20	19	23	22	28	0	1	1	3	10	1	3	1	1	1	0	4	3	10	13	0	23	15	12	19	17	19	16	20	23	25	1	1	2	1	1	1	1	2	2	2	1	1	2	3	1	1	1	2	4	1	1	2	1	1	1	3
14000	-168.605866748508134	-175.461354699467506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622993619091630	3	5	7	11	9	7	9	9	9	7	11	9	11	12	14	18	20	18	19	20	19	21	21	22	23	28	0	1	1	12	10	1	3	1	6	1	0	3	12	5	13	0	21	15	12	19	16	19	17	20	23	25	1	1	2	1	1	2	2	3	2	2	1	2	1	2	2	1	1	2	6	1	1	1	1	1	1	2
14500	-180.637366426187754	-187.492854377147125	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610865224666122	4	6	7	10	10	8	9	7	8	9	11	9	11	13	14	18	20	18	18	21	20	20	21	21	22	28	0	1	1	2	10	1	3	1	1	1	0	3	12	10	13	0	16	15	12	12	16	19	16	19	17	23	1	1	2	1	1	2	1	1	2	3	1	1	1	2	2	1	1	2	3	6	1	1	1	2	2	3
15000	-162.678615245967990	-169.534103196927362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684613522190767	4	6	8	10	10	8	10	7	6	9	13	10	11	13	14	17	20	18	19	21	19	21	21	23	23	28	0	1	2	3	10	1	3	1	1	1	0	2	2	10	13	0	21	15	12	19	16	19	17	20	23	25	1	1	1	1	1	2	2	1	1	2	1	1	2	2	2	1	1	2	4	1	1	1	1	1	1	2
15500	-172.711397725901548	-179.566885676860920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763472326608327	4	6	9	10	9	9	10	8	7	7	13	10	12	14	15	17	19	16	19	21	18	20	20	22	22	28	0	1	2	2	10	2	3	1	1	2	0	2	12	5	13	0	21	15	12	19	16	19	17	20	17	25	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	4	2	1	1	1	1	2	3
16000	-188.696954341943751	-195.552442292903123	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600705626126901	4	5	9	10	9	8	9	7	7	7	12	10	11	14	14	18	20	18	18	21	21	20	21	23	23	26	0	1	2	3	10	1	1	2	1	1	0	1	2	5	13	0	16	15	12	19	16	19	16	20	23	21	1	1	3	1	1	1	1	1	2	2	1	2	3	2	2	1	1	3	6	1	1	1	2	1	1	3
16500	-175.443620575431112	-182.299108526390484	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730924957629002	4	5	10	9	9	8	7	8	7	8	12	11	11	13	14	18	20	19	19	20	20	20	21	22	23	28	0	1	7	2	10	1	2	1	1	1	0	4	2	10	13	0	16	15	12	19	16	19	17	19	23	25	1	1	2	2	1	1	1	2	1	2	1	1	5	3	1	1	1	3	4	1	1	1	1	2	1	2
17000	-175.376453760413710	-182.231941711373082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585655242253444	3	6	7	8	10	6	10	6	8	8	13	9	12	13	14	17	20	15	19	21	19	21	21	23	24	28	0	1	1	2	10	1	3	1	6	2	0	2	2	5	13	0	21	13	12	19	16	19	17	19	23	25	1	2	2	1	1	2	2	1	1	2	1	1	4	1	1	1	1	1	4	1	1	1	1	2	2	2
17500	-178.354791228152408	-185.210279179111780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574448865849096	4	6	7	9	10	9	10	9	7	9	12	10	10	12	13	17	20	18	18	20	19	20	21	22	22	27	0	1	1	3	10	1	3	3	1	3	0	2	2	5	13	0	21	13	12	19	16	19	17	20	17	17	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1	1	1	4	4	1	1	1	1	1	1	3
18000	-164.001289919117795	-170.856777870077167	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684191849408970	4	6	8	10	9	7	9	9	9	8	12	10	10	12	15	18	19	18	19	20	20	20	20	22	22	27	0	1	1	1	10	1	3	3	3	1	0	2	2	5	13	0	16	15	12	19	17	19	17	20	17	25	1	1	2	3	1	1	1	1	1	2	1	2	2	2	2	1	1	2	4	1	1	1	1	1	2	3
18500	-164.070914300559565	-170.926402251518937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706284214632276	4	6	8	11	10	7	9	8	8	8	13	10	11	12	14	18	19	18	19	20	20	21	21	22	23	27	0	1	1	1	10	1	3	1	1	1	0	3	2	10	13	0	16	15	12	19	16	19	17	20	23	25	1	1	2	3	1	2	1	2	2	2	1	1	2	1	1	1	1	2	5	1	1	1	1	1	2	1
19000	-169.275874658601310	-176.131362609560682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627729346649478	4	6	8	12	10	7	9	8	8	7	12	10	11	12	14	16	19	18	19	20	19	20	20	23	22	25	0	1	1	12	10	1	3	1	1	1	0	1	12	5	13	0	16	15	12	19	16	19	21	19	23	25	1	1	2	1	1	1	1	2	2	2	1	3	1	1	1	1	2	1	4	1	2	1	1	2	1	1
19500	-170.720247716511352	-177.575735667470724	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689855775592514	4	6	9	11	10	8	10	8	6	9	13	11	12	13	15	18	19	18	17	20	21	20	21	23	23	25	0	1	1	3	10	1	3	1	1	1	0	3	3	10	13	0	16	15	12	19	17	19	17	19	23	25	1	1	2	1	1	2	1	3	1	2	1	1	1	2	2	1	1	1	3	1	1	2	2	2	1	1
20000	-183.986576205417180	-190.842064156376551	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770243923422930	4	6	10	11	10	7	8	9	8	9	12	10	11	11	13	17	19	18	17	20	18	21	21	23	24	27	0	1	7	1	10	1	2	1	1	1	0	7	2	10	13	0	21	15	12	19	16	19	17	20	23	23	1	1	1	2	1	2	1	1	2	3	1	1	2	1	1	1	1	2	3	1	1	3	1	1	2	2
20500	-167.003800185980936	-173.859288136940307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644361601589172	4	6	9	11	10	6	10	7	7	9	13	10	11	11	15	18	20	18	19	20	20	21	19	21	21	28	0	1	2	1	10	1	3	1	1	1	0	2	2	10	13	0	23	15	12	19	16	19	16	19	17	25	1	1	1	2	1	1	1	2	1	2	1	2	2	1	2	1	1	2	4	1	1	1	1	1	1	3
21000	-177.471199226182364	-184.326687177141736	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600318723854006	4	6	8	11	7	6	10	8	8	11	13	10	11	13	15	18	20	19	18	20	20	20	19	22	24	28	0	1	1	12	1	1	3	1	6	5	0	2	2	5	13	0	23	13	12	19	16	19	16	20	17	25	1	1	2	1	3	1	1	2	1	2	1	2	3	4	2	1	1	2	5	1	1	1	1	1	3	2
21500	-172.213586584873354	-179.069074535832726	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713027210134583	4	5	8	12	9	8	10	8	8	11	12	10	12	14	13	17	20	19	18	20	18	21	21	22	24	27	0	1	1	12	1	1	3	1	1	5	0	2	12	10	13	0	21	15	4	19	16	19	17	20	23	25	1	1	1	2	2	2	1	2	3	2	1	2	1	2	1	1	1	3	3	1	1	1	1	1	2	1
22000	-155.501874467210513	-162.357362418169885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750034306723167	4	6	8	10	9	7	10	7	7	10	12	9	11	13	14	18	19	18	18	20	20	20	20	22	24	26	0	1	1	3	3	1	3	1	1	5	0	2	12	10	13	0	16	15	12	19	16	19	17	20	23	25	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	3	1	1	1	1	1	2	1
22500	-157.591007519603011	-164.446495470562382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653729164390576	4	6	8	10	8	9	9	8	8	11	13	10	11	13	15	18	19	18	18	20	20	20	20	21	24	26	0	1	1	3	1	9	3	1	1	5	0	3	2	10	13	0	16	15	12	19	16	19	17	20	23	25	1	1	2	1	2	1	1	2	2	2	1	1	2	1	3	1	1	2	4	1	1	1	1	1	2	1
23000	-165.751104487807680	-172.606592438767052	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746095154605455	4	6	9	11	9	8	8	8	7	11	12	10	12	12	14	16	19	18	18	20	18	19	20	22	24	28	0	1	7	1	7	1	1	1	2	5	0	2	2	10	13	0	21	15	12	19	16	19	17	20	17	25	1	1	1	2	1	2	2	2	1	2	1	2	2	1	1	1	1	2	3	1	1	1	1	1	2	2
23500	-185.855326847330588	-192.710814798289960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652238122696557	4	6	8	10	9	9	10	8	7	11	12	10	12	13	15	17	20	18	18	21	21	20	18	21	24	27	0	1	1	6	1	1	3	1	1	5	0	2	12	10	4	0	23	15	12	19	23	19	16	19	21	25	1	1	2	1	2	2	1	1	1	1	1	2	1	1	3	1	2	1	4	1	2	1	1	2	1	2
24000	-167.470609457185105	-174.326097408144477	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518688645062766	4	5	9	11	9	8	10	7	9	10	11	10	11	13	14	17	19	17	19	20	21	21	18	22	24	28	0	1	1	2	6	1	3	2	6	5	0	2	1	5	13	0	23	13	12	19	17	19	16	19	17	25	1	1	2	3	1	3	1	1	1	1	1	2	4	2	2	1	1	3	4	1	1	1	1	1	2	2
24500	-171.806114676549640	-178.661602627509012	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606890192721623	4	5	10	8	9	7	8	8	9	11	9	9	11	13	15	18	20	18	19	20	21	20	19	22	21	28	0	1	4	1	4	1	1	1	4	5	0	2	12	10	13	0	23	15	12	19	23	19	16	20	23	23	1	1	1	3	1	1	2	2	1	1	1	2	1	2	2	1	1	2	6	1	1	1	1	2	1	3
25000	-170.461612966692286	-177.317100917651658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597358466366581	4	5	10	11	9	7	8	8	9	10	13	10	12	13	14	18	20	19	18	21	20	20	19	22	22	27	0	1	7	12	1	1	1	1	1	5	0	2	12	5	13	0	23	15	12	19	23	19	16	20	17	25	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	1	1	2	4	1	1	2	1	1	2	3
25500	-166.777862099293344	-173.633350050252716	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616842790420944	2	6	9	11	8	8	8	6	9	11	13	11	11	11	13	18	20	17	19	21	20	20	19	22	23	28	0	1	2	3	1	2	2	1	2	5	0	2	2	5	13	0	23	15	12	19	23	19	16	19	23	25	1	2	2	1	3	1	1	2	2	2	1	2	2	1	1	1	1	3	4	1	1	1	1	1	2	2
26000	-171.745337553161562	-178.600825504120934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683780548761824	4	6	8	12	9	6	10	9	8	10	10	10	10	14	14	17	20	19	19	20	20	20	19	22	23	27	0	1	2	12	1	1	3	2	1	5	0	2	3	5	13	0	23	15	12	19	16	19	16	19	17	25	1	1	2	1	2	1	1	1	2	1	1	3	1	2	2	1	1	3	4	1	2	1	1	2	1	2
26500	-184.004566484663627	-190.860054435622999	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599490685113579	4	6	7	11	9	9	8	7	6	11	13	9	9	14	14	17	20	18	19	21	19	20	21	23	23	26	0	1	1	2	1	1	3	1	1	5	0	3	2	10	13	0	21	15	12	19	16	19	17	20	17	21	1	1	2	3	2	2	1	2	1	2	1	1	2	1	2	1	1	2	6	1	1	1	1	2	2	4
27000	-163.362575453585237	-170.218063404544608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677697426407847	4	6	10	9	9	7	9	8	6	11	13	10	12	14	14	18	20	16	19	20	19	20	21	22	23	28	0	1	7	1	1	1	2	1	1	5	0	2	12	10	13	0	21	15	12	19	16	19	17	19	23	25	1	1	1	3	2	1	1	3	1	1	1	2	1	2	1	1	1	1	4	1	1	1	1	2	1	2
27500	-189.905376345545676	-196.760864296505048	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717203661903159	4	5	10	11	10	8	8	8	7	11	12	10	12	13	13	17	19	19	18	20	18	19	21	23	24	28	0	1	7	12	2	1	1	1	1	5	0	6	2	5	13	0	21	15	4	19	16	19	17	20	17	25	1	1	1	1	2	3	2	1	1	1	1	1	5	1	1	1	1	3	2	1	1	1	2	1	2	1
28000	-163.229521268379244	-170.085009219338616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673011800357802	4	6	9	11	9	8	8	8	8	10	12	10	12	12	14	17	20	19	19	20	19	21	21	23	23	27	0	1	7	2	8	1	1	2	1	5	0	2	12	10	13	0	21	15	12	19	16	19	17	20	23	25	1	1	1	3	1	2	1	1	1	1	1	2	1	1	1	1	1	2	5	1	1	1	1	1	1	2
28500	-168.759670854014303	-175.615158804973674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728511365387763	4	6	8	11	7	9	9	8	9	10	11	10	11	13	13	18	20	17	19	21	19	20	21	23	22	28	0	1	1	12	1	1	3	1	1	5	0	2	12	10	13	0	21	15	12	19	16	19	17	20	17	25	1	1	2	1	2	1	1	1	1	2	1	3	1	2	1	1	1	1	4	1	1	1	1	1	1	2
29000	-173.093009608188453	-179.948497559147825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630978177644952	4	6	9	11	9	8	10	8	9	10	13	10	11	11	14	15	20	17	17	20	19	20	20	22	24	29	0	1	1	12	1	1	3	1	1	5	0	2	2	5	13	0	21	15	12	19	16	19	16	19	17	25	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	4	2	2	1	2	2	2	2
