step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
5000	-434.306623197196927	-432.777402601940025	-1.529220595256926	0.000015815147995	0.000018613262681	1.176926241009952	0.584988822079666	3	2	5	4	5	6	6	7	10	8	11	11	11	11	12	13	15	13	16	14	16	17	18	21	19	20	21	22	23	22	23	23	24	25	26	26	27	27	30	28	33	31	31	30	34	33	31	32	34	35	34	35	34	35	37	38	39	39	38	38	42	41	41	42	42	44	46	46	43	46	51	2	0	2	1	2	1	5	7	6	6	6	10	7	10	9	14	9	15	9	12	16	21	0	12	23	22	25	27	22	22	26	30	26	30	31	30	31	36	36	36	38	38	39	40	42	43	44	47	42	39	44	42	42	47	53	53	55	45	42	51	57	49	52	57	57	64	66	61	65	57	67	1	1	2	1	1	2	1	1	2	2	4	1	2	1	1	1	2	1	3	2	2	1	1	4	1	2	2	1	3	2	2	1	2	1	1	2	2	1	2	1	2	1	1	2	2	2	1	1	3	3	2	2	1	2	2	2	1	2	3	2	2	4	2	2	2	1	1	2	1	4	3
5500	-410.885842459920639	-409.522074074617194	-1.363768385303433	0.000021916147997	0.000013742797151	0.627062618503553	0.573101013091814	3	2	4	4	4	5	5	8	9	8	11	11	11	11	12	14	16	13	16	14	16	16	18	20	19	20	20	22	23	23	22	23	24	23	26	27	27	28	31	28	33	30	31	29	33	32	33	33	34	34	34	34	35	34	37	39	38	39	39	39	42	41	41	41	42	43	46	46	46	45	51	2	0	2	1	2	1	5	7	10	6	6	10	8	10	9	14	15	15	9	12	16	16	0	20	23	22	25	27	26	26	22	26	30	26	31	30	31	36	36	36	39	36	36	40	42	39	44	44	42	46	47	42	45	44	53	53	53	52	52	47	57	52	59	57	57	61	64	61	65	57	64	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	2	1	1	1	2	1	2	1	1	2	1	3	2	1	1	3	2	3	1	2	1	1	1	2	1	1	1	2	2	2	2	1	2	1	2	2	2	1	2	2	3	2	3	1	2	2	1	3	2	2	3	5
6000	-378.281346075510896	-376.900042702155361	-1.381303373355529	0.000039256798318	0.000017369160188	0.442449739459504	0.645396307471984	3	2	5	4	6	6	4	7	9	8	11	12	12	12	12	13	16	14	17	14	15	17	18	20	19	21	21	21	23	22	22	23	25	26	26	25	28	27	31	28	33	32	32	30	33	33	34	33	34	36	35	35	33	35	37	39	38	40	39	39	40	39	41	42	42	44	46	46	44	45	51	2	0	2	1	7	1	2	5	6	6	6	10	8	10	9	14	15	9	15	12	16	21	0	20	23	22	25	25	26	26	26	26	26	29	31	26	35	36	36	38	39	39	39	40	42	43	44	44	42	46	47	45	39	44	53	53	55	62	42	51	57	49	62	61	61	61	61	64	65	57	66	1	1	2	1	1	1	1	1	2	1	2	3	2	2	1	1	2	2	2	1	2	1	1	3	1	2	2	1	1	1	1	1	2	2	2	2	1	2	3	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	2	1	1	2	2	1	2	1	1	1	2	2	3	2	3	3
6500	-417.107438740863927	-415.744495925975571	-1.362942814888328	0.000052360981693	0.000032358529566	0.617989360008879	0.656094766125751	3	2	5	4	5	7	4	7	8	9	11	11	11	12	12	13	16	13	16	15	15	18	18	20	19	19	20	21	24	23	23	24	24	26	25	26	27	28	32	29	32	32	30	30	33	33	34	34	34	34	33	35	35	36	38	39	38	41	38	39	42	41	42	42	40	43	45	47	46	46	52	2	0	2	1	7	1	2	5	1	9	6	1	7	10	11	14	18	9	15	12	16	21	0	20	23	22	25	27	26	26	26	30	26	29	22	30	35	36	36	38	38	38	36	40	41	36	44	44	45	43	44	45	49	44	53	53	53	52	42	48	57	52	59	56	57	57	64	55	64	67	67	1	1	2	1	1	2	1	2	3	1	3	3	3	1	1	1	2	2	2	1	2	1	1	2	1	1	1	1	2	2	2	1	3	1	3	1	1	1	2	1	2	2	2	1	1	2	2	2	1	2	1	1	1	2	2	2	2	4	3	3	2	3	2	2	1	3	1	4	2	1	3
7000	-396.039829574483690	-394.212710355138825	-1.827119219344885	0.000076032182811	0.000012955665019	0.170397120536050	0.588475276049702	3	2	4	4	4	7	6	6	9	9	12	12	11	13	12	13	16	13	15	14	15	17	17	21	19	20	21	22	24	23	21	23	24	26	26	27	27	27	30	28	34	32	30	30	33	32	33	33	33	34	34	36	34	35	37	38	38	40	40	40	41	40	42	41	40	42	45	47	45	47	52	2	0	2	1	2	1	5	5	6	6	6	6	5	10	9	6	9	6	15	12	16	16	0	20	23	22	25	27	26	22	26	22	30	29	31	30	30	30	36	38	39	40	38	40	42	43	44	44	42	43	44	45	49	40	53	53	54	52	49	54	55	45	59	42	57	57	61	67	65	67	67	1	1	1	1	1	2	2	1	1	1	2	2	4	2	2	3	3	3	1	1	1	2	1	3	1	1	1	1	1	3	1	3	1	1	2	2	2	2	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	4	2	3	2	3	3	2	3	3	1	4	1	2	2	1	2	1	4
7500	-418.767012120628806	-417.369810046593727	-1.397202074035079	0.000102698368359	0.000041769518531	0.406720371492227	0.591459384514244	3	2	4	3	6	6	5	7	9	10	12	11	11	12	13	13	13	12	17	14	15	17	17	19	19	20	20	21	23	22	22	23	23	26	25	26	27	27	32	28	33	30	31	30	33	33	33	33	34	35	33	34	34	34	37	38	37	41	39	38	41	40	41	41	40	43	45	46	44	46	51	2	0	1	2	2	1	3	7	6	6	9	10	7	10	6	14	10	10	15	12	10	14	0	19	23	22	23	25	30	26	26	22	26	29	31	30	35	36	40	34	42	36	36	38	43	43	44	38	48	46	44	38	39	44	45	48	53	59	49	48	56	59	59	55	55	61	61	61	61	69	67	1	1	1	1	2	1	1	1	2	2	1	1	3	1	3	1	2	1	3	2	1	2	1	1	2	1	1	1	1	1	1	3	2	2	1	2	1	1	3	1	2	2	2	1	1	1	2	3	1	1	1	4	1	2	2	3	2	2	2	2	1	1	2	2	1	1	2	2	2	1	3
8000	-380.471926276927491	-378.914584438497457	-1.557341838430037	0.000066877270188	0.000017404317400	0.260242640756619	0.673077917438670	3	2	4	4	5	7	4	8	8	10	10	11	11	11	12	13	17	13	16	13	15	17	18	18	19	21	19	21	22	23	23	24	24	26	26	28	25	26	32	28	34	32	31	30	34	33	33	33	31	34	35	36	34	35	38	37	39	40	39	39	42	38	41	41	42	44	46	44	46	46	51	2	0	2	1	7	1	2	5	6	6	6	10	8	6	9	14	18	9	15	12	16	21	0	20	23	22	23	27	22	22	26	26	26	29	30	38	31	30	36	38	44	49	36	38	49	43	44	44	36	43	48	45	42	44	56	53	56	59	62	51	57	52	56	57	64	57	68	56	65	66	66	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	2	2	2	2	1	1	1	2	1	2	1	1	2	3	1	2	2	2	2	1	1	2	2	1	2	1	2	1	1	2	2	2	1	2	2	1	1	2	1	2	1	1	1	2	2	1	2	1	1	2	1	4	2	1	3
8500	-415.382973789391599	-413.878095304630335	-1.504878484761261	0.000088788526664	0.000025863403461	0.291292179657829	0.533676567910401	3	1	4	4	6	6	5	8	9	10	12	11	11	12	11	13	16	13	16	14	16	17	18	20	20	21	21	22	23	23	23	23	24	26	24	27	27	27	31	28	32	31	31	30	33	33	34	34	30	33	34	35	34	34	37	38	39	40	39	39	40	38	41	42	40	42	46	47	46	44	50	2	0	2	1	7	1	2	7	6	6	15	10	8	10	6	15	18	9	18	10	16	21	0	20	23	22	25	27	26	26	26	26	30	29	21	30	31	26	40	38	39	49	36	40	49	43	44	49	38	36	43	42	42	40	52	53	45	62	62	54	62	52	48	61	62	53	66	67	57	64	68	2	1	1	1	1	1	1	2	2	2	1	1	2	1	3	1	2	2	1	2	2	1	1	3	1	2	1	1	1	1	1	1	1	1	4	2	2	2	1	1	1	1	2	1	1	2	2	3	2	3	2	2	1	3	2	2	3	1	1	2	1	2	4	2	1	3	2	1	3	1	1
9000	-421.137413201186234	-419.085143019854002	-2.052270181332220	0.000083930179557	0.000010996074019	0.131014541819003	0.594320858910090	3	1	5	4	5	6	4	7	7	9	12	11	10	12	11	13	16	11	17	14	15	18	17	20	20	20	19	22	24	22	22	24	25	27	26	28	26	25	31	28	34	31	29	31	33	32	33	33	33	35	34	35	34	34	38	37	37	40	40	38	41	38	41	41	40	43	47	46	44	45	51	2	0	2	1	7	1	2	5	6	6	6	10	8	6	9	14	18	9	15	15	16	16	0	20	27	16	23	27	31	22	26	26	30	29	31	38	31	26	36	38	40	43	38	43	36	43	44	44	42	39	47	45	49	44	53	53	53	62	55	48	59	45	49	65	57	61	68	61	65	61	67	1	1	2	1	1	2	2	2	1	2	2	1	1	3	3	1	3	2	2	1	1	2	1	4	1	4	1	2	1	2	1	2	2	1	2	2	2	2	2	1	2	1	3	1	2	1	1	1	1	2	1	2	1	2	2	2	3	1	1	2	1	2	4	1	2	1	1	2	2	2	2
9500	-477.211057144164727	-475.302770063429762	-1.908287080734956	0.000136178458899	0.000020978369593	0.154050572776693	0.560921352689745	2	1	2	4	5	5	3	7	9	11	11	9	12	13	12	14	16	11	16	15	16	18	18	20	17	20	20	22	22	21	23	24	25	26	25	27	27	26	32	28	34	32	31	30	33	33	33	33	34	35	34	35	33	36	37	38	39	41	39	40	41	40	41	41	42	44	47	47	45	45	49	2	0	2	1	7	1	2	7	6	12	6	6	7	10	11	9	18	9	14	10	14	21	0	10	19	22	23	27	24	16	14	31	22	31	26	31	35	22	43	36	46	43	31	40	43	44	43	40	42	47	48	47	36	47	45	49	45	55	49	44	49	49	55	53	57	56	69	61	61	55	63	1	1	1	1	2	2	1	2	2	1	3	2	5	1	1	2	2	1	2	2	2	1	1	3	1	1	1	1	1	4	3	1	3	1	2	2	1	4	1	1	1	1	3	2	1	2	1	2	1	1	1	1	3	2	3	2	4	2	2	5	3	2	2	4	2	3	1	3	1	5	6
10000	-395.297733202381210	-393.882715885869800	-1.415017316511418	0.000086100175175	0.000032508954591	0.377571294423896	0.602272972960303	3	1	3	4	5	6	4	7	8	10	11	12	11	13	12	14	16	13	16	14	15	17	17	20	18	21	20	21	23	21	22	24	24	26	25	27	25	28	30	29	33	32	31	31	32	33	32	33	33	35	35	35	34	36	37	39	38	40	39	39	41	41	41	40	42	43	45	44	45	45	51	2	0	2	1	7	1	2	5	6	6	9	10	8	10	9	10	15	15	15	10	14	21	0	20	23	22	25	27	30	22	26	30	30	30	26	35	31	36	36	36	36	40	39	40	40	43	40	44	38	43	47	53	42	39	53	53	53	45	52	51	55	54	59	59	64	62	66	64	65	68	66	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	2	2	1	3	2	1	1	1	2	1	2	1	1	1	2	1	2	2	1	3	1	1	1	2	2	3	2	1	1	2	1	1	2	2	2	1	1	1	3	2	3	2	4	2	2	2	2	1	1	1	1	2	2	2	1	4
10500	-421.135170448483336	-419.357381167175788	-1.777789281307570	0.000114465739082	0.000020827810550	0.181956720997794	0.519066303492226	3	1	4	4	6	6	5	7	10	7	11	11	12	11	12	13	17	13	16	14	15	17	17	19	19	20	20	21	24	23	22	24	24	26	26	27	27	28	30	26	33	32	32	31	34	32	34	33	34	36	34	36	34	35	37	38	39	40	39	38	42	40	42	41	41	43	47	46	45	47	51	2	0	2	1	7	1	3	7	6	6	6	10	8	10	9	10	9	11	9	11	12	16	0	20	23	22	25	27	26	26	22	31	22	26	33	40	33	30	36	33	44	39	39	40	42	39	44	39	42	46	46	45	42	48	53	53	56	45	49	44	55	47	52	57	57	56	65	62	65	58	57	1	1	2	1	1	2	1	1	2	1	2	3	2	3	2	3	4	1	2	2	2	2	1	3	1	1	1	1	2	1	3	1	3	3	1	1	2	3	2	1	1	1	1	3	1	2	2	1	1	2	1	1	1	2	1	2	1	4	2	2	3	3	3	1	1	3	3	3	2	4	6
11000	-420.255375328891489	-418.680195920291339	-1.575179408600151	0.000086309389388	0.000021693304694	0.251343507905988	0.545510006655741	3	1	3	4	5	6	6	8	10	10	12	11	10	11	11	13	15	13	16	14	15	17	18	20	19	20	20	21	24	22	22	23	25	26	26	26	28	27	30	29	33	32	31	31	33	32	34	34	33	36	35	36	34	35	37	38	39	40	39	39	41	41	42	42	41	42	44	45	46	46	51	2	0	2	1	2	1	5	7	6	6	9	10	7	6	6	14	15	15	15	12	10	16	0	10	23	21	25	27	26	22	26	24	32	30	31	24	29	26	40	30	43	43	36	40	40	39	44	44	42	46	44	42	42	44	53	53	55	59	49	54	53	53	58	57	59	57	64	61	65	62	67	1	1	1	1	2	1	1	1	2	2	1	1	2	2	3	1	2	1	3	2	3	3	1	4	1	1	1	1	2	2	1	1	1	2	2	3	2	4	1	3	1	1	2	1	2	1	2	2	1	2	3	2	1	2	2	2	1	1	3	2	3	3	1	2	1	1	1	2	2	2	4
