step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
5000	-323.327801007304629	-329.266998226389831	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.809150971726926	0	2	3	3	3	5	5	5	4	7	6	6	5	7	6	6	7	6	6	7	8	6	8	7	6	7	8	8	9	8	9	9	9	8	9	9	9	11	9	10	10	12	12	12	11	12	14	15	16	14	15	15	17	21	18	0	1	1	2	1	5	3	3	5	13	3	3	5	5	6	6	12	6	6	7	12	7	10	12	6	9	3	13	14	15	17	24	14	25	14	20	20	28	17	34	35	39	31	39	39	31	39	42	47	44	0	45	44	53	52	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	2
5500	-327.900933163588320	-333.840130382673522	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.819168099970282	0	1	4	3	3	4	5	6	5	5	6	6	5	7	6	6	5	6	6	6	8	7	7	7	8	7	8	9	8	8	8	8	10	8	7	10	10	11	10	10	9	11	12	13	12	14	14	13	15	15	15	16	17	20	19	0	1	5	2	1	5	3	3	5	3	3	3	5	5	6	6	6	6	6	7	5	7	10	17	6	9	18	13	14	15	17	17	29	12	5	20	21	28	31	34	14	39	39	39	42	43	43	42	44	44	0	49	52	52	53	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2
6000	-304.816847028690574	-310.756044247775776	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.872796092263574	1	3	4	4	3	5	6	5	5	6	5	6	6	7	6	7	7	6	6	8	9	7	8	7	7	7	6	8	8	7	8	8	9	8	9	11	9	11	10	10	11	12	12	13	12	14	14	15	17	15	15	16	18	21	18	0	1	1	2	1	3	3	3	5	3	3	3	5	5	6	12	12	6	6	7	7	7	19	27	6	9	3	13	14	15	12	13	14	12	29	20	7	28	31	25	35	31	17	39	31	42	44	44	50	39	0	50	42	52	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1
6500	-314.473725135061727	-320.412922354146929	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.828889214706196	1	3	4	4	3	4	5	5	5	6	5	6	5	6	6	6	6	6	6	7	9	8	7	8	6	7	7	9	8	8	8	9	10	9	8	9	9	11	10	10	10	12	12	12	13	13	14	14	16	16	14	16	18	20	19	0	1	5	2	1	5	3	3	5	3	3	3	5	3	6	6	6	6	6	7	22	7	10	17	6	9	12	13	14	15	17	31	14	23	14	20	22	28	31	27	35	31	39	40	24	39	44	39	42	47	0	48	50	52	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	1	2	2	1	1	1	1	2	1
7000	-328.251786351704880	-334.190983570790081	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.611126725739893	0	2	2	3	4	4	5	6	5	6	5	4	6	7	8	6	6	7	5	7	8	7	7	7	7	8	7	8	7	9	9	8	10	7	8	10	10	11	9	10	10	12	13	13	12	14	12	14	16	15	14	16	19	22	17	0	1	1	2	3	3	6	12	5	11	3	3	5	5	18	12	12	6	6	7	22	7	10	17	5	9	5	12	12	25	25	17	29	12	29	20	21	28	12	25	29	31	39	31	39	45	39	45	44	31	0	44	52	50	50	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	1	1	2	1	2	2	3	1
7500	-318.493050239135812	-324.432247458221013	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.808412622932934	0	1	3	3	4	5	5	5	5	7	5	7	6	7	7	5	7	6	7	7	9	7	7	6	7	7	8	8	8	8	9	9	9	8	9	11	10	11	9	8	10	12	12	13	11	14	15	15	15	16	15	15	18	21	18	0	1	1	2	3	5	3	3	3	3	3	6	5	5	6	3	24	6	9	7	22	7	3	3	6	9	12	13	14	15	17	17	14	24	29	20	21	28	25	18	14	39	39	42	31	44	44	43	44	42	0	45	52	50	45	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	3
8000	-306.880740030737400	-312.819937249822601	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.795632578011022	0	2	4	3	2	4	5	5	4	6	5	8	5	7	7	7	7	6	6	7	9	7	7	6	7	7	6	7	8	8	9	9	9	8	9	10	10	10	9	10	10	11	12	11	12	14	14	15	14	15	14	17	18	20	19	0	1	5	2	1	5	3	3	5	13	3	24	5	13	6	13	13	6	6	7	7	7	10	6	6	9	3	13	14	15	17	17	14	18	29	20	21	28	13	34	35	39	24	39	44	39	42	42	42	44	0	50	50	50	52	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	2	1	2	1	2	1	2	2	2	1
8500	-324.625678098029027	-330.564875317114229	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.744833842761829	1	2	3	4	3	4	5	4	4	6	5	6	6	8	7	7	6	6	6	6	8	8	8	7	7	7	8	9	7	8	8	8	9	9	8	10	10	10	10	10	10	11	12	13	12	13	14	16	16	15	15	17	18	19	17	0	1	2	2	1	3	3	3	5	3	3	3	5	5	5	19	6	6	6	7	7	7	19	19	6	9	24	19	5	15	17	17	29	25	29	20	21	28	31	34	35	31	39	39	39	43	44	42	44	44	0	50	50	52	48	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1
9000	-328.888401460343005	-334.827598679428206	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.768157025624285	0	2	3	3	2	4	5	5	5	4	5	6	6	7	6	6	6	6	6	7	7	7	7	8	6	8	8	7	9	9	7	8	9	8	9	9	9	11	10	10	11	12	12	13	12	14	15	16	15	16	13	16	18	22	19	0	1	5	2	1	3	3	3	5	3	3	3	5	5	6	6	6	6	6	7	7	7	10	17	6	9	12	5	14	15	17	13	13	25	14	20	21	28	31	11	35	31	39	5	31	43	42	43	45	42	0	45	52	52	53	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	4	2	1	2	2	2	2	1	2	1	2	1
9500	-297.906992137371844	-303.846189356457046	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.816818830488485	1	3	4	4	3	5	5	5	5	6	5	6	5	5	7	7	6	6	6	7	9	7	7	7	7	7	8	7	7	8	8	8	10	9	8	10	11	11	9	10	10	11	12	14	12	14	14	14	16	14	15	16	17	18	18	0	1	5	2	1	3	3	3	5	3	3	6	5	5	6	6	6	6	6	7	7	7	10	17	6	9	12	13	14	15	12	17	14	25	29	20	21	28	17	34	35	31	39	42	42	43	43	31	50	39	0	50	52	44	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1
10000	-310.795745657902614	-316.734942876987816	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.763691762918134	1	3	3	4	4	5	5	5	5	7	5	8	6	7	7	6	6	6	6	7	8	7	8	7	7	8	6	8	9	8	8	8	8	8	9	11	9	11	9	11	11	10	13	13	12	14	13	15	16	16	14	16	19	21	18	0	1	1	2	3	3	3	3	5	27	3	13	5	13	6	6	6	6	6	7	7	7	10	13	6	9	3	13	33	15	24	17	5	13	14	20	22	28	31	34	29	39	42	27	39	43	39	42	42	47	0	39	49	53	52	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	2	2	2	1	1	2	2	1	1
10500	-335.014110175815063	-340.953307394900264	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.793745780079138	0	3	4	4	2	4	5	6	5	6	6	7	6	6	7	7	7	5	7	8	8	7	8	8	7	7	7	6	8	9	8	9	10	8	8	11	9	11	10	9	9	10	13	13	13	13	14	15	17	15	14	17	18	20	19	0	1	5	2	1	5	3	3	5	3	3	3	3	6	14	9	6	6	6	7	27	7	10	17	13	9	3	5	14	15	17	17	14	28	14	20	21	13	31	18	14	17	42	39	39	42	39	44	47	45	0	50	52	50	53	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	2	1	2	2	1	2	1	2	3	2	1	1	1	1	1	1	3	1
11000	-311.113304383321406	-317.052501602406608	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.804995872138782	0	2	4	4	2	5	5	5	5	6	6	6	4	6	6	5	8	5	7	7	8	7	7	6	7	5	7	8	8	8	8	7	8	7	9	10	10	11	10	10	10	11	12	14	13	14	15	16	15	15	14	16	18	22	19	0	1	5	2	1	3	13	13	13	13	3	3	5	13	6	13	12	13	12	7	20	7	10	13	13	13	6	13	14	15	24	24	14	13	29	20	20	28	31	34	35	39	39	39	39	43	39	45	45	42	0	44	52	52	53	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	3	1
11500	-312.602126720900230	-318.541323939985432	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.708980917952288	0	3	4	4	3	5	5	5	5	7	6	6	6	6	7	6	8	6	6	8	8	7	8	8	7	8	7	9	8	8	8	9	9	8	7	10	10	12	9	10	10	11	11	13	12	12	14	16	16	16	15	17	18	21	19	0	1	5	2	1	3	5	3	5	3	3	3	5	5	14	6	13	6	6	7	22	7	13	6	6	9	12	13	14	15	12	24	14	12	14	20	21	28	6	34	29	39	31	42	42	43	44	44	45	42	0	50	50	52	53	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	2	2	2	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1
12000	-307.429949996410471	-313.369147215495673	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.832836948323405	0	1	3	3	4	4	4	5	6	6	5	6	6	7	6	5	8	6	6	6	8	7	7	6	7	7	8	9	9	9	8	9	9	8	8	11	10	11	9	11	10	11	12	14	12	11	13	14	16	15	15	16	18	21	19	0	1	1	2	3	3	3	3	5	5	3	6	5	3	6	3	24	3	6	7	3	7	10	6	19	9	12	13	14	15	24	17	14	13	19	20	21	13	31	25	35	39	39	39	42	39	45	43	44	43	0	50	52	49	53	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1
12500	-323.137286666091200	-329.076483885176401	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.780417510776718	0	2	2	4	3	4	5	6	5	6	5	6	6	6	8	6	7	7	6	8	8	7	7	7	7	8	7	9	9	8	8	9	8	8	8	10	10	12	10	11	11	12	13	14	11	14	15	15	16	15	14	17	18	21	18	0	1	1	2	3	3	3	3	5	11	3	3	11	6	6	11	11	6	6	7	22	7	10	11	6	12	8	13	14	18	24	25	14	11	25	20	21	28	18	34	29	39	39	42	39	43	43	39	39	42	0	44	44	52	50	1	1	1	1	1	1	2	2	1	1	2	2	1	1	3	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	1	2	2	2
13000	-327.224534560969516	-333.163731780054718	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.859034510454098	1	3	4	4	2	3	5	5	5	7	6	6	6	8	7	5	7	5	6	8	8	7	8	5	7	7	7	8	8	9	8	8	10	9	9	10	9	11	10	9	11	9	12	14	12	13	14	15	17	15	14	16	19	20	18	0	1	5	2	1	5	3	3	5	19	3	3	5	19	6	6	24	6	6	7	7	7	10	6	6	9	12	13	5	15	19	17	29	25	14	21	7	21	17	25	35	19	42	39	39	43	39	45	50	44	0	50	55	52	52	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1
13500	-344.091794496902253	-350.030991715987454	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.736987529501312	0	2	5	3	3	4	6	5	4	6	5	6	6	7	7	6	6	6	6	8	8	8	8	7	7	7	8	8	8	9	9	9	9	7	9	10	11	11	10	10	10	10	11	13	12	14	14	15	15	13	14	16	19	21	18	0	1	5	2	1	1	3	5	5	11	5	6	6	13	13	11	5	6	6	7	7	7	10	18	18	9	12	13	14	15	24	5	14	5	14	20	21	13	31	34	35	24	17	39	39	43	42	50	46	39	0	47	48	52	52	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	1	2	2	2	1	1	1	2	3	2	1	2	2	1	1	2	1	1	2	2	2
14000	-309.537002006545606	-315.476199225630808	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.790559349745042	0	2	2	4	4	4	4	5	6	6	5	5	6	7	6	7	8	6	5	8	7	7	7	7	8	7	7	8	8	8	8	9	9	9	9	10	10	10	9	10	11	11	12	13	13	14	14	15	15	14	15	16	18	22	18	0	1	1	2	3	3	3	3	5	11	3	3	5	12	12	11	12	6	6	7	12	7	10	6	11	12	12	13	12	15	12	12	14	11	29	20	21	28	12	34	33	32	31	43	42	43	42	45	45	42	0	50	52	47	52	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	3	1
14500	-350.157577164177042	-356.096774383262243	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.732154115136145	0	3	2	4	4	4	4	6	6	7	5	6	5	7	7	7	6	6	7	8	9	7	5	8	7	8	6	8	8	9	8	9	9	9	8	11	10	10	9	10	10	11	13	13	12	13	14	15	16	15	15	16	18	21	19	0	1	1	2	3	3	3	11	5	23	3	5	5	11	11	12	6	6	6	12	11	7	3	12	18	9	3	14	23	15	3	12	28	25	5	20	22	28	12	11	29	39	39	39	39	39	42	43	42	43	0	42	52	53	53	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	3	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1
