step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
60500	-314.158197435628608	-312.792771311428226	-1.365426124200400	0.000082323115047	0.000041609722104	0.505443970142239	0.746359366885454	-1	6	2	10	12	13	17	21	35	23	26	32	25	18	28	28	22	29	28	24	29	26	31	30	30	29	29	36	25	33	31	35	40	42	39	42	39	43	46	47	43	54	0	3	1	0	0	4	6	7	12	7	6	27	17	0	20	8	5	8	14	5	11	17	5	22	17	20	22	12	17	11	14	15	9	23	30	23	30	0	35	41	33	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	4	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2
61000	-342.124203765401546	-340.500930509089073	-1.623273256312488	0.000093951733621	0.000021642773812	0.230360558322230	0.696218250442876	0	2	9	8	7	17	13	15	27	18	22	29	26	20	28	26	22	26	25	25	31	28	34	22	33	27	23	37	32	33	30	27	34	42	36	43	41	38	39	49	48	51	0	1	2	0	0	4	4	7	5	7	7	24	17	0	20	8	5	8	14	27	11	24	24	5	17	5	5	12	27	21	14	27	12	33	21	32	35	0	30	20	15	36	1	1	2	1	1	2	1	1	3	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	2	2	1	1	2	1	1	2	1	2	1	1	1	4	4	2
61500	-326.212206250042868	-324.847769308881198	-1.364436941161673	0.000052325012049	0.000026811662491	0.512406236350680	0.715195190883140	1	6	10	8	11	10	15	20	33	22	20	21	26	24	26	28	26	29	28	23	23	29	30	32	32	30	36	38	30	33	34	31	37	49	36	42	44	41	40	49	47	50	0	1	2	0	0	4	4	7	15	7	6	5	5	0	12	8	5	8	14	12	11	20	17	12	20	13	20	9	15	21	14	17	20	32	30	32	35	0	21	33	33	32	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	3	1	2	1	1	3	1	2	3
62000	-327.728293418370583	-326.342261617961015	-1.386031800409558	0.000069044495410	0.000029714300721	0.430364514137383	0.616612462360029	-1	4	7	6	15	16	11	20	33	16	24	25	26	18	30	27	24	31	25	30	27	32	34	36	31	29	28	40	33	35	32	34	41	45	41	39	44	43	39	49	46	45	0	1	2	0	0	4	4	7	17	7	6	5	5	0	5	8	5	16	14	12	11	27	15	20	13	13	5	9	17	21	14	25	24	25	30	20	35	0	30	24	28	36	1	1	1	1	1	2	1	2	2	2	1	2	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	2	2	1	1	2	2	1	1
62500	-325.375963083918691	-323.872110939972174	-1.503852143946503	0.000070220122555	0.000020503609290	0.291990508474757	0.645939482012926	1	4	13	6	13	14	14	18	31	19	27	25	20	16	28	20	20	27	26	27	31	31	30	36	31	31	23	37	27	34	28	34	35	40	38	43	42	41	43	44	47	53	0	1	2	0	0	4	4	6	15	7	6	17	5	0	5	8	5	8	14	5	11	20	27	17	13	27	5	33	27	21	19	15	27	33	30	32	35	0	30	15	24	36	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	3	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	3	1
63000	-336.731240887331808	-335.103073324051309	-1.628167563280516	0.000100730090890	0.000023010015994	0.228432395825484	0.712953178732706	-1	3	12	9	12	17	16	21	27	18	24	29	22	27	27	25	22	24	30	26	31	32	25	29	31	30	35	37	33	28	35	32	41	51	42	44	45	42	45	44	48	48	0	1	2	0	0	4	4	7	17	7	4	17	5	0	5	8	5	8	14	5	11	20	13	9	17	9	15	24	15	11	14	25	9	15	21	32	35	0	21	15	28	32	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	1	2	4	2	2	1	1	2	2	2	3
63500	-333.305042663950417	-331.308722467839800	-1.996320196110603	0.000059857433315	0.000008333186012	0.139217229173503	0.604516641271345	-2	4	12	7	13	14	14	20	33	20	24	27	22	25	25	25	20	32	28	30	27	30	34	30	34	31	29	35	30	34	35	30	41	47	37	42	44	39	47	49	40	48	0	1	2	0	0	4	4	6	5	7	6	15	17	0	5	8	5	8	14	5	11	13	12	15	20	13	15	27	17	21	14	15	9	25	30	20	35	0	30	9	26	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	4	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	2	1	1	2	3	1
64000	-318.327006507958231	-316.949473531252352	-1.377532976705884	0.000063452776173	0.000028770311613	0.453412968636682	0.629494316636154	-5	2	10	10	12	16	17	21	29	19	26	31	25	21	22	24	25	25	30	27	30	25	31	29	33	29	34	35	30	34	36	33	40	50	40	44	43	41	42	50	38	55	0	1	2	0	0	4	4	7	5	6	4	5	5	0	5	8	5	8	14	5	11	15	20	17	9	15	24	24	17	21	19	20	28	36	21	32	30	0	30	15	17	32	1	2	1	1	1	1	1	1	3	1	4	3	2	1	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	5	2	3
64500	-322.842018668671074	-321.242773509096992	-1.599245159574054	0.000066505151354	0.000015984538553	0.240350382297358	0.649410940155649	1	5	11	7	12	9	14	15	29	20	22	27	26	24	26	26	23	29	28	26	29	32	26	34	31	30	33	37	30	30	35	33	35	48	38	45	44	40	44	45	47	51	0	1	2	0	0	4	6	7	15	6	7	5	17	0	5	8	5	8	14	5	11	13	17	9	20	15	15	9	15	11	19	17	9	25	30	32	35	0	30	17	33	36	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	3	2	2
65000	-320.645485656309518	-319.185512932237032	-1.459972724072508	0.000070861411168	0.000023141237240	0.326570369664716	0.629101430151630	-1	4	8	8	11	12	15	21	33	22	27	21	25	26	23	24	27	30	29	28	25	30	34	25	28	30	34	40	30	34	36	35	39	42	35	43	43	37	45	44	45	49	0	1	2	0	0	4	6	7	20	7	6	5	12	0	5	8	5	8	14	24	6	13	15	15	12	13	20	20	24	21	14	17	20	25	21	32	30	0	30	9	20	36	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	2	3	1
65500	-334.974463689903018	-333.398000774316756	-1.576462915586259	0.000070971134893	0.000017794542308	0.250729290643646	0.574319369399816	-6	8	6	11	9	14	14	17	27	17	21	33	25	21	26	27	26	26	31	30	31	29	31	37	32	29	30	34	33	28	30	34	41	43	37	45	40	41	34	44	38	49	0	3	1	0	0	4	4	7	5	7	6	20	5	0	5	8	5	8	14	17	30	13	9	5	27	15	5	20	9	6	14	25	28	27	30	32	35	0	30	33	5	36	1	1	2	1	1	1	1	1	3	1	1	1	2	1	3	1	2	2	1	1	1	1	1	4	1	1	4	1	2	2	2	1	2	2	2	2	1	1	2	1	4	1
66000	-288.863256080780047	-287.498238134811572	-1.365017945968468	0.000068539120237	0.000034831887722	0.508204476534094	0.825288121652462	-3	6	2	9	14	12	16	21	34	21	25	28	21	24	25	27	25	27	27	28	29	31	30	36	28	29	32	39	30	32	35	33	40	48	37	41	39	39	38	46	49	50	0	3	1	0	0	4	4	7	20	7	4	15	5	0	5	8	13	8	14	15	11	13	17	27	17	17	12	27	12	21	19	25	27	25	30	32	30	0	30	24	40	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1
66500	-317.774422572294952	-315.522914347126289	-2.251508225168635	0.000081479117219	0.000008753953117	0.107437996581547	0.702719902094027	-1	8	5	7	12	15	16	20	35	20	23	27	27	22	24	26	27	30	30	16	29	28	32	33	31	31	34	38	30	32	33	34	41	49	38	42	43	43	45	42	48	49	0	3	1	0	0	4	4	6	20	7	6	5	20	0	20	8	20	16	14	5	11	15	15	20	12	22	20	17	15	21	14	25	9	27	30	32	35	0	35	9	40	36	1	1	1	1	1	2	2	1	2	1	2	3	2	1	2	2	2	1	2	1	1	1	1	3	1	1	3	2	1	1	2	1	2	2	1	2	1	1	2	1	1	1
67000	-321.704727361331379	-320.282610539452037	-1.422116821879329	0.000073704433128	0.000027110982496	0.367833810611011	0.690622041164164	-1	5	0	7	9	18	10	20	35	17	24	29	24	22	21	27	27	28	29	29	32	30	34	35	31	32	32	39	31	29	31	34	41	40	38	46	41	37	42	49	49	55	0	3	1	0	0	4	4	10	20	7	6	5	15	0	5	8	15	8	14	15	30	13	20	20	12	13	20	20	12	11	19	20	20	28	30	32	35	0	30	33	24	36	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	2	1
67500	-340.637234228312309	-339.221613711133500	-1.415620517178835	0.000081120157292	0.000030558764132	0.376709872755874	0.802995630006930	-2	7	1	7	10	16	15	22	28	22	26	31	23	22	27	29	23	28	28	24	32	31	31	28	32	26	24	34	32	35	30	36	40	46	33	34	42	38	45	42	44	49	0	3	1	0	0	4	4	7	26	7	7	15	5	0	27	8	5	8	14	5	11	27	17	15	27	20	5	24	27	21	14	36	20	17	11	25	30	0	30	28	12	32	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1	3	3	2	1	2	1	1	1	1	3
68000	-306.713428554948450	-305.064564605505836	-1.648863949442600	0.000092443999996	0.000020396580760	0.220637150714003	0.689955581031748	-2	2	9	11	13	17	16	22	25	21	27	31	27	22	26	28	24	30	30	27	31	31	32	32	31	29	34	38	29	34	26	29	37	44	37	42	41	38	40	48	44	52	0	1	2	0	0	4	4	7	5	7	6	13	17	0	5	8	5	8	14	17	11	15	20	20	17	15	24	32	15	21	14	17	15	24	30	32	35	0	30	27	24	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	2	1	1	1	2	2	1
68500	-321.833593470470646	-320.468112776313660	-1.365480694156967	0.000054963307793	0.000027761168290	0.505085472558003	0.654832943667379	-4	5	11	10	13	14	16	20	32	19	22	30	24	23	22	28	26	23	26	25	32	32	30	33	22	25	30	37	32	35	33	32	40	36	38	40	44	40	45	45	42	54	0	1	2	0	0	4	6	7	27	7	6	5	5	0	5	8	5	8	14	5	11	26	17	27	5	5	15	9	20	21	14	25	9	25	30	12	35	0	30	9	20	36	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	3	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	3
69000	-315.103438206336762	-313.578950283783627	-1.524487922553132	0.000080470334009	0.000022426630230	0.278694384783224	0.667938039395091	-3	7	12	3	12	11	14	21	34	19	23	26	24	26	22	28	26	25	28	32	29	33	34	31	31	27	31	37	29	33	32	35	37	49	39	45	36	42	42	45	41	53	0	1	2	0	0	4	4	7	20	6	4	5	5	0	5	8	5	8	14	29	11	13	15	17	17	15	17	9	15	11	19	15	27	32	37	32	30	0	30	27	33	36	1	2	1	1	1	1	2	1	1	1	3	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2
69500	-330.363747253130384	-328.931385355912312	-1.432361897218088	0.000056547917392	0.000020081481609	0.355123274833447	0.615632544364765	-1	3	9	7	11	15	11	21	31	21	25	26	22	20	26	26	20	29	26	30	31	32	32	30	32	31	34	37	33	28	27	35	35	46	35	40	39	41	43	47	43	55	0	1	2	0	0	4	4	6	17	7	6	5	17	0	5	8	5	8	14	12	30	15	15	12	15	17	17	15	24	11	14	9	20	25	21	32	35	0	30	24	9	32	1	1	1	1	1	1	1	1	3	2	2	2	1	1	2	2	2	3	2	1	1	1	1	1	1	2	3	3	1	1	1	1	1	2	1	2	1	1	3	3	2	2
70000	-313.089168356355572	-311.690747647935893	-1.398420708419689	0.000088878803774	0.000035946898783	0.404448499039347	0.789811709639437	-2	5	12	11	14	13	14	21	30	19	23	25	20	23	29	28	24	26	27	31	30	30	33	35	31	26	36	36	34	32	34	35	35	46	38	42	42	42	43	45	46	50	0	1	2	0	0	4	4	7	12	7	8	17	5	0	12	8	5	8	14	12	11	12	12	12	26	13	20	24	20	21	14	25	17	25	30	32	35	0	21	24	28	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	1	2	1
70500	-324.512971850462066	-322.991218344455604	-1.521753506006490	0.000106276111172	0.000029796787883	0.280371454639219	0.707253181637038	2	7	11	10	10	17	12	19	30	20	27	26	26	24	26	23	28	22	29	26	32	30	30	35	32	22	31	39	32	35	35	32	36	45	37	43	44	38	33	48	43	57	0	1	2	0	0	4	4	7	5	7	6	26	26	0	5	8	15	8	14	5	11	13	15	12	12	5	26	12	15	21	14	9	25	9	30	15	35	0	6	33	33	36	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	3	1	1	3	1	3	1	1	2	2	1	2
71000	-336.350039959215906	-334.854599499141386	-1.495440460074528	0.000066054128676	0.000019675973473	0.297876512300909	0.618664992556157	1	7	9	3	13	15	15	21	34	25	25	32	24	25	26	22	24	27	27	27	28	30	33	33	29	32	30	39	30	35	34	35	37	48	42	43	38	38	40	48	42	49	0	1	2	0	0	4	4	7	17	6	7	25	5	0	5	8	5	8	14	5	11	20	20	27	15	22	17	24	15	11	19	12	27	25	30	32	21	0	21	15	23	32	1	1	1	1	1	3	2	1	2	2	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	3	2	2	3	1	2	4	1	3
71500	-315.894225732757093	-314.472609140721829	-1.421616592035264	0.000085136540601	0.000031372194388	0.368492707905433	0.748429504622690	2	4	10	4	13	14	11	17	34	18	25	24	19	22	26	22	21	29	28	33	32	27	30	34	33	30	33	29	26	31	31	35	39	47	36	39	42	37	41	43	46	51	0	1	2	0	0	4	4	7	28	6	7	17	5	0	17	8	5	8	14	28	30	13	15	28	28	13	28	15	17	11	19	17	20	32	30	25	35	0	30	28	33	32	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2
72000	-322.689338629983695	-321.270999156672417	-1.418339473311280	0.000060636542980	0.000022611867347	0.372908253590258	0.703323060862960	0	6	8	6	12	13	15	18	34	21	21	27	14	24	28	23	23	23	28	29	32	27	30	28	27	28	34	33	32	36	31	35	37	51	39	40	41	43	44	36	40	51	0	1	2	0	0	4	4	6	20	7	4	5	5	0	5	8	5	8	14	12	7	13	26	5	5	13	20	5	25	21	19	25	20	28	30	32	35	0	30	20	40	36	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	1	1	3	2	1	2	3	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2
72500	-325.129312443090669	-323.763983378102125	-1.365329064988557	0.000058363983225	0.000029537284722	0.506087540471172	0.630634049845659	1	7	11	11	13	15	16	21	32	20	26	23	21	24	22	24	26	23	26	26	22	33	33	35	30	25	34	39	28	28	33	35	39	41	37	41	40	41	38	40	42	45	0	1	2	0	0	4	4	7	15	7	4	5	5	0	5	8	15	8	14	5	6	20	25	15	13	13	12	15	20	11	14	25	17	20	30	32	35	0	21	24	27	36	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	2	1	2	3	2	1	1	1	3	1	2	1
73000	-316.761742390006930	-315.400828279094185	-1.360914110912769	0.000058508628393	0.000032807719903	0.560733020144353	0.732756922156864	-1	6	12	5	13	11	15	20	33	24	27	30	20	24	24	29	19	27	29	24	30	29	32	24	33	26	33	30	32	33	37	32	37	46	40	42	43	41	45	45	38	51	0	1	2	0	0	4	4	7	28	7	6	24	5	0	17	8	5	8	14	17	11	13	15	5	15	13	20	20	20	21	19	28	9	25	30	32	35	0	30	12	20	32	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	3
73500	-316.442685389847611	-314.966866569151421	-1.475818820696205	0.000057699729707	0.000018052932209	0.312877240518625	0.728871838307228	1	5	12	10	11	13	13	19	20	23	25	29	26	24	27	24	24	29	29	22	31	29	32	36	30	28	35	36	29	30	32	34	37	41	38	41	42	40	42	46	45	52	0	1	2	0	0	4	4	7	5	7	6	15	17	0	5	8	5	8	14	5	11	13	17	12	20	20	12	12	17	10	14	25	29	25	21	32	35	0	30	17	28	36	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	4	2	2
74000	-329.390500190474597	-328.002245418603366	-1.388254771871248	0.000061084534843	0.000025972027793	0.425181723321919	0.728748933754279	-4	5	11	8	12	13	13	18	24	18	22	29	23	18	27	26	24	25	27	30	28	32	28	35	30	28	29	40	32	36	30	33	33	47	39	40	43	41	42	40	47	54	0	1	2	0	0	4	4	7	5	7	6	5	5	0	5	8	5	8	14	5	11	26	9	26	9	13	5	17	27	21	19	27	15	17	30	32	35	0	21	24	28	36	1	2	1	1	1	1	1	1	3	1	2	3	2	1	1	1	2	1	2	2	1	2	1	1	1	2	4	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1
74500	-317.958734405365078	-316.529863504857303	-1.428870900507799	0.000079864539877	0.000028695008150	0.359295980347673	0.750545424304876	-2	5	11	9	9	11	13	16	31	23	22	29	28	20	23	27	19	27	25	27	27	26	32	29	29	24	34	30	33	29	37	32	41	43	38	43	44	39	43	43	49	50	0	1	2	0	0	4	4	7	20	7	4	15	17	0	17	8	5	8	14	15	11	17	20	20	15	5	15	20	12	11	19	25	25	27	30	25	35	0	30	24	40	36	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	2	1	1	2	2	1	1
75000	-335.559146879870298	-334.177394171548940	-1.381752708321330	0.000068371811444	0.000030167689295	0.441229925866772	0.780239727786325	-5	3	12	9	11	14	15	21	31	22	23	25	26	23	24	23	23	30	29	22	26	27	34	32	30	28	33	35	32	35	33	30	40	46	39	39	41	34	46	49	44	56	0	1	2	0	0	4	4	7	5	7	6	20	17	0	5	8	5	16	14	5	11	17	17	12	12	13	13	32	12	21	14	20	24	15	21	32	30	0	30	41	28	36	1	1	1	1	1	1	1	2	3	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	1	1	1	1	2	1	3	1	2	2	2	1	1	1	1	2	1
75500	-312.851342725206848	-311.488225215333387	-1.363117509873471	0.000085312617570	0.000044670453157	0.523608985748749	0.658777611675216	0	4	8	10	12	15	15	19	34	17	25	31	27	23	28	25	25	29	30	22	27	29	33	35	34	27	36	40	28	33	31	35	42	39	38	40	45	43	41	47	45	54	0	1	2	0	0	4	4	7	12	7	4	29	20	0	17	8	5	8	14	5	11	17	15	15	17	17	9	24	17	21	14	20	27	25	30	17	35	0	30	28	22	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
76000	-326.452401112262919	-325.020552455898951	-1.431848656363968	0.000085958519899	0.000030577785856	0.355727226252792	0.645676255066582	1	5	10	7	11	15	10	19	34	16	23	20	22	23	27	27	24	27	27	29	31	30	31	33	33	29	31	36	33	33	27	30	37	47	38	39	41	41	42	49	45	55	0	1	2	0	0	4	4	7	15	7	4	5	5	0	17	8	5	8	14	15	11	13	17	20	13	5	5	20	12	11	14	17	20	24	30	20	35	0	30	24	33	36	1	1	1	1	1	1	1	1	2	1	3	2	2	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	4	1	2	1	1	1	1	1	3
76500	-323.462411211093297	-321.860662314617514	-1.601748896475793	0.000087422293994	0.000020917212257	0.239266339293363	0.629056979899493	-2	5	9	9	14	14	14	20	29	17	26	30	25	19	27	29	25	28	28	22	25	28	29	35	33	30	32	36	26	33	36	32	41	48	40	42	42	38	46	46	42	51	0	1	2	0	0	4	4	7	20	6	4	5	20	0	20	8	5	8	14	5	7	20	15	5	17	13	15	5	20	21	19	9	12	25	30	32	35	0	35	5	28	32	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	2	2	2	1	3	1	1	1	3	1	1	2	1	2	2	1	2	1	1	1	5	1	3
77000	-314.774876765768340	-313.124610526026402	-1.650266239741960	0.000078109346190	0.000017194116695	0.220128800634315	0.659359229552965	0	5	7	11	14	15	14	20	25	18	27	32	26	25	26	26	27	31	27	28	32	29	27	25	31	29	30	40	32	34	35	32	41	49	38	42	43	42	46	48	47	57	0	1	2	0	0	4	4	7	5	7	7	9	5	0	5	8	5	8	14	5	11	15	5	5	13	24	9	12	17	21	14	24	27	36	30	32	35	0	30	20	33	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	4	1	2
77500	-322.909804236359321	-321.303197665191647	-1.606606571167698	0.000071967434091	0.000017070157983	0.237192810872366	0.668883936545504	1	3	6	5	14	12	15	18	30	17	26	31	22	22	27	27	22	31	26	23	32	27	31	35	34	30	34	37	30	33	30	33	39	50	35	43	43	40	44	44	50	56	0	1	2	0	0	4	4	7	5	6	7	20	5	0	5	8	5	11	14	5	11	13	15	20	15	22	12	9	15	21	19	20	24	12	30	32	35	0	30	27	27	36	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	3	2
78000	-330.450211731712216	-329.000198160887237	-1.450013570824970	0.000080147112992	0.000026935654355	0.336077662056396	0.622353729688403	-5	2	7	8	11	15	17	20	30	22	22	25	26	24	22	28	25	25	28	30	25	32	34	34	32	31	28	36	31	28	32	35	40	46	37	45	32	42	47	45	48	50	0	1	2	0	0	4	4	7	15	6	4	15	5	0	5	8	5	8	14	15	11	13	26	27	15	12	15	27	15	11	14	27	15	25	30	32	30	0	35	9	12	32	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	2	2	1	1	1	3	3	3
78500	-353.235014247410334	-351.537025822936812	-1.697988424473520	0.000099265008521	0.000020263805765	0.204138457924501	0.578713158908362	1	3	11	6	11	17	14	19	29	20	28	25	24	22	29	22	22	29	28	23	30	33	32	34	26	31	31	36	27	32	36	31	39	45	41	41	38	40	41	36	49	52	0	1	2	0	0	4	4	7	25	7	7	5	5	0	13	8	5	16	14	5	4	9	25	27	5	13	25	24	20	21	19	12	28	12	21	25	30	0	11	9	40	5	1	1	2	1	1	2	1	2	1	1	2	2	2	1	1	1	3	2	2	3	2	1	1	1	3	2	1	1	1	1	1	1	1	4	1	3	2	1	3	1	2	7
79000	-336.916819923246692	-335.243711736331534	-1.673108186915183	0.000077832036148	0.000016513784063	0.212172067963716	0.569631448362677	0	5	8	2	12	12	5	17	23	20	24	32	23	16	28	24	21	29	30	24	30	28	31	36	33	28	30	36	29	32	35	34	31	49	37	42	43	41	44	48	46	57	0	1	2	0	0	4	4	7	5	6	6	22	17	0	20	8	5	8	14	5	11	9	9	15	9	9	15	15	17	21	19	25	15	20	30	32	35	0	30	27	9	36	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	3	2	3	1	1	1	2	2	1	1	2	1	1	1	1	1	5	2	2	1	1	3	5	4	3
79500	-311.470537866124175	-310.088811035614469	-1.381726830509694	0.000066435466526	0.000029317953310	0.441299728036222	0.874312598652612	-2	3	7	13	11	16	17	22	35	20	26	29	28	24	26	27	25	27	26	31	30	34	31	37	32	31	32	25	28	35	35	34	36	50	40	42	44	38	44	42	48	53	0	1	2	0	0	4	4	7	12	7	6	28	5	0	5	8	5	8	14	17	11	28	17	20	28	15	12	5	15	21	19	17	27	25	30	25	35	0	30	20	40	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	3	1	1	2	1	2	1	1	1
80000	-306.206466946878493	-304.692337548120804	-1.514129398757710	0.000091377341178	0.000026058921680	0.285179250608364	0.735173333393092	-5	3	11	9	10	16	13	20	33	19	29	31	25	23	23	28	24	28	28	27	29	28	30	33	33	32	29	32	30	36	35	35	38	43	39	43	43	41	45	46	48	52	0	1	2	0	0	4	4	7	12	4	6	22	5	0	5	8	5	8	14	17	4	15	20	20	17	22	20	20	15	21	19	13	28	25	30	25	35	0	30	28	33	36	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2
80500	-323.998918910787268	-322.589705812866328	-1.409213097920951	0.000057422042378	0.000022177889022	0.386226057161151	0.688792237812442	0	6	9	7	11	12	15	18	32	21	24	22	26	16	30	25	20	29	25	25	27	32	28	33	25	29	35	35	33	33	33	31	39	49	41	43	37	41	45	46	41	53	0	1	2	0	0	4	4	7	20	6	4	5	12	0	12	8	5	16	14	5	7	20	12	20	17	12	5	12	20	21	19	25	28	17	37	32	30	0	30	24	28	36	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	4	2	2	1	1	1	1	3	1	2	2	1	2	1	1	2
