step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
5000	-162.896482132639562	-169.751970083598934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.378633509840757	0	3	2	4	5	4	6	8	7	7	13	13	13	19	16	15	17	19	17	18	16	20	21	21	23	23	25	23	24	26	29	0	1	1	1	1	3	1	6	6	3	1	8	7	20	16	1	16	2	3	17	13	21	1	1	17	24	25	20	18	0	0	1	2	1	3	2	1	3	2	1	2	5	2	3	1	1	7	1	5	9	1	1	2	10	12	4	1	1	3	3	1	1
5500	-220.331507808739076	-227.186995759698448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597056758437658	1	2	2	4	5	5	7	5	7	10	13	13	14	18	17	16	16	18	17	19	19	19	21	20	22	22	24	23	25	23	29	0	1	1	1	1	1	3	1	6	9	7	5	12	16	17	13	12	12	17	19	11	16	1	7	20	19	24	21	27	0	0	1	1	1	2	2	2	3	2	1	1	3	4	1	1	1	1	1	2	1	1	2	1	9	8	1	3	2	2	1	1	1
6000	-175.485535931099150	-182.341023882058522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396817688251027	0	2	2	4	4	5	6	6	6	9	14	13	12	18	17	16	17	18	19	18	19	20	19	20	22	23	25	23	24	26	28	0	1	1	1	1	1	3	4	2	8	13	13	1	16	11	12	11	11	17	4	13	16	1	1	18	20	16	21	26	0	0	1	1	2	2	2	3	2	2	2	2	2	1	6	1	2	1	2	1	1	5	3	3	4	6	2	4	6	2	1	1	1
6500	-134.713720825383774	-141.569208776343146	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492611331086028	1	3	2	3	4	6	5	8	7	9	14	14	13	17	17	16	17	19	19	18	18	20	22	20	22	24	25	24	24	26	29	0	1	1	1	1	1	1	5	7	9	8	10	1	12	13	11	6	20	14	16	15	8	1	16	19	23	22	23	22	0	0	1	1	1	1	2	3	2	2	1	1	4	3	5	2	2	1	5	1	1	1	1	6	11	1	1	1	3	1	2	1	1
7000	-215.906397779778899	-222.761885730738271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366606787978408	0	2	2	3	6	4	6	8	7	10	13	14	14	19	16	16	15	19	18	16	17	20	21	20	22	23	26	21	25	27	28	0	1	1	1	1	1	6	7	6	9	8	8	1	21	9	1	7	20	13	13	5	21	1	17	24	20	29	22	25	0	0	1	1	1	2	3	2	1	1	1	2	3	2	4	1	5	7	4	2	2	1	6	2	12	3	1	4	1	1	1	1	1
7500	-153.611303190373178	-160.466791141332550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443697643097147	1	3	2	3	5	5	6	8	7	8	13	13	14	16	18	16	18	19	18	17	19	20	21	18	22	21	24	23	24	25	29	0	1	1	1	1	1	5	2	5	2	1	6	5	13	16	7	11	20	14	5	16	16	1	14	15	22	22	19	16	0	0	1	1	1	1	3	2	1	2	1	3	6	4	5	1	1	4	3	1	1	5	1	2	10	1	2	1	2	3	5	1	1
8000	-169.971110149859356	-176.826598100818728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707218849293615	1	2	2	4	5	6	6	7	8	10	12	13	12	19	16	15	17	17	18	18	17	20	21	21	22	22	23	23	24	26	29	0	1	1	2	1	3	4	5	6	9	10	7	1	20	16	13	16	16	21	16	12	15	1	16	17	14	24	24	27	0	0	1	1	1	1	2	2	1	1	1	2	1	3	6	1	1	1	1	1	1	2	3	2	6	3	1	1	1	1	1	1	1
8500	-214.487391313799321	-221.342879264758693	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.270422571931477	0	2	2	3	4	5	7	6	8	9	12	13	13	17	16	15	18	19	19	19	18	18	20	21	20	24	22	23	24	26	28	0	1	1	1	1	1	6	1	3	5	1	5	5	15	6	1	10	12	14	9	16	1	1	20	19	21	1	27	25	0	0	1	1	1	2	2	2	1	2	3	3	6	4	4	1	4	7	6	3	1	4	2	10	9	2	1	3	10	1	2	1	1
9000	-156.889010097642910	-163.744498048602281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.293716567167231	1	2	2	4	6	5	7	8	7	10	13	12	13	19	17	15	18	18	19	16	18	20	22	20	22	23	25	23	24	26	28	0	1	1	2	1	1	1	9	5	6	1	6	1	11	16	1	15	13	8	12	16	1	7	1	15	25	11	21	22	0	0	1	1	1	1	4	2	3	1	1	2	4	4	5	3	1	7	1	3	5	2	2	7	7	8	4	1	7	1	2	1	1
9500	-141.858161720660547	-148.713649671619919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487990560987311	1	3	2	5	4	6	6	7	7	9	14	13	12	19	18	16	17	18	19	17	18	20	21	21	21	24	24	23	25	25	28	0	1	1	1	1	3	5	2	5	7	13	13	7	11	20	12	13	13	15	6	17	14	1	18	14	19	24	23	24	0	0	1	1	1	2	2	2	1	2	1	2	1	1	4	3	1	2	3	3	1	5	1	1	8	2	2	2	2	1	2	1	1
10000	-150.249655825698170	-157.105143776657542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480166477866264	1	2	3	5	5	6	7	7	8	9	13	12	14	18	16	16	18	18	19	18	18	20	21	19	23	22	24	24	26	25	28	0	1	1	1	1	3	4	3	7	7	1	2	9	13	13	1	16	13	21	15	12	15	1	11	19	21	22	13	26	0	0	1	1	1	2	3	1	1	2	1	1	4	4	2	1	1	6	1	2	1	1	3	2	12	3	2	1	2	6	2	1	1
10500	-122.447507332036992	-129.302995282996363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565393197612092	1	2	2	3	5	4	6	7	7	9	13	12	14	18	17	17	17	16	19	18	19	21	22	21	22	22	25	24	24	26	29	0	1	1	1	1	3	2	6	1	8	12	9	12	18	12	12	12	13	15	15	17	18	1	18	14	24	22	26	22	0	0	1	1	1	1	2	1	1	2	3	1	1	2	1	1	2	3	2	1	1	1	1	4	9	2	2	1	2	1	2	1	1
11000	-146.639172802958711	-153.494660753918083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449617969576677	1	3	3	5	5	4	7	7	7	9	14	13	11	18	18	15	16	17	18	19	17	18	21	20	23	23	26	23	25	26	28	0	1	1	1	2	3	5	1	5	8	8	13	1	12	17	13	11	11	10	21	9	17	1	18	11	21	26	23	14	0	0	1	1	1	2	1	1	1	4	1	1	6	1	4	2	1	1	1	2	4	1	3	1	9	1	4	3	2	1	3	1	1
11500	-163.711998301600318	-170.567486252559689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381136663954166	0	2	2	4	5	5	7	6	7	10	13	13	12	19	16	15	17	18	17	18	19	20	21	20	23	22	23	22	26	26	28	0	1	1	2	1	1	2	4	6	7	7	4	1	17	9	11	15	16	11	15	12	16	1	20	26	19	22	20	22	0	0	1	1	1	1	4	3	3	1	1	2	5	4	5	1	4	1	1	1	2	2	4	3	10	1	1	3	1	2	4	1	1
12000	-175.609384584163990	-182.464872535123362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429806252002444	0	2	2	4	5	5	6	8	5	10	14	12	13	18	17	16	15	16	18	17	18	20	21	20	21	23	24	22	25	26	28	0	1	1	1	1	3	5	1	1	9	9	5	1	12	18	12	10	8	12	17	11	15	19	14	15	16	13	16	27	0	0	1	1	1	3	3	1	1	3	2	2	4	4	8	3	1	4	2	2	4	1	2	1	1	1	2	3	7	4	1	1	1
12500	-189.347228482923924	-196.202716433883296	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.258470653351296	1	3	2	4	5	3	6	7	6	9	13	12	12	17	18	15	17	18	18	19	18	21	20	21	23	23	26	23	24	26	28	0	1	1	2	1	1	4	5	6	6	1	7	2	7	13	1	11	13	12	19	10	18	1	14	24	16	1	24	21	0	0	1	1	1	1	2	2	1	1	2	4	6	3	4	6	3	4	2	4	3	1	4	1	6	2	1	3	10	1	3	1	1
13000	-154.810333945275346	-161.665821896234718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522487564289012	1	3	3	4	5	6	7	7	7	9	13	10	13	18	17	16	18	17	18	19	18	20	20	21	22	22	25	23	26	26	27	0	1	1	1	1	3	5	4	3	9	1	6	1	16	13	11	16	11	5	18	16	21	1	7	18	20	26	18	24	0	0	1	1	2	2	2	2	1	1	2	1	5	3	6	1	2	2	2	2	7	1	1	1	5	6	3	2	1	2	2	1	1
13500	-131.858807571798309	-138.714295522757681	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545119676087658	1	3	2	4	5	5	7	7	8	10	13	14	13	18	16	14	16	18	18	17	17	19	21	20	22	22	24	23	26	26	28	0	1	1	1	4	1	6	2	8	9	1	11	9	20	16	13	16	1	12	15	16	1	1	13	24	24	22	23	27	0	0	1	1	1	2	1	2	1	2	1	1	5	1	2	1	1	1	1	7	2	1	1	8	7	3	1	1	2	1	1	1	1
14000	-157.576155027434595	-164.431642978393967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.284009135721696	1	3	3	4	5	6	6	6	8	7	13	13	13	18	17	16	17	18	18	19	17	20	20	20	22	22	25	24	26	26	29	0	1	1	1	1	1	4	1	3	5	1	9	1	16	2	1	4	1	16	17	8	1	1	1	23	2	14	14	19	0	0	1	1	1	2	3	3	1	2	3	1	6	4	7	1	6	7	8	9	1	1	4	11	10	9	1	8	2	4	4	1	1
14500	-199.312137118747103	-206.167625069706475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.298051133630337	0	3	2	5	6	6	5	8	8	8	13	14	13	17	18	17	18	16	19	18	19	21	20	20	22	22	25	23	25	27	28	0	1	1	2	2	1	3	4	6	5	1	6	8	10	4	11	12	1	16	13	15	11	7	1	14	17	1	15	24	0	0	1	1	1	1	2	3	1	2	1	1	6	4	2	5	8	2	2	6	1	3	1	7	8	10	2	2	12	2	3	1	1
15000	-163.038883111486513	-169.894371062445884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.287242639347954	1	2	2	4	6	6	6	7	7	10	10	14	10	18	18	16	16	19	19	16	19	21	21	21	23	24	25	23	24	26	29	0	1	1	1	4	1	2	6	4	3	7	11	1	17	17	13	12	16	10	6	15	15	1	1	15	24	1	16	1	0	0	1	1	1	1	1	2	2	1	1	3	2	3	5	1	1	3	1	2	3	6	1	2	11	8	3	2	14	3	11	1	1
15500	-146.749805612603240	-153.605293563562611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490583055551443	1	2	2	5	5	5	7	7	8	9	12	13	13	19	16	16	16	18	18	18	17	21	21	20	22	23	25	24	26	26	29	0	1	1	2	2	3	5	3	7	6	2	4	11	21	12	13	12	16	16	9	16	18	1	17	20	24	22	12	1	0	0	1	1	1	2	1	2	1	2	1	2	4	4	1	1	1	1	1	1	1	5	1	2	7	2	2	1	2	5	14	1	1
16000	-152.855879738700025	-159.711367689659397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.325179945259547	0	2	3	4	5	4	6	8	8	10	14	13	13	19	17	16	17	16	16	19	18	21	21	19	22	23	25	23	23	26	28	0	1	1	1	2	1	2	3	5	9	1	3	10	16	12	9	10	1	10	16	19	17	1	19	23	22	26	14	20	0	0	1	1	2	2	2	2	2	3	2	1	6	3	2	1	2	6	5	8	3	1	1	2	12	2	1	1	1	2	2	1	1
16500	-181.582583925671685	-188.438071876631057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.388001089421381	0	2	2	4	6	4	6	7	7	9	14	13	13	18	17	15	18	17	17	19	18	20	19	20	22	22	26	23	26	26	29	0	1	1	1	1	1	3	3	5	8	1	8	10	19	16	1	13	1	10	18	16	13	1	13	20	14	17	16	28	0	0	1	1	1	2	3	3	2	2	1	1	7	3	2	1	1	8	2	7	3	1	2	4	10	3	1	2	5	4	2	1	1
17000	-150.217272642123959	-157.072760593083331	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.352549740105772	0	2	3	4	6	5	6	8	8	10	13	13	13	19	17	16	16	18	19	16	18	20	22	21	22	23	25	23	26	26	26	0	1	1	2	1	1	3	6	5	3	1	1	9	12	12	1	6	11	18	11	20	13	12	19	20	22	15	12	22	0	0	1	1	2	1	3	3	1	1	1	4	5	5	2	2	3	9	6	3	1	2	1	5	3	1	3	2	3	5	2	1	1
17500	-154.611144364673663	-161.466632315633035	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522655600015496	1	3	2	5	5	4	7	6	7	9	14	13	13	18	17	16	17	18	18	17	17	20	21	20	22	21	25	20	26	27	28	0	1	1	1	1	1	1	3	4	9	1	10	10	13	11	13	10	13	21	11	13	21	1	18	26	16	1	15	26	0	0	1	1	1	2	1	1	2	2	1	1	5	3	2	2	1	1	5	3	1	3	1	1	9	1	1	2	11	2	1	1	1
18000	-163.019464035320027	-169.874951986279399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.256576243551749	0	2	2	4	5	5	6	8	8	8	13	13	11	19	17	15	18	18	18	19	17	18	22	20	22	23	25	23	26	26	29	0	1	1	2	1	1	3	2	3	5	1	5	1	13	12	8	11	1	15	13	13	12	1	5	11	11	24	18	24	0	0	1	1	1	1	3	3	2	2	2	1	7	4	4	5	2	4	2	9	1	4	4	3	11	6	4	6	2	4	3	1	1
18500	-147.000203853496146	-153.855691804455518	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428397359706117	1	2	2	4	3	4	7	6	6	9	14	13	12	19	17	16	18	18	17	18	18	21	21	21	22	24	23	23	22	26	28	0	1	1	1	1	1	1	1	6	9	1	1	8	16	12	1	15	13	11	19	12	18	1	13	24	21	15	23	8	0	0	1	1	1	1	1	1	3	2	1	1	4	6	2	1	2	7	1	2	1	1	3	1	10	3	1	3	2	1	9	1	1
19000	-162.122086794946483	-168.977574745905855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.348820012407035	1	2	2	4	6	6	6	7	8	9	12	12	13	16	16	15	17	18	18	18	18	20	21	21	22	23	24	21	24	27	28	0	1	1	1	1	1	1	5	5	7	5	9	1	13	4	4	16	10	7	11	14	20	1	15	8	23	24	16	1	0	0	1	1	1	2	3	2	2	1	1	1	3	3	6	2	7	4	1	6	6	2	1	2	11	3	7	1	2	3	12	1	1
19500	-157.907057746164242	-164.762545697123613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415432976585050	1	3	2	5	5	5	6	8	7	9	13	14	12	19	17	15	17	15	17	17	15	20	20	20	22	23	24	24	24	26	28	0	1	1	2	1	3	3	4	5	8	1	8	1	17	12	8	12	13	21	16	12	16	1	18	19	19	21	25	1	0	0	1	1	1	1	2	3	2	2	1	1	6	2	4	1	1	3	2	1	1	1	1	2	9	3	2	3	5	2	12	1	1
20000	-154.038595892219178	-160.894083843178549	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380760296907085	-1	1	3	4	3	6	6	7	7	9	13	12	14	17	17	17	18	17	16	17	18	19	22	20	22	23	26	24	26	26	29	0	1	1	1	1	1	5	1	7	9	1	3	9	9	4	8	12	13	13	13	19	15	8	22	24	19	25	15	1	0	0	1	1	2	2	2	3	1	4	1	1	7	5	3	4	8	6	3	1	1	2	1	1	7	1	1	4	1	3	14	1	1
20500	-167.471300448242545	-174.326788399201916	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.331546411688658	0	3	3	4	6	4	6	7	7	9	13	14	12	19	17	16	18	18	17	18	18	21	22	20	23	24	25	24	26	26	29	0	1	1	1	1	1	2	2	7	4	5	10	1	15	8	9	11	1	11	13	16	18	1	19	15	17	18	5	21	0	0	1	2	1	1	4	2	2	1	1	2	3	2	6	1	6	3	3	6	2	3	1	1	7	1	3	3	4	9	6	1	1
21000	-144.710065666260562	-151.565553617219933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401079865786488	1	3	2	4	5	5	4	6	7	9	12	14	13	19	16	16	17	16	18	19	19	21	21	20	22	23	25	23	25	27	28	0	1	1	2	2	3	3	5	6	5	1	5	1	15	11	1	11	1	17	17	18	17	1	1	16	17	21	23	26	0	0	1	1	1	1	1	1	1	1	1	2	6	4	6	2	3	6	3	7	1	1	1	2	9	8	3	2	4	1	1	1	1
21500	-151.626294107971205	-158.481782058930577	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.458082341048312	1	3	3	5	5	6	6	8	7	8	13	13	13	18	16	15	18	17	19	19	19	20	21	20	23	22	26	22	26	27	27	0	1	1	1	1	3	1	5	4	4	1	8	1	9	13	1	16	13	14	12	18	7	7	1	20	19	25	14	24	0	0	1	1	1	2	2	1	2	1	1	1	5	3	6	5	1	8	1	3	1	3	1	7	8	9	1	2	2	2	2	1	1
22000	-152.708750357486963	-159.564238308446335	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.329615028393382	0	2	2	4	4	5	7	7	8	7	13	14	12	19	15	17	17	18	18	19	18	19	21	20	21	23	26	23	24	26	28	0	1	1	2	1	3	4	1	7	5	8	8	9	13	8	13	2	13	16	16	17	11	1	18	9	25	19	25	1	0	0	1	1	1	1	2	1	2	2	1	1	4	4	2	3	4	3	8	3	1	1	1	3	9	1	6	1	6	1	9	1	1
22500	-166.075269249244400	-172.930757200203772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.404518012723172	0	3	2	5	6	4	6	7	7	9	13	13	13	19	18	17	17	18	17	17	17	20	20	19	22	23	25	23	26	26	27	0	1	1	1	4	3	1	4	4	4	7	6	5	4	20	13	12	11	13	10	12	11	14	19	23	25	16	14	1	0	0	1	1	1	3	1	1	3	1	1	2	5	4	3	7	1	2	2	2	2	4	2	4	1	1	1	1	3	2	10	1	1
23000	-162.223461952983371	-169.078949903942743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.268627127480492	0	2	3	5	5	4	7	7	7	10	12	13	13	19	16	16	18	17	18	18	19	20	20	19	22	24	26	23	24	26	26	0	1	1	1	1	1	2	5	4	3	1	2	1	19	12	9	16	1	15	16	20	11	1	12	23	17	24	25	1	0	0	1	1	2	3	2	2	2	2	1	3	6	6	6	1	2	4	1	9	1	1	1	3	5	3	1	4	4	1	15	1	1
23500	-162.381918907656711	-169.237406858616083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.304417609870760	0	2	1	4	6	5	7	7	8	9	12	14	13	19	17	15	17	16	18	19	19	20	22	19	21	24	25	23	26	26	28	0	1	1	1	4	1	6	1	5	5	1	11	10	5	16	1	13	1	11	11	15	5	8	13	19	23	24	11	1	0	0	1	2	1	2	2	3	1	3	1	2	6	1	3	7	2	9	2	9	3	3	2	6	5	4	2	1	3	4	13	1	1
24000	-207.463112919420325	-214.318600870379697	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.218239689050988	0	3	3	5	6	5	7	8	5	7	12	12	11	18	16	16	17	18	17	18	18	20	21	20	20	24	25	23	25	25	28	0	1	1	1	2	1	5	2	1	1	1	2	2	17	10	13	12	1	15	4	8	9	12	16	18	28	24	25	14	0	0	1	2	2	2	1	3	1	4	3	4	6	5	2	1	4	2	4	10	1	5	4	5	5	4	2	1	3	2	3	1	1
24500	-189.854040474131097	-196.709528425090468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.323837313101986	1	3	2	5	5	5	6	7	6	10	13	13	11	17	17	16	18	18	17	18	18	20	22	20	23	22	25	23	24	26	29	0	1	1	1	1	1	2	9	2	9	8	8	1	16	2	1	3	13	13	11	10	1	15	19	21	16	15	11	28	0	0	1	1	1	3	2	2	1	1	1	2	3	2	6	1	7	6	7	4	3	2	5	9	5	2	3	3	4	5	1	1	1
25000	-212.656799204187365	-219.512287155146737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615683939159686	1	2	2	3	6	4	6	8	7	9	13	14	13	17	17	15	16	18	19	18	18	20	21	21	22	21	23	23	25	27	28	0	1	1	1	2	1	1	6	5	8	1	9	10	12	12	11	16	1	17	13	16	21	12	21	19	15	21	19	27	0	0	1	1	1	1	2	2	3	2	1	1	6	2	2	3	1	1	1	7	2	2	2	1	3	2	2	3	2	2	1	1	1
