step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
5000	-502.117978485730362	-500.684366355417865	-1.433612130312476	0.000014517685545	0.000013326730462	0.917965223883620	0.669163206739114	1	2	5	4	4	6	6	7	9	9	11	12	11	11	12	11	15	13	12	14	12	12	13	12	14	12	14	14	12	14	14	15	14	17	16	16	13	16	15	18	16	17	17	18	20	17	18	16	18	19	19	18	19	21	20	20	21	21	22	23	23	23	24	25	26	25	26	28	26	26	28	30	30	30	33	33	34	32	35	36	0	1	5	2	1	2	4	7	8	0	10	16	9	9	14	10	11	9	10	15	9	9	14	9	19	10	26	18	10	29	18	27	15	28	21	21	16	28	23	41	10	39	36	48	36	48	38	12	15	41	47	48	44	45	46	47	52	48	56	55	52	58	59	39	59	58	58	69	64	63	66	64	64	64	72	78	75	72	75	77	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	4	1	1	2	1	1	1	2	2	2	1	1	1	1	2	1	2	3	1	2	3	1	1	5	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1
5500	-500.005384391636142	-498.407114152229042	-1.598270239407094	0.000021410086361	0.000028868556952	1.348362471078549	0.670168875517057	-1	1	5	4	4	7	5	6	9	9	11	13	11	12	11	11	13	13	12	14	13	12	14	14	14	13	14	15	12	15	15	13	15	16	16	16	16	16	17	16	14	17	18	18	18	17	18	17	19	17	19	19	19	21	20	20	21	20	22	21	23	23	25	26	25	25	25	29	27	27	27	28	30	32	32	34	34	33	35	36	0	1	5	1	2	1	4	7	6	0	10	16	9	9	9	10	11	14	10	15	14	9	15	22	12	16	10	18	10	12	18	29	9	28	21	21	16	28	33	41	19	33	36	29	36	29	38	12	23	41	47	44	48	45	19	47	52	37	47	46	57	58	56	49	59	58	58	69	64	63	66	64	64	64	72	72	75	72	75	77	1	1	1	2	2	3	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	4	1	1	2	2	2	1	2	3	3	2	3	2	1	1	1	1	1	2	3	2	2	2	2	2	1
6000	-490.832224598231221	-489.464152582698659	-1.368072015532587	0.000047521726834	0.000023295766308	0.490212958580979	0.652507732833580	1	2	4	4	3	7	5	8	9	8	10	12	12	11	12	12	13	13	12	13	11	13	13	14	13	12	14	15	15	13	15	14	15	16	17	15	15	16	18	16	17	17	17	19	18	18	18	16	18	18	20	18	21	20	17	19	21	19	23	21	23	22	25	26	24	23	26	29	27	27	27	30	30	30	33	35	34	34	34	36	0	1	5	1	1	2	4	4	7	0	10	10	14	9	14	10	11	9	10	15	9	9	14	14	12	10	25	18	30	10	18	19	14	28	36	14	19	28	33	30	40	33	36	48	36	12	38	27	33	41	47	48	44	45	30	47	52	27	47	55	52	58	59	33	47	62	58	69	64	59	66	64	64	64	72	72	75	72	75	77	1	1	1	2	1	2	1	1	3	1	1	2	1	1	1	2	2	2	3	1	1	2	1	1	1	3	1	1	1	2	1	1	2	1	2	2	2	1	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	1	2	2	1	5	3	1	3	2	1	2	2	3	2	1	2	2	1	2	1	1
6500	-450.254532098213701	-448.804684012991856	-1.449848085221863	0.000095461910910	0.000032098341016	0.336242389344554	0.724653704665761	0	1	3	3	5	5	5	6	8	9	10	13	11	12	11	12	14	12	12	13	12	12	13	13	15	13	15	15	11	14	14	14	15	17	17	16	16	16	16	18	16	17	17	18	18	19	18	17	19	19	19	19	20	21	19	19	21	20	22	21	22	24	24	24	26	25	26	29	26	26	27	28	30	32	32	34	34	33	35	36	0	1	2	2	3	4	4	4	8	0	10	11	8	9	9	10	29	13	10	13	15	15	9	22	12	10	26	23	10	29	18	19	23	28	36	21	11	28	33	12	12	39	36	48	36	48	38	26	23	41	47	48	44	36	26	47	52	26	51	29	57	58	59	49	63	58	66	69	64	59	62	64	69	73	68	78	75	72	75	77	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	3	1	1	3	1	1	2	1	1	2	1	1	1	2	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	3	1	1	2	1	5	1	2	1	2	1	2	1	2	1	2	1	2	2	1	2	1	1	2	1	1
7000	-456.125293576024944	-454.136543114431561	-1.988750461593356	0.000116240813967	0.000016319529036	0.140394139364350	0.707873298963860	0	1	5	3	3	5	6	7	9	9	11	13	11	11	11	12	14	13	10	15	13	13	11	14	15	13	14	15	14	14	14	15	15	16	16	16	16	16	18	16	17	15	17	17	18	17	18	18	19	19	20	19	21	20	21	19	21	20	22	21	23	23	24	25	24	23	26	29	26	26	27	29	29	31	32	34	34	33	34	37	0	1	5	1	2	4	6	4	8	0	19	19	8	9	9	19	11	23	10	14	15	9	9	15	19	10	19	18	11	16	18	27	24	18	21	21	27	28	14	25	16	18	36	29	36	25	38	44	20	41	47	29	48	36	46	47	48	25	51	46	57	58	59	49	59	58	62	69	49	63	66	64	69	73	68	73	75	72	75	77	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	1	2	1	1	3	2	2	2	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	2	1	2	1	2	2	1	2	2	2	1	2	2	2	1	1	2	1	2	2	1
7500	-504.328217173042162	-502.726431212020316	-1.601785961021867	0.000086235101790	0.000020631780058	0.239250370556798	0.509657377571937	1	2	3	4	5	6	7	7	8	9	11	12	11	10	11	10	15	13	12	15	12	12	13	13	14	14	15	15	14	11	16	11	15	17	16	16	17	15	17	17	15	16	17	18	20	18	19	16	20	19	18	20	20	20	20	20	20	21	23	23	23	23	25	27	26	24	26	29	27	26	27	29	30	31	32	34	34	33	34	36	0	1	1	3	3	5	2	3	7	0	16	30	8	9	9	10	11	15	10	7	14	14	8	13	30	16	30	15	16	16	18	10	13	38	21	33	27	18	20	27	29	22	23	48	21	25	51	26	39	40	38	48	44	21	46	51	48	48	56	46	52	58	47	49	59	58	58	64	49	63	58	69	69	73	69	72	75	72	75	77	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	2	2	4	1	1	3	1	2	2	2	2	2	1	1	2	1	1	3	1	2	2	1	1	1	3	2	1	3	1	1	1	1	1	2	2	1	4	1	1	2	3	2	2	2	1	3	2	3	2	3	1	4	1	3	1	2	1	2	2	1	4	1	1
8000	-468.688749397344054	-467.117343944944139	-1.571405452399940	0.000104281003349	0.000026400724948	0.253169072988201	0.655762057106576	1	2	3	3	5	6	6	7	10	9	11	13	12	12	9	11	15	12	11	14	13	12	13	13	14	13	15	15	14	15	16	14	16	15	17	16	17	16	17	17	17	16	18	17	18	19	18	17	20	19	20	19	20	21	18	20	22	21	22	22	23	22	23	26	26	24	26	28	27	26	27	29	30	31	33	34	35	32	35	37	0	1	1	1	3	5	4	7	15	0	10	19	9	15	8	10	11	9	10	15	14	15	9	14	10	10	16	18	10	19	34	12	14	18	36	21	30	34	42	19	29	23	36	29	21	26	38	25	39	41	47	44	40	36	17	47	44	55	56	29	60	58	56	20	63	62	62	64	42	63	66	69	68	73	69	72	75	64	75	75	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	2	2	1	1	2	2	1	2	1	1	1	3	1	2	1	1	3	3	1	2	1	1	1	2	1	3	2	1	2	2	1	4	1	1	1	5	2	1	1	1	4	1	2	1	1	1	2	4	2	3	1	2
8500	-505.455523502293715	-503.780730550573082	-1.674792951720656	0.000087841774590	0.000018588038280	0.211608182631623	0.577735846101514	-1	1	3	2	4	6	4	7	9	9	10	12	11	10	12	11	14	12	12	14	13	13	13	13	15	14	14	14	14	14	15	15	15	17	15	16	17	16	17	18	16	17	14	18	20	18	17	17	20	19	19	20	21	19	21	19	18	20	22	22	20	22	24	27	25	25	24	28	26	26	27	29	30	32	32	34	34	32	34	37	0	1	1	2	2	7	4	7	5	0	10	10	8	9	14	10	19	13	10	8	9	15	14	9	16	19	16	18	10	16	13	16	14	28	21	21	30	28	23	30	12	14	21	48	54	30	38	12	9	41	47	48	48	36	46	47	30	30	47	46	57	44	56	42	59	58	58	69	49	63	66	69	68	73	64	69	75	72	75	75	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	3	2	1	1	2	2	1	2	1	3	2	3	2	2	2	1	1	2	1	2	2	2	3	1	1	1	2	1	2	5	1	1	2	2	2	2	2	2	2	2	2	1	2	2	6	2	1	2	1	3	2	2	2	1	1	2	5	1	1	1	3
9000	-522.803474907783652	-521.040310151545668	-1.763164756238034	0.000109340383755	0.000020301129921	0.185669093375876	0.510966096226690	1	2	5	3	5	6	5	7	9	9	11	12	10	11	10	11	13	13	13	13	13	12	11	12	13	13	12	14	13	11	16	15	15	17	16	16	15	15	17	17	15	18	18	17	20	18	18	16	19	18	19	19	21	18	20	19	22	20	22	20	22	23	24	25	27	24	25	29	26	25	28	30	30	32	32	33	34	33	35	36	0	1	1	1	1	2	4	3	3	0	10	30	9	13	7	10	30	9	30	15	22	7	3	23	16	10	10	18	16	10	18	16	14	18	23	21	19	28	24	26	29	15	36	29	36	12	38	29	20	40	34	44	44	36	44	47	52	19	47	44	52	58	59	49	59	58	58	69	36	63	62	64	68	73	72	72	75	72	75	77	1	1	2	1	2	2	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	3	4	1	1	2	1	1	2	1	2	3	1	2	4	2	1	1	3	2	1	5	1	2	2	2	3	1	2	1	1	1	2	1	2	1	2	4	2	2	1	2	1	3	2	2	2	1	4	1	3	3	1	2	1	2	1	2	2	1
9500	-530.671315317323888	-528.963367738228271	-1.707947579095659	0.000105146780609	0.000021143884646	0.201089225211698	0.466062396242185	0	1	4	2	3	6	6	8	9	9	11	12	10	10	12	12	15	11	12	11	13	12	11	14	15	12	14	13	14	14	14	14	14	15	17	16	17	14	16	18	17	17	17	18	19	18	16	17	18	19	19	19	19	21	21	20	22	20	22	22	23	23	24	26	26	25	27	28	26	26	28	30	31	31	32	32	34	34	36	37	0	1	4	2	2	3	3	4	1	0	10	10	8	8	14	10	12	9	10	14	9	8	14	23	16	10	10	18	10	10	18	16	23	18	15	33	17	18	24	27	12	22	21	30	21	17	28	25	23	41	47	48	12	42	46	51	52	44	51	26	48	58	59	14	63	58	66	49	15	63	58	68	68	69	69	72	75	68	64	77	1	1	1	1	1	1	1	2	4	1	1	2	1	1	2	2	2	1	2	1	3	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	3	3	2	2	2	1	2	1	2	2	2	1	3	2	2	1	2	2	2	6	2	2	1	7	2	4	1	5	7	1	2	1	2	3	4	1	1	4	4	1
