step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
38000	-208.816991712044597	-206.549575833422040	-2.267415878622549	0.000111445287786	0.000011797172501	0.105856180514184	0.679420873149966	1	3	3	5	5	7	5	7	6	5	6	6	6	8	8	7	10	8	8	8	8	9	9	10	10	10	10	11	12	12	13	15	12	13	14	14	14	14	13	15	16	16	0	1	1	2	2	3	3	13	5	2	5	3	5	2	10	10	11	9	12	13	11	18	13	22	20	15	18	22	23	23	25	18	27	18	23	23	27	20	33	30	38	38	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	4	1	2	2	2	2	3	1	2	1	1
38500	-219.008434689179381	-217.056988009099570	-1.951446680079802	0.000100605919242	0.000014733981485	0.146452431390058	0.698972599782596	0	3	3	4	4	5	6	6	5	5	7	7	7	9	7	8	9	9	8	8	8	8	9	11	9	10	10	11	12	12	13	14	12	14	15	12	14	15	12	14	16	15	0	1	1	1	1	3	3	3	2	2	9	6	3	4	10	7	21	22	7	8	9	11	20	18	8	14	22	22	23	23	25	28	18	22	25	23	27	30	18	36	42	36	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	3	2	2	1	1	1	1	2
39000	-235.264749737793807	-233.089542747492231	-2.175206990301581	0.000095767195795	0.000011068897713	0.115581307576792	0.661603178757575	1	4	2	2	5	6	6	4	4	6	6	7	7	6	8	7	10	9	7	9	10	8	10	11	8	10	11	12	12	13	14	14	12	14	16	13	15	14	13	15	15	16	0	4	1	1	9	8	8	3	4	4	9	6	8	2	10	10	11	5	3	3	22	5	25	22	3	15	18	24	19	23	20	24	27	22	30	25	27	29	22	36	30	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	2	2	1	1	2	2	2	2	1	3	1	2	2	1	2	2	1	2
39500	-224.298141791299457	-222.152635733833279	-2.145506057466184	0.000112698680232	0.000013413980459	0.119025177859763	0.694450617229999	0	3	2	2	4	6	6	7	6	6	6	5	5	7	8	8	9	9	7	7	10	9	8	10	10	11	12	12	13	12	14	14	12	13	16	13	13	14	14	15	16	13	0	4	1	1	4	3	12	12	5	2	5	3	3	2	10	9	11	9	6	13	9	9	6	22	20	10	11	22	30	25	30	24	22	24	30	23	18	25	27	42	38	30	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	3	2	2	1	1	1	2	2	2	2	3	3	2	1	1	1	1
40000	-217.205151446781457	-215.054372466452264	-2.150778980329191	0.000113714137723	0.000013463938771	0.118401625696893	0.706618129389261	0	2	2	6	4	4	6	8	5	6	6	5	6	9	8	7	8	8	7	8	9	9	10	11	9	10	12	12	12	12	13	14	10	13	15	11	12	13	14	15	16	14	0	1	1	2	2	3	3	13	5	2	1	6	3	4	10	11	4	10	12	13	7	18	8	33	8	15	33	22	25	23	36	24	18	22	38	8	22	30	27	29	30	30	1	1	1	2	1	1	2	1	1	2	3	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1
40500	-210.755087432996504	-209.164713749821544	-1.590373683174963	0.000068401247434	0.000016708959627	0.244278580492210	0.680790788210039	1	3	2	5	5	6	5	7	4	6	6	7	5	7	8	7	8	8	8	8	9	9	8	10	9	11	11	12	12	13	12	13	13	12	16	13	13	14	12	14	17	15	0	1	1	1	9	3	3	13	2	5	5	6	3	5	10	4	11	5	12	13	4	18	13	18	7	15	22	18	20	25	23	22	27	18	30	29	34	29	27	36	30	40	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	2	3	2	2	1	2	2	1	1	1	1	1	3	1
41000	-184.584292925216772	-183.122852996635203	-1.461439928581576	0.000065897703354	0.000021432108488	0.325233011131493	0.779127987670178	1	3	2	5	4	4	6	7	6	6	7	6	7	7	9	8	9	9	8	8	9	8	8	10	10	11	11	11	12	13	13	13	12	13	15	13	13	14	14	14	16	16	0	1	1	2	2	3	3	12	5	2	9	6	3	4	10	10	9	22	12	7	9	9	7	22	23	15	18	22	23	23	25	24	27	28	30	29	27	29	33	36	38	36	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1
41500	-219.241819457777694	-217.213097134317337	-2.028722323460346	0.000098093665918	0.000013180298480	0.134364419525631	0.703877200985561	0	3	3	6	4	7	5	7	5	5	5	7	7	8	8	7	8	8	8	8	8	7	9	10	7	10	11	10	13	13	13	15	11	12	15	11	15	14	13	14	16	16	0	1	1	5	2	7	3	7	5	2	5	3	7	4	10	10	9	22	12	8	9	9	25	18	3	15	18	22	8	25	23	28	15	18	29	23	39	31	27	36	30	36	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	2	3	3	2	2	2	2	1	1	1	1	1	2	1	2
42000	-219.457920807351570	-217.653623567821398	-1.804297239530186	0.000080839621500	0.000014193086659	0.175570919259028	0.744595810529362	1	3	3	4	5	5	5	6	6	6	4	6	7	5	8	6	9	7	8	8	9	9	9	11	9	10	11	11	12	11	12	14	11	13	15	14	14	13	13	15	15	16	0	1	1	2	11	3	3	6	5	2	2	6	8	2	16	4	9	16	12	13	18	9	8	18	8	15	18	22	23	23	25	28	18	22	29	29	22	13	28	30	38	36	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	2	2	1	2	3	1	1	1	1
42500	-223.705910824900400	-221.873083655483072	-1.832827169417338	0.000090630875075	0.000015329904800	0.169146604704400	0.551097165523613	0	3	3	5	5	7	6	7	5	6	6	6	6	8	9	7	9	7	7	9	8	8	10	10	9	11	11	10	11	13	12	14	12	12	14	13	14	14	14	12	15	15	0	1	1	2	2	3	3	3	1	4	5	3	1	10	10	13	5	5	12	8	5	18	8	21	7	15	18	22	23	20	23	24	28	22	20	25	24	29	33	23	38	40	1	2	1	1	1	2	1	2	2	1	1	2	3	1	2	1	2	1	1	1	2	1	2	2	3	1	2	1	1	3	1	2	1	2	3	2	2	2	1	1	1	2
43000	-222.479729657027377	-220.721971197037050	-1.757758459990334	0.000054209189649	0.000010141341229	0.187077897580032	0.699294096242875	0	2	3	5	3	5	5	6	5	5	7	5	4	6	8	6	9	9	7	8	8	7	10	10	9	9	11	10	13	12	13	13	13	13	13	12	14	14	14	11	17	15	0	1	1	2	2	13	13	13	5	2	5	3	3	2	10	10	5	22	12	7	11	14	8	10	3	10	28	22	30	23	23	24	27	28	23	40	27	29	33	23	38	40	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	3	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2
43500	-222.701581188365168	-221.012991251303106	-1.688589937062053	0.000134080156428	0.000027768124126	0.207100922806922	0.744691980411034	0	3	2	5	5	6	5	7	6	6	6	4	6	8	8	8	8	8	7	7	9	9	9	11	9	11	11	10	11	11	13	14	12	13	14	13	15	14	14	12	16	16	0	1	1	2	1	7	3	7	4	4	2	3	7	10	10	10	9	9	12	7	14	18	8	5	8	15	22	18	7	23	25	34	27	28	30	30	27	29	22	23	38	36	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1
44000	-204.496217013936160	-202.997565838475992	-1.498651175460182	0.000069283666263	0.000020479891244	0.295594796710831	0.628941096498732	1	3	3	4	4	5	5	6	6	6	6	6	7	6	8	8	10	8	8	8	8	7	10	10	10	10	12	10	11	12	11	14	12	13	15	14	14	14	13	14	13	16	0	1	1	2	2	3	3	3	5	4	5	6	3	4	10	10	9	22	12	8	11	5	13	22	20	15	28	18	23	23	25	24	18	28	30	30	27	30	33	23	20	36	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	2	1
44500	-212.991455638877085	-211.011974916819270	-1.979480722057816	0.000087689551482	0.000012439531663	0.141858767119714	0.810569445240620	0	4	3	6	5	7	5	6	4	6	6	6	5	7	8	8	10	7	7	6	10	9	10	11	9	11	11	11	13	11	13	14	12	13	14	13	13	14	14	14	17	16	0	1	1	2	9	7	3	13	1	9	5	3	3	5	2	10	2	5	8	7	4	18	8	22	13	15	22	22	23	23	30	24	27	28	29	30	27	23	33	29	29	40	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
45000	-204.619908655658719	-203.226990482965249	-1.392918172693483	0.000075610341306	0.000031388457084	0.415134445128600	0.873395557872005	0	3	3	4	5	4	6	7	5	6	6	7	6	9	8	8	7	9	8	8	10	7	10	10	9	9	11	11	12	12	13	15	12	13	16	14	15	15	13	13	16	16	0	1	1	2	2	3	3	3	2	4	9	13	3	4	10	10	9	22	13	7	9	9	19	22	8	15	18	18	23	23	23	24	27	28	23	40	34	30	33	29	38	40	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2
45500	-184.512294368931691	-183.083292666204812	-1.429001702726891	0.000068625461468	0.000024645931400	0.359136840354041	0.819050638910111	0	2	2	4	4	4	7	5	5	6	6	6	7	7	8	8	9	9	8	8	9	8	9	10	9	10	11	11	11	13	12	14	12	14	15	12	14	14	14	14	15	15	0	1	1	2	2	3	8	3	5	4	5	6	8	4	14	14	11	22	12	7	11	11	20	22	7	15	18	22	23	25	25	24	27	33	30	29	18	30	33	36	38	40	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1
46000	-244.583964614460996	-243.102991160501546	-1.480973453959457	0.000111503401867	0.000034426343113	0.308747020597100	0.687622604677347	-1	2	1	5	4	4	5	7	6	6	7	6	4	8	9	8	9	8	7	7	9	9	9	9	9	8	12	11	12	13	14	15	12	12	15	13	15	15	13	14	16	15	0	1	1	3	2	3	3	7	5	2	9	6	3	7	26	10	18	5	12	4	11	11	20	2	8	8	22	22	23	25	25	34	28	28	20	7	22	30	24	23	8	40	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	2	1	2	2	1	2	1	1	3	4	2	1	2	2	4	1
46500	-214.259269708295790	-212.804674124145407	-1.454595584150369	0.000087884827774	0.000029143221173	0.331606966882789	0.848599882438431	0	3	3	4	5	5	5	7	6	6	6	6	4	8	9	6	7	8	7	8	9	9	10	11	10	10	11	11	12	10	13	15	11	14	14	13	13	13	14	13	15	15	0	1	1	2	4	4	13	3	5	4	5	6	3	11	14	4	5	5	12	7	18	18	8	18	20	17	22	18	20	8	25	34	18	28	29	30	27	29	37	23	38	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	1	2	1	1	1	2	1	1
47000	-221.286911906804477	-219.649728957927266	-1.637182948877215	0.000070830032644	0.000015934462199	0.224967596433187	0.695583461223675	0	3	2	2	4	5	5	7	6	5	7	6	4	8	7	8	9	7	7	9	9	8	8	10	10	10	12	12	11	13	13	13	12	13	14	13	15	15	14	14	16	16	0	4	1	1	2	13	3	7	5	4	5	13	3	2	10	10	9	5	12	7	18	9	7	22	23	15	18	22	8	20	29	27	22	16	30	29	27	23	33	36	30	36	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	1	2	1	1	1	2	1	2	3	2	2	2	1	1	2	3	1	1	2	3	1	1	1	1
47500	-229.018854350362972	-227.331741056392559	-1.687113293970401	0.000090586156025	0.000018803343552	0.207574141313296	0.805386155283451	0	3	2	5	4	6	5	7	6	7	6	6	6	8	8	6	9	7	7	8	9	8	8	10	9	10	10	11	12	12	12	15	12	12	15	13	13	15	14	14	16	15	0	1	1	2	2	3	1	12	5	4	5	3	3	18	16	5	10	4	12	13	5	18	7	18	13	2	22	21	20	23	25	34	22	10	29	30	27	36	27	30	38	31	1	1	2	1	1	2	3	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	2	2	3	1	1	2	2	2	1	3	3	2	1	1	1	1	1	1	1
48000	-204.560321369304091	-203.059336243507516	-1.500985125796571	0.000094663767941	0.000027827704066	0.293963621687524	0.693727761497445	1	3	2	5	3	6	6	8	5	6	6	5	6	7	8	8	9	7	8	9	9	9	10	9	9	10	10	11	12	11	13	14	12	13	15	13	14	14	14	15	16	15	0	1	1	2	1	12	3	11	5	4	5	3	3	11	14	10	11	9	12	8	9	18	8	18	12	4	18	18	23	25	23	22	22	33	29	29	27	29	27	36	38	36	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	2	1	1	1	3	2	1	1	1	2	1	2	1	1	1
48500	-213.014785605855195	-210.591938768360563	-2.422846837494625	0.000077167314065	0.000007111545931	0.092157489439571	0.681617453326864	0	2	2	5	3	6	5	8	5	5	6	7	6	7	9	7	9	9	8	9	10	7	10	11	10	8	11	11	13	12	14	13	12	12	15	11	13	15	13	14	16	14	0	1	1	2	2	3	3	7	5	2	5	6	3	4	26	10	9	22	6	6	9	9	20	22	13	10	22	18	30	23	25	24	24	18	30	23	28	29	33	36	29	36	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1
49000	-214.842438503497817	-212.920882520391729	-1.921555983106094	0.000059581460278	0.000009035073439	0.151642363191824	0.737196433810245	-1	3	3	6	4	5	6	5	5	5	6	6	6	8	6	7	8	7	7	8	9	9	9	10	10	9	11	12	11	13	14	13	11	11	15	13	13	14	14	14	16	15	0	1	1	2	2	3	3	3	5	2	5	6	8	2	10	10	9	9	12	7	5	18	7	18	23	15	22	18	13	20	25	28	22	22	30	29	27	29	27	36	30	29	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	2	1	2	2	3	1	1	1	2	1	1	1	1	2	1	2	2
49500	-220.908156653210028	-217.578004269480118	-3.330152383729899	0.000106036067173	0.000005055760113	0.047679626828242	0.705165760608234	0	2	2	5	4	5	6	5	3	6	7	6	6	7	8	7	9	9	7	8	9	8	9	10	10	9	11	11	11	13	13	14	11	12	15	13	13	14	13	14	16	15	0	1	1	9	9	3	3	3	2	4	5	6	8	6	11	10	9	22	12	19	14	9	7	14	20	14	17	22	13	25	25	24	22	33	36	29	18	30	33	36	23	40	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	3	1
50000	-202.375233207553464	-200.761555062764984	-1.613678144788488	0.000105041448520	0.000024605121452	0.234242023496072	0.853090751002414	0	2	2	5	4	6	7	5	5	6	7	6	4	7	9	7	9	9	8	8	8	8	10	11	9	10	11	10	11	12	12	12	13	13	15	13	13	14	14	14	17	15	0	1	1	2	2	13	8	3	5	4	5	13	3	8	11	4	5	22	12	3	11	9	20	17	4	15	28	22	23	23	25	24	27	28	30	29	27	29	37	25	38	36	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1
50500	-231.672666001923716	-230.126439924999090	-1.546226076924619	0.000083229856822	0.000022152527635	0.266160828343150	0.609612960237971	1	2	3	5	4	7	4	8	5	7	6	6	6	8	7	8	8	9	7	8	9	8	9	11	9	10	11	10	11	12	13	13	12	14	13	13	14	14	13	13	16	15	0	1	1	2	2	3	3	13	5	11	2	7	7	2	4	2	11	11	12	3	11	9	7	18	20	16	28	22	8	23	23	28	27	18	13	23	16	31	18	30	23	40	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	3	1	2	1	3	2	1	3	1	1	1	1	2	1	2	2	2	1	2	4	2	3	1	2	1	4	2
51000	-175.198569896240286	-173.677280056983193	-1.521289839257107	0.000067992006105	0.000019082517039	0.280658243996255	0.840608349081211	1	3	2	5	4	6	4	7	5	6	6	7	7	8	8	8	9	8	8	8	9	9	9	10	10	10	11	12	12	11	13	12	12	13	15	13	14	14	14	15	16	15	0	1	1	2	2	7	3	3	5	4	5	6	7	4	10	10	11	9	12	13	9	18	8	18	8	15	22	18	23	23	30	24	27	18	29	30	28	30	33	36	29	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1
51500	-196.599792495662513	-194.557691242131199	-2.042101253531323	0.000104282831302	0.000013811602790	0.132443688167559	0.686114012349339	0	3	3	5	5	5	6	7	6	6	7	7	6	7	8	8	9	8	8	8	9	9	9	10	10	10	11	11	12	11	13	15	11	13	15	13	15	14	13	14	16	16	0	1	1	2	2	3	3	13	5	4	5	7	6	1	14	10	14	5	7	8	11	18	20	18	23	15	22	22	23	23	30	34	14	28	38	29	18	30	27	30	40	36	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	3	2	1	2	1	1
52000	-212.633383333513990	-210.994590687575794	-1.638792645938195	0.000109398661149	0.000024544730168	0.224360425530958	0.682176064565736	0	2	2	6	4	4	6	8	6	6	6	6	6	8	7	8	8	8	8	8	8	8	10	10	10	10	11	11	12	10	13	15	12	13	16	14	14	14	14	13	16	16	0	1	1	2	2	3	3	7	5	2	5	6	3	2	10	10	11	5	13	7	9	9	11	22	20	14	14	18	20	20	25	24	27	22	29	40	33	30	33	29	38	36	1	1	1	2	1	1	1	1	1	2	1	1	2	3	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	2	2	2	1	2	2	1	1	2	1	1	2	1
52500	-201.571478847839558	-199.819078584840184	-1.752400262999359	0.000070163883726	0.000013225493657	0.188494321500733	0.744583096247590	0	2	1	4	4	6	6	7	6	6	7	7	5	7	8	7	8	6	8	9	9	9	9	11	10	10	12	10	13	11	13	14	11	13	16	13	15	15	14	14	17	15	0	1	1	2	2	3	13	13	5	4	5	6	3	4	10	10	5	5	6	8	14	18	13	28	23	15	28	22	23	23	23	22	22	11	40	23	34	30	27	30	38	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	3	1	2	1	2	1	2	1	1
53000	-205.576105784506552	-203.543228251270989	-2.032877533235558	0.000100615479993	0.000013458615312	0.133762869423821	0.829310835319865	0	2	2	5	4	5	5	6	5	6	6	6	7	8	8	7	8	9	7	9	8	8	9	10	9	10	12	10	13	11	13	13	12	14	15	14	14	14	14	14	17	16	0	1	1	2	2	3	3	3	5	4	5	6	7	8	10	10	5	2	12	7	5	11	8	22	7	15	28	22	30	20	30	28	28	27	29	30	27	30	28	30	35	40	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	3	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1
53500	-199.650438890260943	-198.066587600418586	-1.583851289842370	0.000097479888202	0.000024102600583	0.247257162756013	0.787621220180093	1	3	3	5	4	4	5	7	6	6	7	7	7	9	8	7	10	9	8	8	9	8	9	11	10	10	11	12	12	12	12	13	13	13	13	13	15	13	13	15	16	14	0	1	1	2	2	3	3	7	5	4	5	3	7	12	10	10	11	22	12	7	11	11	12	18	23	15	22	27	25	23	25	24	27	18	29	29	27	30	24	42	38	30	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1
54000	-207.895625708121770	-206.338420076066569	-1.557205632055210	0.000108983219105	0.000028369785740	0.260313339730482	0.698479188608021	0	3	1	5	4	4	6	7	6	7	6	6	7	9	8	8	8	7	8	8	9	9	9	10	9	11	11	11	12	12	14	14	13	13	16	13	14	14	14	14	17	16	0	1	1	2	2	3	3	3	5	4	5	6	3	8	7	2	11	9	12	7	9	18	20	17	13	15	22	18	23	7	29	24	27	22	40	29	27	30	33	20	40	36	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	3	1	2	1	1	1	1	2	1	1	3	2	2
54500	-226.795678267275349	-224.744370890807147	-2.051307376468192	0.000107214992014	0.000014061111215	0.131148740959933	0.687562866566060	0	3	2	5	5	5	6	7	4	6	7	6	5	8	8	8	9	8	7	8	10	9	9	11	10	10	11	11	13	13	13	14	12	13	16	13	14	11	12	14	16	15	0	1	1	2	9	3	3	13	2	2	5	13	3	2	2	10	11	9	7	7	11	18	3	18	23	1	22	22	26	25	25	33	11	28	31	25	24	23	27	38	38	36	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	1	1	2	1	1	1	1	3	1	1	5	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	1
55000	-227.126083120559372	-225.128317973399334	-1.997765147160043	0.000106016301613	0.000014735681964	0.138994491792781	0.647253340518511	0	4	2	6	4	6	5	7	5	7	6	5	5	8	7	7	10	7	7	7	9	9	10	11	9	10	11	11	12	11	13	15	12	10	14	13	13	14	13	15	16	16	0	1	1	2	3	3	3	13	2	5	9	3	3	4	5	2	11	9	12	6	11	18	20	22	20	10	18	18	23	8	25	24	27	22	20	29	24	30	27	36	35	36	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	1	1	3	1	1	3	1	2	1	2
55500	-219.998318288032095	-218.025276169229983	-1.973042118802124	0.000069534905823	0.000009935954182	0.142891603355008	0.595581647789585	0	2	2	5	5	6	6	6	4	6	7	7	7	9	9	8	9	8	8	9	9	7	8	11	9	11	11	12	13	12	13	14	12	14	16	13	15	14	13	14	16	13	0	1	1	2	9	3	3	3	2	4	9	6	3	2	11	10	11	22	6	13	11	9	8	22	23	15	22	22	23	23	25	24	9	18	42	23	18	8	33	36	38	7	1	1	1	1	1	2	2	2	1	1	2	1	3	3	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	4	3	1	3	3	4	1	1	1	2
56000	-237.671829402320043	-235.695636842947010	-1.976192559373031	0.000092444226580	0.000013162636088	0.142384620161476	0.661981726110217	0	3	2	6	5	7	7	6	4	6	6	6	4	8	8	8	10	9	8	8	10	7	10	10	10	10	10	11	10	12	12	14	12	12	16	13	12	13	13	15	16	16	0	1	1	2	2	13	13	13	2	9	9	13	3	4	13	10	14	22	12	13	11	5	8	18	7	10	22	18	8	29	8	24	27	22	31	20	18	23	37	23	25	7	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	2	1	2	3	2	2	2	1	2	3	4
56500	-216.622057633058830	-214.841627606472855	-1.780430026585970	0.000131675004149	0.000023872838683	0.181301218383335	0.790980930701027	1	4	3	3	4	5	7	8	5	6	7	6	5	7	8	7	9	9	7	7	9	7	8	10	10	10	12	11	12	12	13	14	11	13	14	14	14	14	13	12	16	16	0	4	1	1	4	3	3	13	5	2	9	6	3	1	10	9	11	22	12	13	11	5	7	22	23	15	33	18	23	23	25	28	18	10	31	25	27	23	27	7	29	35	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	3	1	2	1	2	1	3	3	1
57000	-229.612025040351199	-227.919941031739825	-1.692084008611366	0.000118515212158	0.000024412909807	0.205989673074905	0.672516012185889	0	3	2	5	5	7	5	6	4	6	7	7	4	9	7	8	8	8	7	7	9	6	9	10	9	11	11	11	11	11	13	14	12	12	14	14	13	13	13	15	16	15	0	1	1	9	9	3	3	7	2	2	9	8	3	4	10	2	9	4	7	8	11	2	20	17	20	10	22	22	14	20	30	24	27	18	29	30	27	30	28	29	29	29	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	2	1	1	1	1	3	3	2
57500	-199.240117838740929	-197.171638923343608	-2.068478915397323	0.000093093384449	0.000011989445013	0.128789441742508	0.850189457703962	0	3	3	6	4	6	6	7	6	6	7	6	5	8	8	7	9	8	7	8	9	7	8	10	10	10	11	9	12	11	13	14	12	14	14	12	13	14	13	15	17	16	0	1	1	2	2	13	13	2	5	2	1	3	3	4	10	10	11	22	12	13	11	5	7	22	23	15	28	22	30	23	30	24	27	33	29	30	27	31	33	36	38	40	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
58000	-211.720960657871103	-209.479497263905699	-2.241463393965405	0.000085395641023	0.000009261702942	0.108456389945788	0.705633773335472	0	3	3	6	4	5	7	5	5	6	6	6	7	8	8	8	8	7	8	8	8	9	10	11	9	11	11	10	13	12	11	14	12	13	15	14	13	14	14	14	17	16	0	1	1	1	2	3	8	3	5	2	5	6	3	4	10	4	5	9	12	3	9	18	20	22	20	4	28	18	23	13	25	24	22	27	30	29	18	29	33	30	30	35	1	2	2	3	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	3	1	2	2	1	2	1	3	1	1	1	2	1
