step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
79000	-242.815897345286430	-240.864799022222599	-1.951098323063835	0.000115263858490	0.000016887437958	0.146511128287320	0.593298421409302	1	3	2	5	4	6	6	8	5	6	7	7	5	7	7	7	9	8	5	7	8	9	9	11	9	10	11	10	12	12	13	13	13	12	14	12	14	14	14	13	16	15	0	1	1	2	2	3	13	7	5	5	9	19	3	7	4	4	5	9	3	13	9	18	7	18	19	15	22	18	23	23	25	24	34	28	29	25	18	23	24	29	29	40	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	3	3	1	2	1	2	1	2	2	1	1	1	1	2	2	1	1	1	2	3	3	1	1	2	1
79500	-187.322817719546151	-185.828656377073656	-1.494161342472486	0.000059646741435	0.000017822329896	0.298798047753131	0.878917552688083	1	3	3	5	5	5	6	4	6	6	7	6	6	7	8	7	9	9	8	8	10	7	10	11	9	10	11	11	11	13	13	15	13	12	15	14	13	14	13	15	16	12	0	1	1	2	2	8	8	3	5	4	9	6	8	4	10	10	11	22	12	13	9	5	20	18	7	15	18	18	23	29	25	24	27	22	29	42	27	31	28	36	38	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	1	1
80000	-194.966329711453369	-192.961190313933287	-2.005139397520085	0.000102710876671	0.000014160458717	0.137867178003091	0.787959143851158	1	3	3	6	5	4	6	7	6	5	7	6	5	9	8	7	9	8	8	7	9	8	8	9	10	10	10	12	10	12	13	12	12	13	16	12	13	13	13	14	16	16	0	1	1	2	2	3	13	13	5	2	5	6	3	4	4	10	11	4	12	13	9	11	20	18	23	15	18	18	23	29	25	24	27	28	36	29	27	29	33	36	40	36	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2
80500	-216.178143061048132	-214.317082877930261	-1.861060183117882	0.000108591276560	0.000017721985496	0.163198979303728	0.712429300790257	0	2	2	5	4	5	5	7	5	7	7	7	4	7	8	7	9	8	6	9	9	9	9	11	10	9	12	12	13	12	14	14	12	11	16	14	14	14	14	13	17	15	0	1	1	2	2	13	3	6	5	2	9	19	3	4	10	5	11	4	6	8	11	18	7	18	20	15	17	18	23	23	30	27	18	22	30	40	18	30	33	23	35	40	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	3	1	2	1	3	1	1	2	1	1
81000	-226.241190430056463	-224.695403905816846	-1.545786524239614	0.000099322289171	0.000026459581020	0.266401240252289	0.784884787348122	1	3	2	4	5	6	4	6	6	6	7	6	6	7	8	8	10	8	7	6	9	8	8	10	8	10	11	10	11	13	13	15	12	14	15	14	14	15	14	15	16	15	0	1	1	2	4	3	1	3	5	4	5	7	3	2	14	14	11	8	12	7	22	5	20	18	8	15	22	22	13	25	25	24	28	33	29	29	24	25	33	36	30	23	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	3	2	2	1	1	1	1	2	3	2	1	1	2
81500	-204.574382652920974	-203.154182258054504	-1.420200394866474	0.000095483594343	0.000035365161207	0.370379450522682	0.800357713621897	1	3	3	6	4	5	6	8	6	7	6	6	7	8	8	8	9	9	7	9	9	8	10	10	8	10	11	12	11	12	14	14	13	13	15	12	15	14	13	13	16	15	0	1	1	5	2	3	3	7	5	9	5	6	7	1	4	10	11	22	12	7	11	5	25	15	4	15	18	18	23	23	23	28	14	18	29	23	18	23	27	36	38	36	1	1	1	1	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	3	2	1	1	1	2
82000	-235.245876280084502	-233.535040883815810	-1.710835396268699	0.000093063877266	0.000018633408560	0.200221709077656	0.719771022004363	0	3	2	5	4	5	6	6	5	6	5	7	6	8	8	8	8	9	7	7	9	8	8	10	9	11	11	11	13	12	13	14	13	13	15	13	13	14	14	14	16	16	0	1	1	5	2	3	1	3	5	2	5	13	6	4	10	7	9	22	8	13	5	7	20	22	3	15	18	22	20	8	13	34	9	18	7	30	18	23	27	36	29	36	1	2	1	1	1	2	3	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	3	2	1	2	3	2	4	1	4	2	3	1	2	2	1	1	2	1
82500	-224.031542390457417	-222.116665186876787	-1.914877203580633	0.000116974889020	0.000017879163289	0.152846165859727	0.652981644476176	0	3	3	5	5	7	6	8	4	6	6	7	7	9	7	6	9	8	7	8	9	7	9	11	9	10	11	11	12	11	11	14	12	13	13	13	14	14	13	13	16	15	0	1	1	2	9	3	3	7	2	4	5	3	3	15	10	4	11	22	7	7	9	5	12	22	13	13	2	22	23	23	13	24	28	18	30	23	21	30	27	23	35	29	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	4	2	2	1	1	1	1	2	1	2	2	1	1	3	1	1
83000	-219.473964163696536	-217.927572945641316	-1.546391218055227	0.000094905623723	0.000025251599533	0.266070634622161	0.671102996335436	-1	3	1	4	4	3	5	7	6	6	7	6	6	9	8	8	8	9	6	8	10	8	10	10	10	11	10	11	12	12	14	14	12	13	15	13	13	14	13	15	16	16	0	1	1	2	2	3	3	13	5	4	9	6	3	15	9	10	11	22	6	7	9	11	20	14	20	15	22	22	23	23	25	24	27	18	30	23	27	23	27	36	36	38	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	2	3	1	2	2	2	2	2	1	2	1	1
83500	-209.797263598768780	-208.190153404911001	-1.607110193857789	0.000085919857766	0.000020361291158	0.236980038001943	0.833581161180967	0	3	2	5	5	4	6	5	4	6	7	7	7	8	8	7	7	8	8	6	9	9	8	11	9	9	11	12	13	11	14	14	12	13	15	11	14	14	13	15	17	16	0	1	1	2	9	3	3	3	2	4	5	6	7	11	10	10	5	10	12	8	14	18	8	22	20	15	18	22	30	23	25	28	27	22	30	23	22	30	28	36	40	40	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	3	1	1	2	1	1
84000	-225.394242473023525	-223.710264074725842	-1.683978398297673	0.000075873367307	0.000015826118435	0.208585950467673	0.633349342426417	1	4	2	6	5	7	5	7	4	7	6	6	6	5	8	8	10	8	8	6	10	8	8	11	10	11	11	12	11	11	13	14	13	14	14	13	14	15	13	15	16	16	0	1	1	14	2	7	3	3	3	14	7	7	3	2	10	10	11	8	12	2	18	2	20	18	23	15	18	22	25	23	29	24	27	22	29	30	28	35	27	36	29	36	1	2	1	1	1	1	2	3	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	3	2	1	1	1	1	1	2	2
84500	-216.512202162771757	-214.930039434669197	-1.582162728102570	0.000124388975408	0.000030853605362	0.248041317655232	0.888903304229204	1	2	2	6	3	4	6	7	4	6	6	7	5	8	8	4	9	8	7	8	8	7	9	10	10	10	11	11	13	12	12	14	12	12	14	13	15	14	13	14	15	14	0	1	1	2	2	3	13	6	5	9	9	6	3	10	10	2	9	22	6	8	11	5	20	18	23	15	18	18	25	25	25	27	28	18	30	23	17	30	27	36	29	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2
85000	-232.087871645836657	-230.654595655211466	-1.433275990625192	0.000073793082603	0.000026126845509	0.354055483082371	0.692457612889598	1	3	3	6	4	6	5	6	5	6	7	4	6	8	7	8	10	8	8	8	9	9	9	11	9	9	12	11	13	12	13	15	13	13	14	12	14	14	14	15	16	15	0	1	1	3	2	3	3	7	5	2	5	3	3	1	2	15	9	11	13	3	14	11	6	17	13	15	18	18	20	23	25	14	18	28	29	23	22	30	28	25	38	36	1	1	1	2	1	2	1	1	1	1	1	1	2	4	2	1	2	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	3	1	1
85500	-213.521000061117149	-211.605414226652215	-1.915585834464925	0.000066968090662	0.000010227209056	0.152717644408767	0.711981854230915	-1	1	1	6	5	7	5	8	5	6	6	6	6	7	8	8	8	8	7	7	10	9	8	11	9	10	11	10	13	12	12	15	13	12	15	13	14	15	12	14	16	15	0	1	1	1	2	7	3	20	2	2	9	7	1	5	4	10	11	4	12	7	11	18	20	22	23	15	18	22	23	23	25	39	27	22	29	30	27	30	5	23	30	36	1	1	1	2	2	1	2	1	2	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	4	2	2	1
86000	-221.532852198360047	-219.987050878715564	-1.545801319644484	0.000067731650237	0.000018043246969	0.266393139778088	0.646141254550462	0	2	1	5	4	5	6	7	5	6	7	6	6	8	8	8	9	8	7	8	10	7	10	11	9	10	12	11	12	12	14	13	12	13	15	13	14	15	14	15	17	16	0	1	1	2	2	3	3	13	5	2	4	6	3	10	10	10	11	4	12	7	11	5	6	22	22	5	22	10	20	23	29	24	18	18	36	29	28	23	33	30	38	36	1	1	1	2	1	3	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	3	2	1	3	2	2	2	2	1	2	2	2	1	1	1	3	1	1	1	1
86500	-213.596841655134369	-211.909350498545734	-1.687491156588638	0.000103654196227	0.000021503357731	0.207452843336623	0.815832179540571	0	3	2	5	4	4	6	7	5	7	7	7	6	7	6	8	9	9	8	8	10	8	7	10	10	10	10	11	13	11	13	14	12	11	15	12	14	14	14	14	17	16	0	1	1	2	2	3	6	13	5	15	5	6	6	4	2	10	11	22	12	8	9	9	6	22	23	15	22	22	25	8	23	24	34	22	29	23	27	31	33	31	38	40	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	2	2	2	1	1	2	3	2	2	1	1	1	1	2	1	1	1	1	1
87000	-229.349444773346164	-227.758200187997289	-1.591244585348879	0.000102387598456	0.000024970982232	0.243886785202698	0.722165266076902	0	3	2	5	4	5	5	7	3	6	5	6	5	7	8	8	10	8	8	8	7	7	10	11	9	10	12	11	12	12	14	14	12	14	15	13	13	15	13	14	16	14	0	1	1	5	2	3	3	13	1	6	5	7	3	4	10	4	11	22	12	8	11	11	13	18	20	15	18	22	20	25	25	24	18	18	42	30	27	8	27	6	31	36	1	2	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	4	2	2	2	1	1	1	3	1	3	1	1
87500	-213.658932303378464	-211.965810673885102	-1.693121629493371	0.000090284465134	0.000018568078641	0.205661944316436	0.633493029596678	1	4	3	3	4	5	6	8	5	6	7	7	6	7	8	7	10	9	8	7	8	8	9	10	10	11	11	9	12	12	13	14	12	13	15	14	15	14	13	15	16	14	0	4	1	1	4	3	3	3	5	4	9	6	3	2	10	2	5	22	12	13	5	11	20	22	8	10	18	22	13	23	23	24	22	18	8	23	34	23	33	30	38	29	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	3	1	1	1	3	1	1	1	1	3	2	1	3	2	2	2	2	2	2	2	1	2	1	2	1	1
88000	-183.958316816688153	-182.071804086016670	-1.886512730671476	0.000098638550227	0.000015599880922	0.158151968843643	0.912671317262298	1	3	2	5	5	5	7	8	6	5	7	6	6	8	8	7	9	9	7	8	10	8	9	11	10	9	10	10	11	13	12	13	12	13	12	13	14	14	13	15	16	14	0	1	1	2	2	3	3	6	5	2	9	6	6	16	10	10	9	22	12	13	14	9	20	27	23	16	18	22	23	29	25	24	27	22	29	29	33	29	33	42	38	36	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1
88500	-233.810770005898320	-232.412614320769535	-1.398155685128781	0.000090059015440	0.000036468347135	0.404938328014180	0.664806478044117	-2	2	3	5	4	5	6	7	6	5	5	5	7	6	6	7	9	9	8	9	9	7	9	11	10	10	12	11	13	12	14	14	12	12	16	13	15	14	11	15	17	16	0	1	1	3	3	3	6	7	5	2	5	3	3	4	2	10	9	22	12	8	9	5	13	18	23	16	18	22	25	23	30	27	39	11	29	23	24	20	22	23	38	29	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	1	4	2	2	2	2	2	3	1	2
89000	-226.290284004544105	-224.259768696457286	-2.030515308086827	0.000086416507976	0.000011588824356	0.134104288953299	0.509847908654732	1	3	3	5	5	5	5	7	6	7	6	6	7	9	8	7	9	8	8	7	9	7	10	9	9	11	10	11	12	13	14	14	12	12	15	14	13	15	13	14	16	14	0	1	1	2	2	3	3	3	5	4	5	6	3	16	10	2	13	22	12	7	16	5	13	22	7	15	13	18	8	13	25	34	18	18	30	25	27	29	27	29	30	30	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	2	2	3	3	2	2	2	2	1	3	2	1	2	1	1	1
89500	-233.696226389650917	-231.479980672141892	-2.216245717509028	0.000127865273716	0.000014203589483	0.111082462582959	0.633767197438971	0	2	2	5	4	6	5	8	6	7	6	6	7	6	7	8	10	8	8	8	8	9	10	10	9	11	11	11	11	11	13	15	12	12	15	13	14	15	14	14	14	16	0	1	1	5	2	3	3	10	5	4	5	7	4	5	4	9	5	9	12	7	11	18	12	22	7	15	22	18	13	25	25	24	18	18	29	25	28	29	22	36	13	36	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	1	4	2
90000	-199.545583048434708	-197.297199259616576	-2.248383788818130	0.000086397230703	0.000009309571263	0.107753121099504	0.840181833633671	0	2	2	5	4	7	7	7	5	6	6	6	4	8	8	7	8	8	7	8	8	7	10	10	9	10	10	11	12	11	13	14	13	13	15	12	15	15	12	14	16	16	0	1	1	2	2	13	3	13	5	4	9	3	3	11	10	10	11	22	12	13	9	9	20	22	20	15	18	22	23	7	25	24	27	28	29	23	33	30	27	31	38	36	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	2
90500	-221.996947180306819	-220.234448420481755	-1.762498759825075	0.000061623302054	0.000011452170348	0.185841556136249	0.756578265776712	1	3	3	6	4	5	6	7	6	6	5	6	4	6	7	7	9	9	8	7	9	6	9	10	10	10	11	10	11	12	13	15	13	13	16	11	13	14	14	15	17	14	0	1	1	2	2	13	13	7	5	2	5	6	3	1	10	14	4	22	12	13	9	11	20	22	23	15	17	18	13	23	29	34	27	18	29	23	24	29	33	42	29	36	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	3	2	2	1	1	2	2	1	1	1	1	1	3	1
91000	-216.475526092490213	-214.852309818765264	-1.623216273724936	0.000092976148777	0.000021420143482	0.230383208637232	0.650331002484021	1	3	3	4	4	7	6	6	5	6	6	5	6	8	8	7	9	9	7	8	9	8	10	11	10	9	10	12	11	12	13	14	12	13	15	12	15	14	13	14	17	16	0	1	1	2	2	3	4	3	5	4	5	3	3	2	16	2	5	14	12	13	9	11	20	18	7	15	18	22	3	23	29	24	27	18	23	23	33	30	33	36	38	36	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	1	2	3	2	2	1	1	1	2	1	1	2	1	1	1	2
91500	-189.242546334898663	-187.285206159048982	-1.957340175849691	0.000102644505957	0.000014931239336	0.145465548273456	0.860041238748183	0	2	3	5	4	5	4	8	6	6	6	7	6	8	7	8	7	8	8	7	8	7	10	9	9	11	11	11	12	11	13	13	13	13	15	13	15	14	14	15	15	15	0	1	1	2	2	3	3	13	5	4	5	6	7	4	10	10	5	22	12	13	11	9	20	22	20	15	18	18	30	25	29	24	27	28	38	23	34	23	33	23	38	29	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1
92000	-199.675308232083864	-198.136284132886829	-1.539024099197045	0.000070491583543	0.000019044330821	0.270164604959366	0.748261609381563	1	3	3	5	4	5	5	8	6	7	6	6	5	9	9	8	10	9	7	9	10	8	9	10	10	11	11	11	12	11	12	14	12	13	15	13	14	14	13	15	15	16	0	1	1	2	2	3	3	7	5	4	5	6	3	2	10	10	11	22	13	13	11	9	7	22	20	15	18	18	23	20	30	24	14	18	30	29	22	30	33	36	30	40	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	3	2	1	1	2	1
92500	-197.621649433226281	-196.093746654674845	-1.527902778551447	0.000063487906616	0.000017562876575	0.276633417469110	0.767601289934062	1	3	2	5	4	5	4	7	5	7	6	6	6	5	9	8	9	8	8	8	9	9	10	11	10	10	10	11	13	10	13	15	13	14	16	13	14	15	14	15	17	15	0	1	1	2	2	7	3	6	5	4	14	6	7	2	10	10	18	11	12	8	11	18	20	18	20	15	22	18	30	20	25	24	27	22	38	23	27	36	33	36	38	36	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	1	1
93000	-197.768026101745647	-195.580540297874023	-2.187485803871632	0.000105763225913	0.000012078660948	0.114204732729672	0.761791289882366	0	2	3	4	4	6	4	8	6	6	6	7	6	8	8	7	10	9	8	8	9	8	10	10	10	10	11	11	11	12	12	15	13	10	16	13	12	15	14	15	17	15	0	1	1	2	2	7	3	13	5	4	5	6	7	11	10	10	11	22	12	7	9	5	20	18	13	15	22	22	8	23	20	37	27	18	23	31	27	29	33	36	38	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1
93500	-190.963201805083685	-189.444157776253860	-1.519044028829839	0.000071960319737	0.000020296942403	0.282057423823067	0.876771387732941	1	3	3	5	4	5	6	7	5	7	6	6	7	8	9	8	9	7	8	8	9	9	10	11	9	7	10	11	12	12	13	13	11	12	13	14	11	13	13	13	15	15	0	1	1	2	2	3	3	3	5	4	5	6	7	8	26	10	9	9	12	13	11	18	20	18	7	4	18	22	23	8	30	24	27	28	29	29	27	30	33	30	38	40	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
94000	-232.415149550119509	-230.965429572158655	-1.449719977960843	0.000090112170802	0.000030311037223	0.336370070253867	0.715441064510842	0	3	2	5	4	6	6	6	6	6	6	6	7	8	8	7	9	9	8	8	10	8	9	10	9	10	12	10	11	13	10	13	12	13	14	11	13	12	13	14	17	15	0	1	1	2	2	3	3	3	5	2	5	3	7	4	10	10	9	9	12	8	14	11	20	15	7	15	22	22	23	23	25	28	14	22	38	7	18	8	33	29	40	40	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	2	1	2	2	2	1	1	2	1
94500	-228.109682785757883	-226.090268961091965	-2.019413824665924	0.000082045459054	0.000011135928540	0.135728761445828	0.715533340195830	1	3	3	3	4	7	6	6	5	6	6	7	7	8	8	8	10	7	8	8	8	6	9	10	8	10	11	10	12	12	13	15	11	13	14	13	15	13	14	14	17	16	0	1	1	1	4	7	3	3	5	2	5	7	3	10	10	10	11	22	12	3	11	9	25	22	13	15	26	22	6	23	30	24	24	22	36	23	27	29	27	36	38	36	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	3	2	1	1	1	3	1	2	2	1	2	1	2	1
95000	-218.146500086658818	-216.604895661193183	-1.541604425465644	0.000072004191652	0.000019348540947	0.268714091546397	0.633627025695920	0	2	2	6	4	6	4	7	5	5	6	6	6	9	9	8	8	7	8	8	8	9	9	11	10	10	9	12	12	12	14	14	12	14	15	13	13	14	13	15	17	16	0	1	1	2	2	3	3	7	5	2	5	3	7	4	10	10	4	9	12	13	9	18	13	22	20	4	18	18	23	23	25	24	27	33	36	30	27	30	33	36	38	36	1	1	1	2	1	3	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2	2	1	1	3	2	2	3	2	2	2	1	1	1	1	2	1	1	1	1	2
95500	-206.200014745575714	-204.775553154162765	-1.424461591412942	0.000063857837267	0.000023295077051	0.364795897388336	0.674230355831090	0	2	2	5	4	6	7	4	3	6	6	7	6	8	7	8	10	9	7	8	8	7	10	11	9	9	11	12	13	12	12	15	13	14	16	13	15	14	14	14	16	15	0	1	1	5	9	8	13	3	2	4	5	6	8	2	2	10	4	22	6	8	11	4	20	22	8	15	18	22	23	23	20	24	27	24	30	30	27	23	27	36	38	40	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1	2	2	2	1	1	1
96000	-215.502765218090587	-213.680565364703483	-1.822199853387106	0.000107227706505	0.000018388318827	0.171488502610347	0.703756114886188	0	3	3	5	5	7	5	5	6	5	7	6	6	7	7	7	9	8	8	8	8	8	9	11	8	10	10	12	12	11	13	15	13	13	15	13	13	14	12	14	17	15	0	1	1	2	2	8	3	3	5	2	5	8	10	4	10	4	9	9	12	6	11	14	13	27	3	15	18	17	30	26	30	24	27	22	40	30	27	30	22	23	25	36	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	1	2	2	2	2	4	1
96500	-201.667829234567193	-200.190780950552039	-1.477048284015142	0.000081899309323	0.000025542660502	0.311878826732413	0.868952280533935	0	3	3	2	4	5	7	6	5	5	6	6	5	8	7	7	9	7	7	9	7	9	10	10	9	9	11	10	12	12	13	14	12	13	16	12	14	15	14	15	17	13	0	4	1	1	4	3	8	5	5	2	5	6	3	9	9	10	11	5	12	8	5	18	20	22	3	15	22	22	20	23	29	24	22	27	29	20	27	30	33	42	38	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	1	1
97000	-211.645160137477575	-209.844639557104188	-1.800520580373395	0.000072003383410	0.000012705364730	0.176455107077742	0.698803095914184	0	2	2	3	4	6	6	6	6	7	6	7	6	8	9	7	8	7	8	8	9	9	10	10	8	10	10	12	12	12	13	14	12	13	15	13	13	14	11	15	16	16	0	1	1	1	2	3	3	3	5	9	5	6	3	2	10	4	11	9	12	8	14	18	13	14	8	15	14	22	25	20	23	24	39	22	29	23	18	29	22	36	38	40	1	1	2	1	1	2	2	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	2	2	1	2	1	2	1	1	1
97500	-203.425900495675336	-201.590892849211713	-1.835007646463611	0.000087659123064	0.000014785754400	0.168673309555942	0.821927672249602	1	4	3	4	4	5	7	7	5	5	6	6	6	9	8	7	9	9	8	7	9	9	8	11	10	10	11	11	12	12	11	13	12	12	15	13	14	15	13	14	16	16	0	1	1	1	1	3	3	13	5	2	9	6	3	4	10	10	11	9	12	6	5	16	20	17	23	15	17	18	13	23	25	24	27	28	29	30	27	30	27	29	29	36	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2
98000	-191.860119306584522	-190.267738680652201	-1.592380625932308	0.000092972407566	0.000022627416635	0.243377763648259	0.828450282641451	1	3	3	5	4	5	6	7	5	6	7	6	6	8	8	7	9	8	6	8	9	9	8	10	9	10	11	9	13	12	13	15	13	13	15	14	13	14	12	13	16	15	0	1	1	2	2	3	3	7	5	2	9	6	3	4	10	10	11	9	6	7	18	11	8	18	23	15	22	18	23	23	30	39	27	22	29	40	27	23	9	30	38	40	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	3	1	1	1
98500	-223.278232478685737	-221.644839701341908	-1.633392777343829	0.000084172100795	0.000019057473234	0.226410806599357	0.584331772791545	0	3	2	6	4	5	6	5	6	4	7	6	7	8	8	7	9	7	7	8	9	8	8	11	9	10	11	12	12	12	14	13	11	11	16	14	14	14	12	14	16	15	0	1	1	1	2	3	3	3	5	2	4	6	8	2	4	10	11	2	12	6	9	11	13	22	23	16	18	22	25	25	30	18	22	22	23	30	34	29	22	23	40	36	1	1	1	3	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	1	3	2	2	5	1	2	1	2	3	2	1
99000	-235.904090525216048	-234.224637718741576	-1.679452806474463	0.000082867000622	0.000017407382010	0.210064101256837	0.554182322891745	0	2	3	6	3	7	5	7	5	5	6	6	6	6	8	8	10	8	8	8	10	9	10	10	9	10	12	10	12	10	11	14	12	13	14	14	15	14	14	14	15	15	0	1	1	2	2	13	3	7	5	2	5	7	3	2	10	4	9	5	12	13	22	18	8	4	20	15	18	18	30	20	25	17	22	22	23	29	28	23	33	23	23	20	1	1	1	2	1	1	2	1	2	2	1	1	2	2	2	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	2	3
