step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
5000	-355.353819959732959	-364.404663340184300	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982714541770852	15	10	14	19	27	25	26	23	31	39	37	31	36	45	45	35	40	36	46	41	53	45	51	55	61	52	54	50	56	62	50	61	55	54	56	60	59	54	57	60	60	64	68	59	67	77	63	73	61	70	74	68	72	71	67	77	78	82	59	85	71	80	76	85	82	68	80	85	100	2	0	2	2	4	4	1	2	1	12	9	6	7	20	18	9	9	5	17	16	19	11	15	31	27	19	19	14	23	33	18	35	22	19	10	19	23	22	34	28	24	27	25	26	24	61	21	66	39	30	52	40	66	49	49	54	61	63	29	56	45	63	61	57	54	32	46	67	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-361.067427525023561	-370.118270905474901	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990021770795447	11	7	16	21	26	29	23	30	31	37	38	36	34	43	45	37	44	42	46	43	45	46	44	61	60	44	52	49	57	48	54	56	49	57	62	54	60	51	57	62	58	60	50	66	66	68	62	64	68	70	72	73	78	63	79	83	74	87	71	79	75	67	72	81	86	75	91	92	109	2	0	2	3	4	5	3	7	3	8	13	6	6	13	12	8	10	13	18	10	11	16	13	27	13	10	30	15	30	23	38	20	11	19	29	14	32	26	30	36	31	27	14	42	35	30	37	34	37	34	46	40	59	43	49	53	24	61	39	63	62	47	44	63	53	51	65	55	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-371.390606014379841	-380.441449394831182	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998974259998349	12	8	15	19	21	29	24	30	33	31	28	25	39	44	48	43	36	45	41	40	48	38	50	57	52	49	47	50	58	62	49	54	51	60	60	57	55	53	55	65	63	56	67	70	70	78	64	71	68	72	71	73	74	74	78	83	69	72	76	83	80	70	76	85	81	74	95	93	109	2	0	1	1	4	12	5	7	6	4	4	5	9	13	18	10	9	16	11	9	18	12	19	20	18	14	22	22	27	23	22	14	27	24	38	32	22	21	31	36	37	16	36	39	41	52	23	29	30	41	47	42	49	30	62	47	37	57	66	55	66	43	30	65	43	51	64	61	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-371.137710149010786	-380.188553529462126	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.948846404025593	14	5	20	19	26	27	22	28	32	36	28	24	37	41	48	41	41	37	49	44	43	45	45	60	59	46	53	46	53	60	50	54	49	58	59	59	49	58	51	64	59	53	63	65	64	74	64	71	65	62	62	67	66	68	80	84	75	87	73	72	78	77	75	85	83	77	93	89	111	2	0	1	1	3	3	4	7	6	6	7	4	6	18	18	10	10	9	18	14	18	18	10	27	22	13	20	16	33	31	23	37	20	29	42	37	17	21	15	31	29	19	35	24	34	29	19	45	29	19	30	25	39	34	52	46	54	59	33	30	49	30	44	61	57	46	55	66	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-361.920375420641051	-370.971218801092391	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981162711221005	13	10	13	21	28	22	26	28	29	40	32	26	32	40	47	41	34	40	44	45	54	37	36	61	57	53	48	48	58	60	50	54	53	50	50	59	60	61	57	67	60	58	64	67	66	72	67	73	65	69	75	75	77	71	79	83	72	87	67	84	78	79	80	85	80	83	90	98	113	2	0	2	1	3	3	4	6	4	17	8	6	3	17	16	22	7	22	22	23	35	5	13	25	21	15	11	18	27	26	19	18	18	17	20	26	31	32	26	38	32	28	37	25	29	40	29	44	42	41	57	25	49	49	50	44	43	66	25	53	44	47	57	52	53	62	65	66	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-349.408520953759989	-358.459364334211330	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975241942026730	13	3	17	21	24	25	22	29	29	35	40	35	35	44	50	41	42	34	46	42	52	46	50	62	50	45	53	49	58	60	49	60	51	57	58	57	57	54	53	66	53	63	65	66	67	72	61	60	62	71	72	68	75	66	77	79	66	87	73	77	75	81	70	81	84	81	84	93	108	2	0	1	3	7	7	3	7	6	5	8	8	8	11	11	13	13	5	20	12	26	16	11	36	20	13	15	16	41	23	17	35	17	21	25	31	41	23	31	21	26	36	48	37	15	49	36	22	34	57	45	43	30	38	50	51	30	56	43	49	54	46	42	60	61	61	53	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-372.269894754612210	-381.320738135063550	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982292207158792	13	2	11	23	20	29	20	23	29	34	39	35	38	42	46	36	38	36	40	44	53	50	40	62	47	56	47	43	55	59	54	61	57	57	62	61	61	50	58	66	62	59	67	59	67	73	67	63	61	59	60	68	71	67	68	77	81	86	68	76	76	78	76	84	86	83	91	93	104	2	0	2	1	1	8	3	7	7	8	12	6	18	12	28	6	18	6	10	13	25	11	12	38	19	22	19	19	22	33	19	42	21	29	30	34	21	27	31	36	27	22	32	29	44	51	34	29	33	26	33	51	54	35	39	43	63	54	31	59	52	52	32	60	62	61	58	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-366.212209461921361	-375.263052842372701	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995620534122283	12	8	17	26	22	32	24	21	32	38	30	27	39	41	46	37	42	41	45	39	50	49	48	59	58	49	37	47	49	49	52	58	57	53	56	64	62	52	53	56	63	56	64	61	72	77	62	66	67	61	69	69	72	69	75	81	79	79	73	77	79	71	76	82	70	76	92	99	115	2	0	2	5	1	12	8	3	4	6	8	7	16	10	20	11	27	6	14	11	15	16	27	22	38	14	6	17	14	28	14	39	39	16	23	35	26	16	13	39	42	22	33	42	41	33	26	24	47	32	24	47	44	32	48	66	59	62	49	52	66	44	59	57	37	53	56	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-352.774805832845288	-361.825649213296629	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967437192897386	14	8	16	17	23	23	25	28	32	36	37	33	39	45	49	35	41	41	50	42	48	42	49	62	55	56	54	52	56	51	47	58	56	46	60	54	61	57	46	58	57	54	65	60	67	74	65	74	66	68	74	69	67	60	75	82	77	82	74	85	79	71	80	83	75	79	89	98	107	2	0	2	2	3	4	4	1	5	12	9	5	16	20	22	7	9	16	22	16	14	16	17	25	15	23	10	17	34	13	17	30	34	22	25	11	27	19	10	28	30	34	35	25	40	50	28	47	38	42	52	41	37	26	45	65	46	57	43	56	46	53	45	65	47	43	57	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-351.559806862598691	-360.610650243050031	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978943106507403	12	8	17	17	26	26	17	27	29	31	34	36	38	45	49	42	44	44	46	40	50	44	38	62	55	47	53	52	55	50	49	60	57	55	61	58	59	58	47	62	55	63	60	70	70	70	65	67	63	69	76	68	68	59	78	78	79	86	76	77	72	75	80	83	77	76	90	97	113	2	0	2	1	4	3	1	7	7	6	9	9	9	23	19	12	20	11	11	12	14	23	8	33	21	12	17	14	16	13	19	26	14	28	34	30	29	41	18	38	15	41	29	42	35	43	38	36	37	54	46	40	28	28	46	61	62	59	45	40	53	44	45	50	61	45	65	57	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-361.435076420411349	-370.485919800862689	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985023505384539	15	12	20	19	26	29	26	22	30	39	31	28	38	45	50	43	43	35	46	37	50	50	50	55	57	48	48	44	54	63	53	59	54	48	57	62	62	59	48	62	57	56	69	61	69	75	58	66	67	65	74	76	76	70	82	80	78	84	78	74	78	73	70	85	80	81	88	92	97	2	0	2	1	3	5	3	4	8	18	3	3	18	18	16	10	13	11	10	7	20	17	17	22	27	13	10	11	26	25	15	31	13	16	33	29	28	21	28	33	23	14	32	31	40	45	21	24	30	25	54	62	63	44	52	46	53	57	51	30	63	40	30	59	50	57	57	67	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-363.944063034879377	-372.994906415330718	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998007645036971	11	7	14	24	24	25	17	27	29	41	38	32	36	39	50	40	40	30	48	42	41	43	46	59	51	52	52	47	59	61	55	51	56	49	60	62	59	61	58	64	64	58	68	68	71	77	63	66	63	65	68	74	75	66	78	78	79	82	68	80	71	76	69	86	88	81	94	82	99	2	0	2	7	7	7	2	5	6	14	12	9	9	12	16	11	12	4	21	13	12	17	21	32	20	23	23	21	31	42	28	13	26	20	28	15	32	25	33	39	24	15	41	30	35	41	31	34	39	42	30	43	31	38	36	61	45	55	50	45	59	36	40	53	53	57	58	52	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-365.504491818421002	-374.555335198872342	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992185838214026	15	11	19	18	20	27	26	27	30	33	33	32	36	45	47	41	45	40	36	38	50	46	51	57	57	55	54	49	58	52	51	58	57	49	62	62	54	60	55	64	63	61	63	66	64	78	65	71	61	71	75	67	76	70	81	86	64	79	74	86	67	78	76	84	86	77	93	94	104	2	0	1	2	1	4	3	4	5	9	8	1	9	20	19	12	11	13	9	10	15	16	17	34	14	13	15	17	27	20	22	34	34	13	26	31	13	26	22	26	24	25	30	33	22	61	38	57	21	38	50	41	40	23	66	55	38	51	61	46	41	45	48	58	58	61	51	48	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
